actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
167,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612765,23,28,2023-03-10T00:33:37Z,1670000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M53.70S,2023-03-10T00:34:06.2Z,1,REGULAR,2pt,Jump Shot,[],1630165,84.97043363994744,67.8921568627451,1610612765,23,28,2023-03-10T00:39:52Z,1680000,False,89.0,89.0,1,right,MISS K. Hayes 12' step back Shot - blocked,"[1630165, 1629023]",1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,12.61,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
169,PT00M53.70S,2023-03-10T00:34:06.2Z,1,REGULAR,block,,[],1629023,,,1610612765,23,28,2023-03-10T00:34:08Z,1690000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
170,PT00M51.80S,2023-03-10T00:34:08.1Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,23,28,2023-03-10T00:39:52Z,1700000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,168.0,,,,,,2.0,2.0,0.0,,,,,,,,,
171,PT00M45.90S,2023-03-10T00:34:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,7.703679369250986,53.92156862745098,1610612766,23,30,2023-03-10T00:34:19Z,1710000,False,-20.0,20.0,1,left,D. Smith Jr. running Layup (2 PTS),[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,,2.0,,,,,,,,
172,PT00M32.30S,2023-03-10T00:34:28.6Z,1,REGULAR,3pt,Jump Shot,[],202709,68.15045992115637,64.4607843137255,1610612765,23,30,2023-03-10T00:34:38Z,1720000,False,72.0,247.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
173,PT00M29.00S,2023-03-10T00:34:31.9Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,23,30,2023-03-10T00:34:38Z,1730000,False,,,0,,B. McGowens REBOUND (Off:0 Def:2),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,,,172.0,,,,,,2.0,2.0,0.0,,,,,,,,,
174,PT00M10.70S,2023-03-10T00:34:50.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630647,,,1610612766,23,30,2023-03-10T00:35:01Z,1740000,False,,,0,,E. Omoruyi shooting personal FOUL (1 PF) (Washington 2 FT),"[1630647, 1629023]",1610612765.0,DET,shooting,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,1.0,0.0,Washington,1629023.0,,,,,,,,,,,,
176,PT00M10.70S,2023-03-10T00:35:16.7Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,23,30,2023-03-10T00:35:16Z,1760000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT00M10.70S,2023-03-10T00:35:16.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,23,30,2023-03-10T00:35:16Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT00M10.70S,2023-03-10T00:35:32.8Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,23,31,2023-03-10T00:35:32Z,1780000,False,,,0,,P. Washington Free Throw 2 of 2 (7 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
181,PT00M00.00S,2023-03-10T00:36:51.0Z,1,REGULAR,period,end,[],0,,,1610612765,23,31,2023-03-10T00:36:51Z,1810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-03-10T00:38:27.3Z,2,REGULAR,period,start,[],0,,,1610612765,23,31,2023-03-10T00:38:27Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M47.00S,2023-03-10T00:38:42.1Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612765,23,31,2023-03-10T00:38:52Z,1830000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Omoruyi 2 FT),"[1629023, 1630647]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,200834.0,2.0,0.0,Omoruyi,1630647.0,,,,,,,,,,,,
186,PT11M47.00S,2023-03-10T00:39:02.7Z,2,REGULAR,freethrow,1 of 2,[],1630647,,,1610612765,24,31,2023-03-10T00:39:02Z,1850000,False,,,0,,E. Omoruyi Free Throw 1 of 2 (1 PTS),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
187,PT11M47.00S,2023-03-10T00:39:17.2Z,2,REGULAR,freethrow,2 of 2,[],1630647,,,1610612765,25,31,2023-03-10T00:39:17Z,1860000,False,,,0,,E. Omoruyi Free Throw 2 of 2 (2 PTS),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
189,PT11M32.00S,2023-03-10T00:39:48.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,17.0335085413929,53.67647058823529,1610612766,25,33,2023-03-10T00:39:55Z,1880000,False,-18.0,108.0,1,left,K. Oubre Jr. 10' step back Jump Shot (7 PTS),[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.92,Made,,,,,,,,,,7.0,,,,,,,,
191,PT11M15.00S,2023-03-10T00:40:28.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630181,89.30683311432325,40.68627450980392,1610612765,25,33,2023-03-10T00:40:32Z,1900000,False,-47.0,48.0,1,right,MISS R. Hampton 6' Hook,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,,
192,PT11M14.00S,2023-03-10T00:40:29.3Z,2,REGULAR,rebound,offensive,[],1630647,,,1610612765,25,33,2023-03-10T00:40:32Z,1910000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:0),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,191.0,,,,,,1.0,0.0,1.0,,,,,,,,,
193,PT11M13.00S,2023-03-10T00:40:30.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630647,93.38042049934296,49.26470588235294,1610612765,27,33,2023-03-10T00:40:36Z,1920000,False,-4.0,10.0,1,right,E. Omoruyi putback Layup (4 PTS),[1630647],1610612765.0,DET,putback,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,4.0,,,,,,,,
194,PT11M03.00S,2023-03-10T00:40:41.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.652431011826544,49.01960784313725,1610612766,27,35,2023-03-10T00:40:44Z,1930000,False,5.0,10.0,1,left,N. Richards DUNK (7 PTS) (K. Oubre Jr. 1 AST),"[1630208, 1626162]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,7.0,K. Oubre Jr.,1626162.0,1.0,,,,,
196,PT10M46.00S,2023-03-10T00:41:01.3Z,2,REGULAR,turnover,traveling,[],1631105,,,1610612765,27,35,2023-03-10T00:41:06Z,1950000,False,,,0,,J. Duren traveling TURNOVER (3 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,,,,,3.0,,,,
197,PT10M32.00S,2023-03-10T00:41:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,7.5722733245729295,46.07843137254902,1610612766,27,37,2023-03-10T00:41:30Z,1960000,False,20.0,19.0,1,left,D. Smith Jr. driving Layup (4 PTS) (K. Oubre Jr. 2 AST),"[1628372, 1626162]",1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,,,,4.0,K. Oubre Jr.,1626162.0,2.0,,,,,
199,PT10M20.00S,2023-03-10T00:41:40.1Z,2,REGULAR,turnover,traveling,[],202709,,,1610612765,27,37,2023-03-10T00:41:45Z,1980000,False,,,0,,C. Joseph traveling TURNOVER (1 TO),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,16-24 Center,,,,200834.0,,,,,,,,,,,,1.0,,,,
200,PT10M20.00S,2023-03-10T00:41:43.9Z,2,REGULAR,substitution,out,[],1631105,,,1610612766,27,37,2023-03-10T00:41:47Z,1990000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M20.00S,2023-03-10T00:41:43.9Z,2,REGULAR,substitution,in,[],1630164,,,1610612766,27,37,2023-03-10T00:41:47Z,2000000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M08.00S,2023-03-10T00:42:05.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,8.492115637319317,51.9607843137255,1610612766,27,39,2023-03-10T00:42:10Z,2010000,False,-10.0,27.0,1,left,K. Oubre Jr. driving Layup (9 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,,,,9.0,,,,,,,,
203,PT09M53.00S,2023-03-10T00:42:20.5Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,27,39,2023-03-10T00:42:24Z,2020000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1630208]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,Richards,1630208.0,,
204,PT09M53.00S,2023-03-10T00:42:20.5Z,2,REGULAR,steal,,[],1630208,,,1610612766,27,39,2023-03-10T00:42:22Z,2030000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
205,PT09M45.00S,2023-03-10T00:42:29.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,38.18988173455979,41.42156862745098,1610612766,27,39,2023-03-10T00:42:32Z,2040000,False,43.0,306.0,1,left,MISS K. Oubre Jr. 30' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,30.95,Missed,,,,,,,,,,,,,,,,,,
206,PT09M42.00S,2023-03-10T00:42:32.0Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,27,39,2023-03-10T00:42:32Z,2050000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:4),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,205.0,,,,,,6.0,4.0,2.0,,,,,,,,,
207,PT09M39.00S,2023-03-10T00:42:38.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,27,39,2023-03-10T00:42:38Z,2060000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M22.00S,2023-03-10T00:45:46.7Z,2,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612765,27,39,2023-03-10T00:45:54Z,2070000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Hampton 2 FT),"[1630208, 1630181]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,203591.0,1.0,0.0,Hampton,1630181.0,,,,,,,,,,,,
210,PT09M22.00S,2023-03-10T00:46:13.4Z,2,REGULAR,freethrow,1 of 2,[],1630181,,,1610612765,28,39,2023-03-10T00:46:13Z,2090000,False,,,0,,R. Hampton Free Throw 1 of 2 (1 PTS),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
211,PT09M22.00S,2023-03-10T00:46:30.6Z,2,REGULAR,freethrow,2 of 2,[],1630181,,,1610612765,29,39,2023-03-10T00:46:30Z,2100000,False,,,0,,R. Hampton Free Throw 2 of 2 (2 PTS),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
212,PT09M10.00S,2023-03-10T00:46:43.5Z,2,REGULAR,3pt,Jump Shot,[],1629023,24.78646517739816,15.196078431372548,1610612766,29,39,2023-03-10T00:46:48Z,2110000,False,174.0,180.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
213,PT09M07.00S,2023-03-10T00:46:46.5Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,29,39,2023-03-10T00:46:48Z,2120000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,212.0,,,,,,2.0,2.0,0.0,,,,,,,,,
214,PT09M00.00S,2023-03-10T00:46:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,92.72339027595268,45.34313725490196,1610612765,29,39,2023-03-10T00:46:56Z,2130000,False,-23.0,16.0,1,right,MISS J. Wiseman Layup - blocked,"[1630164, 1629023]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
215,PT09M00.00S,2023-03-10T00:46:52.9Z,2,REGULAR,block,,[],1629023,,,1610612765,29,39,2023-03-10T00:46:54Z,2140000,False,,,0,,P. Washington BLOCK (3 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT08M58.00S,2023-03-10T00:46:54.9Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,39,2023-03-10T00:46:56Z,2150000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,214.0,,,,,,1.0,1.0,0.0,,,,,,,,,
217,PT08M55.00S,2023-03-10T00:46:58.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630208,6.652431011826544,51.470588235294116,1610612766,29,41,2023-03-10T00:47:03Z,2160000,False,-7.0,10.0,1,left,N. Richards running DUNK (9 PTS) (D. Smith Jr. 1 AST),"[1630208, 1628372]",1610612766.0,CHA,running,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,9.0,D. Smith Jr.,1628372.0,1.0,,,,,
219,PT08M46.00S,2023-03-10T00:47:09.8Z,2,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612765,29,41,2023-03-10T00:47:19Z,2180000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Hayes 2 FT),"[1628372, 1630165]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,200834.0,1.0,0.0,Hayes,1630165.0,,,,,,,,,,,,
221,PT08M46.00S,2023-03-10T00:47:30.7Z,2,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,30,41,2023-03-10T00:47:30Z,2200000,False,,,0,,K. Hayes Free Throw 1 of 2 (1 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
222,PT08M46.00S,2023-03-10T00:47:32.7Z,2,REGULAR,substitution,out,[],1630208,,,1610612765,30,41,2023-03-10T00:47:35Z,2210000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M46.00S,2023-03-10T00:47:32.7Z,2,REGULAR,substitution,in,[],1631109,,,1610612765,30,41,2023-03-10T00:47:35Z,2220000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M46.00S,2023-03-10T00:47:48.0Z,2,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,30,41,2023-03-10T00:47:48Z,2230000,False,,,0,,MISS K. Hayes Free Throw 2 of 2,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
225,PT08M43.00S,2023-03-10T00:47:49.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,30,41,2023-03-10T00:47:49Z,2240000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,224.0,,,,,,2.0,2.0,0.0,,,,,,,,,
226,PT08M37.00S,2023-03-10T00:47:56.3Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612766,30,41,2023-03-10T00:48:00Z,2250000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1630647]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Omoruyi,1630647.0,,
227,PT08M37.00S,2023-03-10T00:47:56.3Z,2,REGULAR,steal,,[],1630647,,,1610612765,30,41,2023-03-10T00:47:58Z,2260000,False,,,0,,E. Omoruyi STEAL (1 STL),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
228,PT08M34.00S,2023-03-10T00:47:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630647,93.24901445466492,50.245098039215684,1610612765,30,41,2023-03-10T00:48:03Z,2270000,False,1.0,11.0,1,right,MISS E. Omoruyi Layup,[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
229,PT08M33.00S,2023-03-10T00:48:00.4Z,2,REGULAR,rebound,offensive,[],1630181,,,1610612765,30,41,2023-03-10T00:48:00Z,2280000,False,,,0,,R. Hampton REBOUND (Off:1 Def:0),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,228.0,,,,,,1.0,0.0,1.0,,,,,,,,,
230,PT08M29.00S,2023-03-10T00:48:03.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630181,88.91261498028909,24.509803921568626,1610612765,32,41,2023-03-10T00:48:07Z,2290000,False,-127.0,52.0,1,right,R. Hampton 13' fadeaway Jump Shot (4 PTS),[1630181],1610612765.0,DET,fadeaway,,,Hampton,R. Hampton,,,,,Mid-Range,8-16 Left,13.76,Made,,,,,,,,,,4.0,,,,,,,,
231,PT08M13.00S,2023-03-10T00:48:22.7Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612766,32,41,2023-03-10T00:48:32Z,2300000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (McGowens 2 FT),"[1630165, 1631121]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,203591.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,,,,
233,PT08M13.00S,2023-03-10T00:48:44.6Z,2,REGULAR,freethrow,1 of 2,[],1631121,,,1610612766,32,42,2023-03-10T00:49:03Z,2320000,False,,,0,,B. McGowens Free Throw 1 of 2 (1 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
234,PT08M13.00S,2023-03-10T00:48:45.1Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,32,42,2023-03-10T00:48:49Z,2330000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M13.00S,2023-03-10T00:48:45.1Z,2,REGULAR,substitution,in,[],202330,,,1610612766,32,42,2023-03-10T00:48:49Z,2340000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M13.00S,2023-03-10T00:48:44.6Z,2,REGULAR,freethrow,2 of 2,[],1631121,,,1610612766,32,42,2023-03-10T00:49:03Z,2350000,False,,,0,,MISS B. McGowens Free Throw 2 of 2,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT08M10.00S,2023-03-10T00:48:47.6Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,32,42,2023-03-10T00:49:03Z,2360000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:5),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,236.0,,,,,,7.0,5.0,2.0,,,,,,,,,
238,PT07M53.00S,2023-03-10T00:49:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,91.01511169513797,47.794117647058826,1610612765,34,42,2023-03-10T00:49:23Z,2370000,False,-11.0,32.0,1,right,J. Wiseman Layup (6 PTS) (K. Hayes 2 AST),"[1630164, 1630165]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,6.0,K. Hayes,1630165.0,2.0,,,,,
240,PT07M34.00S,2023-03-10T00:49:40.8Z,2,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,34,42,2023-03-10T00:49:51Z,2390000,False,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left,,,,202053.0,,,,,,,,,,,,1.0,,,,
241,PT07M17.00S,2023-03-10T00:50:01.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630647,87.07293035479631,37.254901960784316,1610612765,34,42,2023-03-10T00:50:15Z,2400000,False,-64.0,69.0,1,right,MISS E. Omoruyi 9' driving floating Shot,[1630647],1610612765.0,DET,driving floating,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),8-16 Left,9.39,Missed,,,,,,,,,,,,,,,,,,
242,PT07M16.00S,2023-03-10T00:50:02.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,34,42,2023-03-10T00:50:15Z,2410000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,241.0,,,,,,,,,,,,,,,,,
244,PT07M03.00S,2023-03-10T00:50:23.3Z,2,REGULAR,foul,personal,[],1630647,,,1610612766,34,42,2023-03-10T00:50:37Z,2430000,False,,,0,,E. Omoruyi personal FOUL (2 PF),"[1630647, 202330]",1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,,202053.0,2.0,0.0,Hayward,202330.0,,,,,,,,,,,,
246,PT06M59.00S,2023-03-10T00:50:44.9Z,2,REGULAR,3pt,Jump Shot,[],1626162,24.52365308804205,86.76470588235294,1610612766,34,42,2023-03-10T00:50:48Z,2450000,False,-184.0,178.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
247,PT06M58.00S,2023-03-10T00:50:45.9Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,34,42,2023-03-10T00:50:48Z,2460000,False,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,246.0,,,,,,3.0,0.0,3.0,,,,,,,,,
248,PT06M56.00S,2023-03-10T00:50:48.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626162,11.777266754270697,56.61764705882353,1610612766,34,42,2023-03-10T00:50:52Z,2470000,False,-33.0,58.0,1,left,MISS K. Oubre Jr. 6' floating Shot,[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
249,PT06M55.00S,2023-03-10T00:50:49.9Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,34,42,2023-03-10T00:50:52Z,2480000,False,,,0,,K. Oubre Jr. REBOUND (Off:4 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,248.0,,,,,,4.0,0.0,4.0,,,,,,,,,
250,PT06M54.00S,2023-03-10T00:50:51.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626162,12.171484888304862,42.64705882352941,1610612766,34,44,2023-03-10T00:50:55Z,2490000,False,37.0,62.0,1,left,K. Oubre Jr. 7' floating Jump Shot (11 PTS),[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,,,,,,,,,,11.0,,,,,,,,
251,PT06M38.00S,2023-03-10T00:51:06.5Z,2,REGULAR,3pt,Jump Shot,[],1630181,69.07030223390277,76.9607843137255,1610612765,37,44,2023-03-10T00:51:11Z,2500000,False,135.0,238.0,1,right,R. Hampton 27' 3PT  (7 PTS) (K. Hayes 3 AST),"[1630181, 1630165]",1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,27.37,Made,,,,,,,,,,7.0,K. Hayes,1630165.0,3.0,,,,,
