actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
527,PT00M38.70S,2026-03-27T00:49:04.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,8.327858081471746,96.81372549019608,1610612740,92,84,2026-03-27T00:53:20Z,5130000,False,-234.0,26.0,1,left,J. Hawkins 3PT running (9 PTS) (S. Bey 3 AST),"[1641722, 1630180]",1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,23.55,Made,9.0,S. Bey,1630180.0,3.0,,,,,,,,,,,,
529,PT00M29.80S,2026-03-27T00:49:14.9Z,3,REGULAR,3pt,Jump Shot,[],1642450,72.05978975032852,89.70588235294117,1610612765,92,84,2026-03-27T00:53:52Z,5150000,False,199.0,210.0,1,right,MISS D. Jenkins 28' pullup 3PT,[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,28.9,Missed,,,,,,,,,,,,,,,,
530,PT00M27.40S,2026-03-27T00:49:17.3Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,92,84,2026-03-27T00:49:20Z,5160000,False,,,0,,D. Queen REBOUND (Off:2 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,529.0,7.0,5.0,2.0,,,,,,,,
531,PT00M05.70S,2026-03-27T00:49:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,10.82457293035479,51.96078431372549,1610612740,92,86,2026-03-27T00:54:11Z,5170000,False,-10.0,49.0,1,left,S. Bey driving floating Jump Shot (17 PTS),[1630180],1610612740.0,NOP,driving floating,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,5.03,Made,17.0,,,,,,,,,,,,,,,
532,PT00M02.50S,2026-03-27T00:49:51.3Z,3,REGULAR,turnover,lost ball,[],1642450,,,1610612765,92,86,2026-03-27T00:50:16Z,5180000,False,,,0,,D. Jenkins lost ball TURNOVER (3 TO),"[1642450, 1630180]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Center,,3.0,,,,,,,,,,,,,Bey,1630180.0,,,,
533,PT00M02.50S,2026-03-27T00:49:51.3Z,3,REGULAR,steal,,[],1630180,,,1610612740,92,86,2026-03-27T00:49:53Z,5190000,False,,,0,,S. Bey STEAL (2 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
534,PT00M01.40S,2026-03-27T00:49:54.5Z,3,REGULAR,heave,,['fromturnover'],0,,,1610612740,92,86,2026-03-27T00:51:42Z,5200000,False,,,0,,NOP Heave,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Center,,,67.13,,,,,,,,,,,,,,,,,
535,PT00M00.10S,2026-03-27T00:49:55.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,92,86,2026-03-27T00:50:33Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,534.0,,,,,,,,,,,
536,PT00M00.00S,2026-03-27T00:50:04.6Z,3,REGULAR,period,end,[],0,,,1610612740,92,86,2026-03-27T00:50:04Z,5220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2026-03-27T00:51:59.7Z,4,REGULAR,substitution,out,['startperiod'],1631204,,,1610612740,92,86,2026-03-27T00:52:35Z,5230000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2026-03-27T00:51:59.7Z,4,REGULAR,substitution,in,['startperiod'],1628989,,,1610612740,92,86,2026-03-27T00:52:35Z,5240000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2026-03-27T00:52:42.2Z,4,REGULAR,period,start,[],0,,,1610612740,92,86,2026-03-27T00:52:42Z,5250000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT11M45.00S,2026-03-27T00:52:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,8.196452036793687,56.61764705882353,1610612740,92,88,2026-03-27T00:53:02Z,5260000,False,-33.0,25.0,1,left,J. Fears cutting Layup (9 PTS) (D. Queen 2 AST),"[1642847, 1642852]",1610612740.0,NOP,cutting,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,4.12,Made,9.0,D. Queen,1642852.0,2.0,,,,,,,,,,,,
542,PT11M28.00S,2026-03-27T00:53:13.0Z,4,REGULAR,3pt,Jump Shot,[],1628989,67.46057818659658,63.48039215686275,1610612765,95,88,2026-03-27T00:53:16Z,5280000,False,67.0,253.0,1,right,K. Huerter 26' 3PT  (20 PTS) (D. Jenkins 6 AST),"[1628989, 1642450]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,26.22,Made,20.0,D. Jenkins,1642450.0,6.0,,,,,,,,,,,,
544,PT11M11.00S,2026-03-27T00:53:35.8Z,4,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612740,95,88,2026-03-27T00:53:46Z,5300000,False,,,0,,J. Green shooting personal FOUL (3 PF) (Fears 2 FT),"[1629750, 1642847]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,204059.0,,,,,,,,,,,,,,,,3.0,0.0,Fears,1642847.0
546,PT11M11.00S,2026-03-27T00:54:02.4Z,4,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,95,88,2026-03-27T00:54:29Z,5320000,False,,,0,,MISS J. Fears Free Throw 1 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
547,PT11M11.00S,2026-03-27T00:54:02.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,95,88,2026-03-27T00:54:29Z,5330000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,546.0,,,,,,,,,,,
548,PT11M11.00S,2026-03-27T00:54:02.4Z,4,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,95,88,2026-03-27T00:54:29Z,5340000,False,,,0,,MISS J. Fears Free Throw 2 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
549,PT11M10.00S,2026-03-27T00:54:03.4Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,95,88,2026-03-27T00:56:39Z,5350000,False,,,0,,R. Holland II REBOUND (Off:1 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,548.0,5.0,4.0,1.0,,,,,,,,
558,PT11M09.00S,2026-03-27T00:54:15.4Z,4,REGULAR,turnover,lost ball,[],1641842,,,1610612765,95,88,2026-03-27T00:56:45Z,5355000,False,,,0,,R. Holland II lost ball TURNOVER (1 TO),"[1641842, 1630180]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,Bey,1630180.0,,,,
559,PT11M09.00S,2026-03-27T00:54:15.4Z,4,REGULAR,steal,,[],1630180,,,1610612740,95,88,2026-03-27T00:56:09Z,5357500,False,,,0,,S. Bey STEAL (3 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT11M08.00S,2026-03-27T00:54:28.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,5.831143232588701,44.11764705882353,1610612740,95,88,2026-03-27T00:57:50Z,5360000,False,29.0,2.0,1,left,MISS S. Bey Layup,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,2.95,Missed,,,,,,,,,,,,,,,,
551,PT11M08.00S,2026-03-27T00:54:28.5Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,95,88,2026-03-27T00:57:50Z,5370000,False,,,0,,R. Holland II REBOUND (Off:1 Def:5),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,550.0,6.0,5.0,1.0,,,,,,,,
552,PT10M49.00S,2026-03-27T00:54:43.5Z,4,REGULAR,3pt,Jump Shot,[],1629750,92.69053876478318,98.2843137254902,1610612765,98,88,2026-03-27T00:54:47Z,5380000,False,241.0,16.0,1,right,J. Green 24' 3PT  (5 PTS) (J. Duren 7 AST),"[1629750, 1631105]",1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,24.19,Made,5.0,J. Duren,1631105.0,7.0,,,,,,,,,,,,
554,PT10M27.00S,2026-03-27T00:55:05.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,9.773324572930349,47.05882352941176,1610612740,98,90,2026-03-27T00:58:49Z,5400000,False,15.0,39.0,1,left,D. Queen driving floating Jump Shot (9 PTS),[1642852],1610612740.0,NOP,driving floating,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,4.21,Made,9.0,,,,,,,,,,,,,,,
555,PT10M08.00S,2026-03-27T00:55:24.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,93.08475689881735,58.088235294117645,1610612765,100,90,2026-03-27T00:55:30Z,5410000,False,40.0,13.0,1,right,J. Duren driving bank Hook (24 PTS),[1631105],1610612765.0,DET,driving bank,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,4.23,Made,24.0,,,,,,,,,,,,,,,
557,PT09M47.00S,2026-03-27T00:56:07.7Z,4,REGULAR,3pt,Jump Shot,[],1630180,29.352825229960573,22.549019607843135,1610612740,100,90,2026-03-27T01:00:19Z,5430000,False,137.0,223.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,26.22,Missed,,,,,,,,,,,,,,,,
560,PT09M44.00S,2026-03-27T00:56:10.7Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,100,90,2026-03-27T01:00:19Z,5440000,False,,,0,,J. Duren REBOUND (Off:3 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,557.0,9.0,6.0,3.0,,,,,,,,
561,PT09M35.00S,2026-03-27T00:56:18.4Z,4,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612765,100,90,2026-03-27T00:56:27Z,5450000,False,,,0,,Y. Missi shooting personal FOUL (3 PF) (Duren 2 FT),"[1642274, 1631105]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,,3.0,0.0,Duren,1631105.0
563,PT09M35.00S,2026-03-27T00:56:44.6Z,4,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,101,90,2026-03-27T00:56:44Z,5470000,False,,,0,,J. Duren Free Throw 1 of 2 (25 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
564,PT09M35.00S,2026-03-27T00:57:06.7Z,4,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,102,90,2026-03-27T00:57:06Z,5480000,False,,,0,,J. Duren Free Throw 2 of 2 (26 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
565,PT09M31.00S,2026-03-27T00:57:16.5Z,4,REGULAR,foul,personal,[],1642450,,,1610612740,102,90,2026-03-27T00:57:24Z,5490000,False,,,0,,D. Jenkins personal FOUL (3 PF),"[1642450, 1642847]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Center,204059.0,,,,,,,,,,,,,,,,3.0,0.0,Fears,1642847.0
567,PT09M13.00S,2026-03-27T00:57:42.3Z,4,REGULAR,3pt,Jump Shot,[],1642852,6.4881734559789805,3.9215686274509807,1610612740,102,90,2026-03-27T00:57:48Z,5510000,False,230.0,8.0,1,left,MISS D. Queen 3PT,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Right Corner 3,24+ Right,,,23.06,Missed,,,,,,,,,,,,,,,,
568,PT09M12.00S,2026-03-27T00:57:43.3Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,102,90,2026-03-27T00:57:48Z,5520000,False,,,0,,J. Duren REBOUND (Off:3 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,,,,,,567.0,10.0,7.0,3.0,,,,,,,,
569,PT09M06.00S,2026-03-27T00:57:47.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,93.08475689881735,58.57843137254902,1610612765,104,90,2026-03-27T00:57:53Z,5530000,False,43.0,13.0,1,right,J. Duren running DUNK (28 PTS) (K. Huerter 2 AST),"[1631105, 1628989]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,4.47,Made,28.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,
571,PT08M57.00S,2026-03-27T00:57:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,7.013797634691201,39.70588235294118,1610612740,104,90,2026-03-27T01:01:43Z,5550000,False,51.0,13.0,1,left,MISS D. Queen driving Layup,[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,5.32,Missed,,,,,,,,,,,,,,,,
572,PT08M55.00S,2026-03-27T00:57:59.4Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,104,90,2026-03-27T00:58:08Z,5560000,False,,,0,,R. Holland II REBOUND (Off:1 Def:6),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,571.0,7.0,6.0,1.0,,,,,,,,
573,PT08M45.00S,2026-03-27T00:58:10.7Z,4,REGULAR,3pt,Jump Shot,[],1642450,92.82194480946123,97.30392156862744,1610612765,107,90,2026-03-27T00:58:15Z,5570000,False,237.0,15.0,1,right,D. Jenkins 3PT  (14 PTS) (R. Holland II 4 AST),"[1642450, 1641842]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Right Corner 3,24+ Right,,,23.7,Made,14.0,R. Holland II,1641842.0,4.0,,,,,,,,,,,,
575,PT08M45.00S,2026-03-27T00:58:16.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,107,90,2026-03-27T00:58:16Z,5590000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M45.00S,2026-03-27T00:58:17.2Z,4,REGULAR,substitution,out,[],1642450,,,1610612740,107,90,2026-03-27T01:00:58Z,5600000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT08M45.00S,2026-03-27T00:58:17.2Z,4,REGULAR,substitution,out,[],1642274,,,1610612740,107,90,2026-03-27T01:00:58Z,5610000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M45.00S,2026-03-27T00:58:17.2Z,4,REGULAR,substitution,out,[],1642852,,,1610612740,107,90,2026-03-27T01:00:58Z,5620000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M45.00S,2026-03-27T00:58:17.2Z,4,REGULAR,substitution,in,[],1631204,,,1610612740,107,90,2026-03-27T01:00:58Z,5630000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT08M45.00S,2026-03-27T00:58:17.2Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,107,90,2026-03-27T01:00:58Z,5640000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M45.00S,2026-03-27T00:58:17.2Z,4,REGULAR,substitution,in,[],1631255,,,1610612740,107,90,2026-03-27T01:00:58Z,5650000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT08M27.00S,2026-03-27T01:01:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.436925098554539,42.40196078431373,1610612740,107,90,2026-03-27T01:03:11Z,5660000,False,38.0,-1.0,1,left,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,3.8,Missed,,,,,,,,,,,,,,,,
583,PT08M26.00S,2026-03-27T01:01:25.9Z,4,REGULAR,rebound,offensive,[],1631255,,,1610612740,107,90,2026-03-27T01:03:11Z,5670000,False,,,0,,K. Matković REBOUND (Off:1 Def:0),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,582.0,1.0,0.0,1.0,,,,,,,,
584,PT08M26.00S,2026-03-27T01:01:29.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631255,5.590000152587891,50.0,1610612740,107,90,2026-03-27T01:03:27Z,5680000,False,0.0,0.0,1,left,MISS K. Matković tip Layup,[1631255],1610612740.0,NOP,tip,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
585,PT08M26.00S,2026-03-27T01:01:29.3Z,4,REGULAR,rebound,offensive,[],1631255,,,1610612740,107,90,2026-03-27T01:03:27Z,5690000,False,,,0,,K. Matković REBOUND (Off:2 Def:0),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,584.0,2.0,0.0,2.0,,,,,,,,
586,PT08M25.00S,2026-03-27T01:01:31.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631255,5.590000152587891,50.0,1610612740,107,92,2026-03-27T01:03:33Z,5700000,False,0.0,0.0,1,left,K. Matković tip Layup (2 PTS),[1631255],1610612740.0,NOP,tip,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,0.0,Made,2.0,,,,,,,,,,,,,,,
587,PT08M08.00S,2026-03-27T01:01:44.3Z,4,REGULAR,3pt,Jump Shot,[],1628989,74.29369250985545,11.519607843137265,1610612765,107,92,2026-03-27T01:01:54Z,5710000,False,-192.0,189.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,26.98,Missed,,,,,,,,,,,,,,,,
588,PT08M07.00S,2026-03-27T01:01:45.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,107,92,2026-03-27T01:01:54Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,587.0,,,,,,,,,,,
589,PT08M07.00S,2026-03-27T01:01:50.4Z,4,REGULAR,foul,personal,[],1641722,,,1610612765,107,92,2026-03-27T01:01:58Z,5730000,False,,,0,,J. Hawkins loose ball personal FOUL (2 PF),"[1641722, 1641842]",1610612740.0,NOP,loose ball,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Holland II,1641842.0
591,PT07M58.00S,2026-03-27T01:02:18.2Z,4,REGULAR,turnover,bad pass,[],1628989,,,1610612765,107,92,2026-03-27T01:02:21Z,5750000,False,,,0,,K. Huerter bad pass TURNOVER (3 TO),"[1628989, 1629627]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,,,,,,Williamson,1629627.0,,,,
592,PT07M58.00S,2026-03-27T01:02:18.2Z,4,REGULAR,steal,,[],1629627,,,1610612740,107,92,2026-03-27T01:02:19Z,5760000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
593,PT07M52.00S,2026-03-27T01:02:22.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631255,4.648488830486201,58.088235294117645,1610612740,107,94,2026-03-27T01:02:33Z,5770000,False,-40.0,-9.0,1,left,K. Matković running alley-oop Layup (4 PTS) (Z. Williamson 2 AST),"[1631255, 1629627]",1610612740.0,NOP,running alley-oop,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,4.13,Made,4.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,,,
595,PT07M39.00S,2026-03-27T01:02:37.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,91.37647831800263,59.068627450980394,1610612765,109,94,2026-03-27T01:02:41Z,5790000,False,45.0,29.0,1,right,J. Duren driving DUNK (30 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,5.36,Made,30.0,,,,,,,,,,,,,,,
596,PT07M25.00S,2026-03-27T01:02:51.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,11.350197109067011,46.568627450980394,1610612740,109,94,2026-03-27T01:05:53Z,5800000,False,17.0,54.0,1,left,MISS S. Bey driving Hook,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,5.69,Missed,,,,,,,,,,,,,,,,
597,PT07M24.00S,2026-03-27T01:02:52.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,109,94,2026-03-27T01:05:53Z,5810000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,596.0,,,,,,,,,,,
599,PT07M24.00S,2026-03-27T01:02:59.0Z,4,REGULAR,substitution,out,[],1631204,,,1610612740,109,94,2026-03-27T01:03:01Z,5830000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M24.00S,2026-03-27T01:02:59.0Z,4,REGULAR,substitution,in,[],1642450,,,1610612740,109,94,2026-03-27T01:03:01Z,5840000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M24.00S,2026-03-27T01:03:04.7Z,4,REGULAR,substitution,out,[],1641842,,,1610612740,109,94,2026-03-27T01:03:21Z,5850000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M24.00S,2026-03-27T01:03:04.7Z,4,REGULAR,substitution,in,[],1641709,,,1610612740,109,94,2026-03-27T01:03:21Z,5860000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M24.00S,2026-03-27T01:03:35.0Z,4,REGULAR,substitution,out,[],1630180,,,1610612740,109,94,2026-03-27T01:03:37Z,5870000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M24.00S,2026-03-27T01:03:35.0Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,109,94,2026-03-27T01:03:37Z,5880000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT07M13.00S,2026-03-27T01:03:55.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630529,19.365965834428394,75.49019607843138,1610612740,109,94,2026-03-27T01:06:22Z,5890000,False,-127.0,130.0,1,left,MISS H. Jones 18' pullup Shot,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,18.17,Missed,,,,,,,,,,,,,,,,
606,PT07M12.00S,2026-03-27T01:03:57.2Z,4,REGULAR,rebound,offensive,[],1629627,,,1610612740,109,94,2026-03-27T01:03:57Z,5900000,False,,,0,,Z. Williamson REBOUND (Off:4 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,605.0,6.0,2.0,4.0,,,,,,,,
607,PT07M10.00S,2026-03-27T01:03:58.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,6.356767411300922,40.44117647058824,1610612740,109,94,2026-03-27T01:06:45Z,5910000,False,48.0,7.0,1,left,MISS Z. Williamson putback Layup,[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,4.84,Missed,,,,,,,,,,,,,,,,
608,PT07M09.00S,2026-03-27T01:03:59.7Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612765,109,94,2026-03-27T01:04:05Z,5920000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,607.0,1.0,1.0,0.0,,,,,,,,
609,PT06M57.00S,2026-03-27T01:04:12.1Z,4,REGULAR,turnover,bad pass,[],1629750,,,1610612765,109,94,2026-03-27T01:04:15Z,5930000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1642847]",1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,1.0,,,,,,,,,,,,,Fears,1642847.0,,,,
610,PT06M57.00S,2026-03-27T01:04:12.1Z,4,REGULAR,steal,,[],1642847,,,1610612740,109,94,2026-03-27T01:04:13Z,5940000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
611,PT06M54.00S,2026-03-27T01:04:17.5Z,4,REGULAR,foul,personal,['2freethrow'],1642450,,,1610612740,109,94,2026-03-27T01:04:28Z,5950000,False,,,0,,D. Jenkins shooting personal FOUL (4 PF) (Fears 2 FT),"[1642450, 1642847]",1610612765.0,DET,shooting,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Left,204059.0,,,,,,,,,,,,,,,,4.0,0.0,Fears,1642847.0
