actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
183,PT11M49.00S,2026-03-26T23:39:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,5.436925098554539,42.15686274509803,1610612765,33,33,2026-03-26T23:39:29Z,1790000,False,39.0,-1.0,1,left,J. Duren driving Layup (6 PTS) (D. Jenkins 3 AST),"[1631105, 1642450]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,3.92,Made,6.0,D. Jenkins,1642450.0,3.0,,,,,,,,,,,,
185,PT11M49.00S,2026-03-26T23:39:27.4Z,2,REGULAR,foul,personal,['1freethrow'],1642274,,,1610612765,33,33,2026-03-26T23:39:34Z,1810000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Duren 1 FT),"[1642274, 1631105]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1627526.0,,,,,,,,,,,,,,,,1.0,0.0,Duren,1631105.0
187,PT11M49.00S,2026-03-26T23:39:47.4Z,2,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,34,33,2026-03-26T23:39:47Z,1830000,False,,,0,,J. Duren Free Throw 1 of 1 (7 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
188,PT11M35.00S,2026-03-26T23:40:34.1Z,2,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612740,34,33,2026-03-26T23:40:55Z,1840000,False,,,0,,R. Holland II shooting personal FOUL (2 PF) (Williamson 2 FT),"[1641842, 1629627]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,,,,,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0
190,PT11M35.00S,2026-03-26T23:40:52.2Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,34,34,2026-03-26T23:40:52Z,1860000,False,,,0,,Z. Williamson Free Throw 1 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
192,PT11M35.00S,2026-03-26T23:41:19.0Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,34,35,2026-03-26T23:41:19Z,1870000,False,,,0,,Z. Williamson Free Throw 2 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
193,PT11M17.00S,2026-03-26T23:41:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,6.356767411300922,34.55882352941177,1610612765,36,35,2026-03-26T23:41:46Z,1880000,False,77.0,7.0,1,left,J. Duren 7' turnaround Jump Shot (9 PTS),[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,7.75,Made,9.0,,,,,,,,,,,,,,,
194,PT11M08.00S,2026-03-26T23:41:51.6Z,2,REGULAR,3pt,Jump Shot,[],1642847,84.4119579500657,2.6960784313725554,1610612740,36,35,2026-03-26T23:48:46Z,1890000,False,-237.0,94.0,1,right,MISS J. Fears 25' step back 3PT,[1642847],1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left,,,25.45,Missed,,,,,,,,,,,,,,,,
195,PT11M07.00S,2026-03-26T23:41:52.6Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,36,35,2026-03-26T23:43:26Z,1900000,False,,,0,,Y. Missi REBOUND (Off:2 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left,,,,,,,,,194.0,3.0,1.0,2.0,,,,,,,,
196,PT11M06.00S,2026-03-26T23:41:56.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,94.40999984741211,50.0,1610612740,36,35,2026-03-26T23:43:33Z,1910000,False,0.0,0.0,1,right,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
197,PT11M05.00S,2026-03-26T23:41:57.2Z,2,REGULAR,rebound,defensive,[],1642450,,,1610612765,36,35,2026-03-26T23:43:33Z,1920000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:2),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,
198,PT10M59.00S,2026-03-26T23:41:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629750,6.093955321944804,45.58823529411765,1610612765,38,35,2026-03-26T23:42:06Z,1930000,False,22.0,5.0,1,left,J. Green running Layup (2 PTS) (D. Jenkins 4 AST),"[1629750, 1642450]",1610612765.0,DET,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,2.26,Made,2.0,D. Jenkins,1642450.0,4.0,,,,,,,,,,,,
200,PT10M59.00S,2026-03-26T23:42:06.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,35,2026-03-26T23:42:06Z,1950000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M59.00S,2026-03-26T23:42:08.4Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,38,35,2026-03-26T23:44:44Z,1960000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M59.00S,2026-03-26T23:42:08.4Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,38,35,2026-03-26T23:44:44Z,1970000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M59.00S,2026-03-26T23:42:08.4Z,2,REGULAR,substitution,in,[],1631255,,,1610612740,38,35,2026-03-26T23:44:44Z,1980000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M59.00S,2026-03-26T23:42:08.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612740,38,35,2026-03-26T23:44:44Z,1990000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M44.00S,2026-03-26T23:45:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.61038107752957,56.372549019607845,1610612740,38,35,2026-03-26T23:45:20Z,2000000,False,32.0,8.0,1,right,MISS D. Murray driving finger roll Layup,[1627749],1610612740.0,NOP,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,3.28,Missed,,,,,,,,,,,,,,,,
206,PT10M43.00S,2026-03-26T23:45:13.8Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,38,35,2026-03-26T23:45:28Z,2010000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,
207,PT10M40.00S,2026-03-26T23:45:19.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642404,6.093955321944804,97.54901960784314,1610612765,38,35,2026-03-26T23:52:08Z,2020000,False,-238.0,5.0,1,left,MISS C. Lanier running 3PT,[1642404],1610612765.0,DET,running,,,Lanier,C. Lanier,,,,,Left Corner 3,24+ Left,,,23.77,Missed,,,,,,,,,,,,,,,,
208,PT10M38.00S,2026-03-26T23:45:21.9Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,38,35,2026-03-26T23:52:08Z,2030000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Left Corner 3,24+ Left,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,
209,PT10M29.00S,2026-03-26T23:45:36.1Z,2,REGULAR,foul,personal,['2freethrow'],1642450,,,1610612740,38,35,2026-03-26T23:45:47Z,2040000,False,,,0,,D. Jenkins shooting personal FOUL (1 PF) (Williamson 2 FT),"[1642450, 1629627]",1610612765.0,DET,shooting,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Center,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Williamson,1629627.0
211,PT10M29.00S,2026-03-26T23:46:01.6Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,38,35,2026-03-26T23:46:01Z,2060000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
212,PT10M29.00S,2026-03-26T23:46:01.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,38,35,2026-03-26T23:46:01Z,2070000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,
213,PT10M29.00S,2026-03-26T23:46:22.9Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,38,36,2026-03-26T23:46:22Z,2080000,False,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
214,PT10M10.00S,2026-03-26T23:46:41.2Z,2,REGULAR,3pt,Jump Shot,[],1642450,32.50657030223391,82.35294117647058,1610612765,41,36,2026-03-26T23:46:45Z,2090000,False,-162.0,253.0,1,left,D. Jenkins 30' 3PT  (8 PTS) (J. Green 1 AST),"[1642450, 1629750]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Left Center,,,30.04,Made,8.0,J. Green,1629750.0,1.0,,,,,,,,,,,,
216,PT09M57.00S,2026-03-26T23:46:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.87319316688567,43.38235294117647,1610612740,41,38,2026-03-26T23:52:56Z,2110000,False,-33.0,5.0,1,right,D. Queen driving Layup (5 PTS) (D. Murray 3 AST),"[1642852, 1627749]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,3.35,Made,5.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,
218,PT09M32.00S,2026-03-26T23:47:20.0Z,2,REGULAR,3pt,Jump Shot,[],1642450,29.48423127463863,86.51960784313725,1610612765,44,38,2026-03-26T23:53:13Z,2130000,False,-183.0,225.0,1,left,D. Jenkins 28' 3PT step back (11 PTS),[1642450],1610612765.0,DET,step back,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Left Center,,,28.95,Made,11.0,,,,,,,,,,,,,,,
219,PT09M22.00S,2026-03-26T23:47:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.47897503285151,42.40196078431373,1610612740,44,40,2026-03-26T23:47:34Z,2140000,False,-38.0,9.0,1,right,J. Fears driving Layup (4 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,3.9,Made,4.0,,,,,,,,,,,,,,,
220,PT09M09.00S,2026-03-26T23:47:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,5.042706964520377,65.44117647058823,1610612765,44,40,2026-03-26T23:47:51Z,2150000,False,-77.0,-5.0,1,left,MISS D. Jenkins 7' driving Layup - blocked,"[1642450, 1631255]",1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,,,7.74,Missed,,,,,,,,,Matković,1631255.0,,,,,,
221,PT09M09.00S,2026-03-26T23:47:46.0Z,2,REGULAR,block,,[],1631255,,,1610612765,44,40,2026-03-26T23:47:49Z,2160000,False,,,0,,K. Matković BLOCK (1 BLK),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT09M08.00S,2026-03-26T23:47:47.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,44,40,2026-03-26T23:47:51Z,2170000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,220.0,,,,,,,,,,,
224,PT09M08.00S,2026-03-26T23:47:53.2Z,2,REGULAR,substitution,out,[],1642450,,,1610612765,44,40,2026-03-26T23:47:57Z,2190000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M08.00S,2026-03-26T23:47:53.2Z,2,REGULAR,substitution,in,[],1631204,,,1610612765,44,40,2026-03-26T23:47:57Z,2200000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M00.00S,2026-03-26T23:48:18.7Z,2,REGULAR,turnover,lost ball,[],1631204,,,1610612765,44,40,2026-03-26T23:48:23Z,2210000,False,,,0,,M. Sasser lost ball TURNOVER (2 TO),"[1631204, 1642852]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,Queen,1642852.0,,,,
227,PT09M00.00S,2026-03-26T23:48:18.7Z,2,REGULAR,steal,,[],1642852,,,1610612740,44,40,2026-03-27T00:14:19Z,2220000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
228,PT08M55.00S,2026-03-26T23:48:30.3Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612740,44,40,2026-03-26T23:48:48Z,2230000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Matković 2 FT),"[1629750, 1631255]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1627526.0,,,,,,,,,,,,,,,,1.0,0.0,Matković,1631255.0
230,PT08M55.00S,2026-03-26T23:48:53.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631255,,,1610612740,44,40,2026-03-26T23:49:22Z,2250000,False,,,0,,MISS K. Matković Free Throw 1 of 2,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
231,PT08M55.00S,2026-03-26T23:48:53.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,44,40,2026-03-26T23:49:22Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,
232,PT08M55.00S,2026-03-26T23:48:53.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631255,,,1610612740,44,40,2026-03-26T23:49:22Z,2270000,False,,,0,,MISS K. Matković Free Throw 2 of 2,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
233,PT08M53.00S,2026-03-26T23:48:55.8Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,44,40,2026-03-26T23:49:22Z,2280000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,232.0,2.0,1.0,1.0,,,,,,,,
234,PT08M47.00S,2026-03-26T23:49:26.9Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612740,44,40,2026-03-26T23:49:36Z,2290000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Williamson 2 FT),"[1629750, 1629627]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0
236,PT08M47.00S,2026-03-26T23:49:52.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629627,,,1610612740,44,41,2026-03-26T23:50:19Z,2310000,False,,,0,,Z. Williamson Free Throw 1 of 2 (10 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
237,PT08M47.00S,2026-03-26T23:49:53.0Z,2,REGULAR,substitution,out,[],1641842,,,1610612740,44,41,2026-03-26T23:50:00Z,2320000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M47.00S,2026-03-26T23:49:53.0Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,44,41,2026-03-26T23:50:00Z,2330000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M47.00S,2026-03-26T23:49:53.0Z,2,REGULAR,substitution,in,[],202699,,,1610612740,44,41,2026-03-26T23:50:00Z,2340000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M47.00S,2026-03-26T23:49:53.0Z,2,REGULAR,substitution,in,[],1641709,,,1610612740,44,41,2026-03-26T23:50:00Z,2350000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M47.00S,2026-03-26T23:49:52.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629627,,,1610612740,44,41,2026-03-26T23:50:19Z,2360000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
242,PT08M44.00S,2026-03-26T23:49:55.1Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,44,41,2026-03-26T23:50:19Z,2370000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,
243,PT08M34.00S,2026-03-26T23:50:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,5.831143232588701,57.35294117647059,1610612765,46,41,2026-03-26T23:50:39Z,2380000,False,-37.0,2.0,1,left,J. Duren driving Layup (11 PTS) (C. Lanier 1 AST),"[1631105, 1642404]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,3.69,Made,11.0,C. Lanier,1642404.0,1.0,,,,,,,,,,,,
245,PT08M34.00S,2026-03-26T23:50:33.8Z,2,REGULAR,foul,personal,['1freethrow'],1631255,,,1610612765,46,41,2026-03-26T23:50:44Z,2400000,False,,,0,,K. Matković shooting personal FOUL (1 PF) (Duren 1 FT),"[1631255, 1631105]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Duren,1631105.0
247,PT08M34.00S,2026-03-26T23:51:07.7Z,2,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,46,41,2026-03-26T23:51:19Z,2420000,False,,,0,,MISS J. Duren Free Throw 1 of 1,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
248,PT08M33.00S,2026-03-26T23:51:08.7Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,46,41,2026-03-26T23:57:15Z,2430000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,247.0,3.0,3.0,0.0,,,,,,,,
250,PT08M25.00S,2026-03-26T23:51:20.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.47897503285151,54.90196078431372,1610612740,46,43,2026-03-26T23:51:32Z,2450000,False,25.0,9.0,1,right,Z. Williamson driving Layup (12 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,2.6,Made,12.0,,,,,,,,,,,,,,,
251,PT08M25.00S,2026-03-26T23:51:22.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202699,,,1610612740,46,43,2026-03-26T23:51:31Z,2460000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Williamson 1 FT),"[202699, 1629627]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Williamson,1629627.0
253,PT08M25.00S,2026-03-26T23:52:08.2Z,2,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,46,44,2026-03-26T23:52:08Z,2480000,False,,,0,,Z. Williamson Free Throw 1 of 1 (13 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
254,PT08M05.00S,2026-03-26T23:52:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.750985545335084,54.411764705882355,1610612765,48,44,2026-03-26T23:52:13Z,2490000,False,-22.0,11.0,1,left,J. Duren driving Layup (13 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,2.47,Made,13.0,,,,,,,,,,,,,,,
255,PT07M57.00S,2026-03-26T23:52:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.61038107752957,41.666666666666664,1610612740,48,44,2026-03-26T23:52:24Z,2500000,False,-42.0,8.0,1,right,MISS J. Fears driving Layup - blocked,"[1642847, 1631105]",1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,4.24,Missed,,,,,,,,,Duren,1631105.0,,,,,,
256,PT07M57.00S,2026-03-26T23:52:18.3Z,2,REGULAR,block,,[],1631105,,,1610612740,48,44,2026-03-26T23:52:20Z,2510000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT07M56.00S,2026-03-26T23:52:19.3Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,48,44,2026-03-26T23:52:24Z,2520000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,255.0,5.0,5.0,0.0,,,,,,,,
258,PT07M51.00S,2026-03-26T23:52:25.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631204,27.513140604467807,83.57843137254902,1610612765,48,44,2026-03-26T23:58:29Z,2530000,False,-168.0,206.0,1,left,MISS M. Sasser 26' running pullup 3PT,[1631204],1610612765.0,DET,running pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,26.58,Missed,,,,,,,,,,,,,,,,
259,PT07M47.00S,2026-03-26T23:52:28.9Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,48,44,2026-03-26T23:52:28Z,2540000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,258.0,3.0,2.0,1.0,,,,,,,,
260,PT07M44.00S,2026-03-26T23:52:30.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642404,6.093955321944804,97.30392156862744,1610612765,48,44,2026-03-26T23:52:35Z,2550000,False,-237.0,5.0,1,left,MISS C. Lanier 3PT,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Left Corner 3,24+ Left,,,23.65,Missed,,,,,,,,,,,,,,,,
261,PT07M42.00S,2026-03-26T23:52:32.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,48,44,2026-03-26T23:52:35Z,2560000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,260.0,4.0,4.0,0.0,,,,,,,,
262,PT07M39.00S,2026-03-26T23:52:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.42772667542707,45.34313725490197,1610612740,48,44,2026-03-27T00:00:49Z,2570000,False,-23.0,19.0,1,right,MISS D. Murray driving Layup,[1627749],1610612740.0,NOP,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,2.99,Missed,,,,,,,,,,,,,,,,
263,PT07M38.00S,2026-03-26T23:52:40.6Z,2,REGULAR,rebound,offensive,[],1642852,,,1610612740,48,44,2026-03-27T00:00:49Z,2580000,False,,,0,,D. Queen REBOUND (Off:1 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,
264,PT07M38.00S,2026-03-26T23:52:42.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642852,94.40999984741211,50.0,1610612740,48,44,2026-03-27T00:01:00Z,2590000,False,0.0,0.0,1,right,MISS D. Queen tip Layup,[1642852],1610612740.0,NOP,tip,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
265,PT07M37.00S,2026-03-26T23:52:43.9Z,2,REGULAR,rebound,offensive,[],1642852,,,1610612740,48,44,2026-03-27T00:01:00Z,2600000,False,,,0,,D. Queen REBOUND (Off:2 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,264.0,5.0,3.0,2.0,,,,,,,,
266,PT07M37.00S,2026-03-26T23:52:46.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642852,91.77069645203679,56.372549019607845,1610612740,48,46,2026-03-27T00:01:06Z,2610000,False,32.0,25.0,1,right,D. Queen tip Layup (7 PTS),[1642852],1610612740.0,NOP,tip,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,4.05,Made,7.0,,,,,,,,,,,,,,,
267,PT07M14.00S,2026-03-26T23:53:05.9Z,2,REGULAR,3pt,Jump Shot,[],202699,19.8915900131406,94.6078431372549,1610612765,48,46,2026-03-27T00:01:40Z,2620000,False,-223.0,134.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,26.04,Missed,,,,,,,,,,,,,,,,
