actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
409,PT11M47.00S,2025-11-18T01:35:20.0Z,3,REGULAR,substitution,in,[],1628396,,,1610612765,62,46,2025-11-18T01:35:26Z,4040000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT11M47.00S,2025-11-18T01:35:19.1Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,62,46,2025-11-18T01:35:41Z,4050000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT11M43.00S,2025-11-18T01:35:23.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,62,46,2025-11-18T01:35:41Z,4060000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,410.0,3.0,3.0,0.0,,,,,,,,,
412,PT11M37.00S,2025-11-18T01:35:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.178055190538765,41.42156862745098,1610612754,62,46,2025-11-18T01:38:00Z,4070000,False,43.0,15.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
413,PT11M34.00S,2025-11-18T01:35:50.4Z,3,REGULAR,rebound,defensive,[],1641842,,,1610612765,62,46,2025-11-18T01:35:52Z,4080000,False,,,0,,R. Holland II REBOUND (Off:1 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,412.0,5.0,4.0,1.0,,,,,,,,,
414,PT11M28.00S,2025-11-18T01:35:55.9Z,3,REGULAR,turnover,lost ball,[],1631105,,,1610612765,62,46,2025-11-18T01:36:01Z,4090000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1627783]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,,,,Siakam,1627783.0,,
415,PT11M28.00S,2025-11-18T01:35:55.9Z,3,REGULAR,steal,,[],1627783,,,1610612754,62,46,2025-11-18T02:10:17Z,4100000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
416,PT11M25.00S,2025-11-18T01:36:00.7Z,3,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612754,62,46,2025-11-18T01:36:19Z,4110000,False,,,0,,I. Stewart shooting personal FOUL (4 PF) (Mathurin 2 FT),"[1630191, 1631097]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202007.0,4.0,0.0,Mathurin,1631097.0,,,,
418,PT11M25.00S,2025-11-18T01:36:27.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631097,,,1610612754,62,46,2025-11-18T01:36:27Z,4130000,False,,,0,,MISS B. Mathurin Free Throw 1 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
419,PT11M25.00S,2025-11-18T01:36:27.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,62,46,2025-11-18T01:36:27Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,
420,PT11M25.00S,2025-11-18T01:36:43.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631097,,,1610612754,62,47,2025-11-18T01:36:43Z,4150000,False,,,0,,B. Mathurin Free Throw 2 of 2 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
464,PT11M04.00S,2025-11-18T01:36:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,82.60512483574244,49.01960784313725,1610612765,62,47,2025-11-18T01:45:46Z,4155000,False,-5.0,111.0,1,right,MISS D. Jenkins 11' Jump Shot - blocked,"[1642450, 1629614]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Center,11.11,Missed,,,,,,,,,,,,,,,,,Nembhard,1629614.0
465,PT11M04.00S,2025-11-18T01:36:47.8Z,3,REGULAR,block,,[],1629614,,,1610612765,62,47,2025-11-18T01:45:46Z,4157500,False,,,0,,A. Nembhard BLOCK (1 BLK),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
466,PT11M03.00S,2025-11-18T01:36:48.8Z,3,REGULAR,rebound,offensive,[],1642450,,,1610612765,62,47,2025-11-18T01:45:46Z,4158750,False,,,0,,D. Jenkins REBOUND (Off:1 Def:0),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,464.0,1.0,0.0,1.0,,,,,,,,,
421,PT11M02.00S,2025-11-18T01:37:08.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642450,86.5473061760841,52.69607843137255,1610612765,64,47,2025-11-18T01:45:46Z,4160000,False,13.0,74.0,1,right,D. Jenkins 7' fadeaway Jump Shot (11 PTS),[1642450],1610612765.0,DET,fadeaway,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,11.0,,,,,,,,,,,,,,,,,
422,PT10M46.00S,2025-11-18T01:37:24.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,14.011169513797633,55.392156862745104,1610612754,64,49,2025-11-18T01:37:31Z,4170000,False,-27.0,79.0,1,left,B. Mathurin 8' pullup Jump Shot (5 PTS) (P. Siakam 1 AST),"[1631097, 1627783]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,8.37,Made,5.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
424,PT10M32.00S,2025-11-18T01:37:41.4Z,3,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612765,64,49,2025-11-18T01:37:50Z,4190000,False,,,0,,T. Bradley shooting personal FOUL (3 PF) (Duren 2 FT),"[1628396, 1631105]",1610612754.0,IND,shooting,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1201.0,3.0,0.0,Duren,1631105.0,,,,
426,PT10M32.00S,2025-11-18T01:38:02.8Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,65,49,2025-11-18T01:38:02Z,4210000,False,,,0,,J. Duren Free Throw 1 of 2 (19 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
427,PT10M32.00S,2025-11-18T01:38:17.5Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,66,49,2025-11-18T01:38:17Z,4220000,False,,,0,,J. Duren Free Throw 2 of 2 (20 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
428,PT10M22.00S,2025-11-18T01:38:33.4Z,3,REGULAR,foul,offensive,[],1628396,,,1610612754,66,49,2025-11-18T01:38:41Z,4230000,False,,,0,,T. Bradley offensive FOUL (4 PF),"[1628396, 1641842]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,202007.0,4.0,0.0,Holland II,1641842.0,,,,
430,PT10M22.00S,2025-11-18T01:38:33.4Z,3,REGULAR,turnover,offensive foul,[],1628396,,,1610612754,66,49,2025-11-18T01:38:33Z,4250000,False,,,0,,T. Bradley offensive foul TURNOVER (3 TO),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Center,,,,,,,3.0,,,,,202007.0,,,,,,,,
431,PT10M06.00S,2025-11-18T01:39:09.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,93.24901445466492,95.34313725490196,1610612765,69,49,2025-11-18T01:39:14Z,4260000,False,227.0,11.0,1,right,I. Stewart 3PT  (8 PTS) (R. Holland II 2 AST),"[1630191, 1641842]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,22.7,Made,8.0,R. Holland II,1641842.0,2.0,,,,,,,,,,,,,,
433,PT10M04.00S,2025-11-18T01:39:17.5Z,3,REGULAR,turnover,traveling,[],1631097,,,1610612754,69,49,2025-11-18T01:39:32Z,4280000,False,,,0,,B. Mathurin traveling TURNOVER (4 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,4.0,,,,,202007.0,,,,,,,,
434,PT10M04.00S,2025-11-18T01:39:26.2Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,69,49,2025-11-18T01:39:35Z,4290000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,1201.0,,,,,,,,
435,PT09M54.00S,2025-11-18T01:39:50.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641842,92.46057818659659,56.86274509803921,1610612765,71,49,2025-11-18T01:40:08Z,4300000,False,34.0,18.0,1,right,R. Holland II alley-oop DUNK (5 PTS) (D. Jenkins 5 AST),"[1641842, 1642450]",1610612765.0,DET,alley-oop,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,3.89,Made,5.0,D. Jenkins,1642450.0,5.0,,,,,,,,,,,,,,
437,PT09M54.00S,2025-11-18T01:40:09.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,71,49,2025-11-18T01:40:09Z,4320000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT09M41.00S,2025-11-18T01:42:57.3Z,3,REGULAR,foul,personal,[],1642450,,,1610612754,71,49,2025-11-18T01:43:08Z,4330000,False,,,0,,D. Jenkins personal FOUL (3 PF),"[1642450, 1629614]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1201.0,3.0,1.0,Nembhard,1629614.0,,,,
440,PT09M40.00S,2025-11-18T01:43:19.3Z,3,REGULAR,turnover,bad pass,[],1641716,,,1610612754,71,49,2025-11-18T01:43:25Z,4350000,False,,,0,,J. Walker bad pass TURNOVER (3 TO),"[1641716, 1629130]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,,,,,,,,,,Robinson,1629130.0,,
441,PT09M40.00S,2025-11-18T01:43:19.3Z,3,REGULAR,steal,,[],1629130,,,1610612765,71,49,2025-11-18T01:43:21Z,4360000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
442,PT09M35.00S,2025-11-18T01:43:23.7Z,3,REGULAR,turnover,bad pass,[],1629130,,,1610612765,71,49,2025-11-18T01:43:27Z,4370000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1641716]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,,Walker,1641716.0,,
443,PT09M35.00S,2025-11-18T01:43:23.7Z,3,REGULAR,steal,,[],1641716,,,1610612754,71,49,2025-11-18T01:43:25Z,4380000,False,,,0,,J. Walker STEAL (2 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT09M29.00S,2025-11-18T01:43:29.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,7.966491458607096,55.392156862745104,1610612754,71,49,2025-11-18T01:43:35Z,4390000,False,-27.0,22.0,1,left,MISS B. Mathurin alley-oop DUNK,[1631097],1610612754.0,IND,alley-oop,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
445,PT09M27.00S,2025-11-18T01:43:31.5Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,71,49,2025-11-18T01:43:31Z,4400000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,444.0,4.0,3.0,1.0,,,,,,,,,
446,PT09M26.00S,2025-11-18T01:43:33.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628396,7.046649145860711,55.14705882352941,1610612754,71,49,2025-11-18T01:43:45Z,4410000,False,-26.0,14.0,1,left,MISS T. Bradley Layup - blocked,"[1628396, 1630191]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
447,PT09M26.00S,2025-11-18T01:43:33.1Z,3,REGULAR,block,,[],1630191,,,1610612754,71,49,2025-11-18T01:43:36Z,4420000,False,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
448,PT09M25.00S,2025-11-18T01:43:34.1Z,3,REGULAR,rebound,offensive,[],1629614,,,1610612754,71,49,2025-11-18T01:43:45Z,4430000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:0),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,446.0,1.0,0.0,1.0,,,,,,,,,
449,PT09M23.00S,2025-11-18T01:43:42.2Z,3,REGULAR,foul,offensive,[],1629614,,,1610612754,71,49,2025-11-18T01:43:52Z,4440000,False,,,0,,A. Nembhard offensive FOUL (2 PF),"[1629614, 1641842]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201245.0,2.0,0.0,Holland II,1641842.0,,,,
451,PT09M23.00S,2025-11-18T01:43:42.2Z,3,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,71,49,2025-11-18T01:43:42Z,4460000,False,,,0,,A. Nembhard offensive foul TURNOVER (3 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,3.0,,,,,201245.0,,,,,,,,
452,PT09M08.00S,2025-11-18T01:44:17.4Z,3,REGULAR,foul,personal,[],1641716,,,1610612765,71,49,2025-11-18T01:44:28Z,4470000,False,,,0,,J. Walker personal FOUL (2 PF),"[1641716, 1630191]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1201.0,2.0,0.0,Stewart,1630191.0,,,,
454,PT08M59.00S,2025-11-18T01:44:44.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,73.66951379763469,84.31372549019608,1610612765,71,49,2025-11-18T01:50:42Z,4490000,False,172.0,195.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
455,PT08M57.00S,2025-11-18T01:44:46.0Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,71,49,2025-11-18T01:44:46Z,4500000,False,,,0,,J. Duren REBOUND (Off:3 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,454.0,10.0,7.0,3.0,,,,,,,,,
456,PT08M54.00S,2025-11-18T01:44:52.7Z,3,REGULAR,foul,personal,[],1631097,,,1610612765,71,49,2025-11-18T01:45:01Z,4510000,False,,,0,,B. Mathurin personal FOUL (4 PF),"[1631097, 1629130]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,202007.0,4.0,0.0,Robinson,1629130.0,,,,
458,PT08M54.00S,2025-11-18T01:45:07.3Z,3,REGULAR,substitution,out,[],1631097,,,1610612765,71,49,2025-11-18T01:45:21Z,4530000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT08M54.00S,2025-11-18T01:45:07.3Z,3,REGULAR,substitution,out,[],1641716,,,1610612765,71,49,2025-11-18T01:45:21Z,4540000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT08M54.00S,2025-11-18T01:45:07.3Z,3,REGULAR,substitution,in,[],1630526,,,1610612765,71,49,2025-11-18T01:45:21Z,4550000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT08M54.00S,2025-11-18T01:45:07.3Z,3,REGULAR,substitution,in,[],1641767,,,1610612765,71,49,2025-11-18T01:45:21Z,4560000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT08M42.00S,2025-11-18T01:45:35.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642450,94.69448094612353,42.8921568627451,1610612765,73,49,2025-11-18T01:52:05Z,4570000,False,-36.0,-3.0,1,right,D. Jenkins driving Layup (13 PTS) (D. Robinson 1 AST),"[1642450, 1629130]",1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,3.56,Made,13.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
467,PT08M32.00S,2025-11-18T01:45:50.1Z,3,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612754,73,49,2025-11-18T01:45:58Z,4590000,False,,,0,,J. Duren shooting personal FOUL (3 PF) (Bradley 2 FT),"[1631105, 1628396]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202007.0,3.0,0.0,Bradley,1628396.0,,,,
469,PT08M32.00S,2025-11-18T01:46:14.3Z,3,REGULAR,freethrow,1 of 2,[],1628396,,,1610612754,73,50,2025-11-18T01:46:14Z,4610000,False,,,0,,T. Bradley Free Throw 1 of 2 (3 PTS),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
470,PT08M32.00S,2025-11-18T01:46:31.5Z,3,REGULAR,freethrow,2 of 2,[],1628396,,,1610612754,73,51,2025-11-18T01:46:31Z,4620000,False,,,0,,T. Bradley Free Throw 2 of 2 (4 PTS),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
471,PT08M12.00S,2025-11-18T01:46:52.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,68.01905387647832,27.450980392156865,1610612765,73,51,2025-11-18T01:46:56Z,4630000,False,-113.0,248.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
472,PT08M10.00S,2025-11-18T01:46:54.6Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,73,51,2025-11-18T01:46:54Z,4640000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,471.0,2.0,1.0,1.0,,,,,,,,,
473,PT08M05.00S,2025-11-18T01:46:59.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641842,88.12417871222075,51.225490196078425,1610612765,73,51,2025-11-18T01:53:50Z,4650000,False,6.0,59.0,1,right,MISS R. Holland II floating Shot,[1641842],1610612765.0,DET,floating,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,,,,,,,,,,,,,,,,,,
474,PT08M03.00S,2025-11-18T01:47:01.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,73,51,2025-11-18T01:47:01Z,4660000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,473.0,5.0,4.0,1.0,,,,,,,,,
475,PT07M57.00S,2025-11-18T01:47:13.7Z,3,REGULAR,foul,personal,[],1641842,,,1610612754,73,51,2025-11-18T01:47:24Z,4670000,False,,,0,,R. Holland II personal FOUL (2 PF),"[1641842, 1629614]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202007.0,2.0,0.0,Nembhard,1629614.0,,,,
477,PT07M44.00S,2025-11-18T01:47:45.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.200394218134035,41.42156862745098,1610612754,73,53,2025-11-18T02:51:54Z,4690000,False,43.0,43.0,1,left,P. Siakam 6' driving floating Jump Shot (17 PTS) (T. Bradley 1 AST),"[1627783, 1628396]",1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,17.0,T. Bradley,1628396.0,1.0,,,,,,,,,,,,,,
479,PT07M22.00S,2025-11-18T01:48:10.5Z,3,REGULAR,turnover,out-of-bounds,[],1641842,,,1610612765,73,53,2025-11-18T01:48:17Z,4710000,False,,,0,,R. Holland II lost ball out-of-bounds TURNOVER (2 TO),[1641842],1610612765.0,DET,lost ball,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,,,202007.0,,,,,,,,
480,PT07M08.00S,2025-11-18T01:48:28.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629614,18.610381077529567,30.88235294117647,1610612754,73,53,2025-11-18T01:48:33Z,4720000,False,96.0,122.0,1,left,MISS A. Nembhard 15' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,15.53,Missed,,,,,,,,,,,,,,,,,,
481,PT07M06.00S,2025-11-18T01:48:30.8Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,73,53,2025-11-18T01:48:33Z,4730000,False,,,0,,J. Duren REBOUND (Off:3 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,,,,,,480.0,11.0,8.0,3.0,,,,,,,,,
482,PT06M57.00S,2025-11-18T01:48:39.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,87.99277266754271,62.745098039215684,1610612765,73,53,2025-11-18T01:55:32Z,4740000,False,64.0,60.0,1,right,MISS D. Jenkins 8' pullup Shot,[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Right,8.78,Missed,,,,,,,,,,,,,,,,,,
483,PT06M54.00S,2025-11-18T01:48:42.9Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612754,73,53,2025-11-18T01:48:45Z,4750000,False,,,0,,T. Bradley REBOUND (Off:0 Def:2),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,482.0,2.0,2.0,0.0,,,,,,,,,
484,PT06M41.00S,2025-11-18T01:48:57.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,20.05584756898817,43.872549019607845,1610612754,73,55,2025-11-18T01:49:02Z,4760000,False,31.0,136.0,1,left,A. Nembhard 13' pullup Jump Shot (11 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,13.94,Made,11.0,,,,,,,,,,,,,,,,,
485,PT06M41.00S,2025-11-18T01:49:02.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,73,55,2025-11-18T01:49:02Z,4770000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT06M41.00S,2025-11-18T01:49:03.4Z,3,REGULAR,substitution,out,[],1641842,,,1610612765,73,55,2025-11-18T01:51:45Z,4780000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT06M41.00S,2025-11-18T01:49:03.4Z,3,REGULAR,substitution,in,[],1627747,,,1610612765,73,55,2025-11-18T01:51:45Z,4790000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT06M28.00S,2025-11-18T01:52:12.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612765,73,55,2025-11-18T01:52:22Z,4800000,False,,,0,,P. Siakam personal FOUL (1 PF) (Stewart 2 FT),"[1627783, 1630191]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201245.0,1.0,0.0,Stewart,1630191.0,,,,
490,PT06M28.00S,2025-11-18T01:52:39.3Z,3,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,74,55,2025-11-18T01:52:39Z,4820000,False,,,0,,I. Stewart Free Throw 1 of 2 (9 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
491,PT06M28.00S,2025-11-18T01:52:53.7Z,3,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,75,55,2025-11-18T01:52:53Z,4830000,False,,,0,,I. Stewart Free Throw 2 of 2 (10 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
492,PT06M10.00S,2025-11-18T01:53:11.7Z,3,REGULAR,3pt,Jump Shot,[],1627783,29.911300919842315,77.94117647058823,1610612754,75,55,2025-11-18T01:53:16Z,4840000,False,-140.0,229.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,,
