actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
493,PT06M08.00S,2025-11-18T01:53:13.8Z,3,REGULAR,rebound,offensive,[],1628396,,,1610612754,75,55,2025-11-18T01:53:13Z,4850000,False,,,0,,T. Bradley REBOUND (Off:1 Def:2),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Left Center,,,,,,,,492.0,3.0,2.0,1.0,,,,,,,,,
494,PT06M02.00S,2025-11-18T01:53:18.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630526,15.193823915900131,61.76470588235294,1610612754,75,57,2025-11-18T01:53:25Z,4860000,False,-59.0,90.0,1,left,J. Robinson-Earl 10' Jump Shot (2 PTS),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Left,10.78,Made,2.0,,,,,,,,,,,,,,,,,
495,PT05M40.00S,2025-11-18T01:53:44.1Z,3,REGULAR,3pt,Jump Shot,[],1630191,93.38042049934296,96.81372549019608,1610612765,75,57,2025-11-18T01:53:59Z,4870000,False,234.0,10.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
496,PT05M39.00S,2025-11-18T01:53:45.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,75,57,2025-11-18T01:53:59Z,4880000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,495.0,,,,,,,,,,,,
497,PT05M39.00S,2025-11-18T01:53:54.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628396,,,1610612765,75,57,2025-11-18T01:54:02Z,4890000,False,,,0,,T. Bradley loose ball personal FOUL (5 PF) (Duren 2 FT),"[1628396, 1631105]",1610612754.0,IND,loose ball,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202007.0,5.0,0.0,Duren,1631105.0,,,,
499,PT05M39.00S,2025-11-18T01:54:21.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,76,57,2025-11-18T01:54:21Z,4910000,False,,,0,,J. Duren Free Throw 1 of 2 (21 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
500,PT05M39.00S,2025-11-18T01:54:21.9Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,76,57,2025-11-18T01:54:54Z,4920000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT05M39.00S,2025-11-18T01:54:21.9Z,3,REGULAR,substitution,out,[],1628396,,,1610612765,76,57,2025-11-18T01:54:54Z,4930000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT05M39.00S,2025-11-18T01:54:21.9Z,3,REGULAR,substitution,in,[],1629750,,,1610612765,76,57,2025-11-18T01:54:54Z,4940000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT05M39.00S,2025-11-18T01:54:21.9Z,3,REGULAR,substitution,in,[],1630543,,,1610612765,76,57,2025-11-18T01:54:54Z,4950000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT05M39.00S,2025-11-18T01:54:21.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,76,57,2025-11-18T01:55:03Z,4960000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
505,PT05M36.00S,2025-11-18T01:54:24.1Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612754,76,57,2025-11-18T01:55:03Z,4970000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:5),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,504.0,7.0,5.0,2.0,,,,,,,,,
506,PT05M30.00S,2025-11-18T01:55:00.2Z,3,REGULAR,turnover,traveling,[],1629614,,,1610612754,76,57,2025-11-18T01:55:06Z,4980000,False,,,0,,A. Nembhard traveling TURNOVER (4 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.0,,,,,1201.0,,,,,,,,
507,PT05M08.00S,2025-11-18T01:55:36.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629750,85.3646517739816,95.34313725490196,1610612765,76,57,2025-11-18T01:55:39Z,4990000,False,227.0,85.0,1,right,MISS J. Green 24' 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.21,Missed,,,,,,,,,,,,,,,,,,
508,PT05M05.00S,2025-11-18T01:55:38.4Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612754,76,57,2025-11-18T01:55:38Z,5000000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:6),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,,,,,,,,507.0,8.0,6.0,2.0,,,,,,,,,
509,PT05M04.00S,2025-11-18T01:55:41.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630543,7.30946123521682,47.549019607843135,1610612754,76,59,2025-11-18T01:55:49Z,5010000,False,12.0,16.0,1,left,I. Jackson running Layup (8 PTS) (B. Sheppard 2 AST),"[1630543, 1641767]",1610612754.0,IND,running,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.03,Made,8.0,B. Sheppard,1641767.0,2.0,,,,,,,,,,,,,,
511,PT04M49.00S,2025-11-18T01:55:54.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,94.43166885676742,42.8921568627451,1610612765,78,59,2025-11-18T01:56:00Z,5030000,False,-36.0,0.0,1,right,C. LeVert driving Layup (2 PTS),[1627747],1610612765.0,DET,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.55,Made,2.0,,,,,,,,,,,,,,,,,
512,PT04M35.00S,2025-11-18T01:56:09.2Z,3,REGULAR,turnover,bad pass,[],1629614,,,1610612754,78,59,2025-11-18T01:56:13Z,5040000,False,,,0,,A. Nembhard bad pass TURNOVER (5 TO),"[1629614, 1629130]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,,,,,,,5.0,,,,,,,,,,Robinson,1629130.0,,
513,PT04M35.00S,2025-11-18T01:56:09.2Z,3,REGULAR,steal,,[],1629130,,,1610612765,78,59,2025-11-18T01:56:11Z,5050000,False,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
514,PT04M30.00S,2025-11-18T01:56:14.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,93.77463863337714,43.38235294117647,1610612765,80,59,2025-11-18T01:56:22Z,5060000,False,-33.0,6.0,1,right,J. Green Layup (11 PTS) (J. Duren 3 AST),"[1629750, 1631105]",1610612765.0,DET,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.36,Made,11.0,J. Duren,1631105.0,3.0,,,,,,,,,,,,,,
516,PT04M28.00S,2025-11-18T01:56:25.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,80,59,2025-11-18T01:56:25Z,5080000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,out,[],1631105,,,1610612754,80,59,2025-11-18T01:57:48Z,5090000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,out,[],1642450,,,1610612754,80,59,2025-11-18T01:57:48Z,5100000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,80,59,2025-11-18T01:57:48Z,5110000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,out,[],1630526,,,1610612754,80,59,2025-11-18T01:57:48Z,5120000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,in,[],1630194,,,1610612754,80,59,2025-11-18T01:57:48Z,5130000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,in,[],1642404,,,1610612754,80,59,2025-11-18T01:57:48Z,5140000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,in,[],204456,,,1610612754,80,59,2025-11-18T01:57:48Z,5150000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT04M28.00S,2025-11-18T01:56:26.2Z,3,REGULAR,substitution,in,[],1631097,,,1610612754,80,59,2025-11-18T01:57:48Z,5160000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT04M12.00S,2025-11-18T01:58:06.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,9.806176084099869,61.76470588235294,1610612754,80,59,2025-11-18T02:00:21Z,5170000,False,-59.0,40.0,1,left,MISS P. Siakam 7' floating Shot,[1627783],1610612754.0,IND,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
526,PT04M11.00S,2025-11-18T01:58:07.6Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,80,59,2025-11-18T01:58:18Z,5180000,False,,,0,,I. Jackson REBOUND (Off:4 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,525.0,6.0,2.0,4.0,,,,,,,,,
527,PT04M09.00S,2025-11-18T01:58:11.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630543,5.590000152587891,50.0,1610612754,80,61,2025-11-18T01:58:22Z,5190000,False,0.0,0.0,1,left,I. Jackson tip DUNK (10 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
528,PT03M53.00S,2025-11-18T01:58:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,94.1688567674113,42.64705882352941,1610612765,82,61,2025-11-18T02:01:11Z,5200000,False,-37.0,2.0,1,right,D. Robinson driving Layup (12 PTS) (C. LeVert 4 AST),"[1629130, 1627747]",1610612765.0,DET,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,3.69,Made,12.0,C. LeVert,1627747.0,4.0,,,,,,,,,,,,,,
530,PT03M30.00S,2025-11-18T01:58:48.0Z,3,REGULAR,3pt,Jump Shot,[],1641767,8.886333771353483,96.32352941176471,1610612754,82,61,2025-11-18T01:58:51Z,5220000,False,-232.0,31.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.37,Missed,,,,,,,,,,,,,,,,,,
531,PT03M27.00S,2025-11-18T01:58:51.0Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612765,82,61,2025-11-18T01:58:51Z,5230000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,,,,,530.0,3.0,3.0,0.0,,,,,,,,,
532,PT03M26.00S,2025-11-18T01:58:51.9Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612765,82,61,2025-11-18T01:58:55Z,5240000,False,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 1641767]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,,,,,Sheppard,1641767.0,,
533,PT03M26.00S,2025-11-18T01:58:51.9Z,3,REGULAR,steal,,[],1641767,,,1610612754,82,61,2025-11-18T01:58:53Z,5250000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
534,PT03M23.00S,2025-11-18T01:58:54.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,7.440867279894875,44.85294117647059,1610612754,82,63,2025-11-18T02:03:00Z,5260000,False,26.0,17.0,1,left,B. Mathurin cutting Layup (7 PTS) (B. Sheppard 3 AST),"[1631097, 1641767]",1610612754.0,IND,cutting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.1,Made,7.0,B. Sheppard,1641767.0,3.0,,,,,,,,,,,,,,
536,PT03M08.00S,2025-11-18T01:59:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627747,94.1688567674113,56.61764705882353,1610612765,84,63,2025-11-18T01:59:36Z,5280000,False,33.0,2.0,1,right,C. LeVert driving Layup (4 PTS),[1627747],1610612765.0,DET,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.32,Made,4.0,,,,,,,,,,,,,,,,,
537,PT03M08.00S,2025-11-18T01:59:29.6Z,3,REGULAR,violation,defensive goaltending,[],1630543,,,1610612765,84,63,2025-11-18T01:59:40Z,5290000,False,,,0,,I. Jackson defensive goaltending VIOLATION,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,
538,PT03M08.00S,2025-11-18T01:59:34.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631097,,,1610612765,84,63,2025-11-18T01:59:43Z,5300000,False,,,0,,B. Mathurin shooting personal FOUL (5 PF) (LeVert 1 FT),"[1631097, 1627747]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201245.0,5.0,0.0,LeVert,1627747.0,,,,
540,PT03M08.00S,2025-11-18T01:59:45.9Z,3,REGULAR,freethrow,1 of 1,[],1627747,,,1610612765,84,63,2025-11-18T01:59:47Z,5320000,False,,,0,,MISS C. LeVert Free Throw 1 of 1,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
541,PT03M03.00S,2025-11-18T01:59:50.9Z,3,REGULAR,rebound,offensive,[],1629130,,,1610612765,84,63,2025-11-18T01:59:47Z,5330000,False,,,0,,D. Robinson REBOUND (Off:1 Def:0),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,540.0,1.0,0.0,1.0,,,,,,,,,
542,PT02M56.00S,2025-11-18T01:59:54.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630194,93.51182654402102,43.627450980392155,1610612765,86,63,2025-11-18T01:59:59Z,5340000,False,-32.0,8.0,1,right,P. Reed DUNK (7 PTS) (C. LeVert 5 AST),"[1630194, 1627747]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,3.3,Made,7.0,C. LeVert,1627747.0,5.0,,,,,,,,,,,,,,
544,PT02M42.00S,2025-11-18T02:00:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,9.149145860709593,47.794117647058826,1610612754,86,63,2025-11-18T02:00:16Z,5360000,False,11.0,34.0,1,left,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
545,PT02M41.00S,2025-11-18T02:00:09.0Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,86,63,2025-11-18T02:00:16Z,5370000,False,,,0,,I. Jackson REBOUND (Off:5 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,544.0,7.0,2.0,5.0,,,,,,,,,
546,PT02M40.00S,2025-11-18T02:00:11.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630543,5.590000152587891,50.0,1610612754,86,65,2025-11-18T02:00:24Z,5380000,False,0.0,0.0,1,left,I. Jackson putback Layup (12 PTS),[1630543],1610612754.0,IND,putback,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
547,PT02M28.00S,2025-11-18T02:00:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.5407358738502,54.65686274509803,1610612765,88,65,2025-11-18T02:00:39Z,5390000,False,23.0,27.0,1,right,C. LeVert cutting Layup (6 PTS) (P. Reed 3 AST),"[1627747, 1630194]",1610612765.0,DET,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.57,Made,6.0,P. Reed,1630194.0,3.0,,,,,,,,,,,,,,
549,PT02M21.00S,2025-11-18T02:00:41.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612754,88,65,2025-11-18T02:00:49Z,5410000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Mathurin 2 FT),"[1630194, 1631097]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1201.0,3.0,0.0,Mathurin,1631097.0,,,,
551,PT02M21.00S,2025-11-18T02:00:58.7Z,3,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,88,66,2025-11-18T02:00:58Z,5430000,False,,,0,,B. Mathurin Free Throw 1 of 2 (8 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
552,PT02M21.00S,2025-11-18T02:00:59.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612754,88,66,2025-11-18T02:01:05Z,5440000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT02M21.00S,2025-11-18T02:00:59.9Z,3,REGULAR,substitution,in,[],1631111,,,1610612754,88,66,2025-11-18T02:01:05Z,5450000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT02M21.00S,2025-11-18T02:01:22.4Z,3,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,88,67,2025-11-18T02:01:22Z,5460000,False,,,0,,B. Mathurin Free Throw 2 of 2 (9 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
555,PT02M02.00S,2025-11-18T02:01:44.4Z,3,REGULAR,3pt,Jump Shot,[],1629750,80.1084099868594,5.392156862745098,1610612765,91,67,2025-11-18T02:01:48Z,5470000,False,-223.0,134.0,1,right,J. Green 26' 3PT  (14 PTS) (C. LeVert 6 AST),"[1629750, 1627747]",1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.04,Made,14.0,C. LeVert,1627747.0,6.0,,,,,,,,,,,,,,
557,PT01M51.00S,2025-11-18T02:01:54.9Z,3,REGULAR,2pt,Jump Shot,[],1631097,17.427726675427067,66.66666666666666,1610612754,91,69,2025-11-18T02:01:59Z,5490000,False,-83.0,111.0,1,left,B. Mathurin 13' pullup Jump Shot (11 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,13.9,Made,11.0,,,,,,,,,,,,,,,,,
558,PT01M32.00S,2025-11-18T02:02:14.3Z,3,REGULAR,2pt,Jump Shot,[],1629750,80.6340341655716,15.686274509803921,1610612765,93,69,2025-11-18T02:03:18Z,5500000,False,-172.0,130.0,1,right,J. Green 21' Jump Shot (16 PTS) (C. LeVert 7 AST),"[1629750, 1627747]",1610612765.0,DET,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,21.5,Made,16.0,C. LeVert,1627747.0,7.0,,,,,,,,,,,,,,
560,PT01M23.00S,2025-11-18T02:02:34.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612754,93,69,2025-11-18T02:02:46Z,5520000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629750, 1627783]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201245.0,1.0,0.0,Siakam,1627783.0,,,,
562,PT01M23.00S,2025-11-18T02:03:00.8Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,93,70,2025-11-18T02:03:00Z,5540000,False,,,0,,P. Siakam Free Throw 1 of 2 (18 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
563,PT01M23.00S,2025-11-18T02:03:01.4Z,3,REGULAR,substitution,out,[],1631097,,,1610612754,93,70,2025-11-18T02:03:20Z,5550000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT01M23.00S,2025-11-18T02:03:01.4Z,3,REGULAR,substitution,in,[],1641716,,,1610612754,93,70,2025-11-18T02:03:20Z,5560000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT01M23.00S,2025-11-18T02:03:28.5Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,93,71,2025-11-18T02:03:28Z,5570000,False,,,0,,P. Siakam Free Throw 2 of 2 (19 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
567,PT00M58.80S,2025-11-18T02:04:47.6Z,3,REGULAR,jumpball,recovered,[],204456,,,1610612765,93,71,2025-11-18T02:04:47Z,5590000,False,,,0,,Jump Ball I. Jackson vs. P. Reed: Tip to T. McConnell,"[204456, 1630543, 1630194]",1610612754.0,IND,unclearpass,T. McConnell,204456.0,McConnell,T. McConnell,Jackson,1630543.0,Reed,1630194.0,,,,,,,,,,,,,,,,,,,,,,
570,PT00M58.80S,2025-11-18T02:04:47.6Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612765,93,71,2025-11-18T02:18:43Z,5620000,False,,,0,,C. LeVert lost ball TURNOVER (3 TO),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,3.0,,,,,,,,,,,,,
572,PT00M55.40S,2025-11-18T02:04:51.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,16.245072273324574,38.72549019607843,1610612754,93,71,2025-11-18T02:05:06Z,5640000,False,56.0,100.0,1,left,MISS T. McConnell 11' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
573,PT00M55.40S,2025-11-18T02:04:51.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,93,71,2025-11-18T02:05:06Z,5650000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,572.0,,,,,,,,,,,,
574,PT00M55.40S,2025-11-18T02:05:05.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612754,93,71,2025-11-18T02:05:12Z,5660000,False,,,0,,P. Reed loose ball personal FOUL (4 PF) (Jackson 2 FT),"[1630194, 1630543]",1610612765.0,DET,loose ball,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202007.0,4.0,0.0,Jackson,1630543.0,,,,
576,PT00M55.40S,2025-11-18T02:05:24.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630543,,,1610612754,93,71,2025-11-18T02:05:24Z,5680000,False,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
577,PT00M55.40S,2025-11-18T02:05:24.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,93,71,2025-11-18T02:05:24Z,5690000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,
578,PT00M55.40S,2025-11-18T02:05:24.9Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630543,,,1610612754,93,71,2025-11-18T02:05:50Z,5700000,False,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
579,PT00M54.10S,2025-11-18T02:05:26.2Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,93,71,2025-11-18T02:05:50Z,5710000,False,,,0,,I. Jackson REBOUND (Off:6 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,578.0,8.0,2.0,6.0,,,,,,,,,
