actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
330,PT00M00.00S,2023-12-30T23:06:20.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,54,53,2023-12-30T23:06:20Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,329.0,,,,,,,,,,,,,,,,
331,PT00M00.00S,2023-12-30T23:06:22.5Z,2,REGULAR,period,end,[],0,,,1610612748,54,53,2023-12-30T23:06:22Z,3220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-12-30T23:21:05.3Z,3,REGULAR,substitution,out,['startperiod'],1631117,,,1610612748,54,53,2023-12-30T23:21:32Z,3230000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-12-30T23:21:05.3Z,3,REGULAR,substitution,out,['startperiod'],1631170,,,1610612748,54,53,2023-12-30T23:21:32Z,3240000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-12-30T23:21:05.3Z,3,REGULAR,substitution,in,['startperiod'],1628381,,,1610612748,54,53,2023-12-30T23:21:32Z,3250000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-12-30T23:21:05.3Z,3,REGULAR,substitution,in,['startperiod'],1631107,,,1610612748,54,53,2023-12-30T23:21:32Z,3260000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-12-30T23:21:43.4Z,3,REGULAR,period,start,[],0,,,1610612762,54,53,2023-12-30T23:21:43Z,3270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M51.00S,2023-12-30T23:21:52.2Z,3,REGULAR,2pt,Jump Shot,[],1628381,20.71287779237845,67.8921568627451,1610612762,54,53,2023-12-30T23:21:58Z,3280000,False,-89.0,142.0,1,left,MISS J. Collins 16' Jump Shot,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,16.8,Missed,,,,,,,,,,,,,,,,,,
341,PT11M48.00S,2023-12-30T23:21:55.2Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,54,53,2023-12-30T23:21:58Z,3290000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,340.0,8.0,8.0,0.0,,,,,,,,,,,,,
342,PT11M42.00S,2023-12-30T23:22:00.5Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628389,85.89027595269383,50.49019607843137,1610612748,54,53,2023-12-30T23:22:32Z,3300000,False,2.0,80.0,1,right,MISS B. Adebayo 8' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
343,PT11M39.00S,2023-12-30T23:22:03.5Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612762,54,53,2023-12-30T23:22:06Z,3310000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,342.0,2.0,2.0,0.0,,,,,,,,,,,,,
344,PT11M32.00S,2023-12-30T23:22:10.6Z,3,REGULAR,3pt,Jump Shot,[],1628374,27.677398160315374,79.41176470588235,1610612762,54,53,2023-12-30T23:22:21Z,3320000,False,-147.0,208.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
345,PT11M30.00S,2023-12-30T23:22:12.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,54,53,2023-12-30T23:22:21Z,3330000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,344.0,,,,,,,,,,,,,,,,
346,PT11M30.00S,2023-12-30T23:22:15.3Z,3,REGULAR,foul,personal,[],1627739,,,1610612748,54,53,2023-12-30T23:22:18Z,3340000,False,,,0,,K. Dunn loose ball personal FOUL (2 PF),"[1627739, 1629639]",1610612762.0,UTA,loose ball,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1162.0,2.0,0.0,Herro,1629639.0,,,,,,
348,PT11M20.00S,2023-12-30T23:22:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.27792378449409,46.81372549019608,1610612748,54,55,2023-12-30T23:22:51Z,3360000,False,-16.0,29.0,1,right,J. Butler cutting Layup (4 PTS) (N. Jovic 1 AST),"[202710, 1631107]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.35,Made,4.0,,,,,,,,,,,,N. Jovic,1631107.0,1.0,,,
350,PT10M56.00S,2023-12-30T23:23:04.3Z,3,REGULAR,3pt,Jump Shot,[],1628381,5.601182654402102,2.696078431372549,1610612762,54,55,2023-12-30T23:23:08Z,3380000,False,237.0,0.0,1,left,MISS J. Collins 3PT - blocked,"[1628381, 1628389]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,Adebayo,1628389.0,,,,,,,,,,,
351,PT10M56.00S,2023-12-30T23:23:04.3Z,3,REGULAR,block,,[],1628389,,,1610612762,54,55,2023-12-30T23:23:07Z,3390000,False,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
352,PT10M54.00S,2023-12-30T23:23:06.3Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,54,55,2023-12-30T23:23:08Z,3400000,False,,,0,,T. Herro REBOUND (Off:2 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,350.0,4.0,2.0,2.0,,,,,,,,,,,,,
353,PT10M46.00S,2023-12-30T23:23:15.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,65.1281208935611,27.696078431372552,1610612748,54,55,2023-12-30T23:23:20Z,3410000,False,-112.0,275.0,1,right,MISS T. Herro 29' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,29.7,Missed,,,,,,,,,,,,,,,,,,
354,PT10M42.00S,2023-12-30T23:23:19.6Z,3,REGULAR,rebound,defensive,[],1631323,,,1610612762,54,55,2023-12-30T23:23:20Z,3420000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,353.0,3.0,2.0,1.0,,,,,,,,,,,,,
355,PT10M38.00S,2023-12-30T23:23:23.3Z,3,REGULAR,foul,personal,['3freethrow'],1631107,,,1610612762,54,55,2023-12-30T23:23:29Z,3430000,False,,,0,,N. Jovic shooting personal FOUL (3 PF) (Fontecchio 3 FT),"[1631107, 1631323]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627963.0,3.0,0.0,Fontecchio,1631323.0,,,,,,
357,PT10M38.00S,2023-12-30T23:23:49.6Z,3,REGULAR,freethrow,1 of 3,[],1631323,,,1610612762,54,55,2023-12-30T23:23:49Z,3450000,False,,,0,,MISS S. Fontecchio Free Throw 1 of 3,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
358,PT10M38.00S,2023-12-30T23:23:49.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,54,55,2023-12-30T23:23:49Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,
359,PT10M38.00S,2023-12-30T23:24:05.7Z,3,REGULAR,freethrow,2 of 3,[],1631323,,,1610612762,55,55,2023-12-30T23:24:05Z,3470000,False,,,0,,S. Fontecchio Free Throw 2 of 3 (4 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
360,PT10M38.00S,2023-12-30T23:24:20.2Z,3,REGULAR,freethrow,3 of 3,[],1631323,,,1610612762,56,55,2023-12-30T23:24:20Z,3480000,False,,,0,,S. Fontecchio Free Throw 3 of 3 (5 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
361,PT10M20.00S,2023-12-30T23:24:44.1Z,3,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612748,56,55,2023-12-30T23:24:50Z,3490000,False,,,0,,S. Fontecchio shooting personal FOUL (2 PF) (Butler 2 FT),"[1631323, 202710]",1610612762.0,UTA,shooting,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1162.0,2.0,0.0,Butler,202710.0,,,,,,
363,PT10M20.00S,2023-12-30T23:25:02.2Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,56,56,2023-12-30T23:25:02Z,3510000,False,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
364,PT10M20.00S,2023-12-30T23:25:12.0Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,56,57,2023-12-30T23:25:12Z,3520000,False,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
365,PT10M07.00S,2023-12-30T23:25:26.4Z,3,REGULAR,turnover,bad pass,[],1627739,,,1610612762,56,57,2023-12-30T23:25:33Z,3530000,False,,,0,,K. Dunn bad pass TURNOVER (1 TO),"[1627739, 1628389]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0
366,PT10M07.00S,2023-12-30T23:25:26.4Z,3,REGULAR,steal,,[],1628389,,,1610612748,56,57,2023-12-30T23:25:28Z,3540000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
367,PT10M02.00S,2023-12-30T23:25:31.8Z,3,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612748,56,57,2023-12-30T23:25:38Z,3550000,False,,,0,,K. Dunn shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1627739, 1628389]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,3.0,0.0,Adebayo,1628389.0,,,,,,
369,PT10M02.00S,2023-12-30T23:25:58.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628389,,,1610612748,56,57,2023-12-31T02:08:33Z,3570000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT10M02.00S,2023-12-30T23:25:58.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,56,57,2023-12-31T02:08:33Z,3580000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,
371,PT10M02.00S,2023-12-30T23:25:58.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628389,,,1610612748,56,58,2023-12-31T02:08:33Z,3590000,False,,,0,,B. Adebayo Free Throw 2 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
372,PT09M49.00S,2023-12-30T23:26:31.7Z,3,REGULAR,3pt,Jump Shot,[],1628381,5.469776609724048,96.07843137254902,1610612762,56,58,2023-12-30T23:26:36Z,3600000,False,-230.0,-1.0,1,left,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
373,PT09M46.00S,2023-12-30T23:26:34.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,56,58,2023-12-30T23:26:36Z,3610000,False,,,0,,T. Herro REBOUND (Off:2 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,372.0,5.0,3.0,2.0,,,,,,,,,,,,,
374,PT09M43.00S,2023-12-30T23:26:47.5Z,3,REGULAR,foul,personal,[],1631323,,,1610612748,56,58,2023-12-30T23:26:52Z,3620000,False,,,0,,S. Fontecchio personal FOUL (3 PF),"[1631323, 1628389]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627963.0,3.0,0.0,Adebayo,1628389.0,,,,,,
376,PT09M32.00S,2023-12-30T23:27:11.3Z,3,REGULAR,3pt,Jump Shot,[],1631107,93.38042049934296,94.85294117647058,1610612748,56,61,2023-12-30T23:27:18Z,3640000,False,224.0,10.0,1,right,N. Jovic 3PT  (6 PTS) (H. Highsmith 1 AST),"[1631107, 1629312]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,22.45,Made,6.0,,,,,,,,,,,,H. Highsmith,1629312.0,1.0,,,
378,PT09M13.00S,2023-12-30T23:27:30.1Z,3,REGULAR,2pt,Jump Shot,[],1629012,23.73521681997372,38.48039215686275,1610612762,58,61,2023-12-30T23:30:05Z,3660000,False,58.0,171.0,1,left,C. Sexton 18' pullup Jump Shot (18 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right Center,18.01,Made,18.0,,,,,,,,,,,,,,,,,
379,PT08M59.00S,2023-12-30T23:27:46.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612748,58,61,2023-12-30T23:27:54Z,3670000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Herro 2 FT),"[1629012, 1629639]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627963.0,1.0,0.0,Herro,1629639.0,,,,,,
381,PT08M59.00S,2023-12-30T23:28:08.1Z,3,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,58,62,2023-12-30T23:28:08Z,3690000,False,,,0,,T. Herro Free Throw 1 of 2 (17 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
382,PT08M59.00S,2023-12-30T23:28:23.8Z,3,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,58,63,2023-12-30T23:28:23Z,3700000,False,,,0,,T. Herro Free Throw 2 of 2 (18 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
383,PT08M49.00S,2023-12-30T23:28:36.0Z,3,REGULAR,3pt,Jump Shot,[],1628374,28.991458607095925,18.137254901960784,1610612762,58,63,2023-12-30T23:28:40Z,3710000,False,159.0,220.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,,
384,PT08M47.00S,2023-12-30T23:28:38.6Z,3,REGULAR,rebound,offensive,[],1631323,,,1610612762,58,63,2023-12-30T23:28:38Z,3720000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:2),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,383.0,4.0,2.0,2.0,,,,,,,,,,,,,
385,PT08M42.00S,2023-12-30T23:28:45.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631323,11.645860709592641,50.245098039215684,1610612762,60,63,2023-12-30T23:28:49Z,3730000,False,-1.0,57.0,1,left,S. Fontecchio driving floating bank Jump Shot (7 PTS) (C. Sexton 4 AST),"[1631323, 1629012]",1610612762.0,UTA,driving floating bank,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,7.0,,,,,,,,,,,,C. Sexton,1629012.0,4.0,,,
386,PT08M42.00S,2023-12-30T23:28:50.9Z,3,REGULAR,foul,personal,['1freethrow'],1631107,,,1610612762,60,63,2023-12-30T23:28:58Z,3740000,False,,,0,,N. Jovic shooting personal FOUL (4 PF) (Fontecchio 1 FT),"[1631107, 1631323]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1162.0,4.0,0.0,Fontecchio,1631323.0,,,,,,
388,PT08M42.00S,2023-12-30T23:29:06.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1631323,,,1610612762,61,63,2023-12-30T23:29:06Z,3760000,False,,,0,,S. Fontecchio Free Throw 1 of 1 (8 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
389,PT08M23.00S,2023-12-30T23:29:31.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612748,61,63,2023-12-30T23:29:36Z,3770000,False,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628374, 1628389]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,,,,,,,,,1162.0,2.0,0.0,Adebayo,1628389.0,,,,,,
391,PT08M23.00S,2023-12-30T23:29:57.4Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,61,64,2023-12-30T23:29:57Z,3790000,False,,,0,,B. Adebayo Free Throw 1 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
392,PT08M23.00S,2023-12-30T23:30:17.1Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,61,65,2023-12-30T23:30:17Z,3800000,False,,,0,,B. Adebayo Free Throw 2 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
393,PT08M07.00S,2023-12-30T23:30:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,9.806176084099869,50.0,1610612762,63,65,2023-12-30T23:35:45Z,3810000,False,0.0,40.0,1,left,L. Markkanen driving finger roll Layup (7 PTS),[1628374],1610612762.0,UTA,driving finger roll,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.97,Made,7.0,,,,,,,,,,,,,,,,,
394,PT07M55.00S,2023-12-30T23:30:50.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612748,63,65,2023-12-30T23:30:55Z,3820000,False,,,0,,L. Markkanen shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1628374, 1628389]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,3.0,0.0,Adebayo,1628389.0,,,,,,
396,PT07M55.00S,2023-12-30T23:31:17.1Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,63,66,2023-12-30T23:31:17Z,3840000,False,,,0,,B. Adebayo Free Throw 1 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
397,PT07M55.00S,2023-12-30T23:31:18.0Z,3,REGULAR,substitution,out,[],1628381,,,1610612748,63,66,2023-12-30T23:31:21Z,3850000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M55.00S,2023-12-30T23:31:18.0Z,3,REGULAR,substitution,in,[],1631117,,,1610612748,63,66,2023-12-30T23:31:21Z,3860000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M55.00S,2023-12-30T23:31:40.9Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,63,67,2023-12-30T23:31:40Z,3870000,False,,,0,,B. Adebayo Free Throw 2 of 2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
400,PT07M43.00S,2023-12-30T23:31:58.0Z,3,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612762,63,67,2023-12-30T23:32:09Z,3880000,False,,,0,,N. Jovic shooting personal FOUL (5 PF) (Markkanen 2 FT),"[1631107, 1628374]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,5.0,0.0,Markkanen,1628374.0,,,,,,
402,PT07M43.00S,2023-12-30T23:32:23.4Z,3,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,64,67,2023-12-30T23:32:23Z,3900000,False,,,0,,L. Markkanen Free Throw 1 of 2 (8 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
403,PT07M43.00S,2023-12-30T23:32:26.0Z,3,REGULAR,substitution,out,[],1631107,,,1610612762,64,67,2023-12-30T23:32:29Z,3910000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M43.00S,2023-12-30T23:32:26.0Z,3,REGULAR,substitution,in,[],1631170,,,1610612762,64,67,2023-12-30T23:32:29Z,3920000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M43.00S,2023-12-30T23:32:43.4Z,3,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,65,67,2023-12-30T23:32:43Z,3930000,False,,,0,,L. Markkanen Free Throw 2 of 2 (9 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
406,PT07M29.00S,2023-12-30T23:32:59.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,89.43823915900131,34.068627450980394,1610612748,65,67,2023-12-30T23:33:03Z,3940000,False,-80.0,47.0,1,right,MISS T. Herro 9' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,9.24,Missed,,,,,,,,,,,,,,,,,,
407,PT07M27.00S,2023-12-30T23:33:01.6Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,65,67,2023-12-30T23:33:03Z,3950000,False,,,0,,W. Kessler REBOUND (Off:0 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Left,,,,406.0,5.0,5.0,0.0,,,,,,,,,,,,,
408,PT07M19.00S,2023-12-30T23:33:10.5Z,3,REGULAR,2pt,Jump Shot,[],1627739,8.754927726675426,33.33333333333333,1610612762,65,67,2023-12-30T23:33:14Z,3960000,False,83.0,30.0,1,left,MISS K. Dunn 8' driving floating bank Shot,[1627739],1610612762.0,UTA,driving floating bank,,,Dunn,K. Dunn,,,,,Mid-Range,8-16 Right,8.85,Missed,,,,,,,,,,,,,,,,,,
409,PT07M17.00S,2023-12-30T23:33:12.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,65,67,2023-12-30T23:33:14Z,3970000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,408.0,9.0,9.0,0.0,,,,,,,,,,,,,
410,PT07M08.00S,2023-12-30T23:33:20.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,88.25558475689881,54.65686274509803,1610612748,65,69,2023-12-30T23:37:47Z,3980000,False,23.0,58.0,1,right,B. Adebayo 6' floating Jump Shot (19 PTS) (T. Herro 4 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,19.0,,,,,,,,,,,,T. Herro,1629639.0,4.0,,,
412,PT06M56.00S,2023-12-30T23:33:33.1Z,3,REGULAR,3pt,Jump Shot,[],1629012,20.45006570302234,6.127450980392156,1610612762,65,69,2023-12-30T23:33:39Z,4000000,False,219.0,140.0,1,left,MISS C. Sexton 26' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
413,PT06M53.00S,2023-12-30T23:33:36.1Z,3,REGULAR,rebound,offensive,[],1631323,,,1610612762,65,69,2023-12-30T23:33:39Z,4010000,False,,,0,,S. Fontecchio REBOUND (Off:3 Def:2),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,412.0,5.0,2.0,3.0,,,,,,,,,,,,,
414,PT06M52.00S,2023-12-30T23:33:37.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,31.488173455978973,52.450980392156865,1610612762,65,69,2023-12-30T23:33:45Z,4020000,False,-12.0,243.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,24.38,Missed,,,,,,,,,,,,,,,,,,
415,PT06M52.00S,2023-12-30T23:33:37.2Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,65,69,2023-12-30T23:33:45Z,4030000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,414.0,2.0,2.0,0.0,,,,,,,,,,,,,
