actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
167,PT00M26.60S,2023-12-30T22:38:51.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,27,25,2023-12-30T22:38:53Z,1630000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,166.0,3.0,3.0,0.0,,,,,,,,,,,,,
168,PT00M06.60S,2023-12-30T22:39:11.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,14.931011826544022,94.85294117647058,1610612748,27,28,2023-12-30T22:43:29Z,1640000,False,-224.0,88.0,1,left,D. Robinson 24' 3PT step back (3 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,step back,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.09,Made,3.0,,,,,,,,,,,,T. Herro,1629639.0,1.0,,,
169,PT00M00.00S,2023-12-30T22:39:20.9Z,1,REGULAR,3pt,Jump Shot,[],203482,88.64980289093299,94.85294117647058,1610612762,27,28,2023-12-30T22:39:26Z,1650000,False,224.0,54.0,1,right,MISS K. Olynyk 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2023-12-30T22:39:24.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,27,28,2023-12-30T22:39:24Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,169.0,,,,,,,,,,,,,,,,
171,PT00M00.00S,2023-12-30T22:39:31.6Z,1,REGULAR,period,end,[],0,,,1610612762,27,28,2023-12-30T22:39:31Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-12-30T22:42:12.1Z,2,REGULAR,period,start,[],0,,,1610612762,27,28,2023-12-30T22:42:12Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M42.00S,2023-12-30T22:42:30.7Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612762,27,28,2023-12-30T22:42:36Z,1690000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Agbaji 2 FT),"[1629130, 1630534]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,1.0,0.0,Agbaji,1630534.0,,,,,,
175,PT11M42.00S,2023-12-30T22:42:51.7Z,2,REGULAR,freethrow,1 of 2,[],1630534,,,1610612762,27,28,2023-12-30T22:43:09Z,1710000,False,,,0,,MISS O. Agbaji Free Throw 1 of 2,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
176,PT11M42.00S,2023-12-30T22:42:51.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,27,28,2023-12-30T22:43:09Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,
177,PT11M42.00S,2023-12-30T22:42:51.7Z,2,REGULAR,freethrow,2 of 2,[],1630534,,,1610612762,27,28,2023-12-30T22:43:09Z,1730000,False,,,0,,MISS O. Agbaji Free Throw 2 of 2,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
178,PT11M41.00S,2023-12-30T22:42:52.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,27,28,2023-12-30T22:43:09Z,1740000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,177.0,4.0,4.0,0.0,,,,,,,,,,,,,
179,PT11M26.00S,2023-12-30T22:43:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,9.937582128777924,40.19607843137255,1610612748,27,30,2023-12-30T22:43:27Z,1750000,False,49.0,41.0,1,left,B. Adebayo 6' Layup (6 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.38,Made,6.0,,,,,,,,,,,,T. Herro,1629639.0,2.0,,,
181,PT11M05.00S,2023-12-30T22:43:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,92.9862023653088,44.36274509803921,1610612762,29,30,2023-12-30T22:43:49Z,1770000,False,-28.0,13.0,1,right,K. Olynyk driving Layup (7 PTS) (K. George 1 AST),"[203482, 1641718]",1610612762.0,UTA,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,3.12,Made,7.0,,,,,,,,,,,,K. George,1641718.0,1.0,,,
183,PT10M39.00S,2023-12-30T22:44:09.9Z,2,REGULAR,3pt,Jump Shot,[],1631170,9.411957950065702,3.431372549019608,1610612748,29,30,2023-12-30T22:44:14Z,1790000,False,233.0,36.0,1,left,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
184,PT10M37.00S,2023-12-30T22:44:11.9Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,29,30,2023-12-30T22:44:14Z,1800000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,
185,PT10M28.00S,2023-12-30T22:44:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,88.51839684625493,55.63725490196079,1610612762,31,30,2023-12-30T22:44:27Z,1810000,False,28.0,55.0,1,right,J. Clarkson 6' driving floating Jump Shot (4 PTS) (K. Olynyk 1 AST),"[203903, 203482]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,4.0,,,,,,,,,,,,K. Olynyk,203482.0,1.0,,,
186,PT10M09.00S,2023-12-30T22:44:40.0Z,2,REGULAR,3pt,Jump Shot,[],201567,26.888961892247043,76.9607843137255,1610612748,31,30,2023-12-30T22:44:44Z,1820000,False,-135.0,200.0,1,left,MISS K. Love 24' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,24.14,Missed,,,,,,,,,,,,,,,,,,
187,PT10M06.00S,2023-12-30T22:44:43.0Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,31,30,2023-12-30T22:44:44Z,1830000,False,,,0,,T. Herro REBOUND (Off:2 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,186.0,3.0,1.0,2.0,,,,,,,,,,,,,
188,PT10M03.00S,2023-12-30T22:44:46.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631170,26.363337713534822,79.41176470588235,1610612748,31,30,2023-12-30T22:44:50Z,1840000,False,-147.0,195.0,1,left,MISS J. Jaquez Jr. 24' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
189,PT10M01.00S,2023-12-30T22:44:48.1Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,31,30,2023-12-30T22:44:50Z,1850000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,188.0,3.0,3.0,0.0,,,,,,,,,,,,,
190,PT09M50.00S,2023-12-30T22:44:59.4Z,2,REGULAR,3pt,Jump Shot,[],1630534,91.93495400788436,3.9215686274509802,1610612762,31,30,2023-12-30T22:45:04Z,1860000,False,-230.0,23.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
191,PT09M46.00S,2023-12-30T22:45:03.4Z,2,REGULAR,rebound,offensive,[],203482,,,1610612762,31,30,2023-12-30T22:45:04Z,1870000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,190.0,2.0,1.0,1.0,,,,,,,,,,,,,
192,PT09M45.00S,2023-12-30T22:45:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203903,92.72339027595268,41.42156862745098,1610612762,31,30,2023-12-30T22:49:37Z,1880000,False,-43.0,16.0,1,right,MISS J. Clarkson Layup - blocked,"[203903, 1628389]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,Adebayo,1628389.0,,,,,,,,,,,
193,PT09M45.00S,2023-12-30T22:45:05.0Z,2,REGULAR,block,,[],1628389,,,1610612762,31,30,2023-12-30T22:45:07Z,1890000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT09M45.00S,2023-12-30T22:45:05.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,31,30,2023-12-30T22:45:14Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,192.0,,,,,,,,,,,,,,,,
196,PT09M45.00S,2023-12-30T22:45:09.9Z,2,REGULAR,substitution,out,[],1641718,,,1610612762,31,30,2023-12-30T22:45:15Z,1920000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M45.00S,2023-12-30T22:45:09.9Z,2,REGULAR,substitution,out,[],201567,,,1610612762,31,30,2023-12-30T22:45:15Z,1930000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M45.00S,2023-12-30T22:45:09.9Z,2,REGULAR,substitution,in,[],1629012,,,1610612762,31,30,2023-12-30T22:45:15Z,1940000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M45.00S,2023-12-30T22:45:09.9Z,2,REGULAR,substitution,in,[],1629312,,,1610612762,31,30,2023-12-30T22:45:15Z,1950000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M43.00S,2023-12-30T22:45:26.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203482,84.97043363994744,6.862745098039216,1610612762,33,30,2023-12-30T22:45:31Z,1960000,False,-216.0,89.0,1,right,K. Olynyk 23' Jump Shot (9 PTS) (C. Sexton 1 AST),"[203482, 1629012]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left,23.33,Made,9.0,,,,,,,,,,,,C. Sexton,1629012.0,1.0,,,
202,PT09M31.00S,2023-12-30T22:45:39.3Z,2,REGULAR,foul,personal,['3freethrow'],1630534,,,1610612748,33,30,2023-12-30T22:45:45Z,1980000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Herro 3 FT),"[1630534, 1629639]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627963.0,1.0,0.0,Herro,1629639.0,,,,,,
204,PT09M31.00S,2023-12-30T22:46:11.3Z,2,REGULAR,freethrow,1 of 3,[],1629639,,,1610612748,33,31,2023-12-30T22:46:11Z,2000000,False,,,0,,T. Herro Free Throw 1 of 3 (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
205,PT09M31.00S,2023-12-30T22:46:25.9Z,2,REGULAR,freethrow,2 of 3,[],1629639,,,1610612748,33,32,2023-12-30T22:46:25Z,2010000,False,,,0,,T. Herro Free Throw 2 of 3 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
206,PT09M31.00S,2023-12-30T22:46:26.7Z,2,REGULAR,substitution,out,[],1628381,,,1610612748,33,32,2023-12-30T22:46:30Z,2020000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M31.00S,2023-12-30T22:46:26.7Z,2,REGULAR,substitution,in,[],1631117,,,1610612748,33,32,2023-12-30T22:46:30Z,2030000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M31.00S,2023-12-30T22:46:46.5Z,2,REGULAR,freethrow,3 of 3,[],1629639,,,1610612748,33,33,2023-12-30T22:46:46Z,2040000,False,,,0,,T. Herro Free Throw 3 of 3 (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
209,PT09M12.00S,2023-12-30T22:47:07.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203482,88.12417871222075,45.83333333333333,1610612762,35,33,2023-12-30T22:47:12Z,2050000,False,-21.0,59.0,1,right,K. Olynyk 6' Hook (11 PTS) (C. Sexton 2 AST),"[203482, 1629012]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,11.0,,,,,,,,,,,,C. Sexton,1629012.0,2.0,,,
210,PT08M52.00S,2023-12-30T22:47:30.5Z,2,REGULAR,foul,offensive,[],1629312,,,1610612748,35,33,2023-12-30T22:47:36Z,2060000,False,,,0,,H. Highsmith offensive FOUL (2 PF),"[1629312, 1629012]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Right,,,,,,,,,,202035.0,2.0,0.0,Sexton,1629012.0,,,,,,
212,PT08M52.00S,2023-12-30T22:47:30.5Z,2,REGULAR,turnover,offensive foul,[],1629312,,,1610612748,35,33,2023-12-30T22:47:30Z,2080000,False,,,0,,H. Highsmith offensive foul TURNOVER (1 TO),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Right,,,,,,,,,,202035.0,,,,,,,,1.0,,
213,PT08M41.00S,2023-12-30T22:47:52.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203903,89.17542706964521,96.07843137254902,1610612762,35,33,2023-12-30T22:47:57Z,2090000,False,230.0,49.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
214,PT08M38.00S,2023-12-30T22:47:55.4Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,35,33,2023-12-30T22:47:57Z,2100000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,,
215,PT08M20.00S,2023-12-30T22:48:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.4053876478318,46.32352941176471,1610612748,35,35,2023-12-30T22:48:20Z,2110000,False,18.0,83.0,1,left,B. Adebayo 8' turnaround Jump Shot (8 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.49,Made,8.0,,,,,,,,,,,,,,,,,
216,PT08M05.00S,2023-12-30T22:48:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.32917214191852,44.85294117647059,1610612762,37,35,2023-12-30T22:53:52Z,2120000,False,-26.0,20.0,1,right,C. Sexton driving Layup (7 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.23,Made,7.0,,,,,,,,,,,,,,,,,
217,PT08M05.00S,2023-12-30T22:48:32.3Z,2,REGULAR,foul,personal,['1freethrow'],1631170,,,1610612762,37,35,2023-12-30T22:48:40Z,2130000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Sexton 1 FT),"[1631170, 1629012]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,2.0,0.0,Sexton,1629012.0,,,,,,
219,PT08M05.00S,2023-12-30T22:49:00.7Z,2,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,37,35,2023-12-30T22:49:02Z,2150000,False,,,0,,MISS C. Sexton Free Throw 1 of 1,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2023-12-30T22:49:01.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,37,35,2023-12-30T22:49:02Z,2160000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,219.0,5.0,5.0,0.0,,,,,,,,,,,,,
221,PT07M54.00S,2023-12-30T22:49:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,13.485545335085414,36.27450980392157,1610612748,37,35,2023-12-30T22:54:42Z,2170000,False,69.0,74.0,1,left,MISS T. Herro 10' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,10.11,Missed,,,,,,,,,,,,,,,,,,
222,PT07M50.00S,2023-12-30T22:49:15.3Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612762,37,35,2023-12-30T22:54:42Z,2180000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,,,,221.0,2.0,1.0,1.0,,,,,,,,,,,,,
223,PT07M45.00S,2023-12-30T22:49:19.8Z,2,REGULAR,turnover,lost ball,[],1629012,,,1610612762,37,35,2023-12-30T22:49:24Z,2190000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1629130]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0
224,PT07M45.00S,2023-12-30T22:49:19.8Z,2,REGULAR,steal,,[],1629130,,,1610612748,37,35,2023-12-30T22:49:21Z,2200000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
226,PT07M41.00S,2023-12-30T22:49:32.1Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,37,35,2023-12-30T22:49:39Z,2220000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M41.00S,2023-12-30T22:49:32.1Z,2,REGULAR,substitution,in,[],202710,,,1610612748,37,35,2023-12-30T22:49:39Z,2230000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M34.00S,2023-12-30T22:49:55.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,25.706307490144546,88.72549019607843,1610612748,37,38,2023-12-30T22:50:00Z,2240000,False,-194.0,189.0,1,left,D. Robinson 27' 3PT  (6 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,27.06,Made,6.0,,,,,,,,,,,,B. Adebayo,1628389.0,1.0,,,
230,PT07M15.00S,2023-12-30T22:50:13.4Z,2,REGULAR,turnover,lost ball,[],203482,,,1610612762,37,38,2023-12-30T22:50:17Z,2260000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1629312]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Highsmith,1629312.0
231,PT07M15.00S,2023-12-30T22:50:13.4Z,2,REGULAR,steal,,[],1629312,,,1610612748,37,38,2023-12-30T23:02:36Z,2270000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
232,PT07M12.00S,2023-12-30T22:50:17.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,7.703679369250986,43.872549019607845,1610612748,37,38,2023-12-30T22:50:24Z,2280000,False,31.0,20.0,1,left,MISS T. Herro running DUNK - blocked,"[1629639, 1630534]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,Agbaji,1630534.0,,,,,,,,,,,
233,PT07M12.00S,2023-12-30T22:50:17.1Z,2,REGULAR,block,,[],1630534,,,1610612748,37,38,2023-12-30T22:50:20Z,2290000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M08.00S,2023-12-30T22:50:21.1Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,37,38,2023-12-30T22:50:49Z,2300000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,
235,PT07M05.00S,2023-12-30T22:50:26.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630534,90.48948751642575,56.127450980392155,1610612762,37,38,2023-12-30T22:58:36Z,2310000,False,31.0,37.0,1,right,MISS O. Agbaji running Layup - blocked,"[1630534, 1629130]",1610612762.0,UTA,running,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,Robinson,1629130.0,,,,,,,,,,,
236,PT07M05.00S,2023-12-30T22:50:26.6Z,2,REGULAR,block,,[],1629130,,,1610612762,37,38,2023-12-30T22:50:29Z,2320000,False,,,0,,D. Robinson BLOCK (1 BLK),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M05.00S,2023-12-30T22:50:26.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,37,38,2023-12-30T22:50:40Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,235.0,,,,,,,,,,,,,,,,
239,PT07M05.00S,2023-12-30T22:50:32.0Z,2,REGULAR,substitution,out,[],1630534,,,1610612762,37,38,2023-12-30T22:50:38Z,2350000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M05.00S,2023-12-30T22:50:32.0Z,2,REGULAR,substitution,out,[],203482,,,1610612762,37,38,2023-12-30T22:50:38Z,2360000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M05.00S,2023-12-30T22:50:32.0Z,2,REGULAR,substitution,in,[],1631323,,,1610612762,37,38,2023-12-30T22:50:38Z,2370000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M05.00S,2023-12-30T22:50:32.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,37,38,2023-12-30T22:50:38Z,2380000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M57.00S,2023-12-30T22:51:00.0Z,2,REGULAR,foul,personal,[],1629639,,,1610612762,37,38,2023-12-30T22:51:21Z,2390000,False,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1629012]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,,,,,,,1627963.0,1.0,0.0,Sexton,1629012.0,,,,,,
245,PT06M57.00S,2023-12-30T22:51:10.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,37,38,2023-12-30T22:51:10Z,2410000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M50.00S,2023-12-30T22:54:17.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,68.80749014454665,29.411764705882355,1610612762,37,38,2023-12-30T22:54:22Z,2420000,False,-103.0,241.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
250,PT06M48.00S,2023-12-30T22:54:19.4Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,37,38,2023-12-30T22:54:22Z,2430000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,,
251,PT06M38.00S,2023-12-30T22:54:29.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,15.982260183968464,45.83333333333333,1610612748,37,38,2023-12-30T22:54:33Z,2440000,False,21.0,98.0,1,left,MISS D. Robinson 9' driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,9.99,Missed,,,,,,,,,,,,,,,,,,
252,PT06M36.00S,2023-12-30T22:54:31.2Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,37,38,2023-12-30T22:54:33Z,2450000,False,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,
