actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
169,PT10M51.00S,2026-01-07T01:41:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631107,89.70105124835742,59.80392156862745,1610612748,30,29,2026-01-07T01:44:56Z,1680000,False,49.0,44.0,1,right,MISS N. Jović 6' driving floating bank Shot,[1631107],1610612748.0,MIA,driving floating bank,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,6.61,Missed,,,,,,,,,,,,,,,,,,
170,PT10M50.00S,2026-01-07T01:41:44.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,30,29,2026-01-07T01:41:46Z,1690000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,169.0,4.0,4.0,0.0,,,,,,,,,,,,
171,PT10M44.00S,2026-01-07T01:41:50.7Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203944,6.258212877792378,55.63725490196079,1610612750,32,29,2026-01-07T01:45:52Z,1700000,False,-28.0,6.0,1,left,J. Randle driving floating bank Jump Shot (8 PTS) (B. Hyland 2 AST),"[203944, 1630538]",1610612750.0,MIN,driving floating bank,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.89,Made,8.0,,,,,,B. Hyland,1630538.0,2.0,,,,,,,,,
173,PT10M44.00S,2026-01-07T01:41:53.4Z,2,REGULAR,foul,personal,['1freethrow'],1641796,,,1610612750,32,29,2026-01-07T01:42:07Z,1720000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Randle 1 FT),"[1641796, 203944]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,,1.0,0.0,Randle,203944.0,,,,,
175,PT10M44.00S,2026-01-07T01:42:28.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203944,,,1610612750,32,29,2026-01-07T01:42:32Z,1740000,False,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
176,PT10M41.00S,2026-01-07T01:42:31.6Z,2,REGULAR,rebound,defensive,[],1631107,,,1610612748,32,29,2026-01-07T01:42:32Z,1750000,False,,,0,,N. Jović REBOUND (Off:0 Def:2),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,
177,PT10M26.00S,2026-01-07T01:42:45.3Z,2,REGULAR,3pt,Jump Shot,[],1641796,89.70105124835742,3.9215686274509802,1610612748,32,32,2026-01-07T01:42:49Z,1760000,False,-230.0,44.0,1,right,P. Larsson 3PT  (5 PTS) (T. Herro 2 AST),"[1641796, 1629639]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Left Corner 3,24+ Left,23.46,Made,5.0,,,,,,T. Herro,1629639.0,2.0,,,,,,,,,
179,PT10M03.00S,2026-01-07T01:43:12.1Z,2,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612750,32,32,2026-01-07T01:43:17Z,1780000,False,,,0,,D. Smith shooting personal FOUL (2 PF) (Hyland 2 FT),"[1630696, 1630538]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,2.0,0.0,Hyland,1630538.0,,,,,
181,PT10M03.00S,2026-01-07T01:43:36.1Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612750,32,32,2026-01-07T01:43:36Z,1800000,False,,,0,,MISS B. Hyland Free Throw 1 of 2,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
182,PT10M03.00S,2026-01-07T01:43:36.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,32,32,2026-01-07T01:43:36Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,
183,PT10M03.00S,2026-01-07T01:43:48.5Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612750,33,32,2026-01-07T01:43:48Z,1820000,False,,,0,,B. Hyland Free Throw 2 of 2 (1 PTS),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
184,PT09M50.00S,2026-01-07T01:44:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.32917214191852,45.09803921568628,1610612748,33,34,2026-01-07T01:44:05Z,1830000,False,-25.0,20.0,1,right,T. Herro driving Layup (5 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.14,Made,5.0,,,,,,,,,,,,,,,,,
185,PT09M38.00S,2026-01-07T01:44:14.3Z,2,REGULAR,3pt,Jump Shot,[],1630538,28.728646517739815,25.0,1610612750,33,34,2026-01-07T01:44:18Z,1840000,False,125.0,218.0,1,left,MISS B. Hyland 25' 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
186,PT09M35.00S,2026-01-07T01:44:17.3Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612750,33,34,2026-01-07T01:44:18Z,1850000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,185.0,2.0,1.0,1.0,,,,,,,,,,,,
187,PT09M25.00S,2026-01-07T01:44:29.2Z,2,REGULAR,turnover,backcourt,[],203944,,,1610612750,33,34,2026-01-07T01:44:37Z,1860000,False,,,0,,J. Randle backcourt TURNOVER (1 TO),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,1626301.0,,,,,,,,,,,,1.0,,,,
188,PT09M13.00S,2026-01-07T01:44:54.7Z,2,REGULAR,foul,personal,[],1630538,,,1610612748,33,34,2026-01-07T01:45:06Z,1870000,False,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1629639]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Center,,,,1626301.0,,,,,,,,1.0,0.0,Herro,1629639.0,,,,,
190,PT09M07.00S,2026-01-07T01:45:20.9Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612748,33,34,2026-01-07T01:45:26Z,1890000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Jović 2 FT),"[1629675, 1631107]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,1628480.0,,,,,,,,1.0,0.0,Jović,1631107.0,,,,,
192,PT09M07.00S,2026-01-07T01:45:46.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631107,,,1610612748,33,35,2026-01-07T01:46:12Z,1910000,False,,,0,,N. Jović Free Throw 1 of 2 (3 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
193,PT09M07.00S,2026-01-07T01:45:47.3Z,2,REGULAR,substitution,out,[],1630696,,,1610612748,33,35,2026-01-07T01:45:53Z,1920000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M07.00S,2026-01-07T01:45:47.3Z,2,REGULAR,substitution,in,[],1642276,,,1610612748,33,35,2026-01-07T01:45:53Z,1930000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M07.00S,2026-01-07T01:45:46.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631107,,,1610612748,33,35,2026-01-07T01:46:12Z,1940000,False,,,0,,MISS N. Jović Free Throw 2 of 2,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
196,PT09M04.00S,2026-01-07T01:45:49.7Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,33,35,2026-01-07T01:46:12Z,1950000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,195.0,4.0,4.0,0.0,,,,,,,,,,,,
197,PT08M51.00S,2026-01-07T01:46:25.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.258212877792378,55.392156862745104,1610612750,33,35,2026-01-07T01:46:28Z,1960000,False,-27.0,6.0,1,left,MISS J. Randle driving Layup,[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
198,PT08M48.00S,2026-01-07T01:46:28.3Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,33,35,2026-01-07T01:46:28Z,1970000,False,,,0,,K. Ware REBOUND (Off:1 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,197.0,7.0,6.0,1.0,,,,,,,,,,,,
199,PT08M43.00S,2026-01-07T01:46:32.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631107,87.46714848883047,45.588235294117645,1610612748,33,35,2026-01-07T01:46:49Z,1980000,False,-22.0,65.0,1,right,MISS N. Jović 6' running DUNK - blocked,"[1631107, 1630162]",1610612748.0,MIA,running,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,Edwards,1630162.0,,
200,PT08M43.00S,2026-01-07T01:46:32.8Z,2,REGULAR,block,,[],1630162,,,1610612748,33,35,2026-01-07T01:46:34Z,1990000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT08M39.00S,2026-01-07T01:46:36.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,33,35,2026-01-07T01:46:49Z,2000000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,
202,PT08M39.00S,2026-01-07T01:46:39.5Z,2,REGULAR,foul,offensive,[],1630538,,,1610612750,33,35,2026-01-07T01:48:11Z,2010000,False,,,0,,B. Hyland offensive FOUL (2 PF),"[1630538, 1629639]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,,2.0,0.0,Herro,1629639.0,,,,,
204,PT08M39.00S,2026-01-07T01:46:39.5Z,2,REGULAR,turnover,offensive foul,[],1630538,,,1610612750,33,35,2026-01-07T01:46:39Z,2030000,False,,,0,,B. Hyland offensive foul TURNOVER (1 TO),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,,,,,,1.0,,,,
205,PT08M39.00S,2026-01-07T01:46:48.8Z,2,REGULAR,substitution,out,[],203944,,,1610612748,33,35,2026-01-07T01:46:59Z,2040000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M39.00S,2026-01-07T01:46:48.8Z,2,REGULAR,substitution,in,[],203497,,,1610612748,33,35,2026-01-07T01:46:59Z,2050000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M28.00S,2026-01-07T01:47:12.5Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,33,35,2026-01-07T01:47:17Z,2060000,False,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1630162]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,,,Edwards,1630162.0
208,PT08M28.00S,2026-01-07T01:47:12.5Z,2,REGULAR,steal,,[],1630162,,,1610612750,33,35,2026-01-07T01:47:13Z,2070000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
209,PT08M19.00S,2026-01-07T01:47:21.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629675,8.754927726675426,57.35294117647059,1610612750,35,35,2026-01-07T01:50:25Z,2080000,False,-37.0,30.0,1,left,N. Reid driving floating Jump Shot (10 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,10.0,,,,,,A. Edwards,1630162.0,1.0,,,,,,,,,
211,PT08M06.00S,2026-01-07T01:47:34.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,88.64980289093299,50.49019607843137,1610612748,35,37,2026-01-07T01:47:38Z,2100000,False,2.0,54.0,1,right,A. Wiggins turnaround Jump Shot (5 PTS),[203952],1610612748.0,MIA,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,5.0,,,,,,,,,,,,,,,,,
212,PT07M48.00S,2026-01-07T01:47:54.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630538,8.623521681997373,43.38235294117647,1610612750,37,37,2026-01-07T01:48:06Z,2110000,False,33.0,29.0,1,left,B. Hyland driving Layup (3 PTS),[1630538],1610612750.0,MIN,driving,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,4.37,Made,3.0,,,,,,,,,,,,,,,,,
213,PT07M48.00S,2026-01-07T01:47:56.8Z,2,REGULAR,violation,defensive goaltending,[],1642276,,,1610612750,37,37,2026-01-07T01:48:06Z,2120000,False,,,0,,K. Ware defensive goaltending VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,1626301.0,,,,,,,,,,,,,,,,
214,PT07M38.00S,2026-01-07T01:48:11.0Z,2,REGULAR,2pt,Jump Shot,[],1629639,94.1688567674113,78.92156862745098,1610612748,37,39,2026-01-07T01:48:14Z,2130000,False,145.0,2.0,1,right,T. Herro 14' pullup Jump Shot (7 PTS) (N. Jović 1 AST),"[1629639, 1631107]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,14.46,Made,7.0,,,,,,N. Jović,1631107.0,1.0,,,,,,,,,
216,PT07M26.00S,2026-01-07T01:48:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.783837056504599,44.11764705882353,1610612750,39,39,2026-01-07T01:48:26Z,2150000,False,29.0,11.0,1,left,A. Edwards driving Layup (10 PTS) (B. Hyland 3 AST),"[1630162, 1630538]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.15,Made,10.0,,,,,,B. Hyland,1630538.0,3.0,,,,,,,,,
217,PT07M08.00S,2026-01-07T01:48:41.0Z,2,REGULAR,turnover,bad pass,[],203952,,,1610612748,39,39,2026-01-07T01:48:45Z,2160000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1629675]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Reid,1629675.0
218,PT07M08.00S,2026-01-07T01:48:41.0Z,2,REGULAR,steal,,[],1629675,,,1610612750,39,39,2026-01-07T01:48:42Z,2170000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
219,PT07M07.00S,2026-01-07T01:48:44.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629675,5.995400788436268,48.03921568627451,1610612750,41,39,2026-01-07T01:48:48Z,2180000,False,10.0,4.0,1,left,N. Reid running DUNK (12 PTS),[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.05,Made,12.0,,,,,,,,,,,,,,,,,
220,PT07M07.00S,2026-01-07T01:48:50.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,41,39,2026-01-07T01:48:50Z,2190000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,out,[],1630538,,,1610612748,41,39,2026-01-07T01:52:03Z,2200000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,out,[],1641796,,,1610612748,41,39,2026-01-07T01:52:03Z,2210000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,41,39,2026-01-07T01:52:03Z,2220000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,out,[],203952,,,1610612748,41,39,2026-01-07T01:52:03Z,2230000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,in,[],1641740,,,1610612748,41,39,2026-01-07T01:52:03Z,2240000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,41,39,2026-01-07T01:52:03Z,2250000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,in,[],1630558,,,1610612748,41,39,2026-01-07T01:52:03Z,2260000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M07.00S,2026-01-07T01:50:40.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612748,41,39,2026-01-07T01:52:03Z,2270000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M43.00S,2026-01-07T01:52:39.9Z,2,REGULAR,3pt,Jump Shot,[],1642276,88.51839684625493,4.6568627450980395,1610612748,41,39,2026-01-07T01:52:45Z,2280000,False,-227.0,55.0,1,right,MISS K. Ware 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
231,PT06M40.00S,2026-01-07T01:52:42.9Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,41,39,2026-01-07T01:52:45Z,2290000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,230.0,3.0,2.0,1.0,,,,,,,,,,,,
232,PT06M29.00S,2026-01-07T01:52:55.9Z,2,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612750,41,39,2026-01-07T01:53:06Z,2300000,False,,,0,,N. Jović shooting personal FOUL (1 PF) (Edwards 2 FT),"[1631107, 1630162]",1610612748.0,MIA,shooting,,,Jović,N. Jović,,,,,Mid-Range,16-24 Left Center,,,,1628480.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
234,PT06M29.00S,2026-01-07T01:53:27.8Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,42,39,2026-01-07T01:53:27Z,2320000,False,,,0,,A. Edwards Free Throw 1 of 2 (11 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
235,PT06M29.00S,2026-01-07T01:53:43.2Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,43,39,2026-01-07T01:53:43Z,2330000,False,,,0,,A. Edwards Free Throw 2 of 2 (12 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
236,PT06M21.00S,2026-01-07T01:53:52.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,80.89684625492772,50.73529411764706,1610612748,43,39,2026-01-07T01:53:56Z,2340000,False,4.0,127.0,1,right,MISS N. Powell 12' driving floating Shot,[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,,
237,PT06M18.00S,2026-01-07T01:53:55.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,43,39,2026-01-07T01:53:56Z,2350000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,
238,PT06M10.00S,2026-01-07T01:54:06.1Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,43,39,2026-01-07T01:54:25Z,2360000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 1631107]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,,,Jović,1631107.0
239,PT06M10.00S,2026-01-07T01:54:06.1Z,2,REGULAR,steal,,[],1631107,,,1610612748,43,39,2026-01-07T01:54:07Z,2370000,False,,,0,,N. Jović STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
240,PT06M08.00S,2026-01-07T01:54:09.0Z,2,REGULAR,turnover,out-of-bounds,[],1642276,,,1610612748,43,39,2026-01-07T01:55:12Z,2380000,False,,,0,,K. Ware bad pass out-of-bounds TURNOVER (1 TO),[1642276],1610612748.0,MIA,bad pass,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,1162.0,,,,,,,,,,,,1.0,,,,
241,PT06M08.00S,2026-01-07T01:54:14.7Z,2,REGULAR,substitution,out,[],1631107,,,1610612750,43,39,2026-01-07T01:54:17Z,2390000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M08.00S,2026-01-07T01:54:14.7Z,2,REGULAR,substitution,in,[],1641796,,,1610612750,43,39,2026-01-07T01:54:17Z,2400000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M08.00S,2026-01-07T01:54:28.6Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,43,39,2026-01-07T01:54:31Z,2410000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M08.00S,2026-01-07T01:54:28.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,43,39,2026-01-07T01:54:31Z,2420000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M58.00S,2026-01-07T01:54:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612750,43,39,2026-01-07T01:54:54Z,2430000,False,,,0,,P. Larsson shooting personal FOUL (2 PF) (Clark 2 FT),"[1641796, 1641740]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,,2.0,0.0,Clark,1641740.0,,,,,
247,PT05M58.00S,2026-01-07T01:55:12.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641740,,,1610612750,44,39,2026-01-07T01:55:12Z,2450000,False,,,0,,J. Clark Free Throw 1 of 2 (1 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
248,PT05M58.00S,2026-01-07T01:55:30.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641740,,,1610612750,45,39,2026-01-07T01:55:30Z,2460000,False,,,0,,J. Clark Free Throw 2 of 2 (2 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
249,PT05M43.00S,2026-01-07T01:55:47.9Z,2,REGULAR,turnover,out-of-bounds,[],1641796,,,1610612748,45,39,2026-01-07T01:55:52Z,2470000,False,,,0,,P. Larsson lost ball out-of-bounds TURNOVER (1 TO),[1641796],1610612748.0,MIA,lost ball,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,,,,,,1.0,,,,
250,PT05M26.00S,2026-01-07T01:56:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,6.652431011826544,45.588235294117645,1610612750,45,39,2026-01-07T01:56:12Z,2480000,False,22.0,10.0,1,left,MISS A. Edwards driving reverse Layup - blocked,"[1630162, 1642276]",1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,Ware,1642276.0,,
251,PT05M26.00S,2026-01-07T01:56:09.1Z,2,REGULAR,block,,[],1642276,,,1610612750,45,39,2026-01-07T01:56:11Z,2490000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
