actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
415,PT06M44.00S,2025-11-20T02:32:35.5Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,78,65,2025-11-20T02:32:37Z,4090000,False,,,0,,K. George REBOUND (Off:2 Def:4),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,Above the Break 3,24+ Left Center,,,414.0,6.0,4.0,2.0,,,,,,,,,,,,,
416,PT06M35.00S,2025-11-20T02:32:45.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,12.565703022339028,41.17647058823529,1610612764,78,67,2025-11-20T02:33:20Z,4100000,False,44.0,66.0,1,left,M. Bagley III 7' floating Jump Shot (11 PTS) (K. George 5 AST),"[1628963, 1642273]",1610612764.0,WAS,floating,,,Bagley III,M. Bagley III,,,,,,In The Paint (Non-RA),0-8 Center,7.9,Made,,,,,,,,,11.0,K. George,1642273.0,5.0,,,,,
418,PT06M21.00S,2025-11-20T02:32:58.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.64323258869908,50.245098039215684,1610612750,80,67,2025-11-20T02:33:02Z,4120000,False,1.0,7.0,1,right,R. Gobert driving finger roll Layup (6 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612750.0,MIN,driving finger roll,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,6.0,M. Conley,201144.0,1.0,,,,,
420,PT06M08.00S,2025-11-20T02:33:10.8Z,3,REGULAR,3pt,Jump Shot,[],203468,23.340998685939553,85.7843137254902,1610612764,80,67,2025-11-20T02:33:14Z,4140000,False,-179.0,167.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,
421,PT06M07.00S,2025-11-20T02:33:11.8Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612750,80,67,2025-11-20T02:33:14Z,4150000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Left Center,,,420.0,4.0,4.0,0.0,,,,,,,,,,,,,
422,PT06M01.00S,2025-11-20T02:33:20.7Z,3,REGULAR,foul,personal,['2freethrow'],203114,,,1610612750,80,67,2025-11-20T02:33:29Z,4160000,False,,,0,,K. Middleton shooting personal FOUL (1 PF) (Randle 2 FT),"[203114, 203944]",1610612764.0,WAS,shooting,,,Middleton,K. Middleton,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Randle,203944.0,,,,,,,,,
424,PT06M01.00S,2025-11-20T02:33:54.5Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,80,67,2025-11-20T02:33:54Z,4180000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
425,PT06M01.00S,2025-11-20T02:33:54.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,80,67,2025-11-20T02:33:54Z,4190000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,424.0,,,,,,,,,,,,,,,,
426,PT06M01.00S,2025-11-20T02:33:55.8Z,3,REGULAR,substitution,out,[],201144,,,1610612750,80,67,2025-11-20T02:34:05Z,4200000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M01.00S,2025-11-20T02:33:55.8Z,3,REGULAR,substitution,out,[],203114,,,1610612750,80,67,2025-11-20T02:34:05Z,4210000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M01.00S,2025-11-20T02:33:55.8Z,3,REGULAR,substitution,in,[],1641740,,,1610612750,80,67,2025-11-20T02:34:05Z,4220000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M01.00S,2025-11-20T02:33:55.8Z,3,REGULAR,substitution,in,[],1642848,,,1610612750,80,67,2025-11-20T02:34:05Z,4230000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M01.00S,2025-11-20T02:34:18.0Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,81,67,2025-11-20T02:34:18Z,4240000,False,,,0,,J. Randle Free Throw 2 of 2 (18 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,
431,PT05M49.00S,2025-11-20T02:34:31.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,16.819973718791065,49.877450980392155,1610612764,81,67,2025-11-20T02:34:37Z,4250000,False,1.0,106.0,1,left,MISS M. Bagley III 10' Jump Shot,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,In The Paint (Non-RA),8-16 Center,10.56,Missed,,,,,,,,,,,,,,,,,
432,PT05M46.00S,2025-11-20T02:34:34.4Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,81,67,2025-11-20T02:34:37Z,4260000,False,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,In The Paint (Non-RA),8-16 Center,,,431.0,6.0,5.0,1.0,,,,,,,,,,,,,
433,PT05M40.00S,2025-11-20T02:34:43.2Z,3,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612750,81,67,2025-11-20T02:34:50Z,4270000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Randle 2 FT),"[1628963, 203944]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,1628954.0,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,0.0,Randle,203944.0,,,,,,,,,
435,PT05M40.00S,2025-11-20T02:35:13.4Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,82,67,2025-11-20T02:35:48Z,4290000,False,,,0,,J. Randle Free Throw 1 of 2 (19 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,
436,PT05M40.00S,2025-11-20T02:35:13.9Z,3,REGULAR,substitution,out,[],1628963,,,1610612750,82,67,2025-11-20T02:35:19Z,4300000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M40.00S,2025-11-20T02:35:13.9Z,3,REGULAR,substitution,in,[],1641774,,,1610612750,82,67,2025-11-20T02:35:19Z,4310000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M40.00S,2025-11-20T02:35:13.4Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,82,67,2025-11-20T02:35:48Z,4320000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
439,PT05M38.00S,2025-11-20T02:35:15.4Z,3,REGULAR,rebound,defensive,[],1641731,,,1610612764,82,67,2025-11-20T02:35:48Z,4330000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,438.0,4.0,4.0,0.0,,,,,,,,,,,,,
440,PT05M19.00S,2025-11-20T02:35:58.6Z,3,REGULAR,3pt,Jump Shot,[],203468,23.99802890932983,84.06862745098039,1610612764,82,67,2025-11-20T02:36:03Z,4340000,False,-170.0,173.0,1,left,MISS C. McCollum 24' step back 3PT,[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,
441,PT05M18.00S,2025-11-20T02:35:59.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,82,67,2025-11-20T02:36:03Z,4350000,False,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Above the Break 3,24+ Left Center,,,440.0,7.0,6.0,1.0,,,,,,,,,,,,,
443,PT05M02.00S,2025-11-20T02:36:19.0Z,3,REGULAR,substitution,out,[],203944,,,1610612750,82,67,2025-11-20T02:36:31Z,4370000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M02.00S,2025-11-20T02:36:19.0Z,3,REGULAR,substitution,out,[],203468,,,1610612750,82,67,2025-11-20T02:36:31Z,4380000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M02.00S,2025-11-20T02:36:19.0Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,82,67,2025-11-20T02:36:31Z,4390000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M02.00S,2025-11-20T02:36:19.0Z,3,REGULAR,substitution,in,[],1642267,,,1610612750,82,67,2025-11-20T02:36:31Z,4400000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M59.00S,2025-11-20T02:36:43.4Z,3,REGULAR,foul,personal,[],1641774,,,1610612750,82,67,2025-11-20T02:36:51Z,4410000,False,,,0,,T. Vukcevic personal FOUL (3 PF),"[1641774, 203497]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,1628954.0,Mid-Range,16-24 Center,,,,,,,3.0,0.0,Gobert,203497.0,,,,,,,,,
449,PT04M52.00S,2025-11-20T02:37:09.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612750,82,67,2025-11-20T02:37:17Z,4430000,False,,,0,,T. Vukcevic shooting personal FOUL (4 PF) (Gobert 2 FT),"[1641774, 203497]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,4.0,0.0,Gobert,203497.0,,,,,,,,,
451,PT04M52.00S,2025-11-20T02:37:50.0Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,82,67,2025-11-20T02:37:50Z,4450000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
452,PT04M52.00S,2025-11-20T02:37:50.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,82,67,2025-11-20T02:37:50Z,4460000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,
453,PT04M52.00S,2025-11-20T02:38:14.8Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,83,67,2025-11-20T02:38:14Z,4470000,False,,,0,,R. Gobert Free Throw 2 of 2 (7 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
454,PT04M34.00S,2025-11-20T02:38:34.8Z,3,REGULAR,3pt,Jump Shot,[],1641774,21.369908015768726,89.95098039215686,1610612764,83,67,2025-11-20T02:38:40Z,4480000,False,-200.0,148.0,1,left,MISS T. Vukcevic 24' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,
455,PT04M31.00S,2025-11-20T02:38:37.8Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,83,67,2025-11-20T02:38:40Z,4490000,False,,,0,,R. Gobert REBOUND (Off:5 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Left Center,,,454.0,9.0,4.0,5.0,,,,,,,,,,,,,
456,PT04M22.00S,2025-11-20T02:38:46.0Z,3,REGULAR,3pt,Jump Shot,[],1641740,83.13074901445466,3.9215686274509802,1610612750,83,67,2025-11-20T02:38:51Z,4500000,False,-230.0,106.0,1,right,MISS J. Clark 25' 3PT,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,
457,PT04M21.00S,2025-11-20T02:38:48.4Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,83,67,2025-11-20T02:38:48Z,4510000,False,,,0,,N. Reid REBOUND (Off:2 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Left Center,,,456.0,4.0,2.0,2.0,,,,,,,,,,,,,
458,PT04M19.00S,2025-11-20T02:38:49.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,93.38042049934296,47.549019607843135,1610612750,83,67,2025-11-20T02:38:54Z,4520000,False,-12.0,10.0,1,right,MISS N. Reid putback Layup,[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,1.57,Missed,,,,,,,,,,,,,,,,,
459,PT04M19.00S,2025-11-20T02:38:49.8Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,83,67,2025-11-20T02:38:54Z,4530000,False,,,0,,N. Reid REBOUND (Off:3 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,,,458.0,5.0,2.0,3.0,,,,,,,,,,,,,
460,PT04M16.00S,2025-11-20T02:38:53.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,90.75229960578186,50.245098039215684,1610612750,83,67,2025-11-20T02:38:56Z,4540000,False,1.0,34.0,1,right,MISS N. Reid putback Layup - blocked,"[1629675, 1641731]",1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,Coulibaly,1641731.0
461,PT04M16.00S,2025-11-20T02:38:53.2Z,3,REGULAR,block,,[],1641731,,,1610612750,83,67,2025-11-20T02:39:18Z,4550000,False,,,0,,B. Coulibaly BLOCK (2 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
462,PT04M16.00S,2025-11-20T02:38:53.2Z,3,REGULAR,rebound,defensive,[],1642848,,,1610612764,83,67,2025-11-20T02:38:56Z,4560000,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,Restricted Area,0-8 Center,,,460.0,1.0,1.0,0.0,,,,,,,,,,,,,
463,PT04M11.00S,2025-11-20T02:39:00.3Z,3,REGULAR,turnover,discontinued dribble,[],1642848,,,1610612764,83,67,2025-11-20T02:39:13Z,4570000,False,,,0,,T. Johnson discontinued dribble TURNOVER (1 TO),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,2004.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,,,,
464,PT03M57.00S,2025-11-20T02:39:31.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641740,93.11760840998686,96.56862745098039,1610612750,83,67,2025-11-20T02:39:44Z,4580000,False,233.0,12.0,1,right,MISS J. Clark 3PT,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,
465,PT03M50.00S,2025-11-20T02:39:38.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,83,67,2025-11-20T02:39:44Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Right Corner 3,24+ Right,,,464.0,,,,,,,,,,,,,,,,
467,PT03M50.00S,2025-11-20T02:39:43.8Z,3,REGULAR,substitution,out,[],1641731,,,1610612750,83,67,2025-11-20T02:39:52Z,4610000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M50.00S,2025-11-20T02:39:43.8Z,3,REGULAR,substitution,in,[],1641715,,,1610612750,83,67,2025-11-20T02:39:52Z,4620000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M40.00S,2025-11-20T02:40:24.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642273,,,1610612750,83,67,2025-11-20T02:40:43Z,4630000,False,,,0,,K. George shooting personal FOUL (2 PF) (Clark 2 FT),"[1642273, 1641740]",1610612764.0,WAS,shooting,,,George,K. George,,,,,202026.0,Mid-Range,8-16 Left,,,,,,,2.0,0.0,Clark,1641740.0,,,,,,,,,
471,PT03M40.00S,2025-11-20T02:40:52.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641740,,,1610612750,83,67,2025-11-20T02:41:07Z,4650000,False,,,0,,MISS J. Clark Free Throw 1 of 2,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
472,PT03M40.00S,2025-11-20T02:40:52.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,83,67,2025-11-20T02:41:07Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,
473,PT03M40.00S,2025-11-20T02:40:52.7Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641740,,,1610612750,83,67,2025-11-20T02:41:07Z,4670000,False,,,0,,MISS J. Clark Free Throw 2 of 2,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
474,PT03M38.00S,2025-11-20T02:40:54.7Z,3,REGULAR,rebound,defensive,[],1641715,,,1610612764,83,67,2025-11-20T02:41:07Z,4680000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:4),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,473.0,5.0,4.0,1.0,,,,,,,,,,,,,
475,PT03M27.00S,2025-11-20T02:41:17.5Z,3,REGULAR,3pt,Jump Shot,[],1642273,27.414586070959263,80.63725490196079,1610612764,83,67,2025-11-20T02:41:22Z,4690000,False,-153.0,205.0,1,left,MISS K. George 25' step back 3PT,[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,
476,PT03M24.00S,2025-11-20T02:41:20.5Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612750,83,67,2025-11-20T02:41:22Z,4700000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:5),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Left Center,,,475.0,5.0,5.0,0.0,,,,,,,,,,,,,
477,PT03M18.00S,2025-11-20T02:41:28.6Z,3,REGULAR,foul,offensive,[],203497,,,1610612750,83,67,2025-11-20T02:41:36Z,4710000,False,,,0,,R. Gobert offensive FOUL (3 PF),"[203497, 1642273]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,2004.0,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,0.0,George,1642273.0,,,,,,,,,
479,PT03M18.00S,2025-11-20T02:41:28.6Z,3,REGULAR,turnover,offensive foul,[],203497,,,1610612750,83,67,2025-11-20T02:41:28Z,4730000,False,,,0,,R. Gobert offensive foul TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,2004.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,,,,
480,PT03M18.00S,2025-11-20T02:41:46.1Z,3,REGULAR,substitution,out,[],1628978,,,1610612764,83,67,2025-11-20T02:41:57Z,4740000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M18.00S,2025-11-20T02:41:46.1Z,3,REGULAR,substitution,in,[],201144,,,1610612764,83,67,2025-11-20T02:41:57Z,4750000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M05.00S,2025-11-20T02:42:12.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642273,7.046649145860711,47.05882352941176,1610612764,83,69,2025-11-20T02:42:19Z,4760000,False,15.0,14.0,1,left,K. George driving finger roll Layup (12 PTS) (T. Vukcevic 1 AST),"[1642273, 1641774]",1610612764.0,WAS,driving finger roll,,,George,K. George,,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,,12.0,T. Vukcevic,1641774.0,1.0,,,,,
484,PT02M49.00S,2025-11-20T02:42:29.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,89.30683311432325,47.05882352941176,1610612750,83,69,2025-11-20T02:42:33Z,4780000,False,-15.0,48.0,1,right,MISS A. Edwards driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,
485,PT02M47.00S,2025-11-20T02:42:31.2Z,3,REGULAR,rebound,defensive,[],1641774,,,1610612764,83,69,2025-11-20T02:42:33Z,4790000,False,,,0,,T. Vukcevic REBOUND (Off:2 Def:3),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,In The Paint (Non-RA),0-8 Center,,,484.0,5.0,3.0,2.0,,,,,,,,,,,,,
486,PT02M45.00S,2025-11-20T02:42:34.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641715,29.25427069645204,75.73529411764706,1610612764,83,72,2025-11-20T02:42:44Z,4800000,False,-129.0,222.0,1,left,C. Whitmore 25' 3PT running (11 PTS) (B. Carrington 1 AST),"[1641715, 1642267]",1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,,Above the Break 3,24+ Left Center,25.7,Made,,,,,,,,,11.0,B. Carrington,1642267.0,1.0,,,,,
488,PT02M43.00S,2025-11-20T02:42:42.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612750,83,72,2025-11-20T02:42:42Z,4820000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M43.00S,2025-11-20T02:43:57.5Z,3,REGULAR,substitution,out,[],203497,,,1610612750,83,72,2025-11-20T02:44:12Z,4830000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M43.00S,2025-11-20T02:43:57.5Z,3,REGULAR,substitution,in,[],203944,,,1610612750,83,72,2025-11-20T02:44:12Z,4840000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M23.00S,2025-11-20T02:45:04.9Z,3,REGULAR,2pt,Jump Shot,[],1630162,75.3777923784494,34.55882352941176,1610612750,83,72,2025-11-20T02:45:10Z,4870000,False,-77.0,179.0,1,right,MISS A. Edwards 19' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,Mid-Range,16-24 Left Center,19.48,Missed,,,,,,,,,,,,,,,,,
494,PT02M19.00S,2025-11-20T02:45:08.9Z,3,REGULAR,rebound,offensive,[],201144,,,1610612750,83,72,2025-11-20T02:45:10Z,4880000,False,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,Mid-Range,16-24 Left Center,,,493.0,1.0,0.0,1.0,,,,,,,,,,,,,
495,PT02M14.00S,2025-11-20T02:45:13.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,92.46057818659659,47.549019607843135,1610612750,83,72,2025-11-20T02:45:17Z,4890000,False,-12.0,18.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,
496,PT02M11.00S,2025-11-20T02:45:16.9Z,3,REGULAR,rebound,offensive,[],1641740,,,1610612750,83,72,2025-11-20T02:45:17Z,4900000,False,,,0,,J. Clark REBOUND (Off:1 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,,,495.0,3.0,2.0,1.0,,,,,,,,,,,,,
497,PT02M11.00S,2025-11-20T02:45:16.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641740,94.40999984741211,50.0,1610612750,83,72,2025-11-20T02:45:19Z,4910000,False,0.0,0.0,1,right,MISS J. Clark tip Layup,[1641740],1610612750.0,MIN,tip,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
498,PT02M11.00S,2025-11-20T02:45:16.6Z,3,REGULAR,rebound,offensive,[],1641740,,,1610612750,83,72,2025-11-20T02:45:19Z,4920000,False,,,0,,J. Clark REBOUND (Off:2 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,,,497.0,4.0,2.0,2.0,,,,,,,,,,,,,
499,PT02M09.00S,2025-11-20T02:45:18.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641740,94.40999984741211,50.0,1610612750,85,72,2025-11-20T02:45:18Z,4930000,False,0.0,0.0,1,right,J. Clark tip Layup (5 PTS),[1641740],1610612750.0,MIN,tip,,,Clark,J. Clark,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,5.0,,,,,,,,
500,PT01M55.00S,2025-11-20T02:45:35.4Z,3,REGULAR,turnover,out-of-bounds,[],1642848,,,1610612764,85,72,2025-11-20T02:45:42Z,4940000,False,,,0,,T. Johnson lost ball out-of-bounds TURNOVER (2 TO),[1642848],1610612764.0,WAS,lost ball,,,Johnson,T. Johnson,,,,,202026.0,Mid-Range,16-24 Right,,,,,,,,,,,,,,,2.0,,,,
