actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
171,PT00M30.00S,2025-11-20T01:36:10.6Z,1,REGULAR,violation,kicked ball,[],1641774,,,1610612750,34,27,2025-11-20T02:19:28Z,1690000,False,,,0,,T. Vukcevic kicked ball VIOLATION,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,2004.0,,,,,,,,,,,,,,,,,,,,,
172,PT00M14.20S,2025-11-20T01:36:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.703679369250986,50.73529411764706,1610612750,34,27,2025-11-20T01:36:43Z,1700000,False,-4.0,20.0,1,left,MISS J. Randle driving Layup - blocked,"[203944, 1628963]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,Bagley III,1628963.0
173,PT00M14.20S,2025-11-20T01:36:40.0Z,1,REGULAR,block,,[],1628963,,,1610612750,34,27,2025-11-20T01:36:41Z,1710000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
174,PT00M11.60S,2025-11-20T01:36:42.6Z,1,REGULAR,rebound,defensive,[],203468,,,1610612764,34,27,2025-11-20T01:36:43Z,1720000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,
175,PT00M00.10S,2025-11-20T01:36:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,92.19776609724047,48.03921568627451,1610612764,34,29,2025-11-20T01:36:57Z,1730000,False,-10.0,21.0,1,right,T. Vukcevic cutting Layup (5 PTS) (C. McCollum 1 AST),"[1641774, 203468]",1610612764.0,WAS,cutting,,,Vukcevic,T. Vukcevic,,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,,,,,5.0,C. McCollum,203468.0,1.0,,,,,
177,PT00M00.00S,2025-11-20T01:37:01.7Z,1,REGULAR,period,end,[],0,,,1610612750,34,29,2025-11-20T01:37:01Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,34,29,2025-11-20T01:39:42Z,1760000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,out,['startperiod'],201144,,,1610612750,34,29,2025-11-20T01:39:42Z,1770000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612750,34,29,2025-11-20T01:39:42Z,1780000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,out,['startperiod'],203468,,,1610612750,34,29,2025-11-20T01:39:42Z,1790000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,34,29,2025-11-20T01:39:42Z,1800000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,in,['startperiod'],1642265,,,1610612750,34,29,2025-11-20T01:39:42Z,1810000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,34,29,2025-11-20T01:39:42Z,1820000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-11-20T01:39:23.8Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612750,34,29,2025-11-20T01:39:42Z,1830000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-11-20T01:39:47.8Z,2,REGULAR,period,start,[],0,,,1610612750,34,29,2025-11-20T01:39:47Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M49.00S,2025-11-20T01:39:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,17.427726675427067,37.00980392156863,1610612750,36,29,2025-11-20T01:40:50Z,1850000,False,65.0,111.0,1,left,N. Reid 12' floating Jump Shot (7 PTS) (R. Dillingham 1 AST),"[1629675, 1642265]",1610612750.0,MIN,floating,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),8-16 Center,12.89,Made,,,,,,,,,7.0,R. Dillingham,1642265.0,1.0,,,,,
189,PT11M34.00S,2025-11-20T01:40:13.2Z,2,REGULAR,turnover,bad pass,[],1628963,,,1610612764,36,29,2025-11-20T01:40:18Z,1870000,False,,,0,,M. Bagley III bad pass TURNOVER (2 TO),"[1628963, 1642265]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,2.0,Dillingham,1642265.0,,
190,PT11M34.00S,2025-11-20T01:40:13.2Z,2,REGULAR,steal,,[],1642265,,,1610612750,36,29,2025-11-20T01:40:15Z,1880000,False,,,0,,R. Dillingham STEAL (1 STL),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
191,PT11M29.00S,2025-11-20T01:40:17.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629675,10.5946123521682,44.6078431372549,1610612750,38,29,2025-11-20T01:40:22Z,1890000,False,27.0,47.0,1,left,N. Reid running finger roll Layup (9 PTS) (R. Dillingham 2 AST),"[1629675, 1642265]",1610612750.0,MIN,running finger roll,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,,,,,9.0,R. Dillingham,1642265.0,2.0,,,,,
193,PT11M10.00S,2025-11-20T01:40:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,90.75229960578186,47.794117647058826,1610612764,38,29,2025-11-20T01:40:39Z,1910000,False,-11.0,34.0,1,right,MISS M. Bagley III cutting Layup,[1628963],1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,
194,PT11M09.00S,2025-11-20T01:40:37.0Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612750,38,29,2025-11-20T01:40:39Z,1920000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,Restricted Area,0-8 Center,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,
195,PT11M04.00S,2025-11-20T01:40:43.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,32.40801576872536,53.18627450980392,1610612750,38,29,2025-11-20T01:41:44Z,1930000,False,-16.0,252.0,1,left,MISS N. Reid 25' running 3PT,[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,
196,PT11M01.00S,2025-11-20T01:40:46.0Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,38,29,2025-11-20T01:40:47Z,1940000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,Above the Break 3,24+ Center,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT10M58.00S,2025-11-20T01:40:49.1Z,2,REGULAR,turnover,bad pass,[],1642267,,,1610612764,38,29,2025-11-20T01:40:53Z,1950000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1629675]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Reid,1629675.0,,
198,PT10M58.00S,2025-11-20T01:40:49.1Z,2,REGULAR,steal,,[],1629675,,,1610612750,38,29,2025-11-20T01:40:50Z,1960000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
199,PT10M48.00S,2025-11-20T01:40:58.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642265,21.76412614980289,46.32352941176471,1610612750,38,29,2025-11-20T01:41:02Z,1970000,False,18.0,152.0,1,left,MISS R. Dillingham 15' pullup Shot,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,,Mid-Range,8-16 Center,15.32,Missed,,,,,,,,,,,,,,,,,
200,PT10M46.00S,2025-11-20T01:41:00.7Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,38,29,2025-11-20T01:41:02Z,1980000,False,,,0,,T. Vukcevic REBOUND (Off:2 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Mid-Range,8-16 Center,,,199.0,3.0,1.0,2.0,,,,,,,,,,,,,
201,PT10M43.00S,2025-11-20T01:41:03.5Z,2,REGULAR,turnover,bad pass,[],1641774,,,1610612764,38,29,2025-11-20T01:46:56Z,1990000,False,,,0,,T. Vukcevic bad pass TURNOVER (2 TO),"[1641774, 1641740]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,Clark,1641740.0,,
202,PT10M43.00S,2025-11-20T01:41:03.5Z,2,REGULAR,steal,,[],1641740,,,1610612750,38,29,2025-11-20T01:41:05Z,2000000,False,,,0,,J. Clark STEAL (2 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
304,PT10M38.00S,2025-11-20T01:41:06.1Z,2,REGULAR,turnover,lost ball,[],1628978,,,1610612750,38,29,2025-11-20T01:56:28Z,2005000,False,,,0,,D. DiVincenzo lost ball TURNOVER (1 TO),"[1628978, 1642848]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,Johnson,1642848.0,,
305,PT10M38.00S,2025-11-20T01:41:06.1Z,2,REGULAR,steal,,[],1642848,,,1610612764,38,29,2025-11-20T02:40:39Z,2007500,False,,,0,,T. Johnson STEAL (1 STL),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
205,PT10M18.00S,2025-11-20T01:41:29.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642848,92.32917214191852,95.58823529411765,1610612764,38,29,2025-11-20T01:56:37Z,2030000,False,228.0,20.0,1,right,MISS T. Johnson 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,Right Corner 3,24+ Right,22.87,Missed,,,,,,,,,,,,,,,,,
206,PT10M14.00S,2025-11-20T01:41:33.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,38,29,2025-11-20T01:41:34Z,2040000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Right Corner 3,24+ Right,,,205.0,5.0,2.0,3.0,,,,,,,,,,,,,
207,PT10M02.00S,2025-11-20T01:41:44.6Z,2,REGULAR,3pt,Jump Shot,[],1629675,19.530223390275953,91.17647058823529,1610612750,38,29,2025-11-20T01:41:48Z,2050000,False,-206.0,131.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Left Center,24.41,Missed,,,,,,,,,,,,,,,,,
208,PT09M59.00S,2025-11-20T01:41:47.6Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,38,29,2025-11-20T01:41:48Z,2060000,False,,,0,,T. Vukcevic REBOUND (Off:2 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Above the Break 3,24+ Left Center,,,207.0,4.0,2.0,2.0,,,,,,,,,,,,,
209,PT09M46.00S,2025-11-20T01:42:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203114,91.01511169513797,55.88235294117647,1610612764,38,29,2025-11-20T01:42:03Z,2070000,False,29.0,32.0,1,right,MISS K. Middleton driving Layup - blocked,"[203114, 1641740]",1610612764.0,WAS,driving,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,Clark,1641740.0
210,PT09M46.00S,2025-11-20T01:42:00.7Z,2,REGULAR,block,,[],1641740,,,1610612764,38,29,2025-11-20T01:42:02Z,2080000,False,,,0,,J. Clark BLOCK (1 BLK),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
211,PT09M44.00S,2025-11-20T01:42:02.7Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612750,38,29,2025-11-20T01:42:03Z,2090000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:2),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,In The Paint (Non-RA),0-8 Center,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,
212,PT09M38.00S,2025-11-20T01:42:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642265,13.354139290407357,60.78431372549019,1610612750,38,29,2025-11-20T01:42:14Z,2100000,False,-54.0,73.0,1,left,MISS R. Dillingham 9' turnaround Shot,[1642265],1610612750.0,MIN,turnaround,,,Dillingham,R. Dillingham,,,,,,In The Paint (Non-RA),8-16 Left,9.07,Missed,,,,,,,,,,,,,,,,,
213,PT09M37.00S,2025-11-20T01:42:10.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,38,29,2025-11-20T01:42:28Z,2110000,False,,,0,,R. Gobert REBOUND (Off:4 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),8-16 Left,,,212.0,6.0,2.0,4.0,,,,,,,,,,,,,
214,PT09M37.00S,2025-11-20T01:42:15.4Z,2,REGULAR,foul,personal,[],1642267,,,1610612750,38,29,2025-11-20T01:42:26Z,2120000,False,,,0,,B. Carrington personal FOUL (2 PF),"[1642267, 203497]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,2004.0,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,,,,
216,PT09M37.00S,2025-11-20T01:42:26.3Z,2,REGULAR,substitution,out,[],1641740,,,1610612750,38,29,2025-11-20T01:42:48Z,2140000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M37.00S,2025-11-20T01:42:26.3Z,2,REGULAR,substitution,out,[],1628963,,,1610612750,38,29,2025-11-20T01:42:48Z,2150000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M37.00S,2025-11-20T01:42:26.3Z,2,REGULAR,substitution,in,[],1630538,,,1610612750,38,29,2025-11-20T01:42:48Z,2160000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M37.00S,2025-11-20T01:42:26.3Z,2,REGULAR,substitution,in,[],1641715,,,1610612750,38,29,2025-11-20T01:42:48Z,2170000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M29.00S,2025-11-20T01:42:59.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628978,15.456636005256241,41.42156862745098,1610612750,38,29,2025-11-20T01:43:04Z,2180000,False,43.0,93.0,1,left,MISS D. DiVincenzo 10' driving floating Shot,[1628978],1610612750.0,MIN,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,,In The Paint (Non-RA),8-16 Center,10.22,Missed,,,,,,,,,,,,,,,,,
221,PT09M25.00S,2025-11-20T01:43:03.9Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612764,38,29,2025-11-20T01:43:04Z,2190000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:3),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,In The Paint (Non-RA),8-16 Center,,,220.0,4.0,3.0,1.0,,,,,,,,,,,,,
222,PT09M20.00S,2025-11-20T01:43:08.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641715,90.3580814717477,45.588235294117645,1610612764,38,29,2025-11-20T01:43:56Z,2200000,False,-22.0,38.0,1,right,MISS C. Whitmore running finger roll Layup - blocked,"[1641715, 203497]",1610612764.0,WAS,running finger roll,,,Whitmore,C. Whitmore,,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,Gobert,203497.0
223,PT09M20.00S,2025-11-20T01:43:08.0Z,2,REGULAR,block,,[],203497,,,1610612764,38,29,2025-11-20T01:43:10Z,2210000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
224,PT09M18.00S,2025-11-20T01:43:10.0Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,38,29,2025-11-20T01:43:15Z,2220000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Restricted Area,0-8 Center,,,222.0,2.0,2.0,0.0,,,,,,,,,,,,,
225,PT09M14.00S,2025-11-20T01:43:15.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,17.95335085413929,6.61764705882353,1610612750,38,29,2025-11-20T01:44:14Z,2230000,False,217.0,116.0,1,left,MISS B. Hyland 24' running 3PT,[1630538],1610612750.0,MIN,running,,,Hyland,B. Hyland,,,,,,Above the Break 3,24+ Right Center,24.61,Missed,,,,,,,,,,,,,,,,,
226,PT09M11.00S,2025-11-20T01:43:17.7Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,38,29,2025-11-20T01:43:17Z,2240000,False,,,0,,R. Gobert REBOUND (Off:5 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Right Center,,,225.0,7.0,2.0,5.0,,,,,,,,,,,,,
227,PT09M10.00S,2025-11-20T01:43:18.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,5.863994743758213,50.98039215686274,1610612750,40,29,2025-11-20T01:43:24Z,2250000,False,-5.0,3.0,1,left,R. Gobert putback DUNK (2 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,,,2.0,,,,,,,,
228,PT09M03.00S,2025-11-20T01:43:24.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641774,92.59198423127464,51.225490196078425,1610612764,40,29,2025-11-20T01:45:09Z,2260000,False,6.0,17.0,1,right,MISS T. Vukcevic cutting DUNK - blocked,"[1641774, 1629675]",1610612764.0,WAS,cutting,,,Vukcevic,T. Vukcevic,,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,Reid,1629675.0
229,PT09M03.00S,2025-11-20T01:43:24.9Z,2,REGULAR,block,,[],1629675,,,1610612764,40,29,2025-11-20T01:43:26Z,2270000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
230,PT09M01.00S,2025-11-20T01:43:26.9Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,40,29,2025-11-20T01:43:31Z,2280000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Restricted Area,0-8 Center,,,228.0,3.0,3.0,0.0,,,,,,,,,,,,,
231,PT08M54.00S,2025-11-20T01:43:34.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629675,8.14717477003942,59.33670343137255,1610612750,40,29,2025-11-20T01:44:18Z,2290000,False,-47.0,24.0,1,left,MISS N. Reid running Shot - blocked,"[1629675, 203114]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,Middleton,203114.0
232,PT08M54.00S,2025-11-20T01:43:34.3Z,2,REGULAR,block,,[],203114,,,1610612750,40,29,2025-11-20T01:43:37Z,2300000,False,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
233,PT08M50.00S,2025-11-20T01:43:38.3Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,40,29,2025-11-20T01:48:31Z,2310000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),0-8 Center,,,231.0,1.0,1.0,0.0,,,,,,,,,,,,,
234,PT08M36.00S,2025-11-20T01:43:52.5Z,2,REGULAR,3pt,Jump Shot,[],1642267,74.98357424441524,82.84313725490196,1610612764,40,29,2025-11-20T01:45:58Z,2320000,False,164.0,183.0,1,right,MISS B. Carrington 24' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,,Above the Break 3,24+ Right Center,24.56,Missed,,,,,,,,,,,,,,,,,
235,PT08M33.00S,2025-11-20T01:43:55.5Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,40,29,2025-11-20T01:44:00Z,2330000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,Above the Break 3,24+ Right Center,,,234.0,1.0,1.0,0.0,,,,,,,,,,,,,
236,PT08M27.00S,2025-11-20T01:44:02.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,4.418528252299605,96.07843137254902,1610612750,43,29,2025-11-20T01:44:05Z,2340000,False,-230.0,-11.0,1,left,N. Reid 3PT  (12 PTS) (R. Gobert 2 AST),"[1629675, 203497]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Left Corner 3,24+ Left,23.07,Made,,,,,,,,,12.0,R. Gobert,203497.0,2.0,,,,,
238,PT08M25.00S,2025-11-20T01:44:07.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,43,29,2025-11-20T01:44:07Z,2360000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,out,[],1642267,,,1610612764,43,29,2025-11-20T01:46:47Z,2370000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,out,[],1642848,,,1610612764,43,29,2025-11-20T01:46:47Z,2380000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,out,[],203114,,,1610612764,43,29,2025-11-20T01:46:47Z,2390000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,out,[],1641715,,,1610612764,43,29,2025-11-20T01:46:47Z,2400000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,in,[],203468,,,1610612764,43,29,2025-11-20T01:46:47Z,2410000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,43,29,2025-11-20T01:46:47Z,2420000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,43,29,2025-11-20T01:46:47Z,2430000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M25.00S,2025-11-20T01:46:25.4Z,2,REGULAR,substitution,in,[],1642273,,,1610612764,43,29,2025-11-20T01:46:47Z,2440000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M09.00S,2025-11-20T01:47:17.5Z,2,REGULAR,turnover,lost ball,[],1641774,,,1610612764,43,29,2025-11-20T01:47:21Z,2450000,False,,,0,,T. Vukcevic lost ball TURNOVER (3 TO),"[1641774, 1642265]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,3.0,Dillingham,1642265.0,,
