actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
587,PT05M57.00S,2025-01-23T02:35:26.0Z,4,REGULAR,3pt,Jump Shot,[],1629631,22.421156373193167,12.990196078431374,1610612737,91,105,2025-01-23T02:35:32Z,5800000,False,185.0,158.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,24.35,Missed,,,,,,,,,,,,,
588,PT05M54.00S,2025-01-23T02:35:29.0Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,91,105,2025-01-23T02:35:58Z,5810000,False,,,0,,J. Duren REBOUND (Off:1 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,587.0,,,,,,,9.0,8.0,1.0,,
589,PT05M47.00S,2025-01-23T02:35:39.2Z,4,REGULAR,foul,personal,[],1629027,,,1610612765,91,105,2025-01-23T02:35:45Z,5820000,False,,,0,,T. Young personal FOUL (2 PF),"[1629027, 1630595]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,1199.0,2.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
591,PT05M47.00S,2025-01-23T02:35:47.0Z,4,REGULAR,substitution,out,[],203991,,,1610612765,91,105,2025-01-23T02:35:56Z,5840000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M47.00S,2025-01-23T02:35:47.0Z,4,REGULAR,substitution,out,[],1641842,,,1610612765,91,105,2025-01-23T02:35:56Z,5850000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M47.00S,2025-01-23T02:35:47.0Z,4,REGULAR,substitution,in,[],1630168,,,1610612765,91,105,2025-01-23T02:35:56Z,5860000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M47.00S,2025-01-23T02:35:47.0Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,91,105,2025-01-23T02:35:56Z,5870000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M39.00S,2025-01-23T02:36:04.5Z,4,REGULAR,3pt,Jump Shot,[],203501,72.35545335085413,79.16666666666666,1610612765,91,105,2025-01-23T02:36:51Z,5880000,False,146.0,207.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.35,Missed,,,,,,,,,,,,,
596,PT05M35.00S,2025-01-23T02:36:08.5Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,91,105,2025-01-23T02:36:10Z,5890000,False,,,0,,D. Daniels REBOUND (Off:3 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,595.0,,,,,,,8.0,5.0,3.0,,
597,PT05M29.00S,2025-01-23T02:36:13.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630249,5.863994743758213,47.794117647058826,1610612737,91,105,2025-01-23T02:38:28Z,5900000,False,11.0,3.0,1,left,MISS V. Krejčí running Layup,[1630249],1610612737.0,ATL,running,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,1.13,Missed,,,,,,,,,,,,,
598,PT05M24.00S,2025-01-23T02:36:18.4Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,91,105,2025-01-23T02:36:20Z,5910000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,597.0,,,,,,,8.0,4.0,4.0,,
599,PT05M24.00S,2025-01-23T02:36:18.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,5.590000152587891,50.0,1610612737,91,105,2025-01-23T02:36:18Z,5920000,False,0.0,0.0,1,left,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
600,PT05M23.00S,2025-01-23T02:36:18.9Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,91,105,2025-01-23T02:36:18Z,5930000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,599.0,,,,,,,5.0,4.0,1.0,,
601,PT05M22.00S,2025-01-23T02:36:20.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641709,92.59198423127464,49.26470588235294,1610612765,91,107,2025-01-23T02:40:00Z,5940000,False,-4.0,17.0,1,right,A. Thompson running DUNK (14 PTS) (C. Cunningham 9 AST),"[1641709, 1630595]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,1.75,Made,14.0,,C. Cunningham,1630595.0,9.0,,,,,,,,
603,PT05M08.00S,2025-01-23T02:36:34.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.85742444152431,41.66666666666667,1610612737,91,107,2025-01-23T02:36:40Z,5960000,False,42.0,50.0,1,left,MISS T. Young 6' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.48,Missed,,,,,,,,,,,,,
604,PT05M06.00S,2025-01-23T02:36:36.9Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,91,107,2025-01-23T02:36:36Z,5970000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,603.0,,,,,,,9.0,4.0,5.0,,
605,PT05M05.00S,2025-01-23T02:36:38.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,30.831143232588698,27.450980392156865,1610612737,91,107,2025-01-23T02:36:44Z,5980000,False,113.0,237.0,1,left,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,26.27,Missed,,,,,,,,,,,,,
606,PT05M05.00S,2025-01-23T02:36:38.4Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,91,107,2025-01-23T02:36:44Z,5990000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,605.0,,,,,,,6.0,5.0,1.0,,
607,PT04M52.00S,2025-01-23T02:36:49.9Z,4,REGULAR,turnover,bad pass,[],203501,,,1610612765,91,107,2025-01-23T02:36:53Z,6000000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (2 TO),"[203501, 1629631]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Hunter,1629631.0,,,,,
608,PT04M52.00S,2025-01-23T02:36:49.9Z,4,REGULAR,steal,,[],1629631,,,1610612737,91,107,2025-01-23T02:36:52Z,6010000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
609,PT04M46.00S,2025-01-23T02:36:57.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630700,10.5946123521682,3.431372549019608,1610612737,91,107,2025-01-23T02:37:04Z,6020000,False,233.0,47.0,1,left,MISS D. Daniels running 3PT,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,23.75,Missed,,,,,,,,,,,,,
610,PT04M42.00S,2025-01-23T02:37:01.0Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,91,107,2025-01-23T02:37:04Z,6030000,False,,,0,,J. Duren REBOUND (Off:1 Def:9),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,,,,,,609.0,,,,,,,10.0,9.0,1.0,,
611,PT04M29.00S,2025-01-23T02:37:15.2Z,4,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,91,107,2025-01-23T02:37:21Z,6040000,False,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (7 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,1199.0,,,,,,,,,,,,7.0,,,,,,,
612,PT04M29.00S,2025-01-23T02:37:19.4Z,4,REGULAR,substitution,out,[],1630249,,,1610612737,91,107,2025-01-23T02:37:22Z,6050000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M29.00S,2025-01-23T02:37:19.4Z,4,REGULAR,substitution,in,[],1630552,,,1610612737,91,107,2025-01-23T02:37:22Z,6060000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M22.00S,2025-01-23T02:37:39.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,6.783837056504599,41.911764705882355,1610612737,91,107,2025-01-23T02:37:43Z,6070000,False,40.0,11.0,1,left,MISS D. Daniels driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,4.2,Missed,,,,,,,,,,,,,
615,PT04M19.00S,2025-01-23T02:37:42.0Z,4,REGULAR,rebound,defensive,[],203501,,,1610612765,91,107,2025-01-23T02:37:43Z,6080000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,614.0,,,,,,,5.0,5.0,0.0,,
616,PT04M16.00S,2025-01-23T02:37:45.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641709,93.24901445466492,49.01960784313725,1610612765,91,109,2025-01-23T02:37:58Z,6090000,False,-5.0,11.0,1,right,A. Thompson running DUNK (16 PTS) (C. Cunningham 10 AST),"[1641709, 1630595]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,1.2,Made,16.0,,C. Cunningham,1630595.0,10.0,,,,,,,,
618,PT04M16.00S,2025-01-23T02:37:51.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,91,109,2025-01-23T02:37:51Z,6110000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M51.00S,2025-01-23T02:41:30.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,16.90210249671485,48.529411764705884,1610612737,93,109,2025-01-23T02:42:00Z,6120000,False,7.0,106.0,1,left,D. Hunter 10' pullup Jump Shot (10 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.67,Made,10.0,,,,,,,,,,,,
620,PT03M33.00S,2025-01-23T02:41:47.8Z,4,REGULAR,turnover,bad pass,[],1630595,,,1610612765,93,109,2025-01-23T02:41:52Z,6130000,False,,,0,,C. Cunningham bad pass TURNOVER (8 TO),"[1630595, 1630700]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,8.0,Daniels,1630700.0,,,,,
621,PT03M33.00S,2025-01-23T02:41:47.8Z,4,REGULAR,steal,,[],1630700,,,1610612737,93,109,2025-01-23T02:41:49Z,6140000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
622,PT03M27.00S,2025-01-23T02:41:54.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,5.601182654402102,50.73529411764706,1610612737,93,109,2025-01-23T02:42:03Z,6150000,False,-4.0,0.0,1,left,MISS J. Johnson running Layup,[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,0.37,Missed,,,,,,,,,,,,,
623,PT03M22.00S,2025-01-23T02:41:59.6Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612737,93,109,2025-01-23T02:41:59Z,6160000,False,,,0,,D. Daniels REBOUND (Off:4 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,622.0,,,,,,,9.0,5.0,4.0,,
624,PT03M22.00S,2025-01-23T02:41:59.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630700,5.590000152587891,50.0,1610612737,95,109,2025-01-23T02:41:59Z,6170000,False,0.0,0.0,1,left,D. Daniels putback Layup (20 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,20.0,,,,,,,,,,,,
625,PT03M05.00S,2025-01-23T02:42:17.1Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612765,95,109,2025-01-23T02:42:37Z,6180000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Harris 2 FT),"[1630168, 202699]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,203593.0,3.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
627,PT03M05.00S,2025-01-23T02:42:43.9Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,95,109,2025-01-23T02:42:43Z,6200000,False,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
628,PT03M05.00S,2025-01-23T02:42:43.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,95,109,2025-01-23T02:42:43Z,6210000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,627.0,,,,,,,,,,,
629,PT03M05.00S,2025-01-23T02:43:03.4Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,95,110,2025-01-23T02:43:03Z,6220000,False,,,0,,T. Harris Free Throw 2 of 2 (9 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
630,PT02M58.00S,2025-01-23T02:43:12.8Z,4,REGULAR,3pt,Jump Shot,[],1629027,28.465834428383708,71.81372549019608,1610612737,98,110,2025-01-23T02:43:18Z,6230000,False,-109.0,215.0,1,left,T. Young 24' 3PT pullup (11 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,24.12,Made,11.0,,,,,,,,,,,,
631,PT02M52.00S,2025-01-23T02:43:22.5Z,4,REGULAR,turnover,bad pass,[],1631105,,,1610612765,98,110,2025-01-23T02:44:43Z,6240000,False,,,0,,J. Duren bad pass TURNOVER (3 TO),"[1631105, 1630552]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Johnson,1630552.0,,,,,
632,PT02M52.00S,2025-01-23T02:43:22.5Z,4,REGULAR,steal,,[],1630552,,,1610612737,98,110,2025-01-23T02:43:24Z,6250000,False,,,0,,J. Johnson STEAL (4 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
633,PT02M50.00S,2025-01-23T02:43:25.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,8.754927726675426,47.05882352941176,1610612737,98,110,2025-01-23T02:44:52Z,6260000,False,15.0,30.0,1,left,MISS J. Johnson floating Shot - blocked,"[1630552, 1631105]",1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,3.32,Missed,,,,,,,,,,,,Duren,1631105.0
634,PT02M50.00S,2025-01-23T02:43:25.2Z,4,REGULAR,block,,[],1631105,,,1610612737,98,110,2025-01-23T02:43:28Z,6270000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
635,PT02M49.00S,2025-01-23T02:43:26.2Z,4,REGULAR,rebound,defensive,[],203501,,,1610612765,98,110,2025-01-23T02:44:52Z,6280000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:6),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,633.0,,,,,,,6.0,6.0,0.0,,
636,PT02M40.00S,2025-01-23T02:43:30.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,86.5473061760841,46.32352941176471,1610612765,98,110,2025-01-23T02:45:32Z,6290000,False,-18.0,74.0,1,right,MISS C. Cunningham 7' running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.63,Missed,,,,,,,,,,,,,
637,PT02M37.00S,2025-01-23T02:43:33.9Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,98,110,2025-01-23T02:45:32Z,6300000,False,,,0,,D. Daniels REBOUND (Off:4 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,636.0,,,,,,,10.0,6.0,4.0,,
638,PT02M32.00S,2025-01-23T02:43:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,6.915243101182654,53.431372549019606,1610612737,98,110,2025-01-23T02:43:47Z,6310000,False,-17.0,13.0,1,left,MISS D. Hunter driving floating Shot - blocked,"[1629631, 1631105]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,2.13,Missed,,,,,,,,,,,,Duren,1631105.0
639,PT02M32.00S,2025-01-23T02:43:38.4Z,4,REGULAR,block,,[],1631105,,,1610612737,98,110,2025-01-23T02:43:41Z,6320000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
640,PT02M29.00S,2025-01-23T02:43:41.4Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,98,110,2025-01-23T02:43:47Z,6330000,False,,,0,,J. Duren REBOUND (Off:1 Def:10),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,638.0,,,,,,,11.0,10.0,1.0,,
641,PT02M28.00S,2025-01-23T02:43:42.6Z,4,REGULAR,turnover,bad pass,[],1631105,,,1610612765,98,110,2025-01-23T02:49:52Z,6340000,False,,,0,,J. Duren bad pass TURNOVER (4 TO),"[1631105, 1629027]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,4.0,Young,1629027.0,,,,,
642,PT02M28.00S,2025-01-23T02:43:42.6Z,4,REGULAR,steal,,[],1629027,,,1610612737,98,110,2025-01-23T02:43:44Z,6350000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
643,PT02M25.00S,2025-01-23T02:43:45.4Z,4,REGULAR,turnover,bad pass,[],1630700,,,1610612737,98,110,2025-01-23T02:43:54Z,6360000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1641709]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Thompson,1641709.0,,,,,
644,PT02M25.00S,2025-01-23T02:43:45.4Z,4,REGULAR,steal,,[],1641709,,,1610612765,98,110,2025-01-23T02:43:47Z,6370000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
645,PT02M21.00S,2025-01-23T02:43:49.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630595,92.46057818659659,47.794117647058826,1610612765,98,112,2025-01-23T02:43:57Z,6380000,False,-11.0,18.0,1,right,C. Cunningham running Layup (29 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,2.14,Made,29.0,,,,,,,,,,,,
646,PT02M13.00S,2025-01-23T02:43:58.3Z,4,REGULAR,3pt,Jump Shot,[],1630552,30.305519053876477,32.59803921568628,1610612737,98,112,2025-01-23T02:44:11Z,6390000,False,87.0,232.0,1,left,MISS J. Johnson 24' pullup 3PT,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,24.82,Missed,,,,,,,,,,,,,
647,PT02M12.00S,2025-01-23T02:43:59.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,98,112,2025-01-23T02:44:11Z,6400000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,646.0,,,,,,,,,,,
649,PT02M09.00S,2025-01-23T02:44:20.1Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,98,112,2025-01-23T02:44:26Z,6420000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1641709]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,4.0,Thompson,1641709.0,,,,,
650,PT02M09.00S,2025-01-23T02:44:20.1Z,4,REGULAR,steal,,[],1641709,,,1610612765,98,112,2025-01-23T02:44:22Z,6430000,False,,,0,,A. Thompson STEAL (3 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
651,PT01M49.00S,2025-01-23T02:44:40.6Z,4,REGULAR,turnover,bad pass,[],1630595,,,1610612765,98,112,2025-01-23T02:44:46Z,6440000,False,,,0,,C. Cunningham bad pass TURNOVER (9 TO),"[1630595, 1629027]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,9.0,Young,1629027.0,,,,,
652,PT01M49.00S,2025-01-23T02:44:40.6Z,4,REGULAR,steal,,[],1629027,,,1610612737,98,112,2025-01-23T02:44:42Z,6450000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
653,PT01M47.00S,2025-01-23T02:44:44.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,6.521024967148489,50.73529411764706,1610612737,100,112,2025-01-23T02:44:49Z,6460000,False,-4.0,9.0,1,left,T. Young running Layup (13 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,0.95,Made,13.0,,,,,,,,,,,,
654,PT01M26.00S,2025-01-23T02:45:09.5Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,100,112,2025-01-23T02:45:15Z,6470000,False,,,0,,C. Cunningham lost ball TURNOVER (10 TO),"[1630595, 1630552]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,10.0,Johnson,1630552.0,,,,,
655,PT01M26.00S,2025-01-23T02:45:09.5Z,4,REGULAR,steal,,[],1630552,,,1610612737,100,112,2025-01-23T02:45:13Z,6480000,False,,,0,,J. Johnson STEAL (5 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
657,PT01M24.00S,2025-01-23T02:45:27.5Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,100,112,2025-01-23T02:45:34Z,6500000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,203593.0,,,,,,,,,,,,,,,,,,,
658,PT01M21.00S,2025-01-23T02:45:38.5Z,4,REGULAR,foul,offensive,[],1629027,,,1610612737,100,112,2025-01-23T02:46:04Z,6510000,False,,,0,,T. Young offensive FOUL (3 PF),"[1629027, 1641709]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,1162.0,3.0,0.0,Thompson,1641709.0,,,,,,,,,,,,,,,
660,PT01M21.00S,2025-01-23T02:45:38.5Z,4,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,100,112,2025-01-23T02:45:59Z,6530000,False,,,0,,T. Young offensive foul TURNOVER (5 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,1162.0,,,,,,,,,,,,5.0,,,,,,,
661,PT01M21.00S,2025-01-23T02:45:52.5Z,4,REGULAR,substitution,out,[],1641709,,,1610612765,100,112,2025-01-23T02:45:55Z,6540000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M21.00S,2025-01-23T02:45:52.5Z,4,REGULAR,substitution,in,[],1627736,,,1610612765,100,112,2025-01-23T02:45:55Z,6550000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M03.00S,2025-01-23T02:46:16.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,92.19776609724047,51.225490196078425,1610612765,100,112,2025-01-23T02:46:21Z,6560000,False,6.0,21.0,1,right,MISS C. Cunningham driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,2.17,Missed,,,,,,,,,,,,,
