actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
163,PT11M00.00S,2025-01-23T01:08:18.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627736,5.590000152587891,50.0,1610612765,26,38,2025-01-23T01:10:05Z,1590000,False,0.0,0.0,1,left,M. Beasley putback Layup (7 PTS),[1627736],1610612765.0,DET,putback,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,7.0,,,,,,,,,,,,
164,PT10M48.00S,2025-01-23T01:08:30.4Z,2,REGULAR,2pt,Jump Shot,[],203992,88.51839684625493,10.784313725490197,1610612737,26,38,2025-01-23T01:08:34Z,1600000,False,-196.0,55.0,1,right,MISS B. Bogdanović 20' Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,16-24 Left,,,,,,20.38,Missed,,,,,,,,,,,,,
165,PT10M45.00S,2025-01-23T01:08:33.4Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,26,38,2025-01-23T01:08:34Z,1610000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Left,,,,,,,,,164.0,,,,,,,1.0,1.0,0.0,,
166,PT10M35.00S,2025-01-23T01:08:43.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,8.886333771353483,41.66666666666667,1610612765,26,38,2025-01-23T01:11:49Z,1620000,False,42.0,31.0,1,left,MISS I. Stewart driving Hook - blocked,"[1630191, 203991]",1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.2,Missed,,,,,,,,,,,,Capela,203991.0
167,PT10M35.00S,2025-01-23T01:08:43.4Z,2,REGULAR,block,,[],203991,,,1610612765,26,38,2025-01-23T01:08:46Z,1630000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT10M31.00S,2025-01-23T01:08:47.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,26,38,2025-01-23T01:08:48Z,1640000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,166.0,,,,,,,2.0,2.0,0.0,,
169,PT10M29.00S,2025-01-23T01:08:48.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,69.20170827858082,30.88235294117647,1610612737,26,38,2025-01-23T01:08:54Z,1650000,False,-96.0,237.0,1,right,MISS B. Bogdanović 25' running pullup 3PT,[203992],1610612737.0,ATL,running pullup,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,25.56,Missed,,,,,,,,,,,,,
170,PT10M27.00S,2025-01-23T01:08:51.3Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,26,38,2025-01-23T01:08:51Z,1660000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,169.0,,,,,,,3.0,2.0,1.0,,
171,PT10M25.00S,2025-01-23T01:08:52.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,90.88370565045992,53.431372549019606,1610612737,26,38,2025-01-23T01:12:51Z,1670000,False,17.0,33.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,3.74,Missed,,,,,,,,,,,,,
172,PT10M25.00S,2025-01-23T01:08:52.8Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,26,38,2025-01-23T01:08:57Z,1680000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,171.0,,,,,,,2.0,2.0,0.0,,
173,PT10M08.00S,2025-01-23T01:09:10.0Z,2,REGULAR,3pt,Jump Shot,[],1631204,31.35676741130092,40.44117647058824,1610612765,26,38,2025-01-23T01:09:14Z,1690000,False,48.0,242.0,1,left,MISS M. Sasser 24' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,,,,,24.7,Missed,,,,,,,,,,,,,
174,PT10M03.00S,2025-01-23T01:09:15.0Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,26,38,2025-01-23T01:09:14Z,1700000,False,,,0,,I. Stewart REBOUND (Off:2 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,,173.0,,,,,,,8.0,6.0,2.0,,
175,PT10M02.00S,2025-01-23T01:09:15.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,29.911300919842315,30.14705882352941,1610612765,26,41,2025-01-23T01:09:20Z,1710000,False,99.0,229.0,1,left,M. Beasley 24' 3PT  (10 PTS) (I. Stewart 3 AST),"[1627736, 1630191]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,24.93,Made,10.0,,I. Stewart,1630191.0,3.0,,,,,,,,
177,PT09M44.00S,2025-01-23T01:09:33.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.11760840998686,49.50980392156863,1610612737,28,41,2025-01-23T01:09:38Z,1730000,False,-2.0,12.0,1,right,C. Capela DUNK (4 PTS) (J. Johnson 2 AST),"[203991, 1630552]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,1.25,Made,4.0,,J. Johnson,1630552.0,2.0,,,,,,,,
179,PT09M42.00S,2025-01-23T01:09:40.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,28,41,2025-01-23T01:09:40Z,1750000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M42.00S,2025-01-23T01:11:08.4Z,2,REGULAR,substitution,out,[],1629631,,,1610612765,28,41,2025-01-23T01:12:28Z,1760000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M42.00S,2025-01-23T01:11:08.4Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,28,41,2025-01-23T01:12:28Z,1770000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M42.00S,2025-01-23T01:11:08.4Z,2,REGULAR,substitution,in,[],1629726,,,1610612765,28,41,2025-01-23T01:12:28Z,1780000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M42.00S,2025-01-23T01:11:08.4Z,2,REGULAR,substitution,in,[],1630194,,,1610612765,28,41,2025-01-23T01:12:28Z,1790000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M26.00S,2025-01-23T01:12:47.2Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.488173455978973,57.35294117647059,1610612765,28,44,2025-01-23T01:12:51Z,1800000,False,-37.0,243.0,1,left,M. Beasley 24' 3PT  (13 PTS) (P. Reed 1 AST),"[1627736, 1630194]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,24.63,Made,13.0,,P. Reed,1630194.0,1.0,,,,,,,,
187,PT09M14.00S,2025-01-23T01:13:02.3Z,2,REGULAR,turnover,out-of-bounds,[],203991,,,1610612737,28,44,2025-01-23T01:13:11Z,1820000,False,,,0,,C. Capela bad pass out-of-bounds TURNOVER (1 TO),[203991],1610612737.0,ATL,bad pass,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,203593.0,,,,,,,,,,,,1.0,,,,,,,
188,PT09M01.00S,2025-01-23T01:13:20.0Z,2,REGULAR,turnover,lost ball,[],1627736,,,1610612765,28,44,2025-01-23T01:13:31Z,1830000,False,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 203991]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Capela,203991.0,,,,,
189,PT09M01.00S,2025-01-23T01:13:20.0Z,2,REGULAR,steal,,[],203991,,,1610612737,28,44,2025-01-23T01:13:22Z,1840000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
190,PT09M00.00S,2025-01-23T01:13:31.1Z,2,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612737,28,44,2025-01-23T01:13:48Z,1850000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Capela 2 FT),"[1631323, 203991]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
192,PT09M00.00S,2025-01-23T01:13:57.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203991,,,1610612737,29,44,2025-01-23T01:13:57Z,1870000,False,,,0,,C. Capela Free Throw 1 of 2 (5 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
193,PT09M00.00S,2025-01-23T01:14:17.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203991,,,1610612737,30,44,2025-01-23T01:14:17Z,1880000,False,,,0,,C. Capela Free Throw 2 of 2 (6 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
194,PT08M46.00S,2025-01-23T01:14:35.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,28.991458607095925,26.96078431372549,1610612765,30,44,2025-01-23T01:14:41Z,1890000,False,115.0,220.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,24.83,Missed,,,,,,,,,,,,,
195,PT08M43.00S,2025-01-23T01:14:38.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,30,44,2025-01-23T01:14:41Z,1900000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,194.0,,,,,,,,,,,
197,PT08M37.00S,2025-01-23T01:14:51.0Z,2,REGULAR,3pt,Jump Shot,[],1629726,95.22010512483574,95.83333333333334,1610612737,33,44,2025-01-23T01:14:56Z,1920000,False,229.0,-8.0,1,right,G. Mathews 3PT  (3 PTS) (T. Young 2 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,,,,,,22.93,Made,3.0,,T. Young,1629027.0,2.0,,,,,,,,
199,PT08M25.00S,2025-01-23T01:15:02.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,13.354139290407357,49.01960784313725,1610612765,33,46,2025-01-23T01:15:07Z,1940000,False,5.0,73.0,1,left,P. Reed 7' floating Jump Shot (2 PTS) (M. Sasser 2 AST),"[1630194, 1631204]",1610612765.0,DET,floating,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.32,Made,2.0,,M. Sasser,1631204.0,2.0,,,,,,,,
201,PT08M11.00S,2025-01-23T01:15:16.2Z,2,REGULAR,3pt,Jump Shot,[],1629726,91.93495400788436,95.34313725490196,1610612737,33,46,2025-01-23T01:15:21Z,1960000,False,227.0,23.0,1,right,MISS G. Mathews 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,,,,,,22.79,Missed,,,,,,,,,,,,,
202,PT08M10.00S,2025-01-23T01:15:17.2Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612765,33,46,2025-01-23T01:15:42Z,1970000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,,,,,,,,,201.0,,,,,,,1.0,1.0,0.0,,
203,PT08M04.00S,2025-01-23T01:15:23.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,24.78646517739816,81.12745098039215,1610612765,33,49,2025-01-23T01:16:23Z,1980000,False,-156.0,180.0,1,left,S. Fontecchio 3PT running (10 PTS) (M. Sasser 3 AST),"[1631323, 1631204]",1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,23.83,Made,10.0,,M. Sasser,1631204.0,3.0,,,,,,,,
205,PT07M52.00S,2025-01-23T01:15:35.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.51182654402102,49.26470588235294,1610612737,35,49,2025-01-23T01:15:39Z,2000000,False,-4.0,8.0,1,right,C. Capela DUNK (8 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,0.93,Made,8.0,,T. Young,1629027.0,3.0,,,,,,,,
207,PT07M46.00S,2025-01-23T01:15:43.5Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612765,35,49,2025-01-23T01:16:08Z,2020000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Sasser 2 FT),"[203991, 1631204]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,203593.0,2.0,0.0,Sasser,1631204.0,,,,,,,,,,,,,,,
209,PT07M46.00S,2025-01-23T01:16:12.8Z,2,REGULAR,freethrow,1 of 2,[],1631204,,,1610612765,35,50,2025-01-23T01:16:12Z,2040000,False,,,0,,M. Sasser Free Throw 1 of 2 (1 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
210,PT07M46.00S,2025-01-23T01:16:15.3Z,2,REGULAR,substitution,out,[],1630552,,,1610612765,35,50,2025-01-23T01:16:22Z,2050000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M46.00S,2025-01-23T01:16:15.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612765,35,50,2025-01-23T01:16:22Z,2060000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M46.00S,2025-01-23T01:16:37.2Z,2,REGULAR,freethrow,2 of 2,[],1631204,,,1610612765,35,51,2025-01-23T01:16:37Z,2070000,False,,,0,,M. Sasser Free Throw 2 of 2 (2 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
213,PT07M35.00S,2025-01-23T01:16:49.0Z,2,REGULAR,3pt,Jump Shot,[],203992,71.96123521681997,21.07843137254902,1610612737,35,51,2025-01-23T01:16:54Z,2080000,False,-145.0,211.0,1,right,MISS B. Bogdanović 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,25.59,Missed,,,,,,,,,,,,,
214,PT07M31.00S,2025-01-23T01:16:52.0Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,35,51,2025-01-23T01:16:52Z,2090000,False,,,0,,R. Holland II REBOUND (Off:0 Def:3),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,213.0,,,,,,,3.0,3.0,0.0,,
215,PT07M26.00S,2025-01-23T01:16:57.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1641842,22.815374507227332,74.75490196078431,1610612765,35,51,2025-01-23T01:18:18Z,2100000,False,-124.0,162.0,1,left,MISS R. Holland II 20' running pullup Shot,[1641842],1610612765.0,DET,running pullup,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Left Center,,,,,,20.39,Missed,,,,,,,,,,,,,
216,PT07M22.00S,2025-01-23T01:17:01.5Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612737,35,51,2025-01-23T01:17:04Z,2110000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Left Center,,,,,,,,,215.0,,,,,,,1.0,1.0,0.0,,
217,PT07M09.00S,2025-01-23T01:17:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.27792378449409,46.81372549019608,1610612737,35,51,2025-01-23T01:17:21Z,2120000,False,-16.0,29.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,3.35,Missed,,,,,,,,,,,,,
218,PT07M08.00S,2025-01-23T01:17:15.1Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,35,51,2025-01-23T01:19:02Z,2130000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,217.0,,,,,,,4.0,2.0,2.0,,
219,PT07M08.00S,2025-01-23T01:17:17.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,37,51,2025-01-23T01:19:06Z,2140000,False,0.0,0.0,1,right,C. Capela tip Layup (10 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,10.0,,,,,,,,,,,,
220,PT06M56.00S,2025-01-23T01:17:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,5.863994743758213,46.81372549019608,1610612765,37,51,2025-01-23T01:17:38Z,2150000,False,16.0,3.0,1,left,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,1.61,Missed,,,,,,,,,,,,,
221,PT06M55.00S,2025-01-23T01:17:29.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,37,51,2025-01-23T01:17:38Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,220.0,,,,,,,,,,,
223,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,out,[],203992,,,1610612765,37,51,2025-01-23T01:17:53Z,2180000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,out,[],203991,,,1610612765,37,51,2025-01-23T01:17:53Z,2190000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,out,[],1630194,,,1610612765,37,51,2025-01-23T01:17:53Z,2200000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,out,[],1631204,,,1610612765,37,51,2025-01-23T01:17:53Z,2210000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,in,[],1630168,,,1610612765,37,51,2025-01-23T01:17:53Z,2220000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,in,[],1629631,,,1610612765,37,51,2025-01-23T01:17:53Z,2230000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,37,51,2025-01-23T01:17:53Z,2240000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M55.00S,2025-01-23T01:17:39.5Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,37,51,2025-01-23T01:17:53Z,2250000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M49.00S,2025-01-23T01:18:06.9Z,2,REGULAR,foul,offensive,[],1627736,,,1610612765,37,51,2025-01-23T01:18:15Z,2260000,False,,,0,,M. Beasley off-the-ball offensive FOUL (1 PF),"[1627736, 1630700]",1610612765.0,DET,off-the-ball,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,203593.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
233,PT06M49.00S,2025-01-23T01:18:06.9Z,2,REGULAR,turnover,offensive foul,[],1627736,,,1610612765,37,51,2025-01-23T01:18:06Z,2280000,False,,,0,,M. Beasley offensive foul TURNOVER (2 TO),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,203593.0,,,,,,,,,,,,2.0,,,,,,,
234,PT06M49.00S,2025-01-23T01:18:19.4Z,2,REGULAR,substitution,out,[],1627736,,,1610612737,37,51,2025-01-23T01:18:22Z,2290000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2025-01-23T01:18:19.4Z,2,REGULAR,substitution,in,[],203501,,,1610612737,37,51,2025-01-23T01:18:22Z,2300000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M41.00S,2025-01-23T01:18:34.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,74.06373193166885,15.196078431372548,1610612737,37,51,2025-01-23T01:18:41Z,2310000,False,-174.0,191.0,1,right,MISS G. Mathews 25' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,,,,25.86,Missed,,,,,,,,,,,,,
237,PT06M37.00S,2025-01-23T01:18:38.8Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,37,51,2025-01-23T01:18:41Z,2320000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,236.0,,,,,,,2.0,2.0,0.0,,
238,PT06M33.00S,2025-01-23T01:18:45.2Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,37,51,2025-01-23T01:18:58Z,2330000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (3 TO),[1630595],1610612765.0,DET,lost ball,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,1162.0,,,,,,,,,,,,3.0,,,,,,,
239,PT06M30.00S,2025-01-23T01:19:02.5Z,2,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612737,37,51,2025-01-23T01:19:32Z,2340000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1641842, 1630168]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,203593.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
241,PT06M30.00S,2025-01-23T01:19:33.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630168,,,1610612737,38,51,2025-01-23T01:19:33Z,2360000,False,,,0,,O. Okongwu Free Throw 1 of 2 (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
242,PT06M30.00S,2025-01-23T01:19:35.4Z,2,REGULAR,substitution,out,[],1641842,,,1610612737,38,51,2025-01-23T01:19:41Z,2370000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M30.00S,2025-01-23T01:19:35.4Z,2,REGULAR,substitution,out,[],1631323,,,1610612737,38,51,2025-01-23T01:19:41Z,2380000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M30.00S,2025-01-23T01:19:35.4Z,2,REGULAR,substitution,in,[],1641709,,,1610612737,38,51,2025-01-23T01:19:41Z,2390000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M30.00S,2025-01-23T01:19:35.4Z,2,REGULAR,substitution,in,[],202699,,,1610612737,38,51,2025-01-23T01:19:41Z,2400000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M30.00S,2025-01-23T01:19:58.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630168,,,1610612737,39,51,2025-01-23T01:19:58Z,2410000,False,,,0,,O. Okongwu Free Throw 2 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
247,PT06M19.00S,2025-01-23T01:20:11.2Z,2,REGULAR,3pt,Jump Shot,[],203501,5.601182654402102,96.07843137254902,1610612765,39,51,2025-01-23T01:20:17Z,2420000,False,-230.0,0.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,23.04,Missed,,,,,,,,,,,,,
248,PT06M15.00S,2025-01-23T01:20:15.2Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,39,51,2025-01-23T01:20:17Z,2430000,False,,,0,,D. Daniels REBOUND (Off:2 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,247.0,,,,,,,3.0,1.0,2.0,,
