actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
380,PT09M41.00S,2025-03-09T01:58:54.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,32.276609724047304,37.00980392156863,1610612754,75,63,2025-03-09T01:59:02Z,3680000,False,65.0,251.0,1,left,A. Nesmith 25' 3PT  (7 PTS) (A. Nembhard 8 AST),"[1630174, 1629614]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,25.92,Made,7.0,A. Nembhard,1629614.0,8.0,,,,,,,,,,,,
382,PT09M27.00S,2025-03-09T01:59:07.7Z,3,REGULAR,turnover,lost ball,[],1629027,,,1610612737,75,63,2025-03-09T01:59:11Z,3700000,False,,,0,,T. Young lost ball TURNOVER (4 TO),"[1629027, 1629614]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,4.0,,,,,,,,,,,Nembhard,1629614.0,,,,,,
383,PT09M27.00S,2025-03-09T01:59:07.7Z,3,REGULAR,steal,,[],1629614,,,1610612754,75,63,2025-03-09T01:59:09Z,3710000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
384,PT09M25.00S,2025-03-09T01:59:10.2Z,3,REGULAR,turnover,bad pass,[],1629614,,,1610612754,75,63,2025-03-09T01:59:14Z,3720000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1630700]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,,,,Daniels,1630700.0,,,,,,
385,PT09M25.00S,2025-03-09T01:59:10.2Z,3,REGULAR,steal,,[],1630700,,,1610612737,75,63,2025-03-09T01:59:13Z,3730000,False,,,0,,D. Daniels STEAL (4 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
386,PT09M21.00S,2025-03-09T01:59:14.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,71.04139290407359,75.98039215686273,1610612737,75,63,2025-03-09T02:00:39Z,3740000,False,130.0,220.0,1,right,MISS T. Young 25' running 3PT,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,25.52,Missed,,,,,,,,,,,,,,,,
387,PT09M18.00S,2025-03-09T01:59:17.2Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,75,63,2025-03-09T01:59:17Z,3750000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,386.0,1.0,0.0,1.0,,,,,,,,
389,PT09M10.00S,2025-03-09T01:59:42.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630700,85.23324572930355,58.57843137254902,1610612737,75,63,2025-03-09T01:59:47Z,3770000,False,43.0,86.0,1,right,MISS D. Daniels 9' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,9.64,Missed,,,,,,,,,,,,,,,,
390,PT09M07.00S,2025-03-09T01:59:45.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,75,63,2025-03-09T04:55:43Z,3780000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,389.0,3.0,3.0,0.0,,,,,,,,
391,PT09M03.00S,2025-03-09T01:59:49.7Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1631097,14.14257555847569,10.049019607843137,1610612754,75,65,2025-03-09T02:00:33Z,3790000,False,200.0,80.0,1,left,B. Mathurin 21' running Jump Shot (16 PTS) (A. Nembhard 9 AST),"[1631097, 1629614]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,,,21.54,Made,16.0,A. Nembhard,1629614.0,9.0,,,,,,,,,,,,
393,PT09M01.00S,2025-03-09T01:59:54.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,75,65,2025-03-09T01:59:54Z,3810000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT08M41.00S,2025-03-09T02:03:19.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,85.49605781865965,48.03921568627451,1610612737,75,65,2025-03-09T02:03:29Z,3820000,False,-10.0,84.0,1,right,MISS D. Daniels 8' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,8.44,Missed,,,,,,,,,,,,,,,,
395,PT08M36.00S,2025-03-09T02:03:24.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,75,65,2025-03-09T02:03:29Z,3830000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,394.0,,,,,,,,,,,
397,PT08M31.00S,2025-03-09T02:03:41.1Z,3,REGULAR,foul,offensive,[],1629614,,,1610612754,75,65,2025-03-09T02:04:32Z,3850000,False,,,0,,A. Nembhard offensive FOUL (3 PF),"[1629614, 1630700]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Right,1662.0,,,,,,,,,,,,,,,,3.0,0.0,Daniels,1630700.0
399,PT08M31.00S,2025-03-09T02:03:41.1Z,3,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,75,65,2025-03-09T02:03:41Z,3870000,False,,,0,,A. Nembhard offensive foul TURNOVER (3 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Right,1662.0,3.0,,,,,,,,,,,,,,,,,,
400,PT08M20.00S,2025-03-09T02:03:58.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,87.20433639947439,56.127450980392155,1610612737,75,65,2025-03-09T02:04:08Z,3880000,False,31.0,68.0,1,right,MISS O. Okongwu 7' driving Hook,[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,7.44,Missed,,,,,,,,,,,,,,,,
401,PT08M16.00S,2025-03-09T02:04:02.4Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,75,65,2025-03-09T02:04:03Z,3890000,False,,,0,,M. Turner REBOUND (Off:3 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,400.0,4.0,1.0,3.0,,,,,,,,
402,PT08M11.00S,2025-03-09T02:04:06.0Z,3,REGULAR,turnover,lost ball,[],1631097,,,1610612754,75,65,2025-03-09T02:04:11Z,3900000,False,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 1630168]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Okongwu,1630168.0,,,,,,
403,PT08M11.00S,2025-03-09T02:04:06.0Z,3,REGULAR,steal,,[],1630168,,,1610612737,75,65,2025-03-09T02:22:43Z,3910000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
404,PT08M05.00S,2025-03-09T02:04:14.8Z,3,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612737,75,65,2025-03-09T02:04:35Z,3920000,False,,,0,,A. Nembhard shooting personal FOUL (4 PF) (Gueye 2 FT),"[1629614, 1631243]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,,,,,,4.0,0.0,Gueye,1631243.0
406,PT08M05.00S,2025-03-09T02:04:49.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631243,,,1610612737,76,65,2025-03-09T02:04:49Z,3940000,False,,,0,,M. Gueye Free Throw 1 of 2 (5 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
407,PT08M05.00S,2025-03-09T02:04:51.9Z,3,REGULAR,substitution,out,[],1629614,,,1610612737,76,65,2025-03-09T02:04:55Z,3950000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT08M05.00S,2025-03-09T02:04:51.9Z,3,REGULAR,substitution,in,[],1631245,,,1610612737,76,65,2025-03-09T02:04:55Z,3960000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT08M05.00S,2025-03-09T02:05:08.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631243,,,1610612737,77,65,2025-03-09T02:05:08Z,3970000,False,,,0,,M. Gueye Free Throw 2 of 2 (6 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
410,PT07M47.00S,2025-03-09T02:05:29.1Z,3,REGULAR,turnover,bad pass,[],1631097,,,1610612754,77,65,2025-03-09T02:09:39Z,3980000,False,,,0,,B. Mathurin bad pass TURNOVER (2 TO),"[1631097, 1630168]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,Okongwu,1630168.0,,,,,,
411,PT07M47.00S,2025-03-09T02:05:29.1Z,3,REGULAR,steal,,[],1630168,,,1610612737,77,65,2025-03-09T02:05:31Z,3990000,False,,,0,,O. Okongwu STEAL (2 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT07M43.00S,2025-03-09T02:05:32.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,84.83902759526939,58.08823529411765,1610612737,77,65,2025-03-09T02:05:39Z,4000000,False,40.0,90.0,1,right,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,9.87,Missed,,,,,,,,,,,,,,,,
413,PT07M40.00S,2025-03-09T02:05:35.9Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,77,65,2025-03-09T02:05:39Z,4010000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,412.0,4.0,4.0,0.0,,,,,,,,
414,PT07M38.00S,2025-03-09T02:05:38.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630174,5.206964520367937,50.0,1610612754,77,65,2025-03-09T02:05:46Z,4020000,False,0.0,-4.0,1,left,MISS A. Nesmith running DUNK,[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,0.36,Missed,,,,,,,,,,,,,,,,
415,PT07M35.00S,2025-03-09T02:05:41.9Z,3,REGULAR,rebound,offensive,[],1631097,,,1610612754,77,65,2025-03-09T02:05:56Z,4030000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,414.0,5.0,4.0,1.0,,,,,,,,
416,PT07M35.00S,2025-03-09T02:05:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,7.046649145860711,44.6078431372549,1610612754,77,65,2025-03-09T02:06:00Z,4040000,False,27.0,14.0,1,left,MISS B. Mathurin Layup - blocked,"[1631097, 1631243]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,3.03,Missed,,,,,,,,,,,Gueye,1631243.0,,,,
417,PT07M35.00S,2025-03-09T02:05:44.9Z,3,REGULAR,block,,[],1631243,,,1610612754,77,65,2025-03-09T02:05:47Z,4050000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
418,PT07M34.00S,2025-03-09T02:05:45.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,77,65,2025-03-09T02:06:00Z,4060000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,416.0,,,,,,,,,,,
420,PT07M31.00S,2025-03-09T02:06:09.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,27.151773981603156,79.16666666666666,1610612754,77,65,2025-03-09T02:06:14Z,4080000,False,-146.0,203.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,24.97,Missed,,,,,,,,,,,,,,,,
421,PT07M28.00S,2025-03-09T02:06:12.1Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,77,65,2025-03-09T02:06:14Z,4090000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,420.0,10.0,7.0,3.0,,,,,,,,
422,PT07M25.00S,2025-03-09T02:06:15.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,92.9862023653088,50.0,1610612737,79,65,2025-03-09T02:06:22Z,4100000,False,0.0,13.0,1,right,Z. Risacher running DUNK (4 PTS) (T. Young 5 AST),"[1642258, 1629027]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,1.34,Made,4.0,T. Young,1629027.0,5.0,,,,,,,,,,,,
424,PT07M18.00S,2025-03-09T02:06:32.7Z,3,REGULAR,foul,personal,[],1631243,,,1610612754,79,65,2025-03-09T02:11:26Z,4120000,False,,,0,,M. Gueye personal FOUL (3 PF),"[1631243, 1626167]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,202901.0,,,,,,,,,,,,,,,,3.0,0.0,Turner,1626167.0
426,PT07M18.00S,2025-03-09T02:06:40.8Z,3,REGULAR,substitution,out,[],1629027,,,1610612754,79,65,2025-03-09T02:06:52Z,4140000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M18.00S,2025-03-09T02:06:40.8Z,3,REGULAR,substitution,in,[],1627747,,,1610612754,79,65,2025-03-09T02:06:52Z,4150000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT07M12.00S,2025-03-09T02:06:56.0Z,3,REGULAR,2pt,Jump Shot,[],1627783,12.434296977660972,30.14705882352941,1610612754,79,65,2025-03-09T02:07:04Z,4160000,False,99.0,64.0,1,left,MISS P. Siakam 11' driving floating bank Shot,[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,11.84,Missed,,,,,,,,,,,,,,,,
429,PT07M05.00S,2025-03-09T02:07:03.0Z,3,REGULAR,rebound,offensive,[],1631097,,,1610612754,79,65,2025-03-09T02:07:04Z,4170000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,,,,,,,428.0,6.0,4.0,2.0,,,,,,,,
430,PT07M05.00S,2025-03-09T02:07:02.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,5.590000152587891,50.0,1610612754,79,67,2025-03-09T02:07:02Z,4180000,False,0.0,0.0,1,left,B. Mathurin putback Layup (18 PTS),[1631097],1610612754.0,IND,putback,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,0.0,Made,18.0,,,,,,,,,,,,,,,
431,PT06M53.00S,2025-03-09T02:07:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,82.9993429697766,56.61764705882353,1610612737,79,67,2025-03-09T02:07:20Z,4190000,False,33.0,107.0,1,right,MISS O. Okongwu 11' floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,11.23,Missed,,,,,,,,,,,,,,,,
432,PT06M51.00S,2025-03-09T02:07:16.3Z,3,REGULAR,rebound,defensive,[],1631245,,,1610612754,79,67,2025-03-09T02:07:20Z,4200000,False,,,0,,Q. Jackson REBOUND (Off:1 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,431.0,2.0,1.0,1.0,,,,,,,,
434,PT06M39.00S,2025-03-09T02:07:53.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,22.683968462549277,88.23529411764706,1610612754,79,67,2025-03-09T02:07:59Z,4220000,False,-191.0,161.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,24.98,Missed,,,,,,,,,,,,,,,,
435,PT06M33.00S,2025-03-09T02:07:59.6Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612737,79,67,2025-03-09T02:07:59Z,4230000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,434.0,2.0,2.0,0.0,,,,,,,,
436,PT06M30.00S,2025-03-09T02:08:01.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631243,92.46057818659659,46.32352941176471,1610612737,79,67,2025-03-09T02:13:44Z,4240000,False,-18.0,18.0,1,right,MISS M. Gueye running Layup,[1631243],1610612737.0,ATL,running,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,2.6,Missed,,,,,,,,,,,,,,,,
437,PT06M28.00S,2025-03-09T02:08:03.7Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,79,67,2025-03-09T02:22:30Z,4250000,False,,,0,,M. Turner REBOUND (Off:3 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,436.0,5.0,2.0,3.0,,,,,,,,
438,PT06M21.00S,2025-03-09T02:08:10.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,6.389618922470433,48.28431372549019,1610612754,79,69,2025-03-09T02:18:26Z,4260000,False,9.0,8.0,1,left,P. Siakam running Layup (11 PTS) (B. Mathurin 4 AST),"[1627783, 1631097]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.15,Made,11.0,B. Mathurin,1631097.0,4.0,,,,,,,,,,,,
440,PT06M07.00S,2025-03-09T02:08:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,93.38042049934296,49.26470588235294,1610612737,81,69,2025-03-09T02:08:30Z,4280000,False,-4.0,10.0,1,right,Z. Risacher driving Layup (6 PTS) (O. Okongwu 2 AST),"[1642258, 1630168]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,1.04,Made,6.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,,,
442,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,out,[],1630168,,,1610612754,81,69,2025-03-09T02:08:59Z,4300000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,out,[],1631243,,,1610612754,81,69,2025-03-09T02:08:59Z,4310000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,81,69,2025-03-09T02:08:59Z,4320000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,in,[],1627777,,,1610612754,81,69,2025-03-09T02:08:59Z,4350000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,in,[],203991,,,1610612754,81,69,2025-03-09T02:08:59Z,4360000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,in,[],1628418,,,1610612754,81,69,2025-03-09T02:08:59Z,4380000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,in,[],1641767,,,1610612754,81,69,2025-03-09T02:08:59Z,4390000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,81,69,2025-03-09T02:09:19Z,4400000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,81,69,2025-03-09T02:09:28Z,4405000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M00.00S,2025-03-09T02:08:37.0Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,81,69,2025-03-09T02:09:28Z,4407500,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M50.00S,2025-03-09T02:09:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,5.732588699080158,48.03921568627451,1610612754,81,71,2025-03-09T02:09:25Z,4410000,False,10.0,1.0,1,left,B. Sheppard cutting Layup (2 PTS) (Q. Jackson 2 AST),"[1641767, 1631245]",1610612754.0,IND,cutting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,0.99,Made,2.0,Q. Jackson,1631245.0,2.0,,,,,,,,,,,,
457,PT05M38.00S,2025-03-09T02:09:31.5Z,3,REGULAR,3pt,Jump Shot,[],1642258,68.01905387647832,37.745098039215684,1610612737,81,71,2025-03-09T02:09:37Z,4430000,False,-61.0,248.0,1,right,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,25.56,Missed,,,,,,,,,,,,,,,,
458,PT05M35.00S,2025-03-09T02:09:34.5Z,3,REGULAR,rebound,defensive,[],1641767,,,1610612754,81,71,2025-03-09T02:09:37Z,4440000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:2),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,,457.0,3.0,2.0,1.0,,,,,,,,
459,PT05M17.00S,2025-03-09T02:09:52.3Z,3,REGULAR,turnover,bad pass,[],1631245,,,1610612754,81,71,2025-03-09T02:09:57Z,4450000,False,,,0,,Q. Jackson bad pass TURNOVER (2 TO),"[1631245, 1630700]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,Daniels,1630700.0,,,,,,
460,PT05M17.00S,2025-03-09T02:09:52.3Z,3,REGULAR,steal,,[],1630700,,,1610612737,81,71,2025-03-09T02:10:24Z,4460000,False,,,0,,D. Daniels STEAL (5 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
462,PT04M58.00S,2025-03-09T02:10:57.1Z,3,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612737,81,71,2025-03-09T02:11:08Z,4480000,False,,,0,,C. LeVert step out-of-bounds TURNOVER (1 TO),[1627747],1610612737.0,ATL,step,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,202901.0,1.0,,,,,,,,,,,,,,,,,,
463,PT04M44.00S,2025-03-09T02:11:24.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,5.732588699080158,50.0,1610612754,81,71,2025-03-09T02:24:10Z,4490000,False,0.0,1.0,1,left,MISS B. Mathurin driving reverse Layup,[1631097],1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,0.14,Missed,,,,,,,,,,,,,,,,
464,PT04M42.00S,2025-03-09T02:11:26.6Z,3,REGULAR,rebound,offensive,[],1628418,,,1610612754,81,71,2025-03-09T02:13:47Z,4500000,False,,,0,,T. Bryant REBOUND (Off:2 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,463.0,4.0,2.0,2.0,,,,,,,,
491,PT04M42.00S,2025-03-09T02:11:27.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628418,7.046649145860711,50.49019607843137,1610612754,81,71,2025-03-09T02:16:01Z,4505000,False,-2.0,14.0,1,left,MISS T. Bryant tip Layup,[1628418],1610612754.0,IND,tip,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,1.39,Missed,,,,,,,,,,,,,,,,
492,PT04M42.00S,2025-03-09T02:11:27.1Z,3,REGULAR,rebound,offensive,[],1628418,,,1610612754,81,71,2025-03-09T02:16:01Z,4507500,False,,,0,,T. Bryant REBOUND (Off:3 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,491.0,5.0,2.0,3.0,,,,,,,,
