actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT11M01.00S,2025-01-15T01:10:36.1Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,37,31,2025-01-15T01:10:36Z,1760000,False,,,0,,O. Okongwu Free Throw 2 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
177,PT10M52.00S,2025-01-15T01:10:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,82.07950065703022,52.94117647058824,1610612756,37,33,2025-01-15T01:10:54Z,1770000,False,15.0,116.0,1,right,B. Beal 11' pullup Jump Shot (4 PTS) (O. Ighodaro 1 AST),"[203078, 1642345]",1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,11.69,Made,4.0,,,,,O. Ighodaro,1642345.0,1.0,,,,,,,,,,
179,PT10M40.00S,2025-01-15T01:10:59.9Z,2,REGULAR,3pt,Jump Shot,[],1629726,10.85742444152431,2.2058823529411766,1610612737,40,33,2025-01-15T01:11:05Z,1790000,False,239.0,50.0,1,left,G. Mathews 24' 3PT  (9 PTS) (D. Roddy 3 AST),"[1629726, 1631223]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,24.41,Made,9.0,,,,,D. Roddy,1631223.0,3.0,,,,,,,,,,
181,PT10M29.00S,2025-01-15T01:11:11.0Z,2,REGULAR,3pt,Jump Shot,[],1626164,70.25295663600527,75.73529411764706,1610612756,40,33,2025-01-15T01:11:15Z,1810000,False,129.0,227.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
182,PT10M27.00S,2025-01-15T01:11:13.0Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612737,40,33,2025-01-15T01:11:15Z,1820000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,
183,PT10M24.00S,2025-01-15T01:11:18.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203992,8.360709592641262,63.970588235294116,1610612737,40,33,2025-01-15T01:15:16Z,1830000,False,-70.0,26.0,1,left,MISS B. Bogdanović 7' driving floating bank Shot,[203992],1610612737.0,ATL,driving floating bank,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),0-8 Center,7.46,Missed,,,,,,,,,,,,,,,,,,
184,PT10M23.00S,2025-01-15T01:11:19.8Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,40,33,2025-01-15T01:15:16Z,1840000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,
185,PT10M15.00S,2025-01-15T01:11:25.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,71.43561103810775,23.284313725490197,1610612756,40,33,2025-01-15T01:11:31Z,1850000,False,-134.0,216.0,1,right,MISS D. Booker 25' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
186,PT10M11.00S,2025-01-15T01:11:29.6Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612737,40,33,2025-01-15T01:11:31Z,1860000,False,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT10M03.00S,2025-01-15T01:11:37.6Z,2,REGULAR,3pt,Jump Shot,[],1629726,24.78646517739816,14.705882352941178,1610612737,40,33,2025-01-15T01:11:42Z,1870000,False,176.0,180.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
188,PT10M01.00S,2025-01-15T01:11:39.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,40,33,2025-01-15T01:11:42Z,1880000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,
189,PT09M53.00S,2025-01-15T01:11:48.1Z,2,REGULAR,3pt,Jump Shot,[],203078,83.13074901445466,4.166666666666666,1610612756,40,33,2025-01-15T01:11:55Z,1890000,False,-229.0,106.0,1,right,MISS B. Beal 25' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
190,PT09M52.00S,2025-01-15T01:11:49.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,40,33,2025-01-15T01:11:55Z,1900000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,189.0,,,,,,,,,,,,,,,,
191,PT09M52.00S,2025-01-15T01:11:53.7Z,2,REGULAR,foul,personal,[],1626164,,,1610612737,40,33,2025-01-15T01:12:01Z,1910000,False,,,0,,D. Booker loose ball personal FOUL (2 PF),"[1626164, 1629027]",1610612756.0,PHX,loose ball,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,,,,2.0,0.0,Young,1629027.0
193,PT09M52.00S,2025-01-15T01:11:59.8Z,2,REGULAR,substitution,out,[],203992,,,1610612737,40,33,2025-01-15T01:12:04Z,1930000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M52.00S,2025-01-15T01:11:59.8Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,40,33,2025-01-15T01:12:04Z,1940000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M34.00S,2025-01-15T01:12:36.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,8.492115637319317,42.40196078431372,1610612737,40,33,2025-01-15T01:12:42Z,1950000,False,38.0,27.0,1,left,MISS D. Daniels floating Shot,[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
196,PT09M30.00S,2025-01-15T01:12:40.8Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,40,33,2025-01-15T01:36:52Z,1960000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,
197,PT09M28.00S,2025-01-15T01:12:45.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,89.70105124835742,53.67647058823529,1610612756,40,33,2025-01-15T01:18:46Z,1970000,False,18.0,44.0,1,right,MISS D. Booker running Layup - blocked,"[1626164, 1631223]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,Roddy,1631223.0,,,,,,,,
198,PT09M28.00S,2025-01-15T01:12:45.2Z,2,REGULAR,block,,[],1631223,,,1610612756,40,33,2025-01-15T01:12:47Z,1980000,False,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
199,PT09M27.00S,2025-01-15T01:12:46.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,40,33,2025-01-15T01:13:06Z,1990000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,197.0,,,,,,,,,,,,,,,,
201,PT09M27.00S,2025-01-15T01:12:56.7Z,2,REGULAR,substitution,out,[],1626220,,,1610612737,40,33,2025-01-15T01:13:01Z,2010000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M27.00S,2025-01-15T01:12:56.7Z,2,REGULAR,substitution,out,[],203078,,,1610612737,40,33,2025-01-15T01:13:01Z,2020000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M27.00S,2025-01-15T01:12:56.7Z,2,REGULAR,substitution,in,[],1642346,,,1610612737,40,33,2025-01-15T01:13:01Z,2030000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M27.00S,2025-01-15T01:12:56.7Z,2,REGULAR,substitution,in,[],1626145,,,1610612737,40,33,2025-01-15T01:13:01Z,2040000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M15.00S,2025-01-15T01:13:12.9Z,2,REGULAR,3pt,Jump Shot,[],1629726,7.046649145860711,4.411764705882353,1610612737,43,33,2025-01-15T01:13:17Z,2050000,False,228.0,14.0,1,left,G. Mathews 3PT  (12 PTS) (T. Young 3 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,22.83,Made,12.0,,,,,T. Young,1629027.0,3.0,,,,,,,,,,
207,PT09M13.00S,2025-01-15T01:13:18.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,43,33,2025-01-15T01:13:18Z,2070000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M13.00S,2025-01-15T01:15:38.0Z,2,REGULAR,substitution,out,[],1642345,,,1610612756,43,33,2025-01-15T01:15:52Z,2080000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M13.00S,2025-01-15T01:15:38.0Z,2,REGULAR,substitution,in,[],203486,,,1610612756,43,33,2025-01-15T01:15:52Z,2090000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M50.00S,2025-01-15T01:16:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,83.39356110381078,55.14705882352941,1610612756,43,35,2025-01-15T01:16:36Z,2100000,False,26.0,104.0,1,right,R. Dunn 10' floating Jump Shot (9 PTS) (T. Jones 3 AST),"[1642346, 1626145]",1610612756.0,PHX,floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,10.67,Made,9.0,,,,,T. Jones,1626145.0,3.0,,,,,,,,,,
212,PT08M40.00S,2025-01-15T01:16:41.5Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612737,43,35,2025-01-15T01:17:05Z,2120000,False,,,0,,G. Allen shooting personal FOUL (2 PF) (Mathews 2 FT),"[1628960, 1629726]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Mathews,1629726.0
214,PT08M40.00S,2025-01-15T01:17:06.5Z,2,REGULAR,freethrow,1 of 2,[],1629726,,,1610612737,44,35,2025-01-15T01:17:06Z,2140000,False,,,0,,G. Mathews Free Throw 1 of 2 (13 PTS),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
215,PT08M40.00S,2025-01-15T01:17:21.9Z,2,REGULAR,freethrow,2 of 2,[],1629726,,,1610612737,45,35,2025-01-15T01:17:21Z,2150000,False,,,0,,G. Mathews Free Throw 2 of 2 (14 PTS),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
216,PT08M25.00S,2025-01-15T01:17:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,92.72339027595268,52.20588235294118,1610612756,45,35,2025-01-15T01:22:13Z,2160000,False,11.0,16.0,1,right,MISS T. Jones driving Layup - blocked,"[1626145, 1631223]",1610612756.0,PHX,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,Roddy,1631223.0,,,,,,,,
217,PT08M25.00S,2025-01-15T01:17:38.5Z,2,REGULAR,block,,[],1631223,,,1610612756,45,35,2025-01-15T01:17:42Z,2170000,False,,,0,,D. Roddy BLOCK (2 BLK),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT08M24.00S,2025-01-15T01:17:39.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,45,35,2025-01-15T01:17:51Z,2180000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,216.0,,,,,,,,,,,,,,,,
220,PT08M20.00S,2025-01-15T01:17:54.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,92.85479632063075,50.98039215686274,1610612756,45,35,2025-01-15T01:18:03Z,2200000,False,5.0,15.0,1,right,MISS M. Plumlee cutting Layup,[203486],1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
221,PT08M17.00S,2025-01-15T01:17:57.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,45,35,2025-01-15T01:18:03Z,2210000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,220.0,5.0,4.0,1.0,,,,,,,,,,,,,
222,PT08M10.00S,2025-01-15T01:18:04.6Z,2,REGULAR,2pt,Jump Shot,[],1629027,28.728646517739815,47.549019607843135,1610612737,45,35,2025-01-15T01:18:10Z,2220000,False,12.0,218.0,1,left,MISS T. Young 21' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,21.78,Missed,,,,,,,,,,,,,,,,,,
223,PT08M07.00S,2025-01-15T01:18:07.6Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,45,35,2025-01-15T01:18:10Z,2230000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Center,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,,,
224,PT08M00.00S,2025-01-15T01:18:15.1Z,2,REGULAR,2pt,Jump Shot,[],1626164,80.50262812089356,26.96078431372549,1610612756,45,37,2025-01-15T01:18:20Z,2240000,False,-115.0,131.0,1,right,D. Booker 17' pullup Jump Shot (7 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,17.43,Made,7.0,,,,,,,,,,,,,,,,,
225,PT07M47.00S,2025-01-15T01:18:26.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.16491458607096,43.872549019607845,1610612737,45,37,2025-01-15T01:18:32Z,2250000,False,31.0,109.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.31,Missed,,,,,,,,,,,,,,,,,,
226,PT07M45.00S,2025-01-15T01:18:28.9Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,45,37,2025-01-15T01:18:32Z,2260000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,225.0,2.0,2.0,0.0,,,,,,,,,,,,,
227,PT07M34.00S,2025-01-15T01:18:40.9Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,45,37,2025-01-15T01:18:45Z,2270000,False,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 1630700]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,3.0,Daniels,1630700.0,,,,
228,PT07M34.00S,2025-01-15T01:18:40.9Z,2,REGULAR,steal,,[],1630700,,,1610612737,45,37,2025-01-15T01:18:43Z,2280000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
229,PT07M23.00S,2025-01-15T01:18:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,5.338370565045992,51.225490196078425,1610612737,45,37,2025-01-15T01:18:57Z,2290000,False,-6.0,-2.0,1,left,MISS D. Daniels cutting Layup,[1630700],1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,,
230,PT07M21.00S,2025-01-15T01:18:53.8Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612756,45,37,2025-01-15T01:18:57Z,2300000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,
231,PT07M19.00S,2025-01-15T01:18:57.1Z,2,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612756,45,37,2025-01-15T01:19:03Z,2310000,False,,,0,,G. Mathews shooting personal FOUL (2 PF) (Booker 2 FT),"[1629726, 1626164]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Booker,1626164.0
233,PT07M19.00S,2025-01-15T01:19:22.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626164,,,1610612756,45,38,2025-01-15T01:19:22Z,2330000,False,,,0,,D. Booker Free Throw 1 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
234,PT07M19.00S,2025-01-15T01:19:24.0Z,2,REGULAR,substitution,out,[],1631223,,,1610612756,45,38,2025-01-15T01:19:35Z,2340000,False,,,0,,SUB out: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M19.00S,2025-01-15T01:19:24.0Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,45,38,2025-01-15T01:19:35Z,2350000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2025-01-15T01:19:24.0Z,2,REGULAR,substitution,in,[],203992,,,1610612756,45,38,2025-01-15T01:19:35Z,2360000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M19.00S,2025-01-15T01:19:24.0Z,2,REGULAR,substitution,in,[],203078,,,1610612756,45,38,2025-01-15T01:19:35Z,2370000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT07M19.00S,2025-01-15T01:19:24.0Z,2,REGULAR,substitution,out,[],1629027,,,1610612756,45,38,2025-01-15T01:25:35Z,2375000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT07M19.00S,2025-01-15T01:19:24.0Z,2,REGULAR,substitution,in,[],1630249,,,1610612756,45,38,2025-01-15T01:25:35Z,2377500,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M19.00S,2025-01-15T01:19:42.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626164,,,1610612756,45,39,2025-01-15T01:19:42Z,2380000,False,,,0,,D. Booker Free Throw 2 of 2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
239,PT07M07.00S,2025-01-15T01:19:59.2Z,2,REGULAR,foul,technical,['1freethrow'],203486,,,1610612737,45,39,2025-01-15T01:20:15Z,2390000,False,,,0,,M. Plumlee defensive-3-second technical FOUL (1 Tech),[203486],1610612756.0,PHX,defensive-3-second,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,1627526.0,,,,0.0,1.0,,
240,PT07M07.00S,2025-01-15T01:20:16.2Z,2,REGULAR,freethrow,1 of 1,[],1629726,,,1610612737,45,39,2025-01-15T01:20:19Z,2400000,False,,,0,,MISS G. Mathews technical Free Throw 1 of 1,[1629726],1610612737.0,ATL,technical,,,Mathews,G. Mathews,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT07M07.00S,2025-01-15T01:20:16.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,45,39,2025-01-15T01:20:19Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,
242,PT06M58.00S,2025-01-15T01:20:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,8.623521681997373,43.13725490196079,1610612737,45,39,2025-01-15T01:27:17Z,2420000,False,34.0,29.0,1,left,MISS D. Daniels driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
243,PT06M56.00S,2025-01-15T01:20:39.9Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,45,39,2025-01-15T01:20:50Z,2430000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,242.0,6.0,4.0,2.0,,,,,,,,,,,,,
244,PT06M56.00S,2025-01-15T01:20:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,8.360709592641262,48.28431372549019,1610612737,47,39,2025-01-15T01:27:58Z,2440000,False,9.0,26.0,1,left,O. Okongwu putback Layup (7 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.75,Made,7.0,,,,,,,,,,,,,,,,,
245,PT06M45.00S,2025-01-15T01:20:53.3Z,2,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,47,39,2025-01-15T01:21:00Z,2450000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (4 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627526.0,4.0,,,,,,
246,PT06M35.00S,2025-01-15T01:21:11.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630168,8.886333771353483,41.42156862745098,1610612737,49,39,2025-01-15T01:21:16Z,2460000,False,43.0,31.0,1,left,O. Okongwu driving floating bank Jump Shot (9 PTS),[1630168],1610612737.0,ATL,driving floating bank,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,9.0,,,,,,,,,,,,,,,,,
247,PT06M21.00S,2025-01-15T01:21:24.7Z,2,REGULAR,3pt,Jump Shot,[],1626164,79.31997371879106,92.40196078431373,1610612756,49,42,2025-01-15T01:21:29Z,2470000,False,212.0,142.0,1,right,D. Booker 25' 3PT  (12 PTS) (M. Plumlee 2 AST),"[1626164, 203486]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.51,Made,12.0,,,,,M. Plumlee,203486.0,2.0,,,,,,,,,,
249,PT06M10.00S,2025-01-15T01:21:35.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,16.245072273324574,42.40196078431372,1610612737,51,42,2025-01-15T01:21:40Z,2490000,False,38.0,100.0,1,left,O. Okongwu 10' floating Jump Shot (11 PTS) (B. Bogdanović 1 AST),"[1630168, 203992]",1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,10.72,Made,11.0,,,,,B. Bogdanović,203992.0,1.0,,,,,,,,,,
251,PT05M53.00S,2025-01-15T01:21:52.4Z,2,REGULAR,3pt,Jump Shot,[],1642346,94.95729303547962,3.1862745098039214,1610612756,51,42,2025-01-15T01:21:58Z,2510000,False,-234.0,-5.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
252,PT05M51.00S,2025-01-15T01:21:54.4Z,2,REGULAR,rebound,offensive,[],1642346,,,1610612756,51,42,2025-01-15T01:21:58Z,2520000,False,,,0,,R. Dunn REBOUND (Off:1 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,251.0,1.0,0.0,1.0,,,,,,,,,,,,,
253,PT05M44.00S,2025-01-15T01:22:01.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642346,84.44480946123521,46.81372549019608,1610612756,51,42,2025-01-15T01:22:06Z,2530000,False,-16.0,94.0,1,right,MISS R. Dunn 9' driving floating Shot,[1642346],1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
254,PT05M41.00S,2025-01-15T01:22:04.9Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612737,51,42,2025-01-15T01:22:06Z,2540000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Center,,,,253.0,1.0,1.0,0.0,,,,,,,,,,,,,
