actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
176,PT11M02.00S,2024-12-27T01:09:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,89.70105124835742,48.28431372549019,1610612741,21,35,2024-12-27T01:09:54Z,1750000,False,-9.0,44.0,1,right,MISS J. Phillips Layup,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,,,,,,
177,PT10M57.00S,2024-12-27T01:09:52.8Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612741,21,35,2024-12-27T01:09:54Z,1760000,False,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,176.0,5.0,4.0,1.0,,,,,,,,,,,,,,
178,PT10M57.00S,2024-12-27T01:09:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612741,21,37,2024-12-27T01:09:52Z,1770000,False,0.0,0.0,1,right,J. Smith putback Layup (2 PTS),[1630188],1610612741.0,CHI,putback,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,2.0,,,
179,PT10M44.00S,2024-12-27T01:10:05.4Z,2,REGULAR,3pt,Jump Shot,[],1626204,6.389618922470433,97.54901960784314,1610612737,24,37,2024-12-27T01:10:10Z,1780000,False,-238.0,8.0,1,left,L. Nance Jr. 3PT  (3 PTS) (J. Johnson 2 AST),"[1626204, 1630552]",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,23.78,Made,,,,,,,,,,,,,,,3.0,J. Johnson,1630552.0,2.0
181,PT10M31.00S,2024-12-27T01:10:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,92.46057818659659,51.470588235294116,1610612741,24,39,2024-12-27T01:10:25Z,1800000,False,7.0,18.0,1,right,J. Smith driving Layup (4 PTS) (C. White 3 AST),"[1630188, 1629632]",1610612741.0,CHI,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,,,,,,,,,4.0,C. White,1629632.0,3.0
182,PT10M18.00S,2024-12-27T01:10:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,5.601182654402102,50.73529411764706,1610612737,26,39,2024-12-27T01:10:41Z,1810000,False,-4.0,0.0,1,left,L. Nance Jr. cutting Layup (5 PTS) (T. Young 4 AST),"[1626204, 1629027]",1610612737.0,ATL,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,,,,,,,5.0,T. Young,1629027.0,4.0
184,PT10M08.00S,2024-12-27T01:10:41.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,79.58278580814718,9.068627450980392,1610612741,26,42,2024-12-27T01:10:47Z,1830000,False,-205.0,139.0,1,right,C. White 24' 3PT step back (7 PTS),[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.77,Made,,,,,,,,,,,,,,,7.0,,,
185,PT09M47.00S,2024-12-27T01:11:02.3Z,2,REGULAR,3pt,Jump Shot,[],1626204,17.95335085413929,94.11764705882352,1610612737,29,42,2024-12-27T01:11:07Z,1840000,False,-221.0,116.0,1,left,L. Nance Jr. 24' 3PT  (8 PTS) (Z. Risacher 1 AST),"[1626204, 1642258]",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,24.94,Made,,,,,,,,,,,,,,,8.0,Z. Risacher,1642258.0,1.0
187,PT09M39.00S,2024-12-27T01:11:14.1Z,2,REGULAR,foul,personal,[],1642258,,,1610612741,29,42,2024-12-27T01:11:19Z,1860000,False,,,0,,Z. Risacher personal FOUL (2 PF),"[1642258, 1629632]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left,,,,,,,2004.0,,2.0,0.0,White,1629632.0,,,,,,,,
189,PT09M39.00S,2024-12-27T01:11:18.9Z,2,REGULAR,substitution,out,[],1641763,,,1610612741,29,42,2024-12-27T01:11:23Z,1880000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M39.00S,2024-12-27T01:11:18.9Z,2,REGULAR,substitution,in,[],1628470,,,1610612741,29,42,2024-12-27T01:11:23Z,1890000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M32.00S,2024-12-27T01:11:39.0Z,2,REGULAR,3pt,Jump Shot,[],1629659,67.09921156373193,47.30392156862745,1610612741,29,42,2024-12-27T01:11:48Z,1900000,False,-13.0,257.0,1,right,MISS T. Horton-Tucker 25' step back 3PT,[1629659],1610612741.0,CHI,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
192,PT09M28.00S,2024-12-27T01:11:42.3Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,29,42,2024-12-27T01:11:42Z,1910000,False,,,0,,J. Johnson REBOUND (Off:1 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,191.0,8.0,7.0,1.0,,,,,,,,,,,,,,
194,PT09M23.00S,2024-12-27T01:11:47.7Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,29,42,2024-12-27T01:11:52Z,1920000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1629632]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,White,1629632.0,,,,,,
195,PT09M23.00S,2024-12-27T01:11:47.7Z,2,REGULAR,steal,,[],1629632,,,1610612741,29,42,2024-12-27T01:11:50Z,1930000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
196,PT09M13.00S,2024-12-27T01:11:58.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630188,93.64323258869908,46.81372549019608,1610612741,29,42,2024-12-27T01:12:03Z,1940000,False,-16.0,7.0,1,right,MISS J. Smith DUNK - blocked,"[1630188, 1626204]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,Nance Jr.,1626204.0,,,,
197,PT09M13.00S,2024-12-27T01:11:58.5Z,2,REGULAR,block,,[],1626204,,,1610612741,29,42,2024-12-27T01:12:01Z,1950000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT09M09.00S,2024-12-27T01:12:02.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,29,42,2024-12-27T01:12:03Z,1960000,False,,,0,,J. Johnson REBOUND (Off:1 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,196.0,9.0,8.0,1.0,,,,,,,,,,,,,,
199,PT09M06.00S,2024-12-27T01:12:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,7.440867279894875,43.627450980392155,1610612737,31,42,2024-12-27T01:26:56Z,1970000,False,32.0,17.0,1,left,J. Johnson driving Layup (8 PTS) (T. Young 5 AST),"[1630552, 1629027]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,,,,,,,,8.0,T. Young,1629027.0,5.0
201,PT09M06.00S,2024-12-27T01:12:12.9Z,2,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612737,31,42,2024-12-27T01:12:32Z,1990000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Johnson 1 FT),"[1628470, 1630552]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,,1.0,0.0,Johnson,1630552.0,,,,,,,,
203,PT09M06.00S,2024-12-27T01:12:36.0Z,2,REGULAR,freethrow,1 of 1,[],1630552,,,1610612737,32,42,2024-12-27T01:12:36Z,2010000,False,,,0,,J. Johnson Free Throw 1 of 1 (9 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
204,PT08M54.00S,2024-12-27T01:12:49.3Z,2,REGULAR,3pt,Jump Shot,[],1628470,96.27135348226018,1.9607843137254901,1610612741,32,45,2024-12-27T01:12:54Z,2020000,False,-240.0,-17.0,1,right,T. Craig 24' 3PT  (3 PTS) (T. Horton-Tucker 2 AST),"[1628470, 1629659]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,24.08,Made,,,,,,,,,,,,,,,3.0,T. Horton-Tucker,1629659.0,2.0
206,PT08M40.00S,2024-12-27T01:13:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.732588699080158,52.450980392156865,1610612737,32,45,2024-12-27T01:13:11Z,2040000,False,-12.0,1.0,1,left,MISS J. Johnson reverse Layup,[1630552],1610612737.0,ATL,reverse,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
207,PT08M37.00S,2024-12-27T01:13:05.6Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612741,32,45,2024-12-27T01:13:11Z,2050000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT08M35.00S,2024-12-27T01:13:08.4Z,2,REGULAR,turnover,lost ball,[],1628975,,,1610612741,32,45,2024-12-27T01:13:15Z,2060000,False,,,0,,J. Carter lost ball TURNOVER (1 TO),"[1628975, 1629027]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,Young,1629027.0,,,,,,
209,PT08M35.00S,2024-12-27T01:13:08.4Z,2,REGULAR,steal,,[],1629027,,,1610612737,32,45,2024-12-27T01:13:10Z,2070000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M31.00S,2024-12-27T01:13:12.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,5.863994743758213,50.73529411764706,1610612737,34,45,2024-12-27T01:13:23Z,2080000,False,-4.0,3.0,1,left,J. Johnson running DUNK (11 PTS) (T. Young 6 AST),"[1630552, 1629027]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,,,,,,,,,,,11.0,T. Young,1629027.0,6.0
212,PT08M04.00S,2024-12-27T01:13:39.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,92.59198423127464,48.529411764705884,1610612741,34,47,2024-12-27T01:13:44Z,2100000,False,-7.0,17.0,1,right,T. Craig driving Layup (5 PTS),[1628470],1610612741.0,CHI,driving,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,,,,,,5.0,,,
213,PT07M57.00S,2024-12-27T01:13:49.0Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612737,34,47,2024-12-27T01:14:41Z,2110000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630188, 1630552]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,2.0,0.0,Johnson,1630552.0,,,,,,,,
215,PT07M57.00S,2024-12-27T01:14:53.2Z,2,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,35,47,2024-12-27T01:14:53Z,2130000,False,,,0,,J. Johnson Free Throw 1 of 2 (12 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
216,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,35,47,2024-12-27T01:15:20Z,2140000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,out,[],1626204,,,1610612737,35,47,2024-12-27T01:15:20Z,2150000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,out,[],1629632,,,1610612737,35,47,2024-12-27T01:15:20Z,2160000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,out,[],1630188,,,1610612737,35,47,2024-12-27T01:15:20Z,2170000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,out,[],1629659,,,1610612737,35,47,2024-12-27T01:15:20Z,2180000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,in,[],203991,,,1610612737,35,47,2024-12-27T01:15:20Z,2190000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,35,47,2024-12-27T01:15:20Z,2200000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,in,[],1630172,,,1610612737,35,47,2024-12-27T01:15:20Z,2210000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,in,[],202696,,,1610612737,35,47,2024-12-27T01:15:20Z,2220000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M57.00S,2024-12-27T01:14:55.3Z,2,REGULAR,substitution,in,[],203897,,,1610612737,35,47,2024-12-27T01:15:20Z,2230000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M57.00S,2024-12-27T01:15:21.7Z,2,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,36,47,2024-12-27T01:15:21Z,2240000,False,,,0,,J. Johnson Free Throw 2 of 2 (13 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,13.0,,,
227,PT07M38.00S,2024-12-27T01:15:37.3Z,2,REGULAR,2pt,Jump Shot,[],1630172,75.50919842312747,54.166666666666664,1610612741,36,49,2024-12-27T01:15:44Z,2250000,False,21.0,178.0,1,right,P. Williams 17' pullup Jump Shot (2 PTS) (Z. LaVine 3 AST),"[1630172, 203897]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,17.89,Made,,,,,,,,,,,,,,,2.0,Z. LaVine,203897.0,3.0
229,PT07M27.00S,2024-12-27T01:15:51.0Z,2,REGULAR,turnover,out-of-bounds,[],1642258,,,1610612737,36,49,2024-12-27T01:31:07Z,2270000,False,,,0,,Z. Risacher bad pass out-of-bounds TURNOVER (1 TO),[1642258],1610612737.0,ATL,bad pass,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627964.0,1.0,,,,,,,,,,,,
230,PT07M27.00S,2024-12-27T01:15:54.8Z,2,REGULAR,substitution,out,[],1630552,,,1610612741,36,49,2024-12-27T01:16:00Z,2280000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M27.00S,2024-12-27T01:15:54.8Z,2,REGULAR,substitution,out,[],1642258,,,1610612741,36,49,2024-12-27T01:16:00Z,2290000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M27.00S,2024-12-27T01:15:54.8Z,2,REGULAR,substitution,in,[],1630249,,,1610612741,36,49,2024-12-27T01:16:00Z,2300000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M27.00S,2024-12-27T01:15:54.8Z,2,REGULAR,substitution,in,[],1629631,,,1610612741,36,49,2024-12-27T01:16:00Z,2310000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M27.00S,2024-12-27T01:15:54.8Z,2,REGULAR,substitution,out,[],1628975,,,1610612741,36,49,2024-12-27T01:16:12Z,2320000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M27.00S,2024-12-27T01:15:54.8Z,2,REGULAR,substitution,in,[],1631207,,,1610612741,36,49,2024-12-27T01:16:12Z,2330000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M04.00S,2024-12-27T01:16:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,92.46057818659659,51.9607843137255,1610612741,36,49,2024-12-27T01:16:33Z,2340000,False,10.0,18.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 1630249]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,Krejčí,1630249.0,,,,
237,PT07M04.00S,2024-12-27T01:16:27.5Z,2,REGULAR,block,,[],1630249,,,1610612741,36,49,2024-12-27T01:16:30Z,2350000,False,,,0,,V. Krejčí BLOCK (1 BLK),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT07M03.00S,2024-12-27T01:16:28.5Z,2,REGULAR,rebound,offensive,[],203897,,,1610612741,36,49,2024-12-27T01:16:39Z,2360000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,236.0,2.0,1.0,1.0,,,,,,,,,,,,,,
239,PT07M03.00S,2024-12-27T01:16:31.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,36,49,2024-12-27T01:16:45Z,2370000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,1627964.0,,,,,,,,,,,,,
240,PT07M03.00S,2024-12-27T01:16:40.6Z,2,REGULAR,substitution,out,[],1629726,,,1610612737,36,49,2024-12-27T01:16:44Z,2380000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M03.00S,2024-12-27T01:16:40.6Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,36,49,2024-12-27T01:16:44Z,2390000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M47.00S,2024-12-27T01:17:01.9Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,36,49,2024-12-27T01:17:09Z,2400000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630172]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,Williams,1630172.0,,,,,,
243,PT06M47.00S,2024-12-27T01:17:01.9Z,2,REGULAR,steal,,[],1630172,,,1610612741,36,49,2024-12-27T01:17:04Z,2410000,False,,,0,,P. Williams STEAL (2 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
244,PT06M43.00S,2024-12-27T01:17:05.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628470,69.72733245729303,72.05882352941177,1610612741,36,49,2024-12-27T01:17:15Z,2420000,False,110.0,232.0,1,right,MISS T. Craig 25' running 3PT,[1628470],1610612741.0,CHI,running,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
245,PT06M39.00S,2024-12-27T01:17:09.5Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,36,49,2024-12-27T01:17:09Z,2430000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
246,PT06M29.00S,2024-12-27T01:17:19.2Z,2,REGULAR,3pt,Jump Shot,[],1630700,26.757555847568987,19.11764705882353,1610612737,39,49,2024-12-27T01:17:24Z,2440000,False,154.0,199.0,1,left,D. Daniels 25' 3PT  (5 PTS) (V. Krejčí 3 AST),"[1630700, 1630249]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,,,,,,,,,,,5.0,V. Krejčí,1630249.0,3.0
248,PT06M08.00S,2024-12-27T01:17:42.1Z,2,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,39,49,2024-12-27T01:17:49Z,2460000,False,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (2 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,2004.0,2.0,,,,,,,,,,,,
249,PT06M08.00S,2024-12-27T01:17:49.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,39,49,2024-12-27T01:17:49Z,2470000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M50.00S,2024-12-27T01:21:01.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,24.26084099868594,29.166666666666668,1610612737,41,49,2024-12-27T01:21:07Z,2480000,False,104.0,176.0,1,left,D. Hunter 20' pullup Jump Shot (5 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,20.42,Made,,,,,,,,,,,,,,,5.0,,,
251,PT05M32.00S,2024-12-27T01:21:19.7Z,2,REGULAR,3pt,Jump Shot,[],1628470,72.61826544021025,81.86274509803921,1610612741,41,49,2024-12-27T01:21:26Z,2490000,False,159.0,205.0,1,right,MISS T. Craig 25' 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
252,PT05M29.00S,2024-12-27T01:21:22.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,41,49,2024-12-27T01:21:26Z,2500000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,,,
253,PT05M18.00S,2024-12-27T01:21:33.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,33.722076215505915,43.627450980392155,1610612737,41,49,2024-12-27T01:21:40Z,2510000,False,32.0,264.0,1,left,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.64,Missed,,,,,,,,,,,,,,,,,,
254,PT05M15.00S,2024-12-27T01:21:36.6Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,41,49,2024-12-27T01:21:40Z,2520000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,253.0,1.0,1.0,0.0,,,,,,,,,,,,,,
255,PT05M08.00S,2024-12-27T01:21:44.1Z,2,REGULAR,2pt,Jump Shot,[],203897,76.95466491458606,36.029411764705884,1610612741,41,49,2024-12-27T01:21:49Z,2530000,False,-70.0,164.0,1,right,MISS Z. LaVine 17' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,17.84,Missed,,,,,,,,,,,,,,,,,,
256,PT05M05.00S,2024-12-27T01:21:47.1Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612737,41,49,2024-12-27T01:21:49Z,2540000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Left Center,,,255.0,1.0,1.0,0.0,,,,,,,,,,,,,,
257,PT04M47.00S,2024-12-27T01:22:06.3Z,2,REGULAR,foul,personal,['2freethrow'],1631207,,,1610612737,41,49,2024-12-27T01:22:32Z,2550000,False,,,0,,D. Terry shooting personal FOUL (3 PF) (Hunter 2 FT),"[1631207, 1629631]",1610612741.0,CHI,shooting,,,Terry,D. Terry,,,,,Mid-Range,16-24 Right Center,,,,,,,204058.0,,3.0,0.0,Hunter,1629631.0,,,,,,,,
259,PT04M47.00S,2024-12-27T01:22:33.7Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,42,49,2024-12-27T01:22:33Z,2570000,False,,,0,,D. Hunter Free Throw 1 of 2 (6 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
