actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
252,PT04M37.00S,2025-04-08T00:25:27.9Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612748,48,40,2025-04-08T00:25:29Z,2520000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,251.0,,,,,,,,,,3.0,2.0,1.0,,,,,
253,PT04M34.00S,2025-04-08T00:25:32.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641796,6.258212877792378,47.05882352941176,1610612748,50,40,2025-04-08T00:25:47Z,2530000,False,15.0,6.0,1,left,P. Larsson running reverse Layup (11 PTS) (D. Mitchell 4 AST),"[1641796, 1630558]",1610612748.0,MIA,running reverse,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,11.0,,,,D. Mitchell,1630558.0,4.0,,
255,PT04M14.00S,2025-04-08T00:25:50.8Z,2,REGULAR,3pt,Jump Shot,[],1642024,70.25295663600527,74.01960784313727,1610612755,50,40,2025-04-08T00:25:55Z,2550000,False,120.0,227.0,1,right,MISS A. Reese 25' 3PT,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
256,PT04M10.00S,2025-04-08T00:25:54.8Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,50,40,2025-04-08T00:25:55Z,2560000,False,,,0,,K. Ware REBOUND (Off:3 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,255.0,,,,,,,,,,10.0,7.0,3.0,,,,,
257,PT04M06.00S,2025-04-08T00:25:59.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,13.222733245729303,96.81372549019608,1610612748,50,40,2025-04-08T00:26:06Z,2570000,False,-234.0,72.0,1,left,MISS T. Herro 24' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,24.49,Missed,,,,,,,,,,,,,,,,,,
258,PT04M02.00S,2025-04-08T00:26:03.2Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612755,50,40,2025-04-08T00:26:06Z,2580000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,257.0,,,,,,,,,,1.0,1.0,0.0,,,,,
259,PT04M00.00S,2025-04-08T00:26:09.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612755,50,40,2025-04-08T00:26:29Z,2590000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Council IV 2 FT),"[1630558, 1641741]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1199.0,2.0,0.0,Council IV,1641741.0,,,,,,,,,,,,
261,PT04M00.00S,2025-04-08T00:26:32.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641741,,,1610612755,50,41,2025-04-08T00:26:32Z,2610000,False,,,0,,R. Council IV Free Throw 1 of 2 (3 PTS),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
262,PT04M00.00S,2025-04-08T00:26:33.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612755,50,41,2025-04-08T00:26:40Z,2620000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M00.00S,2025-04-08T00:26:33.9Z,2,REGULAR,substitution,in,[],1629312,,,1610612755,50,41,2025-04-08T00:26:40Z,2630000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M00.00S,2025-04-08T00:26:57.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641741,,,1610612755,50,42,2025-04-08T00:26:57Z,2640000,False,,,0,,R. Council IV Free Throw 2 of 2 (4 PTS),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
265,PT03M51.00S,2025-04-08T00:27:06.6Z,2,REGULAR,3pt,Jump Shot,[],1642276,31.09395532194481,62.5,1610612748,50,42,2025-04-08T00:27:11Z,2650000,False,-62.0,240.0,1,left,MISS K. Ware 24' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,24.78,Missed,,,,,,,,,,,,,,,,,,
266,PT03M47.00S,2025-04-08T00:27:10.6Z,2,REGULAR,rebound,defensive,[],1642024,,,1610612755,50,42,2025-04-08T00:27:11Z,2660000,False,,,0,,A. Reese REBOUND (Off:0 Def:1),[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,Above the Break 3,24+ Center,,,265.0,,,,,,,,,,1.0,1.0,0.0,,,,,
267,PT03M41.00S,2025-04-08T00:27:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,93.51182654402102,47.05882352941176,1610612755,50,44,2025-04-08T00:27:21Z,2670000,False,-15.0,8.0,1,right,Q. Grimes driving Layup (8 PTS),[1629656],1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,,,8.0,,,,,,,,
268,PT03M33.00S,2025-04-08T00:27:26.8Z,2,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612748,50,44,2025-04-08T00:27:39Z,2680000,False,,,0,,J. Butler shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630215, 1630558]",1610612755.0,PHI,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1199.0,1.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,
270,PT03M33.00S,2025-04-08T00:27:52.9Z,2,REGULAR,freethrow,1 of 2,[],1630558,,,1610612748,51,44,2025-04-08T00:27:52Z,2700000,False,,,0,,D. Mitchell Free Throw 1 of 2 (5 PTS),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
271,PT03M33.00S,2025-04-08T00:28:07.0Z,2,REGULAR,freethrow,2 of 2,[],1630558,,,1610612748,52,44,2025-04-08T00:28:07Z,2710000,False,,,0,,D. Mitchell Free Throw 2 of 2 (6 PTS),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
272,PT03M21.00S,2025-04-08T00:28:20.9Z,2,REGULAR,3pt,Jump Shot,[],1642024,94.30026281208936,95.58823529411765,1610612755,52,44,2025-04-08T00:28:28Z,2720000,False,228.0,1.0,1,right,MISS A. Reese 3PT,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
273,PT03M17.00S,2025-04-08T00:28:24.9Z,2,REGULAR,rebound,defensive,[],1641796,,,1610612748,52,44,2025-04-08T00:28:28Z,2730000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Right Corner 3,24+ Right,,,272.0,,,,,,,,,,1.0,1.0,0.0,,,,,
274,PT03M04.00S,2025-04-08T00:28:37.4Z,2,REGULAR,3pt,Jump Shot,[],1629312,15.719448094612352,94.85294117647058,1610612748,55,44,2025-04-08T00:28:41Z,2740000,False,-224.0,95.0,1,left,H. Highsmith 24' 3PT  (9 PTS) (D. Mitchell 5 AST),"[1629312, 1630558]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,24.37,Made,,,,,,,,,,9.0,,,,D. Mitchell,1630558.0,5.0,,
276,PT02M51.00S,2025-04-08T00:28:49.7Z,2,REGULAR,3pt,Jump Shot,[],1641741,72.61826544021025,12.990196078431374,1610612755,55,44,2025-04-08T00:28:54Z,2760000,False,-185.0,205.0,1,right,MISS R. Council IV 27' 3PT,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,27.61,Missed,,,,,,,,,,,,,,,,,,
277,PT02M49.00S,2025-04-08T00:28:51.7Z,2,REGULAR,rebound,defensive,[],1641796,,,1610612748,55,44,2025-04-08T00:28:54Z,2770000,False,,,0,,P. Larsson REBOUND (Off:0 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,,,276.0,,,,,,,,,,2.0,2.0,0.0,,,,,
278,PT02M45.00S,2025-04-08T00:28:59.0Z,2,REGULAR,foul,personal,['2freethrow'],1642024,,,1610612748,55,44,2025-04-08T00:32:10Z,2780000,False,,,0,,A. Reese shooting personal FOUL (1 PF) (Larsson 2 FT),"[1642024, 1641796]",1610612755.0,PHI,shooting,,,Reese,A. Reese,,,,,Mid-Range,8-16 Left,,,,1627541.0,1.0,0.0,Larsson,1641796.0,,,,,,,,,,,,
280,PT02M45.00S,2025-04-08T00:29:11.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,55,44,2025-04-08T00:29:11Z,2800000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M45.00S,2025-04-08T00:31:46.9Z,2,REGULAR,substitution,out,[],1642024,,,1610612748,55,44,2025-04-08T00:31:59Z,2810000,False,,,0,,SUB out: A. Reese,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M45.00S,2025-04-08T00:31:46.9Z,2,REGULAR,substitution,in,[],1629022,,,1610612748,55,44,2025-04-08T00:31:59Z,2820000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M45.00S,2025-04-08T00:32:24.0Z,2,REGULAR,freethrow,1 of 2,[],1641796,,,1610612748,55,44,2025-04-08T00:32:24Z,2830000,False,,,0,,MISS P. Larsson Free Throw 1 of 2,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
284,PT02M45.00S,2025-04-08T00:32:24.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,55,44,2025-04-08T00:32:24Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,
285,PT02M45.00S,2025-04-08T00:32:39.3Z,2,REGULAR,freethrow,2 of 2,[],1641796,,,1610612748,56,44,2025-04-08T00:32:39Z,2850000,False,,,0,,P. Larsson Free Throw 2 of 2 (12 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,,,,,,,,,,12.0,,,,,,,,
286,PT02M27.00S,2025-04-08T00:32:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,80.89684625492772,36.76470588235294,1610612755,56,44,2025-04-08T00:33:22Z,2860000,False,-66.0,127.0,1,right,MISS J. Butler 14' driving floating Shot,[1630215],1610612755.0,PHI,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,14.33,Missed,,,,,,,,,,,,,,,,,,
287,PT02M25.00S,2025-04-08T00:33:01.3Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,56,44,2025-04-08T00:33:06Z,2870000,False,,,0,,K. Ware REBOUND (Off:3 Def:8),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,286.0,,,,,,,,,,11.0,8.0,3.0,,,,,
288,PT02M21.00S,2025-04-08T00:33:05.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629312,7.5722733245729295,3.9215686274509802,1610612748,56,44,2025-04-08T00:34:02Z,2880000,False,230.0,19.0,1,left,MISS H. Highsmith running 3PT,[1629312],1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
289,PT02M17.00S,2025-04-08T00:33:09.8Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612755,56,44,2025-04-08T00:33:18Z,2890000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,288.0,,,,,,,,,,2.0,2.0,0.0,,,,,
309,PT02M01.00S,2025-04-08T00:33:20.8Z,2,REGULAR,turnover,out-of-bounds,[],1641741,,,1610612755,56,44,2025-04-08T00:36:03Z,2910000,False,,,0,,R. Council IV lost ball out-of-bounds TURNOVER (2 TO),[1641741],1610612755.0,PHI,lost ball,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Right,,,,1627541.0,,,,,2.0,,,,,,,,,,,
294,PT01M49.00S,2025-04-08T00:33:44.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630558,5.469776609724048,46.07843137254902,1610612748,58,44,2025-04-08T00:36:03Z,2940000,False,20.0,-1.0,1,left,D. Mitchell driving Layup (8 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,,8.0,,,,,,,,
295,PT01M35.00S,2025-04-08T00:33:58.6Z,2,REGULAR,3pt,Jump Shot,[],1629656,68.41327201051249,30.14705882352941,1610612755,58,44,2025-04-08T00:36:51Z,2950000,False,-99.0,244.0,1,right,MISS Q. Grimes 26' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
296,PT01M31.00S,2025-04-08T00:34:02.7Z,2,REGULAR,rebound,offensive,[],1641741,,,1610612755,58,44,2025-04-08T00:34:02Z,2960000,False,,,0,,R. Council IV REBOUND (Off:2 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,,,295.0,,,,,,,,,,4.0,2.0,2.0,,,,,
297,PT01M30.00S,2025-04-08T00:34:03.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,93.64323258869908,95.09803921568627,1610612755,58,47,2025-04-08T00:34:08Z,2970000,False,225.0,7.0,1,right,L. Walker IV 3PT  (16 PTS) (R. Council IV 1 AST),"[1629022, 1641741]",1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,22.56,Made,,,,,,,,,,16.0,,,,R. Council IV,1641741.0,1.0,,
299,PT01M13.00S,2025-04-08T00:34:25.8Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,58,47,2025-04-08T00:34:34Z,2990000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (5 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,1199.0,,,,,5.0,,,,,,,,,,,
300,PT01M13.00S,2025-04-08T00:34:31.3Z,2,REGULAR,substitution,out,[],1641741,,,1610612755,58,47,2025-04-08T00:34:36Z,3000000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M13.00S,2025-04-08T00:34:31.3Z,2,REGULAR,substitution,in,[],1630542,,,1610612755,58,47,2025-04-08T00:34:36Z,3010000,False,,,0,,SUB in: M. Bagley,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M52.90S,2025-04-08T00:34:58.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,93.24901445466492,52.20588235294118,1610612755,58,49,2025-04-08T00:38:12Z,3020000,False,11.0,11.0,1,right,Q. Grimes driving Layup (10 PTS),[1629656],1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,10.0,,,,,,,,
303,PT00M46.80S,2025-04-08T00:35:06.5Z,2,REGULAR,turnover,lost ball,[],1630558,,,1610612748,58,49,2025-04-08T00:35:10Z,3030000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 1630215]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Butler,1630215.0,,,,,,,,,
304,PT00M46.80S,2025-04-08T00:35:06.5Z,2,REGULAR,steal,,[],1630215,,,1610612755,58,49,2025-04-08T00:35:09Z,3040000,False,,,0,,J. Butler STEAL (3 STL),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
305,PT00M44.60S,2025-04-08T00:35:10.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641737,93.77463863337714,49.26470588235294,1610612755,58,51,2025-04-08T00:35:15Z,3050000,False,-4.0,6.0,1,right,A. Bona alley-oop DUNK (9 PTS) (J. Butler 3 AST),"[1641737, 1630215]",1610612755.0,PHI,alley-oop,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,9.0,,,,J. Butler,1630215.0,3.0,,
307,PT00M44.30S,2025-04-08T00:35:16.0Z,2,REGULAR,foul,technical,['1freethrow'],1641737,,,1610612748,58,51,2025-04-08T00:35:49Z,3070000,False,,,0,,A. Bona rim-hanging technical FOUL (1 Tech),[1641737],1610612755.0,PHI,rim-hanging,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,1627541.0,2.0,1.0,,,,,,,,,,,,,,
308,PT00M44.30S,2025-04-08T00:35:45.7Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,59,51,2025-04-08T00:35:45Z,3080000,False,,,0,,T. Herro technical Free Throw 1 of 1 (8 PTS),[1629639],1610612748.0,MIA,technical,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
310,PT00M34.40S,2025-04-08T00:36:13.2Z,2,REGULAR,2pt,Jump Shot,[],1642276,21.632720105124836,30.88235294117647,1610612748,61,51,2025-04-08T00:36:17Z,3090000,False,96.0,151.0,1,left,K. Ware 17' step back Jump Shot (8 PTS) (P. Larsson 2 AST),"[1642276, 1641796]",1610612748.0,MIA,step back,,,Ware,K. Ware,,,,,Mid-Range,16-24 Right Center,17.85,Made,,,,,,,,,,8.0,,,,P. Larsson,1641796.0,2.0,,
312,PT00M28.10S,2025-04-08T00:36:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.51182654402102,60.5392156862745,1610612755,61,53,2025-04-08T00:36:40Z,3110000,False,53.0,8.0,1,right,J. Butler driving Layup (4 PTS),[1630215],1610612755.0,PHI,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,,,,,,,,,,4.0,,,,,,,,
313,PT00M08.70S,2025-04-08T00:36:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.652431011826544,56.127450980392155,1610612748,61,53,2025-04-08T00:36:49Z,3120000,False,-31.0,10.0,1,left,MISS D. Mitchell Layup,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
314,PT00M05.80S,2025-04-08T00:36:47.6Z,2,REGULAR,rebound,defensive,[],1630542,,,1610612755,61,53,2025-04-08T00:36:47Z,3130000,False,,,0,,M. Bagley REBOUND (Off:1 Def:2),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Restricted Area,0-8 Center,,,313.0,,,,,,,,,,3.0,2.0,1.0,,,,,
315,PT00M00.10S,2025-04-08T00:36:54.8Z,2,REGULAR,2pt,Hook,[],1641737,93.11760840998686,66.91176470588235,1610612755,61,53,2025-04-08T00:37:29Z,3140000,False,85.0,12.0,1,right,MISS A. Bona 8' Hook,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,8-16 Right,8.55,Missed,,,,,,,,,,,,,,,,,,
316,PT00M00.10S,2025-04-08T00:36:54.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,61,53,2025-04-08T00:37:29Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,315.0,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2025-04-08T00:37:10.5Z,2,REGULAR,period,end,[],0,,,1610612755,61,53,2025-04-08T00:37:10Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-04-08T00:51:52.5Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612755,61,53,2025-04-08T00:52:06Z,3170000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-04-08T00:51:52.5Z,3,REGULAR,substitution,in,['startperiod'],202692,,,1610612755,61,53,2025-04-08T00:52:06Z,3180000,False,,,0,,SUB in: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-04-08T00:52:20.6Z,3,REGULAR,period,start,[],0,,,1610612755,61,53,2025-04-08T00:52:20Z,3190000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M43.00S,2025-04-08T00:52:36.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,14.668199737187912,49.01960784313725,1610612755,61,55,2025-04-08T00:52:40Z,3200000,False,5.0,85.0,1,left,J. Butler 8' driving floating Jump Shot (6 PTS),[1630215],1610612755.0,PHI,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,8.55,Made,,,,,,,,,,6.0,,,,,,,,
322,PT11M28.00S,2025-04-08T00:52:54.8Z,3,REGULAR,foul,personal,[],1629022,,,1610612748,61,55,2025-04-08T00:53:03Z,3210000,False,,,0,,L. Walker IV personal FOUL (2 PF),"[1629022, 1629639]",1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Left Center,,,,200832.0,2.0,0.0,Herro,1629639.0,,,,,,,,,,,,
324,PT11M14.00S,2025-04-08T00:53:27.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202692,87.07293035479631,45.09803921568628,1610612748,63,55,2025-04-08T00:53:32Z,3230000,False,-25.0,69.0,1,right,A. Burks 7' turnaround Hook (5 PTS),[202692],1610612748.0,MIA,turnaround,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,,,,,,,,,,5.0,,,,,,,,
325,PT11M00.00S,2025-04-08T00:53:42.1Z,3,REGULAR,turnover,bad pass,[],1629656,,,1610612755,63,55,2025-04-08T00:53:45Z,3240000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 1642276]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Ware,1642276.0,,,,,,,,,
326,PT11M00.00S,2025-04-08T00:53:42.1Z,3,REGULAR,steal,,[],1642276,,,1610612748,63,55,2025-04-08T00:53:44Z,3250000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
327,PT10M49.00S,2025-04-08T00:53:53.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202692,67.36202365308804,59.55882352941176,1610612748,66,55,2025-04-08T00:53:58Z,3260000,False,48.0,254.0,1,right,A. Burks 25' 3PT pullup (8 PTS),[202692],1610612748.0,MIA,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,25.88,Made,,,,,,,,,,8.0,,,,,,,,
328,PT10M24.00S,2025-04-08T00:54:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,6.915243101182654,53.92156862745098,1610612755,66,55,2025-04-08T00:54:53Z,3270000,False,-20.0,13.0,1,left,MISS A. Bona driving Layup - blocked,"[1641737, 1642276]",1610612755.0,PHI,driving,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.32,Missed,,,,,,,,,,,,,,,,,Ware,1642276.0
329,PT10M24.00S,2025-04-08T00:54:17.7Z,3,REGULAR,block,,[],1642276,,,1610612755,66,55,2025-04-08T00:54:19Z,3280000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT10M21.00S,2025-04-08T00:54:20.7Z,3,REGULAR,rebound,defensive,[],1641796,,,1610612748,66,55,2025-04-08T00:54:21Z,3290000,False,,,0,,P. Larsson REBOUND (Off:0 Def:3),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,328.0,,,,,,,,,,3.0,3.0,0.0,,,,,
331,PT10M11.00S,2025-04-08T00:54:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,87.33574244415243,50.98039215686274,1610612748,66,55,2025-04-08T00:55:32Z,3300000,False,5.0,67.0,1,right,MISS T. Herro 6' driving Layup - blocked,"[1629639, 1641737]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,Bona,1641737.0
332,PT10M11.00S,2025-04-08T00:54:31.3Z,3,REGULAR,block,,[],1641737,,,1610612748,66,55,2025-04-08T00:54:33Z,3310000,False,,,0,,A. Bona BLOCK (2 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT10M07.00S,2025-04-08T00:54:35.3Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,66,55,2025-04-08T00:54:35Z,3320000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,331.0,,,,,,,,,,3.0,3.0,0.0,,,,,
