actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
610,PT05M39.00S,2024-11-05T03:15:23.5Z,4,REGULAR,substitution,in,[],1628368,,,1610612748,94,94,2024-11-05T03:15:49Z,5890000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
613,PT05M39.00S,2024-11-05T03:16:14.2Z,4,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,95,94,2024-11-05T03:16:14Z,5900000,False,,,0,,T. Herro Free Throw 1 of 1 (25 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,,,25.0,,,,,,,,,,,,
614,PT05M26.00S,2024-11-05T03:16:24.2Z,4,REGULAR,3pt,Jump Shot,[],1628370,30.305519053876477,26.96078431372549,1610612758,95,94,2024-11-05T03:16:30Z,5910000,False,115.0,232.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Right Center,25.94,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
615,PT05M22.00S,2024-11-05T03:16:28.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,95,94,2024-11-05T03:16:30Z,5920000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Adebayo,B. Adebayo,614.0,,,,,,,6.0,4.0,2.0,,,,,,,,,
616,PT05M09.00S,2024-11-05T03:16:41.4Z,4,REGULAR,3pt,Jump Shot,[],202710,75.64060446780552,11.76470588235294,1610612748,95,94,2024-11-05T03:16:48Z,5930000,False,-191.0,176.0,1,right,MISS J. Butler 26' 3PT,[202710],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.02,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
617,PT05M07.00S,2024-11-05T03:16:43.4Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,95,94,2024-11-05T03:16:48Z,5940000,False,,,0,,D. Fox REBOUND (Off:2 Def:3),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Fox,D. Fox,616.0,,,,,,,5.0,3.0,2.0,,,,,,,,,
618,PT04M59.00S,2024-11-05T03:16:51.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.062417871222076,43.13725490196079,1610612758,95,96,2024-11-05T03:16:58Z,5950000,False,34.0,89.0,1,left,D. Fox 9' floating Jump Shot (28 PTS),[1628368],1610612758.0,SAC,floating,,,,,,In The Paint (Non-RA),8-16 Center,9.55,Made,Fox,D. Fox,,,,,,,28.0,,,,,,,,,,,,
619,PT04M36.00S,2024-11-05T03:17:13.6Z,4,REGULAR,3pt,Jump Shot,[],1629639,70.51576872536137,21.568627450980394,1610612748,95,96,2024-11-05T03:46:31Z,5960000,False,-142.0,225.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,26.59,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
620,PT04M36.00S,2024-11-05T03:17:13.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,95,96,2024-11-05T03:17:22Z,5970000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,,619.0,,,,,,,,,,,,,,,,,,
622,PT04M36.00S,2024-11-05T03:17:20.8Z,4,REGULAR,substitution,out,[],1631165,,,1610612758,95,96,2024-11-05T03:17:23Z,5990000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
623,PT04M36.00S,2024-11-05T03:17:20.8Z,4,REGULAR,substitution,in,[],201942,,,1610612758,95,96,2024-11-05T03:17:23Z,6000000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
624,PT04M21.00S,2024-11-05T03:17:49.3Z,4,REGULAR,2pt,Jump Shot,[],1628368,22.815374507227332,56.127450980392155,1610612758,95,96,2024-11-05T03:17:58Z,6010000,False,-31.0,162.0,1,left,MISS D. Fox 16' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Center,16.49,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
625,PT04M18.00S,2024-11-05T03:17:52.3Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,95,96,2024-11-05T03:17:58Z,6020000,False,,,0,,T. Rozier REBOUND (Off:0 Def:5),[1626179],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,Rozier,T. Rozier,624.0,,,,,,,5.0,5.0,0.0,,,,,,,,,
626,PT04M11.00S,2024-11-05T03:18:03.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612748,95,96,2024-11-05T03:18:25Z,6030000,False,,,0,,D. Fox personal FOUL (4 PF) (Larsson 2 FT),"[1628368, 1641796]",1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,Fox,D. Fox,,101284.0,4.0,0.0,Larsson,1641796.0,,,,,,,,,,,,,
629,PT04M11.00S,2024-11-05T03:20:14.5Z,4,REGULAR,freethrow,1 of 2,[],1641796,,,1610612748,95,96,2024-11-05T03:20:14Z,6060000,False,,,0,,MISS P. Larsson Free Throw 1 of 2,[1641796],1610612748.0,MIA,,,,,,,,,,Missed,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
630,PT04M11.00S,2024-11-05T03:20:14.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,95,96,2024-11-05T03:20:14Z,6070000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,,
631,PT04M11.00S,2024-11-05T03:20:26.2Z,4,REGULAR,freethrow,2 of 2,[],1641796,,,1610612748,96,96,2024-11-05T03:20:26Z,6080000,False,,,0,,P. Larsson Free Throw 2 of 2 (13 PTS),[1641796],1610612748.0,MIA,,,,,,,,,,Made,Larsson,P. Larsson,,,,,,,13.0,,,,,,,,,,,,
632,PT04M02.00S,2024-11-05T03:20:37.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,11.908672798948752,45.34313725490196,1610612758,96,96,2024-11-05T03:20:43Z,6090000,False,23.0,59.0,1,left,MISS M. Monk 6' driving Layup - blocked,"[1628370, 1628389]",1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,Monk,M. Monk,,,,,,,,,,,Adebayo,1628389.0,,,,,,,
633,PT04M02.00S,2024-11-05T03:20:37.2Z,4,REGULAR,block,,[],1628389,,,1610612758,96,96,2024-11-05T03:20:39Z,6100000,False,,,0,,B. Adebayo BLOCK (4 BLK),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
634,PT03M58.00S,2024-11-05T03:20:41.2Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,96,96,2024-11-05T03:20:43Z,6110000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Herro,T. Herro,632.0,,,,,,,5.0,5.0,0.0,,,,,,,,,
635,PT03M55.00S,2024-11-05T03:20:44.4Z,4,REGULAR,3pt,Jump Shot,[],1629639,67.7562417871222,30.14705882352941,1610612748,96,96,2024-11-05T03:46:44Z,6120000,False,-99.0,251.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,26.96,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
636,PT03M52.00S,2024-11-05T03:20:47.7Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,96,96,2024-11-05T03:20:47Z,6130000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:4),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Adebayo,B. Adebayo,635.0,,,,,,,7.0,4.0,3.0,,,,,,,,,
637,PT03M49.00S,2024-11-05T03:20:50.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,78.40013140604468,7.352941176470589,1610612748,99,96,2024-11-05T03:20:58Z,6140000,False,-213.0,151.0,1,right,T. Rozier 26' 3PT step back (7 PTS) (J. Butler 6 AST),"[1626179, 202710]",1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Left Center,26.1,Made,Rozier,T. Rozier,,,,,,,7.0,,,,,,J. Butler,202710.0,6.0,,,,
639,PT03M30.00S,2024-11-05T03:21:09.2Z,4,REGULAR,3pt,Jump Shot,[],1627734,32.933639947437584,59.80392156862745,1610612758,99,99,2024-11-05T03:21:16Z,6160000,False,-49.0,257.0,1,left,D. Sabonis 26' 3PT  (12 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,26.17,Made,Sabonis,D. Sabonis,,,,,,,12.0,,,,,,K. Murray,1631099.0,1.0,,,,
641,PT03M28.00S,2024-11-05T03:21:21.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,99,99,2024-11-05T03:21:21Z,6180000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M11.00S,2024-11-05T03:24:34.4Z,4,REGULAR,2pt,Jump Shot,[],202710,86.5473061760841,71.32352941176471,1610612748,101,99,2024-11-05T03:24:37Z,6190000,False,107.0,74.0,1,right,J. Butler 12' pullup Jump Shot (24 PTS),[202710],1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Right,12.98,Made,Butler,J. Butler,,,,,,,24.0,,,,,,,,,,,,
679,PT02M57.00S,2024-11-05T03:24:56.3Z,4,REGULAR,turnover,lost ball,[],1628368,,,1610612758,101,99,2024-11-05T03:30:54Z,6225000,False,,,0,,D. Fox lost ball TURNOVER (4 TO),"[1628368, 1628389]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Fox,D. Fox,,,,,,,,,,,,,,,,4.0,Adebayo,1628389.0,
680,PT02M57.00S,2024-11-05T03:24:56.3Z,4,REGULAR,steal,,[],1628389,,,1610612748,101,99,2024-11-05T03:30:54Z,6227500,False,,,0,,B. Adebayo STEAL (3 STL),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
647,PT02M41.00S,2024-11-05T03:25:04.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,88.38699080157687,56.61764705882353,1610612748,101,99,2024-11-05T03:30:54Z,6230000,False,33.0,57.0,1,right,MISS B. Adebayo 6' Hook - blocked,"[1628389, 201942]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,Adebayo,B. Adebayo,,,,,,,,,,,DeRozan,201942.0,,,,,,,
648,PT02M41.00S,2024-11-05T03:25:04.1Z,4,REGULAR,block,,[],201942,,,1610612748,101,99,2024-11-05T03:25:06Z,6240000,False,,,0,,D. DeRozan BLOCK (2 BLK),[201942],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
649,PT02M38.00S,2024-11-05T03:25:07.1Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,101,99,2024-11-05T03:25:08Z,6250000,False,,,0,,D. Fox REBOUND (Off:2 Def:4),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fox,D. Fox,647.0,,,,,,,6.0,4.0,2.0,,,,,,,,,
650,PT02M37.00S,2024-11-05T03:25:08.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,27.283180026281208,86.02941176470588,1610612758,101,99,2024-11-05T03:25:24Z,6260000,False,-180.0,204.0,1,left,MISS M. Monk 27' running pullup 3PT,[1628370],1610612758.0,SAC,running pullup,,,,,,Above the Break 3,24+ Left Center,27.21,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
651,PT02M33.00S,2024-11-05T03:25:12.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,101,99,2024-11-05T03:25:24Z,6270000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Adebayo,B. Adebayo,650.0,,,,,,,8.0,5.0,3.0,,,,,,,,,
652,PT02M21.00S,2024-11-05T03:25:24.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,85.10183968462549,42.64705882352941,1610612748,101,99,2024-11-05T03:25:32Z,6280000,False,-37.0,88.0,1,right,MISS J. Butler 9' pullup Shot,[202710],1610612748.0,MIA,pullup,,,,,,In The Paint (Non-RA),8-16 Center,9.49,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
653,PT02M21.00S,2024-11-05T03:25:24.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,101,99,2024-11-05T04:56:39Z,6290000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,652.0,,,,,,,,,,,,,,,,,,
654,PT02M21.00S,2024-11-05T03:25:32.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612748,101,99,2024-11-05T04:56:44Z,6300000,False,,,0,,D. DeRozan loose ball personal FOUL (3 PF) (Adebayo 2 FT),"[201942, 1628389]",1610612758.0,SAC,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,DeRozan,D. DeRozan,,1628482.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,
656,PT02M21.00S,2024-11-05T03:26:15.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,101,99,2024-11-05T03:26:15Z,6320000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
657,PT02M21.00S,2024-11-05T03:26:15.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,101,99,2024-11-05T03:26:15Z,6330000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,656.0,,,,,,,,,,,,,,,,,,
658,PT02M21.00S,2024-11-05T03:26:32.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,102,99,2024-11-05T03:26:32Z,6340000,False,,,0,,B. Adebayo Free Throw 2 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,,,16.0,,,,,,,,,,,,
659,PT02M09.00S,2024-11-05T03:26:46.6Z,4,REGULAR,2pt,Jump Shot,[],201942,19.793035479632064,25.735294117647058,1610612758,102,101,2024-11-05T03:26:52Z,6350000,False,121.0,134.0,1,left,D. DeRozan 18' step back Jump Shot (22 PTS),[201942],1610612758.0,SAC,step back,,,,,,Mid-Range,16-24 Right Center,18.05,Made,DeRozan,D. DeRozan,,,,,,,22.0,,,,,,,,,,,,
660,PT01M44.00S,2024-11-05T03:27:11.6Z,4,REGULAR,3pt,Jump Shot,[],202710,91.5407358738502,4.411764705882353,1610612748,105,101,2024-11-05T03:27:16Z,6360000,False,-228.0,27.0,1,right,J. Butler 3PT  (27 PTS),[202710],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,22.95,Made,Butler,J. Butler,,,,,,,27.0,,,,,,,,,,,,
661,PT01M32.00S,2024-11-05T03:27:26.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.886333771353483,52.20588235294118,1610612758,105,103,2024-11-05T03:27:31Z,6370000,False,-11.0,31.0,1,left,D. Sabonis cutting Layup (14 PTS) (D. DeRozan 5 AST),"[1627734, 201942]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,3.29,Made,Sabonis,D. Sabonis,,,,,,,14.0,,,,,,D. DeRozan,201942.0,5.0,,,,
663,PT01M14.00S,2024-11-05T03:27:45.2Z,4,REGULAR,3pt,Jump Shot,[],1626179,92.32917214191852,3.431372549019608,1610612748,108,103,2024-11-05T03:27:51Z,6390000,False,-233.0,20.0,1,right,T. Rozier 3PT  (10 PTS) (T. Herro 3 AST),"[1626179, 1629639]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,23.36,Made,Rozier,T. Rozier,,,,,,,10.0,,,,,,T. Herro,1629639.0,3.0,,,,
665,PT01M11.00S,2024-11-05T03:28:02.6Z,4,REGULAR,3pt,Jump Shot,[],201942,33.722076215505915,61.029411764705884,1610612758,108,106,2024-11-05T03:46:59Z,6410000,False,-55.0,264.0,1,left,D. DeRozan 27' 3PT pullup (25 PTS),[201942],1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Center,27.02,Made,DeRozan,D. DeRozan,,,,,,,25.0,,,,,,,,,,,,
666,PT01M11.00S,2024-11-05T03:28:06.5Z,4,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612758,108,106,2024-11-05T03:28:14Z,6420000,False,,,0,,T. Herro shooting personal FOUL (2 PF) (DeRozan 1 FT),"[1629639, 201942]",1610612748.0,MIA,shooting,,,,,,Above the Break 3,24+ Center,,,Herro,T. Herro,,101284.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,
668,PT01M11.00S,2024-11-05T03:28:32.2Z,4,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,108,107,2024-11-05T03:28:32Z,6440000,False,,,0,,D. DeRozan Free Throw 1 of 1 (26 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,26.0,,,,,,,,,,,,
669,PT00M53.20S,2024-11-05T03:28:51.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,86.28449408672799,55.392156862745104,1610612748,108,107,2024-11-05T03:47:17Z,6450000,False,27.0,76.0,1,right,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.1,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
670,PT00M51.00S,2024-11-05T03:28:53.4Z,4,REGULAR,rebound,defensive,[],201942,,,1610612758,108,107,2024-11-05T03:29:02Z,6460000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,DeRozan,D. DeRozan,669.0,,,,,,,3.0,2.0,1.0,,,,,,,,,
671,PT00M37.80S,2024-11-05T03:29:06.8Z,4,REGULAR,2pt,Jump Shot,[],201942,22.683968462549277,35.049019607843135,1610612758,108,107,2024-11-05T03:47:31Z,6470000,False,75.0,161.0,1,left,MISS D. DeRozan 17' pullup Shot - blocked,"[201942, 1629639]",1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Right Center,17.73,Missed,DeRozan,D. DeRozan,,,,,,,,,,,Herro,1629639.0,,,,,,,
672,PT00M37.80S,2024-11-05T03:29:06.8Z,4,REGULAR,block,,[],1629639,,,1610612758,108,107,2024-11-05T03:29:10Z,6480000,False,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right Center,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
673,PT00M37.80S,2024-11-05T03:29:06.8Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,108,107,2024-11-05T03:29:15Z,6490000,False,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right Center,,,Herro,T. Herro,671.0,,,,,,,6.0,6.0,0.0,,,,,,,,,
674,PT00M37.80S,2024-11-05T03:29:12.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612748,108,107,2024-11-05T03:29:20Z,6500000,False,,,0,,D. DeRozan personal FOUL (4 PF) (Herro 2 FT),"[201942, 1629639]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,DeRozan,D. DeRozan,,101284.0,4.0,0.0,Herro,1629639.0,,,,,,,,,,,,,
676,PT00M37.80S,2024-11-05T03:29:47.8Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,109,107,2024-11-05T03:29:47Z,6520000,False,,,0,,T. Herro Free Throw 1 of 2 (26 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,,,26.0,,,,,,,,,,,,
677,PT00M37.80S,2024-11-05T03:30:06.5Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,110,107,2024-11-05T03:30:06Z,6530000,False,,,0,,T. Herro Free Throw 2 of 2 (27 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,,,27.0,,,,,,,,,,,,
678,PT00M37.80S,2024-11-05T03:30:11.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,110,107,2024-11-05T03:30:11Z,6540000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M32.20S,2024-11-05T03:32:02.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628370,9.017739816031538,52.20588235294118,1610612758,110,109,2024-11-05T03:32:07Z,6550000,False,-11.0,32.0,1,left,M. Monk driving DUNK (12 PTS) (D. DeRozan 6 AST),"[1628370, 201942]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,3.41,Made,Monk,M. Monk,,,,,,,12.0,,,,,,D. DeRozan,201942.0,6.0,,,,
683,PT00M09.10S,2024-11-05T03:32:30.6Z,4,REGULAR,2pt,Jump Shot,[],202710,94.56307490144546,75.98039215686273,1610612748,110,109,2024-11-05T03:32:37Z,6570000,False,130.0,-1.0,1,right,MISS J. Butler 12' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,12.99,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
684,PT00M09.10S,2024-11-05T03:32:30.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,110,109,2024-11-05T03:32:37Z,6580000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,,,683.0,,,,,,,,,,,,,,,,,,
686,PT00M09.10S,2024-11-05T03:32:50.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,110,109,2024-11-05T03:32:50Z,6600000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M03.60S,2024-11-05T03:34:32.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.770696452036795,55.63725490196079,1610612758,110,109,2024-11-05T03:34:42Z,6610000,False,-28.0,105.0,1,left,MISS D. Fox 10' turnaround fadeaway Shot,[1628368],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.88,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
688,PT00M02.00S,2024-11-05T03:34:33.8Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,110,109,2024-11-05T03:35:58Z,6620000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:13),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Sabonis,D. Sabonis,687.0,,,,,,,16.0,13.0,3.0,,,,,,,,,
689,PT00M00.70S,2024-11-05T03:34:39.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627734,14.4053876478318,42.8921568627451,1610612758,110,111,2024-11-05T03:34:48Z,6630000,False,36.0,83.0,1,left,D. Sabonis 9' floating Jump Shot (16 PTS),[1627734],1610612758.0,SAC,floating,,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,Sabonis,D. Sabonis,,,,,,,16.0,,,,,,,,,,,,
690,PT00M00.70S,2024-11-05T03:34:46.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,110,111,2024-11-05T03:34:50Z,6640000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M00.70S,2024-11-05T03:35:55.9Z,4,REGULAR,substitution,out,[],1628370,,,1610612748,110,111,2024-11-05T03:36:17Z,6650000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
692,PT00M00.70S,2024-11-05T03:35:55.9Z,4,REGULAR,substitution,out,[],201942,,,1610612748,110,111,2024-11-05T03:36:17Z,6660000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
693,PT00M00.70S,2024-11-05T03:35:55.9Z,4,REGULAR,substitution,in,[],203458,,,1610612748,110,111,2024-11-05T03:36:17Z,6670000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
694,PT00M00.70S,2024-11-05T03:35:55.9Z,4,REGULAR,substitution,in,[],1631165,,,1610612748,110,111,2024-11-05T03:36:17Z,6680000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
695,PT00M00.30S,2024-11-05T03:36:43.6Z,4,REGULAR,3pt,Jump Shot,[],1626179,64.07687253613666,33.33333333333333,1610612748,110,111,2024-11-05T03:37:20Z,6690000,False,-83.0,285.0,1,right,MISS T. Rozier 29' 3PT,[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,29.71,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
696,PT00M00.10S,2024-11-05T03:36:43.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,110,111,2024-11-05T03:37:20Z,6700000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,,695.0,,,,,,,,,,,,,,,,,,
697,PT00M00.00S,2024-11-05T03:36:50.6Z,4,REGULAR,period,end,[],0,,,1610612748,110,111,2024-11-05T03:36:50Z,6710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M00.00S,2024-11-05T03:36:53.0Z,4,REGULAR,game,end,[],0,,,0,110,111,2024-11-05T03:36:53Z,6720000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
