actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
179,PT12M00.00S,2024-11-05T01:47:37.0Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612748,25,22,2024-11-05T01:47:59Z,1710000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-11-05T01:47:37.0Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612748,25,22,2024-11-05T01:47:59Z,1720000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-11-05T01:47:37.0Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612748,25,22,2024-11-05T01:47:59Z,1730000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-11-05T01:47:37.0Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612748,25,22,2024-11-05T01:47:59Z,1740000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2024-11-05T01:48:12.2Z,2,REGULAR,period,start,[],0,,,1610612758,25,22,2024-11-05T01:48:12Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M47.00S,2024-11-05T01:48:25.0Z,2,REGULAR,3pt,Jump Shot,[],1626168,71.17279894875165,84.31372549019608,1610612758,25,25,2024-11-05T01:48:31Z,1760000,False,172.0,218.0,1,right,T. Lyles 27' 3PT  (3 PTS) (D. Fox 4 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,27.78,Made,Lyles,T. Lyles,,,,,,,3.0,,,,,,D. Fox,1628368.0,4.0,,,,
186,PT11M21.00S,2024-11-05T01:48:49.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,8.492115637319317,58.08823529411765,1610612748,27,25,2024-11-05T01:49:01Z,1780000,False,-40.0,27.0,1,left,T. Bryant Hook (2 PTS),[1628418],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,Bryant,T. Bryant,,,,,,,2.0,,,,,,,,,,,,
188,PT11M11.00S,2024-11-05T01:49:00.2Z,2,REGULAR,3pt,Jump Shot,[],1626168,69.20170827858082,70.34313725490196,1610612758,27,25,2024-11-05T01:49:13Z,1800000,False,102.0,237.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,25.79,Missed,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,
189,PT11M08.00S,2024-11-05T01:49:03.2Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,27,25,2024-11-05T01:49:13Z,1810000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Robinson,D. Robinson,188.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
190,PT11M02.00S,2024-11-05T01:49:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,16.245072273324574,41.66666666666667,1610612748,29,25,2024-11-05T02:27:47Z,1820000,False,42.0,100.0,1,left,J. Butler 10' fadeaway Jump Shot (2 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.85,Made,Butler,J. Butler,,,,,,,2.0,,,,,,D. Robinson,1629130.0,1.0,,,,
191,PT11M02.00S,2024-11-05T01:49:16.9Z,2,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612748,29,25,2024-11-05T01:49:25Z,1830000,False,,,0,,M. Monk shooting personal FOUL (2 PF) (Butler 1 FT),"[1628370, 202710]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Monk,M. Monk,,1628482.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,
194,PT11M02.00S,2024-11-05T01:49:47.9Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,30,25,2024-11-05T01:49:47Z,1850000,False,,,0,,J. Butler Free Throw 1 of 1 (3 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,3.0,,,,,,,,,,,,
195,PT10M48.00S,2024-11-05T01:49:56.3Z,2,REGULAR,3pt,Jump Shot,[],203458,92.59198423127464,96.56862745098039,1610612758,30,25,2024-11-05T01:50:02Z,1860000,False,233.0,17.0,1,right,MISS A. Len 3PT,[203458],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,23.34,Missed,Len,A. Len,,,,,,,,,,,,,,,,,,,
196,PT10M45.00S,2024-11-05T01:49:59.3Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612758,30,25,2024-11-05T01:50:02Z,1870000,False,,,0,,T. Lyles REBOUND (Off:1 Def:0),[1626168],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,Lyles,T. Lyles,195.0,,,,,,,1.0,0.0,1.0,,,,,,,,,
197,PT10M42.00S,2024-11-05T01:50:02.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,94.03745072273325,95.09803921568627,1610612758,30,25,2024-11-05T01:50:08Z,1880000,False,225.0,4.0,1,right,MISS T. Lyles pullup 3PT,[1626168],1610612758.0,SAC,pullup,,,,,,Right Corner 3,24+ Right,22.55,Missed,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,
198,PT10M39.00S,2024-11-05T01:50:05.1Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612748,30,25,2024-11-05T01:50:08Z,1890000,False,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,Bryant,T. Bryant,197.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
199,PT10M27.00S,2024-11-05T01:50:17.6Z,2,REGULAR,3pt,Jump Shot,[],202692,21.50131406044678,90.68627450980392,1610612748,30,25,2024-11-05T01:50:23Z,1900000,False,-203.0,150.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.25,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
200,PT10M22.00S,2024-11-05T01:50:22.6Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,30,25,2024-11-05T01:50:23Z,1910000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Butler,J. Butler,199.0,,,,,,,1.0,0.0,1.0,,,,,,,,,
201,PT10M22.00S,2024-11-05T01:50:22.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,5.590000152587891,50.0,1610612748,30,25,2024-11-05T01:50:32Z,1920000,False,0.0,0.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
202,PT10M22.00S,2024-11-05T01:50:22.9Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,30,25,2024-11-05T02:07:10Z,1930000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Monk,M. Monk,201.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
203,PT10M17.00S,2024-11-05T01:50:27.9Z,2,REGULAR,2pt,Jump Shot,[],201942,94.1688567674113,76.22549019607843,1610612758,30,25,2024-11-05T01:50:59Z,1940000,False,131.0,2.0,1,right,MISS D. DeRozan 13' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,Mid-Range,8-16 Right,13.11,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
204,PT10M13.00S,2024-11-05T01:50:31.9Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612748,30,25,2024-11-05T01:50:59Z,1950000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,Richardson,J. Richardson,203.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
205,PT10M03.00S,2024-11-05T01:50:43.5Z,2,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612748,30,25,2024-11-05T01:50:53Z,1960000,False,,,0,,M. Monk shooting personal FOUL (3 PF) (Butler 2 FT),"[1628370, 202710]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Monk,M. Monk,,101284.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,
207,PT10M03.00S,2024-11-05T01:51:16.4Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,31,25,2024-11-05T01:51:16Z,1980000,False,,,0,,J. Butler Free Throw 1 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,4.0,,,,,,,,,,,,
208,PT10M03.00S,2024-11-05T01:51:17.1Z,2,REGULAR,substitution,out,[],1628370,,,1610612748,31,25,2024-11-05T01:51:28Z,1990000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
209,PT10M03.00S,2024-11-05T01:51:17.1Z,2,REGULAR,substitution,out,[],1628368,,,1610612748,31,25,2024-11-05T01:51:28Z,2000000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
210,PT10M03.00S,2024-11-05T01:51:17.1Z,2,REGULAR,substitution,in,[],1631165,,,1610612748,31,25,2024-11-05T01:51:28Z,2010000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
211,PT10M03.00S,2024-11-05T01:51:17.1Z,2,REGULAR,substitution,in,[],1629162,,,1610612748,31,25,2024-11-05T01:51:28Z,2020000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
212,PT10M03.00S,2024-11-05T01:51:45.3Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,32,25,2024-11-05T01:51:45Z,2030000,False,,,0,,J. Butler Free Throw 2 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,5.0,,,,,,,,,,,,
213,PT09M49.00S,2024-11-05T01:52:01.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.47371879106439,50.0,1610612758,32,25,2024-11-05T01:52:10Z,2040000,False,0.0,112.0,1,right,MISS D. DeRozan 11' driving floating Shot,[201942],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.22,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
214,PT09M44.00S,2024-11-05T01:52:06.1Z,2,REGULAR,rebound,offensive,[],201942,,,1610612758,32,25,2024-11-05T01:52:10Z,2050000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,DeRozan,D. DeRozan,213.0,,,,,,,1.0,0.0,1.0,,,,,,,,,
215,PT09M34.00S,2024-11-05T01:52:15.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626168,90.09526938239159,58.333333333333336,1610612758,32,27,2024-11-05T01:52:31Z,2060000,False,42.0,41.0,1,right,T. Lyles driving bank Jump Shot (5 PTS) (D. DeRozan 1 AST),"[1626168, 201942]",1610612758.0,SAC,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,Lyles,T. Lyles,,,,,,,5.0,,,,,,D. DeRozan,201942.0,1.0,,,,
217,PT09M11.00S,2024-11-05T01:52:39.5Z,2,REGULAR,3pt,Jump Shot,[],1628418,31.225361366622867,71.56862745098039,1610612748,32,27,2024-11-05T01:52:44Z,2080000,False,-108.0,241.0,1,left,MISS T. Bryant 26' 3PT,[1628418],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.4,Missed,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
218,PT09M06.00S,2024-11-05T01:52:43.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,32,27,2024-11-05T01:52:43Z,2090000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,DeRozan,D. DeRozan,217.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
219,PT09M03.00S,2024-11-05T01:52:46.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629162,91.93495400788436,95.34313725490196,1610612758,32,30,2024-11-05T01:52:57Z,2100000,False,227.0,23.0,1,right,J. McLaughlin 3PT running pullup (3 PTS) (D. DeRozan 2 AST),"[1629162, 201942]",1610612758.0,SAC,running pullup,,,,,,Right Corner 3,24+ Right,22.79,Made,McLaughlin,J. McLaughlin,,,,,,,3.0,,,,,,D. DeRozan,201942.0,2.0,,,,
221,PT08M45.00S,2024-11-05T01:53:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,14.273981603153747,42.40196078431372,1610612748,32,30,2024-11-05T01:53:12Z,2120000,False,38.0,82.0,1,left,MISS A. Burks 9' fadeaway Shot,[202692],1610612748.0,MIA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
222,PT08M41.00S,2024-11-05T01:53:08.3Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612758,32,30,2024-11-05T01:53:08Z,2130000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,McLaughlin,J. McLaughlin,221.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
223,PT08M30.00S,2024-11-05T01:53:20.0Z,2,REGULAR,3pt,Jump Shot,[],1631165,90.88370565045992,95.58823529411765,1610612758,32,30,2024-11-05T01:53:25Z,2140000,False,228.0,33.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,23.03,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
224,PT08M27.00S,2024-11-05T01:53:23.0Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612748,32,30,2024-11-05T01:53:25Z,2150000,False,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,Bryant,T. Bryant,223.0,,,,,,,3.0,2.0,1.0,,,,,,,,,
226,PT08M08.00S,2024-11-05T01:53:41.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,10.85742444152431,3.1862745098039214,1610612748,35,30,2024-11-05T01:53:47Z,2160000,False,234.0,50.0,1,left,D. Robinson 3PT  (6 PTS) (J. Butler 4 AST),"[1629130, 202710]",1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,23.93,Made,Robinson,D. Robinson,,,,,,,6.0,,,,,,J. Butler,202710.0,4.0,,,,
228,PT07M53.00S,2024-11-05T01:53:56.8Z,2,REGULAR,2pt,Jump Shot,[],201942,84.44480946123521,79.41176470588235,1610612758,35,32,2024-11-05T01:54:01Z,2180000,False,147.0,94.0,1,right,D. DeRozan 17' pullup Jump Shot (6 PTS) (A. Len 1 AST),"[201942, 203458]",1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Right,17.44,Made,DeRozan,D. DeRozan,,,,,,,6.0,,,,,,A. Len,203458.0,1.0,,,,
229,PT07M44.00S,2024-11-05T01:54:11.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,35,32,2024-11-05T01:54:11Z,2190000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,out,[],202692,,,1610612748,35,32,2024-11-05T01:56:56Z,2200000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
232,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,out,[],202710,,,1610612748,35,32,2024-11-05T01:56:56Z,2210000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
233,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,out,[],1628418,,,1610612748,35,32,2024-11-05T01:56:56Z,2220000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
234,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,out,[],203458,,,1610612748,35,32,2024-11-05T01:56:56Z,2230000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
235,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,in,[],1626179,,,1610612748,35,32,2024-11-05T01:56:56Z,2240000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
236,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,35,32,2024-11-05T01:56:56Z,2250000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
237,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,35,32,2024-11-05T01:56:56Z,2260000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
238,PT07M44.00S,2024-11-05T01:55:44.0Z,2,REGULAR,substitution,in,[],1627734,,,1610612748,35,32,2024-11-05T01:56:56Z,2270000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
239,PT07M34.00S,2024-11-05T01:57:14.0Z,2,REGULAR,3pt,Jump Shot,[],1641796,29.517082785808146,25.735294117647058,1610612748,38,32,2024-11-05T01:57:20Z,2280000,False,121.0,225.0,1,left,P. Larsson 25' 3PT  (3 PTS) (T. Rozier 2 AST),"[1641796, 1626179]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.56,Made,Larsson,P. Larsson,,,,,,,3.0,,,,,,T. Rozier,1626179.0,2.0,,,,
241,PT07M16.00S,2024-11-05T01:57:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.86793692509855,54.65686274509803,1610612758,38,34,2024-11-05T01:57:41Z,2300000,False,23.0,109.0,1,right,D. DeRozan 11' turnaround fadeaway Jump Shot (8 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.1,Made,DeRozan,D. DeRozan,,,,,,,8.0,,,,,,,,,,,,
242,PT07M16.00S,2024-11-05T01:57:38.3Z,2,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612758,38,34,2024-11-05T01:57:46Z,2310000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1629130, 201942]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Robinson,D. Robinson,,101284.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,
244,PT07M16.00S,2024-11-05T01:58:01.0Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,38,35,2024-11-05T01:58:01Z,2330000,False,,,0,,D. DeRozan Free Throw 1 of 1 (9 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,9.0,,,,,,,,,,,,
245,PT07M07.00S,2024-11-05T01:58:14.2Z,2,REGULAR,foul,personal,[],1631165,,,1610612748,38,35,2024-11-05T01:58:23Z,2340000,False,,,0,,K. Ellis personal FOUL (2 PF),"[1631165, 1629130]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Ellis,K. Ellis,,202053.0,2.0,0.0,Robinson,1629130.0,,,,,,,,,,,,,
247,PT06M58.00S,2024-11-05T01:58:45.2Z,2,REGULAR,3pt,Jump Shot,[],1629130,32.53942181340342,51.225490196078425,1610612748,41,35,2024-11-05T01:58:59Z,2360000,False,-6.0,253.0,1,left,D. Robinson 25' 3PT pullup (9 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,25.35,Made,Robinson,D. Robinson,,,,,,,9.0,,,,,,B. Adebayo,1628389.0,2.0,,,,
249,PT06M39.00S,2024-11-05T01:59:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,90.62089356110381,44.6078431372549,1610612758,41,37,2024-11-05T01:59:09Z,2380000,False,-27.0,36.0,1,right,D. DeRozan Layup (11 PTS) (K. Ellis 1 AST),"[201942, 1631165]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,DeRozan,D. DeRozan,,,,,,,11.0,,,,,,K. Ellis,1631165.0,1.0,,,,
251,PT06M32.00S,2024-11-05T01:59:10.1Z,2,REGULAR,turnover,bad pass,[],1626179,,,1610612748,41,37,2024-11-05T01:59:21Z,2400000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1629162]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left Center,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,
252,PT06M32.00S,2024-11-05T01:59:10.1Z,2,REGULAR,steal,,[],1629162,,,1610612758,41,37,2024-11-05T01:59:12Z,2410000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Left Center,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
253,PT06M27.00S,2024-11-05T01:59:16.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,91.40932982917214,70.83333333333334,1610612758,41,39,2024-11-05T01:59:24Z,2420000,False,104.0,28.0,1,right,D. DeRozan 10' pullup Jump Shot (13 PTS) (J. McLaughlin 1 AST),"[201942, 1629162]",1610612758.0,SAC,pullup,,,,,,Mid-Range,8-16 Right,10.8,Made,DeRozan,D. DeRozan,,,,,,,13.0,,,,,,J. McLaughlin,1629162.0,1.0,,,,
255,PT06M07.00S,2024-11-05T01:59:36.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,12.697109067017081,42.64705882352941,1610612748,41,39,2024-11-05T02:00:18Z,2440000,False,37.0,67.0,1,left,MISS B. Adebayo 7' Hook,[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
265,PT06M06.00S,2024-11-05T01:59:37.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,41,39,2024-11-05T02:03:33Z,2445000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,255.0,,,,,,,,,,,,,,,,,,
256,PT06M06.00S,2024-11-05T01:59:58.6Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,41,39,2024-11-05T02:00:11Z,2450000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
257,PT06M06.00S,2024-11-05T01:59:58.6Z,2,REGULAR,substitution,out,[],201942,,,1610612748,41,39,2024-11-05T02:00:11Z,2460000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
258,PT06M06.00S,2024-11-05T01:59:58.6Z,2,REGULAR,substitution,out,[],1626168,,,1610612748,41,39,2024-11-05T02:00:11Z,2470000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,
259,PT06M06.00S,2024-11-05T01:59:58.6Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,41,39,2024-11-05T02:00:11Z,2480000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
260,PT06M06.00S,2024-11-05T01:59:58.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612748,41,39,2024-11-05T02:00:11Z,2490000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
261,PT06M06.00S,2024-11-05T01:59:58.6Z,2,REGULAR,substitution,in,[],1631099,,,1610612748,41,39,2024-11-05T02:00:11Z,2500000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,
262,PT06M01.00S,2024-11-05T02:00:16.3Z,2,REGULAR,jumpball,recovered,[],1629639,,,1610612748,41,39,2024-11-05T02:00:16Z,2510000,False,,,0,,Jump Ball B. Adebayo vs. D. Sabonis: Tip to T. Herro,"[1629639, 1628389, 1627734]",1610612748.0,MIA,heldball,T. Herro,Adebayo,1628389.0,Sabonis,1627734.0,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,1629639.0
266,PT05M54.00S,2024-11-05T02:00:22.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,10.068988173455978,46.81372549019608,1610612748,41,39,2024-11-05T02:00:29Z,2540000,False,16.0,42.0,1,left,MISS T. Herro driving finger roll Layup,[1629639],1610612748.0,MIA,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
267,PT05M51.00S,2024-11-05T02:00:25.7Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,41,39,2024-11-05T02:00:29Z,2550000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ellis,K. Ellis,266.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
