actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
172,PT09M20.00S,2025-03-23T22:46:24.6Z,2,REGULAR,substitution,in,[],1631109,,,1610612748,29,41,2025-03-23T22:46:43Z,1670000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M20.00S,2025-03-23T22:46:24.6Z,2,REGULAR,substitution,in,[],1642354,,,1610612748,29,41,2025-03-23T22:46:43Z,1680000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M08.00S,2025-03-23T22:47:03.1Z,2,REGULAR,3pt,Jump Shot,[],203952,68.28186596583443,37.99019607843137,1610612748,29,41,2025-03-23T22:47:12Z,1690000,False,-60.0,246.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,
175,PT09M06.00S,2025-03-23T22:47:05.1Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,29,41,2025-03-23T22:47:55Z,1700000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Above the Break 3,24+ Center,,,,,,,,174.0,2.0,0.0,2.0,,,,,,,,
176,PT09M06.00S,2025-03-23T22:47:11.7Z,2,REGULAR,foul,personal,[],1631109,,,1610612748,29,41,2025-03-23T22:47:25Z,1710000,False,,,0,,M. Williams personal FOUL (1 PF),"[1631109, 1628389]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,1630886.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,0.0,Adebayo,1628389.0,,
178,PT08M51.00S,2025-03-23T22:47:40.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629312,92.72339027595268,75.24509803921569,1610612748,31,41,2025-03-23T22:47:48Z,1730000,False,126.0,16.0,1,right,H. Highsmith 12' turnaround fadeaway Jump Shot (4 PTS) (D. Robinson 2 AST),"[1629312, 1629130]",1610612748.0,MIA,turnaround fadeaway,,,Highsmith,H. Highsmith,,,,,,Mid-Range,8-16 Right,12.72,Made,4.0,D. Robinson,1629130.0,2.0,,,,,,,,,,,,,
180,PT08M35.00S,2025-03-23T22:47:55.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,19.136005256241788,52.94117647058824,1610612766,31,41,2025-03-23T22:52:56Z,1750000,False,-15.0,127.0,1,left,MISS M. Bridges 12' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),8-16 Center,12.82,Missed,,,,,,,,,,,,,,,,,
181,PT08M32.00S,2025-03-23T22:47:58.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,31,41,2025-03-23T22:48:03Z,1760000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,
182,PT08M21.00S,2025-03-23T22:48:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.88370565045992,44.36274509803921,1610612748,31,41,2025-03-23T22:48:18Z,1770000,False,-28.0,33.0,1,right,MISS A. Wiggins driving Layup,[203952],1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,
183,PT08M19.00S,2025-03-23T22:48:12.2Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,31,41,2025-03-23T22:53:48Z,1780000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Restricted Area,0-8 Center,,,,,,,,182.0,1.0,0.0,1.0,,,,,,,,
184,PT08M19.00S,2025-03-23T22:48:15.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629312,94.40999984741211,50.0,1610612748,33,41,2025-03-23T22:53:53Z,1790000,False,0.0,0.0,1,right,H. Highsmith tip Layup (6 PTS),[1629312],1610612748.0,MIA,tip,,,Highsmith,H. Highsmith,,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,
186,PT08M00.00S,2025-03-23T22:48:34.7Z,2,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612766,33,41,2025-03-23T22:48:47Z,1800000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Simpson 2 FT),"[1629312, 1642354]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,1628951.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Simpson,1642354.0,,
188,PT08M00.00S,2025-03-23T22:48:59.8Z,2,REGULAR,freethrow,1 of 2,[],1642354,,,1610612766,33,42,2025-03-23T22:48:59Z,1820000,False,,,0,,K. Simpson Free Throw 1 of 2 (1 PTS),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
189,PT08M00.00S,2025-03-23T22:49:16.7Z,2,REGULAR,freethrow,2 of 2,[],1642354,,,1610612766,33,43,2025-03-23T22:49:16Z,1830000,False,,,0,,K. Simpson Free Throw 2 of 2 (2 PTS),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
190,PT07M47.00S,2025-03-23T22:49:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612748,33,43,2025-03-23T22:49:40Z,1840000,False,,,0,,M. Williams shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1631109, 1628389]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,201639.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,0.0,Adebayo,1628389.0,,
192,PT07M47.00S,2025-03-23T22:50:08.0Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,34,43,2025-03-23T22:50:08Z,1860000,False,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
193,PT07M47.00S,2025-03-23T22:50:22.9Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,35,43,2025-03-23T22:50:22Z,1870000,False,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
194,PT07M35.00S,2025-03-23T22:50:42.5Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612766,35,43,2025-03-23T22:50:54Z,1880000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Bridges 2 FT),"[1630558, 1628970]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,201639.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Bridges,1628970.0,,
196,PT07M35.00S,2025-03-23T22:51:07.5Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,35,44,2025-03-23T22:51:07Z,1900000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
197,PT07M35.00S,2025-03-23T22:51:08.9Z,2,REGULAR,substitution,out,[],203552,,,1610612766,35,44,2025-03-23T22:51:15Z,1910000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M35.00S,2025-03-23T22:51:08.9Z,2,REGULAR,substitution,in,[],1641733,,,1610612766,35,44,2025-03-23T22:51:15Z,1920000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M35.00S,2025-03-23T22:51:26.2Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,35,45,2025-03-23T22:51:26Z,1930000,False,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
200,PT07M27.00S,2025-03-23T22:51:36.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,86.81011826544021,52.69607843137255,1610612748,35,45,2025-03-23T22:55:22Z,1940000,False,13.0,71.0,1,right,MISS D. Robinson 7' driving floating Shot - blocked,"[1629130, 1631109]",1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,Williams,1631109.0,,,,,,
201,PT07M27.00S,2025-03-23T22:51:36.4Z,2,REGULAR,block,,[],1631109,,,1610612748,35,45,2025-03-23T22:51:38Z,1950000,False,,,0,,M. Williams BLOCK (2 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
202,PT07M23.00S,2025-03-23T22:51:40.4Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,35,45,2025-03-23T22:51:40Z,1960000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,
204,PT07M19.00S,2025-03-23T22:51:44.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629610,9.806176084099869,51.225490196078425,1610612766,35,45,2025-03-23T22:51:55Z,1970000,False,-6.0,40.0,1,left,MISS D. Jeffries running Layup,[1629610],1610612766.0,CHA,running,,,Jeffries,D. Jeffries,,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,
205,PT07M15.00S,2025-03-23T22:51:48.3Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,35,45,2025-03-23T22:51:55Z,1980000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Restricted Area,0-8 Center,,,,,,,,204.0,2.0,1.0,1.0,,,,,,,,
206,PT07M05.00S,2025-03-23T22:51:58.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.38042049934296,49.26470588235294,1610612748,37,45,2025-03-23T22:56:56Z,1990000,False,-4.0,10.0,1,right,B. Adebayo cutting DUNK (6 PTS) (H. Highsmith 1 AST),"[1628389, 1629312]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,Restricted Area,0-8 Center,1.04,Made,6.0,H. Highsmith,1629312.0,1.0,,,,,,,,,,,,,
208,PT06M40.00S,2025-03-23T22:52:22.3Z,2,REGULAR,3pt,Jump Shot,[],1641733,5.863994743758213,95.09803921568627,1610612766,37,45,2025-03-23T22:52:28Z,2010000,False,-225.0,3.0,1,left,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,
209,PT06M35.00S,2025-03-23T22:52:27.3Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,37,45,2025-03-23T22:52:28Z,2020000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Left Corner 3,24+ Left,,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,
210,PT06M32.00S,2025-03-23T22:52:32.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1630558,92.19776609724047,50.98039215686274,1610612748,39,45,2025-03-23T22:58:33Z,2030000,False,5.0,21.0,1,right,D. Mitchell running finger roll Layup (6 PTS),[1630558],1610612748.0,MIA,running finger roll,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,2.14,Made,6.0,,,,,,,,,,,,,,,,
211,PT06M32.00S,2025-03-23T22:52:35.6Z,2,REGULAR,violation,defensive goaltending,[],1631109,,,1610612748,39,45,2025-03-23T22:52:51Z,2040000,False,,,0,,M. Williams defensive goaltending VIOLATION,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,1628951.0,,,,,,,,,,,,,,,,,,,,,
213,PT06M12.00S,2025-03-23T22:53:11.1Z,2,REGULAR,substitution,out,[],1628389,,,1610612766,39,45,2025-03-23T22:53:18Z,2060000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M12.00S,2025-03-23T22:53:11.1Z,2,REGULAR,substitution,out,[],1629130,,,1610612766,39,45,2025-03-23T22:53:18Z,2070000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M12.00S,2025-03-23T22:53:11.1Z,2,REGULAR,substitution,in,[],1629639,,,1610612766,39,45,2025-03-23T22:53:18Z,2080000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M12.00S,2025-03-23T22:53:11.1Z,2,REGULAR,substitution,in,[],1642276,,,1610612766,39,45,2025-03-23T22:53:18Z,2090000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M10.00S,2025-03-23T22:53:37.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,32.14520367936925,56.86274509803921,1610612766,39,45,2025-03-23T22:53:52Z,2100000,False,-34.0,250.0,1,left,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,
218,PT06M09.00S,2025-03-23T22:53:38.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,39,45,2025-03-23T22:53:52Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,217.0,,,,,,,,,,,
219,PT06M08.00S,2025-03-23T22:53:40.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,39,45,2025-03-23T23:02:24Z,2120000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,1628951.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
220,PT05M58.00S,2025-03-23T22:53:59.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642276,80.89684625492772,51.225490196078425,1610612748,39,45,2025-03-23T23:03:50Z,2130000,False,6.0,127.0,1,right,MISS K. Ware 12' driving floating Shot,[1642276],1610612748.0,MIA,driving floating,,,Ware,K. Ware,,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,
221,PT05M56.00S,2025-03-23T22:54:01.9Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,39,45,2025-03-23T23:03:50Z,2140000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,220.0,3.0,1.0,2.0,,,,,,,,
222,PT05M56.00S,2025-03-23T22:54:04.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629312,94.40999984741211,50.0,1610612748,39,45,2025-03-23T23:03:56Z,2150000,False,0.0,0.0,1,right,MISS H. Highsmith tip Layup,[1629312],1610612748.0,MIA,tip,,,Highsmith,H. Highsmith,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
223,PT05M54.00S,2025-03-23T22:54:06.4Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,39,45,2025-03-23T23:03:56Z,2160000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,Restricted Area,0-8 Center,,,,,,,,222.0,3.0,3.0,0.0,,,,,,,,
224,PT05M48.00S,2025-03-23T22:54:10.3Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,39,45,2025-03-23T22:54:19Z,2170000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1629312]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,,,,,Highsmith,1629312.0
225,PT05M48.00S,2025-03-23T22:54:10.3Z,2,REGULAR,steal,,[],1629312,,,1610612748,39,45,2025-03-23T23:07:14Z,2180000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
226,PT05M45.00S,2025-03-23T22:54:14.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,92.32917214191852,52.20588235294118,1610612748,41,45,2025-03-23T22:54:28Z,2190000,False,11.0,20.0,1,right,A. Wiggins running Layup (10 PTS) (D. Mitchell 3 AST),"[203952, 1630558]",1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,2.25,Made,10.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,,,,
228,PT05M44.00S,2025-03-23T22:54:21.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,41,45,2025-03-23T22:54:21Z,2210000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M44.00S,2025-03-23T22:55:28.5Z,2,REGULAR,substitution,out,[],1629610,,,1610612766,41,45,2025-03-23T22:57:11Z,2220000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M44.00S,2025-03-23T22:55:28.5Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,41,45,2025-03-23T22:57:11Z,2230000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M23.00S,2025-03-23T22:57:41.2Z,2,REGULAR,2pt,Jump Shot,[],1642354,12.959921156373195,71.07843137254902,1610612766,41,45,2025-03-23T22:57:47Z,2240000,False,-105.0,69.0,1,left,MISS K. Simpson 12' driving floating Shot,[1642354],1610612766.0,CHA,driving floating,,,Simpson,K. Simpson,,,,,,Mid-Range,8-16 Left,12.61,Missed,,,,,,,,,,,,,,,,,
232,PT05M20.00S,2025-03-23T22:57:44.2Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,41,45,2025-03-23T22:57:47Z,2250000,False,,,0,,K. Ware REBOUND (Off:0 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Mid-Range,8-16 Left,,,,,,,,231.0,4.0,4.0,0.0,,,,,,,,
233,PT05M10.00S,2025-03-23T22:57:55.7Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612748,41,45,2025-03-23T22:58:10Z,2260000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Highsmith 2 FT),"[1630163, 1629312]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,1630886.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,0.0,Highsmith,1629312.0,,
235,PT05M10.00S,2025-03-23T22:58:22.7Z,2,REGULAR,freethrow,1 of 2,[],1629312,,,1610612748,42,45,2025-03-23T22:58:38Z,2280000,False,,,0,,H. Highsmith Free Throw 1 of 2 (7 PTS),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
236,PT05M10.00S,2025-03-23T22:58:22.7Z,2,REGULAR,freethrow,2 of 2,[],1629312,,,1610612748,42,45,2025-03-23T22:58:38Z,2290000,False,,,0,,MISS H. Highsmith Free Throw 2 of 2,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
237,PT05M08.00S,2025-03-23T22:58:24.7Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612766,42,45,2025-03-23T22:58:38Z,2300000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:2),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,
238,PT05M00.00S,2025-03-23T22:58:44.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,6.258212877792378,50.98039215686274,1610612766,42,47,2025-03-23T22:58:49Z,2310000,False,-5.0,6.0,1,left,M. Williams DUNK (8 PTS) (L. Ball 7 AST),"[1631109, 1630163]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,,Restricted Area,0-8 Center,0.8,Made,8.0,L. Ball,1630163.0,7.0,,,,,,,,,,,,,
240,PT04M41.00S,2025-03-23T22:59:04.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203952,83.26215505913272,50.245098039215684,1610612748,44,47,2025-03-23T22:59:13Z,2330000,False,1.0,105.0,1,right,A. Wiggins 10' turnaround Hook (12 PTS),[203952],1610612748.0,MIA,turnaround,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Center,10.48,Made,12.0,,,,,,,,,,,,,,,,
241,PT04M22.00S,2025-03-23T22:59:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,6.521024967148489,51.470588235294116,1610612766,44,47,2025-03-23T22:59:26Z,2340000,False,-7.0,9.0,1,left,MISS M. Williams cutting Layup,[1631109],1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,
242,PT04M20.00S,2025-03-23T22:59:24.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,44,47,2025-03-23T22:59:26Z,2350000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,
243,PT04M16.00S,2025-03-23T22:59:28.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629639,83.52496714848883,49.26470588235294,1610612748,46,47,2025-03-23T23:09:26Z,2360000,False,-4.0,102.0,1,right,T. Herro 10' driving floating Jump Shot (10 PTS) (A. Wiggins 2 AST),"[1629639, 203952]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),8-16 Center,10.25,Made,10.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,
244,PT03M52.00S,2025-03-23T22:59:52.5Z,2,REGULAR,turnover,bad pass,[],1642354,,,1610612766,46,47,2025-03-23T22:59:58Z,2370000,False,,,0,,K. Simpson bad pass TURNOVER (1 TO),"[1642354, 1629639]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,,,,,Herro,1629639.0
245,PT03M52.00S,2025-03-23T22:59:52.5Z,2,REGULAR,steal,,[],1629639,,,1610612748,46,47,2025-03-23T22:59:54Z,2380000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
246,PT03M48.00S,2025-03-23T22:59:56.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629639,86.81011826544021,50.49019607843137,1610612748,48,47,2025-03-23T23:10:11Z,2390000,False,2.0,71.0,1,right,T. Herro 7' driving floating Jump Shot (12 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,12.0,,,,,,,,,,,,,,,,
247,PT03M25.00S,2025-03-23T23:00:19.1Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,48,47,2025-03-23T23:00:25Z,2400000,False,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 203952]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2.0,,,,,,,,,,,Wiggins,203952.0
248,PT03M25.00S,2025-03-23T23:00:19.1Z,2,REGULAR,steal,,[],203952,,,1610612748,48,47,2025-03-23T23:00:22Z,2410000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
249,PT03M20.00S,2025-03-23T23:00:25.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,66.44218134034165,64.4607843137255,1610612748,48,47,2025-03-23T23:12:00Z,2420000,False,72.0,263.0,1,right,MISS T. Herro 27' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,,,,,,
250,PT03M16.00S,2025-03-23T23:00:29.1Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,48,47,2025-03-23T23:00:34Z,2430000,False,,,0,,M. Williams REBOUND (Off:0 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,Above the Break 3,24+ Center,,,,,,,,249.0,4.0,4.0,0.0,,,,,,,,
251,PT03M11.00S,2025-03-23T23:00:33.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641733,9.149145860709593,4.166666666666666,1610612766,48,47,2025-03-23T23:00:43Z,2440000,False,229.0,34.0,1,left,MISS N. Smith Jr. running 3PT,[1641733],1610612766.0,CHA,running,,,Smith Jr.,N. Smith Jr.,,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,
252,PT03M07.00S,2025-03-23T23:00:37.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,48,47,2025-03-23T23:00:43Z,2450000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Right Corner 3,24+ Right,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,
