actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
270,PT01M40.00S,2021-11-16T00:55:31.6Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612738,39,35,2021-11-16T00:55:42Z,2630000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630596, 1628369]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1146.0,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,
272,PT01M40.00S,2021-11-16T00:55:57.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,39,36,2021-11-16T00:55:57Z,2650000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
273,PT01M40.00S,2021-11-16T00:56:15.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,39,37,2021-11-16T00:56:15Z,2660000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
274,PT01M17.00S,2021-11-16T00:56:40.7Z,2,REGULAR,turnover,bad pass,[],1630596,,,1610612739,39,37,2021-11-16T00:56:50Z,2670000,,,0,,E. Mobley bad pass TURNOVER (3 TO),"[1630596, 1629684]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,3.0,,,,,,,,,,,Williams,1629684.0,,,,,,,
275,PT01M17.00S,2021-11-16T00:56:40.7Z,2,REGULAR,steal,,[],1629684,,,1610612738,39,37,2021-11-16T00:56:50Z,2680000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT00M57.20S,2021-11-16T00:57:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,93.38042049934296,50.245098039215684,1610612738,39,37,2021-11-16T00:57:08Z,2690000,1.0,10.0,1,right,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,0.98,Missed,,,,,,,,,,,,,,,,,
277,PT00M54.90S,2021-11-16T00:57:04.0Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,39,37,2021-11-16T00:57:08Z,2700000,,,0,,D. Wade REBOUND (Off:0 Def:6),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,276.0,6.0,6.0,0.0,,,,,,,,,,,,,
278,PT00M49.20S,2021-11-16T00:57:09.8Z,2,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1630171,10.38107752956636,42.57046568627451,1610612739,39,37,2021-11-16T00:57:22Z,2710000,37.0,45.0,1,left,MISS I. Okoro driving Hook,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,5.84,Missed,,,,,,,,,,,,,,,,,
279,PT00M46.50S,2021-11-16T00:57:12.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,37,2021-11-16T00:57:22Z,2720000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,,
280,PT00M40.60S,2021-11-16T00:57:18.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,66.83639947437582,31.61764705882353,1610612738,39,37,2021-11-16T00:57:31Z,2730000,-92.0,259.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,27.5,Missed,,,,,,,,,,,,,,,,,
281,PT00M37.60S,2021-11-16T00:57:21.3Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,39,37,2021-11-16T00:57:31Z,2740000,,,0,,D. Wade REBOUND (Off:0 Def:7),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,280.0,7.0,7.0,0.0,,,,,,,,,,,,,
282,PT00M27.90S,2021-11-16T00:57:33.6Z,2,REGULAR,violation,kicked ball,[],203935,,,1610612739,39,37,2021-11-16T00:57:40Z,2750000,,,0,,M. Smart kicked ball VIOLATION,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,201245.0,,,,,,,,,,,,,,,,,,,,
283,PT00M15.40S,2021-11-16T00:57:58.9Z,2,REGULAR,2pt,Jump Shot,[],1630596,13.748357424441524,76.22549019607843,1610612739,39,37,2021-11-16T00:58:02Z,2760000,-131.0,77.0,1,left,MISS E. Mobley 15' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,15.19,Missed,,,,,,,,,,,,,,,,,
284,PT00M13.30S,2021-11-16T00:58:01.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,39,37,2021-11-16T00:58:02Z,2770000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,283.0,5.0,5.0,0.0,,,,,,,,,,,,,
285,PT00M00.00S,2021-11-16T00:58:17.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,88.38699080157687,75.0,1610612738,39,37,2021-11-16T00:58:27Z,2780000,125.0,57.0,1,right,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,13.73,Missed,,,,,,,,,,,,,,,,,
286,PT00M00.00S,2021-11-16T00:58:20.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,39,37,2021-11-16T00:58:20Z,2790000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,285.0,,,,,,,,,,,,,,,,
287,PT00M00.00S,2021-11-16T00:58:22.5Z,2,REGULAR,period,end,[],0,,,1610612738,39,37,2021-11-16T00:58:22Z,2800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2021-11-16T01:12:53.8Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,39,37,2021-11-16T01:13:27Z,2810000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2021-11-16T01:12:53.8Z,3,REGULAR,substitution,in,['startperiod'],1630174,,,1610612738,39,37,2021-11-16T01:13:27Z,2820000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2021-11-16T01:13:37.5Z,3,REGULAR,period,start,[],0,,,1610612739,39,37,2021-11-16T01:13:37Z,2830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT11M43.00S,2021-11-16T01:13:53.2Z,3,REGULAR,2pt,Jump Shot,[],1630596,79.45137976346912,36.27450980392157,1610612739,39,37,2021-11-16T01:13:58Z,2840000,-69.0,141.0,1,right,MISS E. Mobley 15' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,15.65,Missed,,,,,,,,,,,,,,,,,
292,PT11M41.00S,2021-11-16T01:13:55.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,37,2021-11-16T01:13:58Z,2850000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,,,,,,,
293,PT11M38.00S,2021-11-16T01:14:04.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.33180026281209,50.245098039215684,1610612738,39,39,2021-11-16T01:14:20Z,2860000,-1.0,45.0,1,left,J. Tatum driving Layup (10 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,4.46,Made,,,,,10.0,,,,,,,,,,,,
294,PT11M38.00S,2021-11-16T01:14:12.7Z,3,REGULAR,foul,personal,['1freethrow'],1629731,,,1610612738,39,39,2021-11-16T01:14:20Z,2870000,,,0,,D. Wade shooting personal FOUL (1 PF) (Tatum 1 FT),"[1629731, 1628369]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,1627963.0,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,
296,PT11M38.00S,2021-11-16T01:14:25.9Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,39,40,2021-11-16T01:14:25Z,2890000,,,0,,J. Tatum Free Throw 1 of 1 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
297,PT11M23.00S,2021-11-16T01:14:45.0Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612739,39,40,2021-11-16T01:14:53Z,2900000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Okoro 2 FT),"[1628369, 1630171]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,201245.0,,,,,,,,,,,,,,2.0,0.0,Okoro,1630171.0,,,
299,PT11M23.00S,2021-11-16T01:15:06.9Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,40,40,2021-11-16T01:15:06Z,2920000,,,0,,I. Okoro Free Throw 1 of 2 (11 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
300,PT11M23.00S,2021-11-16T01:15:21.5Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,41,40,2021-11-16T01:15:21Z,2930000,,,0,,I. Okoro Free Throw 2 of 2 (12 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
301,PT11M07.00S,2021-11-16T01:15:38.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,5.732588699080158,50.98039215686274,1610612738,41,40,2021-11-16T01:15:44Z,2940000,-5.0,1.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,0.51,Missed,,,,,,,,,,,,,,,,,
302,PT11M05.00S,2021-11-16T01:15:40.6Z,3,REGULAR,rebound,defensive,[],201937,,,1610612739,41,40,2021-11-16T01:15:44Z,2950000,,,0,,R. Rubio REBOUND (Off:0 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,301.0,3.0,3.0,0.0,,,,,,,,,,,,,
303,PT10M57.00S,2021-11-16T01:15:48.1Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,41,40,2021-11-16T01:15:55Z,2960000,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1628369]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,2.0,,,,,,,,,,,Tatum,1628369.0,,,,,,,
304,PT10M57.00S,2021-11-16T01:15:48.1Z,3,REGULAR,steal,,[],1628369,,,1610612738,41,40,2021-11-16T01:17:05Z,2970000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT10M50.00S,2021-11-16T01:15:55.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,18.2161629434954,4.6568627450980395,1610612738,41,40,2021-11-16T01:16:00Z,2980000,227.0,119.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,,
306,PT10M47.00S,2021-11-16T01:15:58.2Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,41,40,2021-11-16T01:16:00Z,2990000,,,0,,D. Wade REBOUND (Off:0 Def:8),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,305.0,8.0,8.0,0.0,,,,,,,,,,,,,
307,PT10M34.00S,2021-11-16T01:16:11.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,81.553876478318,65.68627450980392,1610612739,41,40,2021-11-16T01:16:17Z,3000000,78.0,121.0,1,right,MISS R. Rubio 14' pullup Shot,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,,,14.41,Missed,,,,,,,,,,,,,,,,,
308,PT10M31.00S,2021-11-16T01:16:14.1Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,41,40,2021-11-16T01:16:17Z,3010000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,,,,,
309,PT10M26.00S,2021-11-16T01:16:19.3Z,3,REGULAR,3pt,Jump Shot,[],201143,29.77989487516426,27.205882352941174,1610612738,41,43,2021-11-16T01:16:27Z,3020000,114.0,227.0,1,left,A. Horford 25' 3PT  (9 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,25.44,Made,,,,,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,
311,PT10M13.00S,2021-11-16T01:16:35.7Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612739,41,43,2021-11-16T01:16:45Z,3040000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Rubio 2 FT),"[1630174, 201937]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,1627963.0,,,,,,,,,,,,,,1.0,0.0,Rubio,201937.0,,,
313,PT10M13.00S,2021-11-16T01:16:56.6Z,3,REGULAR,freethrow,1 of 2,[],201937,,,1610612739,42,43,2021-11-16T01:16:56Z,3060000,,,0,,R. Rubio Free Throw 1 of 2 (3 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
314,PT10M13.00S,2021-11-16T01:17:10.8Z,3,REGULAR,freethrow,2 of 2,[],201937,,,1610612739,43,43,2021-11-16T01:17:10Z,3070000,,,0,,R. Rubio Free Throw 2 of 2 (4 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
315,PT09M56.00S,2021-11-16T01:17:29.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.521024967148489,49.50980392156863,1610612738,43,45,2021-11-16T01:17:33Z,3080000,2.0,9.0,1,left,M. Smart Layup (7 PTS) (A. Horford 2 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,0.91,Made,,,,,7.0,A. Horford,201143.0,2.0,,,,,,,,,
317,PT09M46.00S,2021-11-16T01:17:39.4Z,3,REGULAR,turnover,bad pass,[],201937,,,1610612739,43,45,2021-11-16T01:17:45Z,3100000,,,0,,R. Rubio bad pass TURNOVER (3 TO),"[201937, 203935]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,3.0,,,,,,,,,,,Smart,203935.0,,,,,,,
318,PT09M46.00S,2021-11-16T01:17:39.4Z,3,REGULAR,steal,,[],203935,,,1610612738,43,45,2021-11-16T01:17:43Z,3110000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT09M32.00S,2021-11-16T01:17:53.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,32.14520367936925,57.107843137254896,1610612738,43,45,2021-11-16T01:17:58Z,3120000,-36.0,250.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,,
320,PT09M30.00S,2021-11-16T01:17:55.7Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,43,45,2021-11-16T01:17:58Z,3130000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,319.0,1.0,1.0,0.0,,,,,,,,,,,,,
321,PT09M12.00S,2021-11-16T01:18:14.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,92.19776609724047,50.98039215686274,1610612739,43,45,2021-11-16T01:18:25Z,3140000,5.0,21.0,1,right,MISS E. Mobley Layup - blocked,"[1630596, 201143]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,2.14,Missed,,,,,,,,,,,,,,,Horford,201143.0,
322,PT09M12.00S,2021-11-16T01:18:14.0Z,3,REGULAR,block,,[],201143,,,1610612739,43,45,2021-11-16T01:18:17Z,3150000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT09M08.00S,2021-11-16T01:18:18.0Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,43,45,2021-11-16T01:18:25Z,3160000,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,321.0,6.0,4.0,2.0,,,,,,,,,,,,,
324,PT09M05.00S,2021-11-16T01:18:20.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,65.65374507227332,58.333333333333336,1610612739,43,45,2021-11-16T01:18:28Z,3170000,42.0,270.0,1,right,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,27.36,Missed,,,,,,,,,,,,,,,,,
325,PT09M02.00S,2021-11-16T01:18:23.0Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,43,45,2021-11-16T01:18:23Z,3180000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,,
326,PT08M52.00S,2021-11-16T01:18:39.0Z,3,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612738,43,45,2021-11-16T01:18:46Z,3190000,,,0,,D. Wade shooting personal FOUL (2 PF) (Nesmith 2 FT),"[1629731, 1630174]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,1146.0,,,,,,,,,,,,,,2.0,0.0,Nesmith,1630174.0,,,
328,PT08M52.00S,2021-11-16T01:19:04.1Z,3,REGULAR,freethrow,1 of 2,[],1630174,,,1610612738,43,46,2021-11-16T01:19:04Z,3210000,,,0,,A. Nesmith Free Throw 1 of 2 (3 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
329,PT08M52.00S,2021-11-16T01:19:18.7Z,3,REGULAR,freethrow,2 of 2,[],1630174,,,1610612738,43,47,2021-11-16T01:19:18Z,3220000,,,0,,A. Nesmith Free Throw 2 of 2 (4 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
330,PT08M50.00S,2021-11-16T01:19:25.7Z,3,REGULAR,foul,personal,[],203471,,,1610612739,43,47,2021-11-16T01:19:42Z,3230000,,,0,,D. Schroder personal FOUL (2 PF),"[203471, 201937]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,201245.0,,,,,,,,,,,,,,2.0,0.0,Rubio,201937.0,,,
332,PT08M43.00S,2021-11-16T01:19:48.2Z,3,REGULAR,foul,offensive,[],1629636,,,1610612739,43,47,2021-11-16T01:30:59Z,3250000,,,0,,D. Garland offensive FOUL (1 PF),"[1629636, 203935]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,201245.0,,,,,,,,,,,,,,1.0,0.0,Smart,203935.0,,,
334,PT08M43.00S,2021-11-16T01:19:48.2Z,3,REGULAR,turnover,offensive foul,[],1629636,,,1610612739,43,47,2021-11-16T01:30:59Z,3270000,,,0,,D. Garland offensive foul TURNOVER (3 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,201245.0,3.0,,,,,,,,,,,,,,,,,,,
335,PT08M28.00S,2021-11-16T01:20:14.1Z,3,REGULAR,turnover,bad pass,[],1630174,,,1610612738,43,47,2021-11-16T01:20:22Z,3280000,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 1630171]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,1.0,,,,,,,,,,,Okoro,1630171.0,,,,,,,
336,PT08M28.00S,2021-11-16T01:20:14.1Z,3,REGULAR,steal,,[],1630171,,,1610612739,43,47,2021-11-16T01:20:17Z,3290000,,,0,,I. Okoro STEAL (3 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M25.00S,2021-11-16T01:20:30.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,43,47,2021-11-16T01:20:30Z,3330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT08M13.00S,2021-11-16T01:20:42.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201937,85.62746386333771,35.294117647058826,1610612739,45,47,2021-11-16T01:24:35Z,3340000,-74.0,83.0,1,right,R. Rubio 11' step back bank Jump Shot (6 PTS),[201937],1610612739.0,CLE,step back bank,,,Rubio,R. Rubio,,,,,,,11.06,Made,,,,,6.0,,,,,,,,,,,,
342,PT08M07.00S,2021-11-16T01:20:51.1Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,45,47,2021-11-16T01:20:58Z,3350000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,201245.0,1.0,,,,,,,,,,,,,,,,,,,
343,PT07M48.00S,2021-11-16T01:21:18.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201937,91.67214191852825,6.61764705882353,1610612739,47,47,2021-11-16T01:21:26Z,3360000,-217.0,26.0,1,right,R. Rubio 21' Jump Shot (8 PTS) (E. Mobley 5 AST),"[201937, 1630596]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,21.84,Made,,,,,8.0,E. Mobley,1630596.0,5.0,,,,,,,,,
345,PT07M32.00S,2021-11-16T01:21:34.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,4.681340341655716,47.05882352941176,1610612738,47,49,2021-11-16T01:21:40Z,3380000,15.0,-8.0,1,left,J. Tatum driving DUNK (13 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,1.7,Made,,,,,13.0,A. Horford,201143.0,3.0,,,,,,,,,
347,PT07M17.00S,2021-11-16T01:21:49.8Z,3,REGULAR,3pt,Jump Shot,[],201937,87.07293035479631,2.450980392156863,1610612739,50,49,2021-11-16T01:21:57Z,3400000,-238.0,69.0,1,right,R. Rubio 24' 3PT step back (11 PTS),[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,,,24.75,Made,,,,,11.0,,,,,,,,,,,,
348,PT06M57.00S,2021-11-16T01:22:10.2Z,3,REGULAR,3pt,Jump Shot,[],1630174,7.966491458607096,3.1862745098039214,1610612738,50,49,2021-11-16T01:22:14Z,3410000,234.0,22.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,23.52,Missed,,,,,,,,,,,,,,,,,
349,PT06M53.00S,2021-11-16T01:22:14.2Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,50,49,2021-11-16T01:22:14Z,3420000,,,0,,I. Okoro REBOUND (Off:0 Def:4),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,348.0,4.0,4.0,0.0,,,,,,,,,,,,,
350,PT06M40.00S,2021-11-16T01:22:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201937,92.32917214191852,51.225490196078425,1610612739,52,49,2021-11-16T01:22:32Z,3430000,6.0,20.0,1,right,R. Rubio driving Layup (13 PTS),[201937],1610612739.0,CLE,driving,,,Rubio,R. Rubio,,,,,,,2.05,Made,,,,,13.0,,,,,,,,,,,,
351,PT06M29.00S,2021-11-16T01:22:39.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,4.812746386333772,96.81372549019608,1610612738,52,52,2021-11-16T01:22:47Z,3440000,-234.0,-7.0,1,left,J. Tatum 3PT step back (16 PTS) (A. Nesmith 1 AST),"[1628369, 1630174]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,23.42,Made,,,,,16.0,A. Nesmith,1630174.0,1.0,,,,,,,,,
352,PT06M29.00S,2021-11-16T01:22:46.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,52,52,2021-11-16T01:22:46Z,3450000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,out,[],201937,,,1610612739,52,52,2021-11-16T01:25:25Z,3460000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,52,52,2021-11-16T01:25:25Z,3470000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,out,[],203471,,,1610612739,52,52,2021-11-16T01:25:25Z,3480000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,out,[],1630174,,,1610612739,52,52,2021-11-16T01:25:25Z,3490000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,in,[],1627756,,,1610612739,52,52,2021-11-16T01:25:25Z,3500000,,,0,,SUB in: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,in,[],1626224,,,1610612739,52,52,2021-11-16T01:25:25Z,3510000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT06M29.00S,2021-11-16T01:23:36.8Z,3,REGULAR,substitution,in,[],1629641,,,1610612739,52,52,2021-11-16T01:25:25Z,3520000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
