actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
278,PT05M47.00S,2022-04-10T20:22:15.8Z,2,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612739,61,38,2022-04-10T20:22:24Z,2650000,,,0,,S. Mamukelashvili shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1630572, 1628374]",1610612749.0,MIL,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,204058.0,2.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,
280,PT05M47.00S,2022-04-10T20:22:41.0Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,62,38,2022-04-10T20:22:41Z,2670000,,,0,,L. Markkanen Free Throw 1 of 2 (10 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
281,PT05M47.00S,2022-04-10T20:22:55.9Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,63,38,2022-04-10T20:22:55Z,2680000,,,0,,L. Markkanen Free Throw 2 of 2 (11 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
282,PT05M35.00S,2022-04-10T20:23:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.46057818659659,50.98039215686274,1610612749,63,38,2022-04-10T20:23:13Z,2690000,5.0,18.0,1,right,MISS J. Nwora driving Layup - blocked,"[1629670, 1630596]",1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,,,,,,1.9,Missed,,,,,,,,,,,,Mobley,1630596.0,
283,PT05M35.00S,2022-04-10T20:23:08.9Z,2,REGULAR,block,,[],1630596,,,1610612749,63,38,2022-04-10T20:23:11Z,2700000,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M32.00S,2022-04-10T20:23:11.9Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,63,38,2022-04-10T20:23:13Z,2710000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,282.0,2.0,2.0,0.0,,,
285,PT05M28.00S,2022-04-10T20:23:15.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630596,6.1268068331143235,49.01960784313725,1610612739,65,38,2022-04-10T20:23:22Z,2720000,5.0,5.0,1,left,E. Mobley cutting DUNK (7 PTS) (C. LeVert 4 AST),"[1630596, 1627747]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,,,,0.71,Made,7.0,C. LeVert,1627747.0,4.0,,,,,,,,,,
287,PT05M05.00S,2022-04-10T20:23:39.3Z,2,REGULAR,3pt,Jump Shot,[],1630572,63.41984231274639,53.67647058823529,1610612749,65,38,2022-04-10T20:23:45Z,2740000,18.0,291.0,1,right,MISS S. Mamukelashvili 29' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,29.2,Missed,,,,,,,,,,,,,,
288,PT05M01.00S,2022-04-10T20:23:43.3Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,65,38,2022-04-10T20:23:45Z,2750000,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,287.0,3.0,3.0,0.0,,,
289,PT04M49.00S,2022-04-10T20:23:55.4Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612739,65,38,2022-04-10T20:24:01Z,2760000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1628975]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,1.0,Carter,1628975.0,,,,,,,
290,PT04M49.00S,2022-04-10T20:23:55.4Z,2,REGULAR,steal,,[],1628975,,,1610612749,65,38,2022-04-10T20:23:57Z,2770000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M47.00S,2022-04-10T20:24:00.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629670,94.03745072273325,52.20588235294118,1610612749,65,38,2022-04-10T20:26:13Z,2780000,11.0,4.0,1,right,MISS J. Nwora running Layup,[1629670],1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,,,,,,1.15,Missed,,,,,,,,,,,,,,
292,PT04M46.00S,2022-04-10T20:24:01.4Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612749,65,38,2022-04-10T20:26:13Z,2790000,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:3),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,291.0,4.0,3.0,1.0,,,
293,PT04M46.00S,2022-04-10T20:24:04.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630572,94.40999984741211,50.0,1610612749,65,40,2022-04-10T20:26:20Z,2800000,0.0,0.0,1,right,S. Mamukelashvili tip Layup (8 PTS),[1630572],1610612749.0,MIL,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,0.0,Made,8.0,,,,,,,,,,,,,
294,PT04M17.00S,2022-04-10T20:24:26.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.206964520367937,49.26470588235294,1610612739,67,40,2022-04-10T20:24:34Z,2810000,4.0,-4.0,1,left,E. Mobley DUNK (9 PTS) (D. Garland 4 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,0.52,Made,9.0,D. Garland,1629636.0,4.0,,,,,,,,,,
295,PT03M56.00S,2022-04-10T20:24:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,93.64323258869908,54.41176470588235,1610612749,67,40,2022-04-10T20:24:53Z,2820000,22.0,7.0,1,right,MISS S. Mamukelashvili cutting Layup,[1630572],1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,2.33,Missed,,,,,,,,,,,,,,
296,PT03M54.00S,2022-04-10T20:24:50.4Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,67,40,2022-04-10T20:24:53Z,2830000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,295.0,3.0,3.0,0.0,,,
297,PT03M49.00S,2022-04-10T20:24:55.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,34.11629434954008,67.8921568627451,1610612739,70,40,2022-04-10T20:25:07Z,2840000,-89.0,268.0,1,left,L. Markkanen 28' 3PT  (14 PTS) (D. Garland 5 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,28.27,Made,14.0,D. Garland,1629636.0,5.0,,,,,,,,,,
300,PT03M23.00S,2022-04-10T20:25:21.8Z,2,REGULAR,foul,personal,['3freethrow'],1626224,,,1610612749,70,40,2022-04-10T20:25:34Z,2860000,,,0,,C. Osman shooting personal FOUL (2 PF) (Tucker 3 FT),"[1626224, 1629730]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,1162.0,2.0,0.0,Tucker,1629730.0,,,,,,,,,,,,,,,,
302,PT03M23.00S,2022-04-10T20:25:52.0Z,2,REGULAR,freethrow,1 of 3,[],1629730,,,1610612749,70,41,2022-04-10T20:26:35Z,2880000,,,0,,R. Tucker Free Throw 1 of 3 (6 PTS),[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
303,PT03M23.00S,2022-04-10T20:25:52.0Z,2,REGULAR,freethrow,2 of 3,[],1629730,,,1610612749,70,42,2022-04-10T20:26:35Z,2890000,,,0,,R. Tucker Free Throw 2 of 3 (7 PTS),[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
304,PT03M23.00S,2022-04-10T20:26:08.5Z,2,REGULAR,substitution,out,[],1626224,,,1610612749,70,42,2022-04-10T20:26:16Z,2900000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M23.00S,2022-04-10T20:26:08.5Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,70,42,2022-04-10T20:26:16Z,2910000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M23.00S,2022-04-10T20:26:08.5Z,2,REGULAR,substitution,in,[],200765,,,1610612749,70,42,2022-04-10T20:26:16Z,2920000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M23.00S,2022-04-10T20:26:08.5Z,2,REGULAR,substitution,in,[],203648,,,1610612749,70,42,2022-04-10T20:26:16Z,2930000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M23.00S,2022-04-10T20:25:52.0Z,2,REGULAR,freethrow,3 of 3,[],1629730,,,1610612749,70,42,2022-04-10T20:26:35Z,2940000,,,0,,MISS R. Tucker Free Throw 3 of 3,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,Missed,,,,,,,,,,,,,,
309,PT03M20.00S,2022-04-10T20:25:55.0Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,70,42,2022-04-10T20:26:35Z,2950000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,308.0,4.0,4.0,0.0,,,
310,PT03M01.00S,2022-04-10T20:26:51.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.995400788436268,49.50980392156863,1610612739,72,42,2022-04-10T20:26:56Z,2960000,2.0,4.0,1,left,E. Mobley driving DUNK (11 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,,,,0.46,Made,11.0,,,,,,,,,,,,,
312,PT02M39.00S,2022-04-10T20:27:12.0Z,2,REGULAR,3pt,Jump Shot,[],1629670,67.49342969776609,65.93137254901961,1610612749,72,42,2022-04-10T20:27:17Z,2980000,80.0,253.0,1,right,MISS J. Nwora 26' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,,,,,,26.54,Missed,,,,,,,,,,,,,,
313,PT02M37.00S,2022-04-10T20:27:14.0Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612749,72,42,2022-04-10T20:27:17Z,2990000,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:3),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,312.0,5.0,3.0,2.0,,,
314,PT02M29.00S,2022-04-10T20:27:23.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,92.85479632063075,50.73529411764706,1610612749,72,42,2022-04-10T20:27:28Z,3000000,4.0,15.0,1,right,MISS J. Nwora driving Layup,[1629670],1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,,,,,,1.52,Missed,,,,,,,,,,,,,,
315,PT02M27.00S,2022-04-10T20:27:25.3Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,72,42,2022-04-10T20:27:28Z,3010000,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,314.0,5.0,5.0,0.0,,,
316,PT02M24.00S,2022-04-10T20:27:29.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627747,5.863994743758213,47.549019607843135,1610612739,74,42,2022-04-10T20:27:44Z,3020000,12.0,3.0,1,left,C. LeVert running alley-oop DUNK (6 PTS) (D. Garland 6 AST),"[1627747, 1629636]",1610612739.0,CLE,running alley-oop,,,LeVert,C. LeVert,,,,,,,,,,1.26,Made,6.0,D. Garland,1629636.0,6.0,,,,,,,,,,
318,PT02M24.00S,2022-04-10T20:27:37.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,74,42,2022-04-10T20:27:37Z,3040000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M24.00S,2022-04-10T20:29:49.4Z,2,REGULAR,substitution,out,[],1629636,,,1610612749,74,42,2022-04-10T20:30:18Z,3050000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M24.00S,2022-04-10T20:29:49.4Z,2,REGULAR,substitution,out,[],1628374,,,1610612749,74,42,2022-04-10T20:30:18Z,3060000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M24.00S,2022-04-10T20:29:49.4Z,2,REGULAR,substitution,out,[],1630572,,,1610612749,74,42,2022-04-10T20:30:18Z,3070000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M24.00S,2022-04-10T20:29:49.4Z,2,REGULAR,substitution,in,[],1629685,,,1610612749,74,42,2022-04-10T20:30:18Z,3080000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M24.00S,2022-04-10T20:29:49.4Z,2,REGULAR,substitution,in,[],1630205,,,1610612749,74,42,2022-04-10T20:30:18Z,3090000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M24.00S,2022-04-10T20:29:49.4Z,2,REGULAR,substitution,in,[],1628975,,,1610612749,74,42,2022-04-10T20:30:18Z,3100000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M14.00S,2022-04-10T20:30:42.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200765,,,1610612749,74,42,2022-04-10T20:30:58Z,3110000,,,0,,R. Rondo shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[200765, 203648]",1610612739.0,CLE,shooting,,,Rondo,R. Rondo,,,,,200834.0,3.0,0.0,Antetokounmpo,203648.0,,,,,,,,,,,,,,,,
327,PT02M14.00S,2022-04-10T20:31:01.2Z,2,REGULAR,freethrow,1 of 2,[],203648,,,1610612749,74,42,2022-04-10T20:31:01Z,3130000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 2,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,,
328,PT02M14.00S,2022-04-10T20:31:01.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,74,42,2022-04-10T20:31:01Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,,,,
329,PT02M14.00S,2022-04-10T20:31:16.9Z,2,REGULAR,freethrow,2 of 2,[],203648,,,1610612749,74,43,2022-04-10T20:31:16Z,3150000,,,0,,T. Antetokounmpo Free Throw 2 of 2 (9 PTS),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
330,PT01M59.00S,2022-04-10T20:31:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629685,5.601182654402102,49.26470588235294,1610612739,76,43,2022-04-10T20:33:01Z,3160000,4.0,0.0,1,left,D. Windler driving reverse Layup (2 PTS) (C. LeVert 5 AST),"[1629685, 1627747]",1610612739.0,CLE,driving reverse,,,Windler,D. Windler,,,,,,,,,,0.37,Made,2.0,C. LeVert,1627747.0,5.0,,,,,,,,,,
332,PT01M45.00S,2022-04-10T20:31:48.1Z,2,REGULAR,3pt,Jump Shot,[],1629730,92.06636005256242,97.54901960784314,1610612749,76,46,2022-04-10T20:32:46Z,3180000,238.0,22.0,1,right,R. Tucker 3PT  (10 PTS) (L. Wigginton 4 AST),"[1629730, 1629623]",1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,23.87,Made,10.0,L. Wigginton,1629623.0,4.0,,,,,,,,,,
334,PT01M32.00S,2022-04-10T20:32:02.4Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,76,46,2022-04-10T20:32:41Z,3200000,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1629730]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,1.0,Tucker,1629730.0,,,,,,,
335,PT01M32.00S,2022-04-10T20:32:02.4Z,2,REGULAR,steal,,[],1629730,,,1610612749,76,46,2022-04-10T20:32:09Z,3210000,,,0,,R. Tucker STEAL (1 STL),[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M30.00S,2022-04-10T20:32:52.4Z,2,REGULAR,jumpball,recovered,[],0,,,1610612749,76,46,2022-04-10T20:32:52Z,3220000,,,0,,Jump Ball R. Rondo vs. R. Tucker: Tip to Team (CLE),"[200765, 1629730]",1610612739.0,CLE,heldball,Team (CLE),,,,Rondo,200765.0,Tucker,1629730.0,,,,,,,,,,,,,,,,,,,,,
339,PT01M30.00S,2022-04-10T20:32:52.4Z,2,REGULAR,turnover,lost ball,[],1629730,,,1610612749,76,46,2022-04-10T20:32:52Z,3250000,,,0,,R. Tucker lost ball TURNOVER (1 TO),"[1629730, 200765]",1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,1.0,Rondo,200765.0,,,,,,,
340,PT01M30.00S,2022-04-10T20:32:52.4Z,2,REGULAR,steal,,[],200765,,,1610612739,76,46,2022-04-10T20:32:52Z,3260000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M30.00S,2022-04-10T20:32:56.7Z,2,REGULAR,substitution,out,[],1629623,,,1610612739,76,46,2022-04-10T20:33:10Z,3270000,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M30.00S,2022-04-10T20:32:56.7Z,2,REGULAR,substitution,in,[],1630572,,,1610612739,76,46,2022-04-10T20:33:10Z,3280000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT01M22.00S,2022-04-10T20:33:12.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629685,9.329829172141919,95.8563112745098,1610612739,76,46,2022-04-10T20:40:22Z,3290000,-229.0,35.0,1,left,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,23.2,Missed,,,,,,,,,,,,,,
344,PT01M21.00S,2022-04-10T20:33:13.6Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,76,46,2022-04-10T20:35:50Z,3300000,,,0,,J. Nwora REBOUND (Off:0 Def:5),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,343.0,5.0,5.0,0.0,,,
345,PT01M11.00S,2022-04-10T20:33:26.4Z,2,REGULAR,2pt,Jump Shot,[],1629730,77.61169513797634,48.77450980392157,1610612749,76,46,2022-04-10T20:36:40Z,3310000,-6.0,158.0,1,right,MISS R. Tucker 15' Jump Shot,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,15.81,Missed,,,,,,,,,,,,,,
346,PT01M10.00S,2022-04-10T20:33:26.5Z,2,REGULAR,rebound,defensive,[],200765,,,1610612739,76,46,2022-04-10T20:36:40Z,3320000,,,0,,R. Rondo REBOUND (Off:0 Def:2),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,345.0,2.0,2.0,0.0,,,
347,PT01M01.00S,2022-04-10T20:33:33.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.338370565045992,50.98039215686274,1610612739,76,46,2022-04-10T20:37:33Z,3330000,-5.0,-2.0,1,left,MISS E. Mobley driving DUNK - blocked,"[1630596, 203648]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,,,,0.54,Missed,,,,,,,,,,,,Antetokounmpo,203648.0,
357,PT01M01.00S,2022-04-10T20:33:33.8Z,2,REGULAR,block,,[],203648,,,1610612739,76,46,2022-04-10T20:37:33Z,3335000,,,0,,T. Antetokounmpo BLOCK (1 BLK),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M59.10S,2022-04-10T20:33:35.9Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,76,46,2022-04-10T20:37:33Z,3340000,,,0,,J. Nwora REBOUND (Off:0 Def:6),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,347.0,6.0,6.0,0.0,,,
349,PT00M42.20S,2022-04-10T20:33:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,92.46057818659659,50.0,1610612749,76,46,2022-04-10T20:33:51Z,3350000,0.0,18.0,1,right,MISS T. Antetokounmpo driving Layup,[203648],1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,1.84,Missed,,,,,,,,,,,,,,
350,PT00M40.00S,2022-04-10T20:33:47.9Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,76,46,2022-04-10T20:33:47Z,3360000,,,0,,E. Mobley REBOUND (Off:2 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,349.0,7.0,5.0,2.0,,,
351,PT00M35.50S,2022-04-10T20:33:52.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200765,22.683968462549277,90.44117647058823,1610612739,76,46,2022-04-10T20:34:01Z,3370000,-202.0,161.0,1,left,MISS R. Rondo 25' 3PT,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,25.83,Missed,,,,,,,,,,,,,,
352,PT00M31.70S,2022-04-10T20:33:56.3Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612749,76,46,2022-04-10T20:34:01Z,3380000,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:4),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,351.0,6.0,4.0,2.0,,,
353,PT00M12.90S,2022-04-10T20:34:15.1Z,2,REGULAR,2pt,Jump Shot,[],1628975,76.16622864651774,55.88235294117647,1610612749,76,46,2022-04-10T20:34:24Z,3390000,29.0,172.0,1,right,MISS J. Carter 17' step back Shot,[1628975],1610612749.0,MIL,step back,,,Carter,J. Carter,,,,,,,,,,17.4,Missed,,,,,,,,,,,,,,
354,PT00M09.60S,2022-04-10T20:34:18.4Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,76,46,2022-04-10T20:34:24Z,3400000,,,0,,L. Stevens REBOUND (Off:1 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,353.0,2.0,1.0,1.0,,,
355,PT00M01.70S,2022-04-10T20:34:26.3Z,2,REGULAR,3pt,Jump Shot,[],200765,23.99802890932983,91.91176470588235,1610612739,79,46,2022-04-10T20:34:33Z,3410000,-210.0,173.0,1,left,R. Rondo 27' 3PT  (3 PTS) (L. Stevens 1 AST),"[200765, 1630205]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,27.18,Made,3.0,L. Stevens,1630205.0,1.0,,,,,,,,,,
358,PT00M00.00S,2022-04-10T20:39:17.4Z,2,REGULAR,3pt,Jump Shot,[],203648,47.12549277266754,92.8921568627451,1610612749,79,46,2022-04-10T20:40:26Z,3430000,214.0,445.0,1,right,MISS T. Antetokounmpo 49' 3PT,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,49.35,Missed,,,,,,,,,,,,,,
359,PT00M00.00S,2022-04-10T20:39:17.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,79,46,2022-04-10T20:40:26Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,
360,PT00M00.00S,2022-04-10T20:39:29.2Z,2,REGULAR,period,end,[],0,,,1610612749,79,46,2022-04-10T20:39:29Z,3450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-04-10T20:44:35.7Z,3,REGULAR,substitution,out,['startperiod'],200765,,,1610612749,79,46,2022-04-10T20:49:55Z,3460000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-04-10T20:44:35.7Z,3,REGULAR,substitution,out,['startperiod'],1630205,,,1610612749,79,46,2022-04-10T20:49:55Z,3470000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-04-10T20:44:35.7Z,3,REGULAR,substitution,out,['startperiod'],1629685,,,1610612749,79,46,2022-04-10T20:49:55Z,3480000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-04-10T20:44:35.7Z,3,REGULAR,substitution,out,['startperiod'],1629730,,,1610612749,79,46,2022-04-10T20:49:55Z,3490000,,,0,,SUB out: R. Tucker,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-04-10T20:44:35.7Z,3,REGULAR,substitution,in,['startperiod'],1630171,,,1610612749,79,46,2022-04-10T20:49:55Z,3500000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
