actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT00M00.10S,2025-11-06T02:07:03.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,19,29,2025-11-06T02:07:12Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2025-11-06T02:07:10.7Z,1,REGULAR,period,end,[],0,,,1610612740,19,29,2025-11-06T02:07:10Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-11-06T02:09:22.8Z,2,REGULAR,substitution,out,['startperiod'],203939,,,1610612740,19,29,2025-11-06T02:09:38Z,1690000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-11-06T02:09:22.8Z,2,REGULAR,substitution,out,['startperiod'],1630314,,,1610612740,19,29,2025-11-06T02:09:38Z,1700000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-11-06T02:09:22.8Z,2,REGULAR,substitution,in,['startperiod'],1630702,,,1610612740,19,29,2025-11-06T02:09:38Z,1710000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-11-06T02:09:22.8Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612740,19,29,2025-11-06T02:09:38Z,1720000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-11-06T02:09:50.3Z,2,REGULAR,period,start,[],0,,,1610612740,19,29,2025-11-06T02:09:50Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M40.00S,2025-11-06T02:10:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,83.26215505913272,51.470588235294116,1610612740,19,29,2025-11-06T02:10:50Z,1740000,False,7.0,105.0,1,right,MISS J. Alvarado 10' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,10.51,Missed,,,,,,,,,,,,,,,,,,
179,PT11M37.00S,2025-11-06T02:10:13.3Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,19,29,2025-11-06T02:10:16Z,1750000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,178.0,2.0,1.0,1.0,,,,,,,,,,,,,,
180,PT11M24.00S,2025-11-06T02:10:26.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,70.25295663600527,73.77450980392157,1610612740,19,29,2025-11-06T02:10:30Z,1760000,False,119.0,227.0,1,right,MISS J. Hawkins 25' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
181,PT11M20.00S,2025-11-06T02:10:30.2Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,19,29,2025-11-06T02:10:30Z,1770000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,180.0,3.0,3.0,0.0,,,,,,,,,,,,,,
182,PT11M08.00S,2025-11-06T02:10:41.5Z,2,REGULAR,3pt,Jump Shot,[],202691,12.040078843626807,3.1862745098039214,1610612742,22,29,2025-11-06T02:10:45Z,1780000,False,234.0,61.0,1,left,K. Thompson 24' 3PT  (8 PTS) (N. Marshall 2 AST),"[202691, 1630230]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,24.18,Made,,,,,,,,8.0,N. Marshall,1630230.0,2.0,,,,,,,
184,PT10M41.00S,2025-11-06T02:11:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,93.9060446780552,53.18627450980392,1610612740,22,31,2025-11-06T02:11:18Z,1800000,False,16.0,5.0,1,right,J. Hawkins driving finger roll Layup (5 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,driving finger roll,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,5.0,J. Alvarado,1630631.0,1.0,,,,,,,
186,PT10M28.00S,2025-11-06T02:11:21.0Z,2,REGULAR,turnover,bad pass,[],1629655,,,1610612742,22,31,2025-11-06T02:11:24Z,1820000,False,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1630529]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,
187,PT10M28.00S,2025-11-06T02:11:21.0Z,2,REGULAR,steal,,[],1630529,,,1610612740,22,31,2025-11-06T02:11:22Z,1830000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
188,PT10M25.00S,2025-11-06T02:11:24.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.38042049934296,50.73529411764706,1610612740,22,33,2025-11-06T02:11:32Z,1840000,False,4.0,10.0,1,right,H. Jones running DUNK (2 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,2.0,,,,,,,,,,
189,PT10M10.00S,2025-11-06T02:11:39.2Z,2,REGULAR,3pt,Jump Shot,[],202691,28.728646517739815,12.254901960784313,1610612742,22,33,2025-11-06T02:11:46Z,1850000,False,189.0,218.0,1,left,MISS K. Thompson 28' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,28.79,Missed,,,,,,,,,,,,,,,,,,
190,PT10M06.00S,2025-11-06T02:11:43.2Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,22,33,2025-11-06T02:16:34Z,1860000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,189.0,3.0,2.0,1.0,,,,,,,,,,,,,,
191,PT09M56.00S,2025-11-06T02:11:53.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642852,92.06636005256242,60.5392156862745,1610612740,22,33,2025-11-06T02:11:57Z,1870000,False,53.0,22.0,1,right,MISS D. Queen turnaround bank Hook,[1642852],1610612740.0,NOP,turnaround bank,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,,
192,PT09M54.00S,2025-11-06T02:11:55.1Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,22,33,2025-11-06T02:11:57Z,1880000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,,
193,PT09M49.00S,2025-11-06T02:11:59.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642843,27.414586070959263,18.137254901960784,1610612742,25,33,2025-11-06T02:12:06Z,1890000,False,159.0,205.0,1,left,C. Flagg 25' 3PT running pullup (6 PTS) (N. Marshall 3 AST),"[1642843, 1630230]",1610612742.0,DAL,running pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,25.98,Made,,,,,,,,6.0,N. Marshall,1630230.0,3.0,,,,,,,
195,PT09M30.00S,2025-11-06T02:12:19.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641722,92.9862023653088,48.529411764705884,1610612740,25,33,2025-11-06T02:12:26Z,1910000,False,-7.0,13.0,1,right,MISS J. Hawkins driving reverse DUNK,[1641722],1610612740.0,NOP,driving reverse,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
196,PT09M28.00S,2025-11-06T02:12:21.3Z,2,REGULAR,rebound,offensive,[],1641722,,,1610612740,25,33,2025-11-06T02:12:26Z,1920000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:0),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,195.0,1.0,0.0,1.0,,,,,,,,,,,,,,
197,PT09M27.00S,2025-11-06T02:12:22.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642877,72.22404730617609,16.911764705882355,1610612740,25,33,2025-11-06T02:12:28Z,1930000,False,-165.0,209.0,1,right,MISS M. Peavy 26' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
198,PT09M24.00S,2025-11-06T02:12:25.8Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,25,33,2025-11-06T02:12:28Z,1940000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT09M06.00S,2025-11-06T02:12:44.2Z,2,REGULAR,3pt,Jump Shot,[],1630702,22.421156373193167,88.23529411764706,1610612742,25,33,2025-11-06T02:12:48Z,1950000,False,-191.0,158.0,1,left,MISS J. Hardy 24' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
200,PT09M01.00S,2025-11-06T02:12:49.2Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,25,33,2025-11-06T02:12:48Z,1960000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,199.0,4.0,3.0,1.0,,,,,,,,,,,,,,
201,PT08M53.00S,2025-11-06T02:12:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.11760840998686,44.85294117647059,1610612740,25,33,2025-11-06T02:13:20Z,1970000,False,-26.0,12.0,1,right,MISS D. Queen cutting Layup,[1642852],1610612740.0,NOP,cutting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
202,PT08M51.00S,2025-11-06T02:12:58.4Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,25,33,2025-11-06T02:13:01Z,1980000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT08M46.00S,2025-11-06T02:13:03.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630230,8.886333771353483,2.696078431372549,1610612742,25,33,2025-11-06T02:16:13Z,1990000,False,237.0,31.0,1,left,MISS N. Marshall running 3PT,[1630230],1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
204,PT08M43.00S,2025-11-06T02:13:06.8Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,25,33,2025-11-06T02:13:07Z,2000000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,,,203.0,2.0,1.0,1.0,,,,,,,,,,,,,,
205,PT08M35.00S,2025-11-06T02:13:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612740,25,33,2025-11-06T02:13:26Z,2010000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Queen 2 FT),"[1629655, 1642852]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,,,,,,,,2.0,0.0,Queen,1642852.0
207,PT08M35.00S,2025-11-06T02:13:43.5Z,2,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,25,33,2025-11-06T02:13:43Z,2030000,False,,,0,,MISS D. Queen Free Throw 1 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
208,PT08M35.00S,2025-11-06T02:13:43.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,25,33,2025-11-06T02:13:43Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,
209,PT08M35.00S,2025-11-06T02:13:44.3Z,2,REGULAR,substitution,out,[],1642843,,,1610612740,25,33,2025-11-06T02:13:59Z,2050000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M35.00S,2025-11-06T02:13:44.3Z,2,REGULAR,substitution,out,[],1629655,,,1610612740,25,33,2025-11-06T02:13:59Z,2060000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M35.00S,2025-11-06T02:13:44.3Z,2,REGULAR,substitution,in,[],203939,,,1610612740,25,33,2025-11-06T02:13:59Z,2070000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M35.00S,2025-11-06T02:13:44.3Z,2,REGULAR,substitution,in,[],1629023,,,1610612740,25,33,2025-11-06T02:13:59Z,2080000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M35.00S,2025-11-06T02:14:06.0Z,2,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,25,34,2025-11-06T02:14:06Z,2090000,False,,,0,,D. Queen Free Throw 2 of 2 (6 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
214,PT08M14.00S,2025-11-06T02:14:29.8Z,2,REGULAR,foul,personal,[],1630631,,,1610612742,25,34,2025-11-06T02:17:37Z,2100000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1630702]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,,,,,,,,,1628171.0,,,,,,,,1.0,0.0,Hardy,1630702.0
216,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,out,[],1630230,,,1610612742,25,34,2025-11-06T02:14:57Z,2120000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,out,[],202691,,,1610612742,25,34,2025-11-06T02:14:57Z,2130000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,out,[],1642852,,,1610612742,25,34,2025-11-06T02:14:57Z,2140000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612742,25,34,2025-11-06T02:14:57Z,2150000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,in,[],1631108,,,1610612742,25,34,2025-11-06T02:14:57Z,2160000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,in,[],1626156,,,1610612742,25,34,2025-11-06T02:14:57Z,2170000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,in,[],1626172,,,1610612742,25,34,2025-11-06T02:14:57Z,2180000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M14.00S,2025-11-06T02:14:35.8Z,2,REGULAR,substitution,in,[],1630530,,,1610612742,25,34,2025-11-06T02:14:57Z,2190000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M05.00S,2025-11-06T02:15:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,16.770696452036795,37.254901960784316,1610612742,27,34,2025-11-06T02:15:11Z,2200000,False,64.0,105.0,1,left,M. Christie 12' driving floating Jump Shot (5 PTS),[1631108],1610612742.0,DAL,driving floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Right,12.29,Made,,,,,,,,5.0,,,,,,,,,,
225,PT07M39.00S,2025-11-06T02:15:32.2Z,2,REGULAR,3pt,Jump Shot,[],1630529,79.71419185282524,91.42156862745098,1610612740,27,34,2025-11-06T02:15:37Z,2210000,False,207.0,138.0,1,right,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
226,PT07M35.00S,2025-11-06T02:15:36.2Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,27,34,2025-11-06T02:15:37Z,2220000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,225.0,4.0,4.0,0.0,,,,,,,,,,,,,,
227,PT07M18.00S,2025-11-06T02:15:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,7.178055190538765,54.65686274509803,1610612742,27,34,2025-11-06T02:15:56Z,2230000,False,-23.0,15.0,1,left,MISS P. Washington turnaround bank Shot,[1629023],1610612742.0,DAL,turnaround bank,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
228,PT07M16.00S,2025-11-06T02:15:54.9Z,2,REGULAR,rebound,defensive,[],1642877,,,1610612740,27,34,2025-11-06T02:15:56Z,2240000,False,,,0,,M. Peavy REBOUND (Off:0 Def:2),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,
229,PT07M12.00S,2025-11-06T02:15:59.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,93.38042049934296,51.225490196078425,1610612740,27,34,2025-11-06T02:20:28Z,2250000,False,6.0,10.0,1,right,MISS T. Murphy III running finger roll Layup,[1630530],1610612740.0,NOP,running finger roll,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
230,PT07M10.00S,2025-11-06T02:16:01.3Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612740,27,34,2025-11-06T02:16:12Z,2260000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,229.0,1.0,0.0,1.0,,,,,,,,,,,,,,
231,PT07M09.00S,2025-11-06T02:16:04.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612740,27,36,2025-11-06T02:21:58Z,2270000,False,0.0,0.0,1,right,K. Looney tip Layup (6 PTS),[1626172],1610612740.0,NOP,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,6.0,,,,,,,,,,
232,PT06M45.00S,2025-11-06T02:16:25.7Z,2,REGULAR,3pt,Jump Shot,[],1631108,30.962549277266753,69.36274509803921,1610612742,27,36,2025-11-06T02:23:06Z,2280000,False,-97.0,239.0,1,left,MISS M. Christie 25' step back 3PT,[1631108],1610612742.0,DAL,step back,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
233,PT06M42.00S,2025-11-06T02:16:29.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,27,36,2025-11-06T02:16:29Z,2290000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,232.0,3.0,3.0,0.0,,,,,,,,,,,,,,
234,PT06M37.00S,2025-11-06T02:16:35.9Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612740,27,36,2025-11-06T02:16:57Z,2300000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Murphy III 2 FT),"[203939, 1630530]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628171.0,,,,,,,,2.0,0.0,Murphy III,1630530.0
236,PT06M37.00S,2025-11-06T02:16:55.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,27,36,2025-11-06T02:16:55Z,2320000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M37.00S,2025-11-06T02:17:02.0Z,2,REGULAR,substitution,out,[],1630529,,,1610612740,27,36,2025-11-06T02:19:41Z,2330000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M37.00S,2025-11-06T02:17:02.0Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,27,36,2025-11-06T02:19:41Z,2340000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M37.00S,2025-11-06T02:17:02.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,27,36,2025-11-06T02:19:41Z,2350000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M37.00S,2025-11-06T02:17:02.0Z,2,REGULAR,substitution,in,[],1642847,,,1610612740,27,36,2025-11-06T02:19:41Z,2360000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M37.00S,2025-11-06T02:19:58.5Z,2,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,27,37,2025-11-06T02:24:07Z,2370000,False,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
242,PT06M37.00S,2025-11-06T02:19:58.5Z,2,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,27,38,2025-11-06T02:24:07Z,2380000,False,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
243,PT06M24.00S,2025-11-06T02:20:25.3Z,2,REGULAR,3pt,Jump Shot,[],1631108,23.99802890932983,12.5,1610612742,27,38,2025-11-06T02:20:29Z,2390000,False,188.0,173.0,1,left,MISS M. Christie 25' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
244,PT06M22.00S,2025-11-06T02:20:27.3Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,27,38,2025-11-06T02:20:29Z,2400000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,243.0,4.0,4.0,0.0,,,,,,,,,,,,,,
245,PT06M09.00S,2025-11-06T02:20:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626172,90.62089356110381,55.88235294117647,1610612740,27,38,2025-11-06T02:20:48Z,2410000,False,29.0,36.0,1,right,MISS K. Looney turnaround bank Shot,[1626172],1610612740.0,NOP,turnaround bank,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
246,PT06M07.00S,2025-11-06T02:20:42.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612740,27,38,2025-11-06T02:20:42Z,2420000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,245.0,2.0,0.0,2.0,,,,,,,,,,,,,,
247,PT06M06.00S,2025-11-06T02:20:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,91.72141918528253,46.143535539215684,1610612740,27,40,2025-11-06T02:20:57Z,2430000,False,-19.0,25.0,1,right,K. Looney putback Layup (8 PTS),[1626172],1610612740.0,NOP,putback,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,,,,8.0,,,,,,,,,,
248,PT05M53.00S,2025-11-06T02:20:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,11.251642575558476,45.83333333333333,1610612742,29,40,2025-11-06T02:21:32Z,2440000,False,21.0,53.0,1,left,P. Washington turnaround Jump Shot (3 PTS),[1629023],1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,,,,,,,,3.0,,,,,,,,,,
