actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
269,PT06M22.00S,2025-10-25T01:23:21.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641774,24.52365308804205,15.196078431372548,1610612764,39,43,2025-10-25T01:38:27Z,2660000,False,174.0,178.0,1,left,MISS T. Vukcevic 24' running 3PT,[1641774],1610612764.0,WAS,running,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,24.89,Missed,,,,,,,,,,,,,,,
270,PT06M18.00S,2025-10-25T01:23:25.5Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,39,43,2025-10-25T01:23:27Z,2670000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,269.0,5.0,4.0,1.0,,,,,,,,,,,
271,PT06M16.00S,2025-10-25T01:23:27.7Z,2,REGULAR,turnover,bad pass,[],1629023,,,1610612742,39,43,2025-10-25T01:23:32Z,2680000,False,,,0,,P. Washington bad pass TURNOVER (4 TO),"[1629023, 1642860]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,4.0,Riley,1642860.0,,,,,,,,,,,,,,,,,
272,PT06M16.00S,2025-10-25T01:23:27.7Z,2,REGULAR,steal,,[],1642860,,,1610612764,39,43,2025-10-25T01:23:30Z,2690000,False,,,0,,W. Riley STEAL (1 STL),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
273,PT06M09.00S,2025-10-25T01:23:34.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641774,10.85742444152431,30.637254901960787,1610612764,39,45,2025-10-25T01:40:19Z,2700000,False,97.0,50.0,1,left,T. Vukcevic 10' bank Jump Shot (2 PTS) (C. Kispert 3 AST),"[1641774, 1630557]",1610612764.0,WAS,bank,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,8-16 Right,,,,10.88,Made,,,,,,,,2.0,,,C. Kispert,1630557.0,3.0,,
275,PT06M07.00S,2025-10-25T01:23:40.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,39,45,2025-10-25T01:23:43Z,2720000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M07.00S,2025-10-25T01:24:16.7Z,2,REGULAR,substitution,out,[],202691,,,1610612742,39,45,2025-10-25T01:26:10Z,2730000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M07.00S,2025-10-25T01:24:16.7Z,2,REGULAR,substitution,out,[],1642848,,,1610612742,39,45,2025-10-25T01:26:10Z,2740000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M07.00S,2025-10-25T01:24:16.7Z,2,REGULAR,substitution,out,[],1630557,,,1610612742,39,45,2025-10-25T01:26:10Z,2750000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M07.00S,2025-10-25T01:24:16.7Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,39,45,2025-10-25T01:26:10Z,2760000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M07.00S,2025-10-25T01:24:16.7Z,2,REGULAR,substitution,in,[],1642267,,,1610612742,39,45,2025-10-25T01:26:10Z,2770000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M07.00S,2025-10-25T01:24:16.7Z,2,REGULAR,substitution,in,[],203114,,,1610612742,39,45,2025-10-25T01:26:10Z,2780000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M49.00S,2025-10-25T01:26:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.32917214191852,49.26470588235294,1610612742,39,45,2025-10-25T01:27:32Z,2800000,False,-4.0,20.0,1,right,MISS N. Marshall reverse Layup,[1630230],1610612742.0,DAL,reverse,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
284,PT05M45.00S,2025-10-25T01:27:03.4Z,2,REGULAR,rebound,defensive,[],1642860,,,1610612764,39,45,2025-10-25T01:27:08Z,2810000,False,,,0,,W. Riley REBOUND (Off:0 Def:2),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,,,
285,PT05M40.00S,2025-10-25T01:27:08.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203468,8.886333771353483,32.59803921568628,1610612764,39,45,2025-10-25T01:27:17Z,2820000,False,87.0,31.0,1,left,MISS C. McCollum 9' driving floating bank Shot,[203468],1610612764.0,WAS,driving floating bank,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,9.24,Missed,,,,,,,,,,,,,,,
286,PT05M38.00S,2025-10-25T01:27:10.0Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,39,45,2025-10-25T01:27:17Z,2830000,False,,,0,,A. Davis REBOUND (Off:1 Def:5),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,285.0,6.0,5.0,1.0,,,,,,,,,,,
287,PT05M31.00S,2025-10-25T01:27:16.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629023,92.85479632063075,46.81372549019608,1610612742,41,45,2025-10-25T01:27:25Z,2840000,False,-16.0,15.0,1,right,P. Washington running DUNK (6 PTS) (A. Davis 1 AST),"[1629023, 203076]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,2.17,Made,,,,,,,,6.0,,,A. Davis,203076.0,1.0,,
289,PT05M17.00S,2025-10-25T01:27:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.652431011826544,54.41176470588235,1610612764,41,45,2025-10-25T01:27:34Z,2860000,False,-22.0,10.0,1,left,MISS C. McCollum driving Layup,[203468],1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,2.43,Missed,,,,,,,,,,,,,,,
290,PT05M17.00S,2025-10-25T01:27:30.8Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612742,41,45,2025-10-25T01:27:34Z,2870000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,289.0,2.0,2.0,0.0,,,,,,,,,,,
291,PT05M07.00S,2025-10-25T01:27:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.06438896189225,46.997549019607845,1610612742,41,45,2025-10-25T01:27:46Z,2880000,False,-15.0,31.0,1,right,MISS A. Davis driving Layup,[203076],1610612742.0,DAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,3.49,Missed,,,,,,,,,,,,,,,
292,PT05M04.00S,2025-10-25T01:27:43.3Z,2,REGULAR,rebound,defensive,[],1642860,,,1610612764,41,45,2025-10-25T01:27:46Z,2890000,False,,,0,,W. Riley REBOUND (Off:0 Def:3),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,291.0,3.0,3.0,0.0,,,,,,,,,,,
293,PT04M58.00S,2025-10-25T01:27:49.7Z,2,REGULAR,3pt,Jump Shot,[],203468,26.888961892247043,18.137254901960784,1610612764,41,45,2025-10-25T01:44:39Z,2900000,False,159.0,200.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,25.59,Missed,,,,,,,,,,,,,,,
294,PT04M56.00S,2025-10-25T01:27:51.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,41,45,2025-10-25T01:27:55Z,2910000,False,,,0,,A. Davis REBOUND (Off:1 Def:6),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,293.0,7.0,6.0,1.0,,,,,,,,,,,
295,PT04M53.00S,2025-10-25T01:27:56.3Z,2,REGULAR,foul,personal,[],1642267,,,1610612742,41,45,2025-10-25T01:28:01Z,2920000,False,,,0,,B. Carrington personal FOUL (3 PF),"[1642267, 1631108]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201245.0,3.0,1.0,,Christie,1631108.0,,,,,
297,PT04M53.00S,2025-10-25T01:28:00.0Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,41,45,2025-10-25T01:28:18Z,2940000,False,,,0,,SUB out: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M53.00S,2025-10-25T01:28:00.0Z,2,REGULAR,substitution,out,[],1641774,,,1610612742,41,45,2025-10-25T01:28:18Z,2950000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M53.00S,2025-10-25T01:28:00.0Z,2,REGULAR,substitution,out,[],1642267,,,1610612742,41,45,2025-10-25T01:28:18Z,2960000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M53.00S,2025-10-25T01:28:00.0Z,2,REGULAR,substitution,in,[],1630314,,,1610612742,41,45,2025-10-25T01:28:18Z,2970000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M53.00S,2025-10-25T01:28:00.0Z,2,REGULAR,substitution,in,[],1642259,,,1610612742,41,45,2025-10-25T01:28:18Z,2980000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M53.00S,2025-10-25T01:28:00.0Z,2,REGULAR,substitution,in,[],1642848,,,1610612742,41,45,2025-10-25T01:28:18Z,2990000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M47.00S,2025-10-25T01:28:31.9Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612742,41,45,2025-10-25T01:28:37Z,3000000,False,,,0,,P. Washington lost ball TURNOVER (5 TO),"[1629023, 203468]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
304,PT04M47.00S,2025-10-25T01:28:31.9Z,2,REGULAR,steal,,[],203468,,,1610612764,41,45,2025-10-25T01:28:33Z,3010000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
305,PT04M43.00S,2025-10-25T01:28:37.6Z,2,REGULAR,foul,personal,['2freethrow'],203076,,,1610612764,41,45,2025-10-25T01:28:49Z,3020000,False,,,0,,A. Davis shooting personal FOUL (2 PF) (Riley 2 FT),"[203076, 1642860]",1610612742.0,DAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,201245.0,2.0,1.0,,Riley,1642860.0,,,,,
307,PT04M43.00S,2025-10-25T01:29:01.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642860,,,1610612764,41,46,2025-10-25T01:29:01Z,3040000,False,,,0,,W. Riley Free Throw 1 of 2 (1 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,,
308,PT04M43.00S,2025-10-25T01:29:20.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642860,,,1610612764,41,47,2025-10-25T01:29:20Z,3050000,False,,,0,,W. Riley Free Throw 2 of 2 (2 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,Made,,,,,,,,2.0,,,,,,,
309,PT04M32.00S,2025-10-25T01:29:33.1Z,2,REGULAR,foul,personal,[],1642848,,,1610612742,41,47,2025-10-25T01:29:40Z,3060000,False,,,0,,T. Johnson personal FOUL (1 PF),"[1642848, 1630314]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,204059.0,1.0,0.0,,Williams,1630314.0,,,,,
311,PT04M20.00S,2025-10-25T01:30:03.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203076,84.57621550591328,52.69607843137255,1610612742,41,47,2025-10-25T01:30:08Z,3080000,False,13.0,92.0,1,right,MISS A. Davis 9' driving Hook,[203076],1610612742.0,DAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,9.35,Missed,,,,,,,,,,,,,,,
312,PT04M16.00S,2025-10-25T01:30:07.0Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,41,47,2025-10-25T01:30:08Z,3090000,False,,,0,,P. Washington REBOUND (Off:1 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,311.0,6.0,5.0,1.0,,,,,,,,,,,
313,PT04M16.00S,2025-10-25T01:30:06.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629023,94.40999984741211,50.0,1610612742,43,47,2025-10-25T01:30:12Z,3100000,False,0.0,0.0,1,right,P. Washington tip DUNK (8 PTS),[1629023],1610612742.0,DAL,tip,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,8.0,,,,,,,
314,PT04M09.00S,2025-10-25T01:30:13.9Z,2,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612764,43,47,2025-10-25T01:30:21Z,3110000,False,,,0,,M. Christie shooting personal FOUL (2 PF) (Riley 2 FT),"[1631108, 1642860]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628485.0,2.0,0.0,,Riley,1642860.0,,,,,
316,PT04M09.00S,2025-10-25T01:30:37.0Z,2,REGULAR,freethrow,1 of 2,[],1642860,,,1610612764,43,48,2025-10-25T01:30:37Z,3130000,False,,,0,,W. Riley Free Throw 1 of 2 (3 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,Made,,,,,,,,3.0,,,,,,,
317,PT04M09.00S,2025-10-25T01:30:37.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612764,43,48,2025-10-25T01:30:40Z,3140000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT04M09.00S,2025-10-25T01:30:37.5Z,2,REGULAR,substitution,in,[],1642843,,,1610612764,43,48,2025-10-25T01:30:40Z,3150000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT04M09.00S,2025-10-25T01:30:55.1Z,2,REGULAR,freethrow,2 of 2,[],1642860,,,1610612764,43,48,2025-10-25T01:30:55Z,3160000,False,,,0,,MISS W. Riley Free Throw 2 of 2,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
320,PT04M07.00S,2025-10-25T01:30:56.4Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,43,48,2025-10-25T01:30:56Z,3170000,False,,,0,,P. Washington REBOUND (Off:1 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,319.0,7.0,6.0,1.0,,,,,,,,,,,
321,PT03M56.00S,2025-10-25T01:31:08.8Z,2,REGULAR,foul,personal,[],203114,,,1610612742,43,48,2025-10-25T01:31:18Z,3180000,False,,,0,,K. Middleton personal FOUL (2 PF),"[203114, 203076]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628485.0,2.0,0.0,,Davis,203076.0,,,,,
323,PT03M56.00S,2025-10-25T01:31:16.8Z,2,REGULAR,substitution,out,[],1642860,,,1610612742,43,48,2025-10-25T01:31:21Z,3200000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M56.00S,2025-10-25T01:31:16.8Z,2,REGULAR,substitution,in,[],1642273,,,1610612742,43,48,2025-10-25T01:31:21Z,3210000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M47.00S,2025-10-25T01:31:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.93495400788436,52.450980392156865,1610612742,45,48,2025-10-25T01:31:42Z,3220000,False,12.0,23.0,1,right,A. Davis Layup (14 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2.63,Made,,,,,,,,14.0,,,,,,,
326,PT03M34.00S,2025-10-25T01:31:50.4Z,2,REGULAR,2pt,Jump Shot,[],203114,5.469776609724048,69.6078431372549,1610612764,45,48,2025-10-25T01:31:56Z,3230000,False,-98.0,-1.0,1,left,MISS K. Middleton 9' turnaround fadeaway Shot,[203114],1610612764.0,WAS,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,9.8,Missed,,,,,,,,,,,,,,,
327,PT03M32.00S,2025-10-25T01:31:52.4Z,2,REGULAR,rebound,offensive,[],1642259,,,1610612764,45,48,2025-10-25T01:31:56Z,3240000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,,,326.0,2.0,1.0,1.0,,,,,,,,,,,
328,PT03M31.00S,2025-10-25T01:31:53.9Z,2,REGULAR,turnover,lost ball,[],1642259,,,1610612764,45,48,2025-10-25T01:31:58Z,3250000,False,,,0,,A. Sarr lost ball TURNOVER (2 TO),"[1642259, 1630314]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,2.0,Williams,1630314.0,,,,,,,,,,,,,,,,,
329,PT03M31.00S,2025-10-25T01:31:53.9Z,2,REGULAR,steal,,[],1630314,,,1610612742,45,48,2025-10-25T01:31:55Z,3260000,False,,,0,,B. Williams STEAL (1 STL),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT03M15.00S,2025-10-25T01:32:10.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203076,77.34888304862024,89.4607843137255,1610612742,45,48,2025-10-25T01:32:15Z,3270000,False,197.0,160.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,25.43,Missed,,,,,,,,,,,,,,,
331,PT03M11.00S,2025-10-25T01:32:14.7Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,45,48,2025-10-25T01:32:15Z,3280000,False,,,0,,K. George REBOUND (Off:1 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,330.0,3.0,2.0,1.0,,,,,,,,,,,
332,PT03M07.00S,2025-10-25T01:32:18.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,21.632720105124836,94.36274509803921,1610612764,45,51,2025-10-25T01:32:24Z,3290000,False,-222.0,151.0,1,left,T. Johnson 26' 3PT running (10 PTS) (K. George 2 AST),"[1642848, 1642273]",1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,26.82,Made,,,,,,,,10.0,,,K. George,1642273.0,2.0,,
334,PT02M55.00S,2025-10-25T01:32:29.8Z,2,REGULAR,3pt,Jump Shot,[],1629023,67.49342969776609,50.245098039215684,1610612742,48,51,2025-10-25T01:32:34Z,3310000,False,1.0,253.0,1,right,P. Washington 25' 3PT  (11 PTS) (C. Flagg 4 AST),"[1629023, 1642843]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,25.31,Made,,,,,,,,11.0,,,C. Flagg,1642843.0,4.0,,
336,PT02M35.00S,2025-10-25T01:32:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,18.084756898817346,45.588235294117645,1610612764,48,51,2025-10-25T01:32:53Z,3330000,False,22.0,117.0,1,left,MISS K. George 11' pullup Shot,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,11.96,Missed,,,,,,,,,,,,,,,
337,PT02M32.00S,2025-10-25T01:32:52.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,48,51,2025-10-25T01:32:53Z,3340000,False,,,0,,A. Davis REBOUND (Off:1 Def:7),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,336.0,8.0,7.0,1.0,,,,,,,,,,,
338,PT02M26.00S,2025-10-25T01:32:59.1Z,2,REGULAR,2pt,Jump Shot,[],1630314,89.09329829172142,32.28017769607843,1610612742,48,51,2025-10-25T01:33:06Z,3350000,False,-89.0,50.0,1,right,MISS B. Williams 10' driving floating bank Shot,[1630314],1610612742.0,DAL,driving floating bank,,,Williams,B. Williams,,,,,Mid-Range,8-16 Left,,,,10.17,Missed,,,,,,,,,,,,,,,
339,PT02M22.00S,2025-10-25T01:33:03.1Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,48,51,2025-10-25T01:33:06Z,3360000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,,,338.0,3.0,2.0,1.0,,,,,,,,,,,
340,PT02M13.00S,2025-10-25T01:33:11.8Z,2,REGULAR,3pt,Jump Shot,[],1642848,31.750985545335087,70.09803921568627,1610612764,48,54,2025-10-25T01:33:16Z,3370000,False,-100.0,246.0,1,left,T. Johnson 26' 3PT  (13 PTS) (A. Sarr 3 AST),"[1642848, 1642259]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,26.57,Made,,,,,,,,13.0,,,A. Sarr,1642259.0,3.0,,
342,PT01M54.00S,2025-10-25T01:33:31.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642843,92.90407358738501,47.22349877450981,1610612742,50,54,2025-10-25T01:33:39Z,3390000,False,-14.0,14.0,1,right,C. Flagg driving DUNK (5 PTS),[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,1.99,Made,,,,,,,,5.0,,,,,,,
343,PT01M41.00S,2025-10-25T01:33:43.6Z,2,REGULAR,2pt,Jump Shot,[],1642848,17.69053876478318,31.372549019607842,1610612764,50,56,2025-10-25T01:33:47Z,3400000,False,93.0,114.0,1,left,T. Johnson 14' fadeaway Jump Shot (15 PTS) (K. George 3 AST),"[1642848, 1642273]",1610612764.0,WAS,fadeaway,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,,,,14.7,Made,,,,,,,,15.0,,,K. George,1642273.0,3.0,,
345,PT01M30.00S,2025-10-25T01:33:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,85.89027595269383,40.68627450980392,1610612742,52,56,2025-10-25T01:34:01Z,3420000,False,-47.0,80.0,1,right,A. Davis 9' driving floating Jump Shot (16 PTS) (B. Williams 1 AST),"[203076, 1630314]",1610612742.0,DAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,9.27,Made,,,,,,,,16.0,,,B. Williams,1630314.0,1.0,,
347,PT01M14.00S,2025-10-25T01:34:10.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,5.732588699080158,51.9607843137255,1610612764,52,58,2025-10-25T01:34:14Z,3440000,False,-10.0,1.0,1,left,A. Sarr alley-oop DUNK (6 PTS) (K. Middleton 1 AST),"[1642259, 203114]",1610612764.0,WAS,alley-oop,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,0.99,Made,,,,,,,,6.0,,,K. Middleton,203114.0,1.0,,
349,PT00M58.80S,2025-10-25T01:34:27.5Z,2,REGULAR,turnover,bad pass,[],1629023,,,1610612742,52,58,2025-10-25T01:34:32Z,3460000,False,,,0,,P. Washington bad pass TURNOVER (6 TO),"[1629023, 203114]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,6.0,Middleton,203114.0,,,,,,,,,,,,,,,,,
350,PT00M58.80S,2025-10-25T01:34:27.5Z,2,REGULAR,steal,,[],203114,,,1610612764,52,58,2025-10-25T01:34:29Z,3470000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
351,PT00M55.00S,2025-10-25T01:34:31.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203114,6.652431011826544,52.20588235294118,1610612764,52,58,2025-10-25T01:34:47Z,3480000,False,-11.0,10.0,1,left,MISS K. Middleton running Layup - blocked,"[203114, 203076]",1610612764.0,WAS,running,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,1.49,Missed,,,,,,,,,,,,,,Davis,203076.0
352,PT00M55.00S,2025-10-25T01:34:31.5Z,2,REGULAR,block,,[],203076,,,1610612764,52,58,2025-10-25T01:34:34Z,3490000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT00M54.80S,2025-10-25T01:34:31.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,52,58,2025-10-25T01:34:47Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,351.0,,,,,,,,,,,,,,
