actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
389,PT07M17.00S,2023-10-28T01:26:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,48.28431372549019,1610612745,62,63,2023-10-28T01:26:21Z,3820000,False,9.0,19.0,1,left,J. Green driving Layup (16 PTS) (A. Sengun 5 AST),"[1630224, 1630578]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.06,Made,16.0,Green,J. Green,A. Sengun,1630578.0,5.0,,,,,,,,,,,,,,,
391,PT06M59.00S,2023-10-28T01:26:34.2Z,3,REGULAR,3pt,Jump Shot,[],1641705,70.51576872536137,19.607843137254903,1610612759,62,63,2023-10-28T01:26:41Z,3840000,False,-152.0,225.0,1,right,MISS V. Wembanyama 27' 3PT,[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
392,PT06M55.00S,2023-10-28T01:26:38.2Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612745,62,63,2023-10-28T01:26:41Z,3850000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Brooks,D. Brooks,,,,391.0,2.0,2.0,0.0,,,,,,,,,,,
393,PT06M50.00S,2023-10-28T01:26:42.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,30.17411300919842,79.41176470588235,1610612745,62,63,2023-10-28T01:30:23Z,3860000,False,-147.0,231.0,1,left,MISS F. VanVleet 27' running 3PT,[1627832],1610612745.0,HOU,running,,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
394,PT06M47.00S,2023-10-28T01:26:46.3Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,62,63,2023-10-28T01:26:46Z,3870000,False,,,0,,A. Sengun REBOUND (Off:4 Def:6),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,393.0,10.0,6.0,4.0,,,,,,,,,,,
395,PT06M36.00S,2023-10-28T01:26:57.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630578,31.35676741130092,21.813725490196077,1610612745,62,66,2023-10-28T01:27:03Z,3880000,False,141.0,242.0,1,left,A. Sengun 28' 3PT  (10 PTS) (F. VanVleet 7 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,28.03,Made,10.0,Sengun,A. Sengun,F. VanVleet,1627832.0,7.0,,,,,,,,,,,,,,,
397,PT06M33.00S,2023-10-28T01:27:06.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,62,66,2023-10-28T01:27:06Z,3900000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M33.00S,2023-10-28T01:29:33.0Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,62,66,2023-10-28T01:30:07Z,3910000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
399,PT06M33.00S,2023-10-28T01:29:33.0Z,3,REGULAR,substitution,in,[],1631110,,,1610612759,62,66,2023-10-28T01:30:07Z,3920000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
400,PT06M26.00S,2023-10-28T01:30:18.6Z,3,REGULAR,foul,offensive,[],1641705,,,1610612759,62,66,2023-10-28T01:30:30Z,3930000,False,,,0,,V. Wembanyama offensive FOUL (2 PF),"[1641705, 1627832]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,101283.0,,,,2.0,0.0,VanVleet,1627832.0,
402,PT06M26.00S,2023-10-28T01:30:18.6Z,3,REGULAR,turnover,offensive foul,[],1641705,,,1610612759,62,66,2023-10-28T01:30:18Z,3950000,False,,,0,,V. Wembanyama offensive foul TURNOVER (2 TO),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,101283.0,2.0,,,,,,,
403,PT06M26.00S,2023-10-28T01:30:27.5Z,3,REGULAR,substitution,out,[],1641705,,,1610612745,62,66,2023-10-28T01:30:35Z,3960000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
404,PT06M26.00S,2023-10-28T01:30:27.5Z,3,REGULAR,substitution,in,[],1626224,,,1610612745,62,66,2023-10-28T01:30:35Z,3970000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
405,PT06M14.00S,2023-10-28T01:30:51.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,23.340998685939553,37.254901960784316,1610612745,62,66,2023-10-28T01:31:04Z,3980000,False,64.0,167.0,1,left,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,17.86,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
406,PT06M10.00S,2023-10-28T01:30:55.0Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,62,66,2023-10-28T01:31:04Z,3990000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,,,,Mid-Range,16-24 Right Center,,,,Jones,T. Jones,,,,405.0,2.0,1.0,1.0,,,,,,,,,,,
407,PT06M01.00S,2023-10-28T01:31:03.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,90.88370565045992,49.26470588235294,1610612759,64,66,2023-10-28T01:31:09Z,4000000,False,-4.0,33.0,1,right,J. Sochan DUNK (8 PTS) (Z. Collins 6 AST),"[1631110, 1628380]",1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,3.34,Made,8.0,Sochan,J. Sochan,Z. Collins,1628380.0,6.0,,,,,,,,,,,,,,,
409,PT05M38.00S,2023-10-28T01:31:27.4Z,3,REGULAR,turnover,bad pass,[],1630224,,,1610612745,64,66,2023-10-28T01:36:25Z,4020000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1631110]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,,Green,J. Green,,,,,,,,,,,2.0,Sochan,1631110.0,,,,,
410,PT05M38.00S,2023-10-28T01:31:27.4Z,3,REGULAR,steal,,[],1631110,,,1610612759,64,66,2023-10-28T01:36:25Z,4030000,False,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Center,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
411,PT05M34.00S,2023-10-28T01:31:31.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626224,70.51576872536137,81.12745098039215,1610612759,67,66,2023-10-28T01:33:38Z,4040000,False,156.0,225.0,1,right,C. Osman 27' 3PT running (9 PTS) (T. Jones 3 AST),"[1626224, 1630200]",1610612759.0,SAS,running,,,,,,Above the Break 3,24+ Right Center,27.33,Made,9.0,Osman,C. Osman,T. Jones,1630200.0,3.0,,,,,,,,,,,,,,,
413,PT05M15.00S,2023-10-28T01:31:48.7Z,3,REGULAR,3pt,Jump Shot,[],1631095,6.389618922470433,99.26470588235294,1610612745,67,66,2023-10-28T01:32:07Z,4060000,False,-246.0,8.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,24.64,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
414,PT05M13.00S,2023-10-28T01:31:50.7Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,67,66,2023-10-28T01:32:07Z,4070000,False,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,,,,Sochan,J. Sochan,,,,413.0,3.0,3.0,0.0,,,,,,,,,,,
415,PT05M00.00S,2023-10-28T01:32:04.8Z,3,REGULAR,3pt,Jump Shot,[],1628380,66.04796320630749,54.65686274509803,1610612759,67,66,2023-10-28T01:32:10Z,4080000,False,23.0,267.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,26.76,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
416,PT04M55.00S,2023-10-28T01:32:09.8Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612745,67,66,2023-10-28T01:32:10Z,4090000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:5),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,VanVleet,F. VanVleet,,,,415.0,5.0,5.0,0.0,,,,,,,,,,,
417,PT04M47.00S,2023-10-28T01:32:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.915243101182654,54.41176470588235,1610612745,67,68,2023-10-28T01:32:27Z,4100000,False,-22.0,13.0,1,left,A. Sengun Layup (12 PTS),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.54,Made,12.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
418,PT04M35.00S,2023-10-28T01:32:30.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,89.96386333771353,53.431372549019606,1610612759,67,68,2023-10-28T01:32:40Z,4110000,False,17.0,42.0,1,right,MISS J. Sochan driving Layup - blocked,"[1631110, 1630578]",1610612759.0,SAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,Sochan,J. Sochan,,,,,,,,Sengun,1630578.0,,,,,,,,,
419,PT04M35.00S,2023-10-28T01:32:30.1Z,3,REGULAR,block,,[],1630578,,,1610612759,67,68,2023-10-28T01:32:32Z,4120000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
420,PT04M32.00S,2023-10-28T01:32:33.1Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612745,67,68,2023-10-28T01:32:40Z,4130000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:6),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,VanVleet,F. VanVleet,,,,418.0,6.0,6.0,0.0,,,,,,,,,,,
421,PT04M30.00S,2023-10-28T01:32:35.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,6.915243101182654,96.56862745098039,1610612745,67,71,2023-10-28T01:38:33Z,4140000,False,-233.0,13.0,1,left,D. Brooks 3PT running (11 PTS) (F. VanVleet 8 AST),"[1628415, 1627832]",1610612745.0,HOU,running,,,,,,Left Corner 3,24+ Left,23.31,Made,11.0,Brooks,D. Brooks,F. VanVleet,1627832.0,8.0,,,,,,,,,,,,,,,
423,PT04M15.00S,2023-10-28T01:32:50.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,80.1084099868594,34.31372549019608,1610612759,67,71,2023-10-28T01:32:54Z,4160000,False,-78.0,134.0,1,right,MISS T. Jones 15' floating Shot,[1630200],1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),8-16 Left,15.57,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
424,PT04M13.00S,2023-10-28T01:32:52.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,67,71,2023-10-28T01:32:54Z,4170000,False,,,0,,A. Sengun REBOUND (Off:4 Def:7),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Sengun,A. Sengun,,,,423.0,11.0,7.0,4.0,,,,,,,,,,,
425,PT04M05.00S,2023-10-28T01:32:59.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,8.360709592641262,47.30392156862745,1610612745,67,71,2023-10-28T01:33:09Z,4180000,False,13.0,26.0,1,left,MISS J. Smith Jr. Layup,[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.94,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
426,PT04M02.00S,2023-10-28T01:33:02.7Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,67,71,2023-10-28T01:33:02Z,4190000,False,,,0,,Z. Collins REBOUND (Off:0 Def:5),[1628380],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Collins,Z. Collins,,,,425.0,5.0,5.0,0.0,,,,,,,,,,,
427,PT03M56.00S,2023-10-28T01:33:11.0Z,3,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612759,67,71,2023-10-28T01:33:20Z,4200000,False,,,0,,C. Osman bad pass out-of-bounds TURNOVER (2 TO),[1626224],1610612759.0,SAS,bad pass,,,,,,Mid-Range,8-16 Right,,,,Osman,C. Osman,,,,,,,,,,202026.0,2.0,,,,,,,
428,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,out,[],1628380,,,1610612745,67,71,2023-10-28T01:33:33Z,4210000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
429,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,out,[],1630170,,,1610612745,67,71,2023-10-28T01:33:33Z,4220000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
430,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,67,71,2023-10-28T01:33:33Z,4230000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
431,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,out,[],1628415,,,1610612745,67,71,2023-10-28T01:33:33Z,4240000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
432,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,67,71,2023-10-28T01:33:33Z,4250000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
433,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,in,[],1631103,,,1610612745,67,71,2023-10-28T01:33:33Z,4260000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,,,,,,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
434,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,in,[],1629646,,,1610612745,67,71,2023-10-28T01:33:33Z,4270000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,,,,,,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
435,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,in,[],1641708,,,1610612745,67,71,2023-10-28T01:33:33Z,4280000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
436,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,in,[],1630256,,,1610612745,67,71,2023-10-28T01:33:33Z,4290000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
437,PT03M56.00S,2023-10-28T01:33:14.9Z,3,REGULAR,substitution,in,[],1626246,,,1610612745,67,71,2023-10-28T01:33:33Z,4300000,False,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,,,,,,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,
438,PT03M41.00S,2023-10-28T01:33:48.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,20.318659658344284,46.81372549019608,1610612745,67,73,2023-10-28T01:33:53Z,4310000,False,16.0,138.0,1,left,F. VanVleet 13' pullup Jump Shot (15 PTS) (B. Marjanovic 1 AST),"[1627832, 1626246]",1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.94,Made,15.0,VanVleet,F. VanVleet,B. Marjanovic,1626246.0,1.0,,,,,,,,,,,,,,,
440,PT03M24.00S,2023-10-28T01:34:06.2Z,3,REGULAR,2pt,Jump Shot,[],1631103,79.58278580814718,33.33333333333333,1610612759,69,73,2023-10-28T01:34:12Z,4330000,False,-83.0,139.0,1,right,M. Branham 16' pullup Jump Shot (9 PTS) (J. Sochan 3 AST),"[1631103, 1631110]",1610612759.0,SAS,pullup,,,,,,Mid-Range,16-24 Left Center,16.24,Made,9.0,Branham,M. Branham,J. Sochan,1631110.0,3.0,,,,,,,,,,,,,,,
442,PT03M08.00S,2023-10-28T01:34:22.2Z,3,REGULAR,3pt,Jump Shot,[],1641708,28.33442838370565,17.401960784313726,1610612745,69,73,2023-10-28T01:34:27Z,4350000,False,163.0,214.0,1,left,MISS A. Thompson 26' pullup 3PT,[1641708],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
443,PT03M04.00S,2023-10-28T01:34:26.2Z,3,REGULAR,rebound,defensive,[],1629646,,,1610612759,69,73,2023-10-28T01:34:27Z,4360000,False,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Bassey,C. Bassey,,,,442.0,2.0,2.0,0.0,,,,,,,,,,,
444,PT02M47.00S,2023-10-28T01:34:43.3Z,3,REGULAR,3pt,Jump Shot,[],1630200,91.80354796320631,2.696078431372549,1610612759,69,73,2023-10-28T01:34:58Z,4370000,False,-237.0,25.0,1,right,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,23.78,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
445,PT02M43.00S,2023-10-28T01:34:47.3Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,69,73,2023-10-28T01:34:58Z,4380000,False,,,0,,T. Jones REBOUND (Off:2 Def:1),[1630200],1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,,,,Jones,T. Jones,,,,444.0,3.0,1.0,2.0,,,,,,,,,,,
446,PT02M38.00S,2023-10-28T01:34:53.9Z,3,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612759,69,73,2023-10-28T01:35:12Z,4390000,False,,,0,,C. Osman bad pass out-of-bounds TURNOVER (3 TO),[1626224],1610612759.0,SAS,bad pass,,,,,,Restricted Area,0-8 Center,,,,Osman,C. Osman,,,,,,,,,,202026.0,3.0,,,,,,,
447,PT02M38.00S,2023-10-28T01:35:01.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,69,73,2023-10-28T01:35:01Z,4400000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M38.00S,2023-10-28T01:37:37.2Z,3,REGULAR,substitution,out,[],1630200,,,1610612745,69,73,2023-10-28T01:37:58Z,4410000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
449,PT02M38.00S,2023-10-28T01:37:37.2Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,69,73,2023-10-28T01:37:58Z,4420000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
450,PT02M38.00S,2023-10-28T01:37:37.2Z,3,REGULAR,substitution,in,[],203926,,,1610612745,69,73,2023-10-28T01:37:58Z,4430000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,
451,PT02M38.00S,2023-10-28T01:37:37.2Z,3,REGULAR,substitution,in,[],201145,,,1610612745,69,73,2023-10-28T01:37:58Z,4440000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
452,PT02M22.00S,2023-10-28T01:38:11.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201145,8.360709592641262,51.71568627450981,1610612745,69,75,2023-10-28T01:38:24Z,4450000,False,-9.0,26.0,1,left,J. Green Hook (8 PTS),[201145],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.75,Made,8.0,Green,J. Green,,,,,,,,,,,,,,,,,,
453,PT02M12.00S,2023-10-28T01:38:22.3Z,3,REGULAR,2pt,Jump Shot,[],1631110,76.95466491458606,33.088235294117645,1610612759,69,75,2023-10-28T01:38:37Z,4460000,False,-85.0,164.0,1,right,MISS J. Sochan 18' pullup Shot - blocked,"[1631110, 1641708]",1610612759.0,SAS,pullup,,,,,,Mid-Range,16-24 Left Center,18.46,Missed,,Sochan,J. Sochan,,,,,,,,Thompson,1641708.0,,,,,,,,,
454,PT02M12.00S,2023-10-28T01:38:22.3Z,3,REGULAR,block,,[],1641708,,,1610612759,69,75,2023-10-28T01:38:27Z,4470000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
455,PT02M06.00S,2023-10-28T01:38:28.3Z,3,REGULAR,rebound,offensive,[],1631110,,,1610612759,69,75,2023-10-28T01:44:40Z,4480000,False,,,0,,J. Sochan REBOUND (Off:1 Def:3),[1631110],1610612759.0,SAS,,,,,,,Mid-Range,16-24 Left Center,,,,Sochan,J. Sochan,,,,453.0,4.0,3.0,1.0,,,,,,,,,,,
456,PT02M04.00S,2023-10-28T01:38:33.1Z,3,REGULAR,foul,personal,['2freethrow'],1626246,,,1610612759,69,75,2023-10-28T01:38:56Z,4490000,False,,,0,,B. Marjanovic shooting personal FOUL (1 PF) (Sochan 2 FT),"[1626246, 1631110]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Marjanovic,B. Marjanovic,,,,,,,,,,202026.0,,,,1.0,0.0,Sochan,1631110.0,
458,PT02M04.00S,2023-10-28T01:38:59.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631110,,,1610612759,70,75,2023-10-28T01:38:59Z,4510000,False,,,0,,J. Sochan Free Throw 1 of 2 (9 PTS),[1631110],1610612759.0,SAS,,,,,,,,,,Made,9.0,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
459,PT02M04.00S,2023-10-28T01:39:00.1Z,3,REGULAR,substitution,out,[],1627832,,,1610612759,70,75,2023-10-28T01:39:13Z,4520000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
460,PT02M04.00S,2023-10-28T01:39:00.1Z,3,REGULAR,substitution,in,[],1630224,,,1610612759,70,75,2023-10-28T01:39:13Z,4530000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
461,PT02M04.00S,2023-10-28T01:39:15.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631110,,,1610612759,71,75,2023-10-28T01:39:15Z,4540000,False,,,0,,J. Sochan Free Throw 2 of 2 (10 PTS),[1631110],1610612759.0,SAS,,,,,,,,,,Made,10.0,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
462,PT01M47.00S,2023-10-28T01:39:34.9Z,3,REGULAR,2pt,Jump Shot,[],1641708,22.552562417871222,62.745098039215684,1610612745,71,77,2023-10-28T01:39:52Z,4550000,False,-64.0,159.0,1,left,A. Thompson 17' pullup Jump Shot (2 PTS),[1641708],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Left Center,17.17,Made,2.0,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
463,PT01M36.00S,2023-10-28T01:39:46.9Z,3,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,71,77,2023-10-28T01:47:05Z,4560000,False,,,0,,J. Sochan bad pass out-of-bounds TURNOVER (2 TO),[1631110],1610612759.0,SAS,bad pass,,,,,,Restricted Area,0-8 Center,,,,Sochan,J. Sochan,,,,,,,,,,1627526.0,2.0,,,,,,,
464,PT01M22.00S,2023-10-28T01:40:09.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626246,8.09789750328515,51.470588235294116,1610612745,71,79,2023-10-28T01:40:17Z,4570000,False,-7.0,24.0,1,left,B. Marjanovic cutting DUNK (4 PTS) (A. Thompson 3 AST),"[1626246, 1641708]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,2.47,Made,4.0,Marjanovic,B. Marjanovic,A. Thompson,1641708.0,3.0,,,,,,,,,,,,,,,
466,PT01M04.00S,2023-10-28T01:40:27.4Z,3,REGULAR,turnover,bad pass,[],1631103,,,1610612759,71,79,2023-10-28T01:40:34Z,4590000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1630256]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Right Center,,,,Branham,M. Branham,,,,,,,,,,,1.0,Tate,1630256.0,,,,,
467,PT01M04.00S,2023-10-28T01:40:27.4Z,3,REGULAR,steal,,[],1630256,,,1610612745,71,79,2023-10-28T01:40:29Z,4600000,False,,,0,,J. Tate STEAL (3 STL),[1630256],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
468,PT01M00.00S,2023-10-28T01:40:31.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,9.017739816031538,52.94117647058824,1610612745,71,81,2023-10-28T01:47:16Z,4610000,False,-15.0,32.0,1,left,J. Green running DUNK (10 PTS),[201145],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,3.55,Made,10.0,Green,J. Green,,,,,,,,,,,,,,,,,,
