actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
254,PT04M59.00S,2024-03-31T23:52:44.9Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,47,44,2024-03-31T23:53:16Z,2500000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
255,PT04M57.00S,2024-03-31T23:52:46.9Z,2,REGULAR,rebound,offensive,[],1630577,,,1610612759,47,44,2024-03-31T23:53:16Z,2510000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,254.0,3.0,2.0,1.0,,,,,,,,,,,,
256,PT04M55.00S,2024-03-31T23:53:15.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,31.488173455978973,32.1078431372549,1610612759,50,44,2024-03-31T23:53:19Z,2520000,False,89.0,243.0,1,left,C. Osman 25' 3PT  (10 PTS) (J. Champagnie 2 AST),"[1626224, 1630577]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,25.94,Made,,,,,,,,,,,10.0,J. Champagnie,1630577.0,2.0,,
258,PT04M40.00S,2024-03-31T23:53:30.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,90.22667542706965,47.30392156862745,1610612744,50,46,2024-03-31T23:53:35Z,2540000,False,-13.0,39.0,1,right,G. Payton II cutting DUNK (2 PTS) (D. Green 3 AST),"[1627780, 203110]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,4.16,Made,,,,,,,,,,,2.0,D. Green,203110.0,3.0,,
260,PT04M22.00S,2024-03-31T23:53:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,6.521024967148489,54.90196078431373,1610612759,52,46,2024-03-31T23:53:56Z,2560000,False,-25.0,9.0,1,left,C. Osman cutting Layup (12 PTS) (V. Wembanyama 3 AST),"[1626224, 1641705]",1610612759.0,SAS,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,2.6,Made,,,,,,,,,,,12.0,V. Wembanyama,1641705.0,3.0,,
262,PT04M03.00S,2024-03-31T23:54:06.9Z,2,REGULAR,3pt,Jump Shot,[],201939,67.88764783180025,72.79411764705883,1610612744,52,46,2024-03-31T23:54:12Z,2580000,False,114.0,249.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,27.42,Missed,,,,,,,,,,,,,,,,
263,PT03M58.00S,2024-03-31T23:54:11.9Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,52,46,2024-03-31T23:54:12Z,2590000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,262.0,2.0,1.0,1.0,,,,,,,,,,,,
264,PT03M52.00S,2024-03-31T23:54:17.5Z,2,REGULAR,turnover,bad pass,[],1631103,,,1610612759,52,46,2024-03-31T23:54:22Z,2600000,False,,,0,,M. Branham bad pass TURNOVER (2 TO),"[1631103, 203110]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,,,,,Green,203110.0
265,PT03M52.00S,2024-03-31T23:54:17.5Z,2,REGULAR,steal,,[],203110,,,1610612744,52,46,2024-03-31T23:54:20Z,2610000,False,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT03M50.00S,2024-03-31T23:54:22.6Z,2,REGULAR,foul,personal,[],1630577,,,1610612744,52,46,2024-03-31T23:54:53Z,2620000,False,,,0,,J. Champagnie personal FOUL (1 PF),"[1630577, 201939]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,202037.0,,,,,,,,,,1.0,0.0,Curry,201939.0,,,,,,
268,PT03M50.00S,2024-03-31T23:54:29.8Z,2,REGULAR,substitution,out,[],1641705,,,1610612744,52,46,2024-03-31T23:54:46Z,2640000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M50.00S,2024-03-31T23:54:29.8Z,2,REGULAR,substitution,out,[],1630200,,,1610612744,52,46,2024-03-31T23:54:46Z,2650000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M50.00S,2024-03-31T23:54:29.8Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,52,46,2024-03-31T23:54:46Z,2660000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M50.00S,2024-03-31T23:54:29.8Z,2,REGULAR,substitution,in,[],1628380,,,1610612744,52,46,2024-03-31T23:54:46Z,2670000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M50.00S,2024-03-31T23:54:29.8Z,2,REGULAR,substitution,in,[],1630572,,,1610612744,52,46,2024-03-31T23:54:46Z,2680000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M50.00S,2024-03-31T23:54:29.8Z,2,REGULAR,substitution,in,[],1641764,,,1610612744,52,46,2024-03-31T23:54:46Z,2690000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M44.00S,2024-03-31T23:54:59.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,79.45137976346912,68.62745098039215,1610612744,52,48,2024-03-31T23:55:02Z,2700000,False,93.0,141.0,1,right,K. Thompson 16' pullup Jump Shot (7 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,16.87,Made,,,,,,,,,,,7.0,,,,,
276,PT03M29.00S,2024-03-31T23:55:13.4Z,2,REGULAR,3pt,Jump Shot,[],1626224,8.492115637319317,3.9215686274509802,1610612759,55,48,2024-03-31T23:55:17Z,2720000,False,230.0,27.0,1,left,C. Osman 3PT  (15 PTS) (J. Champagnie 3 AST),"[1626224, 1630577]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,,,23.2,Made,,,,,,,,,,,15.0,J. Champagnie,1630577.0,3.0,,
278,PT03M19.00S,2024-03-31T23:55:23.6Z,2,REGULAR,3pt,Jump Shot,[],201939,64.47109067017082,68.38235294117648,1610612744,55,48,2024-03-31T23:55:29Z,2740000,False,92.0,281.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,29.61,Missed,,,,,,,,,,,,,,,,
279,PT03M16.00S,2024-03-31T23:55:26.6Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,55,48,2024-03-31T23:55:29Z,2750000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:5),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,278.0,6.0,5.0,1.0,,,,,,,,,,,,
280,PT03M03.00S,2024-03-31T23:55:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,8.09789750328515,52.94117647058824,1610612759,55,48,2024-03-31T23:55:47Z,2760000,False,-15.0,24.0,1,left,MISS Z. Collins cutting Layup - blocked,"[1628380, 1627780]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,2.78,Missed,,,,,Payton II,1627780.0,,,,,,,,,,
281,PT03M03.00S,2024-03-31T23:55:42.2Z,2,REGULAR,block,,[],1627780,,,1610612759,55,48,2024-03-31T23:56:06Z,2770000,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
282,PT03M03.00S,2024-03-31T23:55:42.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,55,48,2024-03-31T23:55:47Z,2780000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,280.0,,,,,,,,,,,,,,,
284,PT02M54.00S,2024-03-31T23:56:13.3Z,2,REGULAR,foul,offensive,[],203110,,,1610612744,55,48,2024-03-31T23:56:22Z,2800000,False,,,0,,D. Green offensive FOUL (1 PF),"[203110, 1626224]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,1830.0,,,,,,,,,,1.0,0.0,Osman,1626224.0,,,,,,
286,PT02M54.00S,2024-03-31T23:56:13.3Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,55,48,2024-03-31T23:56:13Z,2820000,False,,,0,,D. Green offensive foul TURNOVER (3 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,1830.0,3.0,,,,,,,,,,,,,,,,,,
287,PT02M54.00S,2024-03-31T23:56:21.3Z,2,REGULAR,substitution,out,[],1627780,,,1610612759,55,48,2024-03-31T23:56:31Z,2830000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M54.00S,2024-03-31T23:56:21.3Z,2,REGULAR,substitution,in,[],203952,,,1610612759,55,48,2024-03-31T23:56:31Z,2840000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M42.00S,2024-03-31T23:56:45.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631103,23.603810775295663,87.25490196078431,1610612759,55,48,2024-03-31T23:56:50Z,2850000,False,-186.0,169.0,1,left,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,25.18,Missed,,,,,,,,,,,,,,,,
290,PT02M37.00S,2024-03-31T23:56:50.9Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,55,48,2024-03-31T23:56:50Z,2860000,False,,,0,,B. Podziemski REBOUND (Off:3 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,289.0,6.0,3.0,3.0,,,,,,,,,,,,
291,PT02M28.00S,2024-03-31T23:56:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.72339027595268,46.568627450980394,1610612744,55,50,2024-03-31T23:57:04Z,2870000,False,-17.0,16.0,1,right,S. Curry driving finger roll Layup (12 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,2.34,Made,,,,,,,,,,,12.0,D. Green,203110.0,4.0,,
293,PT02M18.00S,2024-03-31T23:57:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,7.966491458607096,50.245098039215684,1610612759,55,50,2024-03-31T23:57:55Z,2890000,False,-1.0,22.0,1,left,MISS M. Branham cutting Layup,[1631103],1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,2.24,Missed,,,,,,,,,,,,,,,,
294,PT02M15.00S,2024-03-31T23:57:13.4Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,55,50,2024-03-31T23:57:13Z,2900000,False,,,0,,Z. Collins REBOUND (Off:1 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,293.0,5.0,4.0,1.0,,,,,,,,,,,,
295,PT02M15.00S,2024-03-31T23:57:13.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628380,5.590000152587891,50.0,1610612759,55,50,2024-03-31T23:58:04Z,2910000,False,0.0,0.0,1,left,MISS Z. Collins tip DUNK,[1628380],1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
296,PT02M15.00S,2024-03-31T23:57:13.4Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,55,50,2024-03-31T23:58:04Z,2920000,False,,,0,,Z. Collins REBOUND (Off:2 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,295.0,6.0,4.0,2.0,,,,,,,,,,,,
297,PT02M15.00S,2024-03-31T23:57:15.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,6.521024967148489,52.69607843137255,1610612759,55,50,2024-03-31T23:57:34Z,2930000,False,-13.0,9.0,1,left,MISS Z. Collins putback Layup - blocked,"[1628380, 203110]",1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,1.61,Missed,,,,,Green,203110.0,,,,,,,,,,
298,PT02M15.00S,2024-03-31T23:57:15.0Z,2,REGULAR,block,,[],203110,,,1610612759,55,50,2024-03-31T23:57:19Z,2940000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
299,PT02M15.00S,2024-03-31T23:57:15.0Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,55,50,2024-03-31T23:57:34Z,2950000,False,,,0,,Z. Collins REBOUND (Off:3 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,297.0,7.0,4.0,3.0,,,,,,,,,,,,
300,PT02M15.00S,2024-03-31T23:57:25.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628380,5.590000152587891,50.0,1610612759,57,50,2024-03-31T23:58:33Z,2960000,False,0.0,0.0,1,left,Z. Collins putback Layup (10 PTS),[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,,,,,,,10.0,,,,,
301,PT02M15.00S,2024-03-31T23:57:27.9Z,2,REGULAR,foul,personal,['1freethrow'],203952,,,1610612759,57,50,2024-03-31T23:57:50Z,2970000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Collins 1 FT),"[203952, 1628380]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,202037.0,,,,,,,,,,2.0,0.0,Collins,1628380.0,,,,,,
303,PT02M15.00S,2024-03-31T23:57:46.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,57,50,2024-03-31T23:57:46Z,2990000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M15.00S,2024-03-31T23:58:31.5Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,57,50,2024-04-01T00:00:18Z,2995000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M15.00S,2024-03-31T23:58:31.5Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,57,50,2024-04-01T00:00:18Z,2997500,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M15.00S,2024-03-31T23:59:16.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628380,,,1610612759,58,50,2024-03-31T23:59:16Z,3000000,False,,,0,,Z. Collins Free Throw 1 of 1 (11 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,Made,,,,,,,,,,,11.0,,,,,
305,PT02M01.00S,2024-03-31T23:59:33.8Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,58,50,2024-04-01T00:01:38Z,3010000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1626224]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,2.0,,,,,,,,,,,,,,,,,Osman,1626224.0
306,PT02M01.00S,2024-03-31T23:59:33.8Z,2,REGULAR,steal,,[],1626224,,,1610612759,58,50,2024-03-31T23:59:37Z,3020000,False,,,0,,C. Osman STEAL (1 STL),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
307,PT01M57.00S,2024-03-31T23:59:40.4Z,2,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612759,58,50,2024-04-01T00:00:00Z,3030000,False,,,0,,C. Osman bad pass out-of-bounds TURNOVER (2 TO),[1626224],1610612759.0,SAS,bad pass,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Right,202037.0,2.0,,,,,,,,,,,,,,,,,,
337,PT01M57.00S,2024-03-31T23:59:56.1Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,58,50,2024-04-01T00:06:22Z,3045000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M57.00S,2024-03-31T23:59:56.1Z,2,REGULAR,substitution,in,[],101108,,,1610612744,58,50,2024-04-01T00:06:22Z,3052500,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M45.00S,2024-04-01T00:00:11.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],101108,91.80354796320631,94.85294117647058,1610612744,58,50,2024-04-01T00:00:32Z,3060000,False,224.0,25.0,1,right,MISS C. Paul 3PT,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,,,22.56,Missed,,,,,,,,,,,,,,,,
311,PT01M40.00S,2024-04-01T00:00:15.5Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,58,50,2024-04-01T00:00:15Z,3070000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,,310.0,3.0,2.0,1.0,,,,,,,,,,,,
314,PT01M36.00S,2024-04-01T00:00:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630572,6.389618922470433,47.05882352941176,1610612759,60,50,2024-04-01T00:02:13Z,3080000,False,15.0,8.0,1,left,S. Mamukelashvili running Layup (8 PTS) (T. Jones 4 AST),"[1630572, 1630200]",1610612759.0,SAS,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,1.65,Made,,,,,,,,,,,8.0,T. Jones,1630200.0,4.0,,
316,PT01M16.00S,2024-04-01T00:00:40.8Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,60,50,2024-04-01T00:00:52Z,3100000,False,,,0,,D. Green bad pass TURNOVER (4 TO),"[203110, 1630577]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left,,4.0,,,,,,,,,,,,,,,,,Champagnie,1630577.0
317,PT01M16.00S,2024-04-01T00:00:40.8Z,2,REGULAR,steal,,[],1630577,,,1610612759,60,50,2024-04-01T00:00:42Z,3110000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
318,PT01M12.00S,2024-04-01T00:00:47.0Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,60,50,2024-04-01T00:00:58Z,3120000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,1628951.0,1.0,,,,,,,,,,,,,,,,,,
319,PT01M12.00S,2024-04-01T00:00:56.7Z,2,REGULAR,substitution,out,[],203952,,,1610612744,60,50,2024-04-01T00:01:09Z,3130000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M12.00S,2024-04-01T00:00:56.7Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,60,50,2024-04-01T00:01:09Z,3140000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M58.60S,2024-04-01T00:01:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,90.48948751642575,57.107843137254896,1610612744,60,52,2024-04-01T00:01:54Z,3150000,False,36.0,37.0,1,right,D. Green driving Layup (7 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,5.12,Made,,,,,,,,,,,7.0,S. Curry,201939.0,3.0,,
323,PT00M58.60S,2024-04-01T00:01:38.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,60,52,2024-04-01T00:01:38Z,3170000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M58.60S,2024-04-01T00:02:42.9Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,60,52,2024-04-01T00:03:09Z,3180000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M58.60S,2024-04-01T00:02:42.9Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,60,52,2024-04-01T00:03:09Z,3190000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M50.60S,2024-04-01T00:03:20.6Z,2,REGULAR,violation,kicked ball,[],202691,,,1610612759,60,52,2024-04-01T00:03:49Z,3200000,False,,,0,,K. Thompson kicked ball VIOLATION,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,202037.0,,,,,,,,,,,,,,,,,,,
329,PT00M42.10S,2024-04-01T00:03:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,7.5722733245729295,52.450980392156865,1610612759,60,52,2024-04-01T00:05:08Z,3210000,False,-12.0,19.0,1,left,MISS J. Champagnie cutting Layup,[1630577],1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,2.24,Missed,,,,,,,,,,,,,,,,
330,PT00M39.60S,2024-04-01T00:03:46.3Z,2,REGULAR,rebound,defensive,[],101108,,,1610612744,60,52,2024-04-01T00:03:46Z,3220000,False,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,329.0,3.0,3.0,0.0,,,,,,,,,,,,
331,PT00M32.50S,2024-04-01T00:03:55.7Z,2,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,60,52,2024-04-01T00:04:01Z,3230000,False,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (2 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,1628951.0,2.0,,,,,,,,,,,,,,,,,,
332,PT00M15.20S,2024-04-01T00:04:24.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641705,28.33442838370565,18.137254901960784,1610612759,60,52,2024-04-01T00:05:26Z,3240000,False,159.0,214.0,1,left,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,26.66,Missed,,,,,,,,,,,,,,,,
333,PT00M11.50S,2024-04-01T00:04:28.1Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612759,60,52,2024-04-01T00:04:28Z,3250000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:5),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,332.0,7.0,5.0,2.0,,,,,,,,,,,,
334,PT00M00.10S,2024-04-01T00:04:39.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630200,7.835085413929041,56.127450980392155,1610612759,60,52,2024-04-01T00:04:44Z,3260000,False,-31.0,21.0,1,left,MISS T. Jones driving finger roll Layup,[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,3.72,Missed,,,,,,,,,,,,,,,,
335,PT00M00.10S,2024-04-01T00:04:39.5Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,60,52,2024-04-01T00:04:44Z,3270000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,
336,PT00M00.00S,2024-04-01T00:04:46.7Z,2,REGULAR,period,end,[],0,,,1610612744,60,52,2024-04-01T00:04:46Z,3280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-04-01T00:19:11.2Z,3,REGULAR,substitution,out,['startperiod'],1630572,,,1610612744,60,52,2024-04-01T00:19:35Z,3290000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-04-01T00:19:11.2Z,3,REGULAR,substitution,out,['startperiod'],101108,,,1610612744,60,52,2024-04-01T00:19:35Z,3300000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-04-01T00:19:11.2Z,3,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,60,52,2024-04-01T00:19:35Z,3310000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
