actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
171,PT11M28.00S,2024-01-23T02:08:23.0Z,2,REGULAR,rebound,offensive,[],1630573,,,1610612738,28,24,2024-01-23T02:08:25Z,1670000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,170.0,1.0,0.0,1.0,,,,,,,,,,,,,,
172,PT11M22.00S,2024-01-23T02:08:28.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,29.911300919842315,73.77450980392157,1610612738,28,24,2024-01-23T02:09:00Z,1680000,False,-119.0,229.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
173,PT11M19.00S,2024-01-23T02:08:31.9Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,28,24,2024-01-23T02:08:34Z,1690000,False,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,172.0,4.0,3.0,1.0,,,,,,,,,,,,,,
174,PT11M19.00S,2024-01-23T02:08:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,7.5722733245729295,50.73529411764706,1610612738,28,26,2024-01-23T02:08:40Z,1700000,False,-4.0,19.0,1,left,L. Kornet putback Layup (2 PTS),[1628436],1610612738.0,BOS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,2.0,,,,,,,,,,,,,
175,PT10M59.00S,2024-01-23T02:08:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,94.69448094612353,53.18627450980392,1610612742,30,26,2024-01-23T02:08:58Z,1710000,False,16.0,-3.0,1,right,D. Lively II alley-oop Layup (4 PTS) (L. Doncic 3 AST),"[1641726, 1629029]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,4.0,,,,,,,,,,,L. Doncic,1629029.0,3.0
177,PT10M47.00S,2024-01-23T02:09:03.8Z,2,REGULAR,3pt,Jump Shot,[],1630573,29.517082785808146,75.49019607843137,1610612738,30,29,2024-01-23T02:09:10Z,1730000,False,-127.0,225.0,1,left,S. Hauser 25' 3PT pullup (3 PTS) (J. Holiday 2 AST),"[1630573, 201950]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.86,Made,,,,,3.0,,,,,,,,,,,J. Holiday,201950.0,2.0
179,PT10M33.00S,2024-01-23T02:09:18.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,72.53613666228647,80.41513480392157,1610612742,30,29,2024-01-23T02:09:23Z,1750000,False,152.0,206.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
180,PT10M29.00S,2024-01-23T02:09:22.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,30,29,2024-01-23T02:09:23Z,1760000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,
181,PT10M25.00S,2024-01-23T02:09:26.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201950,27.414586070959263,82.1078431372549,1610612738,30,32,2024-01-23T02:10:21Z,1770000,False,-161.0,205.0,1,left,J. Holiday 26' 3PT running pullup (6 PTS),[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,6.0,,,,,,,,,,,,,
182,PT10M06.00S,2024-01-23T02:09:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,89.83245729303549,49.26470588235294,1610612742,30,32,2024-01-23T02:10:55Z,1780000,False,-4.0,43.0,1,right,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,,,,,,,,,,
183,PT10M04.00S,2024-01-23T02:09:47.0Z,2,REGULAR,rebound,offensive,[],1629029,,,1610612742,30,32,2024-01-23T02:10:06Z,1790000,False,,,0,,L. Doncic REBOUND (Off:1 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,182.0,8.0,7.0,1.0,,,,,,,,,,,,,,
184,PT10M02.00S,2024-01-23T02:09:50.4Z,2,REGULAR,foul,personal,[],1628369,,,1610612742,30,32,2024-01-23T02:10:19Z,1800000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1641726]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Lively II,1641726.0,,,
186,PT09M55.00S,2024-01-23T02:10:16.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,67.49342969776609,45.34313725490196,1610612742,30,32,2024-01-23T02:11:28Z,1820000,False,-23.0,253.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
187,PT09M53.00S,2024-01-23T02:10:18.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,30,32,2024-01-23T02:10:18Z,1830000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,
188,PT09M49.00S,2024-01-23T02:10:21.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201950,30.56833114323259,78.43137254901961,1610612738,30,32,2024-01-23T02:11:54Z,1840000,False,-142.0,235.0,1,left,MISS J. Holiday 27' running pullup 3PT,[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,27.45,Missed,,,,,,,,,,,,,,,,,,
189,PT09M49.00S,2024-01-23T02:10:21.8Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,30,32,2024-01-23T02:11:54Z,1850000,False,,,0,,D. Lively II REBOUND (Off:1 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,188.0,3.0,2.0,1.0,,,,,,,,,,,,,,
190,PT09M40.00S,2024-01-23T02:10:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,90.3580814717477,51.9607843137255,1610612742,32,32,2024-01-23T02:10:36Z,1860000,False,10.0,38.0,1,right,T. Hardaway Jr. driving finger roll Layup (5 PTS),[203501],1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,5.0,,,,,,,,,,,,,
191,PT09M26.00S,2024-01-23T02:10:45.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.53942181340342,52.450980392156865,1610612738,32,35,2024-01-23T02:12:50Z,1870000,False,-12.0,253.0,1,left,J. Tatum 25' 3PT step back (16 PTS) (J. Holiday 3 AST),"[1628369, 201950]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.37,Made,,,,,16.0,,,,,,,,,,,J. Holiday,201950.0,3.0
193,PT09M11.00S,2024-01-23T02:10:59.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,68.15045992115637,34.80392156862745,1610612742,32,35,2024-01-23T02:12:59Z,1890000,False,-76.0,247.0,1,right,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
194,PT09M08.00S,2024-01-23T02:11:02.5Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,32,35,2024-01-23T02:13:20Z,1900000,False,,,0,,D. Lively II REBOUND (Off:2 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Center,,,193.0,4.0,2.0,2.0,,,,,,,,,,,,,,
195,PT09M06.00S,2024-01-23T02:11:05.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629029,86.81011826544021,33.088235294117645,1610612742,32,35,2024-01-23T02:14:40Z,1910000,False,-85.0,71.0,1,right,MISS L. Doncic 11' pullup bank Shot,[1629029],1610612742.0,DAL,pullup bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,11.08,Missed,,,,,,,,,,,,,,,,,,
196,PT09M04.00S,2024-01-23T02:11:07.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,35,2024-01-23T02:11:18Z,1920000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,
197,PT08M58.00S,2024-01-23T02:11:13.7Z,2,REGULAR,3pt,Jump Shot,[],201950,9.543363994743759,4.6568627450980395,1610612738,32,35,2024-01-23T02:11:20Z,1930000,False,227.0,37.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
198,PT08M55.00S,2024-01-23T02:11:16.7Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,32,35,2024-01-23T02:11:20Z,1940000,False,,,0,,L. Doncic REBOUND (Off:1 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Right Corner 3,24+ Right,,,197.0,9.0,8.0,1.0,,,,,,,,,,,,,,
199,PT08M47.00S,2024-01-23T02:11:26.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612742,32,35,2024-01-23T02:11:36Z,1950000,False,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1629029]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201639.0,2.0,0.0,Doncic,1629029.0,,,
201,PT08M47.00S,2024-01-23T02:11:38.7Z,2,REGULAR,substitution,out,[],1641726,,,1610612742,32,35,2024-01-23T02:12:01Z,1970000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M47.00S,2024-01-23T02:11:38.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612742,32,35,2024-01-23T02:12:01Z,1980000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M47.00S,2024-01-23T02:11:38.7Z,2,REGULAR,substitution,out,[],1628436,,,1610612742,32,35,2024-01-23T02:12:01Z,1990000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M47.00S,2024-01-23T02:11:38.7Z,2,REGULAR,substitution,in,[],1627884,,,1610612742,32,35,2024-01-23T02:12:01Z,2000000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M47.00S,2024-01-23T02:11:38.7Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,32,35,2024-01-23T02:12:01Z,2010000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M47.00S,2024-01-23T02:11:38.7Z,2,REGULAR,substitution,in,[],201143,,,1610612742,32,35,2024-01-23T02:12:01Z,2020000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M39.00S,2024-01-23T02:12:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.16688567674113,45.93673406862745,1610612742,32,35,2024-01-23T02:15:40Z,2030000,False,-20.0,12.0,1,right,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
208,PT08M37.00S,2024-01-23T02:12:28.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,35,2024-01-23T02:12:31Z,2040000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,207.0,4.0,4.0,0.0,,,,,,,,,,,,,,
209,PT08M26.00S,2024-01-23T02:12:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.307490144546649,52.3514093137255,1610612738,32,37,2024-01-23T02:12:44Z,2050000,False,-12.0,7.0,1,left,P. Pritchard driving finger roll Layup (2 PTS),[1630202],1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,2.0,,,,,,,,,,,,,
210,PT08M26.00S,2024-01-23T02:12:44.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,32,37,2024-01-23T02:12:44Z,2060000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M26.00S,2024-01-23T02:13:56.9Z,2,REGULAR,substitution,out,[],1630573,,,1610612742,32,37,2024-01-23T02:15:25Z,2070000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M26.00S,2024-01-23T02:13:56.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612742,32,37,2024-01-23T02:15:25Z,2080000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M12.00S,2024-01-23T02:16:01.2Z,2,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612742,32,37,2024-01-23T02:16:08Z,2090000,False,,,0,,J. Green lost ball out-of-bounds TURNOVER (2 TO),[1630182],1610612742.0,DAL,lost ball,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,1193.0,,,,,,,
214,PT08M02.00S,2024-01-23T02:16:17.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,22.158344283837057,67.8921568627451,1610612738,32,39,2024-01-23T02:16:21Z,2100000,False,-89.0,156.0,1,left,J. Tatum 17' pullup Jump Shot (18 PTS) (P. Pritchard 2 AST),"[1628369, 1630202]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,17.97,Made,,,,,18.0,,,,,,,,,,,P. Pritchard,1630202.0,2.0
216,PT07M43.00S,2024-01-23T02:16:35.8Z,2,REGULAR,3pt,Jump Shot,[],1630182,70.77858081471747,23.774509803921568,1610612742,35,39,2024-01-23T02:16:40Z,2120000,False,-131.0,222.0,1,right,J. Green 25' 3PT  (11 PTS) (L. Doncic 4 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.8,Made,,,,,11.0,,,,,,,,,,,L. Doncic,1629029.0,4.0
218,PT07M29.00S,2024-01-23T02:16:49.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,23.078186596583443,12.254901960784313,1610612738,35,42,2024-01-23T02:16:54Z,2140000,False,189.0,164.0,1,left,P. Pritchard 25' 3PT  (5 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,5.0,,,,,,,,,,,J. Tatum,1628369.0,1.0
220,PT07M12.00S,2024-01-23T02:17:06.7Z,2,REGULAR,3pt,Jump Shot,[],1628467,92.85479632063075,2.696078431372549,1610612742,35,42,2024-01-23T02:17:26Z,2160000,False,-237.0,15.0,1,right,MISS M. Kleber pullup 3PT,[1628467],1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
221,PT07M09.00S,2024-01-23T02:17:09.7Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,35,42,2024-01-23T02:17:15Z,2170000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,220.0,4.0,4.0,0.0,,,,,,,,,,,,,,
222,PT07M05.00S,2024-01-23T02:17:14.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201143,8.886333771353483,5.147058823529411,1610612738,35,42,2024-01-23T02:18:09Z,2180000,False,224.0,31.0,1,left,MISS A. Horford running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.64,Missed,,,,,,,,,,,,,,,,,,
223,PT07M03.00S,2024-01-23T02:17:16.7Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,35,42,2024-01-23T02:17:16Z,2190000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,222.0,1.0,0.0,1.0,,,,,,,,,,,,,,
224,PT06M59.00S,2024-01-23T02:17:19.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201950,29.6484888304862,25.735294117647058,1610612738,35,45,2024-01-23T02:17:25Z,2200000,False,121.0,226.0,1,left,J. Holiday 25' 3PT  (9 PTS) (P. Pritchard 3 AST),"[201950, 1630202]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.67,Made,,,,,9.0,,,,,,,,,,,P. Pritchard,1630202.0,3.0
226,PT06M45.00S,2024-01-23T02:17:37.5Z,2,REGULAR,foul,personal,[],1627759,,,1610612742,35,45,2024-01-23T02:18:08Z,2220000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1630182]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201245.0,1.0,0.0,Green,1630182.0,,,
228,PT06M45.00S,2024-01-23T02:17:45.3Z,2,REGULAR,substitution,out,[],203501,,,1610612742,35,45,2024-01-23T02:18:04Z,2240000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M45.00S,2024-01-23T02:17:45.3Z,2,REGULAR,substitution,out,[],201950,,,1610612742,35,45,2024-01-23T02:18:04Z,2250000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M45.00S,2024-01-23T02:17:45.3Z,2,REGULAR,substitution,in,[],202681,,,1610612742,35,45,2024-01-23T02:18:04Z,2260000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M45.00S,2024-01-23T02:17:45.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612742,35,45,2024-01-23T02:18:04Z,2270000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M36.00S,2024-01-23T02:18:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.77463863337714,51.470588235294116,1610612742,37,45,2024-01-23T02:18:20Z,2280000,False,7.0,6.0,1,right,L. Doncic driving Layup (11 PTS) (J. Green 1 AST),"[1629029, 1630182]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,11.0,,,,,,,,,,,J. Green,1630182.0,1.0
234,PT06M25.00S,2024-01-23T02:18:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.360709592641262,44.36274509803921,1610612738,37,47,2024-01-23T02:18:30Z,2300000,False,28.0,26.0,1,left,J. Brown driving Layup (8 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,8.0,,,,,,,,,,,D. White,1628401.0,1.0
236,PT06M08.00S,2024-01-23T02:18:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,84.83902759526939,44.85294117647059,1610612742,37,47,2024-01-23T02:18:48Z,2320000,False,-26.0,90.0,1,right,MISS K. Irving 9' turnaround Shot,[202681],1610612742.0,DAL,turnaround,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,9.36,Missed,,,,,,,,,,,,,,,,,,
237,PT06M05.00S,2024-01-23T02:18:46.4Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,37,47,2024-01-23T02:18:48Z,2330000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,236.0,2.0,1.0,1.0,,,,,,,,,,,,,,
238,PT05M58.00S,2024-01-23T02:18:53.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.360709592641262,47.05882352941176,1610612738,37,47,2024-01-23T02:19:00Z,2340000,False,15.0,26.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
239,PT05M54.00S,2024-01-23T02:18:57.1Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,37,47,2024-01-23T02:18:57Z,2350000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,238.0,4.0,3.0,1.0,,,,,,,,,,,,,,
240,PT05M51.00S,2024-01-23T02:19:01.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627884,94.30026281208936,50.73529411764706,1610612742,39,47,2024-01-23T02:19:10Z,2360000,False,4.0,1.0,1,right,D. Jones Jr. running alley-oop DUNK (2 PTS) (L. Doncic 5 AST),"[1627884, 1629029]",1610612742.0,DAL,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,2.0,,,,,,,,,,,L. Doncic,1629029.0,5.0
242,PT05M29.00S,2024-01-23T02:19:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.92444152431012,47.30392156862745,1610612738,39,49,2024-01-23T02:19:27Z,2380000,False,13.0,135.0,1,left,J. Brown 13' pullup Jump Shot (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.55,Made,,,,,10.0,,,,,,,,,,,,,
243,PT05M19.00S,2024-01-23T02:19:32.3Z,2,REGULAR,3pt,Jump Shot,[],1629029,68.67608409986859,29.411764705882355,1610612742,39,49,2024-01-23T02:21:11Z,2390000,False,-103.0,242.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
244,PT05M17.00S,2024-01-23T02:19:34.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,49,2024-01-23T02:19:36Z,2400000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,243.0,,,,,,,,,,,,,,,,,
246,PT05M17.00S,2024-01-23T02:19:38.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612738,39,49,2024-01-23T02:19:46Z,2420000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M17.00S,2024-01-23T02:19:38.7Z,2,REGULAR,substitution,in,[],1641726,,,1610612738,39,49,2024-01-23T02:19:46Z,2430000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M03.00S,2024-01-23T02:20:08.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,20.05584756898817,66.42156862745098,1610612738,39,51,2024-01-23T02:20:12Z,2440000,False,-82.0,136.0,1,left,J. Brown 15' pullup Jump Shot (12 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,15.89,Made,,,,,12.0,,,,,,,,,,,,,
249,PT05M03.00S,2024-01-23T02:20:11.7Z,2,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612738,39,51,2024-01-23T02:20:18Z,2450000,False,,,0,,L. Doncic shooting personal FOUL (2 PF) (Brown 1 FT),"[1629029, 1627759]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201245.0,2.0,0.0,Brown,1627759.0,,,
251,PT05M03.00S,2024-01-23T02:20:22.2Z,2,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612738,39,51,2024-01-23T02:20:32Z,2470000,False,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,201245.0,2.0,1.0,,,,,
252,PT05M03.00S,2024-01-23T02:20:46.7Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,39,51,2024-01-23T02:20:46Z,2480000,False,,,0,,MISS J. Brown technical Free Throw 1 of 1,[1627759],1610612738.0,BOS,technical,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
253,PT05M03.00S,2024-01-23T02:20:46.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,39,51,2024-01-23T02:20:46Z,2490000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,
