actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
170,PT01M03.00S,2023-12-03T02:39:11.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612742,26,29,2023-12-03T02:39:24Z,1700000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M03.00S,2023-12-03T02:39:11.7Z,1,REGULAR,substitution,in,[],1631096,,,1610612742,26,29,2023-12-03T02:39:24Z,1710000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT01M03.00S,2023-12-03T02:39:39.4Z,1,REGULAR,freethrow,1 of 2,[],1626158,,,1610612742,26,29,2023-12-03T02:40:19Z,1720000,False,,,0,,MISS R. Holmes flagrant Free Throw 1 of 2,[1626158],1610612742.0,DAL,flagrant,,,Holmes,R. Holmes,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
174,PT01M03.00S,2023-12-03T02:39:39.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,26,29,2023-12-03T02:40:03Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,
175,PT01M03.00S,2023-12-03T02:39:39.4Z,1,REGULAR,freethrow,2 of 2,[],1626158,,,1610612742,27,29,2023-12-03T02:40:19Z,1750000,False,,,0,,R. Holmes flagrant Free Throw 2 of 2 (1 PTS),[1626158],1610612742.0,DAL,flagrant,,,Holmes,R. Holmes,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
176,PT00M50.50S,2023-12-03T02:40:25.1Z,1,REGULAR,3pt,Jump Shot,[],1641926,76.82325886990802,87.00980392156863,1610612742,27,29,2023-12-03T02:40:29Z,1760000,False,185.0,165.0,1,right,MISS D. Dennis 24' 3PT,[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,Above the Break 3,24+ Right Center,,,,,,24.82,Missed,,,,,,,,,,,,,
177,PT00M47.40S,2023-12-03T02:40:28.2Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,27,29,2023-12-03T02:40:29Z,1770000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,
178,PT00M45.20S,2023-12-03T02:40:31.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1641717,9.017739816031538,52.450980392156865,1610612760,27,31,2023-12-03T02:40:51Z,1780000,False,-12.0,32.0,1,left,C. Wallace running Layup (6 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,3.46,Made,,,,,,,,6.0,,,,,
179,PT00M45.20S,2023-12-03T02:40:35.6Z,1,REGULAR,violation,defensive goaltending,[],1641926,,,1610612760,27,31,2023-12-03T02:40:45Z,1790000,False,,,0,,D. Dennis defensive goaltending VIOLATION,[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,,,1204.0,,,,,,,,,,,,,,,,,,,
180,PT00M35.10S,2023-12-03T02:40:49.0Z,1,REGULAR,3pt,Jump Shot,[],1630702,70.77858081471747,77.20588235294117,1610612742,27,31,2023-12-03T02:40:52Z,1800000,False,136.0,222.0,1,right,MISS J. Hardy 26' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,26.05,Missed,,,,,,,,,,,,,
181,PT00M32.10S,2023-12-03T02:40:52.0Z,1,REGULAR,rebound,offensive,[],1641926,,,1610612742,27,31,2023-12-03T02:40:52Z,1810000,False,,,0,,D. Dennis REBOUND (Off:1 Def:1),[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,180.0,2.0,1.0,1.0,,,,,,,
182,PT00M27.90S,2023-12-03T02:40:56.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641926,74.85216819973719,82.84313725490196,1610612742,27,31,2023-12-03T02:41:01Z,1820000,False,164.0,184.0,1,right,MISS D. Dennis 24' 3PT,[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,Above the Break 3,24+ Right Center,,,,,,24.65,Missed,,,,,,,,,,,,,
183,PT00M23.70S,2023-12-03T02:41:00.5Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,27,31,2023-12-03T02:41:01Z,1830000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,
184,PT00M05.40S,2023-12-03T02:41:19.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641765,,,1610612760,27,31,2023-12-03T02:41:38Z,1840000,False,,,0,,O. Prosper shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1641765, 1631096]",1610612742.0,DAL,shooting,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
186,PT00M05.40S,2023-12-03T02:41:47.8Z,1,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,27,32,2023-12-03T02:41:47Z,1860000,False,,,0,,C. Holmgren Free Throw 1 of 2 (3 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
187,PT00M05.40S,2023-12-03T02:41:48.5Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,27,32,2023-12-03T02:42:06Z,1870000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M05.40S,2023-12-03T02:41:48.5Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,27,32,2023-12-03T02:42:06Z,1880000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT00M05.40S,2023-12-03T02:42:08.2Z,1,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,27,33,2023-12-03T02:42:08Z,1890000,False,,,0,,C. Holmgren Free Throw 2 of 2 (4 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,Made,,,,,,,,4.0,,,,,
190,PT00M01.60S,2023-12-03T02:42:16.3Z,1,REGULAR,violation,kicked ball,[],1628983,,,1610612742,27,33,2023-12-03T02:42:25Z,1900000,False,,,0,,S. Gilgeous-Alexander kicked ball VIOLATION,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,203591.0,,,,,,,,,,,,,,,,,,,
191,PT00M01.60S,2023-12-03T02:42:23.0Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,27,33,2023-12-03T02:42:29Z,1910000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,203591.0,,,,,,,,,,,,,,,,,,,
192,PT00M00.00S,2023-12-03T02:42:39.5Z,1,REGULAR,period,end,[],0,,,1610612742,27,33,2023-12-03T02:42:39Z,1920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612742,27,33,2023-12-03T02:45:09Z,1930000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,out,['startperiod'],1626158,,,1610612742,27,33,2023-12-03T02:45:09Z,1940000,False,,,0,,SUB out: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,out,['startperiod'],1641926,,,1610612742,27,33,2023-12-03T02:45:09Z,1950000,False,,,0,,SUB out: D. Dennis,[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612742,27,33,2023-12-03T02:45:09Z,1960000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612742,27,33,2023-12-03T02:45:09Z,1970000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,out,['startperiod'],1641717,,,1610612742,27,33,2023-12-03T02:45:09Z,1980000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,in,['startperiod'],1630639,,,1610612742,27,33,2023-12-03T02:45:09Z,1990000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612742,27,33,2023-12-03T02:45:09Z,2000000,False,,,0,,SUB in: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,27,33,2023-12-03T02:45:09Z,2010000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612742,27,33,2023-12-03T02:45:09Z,2020000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,27,33,2023-12-03T02:45:09Z,2030000,False,,,0,,SUB in: D. Bertans,[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT12M00.00S,2023-12-03T02:42:47.9Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612742,27,33,2023-12-03T02:45:09Z,2040000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT12M00.00S,2023-12-03T02:45:22.3Z,2,REGULAR,period,start,[],0,,,1610612742,27,33,2023-12-03T02:45:22Z,2050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT11M43.00S,2023-12-03T02:45:38.4Z,2,REGULAR,3pt,Jump Shot,[],1629029,88.38699080157687,2.450980392156863,1610612742,27,33,2023-12-03T02:45:43Z,2060000,False,-238.0,57.0,1,right,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,,,,24.44,Missed,,,,,,,,,,,,,
207,PT11M41.00S,2023-12-03T02:45:40.4Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,27,33,2023-12-03T02:45:43Z,2070000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,
209,PT11M28.00S,2023-12-03T02:45:53.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1631096,12.959921156373195,50.49019607843137,1610612760,27,35,2023-12-03T02:46:04Z,2090000,False,-2.0,69.0,1,left,C. Holmgren 6' driving floating Jump Shot (6 PTS),[1631096],1610612760.0,OKC,driving floating,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.93,Made,,,,,,,,6.0,,,,,
210,PT11M28.00S,2023-12-03T02:45:58.3Z,2,REGULAR,violation,defensive goaltending,[],1641726,,,1610612760,27,35,2023-12-03T02:46:04Z,2100000,False,,,0,,D. Lively II defensive goaltending VIOLATION,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,1204.0,,,,,,,,,,,,,,,,,,,
211,PT11M12.00S,2023-12-03T02:46:16.1Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,27,35,2023-12-03T02:46:19Z,2110000,False,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1631096]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,3.0,,Holmgren,1631096.0,,,
212,PT11M12.00S,2023-12-03T02:46:16.1Z,2,REGULAR,steal,,[],1631096,,,1610612760,27,35,2023-12-03T02:46:18Z,2120000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
213,PT11M06.00S,2023-12-03T02:46:22.4Z,2,REGULAR,turnover,bad pass,[],1631114,,,1610612760,27,35,2023-12-03T02:46:32Z,2130000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 203552]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,Curry,203552.0,,,
214,PT11M06.00S,2023-12-03T02:46:22.4Z,2,REGULAR,steal,,[],203552,,,1610612742,27,35,2023-12-03T02:46:32Z,2140000,False,,,0,,S. Curry STEAL (1 STL),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT11M02.00S,2023-12-03T02:46:29.8Z,2,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612742,27,35,2023-12-03T02:46:40Z,2150000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Doncic 2 FT),"[1631096, 1629029]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
217,PT11M02.00S,2023-12-03T02:46:55.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629029,,,1610612742,28,35,2023-12-03T02:47:15Z,2170000,False,,,0,,L. Doncic Free Throw 1 of 2 (11 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Made,,,,,,,,11.0,,,,,
218,PT11M02.00S,2023-12-03T02:46:55.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629029,,,1610612742,28,35,2023-12-03T02:47:15Z,2180000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
219,PT10M59.00S,2023-12-03T02:46:58.4Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,28,35,2023-12-03T02:47:15Z,2190000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,218.0,3.0,2.0,1.0,,,,,,,
221,PT10M41.00S,2023-12-03T02:47:42.0Z,2,REGULAR,foul,personal,[],1641765,,,1610612760,28,35,2023-12-03T02:47:50Z,2210000,False,,,0,,O. Prosper personal FOUL (2 PF),"[1641765, 1631096]",1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,203591.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
223,PT10M37.00S,2023-12-03T02:48:02.2Z,2,REGULAR,foul,personal,['3freethrow'],203552,,,1610612760,28,35,2023-12-03T02:48:13Z,2230000,False,,,0,,S. Curry shooting personal FOUL (2 PF) (Bertans 3 FT),"[203552, 202722]",1610612742.0,DAL,shooting,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,1204.0,2.0,0.0,Bertans,202722.0,,,,,,,,,,,,,,,
225,PT10M37.00S,2023-12-03T02:48:27.9Z,2,REGULAR,freethrow,1 of 3,[],202722,,,1610612760,28,36,2023-12-03T02:48:28Z,2250000,False,,,0,,D. Bertans Free Throw 1 of 3 (1 PTS),[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
226,PT10M37.00S,2023-12-03T02:48:39.6Z,2,REGULAR,freethrow,2 of 3,[],202722,,,1610612760,28,37,2023-12-03T02:48:39Z,2260000,False,,,0,,D. Bertans Free Throw 2 of 3 (2 PTS),[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,Made,,,,,,,,2.0,,,,,
227,PT10M37.00S,2023-12-03T02:48:50.9Z,2,REGULAR,freethrow,3 of 3,[],202722,,,1610612760,28,38,2023-12-03T02:48:50Z,2270000,False,,,0,,D. Bertans Free Throw 3 of 3 (3 PTS),[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
229,PT10M18.00S,2023-12-03T02:49:25.0Z,2,REGULAR,3pt,Jump Shot,[],1641765,91.01511169513797,97.05882352941177,1610612742,28,38,2023-12-03T02:49:30Z,2290000,False,235.0,32.0,1,right,MISS O. Prosper 3PT,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Right Corner 3,24+ Right,,,,,,23.75,Missed,,,,,,,,,,,,,
230,PT10M15.00S,2023-12-03T02:49:28.0Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,28,38,2023-12-03T02:49:30Z,2300000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,
231,PT10M02.00S,2023-12-03T02:49:41.1Z,2,REGULAR,2pt,Jump Shot,[],1631114,11.251642575558476,67.8921568627451,1610612760,28,38,2023-12-03T02:49:46Z,2310000,False,-89.0,53.0,1,left,MISS J. Williams 10' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,10.42,Missed,,,,,,,,,,,,,
232,PT09M59.00S,2023-12-03T02:49:44.1Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,28,38,2023-12-03T02:49:46Z,2320000,False,,,0,,L. Doncic REBOUND (Off:2 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,231.0,7.0,5.0,2.0,,,,,,,
233,PT09M53.00S,2023-12-03T02:49:49.8Z,2,REGULAR,3pt,Jump Shot,[],1630639,86.41590013140605,95.34313725490196,1610612742,28,38,2023-12-03T02:49:54Z,2330000,False,227.0,75.0,1,right,MISS A. Lawson 3PT,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Right Corner 3,24+ Right,,,,,,23.88,Missed,,,,,,,,,,,,,
234,PT09M50.00S,2023-12-03T02:49:52.8Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,28,38,2023-12-03T02:49:54Z,2340000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Right Corner 3,24+ Right,,,,,,,,,,233.0,4.0,3.0,1.0,,,,,,,
235,PT09M44.00S,2023-12-03T02:49:58.6Z,2,REGULAR,3pt,Jump Shot,[],202722,25.04927726675427,13.23529411764706,1610612760,28,41,2023-12-03T02:50:02Z,2350000,False,184.0,183.0,1,left,D. Bertans 25' 3PT  (6 PTS) (C. Holmgren 1 AST),"[202722, 1631096]",1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,,,,,,25.94,Made,,,,,,,,6.0,,,C. Holmgren,1631096.0,1.0
237,PT09M31.00S,2023-12-03T02:50:14.2Z,2,REGULAR,foul,personal,['2freethrow'],202722,,,1610612742,28,41,2023-12-03T02:50:22Z,2370000,False,,,0,,D. Bertans shooting personal FOUL (1 PF) (Lawson 2 FT),"[202722, 1630639]",1610612760.0,OKC,shooting,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),0-8 Center,203591.0,1.0,0.0,Lawson,1630639.0,,,,,,,,,,,,,,,
239,PT09M31.00S,2023-12-03T02:50:38.0Z,2,REGULAR,freethrow,1 of 2,[],1630639,,,1610612742,29,41,2023-12-03T02:51:36Z,2390000,False,,,0,,A. Lawson Free Throw 1 of 2 (1 PTS),[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
240,PT09M31.00S,2023-12-03T02:50:40.1Z,2,REGULAR,substitution,out,[],1641765,,,1610612742,29,41,2023-12-03T02:50:49Z,2400000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT09M31.00S,2023-12-03T02:50:40.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612742,29,41,2023-12-03T02:50:49Z,2410000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT09M31.00S,2023-12-03T02:50:38.0Z,2,REGULAR,freethrow,2 of 2,[],1630639,,,1610612742,29,41,2023-12-03T02:51:36Z,2420000,False,,,0,,MISS A. Lawson Free Throw 2 of 2,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
248,PT09M29.00S,2023-12-03T02:50:40.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,29,41,2023-12-03T03:08:01Z,2425000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,242.0,,,,,,,,,,
243,PT09M29.00S,2023-12-03T02:51:12.0Z,2,REGULAR,substitution,out,[],1630639,,,1610612760,29,41,2023-12-03T02:51:34Z,2430000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT09M29.00S,2023-12-03T02:51:12.0Z,2,REGULAR,substitution,in,[],1627884,,,1610612760,29,41,2023-12-03T02:51:34Z,2440000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT09M29.00S,2023-12-03T02:51:34.1Z,2,REGULAR,jumpball,recovered,[],1630598,,,1610612760,29,41,2023-12-03T02:56:23Z,2450000,False,,,0,,Jump Ball K. Williams vs. D. Lively II: Tip to A. Wiggins,"[1630598, 1629026, 1641726]",1610612760.0,OKC,heldball,A. Wiggins,1630598.0,Wiggins,A. Wiggins,Williams,1629026.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
249,PT09M17.00S,2023-12-03T02:51:42.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,13.222733245729303,47.05882352941176,1610612760,29,41,2023-12-03T02:52:16Z,2480000,False,15.0,72.0,1,left,MISS K. Williams 7' driving floating bank Shot,[1629026],1610612760.0,OKC,driving floating bank,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.33,Missed,,,,,,,,,,,,,
250,PT09M13.00S,2023-12-03T02:51:46.5Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,29,41,2023-12-03T02:51:51Z,2490000,False,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,249.0,3.0,2.0,1.0,,,,,,,
251,PT09M13.00S,2023-12-03T02:51:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,5.590000152587891,50.0,1610612760,29,41,2023-12-03T02:51:45Z,2500000,False,0.0,0.0,1,left,MISS K. Williams putback Layup,[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
252,PT09M11.00S,2023-12-03T02:51:47.6Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,29,41,2023-12-03T02:51:47Z,2510000,False,,,0,,K. Williams REBOUND (Off:2 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,251.0,4.0,2.0,2.0,,,,,,,
253,PT09M11.00S,2023-12-03T02:51:47.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,5.590000152587891,50.0,1610612760,29,43,2023-12-03T02:51:47Z,2520000,False,0.0,0.0,1,left,K. Williams putback Layup (2 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,,,,2.0,,,,,
254,PT09M03.00S,2023-12-03T02:51:55.9Z,2,REGULAR,3pt,Jump Shot,[],1629029,69.07030223390277,65.93137254901961,1610612742,32,43,2023-12-03T02:52:03Z,2530000,False,80.0,238.0,1,right,L. Doncic 25' 3PT step back (14 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,25.12,Made,,,,,,,,14.0,,,,,
255,PT08M52.00S,2023-12-03T02:52:07.4Z,2,REGULAR,2pt,Jump Shot,[],1631096,8.754927726675426,33.088235294117645,1610612760,32,43,2023-12-03T02:52:17Z,2540000,False,85.0,30.0,1,left,MISS C. Holmgren 8' pullup Shot,[1631096],1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Right,,,,,,8.97,Missed,,,,,,,,,,,,,
