actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
258,PT06M47.00S,2026-03-09T01:52:12.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631342,76.69185282522996,91.17647058823529,1610612758,49,39,2026-03-09T01:52:18Z,2550000,False,206.0,167.0,1,right,MISS D. Plowden 26' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.49,,,,,,,,,,,,
259,PT06M47.00S,2026-03-09T01:52:12.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,49,39,2026-03-09T01:52:18Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,258.0,,,,,,,,,,,
260,PT06M47.00S,2026-03-09T01:52:17.0Z,2,REGULAR,foul,personal,[],1630172,,,1610612758,49,39,2026-03-09T01:52:31Z,2570000,False,,,0,,P. Williams loose ball personal FOUL (1 PF),"[1630172, 1642875]",1610612741.0,CHI,loose ball,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,1628172.0,1.0,0.0,Raynaud,1642875.0,,,,,,,,,,,,,,,
262,PT06M41.00S,2026-03-09T01:52:37.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628370,65.1281208935611,35.53921568627451,1610612758,49,39,2026-03-09T01:52:44Z,2590000,False,-72.0,275.0,1,right,MISS M. Monk 28' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,,,Missed,,28.46,,,,,,,,,,,,
263,PT06M36.00S,2026-03-09T01:52:42.9Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,49,39,2026-03-09T01:52:44Z,2600000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,262.0,1.0,1.0,0.0,,,,,,,,
264,PT06M31.00S,2026-03-09T01:52:47.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642265,9.674770039421814,52.69607843137255,1610612741,49,39,2026-03-09T01:52:53Z,2610000,False,-13.0,38.0,1,left,MISS R. Dillingham running Layup,[1642265],1610612741.0,CHI,running,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.07,,,,,,,,,,,,
265,PT06M29.00S,2026-03-09T01:52:49.9Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,49,39,2026-03-09T01:52:53Z,2620000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,
266,PT06M20.00S,2026-03-09T01:52:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,85.3646517739816,50.0,1610612758,51,39,2026-03-09T01:53:01Z,2630000,False,0.0,85.0,1,right,M. Raynaud 8' floating Jump Shot (12 PTS) (R. Westbrook 4 AST),"[1642875, 201566]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,12.0,8.51,,,,,,,R. Westbrook,201566.0,4.0,,,
268,PT06M02.00S,2026-03-09T01:53:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,13.091327201051248,55.392156862745104,1610612741,51,39,2026-03-09T01:53:23Z,2650000,False,-27.0,71.0,1,left,MISS J. Giddey 7' driving Layup,[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.56,,,,,,,,,,,,
270,PT05M59.00S,2026-03-09T01:53:20.0Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,51,39,2026-03-09T01:53:23Z,2670000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:4),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,268.0,4.0,4.0,0.0,,,,,,,,
271,PT05M56.00S,2026-03-09T01:53:22.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,89.83245729303549,41.911764705882355,1610612758,51,39,2026-03-09T01:53:31Z,2680000,False,-40.0,43.0,1,right,MISS P. Achiuwa driving Layup,[1630173],1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.91,,,,,,,,,,,,
272,PT05M53.00S,2026-03-09T01:53:25.8Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612741,51,39,2026-03-09T01:53:31Z,2690000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,
273,PT05M51.00S,2026-03-09T01:53:37.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631342,,,1610612741,51,39,2026-03-09T01:53:56Z,2700000,False,,,0,,D. Plowden personal FOUL (2 PF) (Okoro 2 FT),"[1631342, 1630171]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,In The Paint (Non-RA),0-8 Center,202026.0,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
275,PT05M51.00S,2026-03-09T01:54:02.0Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,51,40,2026-03-09T01:54:02Z,2720000,False,,,0,,I. Okoro Free Throw 1 of 2 (7 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
276,PT05M51.00S,2026-03-09T01:54:05.2Z,2,REGULAR,substitution,out,[],1630581,,,1610612741,51,40,2026-03-09T01:54:12Z,2730000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M51.00S,2026-03-09T01:54:05.2Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,51,40,2026-03-09T01:54:12Z,2740000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M51.00S,2026-03-09T01:54:21.1Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,51,41,2026-03-09T01:54:21Z,2750000,False,,,0,,I. Okoro Free Throw 2 of 2 (8 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
279,PT05M51.00S,2026-03-09T01:54:29.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,51,41,2026-03-09T01:54:29Z,2760000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M38.00S,2026-03-09T01:57:33.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,89.83245729303549,52.20588235294118,1610612758,53,41,2026-03-09T01:57:39Z,2770000,False,11.0,43.0,1,right,P. Achiuwa cutting DUNK (6 PTS) (R. Westbrook 5 AST),"[1630173, 201566]",1610612758.0,SAC,cutting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,4.45,,,,,,,R. Westbrook,201566.0,5.0,,,
283,PT05M26.00S,2026-03-09T01:57:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.783837056504599,59.068627450980394,1610612741,53,41,2026-03-09T01:57:49Z,2790000,False,-45.0,11.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.67,,,,,,,,,,,,
284,PT05M23.00S,2026-03-09T01:57:48.5Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,53,41,2026-03-09T01:57:49Z,2800000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,283.0,5.0,5.0,0.0,,,,,,,,
285,PT05M23.00S,2026-03-09T01:57:51.0Z,2,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612758,53,41,2026-03-09T01:58:07Z,2810000,False,,,0,,P. Williams shooting personal FOUL (2 PF) (Plowden 2 FT),"[1630172, 1631342]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,202026.0,2.0,0.0,Plowden,1631342.0,,,,,,,,,,,,,,,
287,PT05M23.00S,2026-03-09T01:58:20.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631342,,,1610612758,53,41,2026-03-09T01:58:20Z,2830000,False,,,0,,MISS D. Plowden Free Throw 1 of 2,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
288,PT05M23.00S,2026-03-09T01:58:20.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,53,41,2026-03-09T01:58:20Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,287.0,,,,,,,,,,,
289,PT05M23.00S,2026-03-09T01:58:35.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631342,,,1610612758,54,41,2026-03-09T01:58:35Z,2850000,False,,,0,,D. Plowden Free Throw 2 of 2 (6 PTS),[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
290,PT05M00.00S,2026-03-09T01:58:59.5Z,2,REGULAR,3pt,Jump Shot,[],1630172,5.995400788436268,5.147058823529411,1610612741,54,41,2026-03-09T01:59:05Z,2860000,False,224.0,4.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.43,,,,,,,,,,,,
291,PT04M57.00S,2026-03-09T01:59:02.5Z,2,REGULAR,rebound,offensive,[],1642265,,,1610612741,54,41,2026-03-09T01:59:05Z,2870000,False,,,0,,R. Dillingham REBOUND (Off:1 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Right Corner 3,24+ Right,,,,,,,,,290.0,2.0,1.0,1.0,,,,,,,,
292,PT04M50.00S,2026-03-09T01:59:10.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,25.04927726675427,12.990196078431374,1610612741,54,44,2026-03-09T01:59:14Z,2880000,False,185.0,183.0,1,left,P. Williams 26' 3PT  (3 PTS) (I. Okoro 1 AST),"[1630172, 1630171]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.02,,,,,,,I. Okoro,1630171.0,1.0,,,
294,PT04M36.00S,2026-03-09T01:59:33.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612758,54,44,2026-03-09T01:59:45Z,2900000,False,,,0,,I. Okoro personal FOUL (2 PF) (Raynaud 2 FT),"[1630171, 1642875]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,201246.0,2.0,0.0,Raynaud,1642875.0,,,,,,,,,,,,,,,
296,PT04M36.00S,2026-03-09T02:00:00.0Z,2,REGULAR,freethrow,1 of 2,[],1642875,,,1610612758,55,44,2026-03-09T02:00:00Z,2920000,False,,,0,,M. Raynaud Free Throw 1 of 2 (13 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
297,PT04M36.00S,2026-03-09T02:00:02.3Z,2,REGULAR,substitution,out,[],1628370,,,1610612758,55,44,2026-03-09T02:00:06Z,2930000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M36.00S,2026-03-09T02:00:02.3Z,2,REGULAR,substitution,in,[],1642363,,,1610612758,55,44,2026-03-09T02:00:06Z,2940000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M36.00S,2026-03-09T02:00:25.6Z,2,REGULAR,freethrow,2 of 2,[],1642875,,,1610612758,56,44,2026-03-09T02:00:25Z,2950000,False,,,0,,M. Raynaud Free Throw 2 of 2 (14 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
300,PT04M23.00S,2026-03-09T02:00:43.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612741,56,44,2026-03-09T02:00:56Z,2960000,False,,,0,,R. Westbrook personal FOUL (2 PF) (Okoro 2 FT),"[201566, 1630171]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,1628172.0,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
302,PT04M23.00S,2026-03-09T02:01:08.5Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,56,44,2026-03-09T02:01:08Z,2980000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
303,PT04M23.00S,2026-03-09T02:01:08.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,56,44,2026-03-09T02:01:08Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,
304,PT04M23.00S,2026-03-09T02:01:24.3Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,56,45,2026-03-09T02:01:24Z,3000000,False,,,0,,I. Okoro Free Throw 2 of 2 (9 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
305,PT04M08.00S,2026-03-09T02:01:40.9Z,2,REGULAR,2pt,Jump Shot,[],201566,81.42247043363994,33.33333333333333,1610612758,58,45,2026-03-09T02:01:48Z,3010000,False,-83.0,122.0,1,right,R. Westbrook 14' pullup bank Jump Shot (7 PTS),[201566],1610612758.0,SAC,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,Made,7.0,14.78,,,,,,,,,,,,
306,PT03M53.00S,2026-03-09T02:01:58.8Z,2,REGULAR,foul,offensive,['inpenalty'],1630172,,,1610612741,58,45,2026-03-09T02:02:10Z,3020000,False,,,0,,P. Williams charge offensive FOUL (3 PF),"[1630172, 1630173]",1610612741.0,CHI,charge,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,202026.0,3.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,
308,PT03M53.00S,2026-03-09T02:01:58.8Z,2,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,58,45,2026-03-09T02:01:58Z,3040000,False,,,0,,P. Williams offensive foul TURNOVER (2 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,202026.0,,,,,,,,,,,,,,,,,2.0,,
309,PT03M53.00S,2026-03-09T02:02:30.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,58,45,2026-03-09T02:02:30Z,3050000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M53.00S,2026-03-09T02:02:50.7Z,2,REGULAR,substitution,out,[],1642265,,,1610612758,58,45,2026-03-09T02:04:28Z,3070000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M53.00S,2026-03-09T02:02:50.7Z,2,REGULAR,substitution,in,[],1641824,,,1610612758,58,45,2026-03-09T02:04:28Z,3090000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M53.00S,2026-03-09T02:02:50.7Z,2,REGULAR,substitution,in,[],1629012,,,1610612758,58,45,2026-03-09T02:04:28Z,3100000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT03M53.00S,2026-03-09T02:02:50.7Z,2,REGULAR,substitution,out,[],1630172,,,1610612758,58,45,2026-03-09T02:08:23Z,3105000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M36.00S,2026-03-09T02:05:06.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642875,90.3580814717477,50.73529411764706,1610612758,60,45,2026-03-09T02:05:10Z,3110000,False,4.0,38.0,1,right,M. Raynaud cutting DUNK (16 PTS) (R. Westbrook 6 AST),"[1642875, 201566]",1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,3.83,,,,,,,R. Westbrook,201566.0,6.0,,,
317,PT03M20.00S,2026-03-09T02:05:21.6Z,2,REGULAR,3pt,Jump Shot,[],1630188,33.327858081471746,34.80392156862745,1610612741,60,45,2026-03-09T02:05:39Z,3130000,False,76.0,261.0,1,left,MISS J. Smith 27' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.16,,,,,,,,,,,,
318,PT03M14.00S,2026-03-09T02:05:30.5Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,60,45,2026-03-09T02:05:30Z,3140000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,,,317.0,2.0,2.0,0.0,,,,,,,,
319,PT03M14.00S,2026-03-09T02:05:32.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,84.97043363994744,46.32352941176471,1610612758,60,45,2026-03-09T02:05:45Z,3150000,False,-18.0,89.0,1,right,MISS M. Raynaud 9' driving Layup - blocked,"[1642875, 1630188]",1610612758.0,SAC,driving,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,9.07,,,,,Smith,1630188.0,,,,,,
320,PT03M14.00S,2026-03-09T02:05:32.7Z,2,REGULAR,block,,[],1630188,,,1610612758,60,45,2026-03-09T02:05:39Z,3160000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
321,PT03M14.00S,2026-03-09T02:05:32.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,60,45,2026-03-09T02:05:45Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,319.0,,,,,,,,,,,
322,PT03M14.00S,2026-03-09T02:05:44.1Z,2,REGULAR,substitution,out,[],1630171,,,1610612758,60,45,2026-03-09T02:05:50Z,3180000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT03M14.00S,2026-03-09T02:05:44.1Z,2,REGULAR,substitution,in,[],1630208,,,1610612758,60,45,2026-03-09T02:05:50Z,3190000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M07.00S,2026-03-09T02:05:51.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630173,82.21090670170827,48.77450980392157,1610612758,60,45,2026-03-09T02:05:56Z,3200000,False,-6.0,115.0,1,right,MISS P. Achiuwa 11' Hook,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.49,,,,,,,,,,,,
325,PT03M02.00S,2026-03-09T02:05:56.5Z,2,REGULAR,rebound,offensive,[],1642875,,,1610612758,60,45,2026-03-09T02:26:41Z,3210000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,324.0,6.0,5.0,1.0,,,,,,,,
326,PT03M02.00S,2026-03-09T02:05:56.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642875,65.65374507227332,51.225490196078425,1610612758,60,45,2026-03-09T02:06:01Z,3220000,False,6.0,270.0,1,right,MISS M. Raynaud 27' 3PT,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.05,,,,,,,,,,,,
327,PT02M58.00S,2026-03-09T02:06:00.5Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,60,45,2026-03-09T02:06:01Z,3230000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,
328,PT02M53.00S,2026-03-09T02:06:05.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630208,11.251642575558476,40.931372549019606,1610612741,60,47,2026-03-09T02:06:16Z,3240000,False,45.0,53.0,1,left,N. Richards 6' alley-oop DUNK (2 PTS) (C. Sexton 1 AST),"[1630208, 1629012]",1610612741.0,CHI,alley-oop,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.99,,,,,,,C. Sexton,1629012.0,1.0,,,
330,PT02M31.00S,2026-03-09T02:06:29.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,83.26215505913272,43.13725490196079,1610612758,60,47,2026-03-09T02:07:58Z,3260000,False,-34.0,105.0,1,right,MISS M. Raynaud 11' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.03,,,,,,,,,,,,
331,PT02M31.00S,2026-03-09T02:06:29.0Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,60,47,2026-03-09T02:06:33Z,3270000,False,,,0,,N. Richards REBOUND (Off:1 Def:3),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,330.0,4.0,3.0,1.0,,,,,,,,
332,PT02M31.00S,2026-03-09T02:06:33.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630200,9.280551905387648,46.07843137254902,1610612741,60,49,2026-03-09T02:09:56Z,3280000,False,20.0,35.0,1,left,T. Jones driving Layup (6 PTS) (M. Buzelis 3 AST),"[1630200, 1641824]",1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,3.99,,,,,,,M. Buzelis,1641824.0,3.0,,,
355,PT02M31.00S,2026-03-09T02:06:38.8Z,2,REGULAR,violation,defensive goaltending,[],1630173,,,1610612741,60,49,2026-03-09T02:09:56Z,3295000,False,,,0,,P. Achiuwa defensive goaltending VIOLATION,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M31.00S,2026-03-09T02:06:44.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,60,49,2026-03-09T02:06:44Z,3300000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M31.00S,2026-03-09T02:07:52.9Z,2,REGULAR,substitution,out,[],1641824,,,1610612758,60,49,2026-03-09T02:08:06Z,3310000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M31.00S,2026-03-09T02:07:52.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612758,60,49,2026-03-09T02:08:06Z,3330000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT02M31.00S,2026-03-09T02:07:52.9Z,2,REGULAR,substitution,in,[],1630581,,,1610612758,60,49,2026-03-09T02:08:06Z,3340000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT02M31.00S,2026-03-09T02:07:52.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612758,60,49,2026-03-09T02:15:15Z,3345000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT02M18.00S,2026-03-09T02:08:21.2Z,2,REGULAR,2pt,Jump Shot,[],201566,76.42904073587385,56.61764705882353,1610612758,60,49,2026-03-09T02:08:26Z,3350000,False,33.0,169.0,1,right,MISS R. Westbrook 17' step back Shot,[201566],1610612758.0,SAC,step back,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,,,Missed,,17.23,,,,,,,,,,,,
341,PT02M15.00S,2026-03-09T02:08:24.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,60,49,2026-03-09T02:08:26Z,3360000,False,,,0,,N. Richards REBOUND (Off:1 Def:4),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,,,,,,,,,339.0,5.0,4.0,1.0,,,,,,,,
342,PT02M03.00S,2026-03-09T02:08:35.3Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612741,60,49,2026-03-09T02:08:38Z,3370000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 201566]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Westbrook,201566.0
343,PT02M03.00S,2026-03-09T02:08:35.3Z,2,REGULAR,steal,,[],201566,,,1610612758,60,49,2026-03-09T02:08:36Z,3380000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
