actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
174,PT10M51.00S,2026-01-19T02:43:42.4Z,2,REGULAR,2pt,Jump Shot,[],1641712,90.88370565045992,66.17647058823529,1610612757,32,34,2026-01-19T02:52:16Z,1740000,False,81.0,33.0,1,right,MISS R. Rupert 8' fadeaway Shot,[1641712],1610612757.0,POR,fadeaway,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Right,8.74,Missed,,,,,,,,,,,,,,,,,,
175,PT10M48.00S,2026-01-19T02:43:45.4Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,32,34,2026-01-19T02:43:56Z,1750000,False,,,0,,D. Clingan REBOUND (Off:1 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Right,,,,,,,,,174.0,5.0,4.0,1.0,,,,,,,,
176,PT10M45.00S,2026-01-19T02:43:50.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642270,83.78777923784494,50.245098039215684,1610612757,32,34,2026-01-19T02:52:51Z,1760000,False,1.0,100.0,1,right,MISS D. Clingan 9' driving floating Shot,[1642270],1610612757.0,POR,driving floating,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,9.99,Missed,,,,,,,,,,,,,,,,,,
177,PT10M44.00S,2026-01-19T02:43:51.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,32,34,2026-01-19T02:52:51Z,1770000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,176.0,,,,,,,,,,,
178,PT10M43.00S,2026-01-19T02:44:01.6Z,2,REGULAR,foul,personal,[],1642270,,,1610612758,32,34,2026-01-19T02:44:21Z,1780000,False,,,0,,D. Clingan loose ball personal FOUL (1 PF),"[1642270, 1627734]",1610612757.0,POR,loose ball,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,204059.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
180,PT10M23.00S,2026-01-19T02:44:37.2Z,2,REGULAR,2pt,Jump Shot,[],1642363,22.946780551905388,57.107843137254896,1610612758,32,34,2026-01-19T02:53:35Z,1800000,False,-36.0,163.0,1,left,MISS N. Clifford 16' pullup Shot,[1642363],1610612758.0,SAC,pullup,,,Clifford,N. Clifford,,,,,Mid-Range,16-24 Center,16.7,Missed,,,,,,,,,,,,,,,,,,
181,PT10M21.00S,2026-01-19T02:44:39.2Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,32,34,2026-01-19T02:53:35Z,1810000,False,,,0,,D. Clingan REBOUND (Off:1 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Center,,,,,,,,,180.0,6.0,5.0,1.0,,,,,,,,
182,PT10M13.00S,2026-01-19T02:44:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612757,32,34,2026-01-19T02:45:02Z,1820000,False,,,0,,D. Cardwell shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1642928, 1631101]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,
184,PT10M13.00S,2026-01-19T02:45:20.5Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,32,35,2026-01-19T02:45:20Z,1840000,False,,,0,,S. Sharpe Free Throw 1 of 2 (6 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
185,PT10M13.00S,2026-01-19T02:45:35.3Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,32,36,2026-01-19T02:45:35Z,1850000,False,,,0,,S. Sharpe Free Throw 2 of 2 (7 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
186,PT09M56.00S,2026-01-19T02:45:56.8Z,2,REGULAR,2pt,Jump Shot,[],1628370,7.966491458607096,77.45098039215686,1610612758,34,36,2026-01-19T02:46:07Z,1860000,False,-137.0,22.0,1,left,M. Monk 13' fadeaway Jump Shot (7 PTS) (D. Cardwell 2 AST),"[1628370, 1642928]",1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,13.91,Made,7.0,,,,,,,,,,D. Cardwell,1642928.0,2.0,,,,,
188,PT09M38.00S,2026-01-19T02:46:13.5Z,2,REGULAR,3pt,Jump Shot,[],1631451,64.86530880420499,48.28431372549019,1610612757,34,36,2026-01-19T02:46:24Z,1880000,False,-9.0,278.0,1,right,MISS J. Cooke 27' 3PT,[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,Above the Break 3,24+ Center,27.79,Missed,,,,,,,,,,,,,,,,,,
189,PT09M36.00S,2026-01-19T02:46:15.5Z,2,REGULAR,rebound,defensive,[],1642363,,,1610612758,34,36,2026-01-19T02:55:32Z,1890000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Center,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,
190,PT09M35.00S,2026-01-19T02:46:19.5Z,2,REGULAR,turnover,bad pass,[],1642363,,,1610612758,34,36,2026-01-19T02:56:02Z,1900000,False,,,0,,N. Clifford bad pass TURNOVER (1 TO),"[1642363, 1631321]",1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Cissoko,1631321.0
191,PT09M35.00S,2026-01-19T02:46:19.5Z,2,REGULAR,steal,,[],1631321,,,1610612757,34,36,2026-01-19T02:46:24Z,1910000,False,,,0,,S. Cissoko STEAL (1 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
192,PT09M33.00S,2026-01-19T02:46:26.6Z,2,REGULAR,foul,personal,['2freethrow'],1642363,,,1610612757,34,36,2026-01-19T02:46:37Z,1920000,False,,,0,,N. Clifford shooting personal FOUL (1 PF) (Cissoko 2 FT),"[1642363, 1631321]",1610612758.0,SAC,shooting,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,,,,204059.0,1.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,
194,PT09M33.00S,2026-01-19T02:46:49.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631321,,,1610612757,34,36,2026-01-19T02:46:49Z,1940000,False,,,0,,MISS S. Cissoko Free Throw 1 of 2,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT09M33.00S,2026-01-19T02:46:49.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,34,36,2026-01-19T02:46:49Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,
196,PT09M33.00S,2026-01-19T02:47:09.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631321,,,1610612757,34,37,2026-01-19T02:47:09Z,1960000,False,,,0,,S. Cissoko Free Throw 2 of 2 (1 PTS),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
197,PT09M17.00S,2026-01-19T02:47:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642928,14.011169513797633,63.48039215686274,1610612758,34,37,2026-01-19T02:57:52Z,1970000,False,-67.0,79.0,1,left,MISS D. Cardwell 10' driving Layup - blocked,"[1642928, 1631321]",1610612758.0,SAC,driving,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Left,10.4,Missed,,,,,,,,,,,,,,,Cissoko,1631321.0,,
198,PT09M17.00S,2026-01-19T02:47:25.5Z,2,REGULAR,block,,[],1631321,,,1610612758,34,37,2026-01-19T02:50:06Z,1980000,False,,,0,,S. Cissoko BLOCK (1 BLK),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
199,PT09M17.00S,2026-01-19T02:47:25.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,34,37,2026-01-19T02:47:38Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,197.0,,,,,,,,,,,
201,PT09M17.00S,2026-01-19T02:47:34.3Z,2,REGULAR,substitution,out,[],1642928,,,1610612758,34,37,2026-01-19T02:47:39Z,2010000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M17.00S,2026-01-19T02:47:34.3Z,2,REGULAR,substitution,in,[],1630173,,,1610612758,34,37,2026-01-19T02:47:39Z,2020000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M12.00S,2026-01-19T02:47:51.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,33.196452036793694,54.90196078431373,1610612758,34,37,2026-01-19T02:47:59Z,2030000,False,-25.0,260.0,1,left,MISS M. Monk 26' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
204,PT09M09.00S,2026-01-19T02:47:54.3Z,2,REGULAR,rebound,defensive,[],1641712,,,1610612757,34,37,2026-01-19T02:47:59Z,2040000,False,,,0,,R. Rupert REBOUND (Off:1 Def:1),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,,,,,203.0,2.0,1.0,1.0,,,,,,,,
205,PT09M04.00S,2026-01-19T02:48:00.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641712,89.96386333771353,53.92156862745098,1610612757,34,37,2026-01-19T02:59:31Z,2050000,False,20.0,42.0,1,right,MISS R. Rupert running Layup - blocked,"[1641712, 1630173]",1610612757.0,POR,running,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,Achiuwa,1630173.0,,
206,PT09M04.00S,2026-01-19T02:48:00.6Z,2,REGULAR,block,,[],1630173,,,1610612757,34,37,2026-01-19T02:48:03Z,2060000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M03.00S,2026-01-19T02:48:01.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,34,37,2026-01-19T03:00:23Z,2070000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,205.0,3.0,3.0,0.0,,,,,,,,
208,PT08M49.00S,2026-01-19T02:48:14.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,17.559132720105126,44.11764705882353,1610612758,36,37,2026-01-19T03:01:43Z,2080000,False,29.0,113.0,1,left,D. Sabonis 11' driving Hook (4 PTS) (D. Schröder 2 AST),"[1627734, 203471]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,11.64,Made,4.0,,,,,,,,,,D. Schröder,203471.0,2.0,,,,,
210,PT08M37.00S,2026-01-19T02:48:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631321,88.91261498028909,46.568627450980394,1610612757,36,39,2026-01-19T02:48:36Z,2100000,False,-17.0,52.0,1,right,S. Cissoko driving Layup (3 PTS),[1631321],1610612757.0,POR,driving,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,3.0,,,,,,,,,,,,,,,,,
211,PT08M24.00S,2026-01-19T02:48:39.2Z,2,REGULAR,3pt,Jump Shot,[],1628370,13.091327201051248,3.9215686274509802,1610612758,39,39,2026-01-19T02:48:44Z,2110000,False,230.0,71.0,1,left,M. Monk 24' 3PT  (10 PTS) (P. Achiuwa 1 AST),"[1628370, 1630173]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,24.1,Made,10.0,,,,,,,,,,P. Achiuwa,1630173.0,1.0,,,,,
213,PT08M03.00S,2026-01-19T02:49:00.3Z,2,REGULAR,3pt,Jump Shot,[],1631451,75.1149802890933,4.6568627450980395,1610612757,39,39,2026-01-19T03:02:24Z,2130000,False,-227.0,181.0,1,right,MISS J. Cooke 29' pullup 3PT,[1631451],1610612757.0,POR,pullup,,,Cooke,J. Cooke,,,,,Above the Break 3,24+ Left Center,29.03,Missed,,,,,,,,,,,,,,,,,,
214,PT08M02.00S,2026-01-19T02:49:01.3Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,39,39,2026-01-19T03:05:06Z,2140000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,,213.0,2.0,2.0,0.0,,,,,,,,
216,PT07M54.00S,2026-01-19T02:49:19.9Z,2,REGULAR,foul,personal,[],1641712,,,1610612758,39,39,2026-01-19T02:55:25Z,2160000,False,,,0,,R. Rupert personal FOUL (2 PF),"[1641712, 1627734]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,204059.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
218,PT07M54.00S,2026-01-19T02:49:27.8Z,2,REGULAR,substitution,out,[],1642363,,,1610612758,39,39,2026-01-19T02:49:39Z,2180000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M54.00S,2026-01-19T02:49:27.8Z,2,REGULAR,substitution,out,[],1631451,,,1610612758,39,39,2026-01-19T02:49:39Z,2190000,False,,,0,,SUB out: J. Cooke,[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M54.00S,2026-01-19T02:49:27.8Z,2,REGULAR,substitution,out,[],1641712,,,1610612758,39,39,2026-01-19T02:49:39Z,2200000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M54.00S,2026-01-19T02:49:27.8Z,2,REGULAR,substitution,in,[],201942,,,1610612758,39,39,2026-01-19T02:49:39Z,2210000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M54.00S,2026-01-19T02:49:27.8Z,2,REGULAR,substitution,in,[],1641739,,,1610612758,39,39,2026-01-19T02:49:39Z,2220000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M54.00S,2026-01-19T02:49:27.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612758,39,39,2026-01-19T02:49:39Z,2230000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M44.00S,2026-01-19T02:49:47.9Z,2,REGULAR,3pt,Jump Shot,[],1630173,7.046649145860711,3.1862745098039214,1610612758,39,39,2026-01-19T02:50:01Z,2240000,False,234.0,14.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
225,PT07M41.00S,2026-01-19T02:49:50.9Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,39,39,2026-01-19T03:04:56Z,2250000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,224.0,2.0,1.0,1.0,,,,,,,,
226,PT07M35.00S,2026-01-19T02:49:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,89.04402102496715,49.50980392156863,1610612757,39,39,2026-01-19T03:05:27Z,2260000,False,-2.0,50.0,1,right,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
227,PT07M34.00S,2026-01-19T02:49:58.0Z,2,REGULAR,rebound,offensive,[],1641739,,,1610612757,39,39,2026-01-19T03:05:50Z,2270000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,226.0,1.0,0.0,1.0,,,,,,,,
228,PT07M27.00S,2026-01-19T02:50:04.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631321,87.20433639947439,4.166666666666666,1610612757,39,42,2026-01-19T02:50:12Z,2280000,False,-229.0,68.0,1,right,S. Cissoko 3PT  (6 PTS) (D. Avdija 1 AST),"[1631321, 1630166]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,23.9,Made,6.0,,,,,,,,,,D. Avdija,1630166.0,1.0,,,,,
230,PT07M10.00S,2026-01-19T02:50:24.9Z,2,REGULAR,3pt,Jump Shot,[],203471,22.683968462549277,91.42156862745098,1610612758,39,42,2026-01-19T03:06:47Z,2300000,False,-207.0,161.0,1,left,MISS D. Schröder 26' 3PT - blocked,"[203471, 1641739]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,Camara,1641739.0,,
231,PT07M10.00S,2026-01-19T02:50:24.9Z,2,REGULAR,block,,[],1641739,,,1610612758,39,42,2026-01-19T02:50:29Z,2310000,False,,,0,,T. Camara BLOCK (1 BLK),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
232,PT07M09.00S,2026-01-19T02:50:25.9Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,39,42,2026-01-19T03:06:47Z,2320000,False,,,0,,D. Clingan REBOUND (Off:1 Def:6),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,230.0,7.0,6.0,1.0,,,,,,,,
233,PT06M57.00S,2026-01-19T02:50:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.27792378449409,46.07843137254902,1610612757,39,44,2026-01-19T02:50:42Z,2330000,False,-20.0,29.0,1,right,D. Avdija driving Layup (17 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.54,Made,17.0,,,,,,,,,,,,,,,,,
234,PT06M57.00S,2026-01-19T02:50:44.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,39,44,2026-01-19T02:50:44Z,2340000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,out,[],1627734,,,1610612758,39,44,2026-01-19T02:53:46Z,2350000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,out,[],203471,,,1610612758,39,44,2026-01-19T02:53:46Z,2360000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,out,[],1642270,,,1610612758,39,44,2026-01-19T02:53:46Z,2370000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,in,[],201566,,,1610612758,39,44,2026-01-19T02:53:46Z,2380000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,in,[],1642875,,,1610612758,39,44,2026-01-19T02:53:46Z,2390000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,in,[],1642905,,,1610612758,39,44,2026-01-19T02:53:46Z,2400000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,out,[],1631321,,,1610612758,39,44,2026-01-19T03:10:27Z,2405000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT06M57.00S,2026-01-19T02:51:38.0Z,2,REGULAR,substitution,in,[],1641871,,,1610612758,39,44,2026-01-19T03:10:27Z,2407500,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M37.00S,2026-01-19T02:53:57.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,5.338370565045992,99.01960784313727,1610612758,42,44,2026-01-19T02:54:09Z,2410000,False,-245.0,-2.0,1,left,M. Monk 24' 3PT  (13 PTS) (D. DeRozan 2 AST),"[1628370, 201942]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,24.51,Made,13.0,,,,,,,,,,D. DeRozan,201942.0,2.0,,,,,
243,PT06M24.00S,2026-01-19T02:54:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.14651773981603,53.92156862745098,1610612757,42,44,2026-01-19T03:08:05Z,2430000,False,20.0,31.0,1,right,MISS D. Avdija driving finger roll Layup,[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.64,Missed,,,,,,,,,,,,,,,,,,
244,PT06M23.00S,2026-01-19T02:54:12.4Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,42,44,2026-01-19T03:08:15Z,2440000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,243.0,3.0,3.0,0.0,,,,,,,,
245,PT06M15.00S,2026-01-19T02:54:19.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,33.196452036793694,30.14705882352941,1610612758,42,44,2026-01-19T03:08:39Z,2450000,False,99.0,260.0,1,left,MISS M. Monk 27' running pullup 3PT,[1628370],1610612758.0,SAC,running pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.79,Missed,,,,,,,,,,,,,,,,,,
246,PT06M14.00S,2026-01-19T02:54:20.8Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,42,44,2026-01-19T03:08:59Z,2460000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,
247,PT06M07.00S,2026-01-19T02:54:28.8Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612757,42,44,2026-01-19T02:54:34Z,2470000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 201942]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,DeRozan,201942.0
248,PT06M07.00S,2026-01-19T02:54:28.8Z,2,REGULAR,steal,,[],201942,,,1610612758,42,44,2026-01-19T02:54:31Z,2480000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
249,PT05M56.00S,2026-01-19T02:54:42.9Z,2,REGULAR,foul,technical,['1freethrow'],1642905,,,1610612758,42,44,2026-01-19T02:55:00Z,2490000,False,,,0,,Yang defensive-3-second technical FOUL (1 Tech),[1642905],1610612757.0,POR,defensive-3-second,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,1627526.0,1.0,1.0,,,,,,,,,,,,,,
250,PT05M56.00S,2026-01-19T02:55:07.9Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,43,44,2026-01-19T02:55:07Z,2500000,False,,,0,,D. DeRozan technical Free Throw 1 of 1 (3 PTS),[201942],1610612758.0,SAC,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
251,PT05M41.00S,2026-01-19T02:55:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628370,10.988830486202366,55.63725490196079,1610612758,43,44,2026-01-19T03:10:21Z,2510000,False,-28.0,51.0,1,left,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,,
253,PT05M40.00S,2026-01-19T02:55:36.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,43,44,2026-01-19T03:11:22Z,2530000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,251.0,4.0,3.0,1.0,,,,,,,,
254,PT05M35.00S,2026-01-19T02:55:43.7Z,2,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,43,44,2026-01-19T02:56:02Z,2540000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (2 TO),[1630166],1610612757.0,POR,bad pass,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,1627526.0,,,,,,,,,,,,2.0,,,,
