actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
438,PT04M27.00S,2026-01-19T03:40:33.1Z,3,REGULAR,steal,,[],1631101,,,1610612757,76,84,2026-01-19T03:40:35Z,4260000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
439,PT04M23.00S,2026-01-19T03:40:37.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631321,20.05584756898817,7.107843137254902,1610612757,76,84,2026-01-19T03:40:53Z,4270000,False,214.0,136.0,1,left,MISS S. Cissoko 25' 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
440,PT04M22.00S,2026-01-19T03:40:38.1Z,3,REGULAR,rebound,defensive,[],201566,,,1610612758,76,84,2026-01-19T03:49:08Z,4280000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,439.0,2.0,2.0,0.0,,,,,,,,
441,PT04M15.00S,2026-01-19T03:40:45.0Z,3,REGULAR,3pt,Jump Shot,[],201566,65.91655716162943,32.1078431372549,1610612758,76,84,2026-01-19T03:40:56Z,4290000,False,-89.0,268.0,1,right,MISS R. Westbrook 28' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,28.25,Missed,,,,,,,,,,,,,,,,,,
442,PT04M14.00S,2026-01-19T03:40:46.0Z,3,REGULAR,rebound,defensive,[],1631321,,,1610612757,76,84,2026-01-19T03:49:35Z,4300000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:2),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,441.0,2.0,2.0,0.0,,,,,,,,
443,PT03M57.00S,2026-01-19T03:41:02.7Z,3,REGULAR,3pt,Jump Shot,[],1631101,28.07161629434954,85.29411764705883,1610612757,76,87,2026-01-19T03:41:11Z,4310000,False,-176.0,211.0,1,left,S. Sharpe 27' 3PT step back (21 PTS),[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.54,Made,21.0,,,,,,,,,,,,,,,,,
445,PT03M44.00S,2026-01-19T03:41:19.7Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,76,87,2026-01-19T03:41:30Z,4320000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (4 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,204059.0,,,,,,,,,,,,4.0,,,,
446,PT03M44.00S,2026-01-19T03:41:29.2Z,3,REGULAR,substitution,out,[],203897,,,1610612757,76,87,2026-01-19T03:41:40Z,4330000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M44.00S,2026-01-19T03:41:29.2Z,3,REGULAR,substitution,out,[],201566,,,1610612757,76,87,2026-01-19T03:41:40Z,4340000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M44.00S,2026-01-19T03:41:29.2Z,3,REGULAR,substitution,in,[],1628370,,,1610612757,76,87,2026-01-19T03:41:40Z,4350000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M44.00S,2026-01-19T03:41:29.2Z,3,REGULAR,substitution,in,[],203471,,,1610612757,76,87,2026-01-19T03:41:40Z,4360000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M33.00S,2026-01-19T03:41:51.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631126,17.69053876478318,74.50980392156863,1610612757,76,89,2026-01-19T03:42:09Z,4370000,False,-123.0,114.0,1,left,C. Love 16' step back Jump Shot (6 PTS),[1631126],1610612757.0,POR,step back,,,Love,C. Love,,,,,Mid-Range,16-24 Left Center,16.72,Made,6.0,,,,,,,,,,,,,,,,,
451,PT03M23.00S,2026-01-19T03:42:02.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642928,89.43823915900131,35.294117647058826,1610612758,78,89,2026-01-19T03:50:56Z,4380000,False,-74.0,47.0,1,right,D. Cardwell 8' driving Hook (8 PTS) (M. Monk 1 AST),"[1642928, 1628370]",1610612758.0,SAC,driving,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Left,8.71,Made,8.0,,,,,,,,,,M. Monk,1628370.0,1.0,,,,,
453,PT03M08.00S,2026-01-19T03:42:17.3Z,3,REGULAR,2pt,Jump Shot,[],1631321,21.895532194480946,69.6078431372549,1610612757,78,89,2026-01-19T03:42:25Z,4400000,False,-98.0,153.0,1,left,MISS S. Cissoko 18' step back Shot,[1631321],1610612757.0,POR,step back,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Left Center,18.19,Missed,,,,,,,,,,,,,,,,,,
454,PT03M06.00S,2026-01-19T03:42:20.3Z,3,REGULAR,rebound,offensive,[],1642270,,,1610612757,78,89,2026-01-19T03:42:20Z,4410000,False,,,0,,D. Clingan REBOUND (Off:2 Def:8),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,453.0,10.0,8.0,2.0,,,,,,,,
455,PT03M01.00S,2026-01-19T03:42:26.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642928,,,1610612757,78,89,2026-01-19T03:42:38Z,4420000,False,,,0,,D. Cardwell shooting personal FOUL (4 PF) (Clingan 2 FT),"[1642928, 1642270]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,4.0,0.0,Clingan,1642270.0,,,,,,,,,,,,
457,PT03M01.00S,2026-01-19T03:42:49.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1642270,,,1610612757,78,90,2026-01-19T03:42:49Z,4440000,False,,,0,,D. Clingan Free Throw 1 of 2 (10 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
458,PT03M01.00S,2026-01-19T03:42:52.2Z,3,REGULAR,substitution,out,[],201942,,,1610612757,78,90,2026-01-19T03:43:04Z,4450000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M01.00S,2026-01-19T03:42:52.2Z,3,REGULAR,substitution,out,[],1642928,,,1610612757,78,90,2026-01-19T03:43:04Z,4460000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M01.00S,2026-01-19T03:42:52.2Z,3,REGULAR,substitution,in,[],1642363,,,1610612757,78,90,2026-01-19T03:43:04Z,4470000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M01.00S,2026-01-19T03:42:52.2Z,3,REGULAR,substitution,in,[],1642875,,,1610612757,78,90,2026-01-19T03:43:04Z,4480000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M01.00S,2026-01-19T03:43:05.6Z,3,REGULAR,substitution,out,[],1631321,,,1610612757,78,90,2026-01-19T03:43:17Z,4490000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M01.00S,2026-01-19T03:43:05.6Z,3,REGULAR,substitution,in,[],1641871,,,1610612757,78,90,2026-01-19T03:43:17Z,4500000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M01.00S,2026-01-19T03:43:23.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1642270,,,1610612757,78,91,2026-01-19T03:43:23Z,4510000,False,,,0,,D. Clingan Free Throw 2 of 2 (11 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
465,PT02M44.00S,2026-01-19T03:43:41.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,83.26215505913272,50.73529411764706,1610612758,78,91,2026-01-19T03:51:49Z,4520000,False,4.0,105.0,1,right,MISS M. Monk 10' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,10.49,Missed,,,,,,,,,,,,,,,,,,
466,PT02M41.00S,2026-01-19T03:43:44.8Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,78,91,2026-01-19T03:43:52Z,4530000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,465.0,7.0,4.0,3.0,,,,,,,,
467,PT02M39.00S,2026-01-19T03:43:47.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203471,65.78515111695138,44.36274509803921,1610612758,78,91,2026-01-19T03:43:54Z,4540000,False,-28.0,269.0,1,right,MISS D. Schröder 27' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
468,PT02M37.00S,2026-01-19T03:43:49.6Z,3,REGULAR,rebound,offensive,[],1642875,,,1610612758,78,91,2026-01-19T03:52:13Z,4550000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:4),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,,,,,,,,,467.0,6.0,4.0,2.0,,,,,,,,
469,PT02M27.00S,2026-01-19T03:43:59.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642875,83.52496714848883,61.029411764705884,1610612758,78,91,2026-01-19T03:44:13Z,4560000,False,55.0,102.0,1,right,MISS M. Raynaud 11' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,11.63,Missed,,,,,,,,,,,,,,,,,,
470,PT02M25.00S,2026-01-19T03:44:01.2Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,78,91,2026-01-19T03:52:34Z,4570000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:4),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,469.0,5.0,4.0,1.0,,,,,,,,
471,PT02M19.00S,2026-01-19T03:44:06.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,29.122864651773984,77.20588235294117,1610612757,78,91,2026-01-19T03:52:48Z,4580000,False,-136.0,221.0,1,left,MISS S. Sharpe 25' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
472,PT02M16.00S,2026-01-19T03:44:10.6Z,3,REGULAR,rebound,offensive,[],1631101,,,1610612757,78,91,2026-01-19T03:44:10Z,4590000,False,,,0,,S. Sharpe REBOUND (Off:2 Def:4),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,471.0,6.0,4.0,2.0,,,,,,,,
473,PT02M12.00S,2026-01-19T03:44:15.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631126,34.37910643889619,28.921568627450984,1610612757,78,91,2026-01-19T03:53:09Z,4600000,False,105.0,271.0,1,left,MISS C. Love 29' step back 3PT,[1631126],1610612757.0,POR,step back,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,29.05,Missed,,,,,,,,,,,,,,,,,,
474,PT02M10.00S,2026-01-19T03:44:17.9Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,78,91,2026-01-19T03:53:09Z,4610000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,,,,,,,,,473.0,7.0,5.0,2.0,,,,,,,,
475,PT01M59.00S,2026-01-19T03:44:26.7Z,3,REGULAR,3pt,Jump Shot,[],1642363,88.51839684625493,3.9215686274509802,1610612758,78,91,2026-01-19T03:44:43Z,4620000,False,-230.0,55.0,1,right,MISS N. Clifford 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
476,PT01M58.00S,2026-01-19T03:44:27.7Z,3,REGULAR,rebound,offensive,[],1642875,,,1610612758,78,91,2026-01-19T03:53:49Z,4630000,False,,,0,,M. Raynaud REBOUND (Off:3 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Left Corner 3,24+ Left,,,,,,,,,475.0,8.0,5.0,3.0,,,,,,,,
477,PT01M52.00S,2026-01-19T03:44:38.6Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,78,91,2026-01-19T03:44:51Z,4640000,False,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (5 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,1627526.0,,,,,,,,,,,,5.0,,,,
478,PT01M52.00S,2026-01-19T03:44:43.2Z,3,REGULAR,substitution,out,[],1642270,,,1610612757,78,91,2026-01-19T03:44:49Z,4650000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M52.00S,2026-01-19T03:44:43.2Z,3,REGULAR,substitution,in,[],1642905,,,1610612757,78,91,2026-01-19T03:44:49Z,4660000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M38.00S,2026-01-19T03:45:05.6Z,3,REGULAR,foul,offensive,[],1642905,,,1610612757,78,91,2026-01-19T03:45:21Z,4670000,False,,,0,,Yang offensive FOUL (2 PF),"[1642905, 1642875]",1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,2.0,1.0,Raynaud,1642875.0,,,,,,,,,,,,
482,PT01M38.00S,2026-01-19T03:45:05.6Z,3,REGULAR,turnover,offensive foul,[],1642905,,,1610612757,78,91,2026-01-19T03:45:05Z,4690000,False,,,0,,Yang offensive foul TURNOVER (1 TO),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,,,,,,,,,,,,1.0,,,,
483,PT01M38.00S,2026-01-19T03:45:22.4Z,3,REGULAR,substitution,out,[],1641739,,,1610612758,78,91,2026-01-19T03:45:27Z,4700000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M38.00S,2026-01-19T03:45:22.4Z,3,REGULAR,substitution,in,[],1641712,,,1610612758,78,91,2026-01-19T03:45:27Z,4710000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M23.00S,2026-01-19T03:45:44.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627734,87.07293035479631,49.26470588235294,1610612758,80,91,2026-01-19T03:54:43Z,4720000,False,-4.0,69.0,1,right,D. Sabonis 6' driving DUNK (8 PTS) (M. Raynaud 1 AST),"[1627734, 1642875]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,8.0,,,,,,,,,,M. Raynaud,1642875.0,1.0,,,,,
487,PT01M05.00S,2026-01-19T03:46:04.1Z,3,REGULAR,turnover,traveling,[],1642905,,,1610612757,80,91,2026-01-19T03:46:16Z,4740000,False,,,0,,Yang traveling TURNOVER (2 TO),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Mid-Range,16-24 Center,,,,1627526.0,,,,,,,,,,,,2.0,,,,
488,PT01M05.00S,2026-01-19T03:46:11.9Z,3,REGULAR,substitution,out,[],1631101,,,1610612758,80,91,2026-01-19T03:46:21Z,4750000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M05.00S,2026-01-19T03:46:11.9Z,3,REGULAR,substitution,in,[],1630166,,,1610612758,80,91,2026-01-19T03:46:21Z,4760000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M55.30S,2026-01-19T03:46:33.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,82.47371879106439,40.68627450980392,1610612758,82,91,2026-01-19T03:55:13Z,4770000,False,-47.0,112.0,1,right,D. Schröder 12' driving floating Jump Shot (2 PTS),[203471],1610612758.0,SAC,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,12.15,Made,2.0,,,,,,,,,,,,,,,,,
491,PT00M36.10S,2026-01-19T03:46:57.1Z,3,REGULAR,3pt,Jump Shot,[],1642905,6.783837056504599,98.77450980392157,1610612757,82,91,2026-01-19T03:47:05Z,4780000,False,-244.0,11.0,1,left,MISS Yang 24' 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Left Corner 3,24+ Left,24.42,Missed,,,,,,,,,,,,,,,,,,
492,PT00M34.40S,2026-01-19T03:46:58.8Z,3,REGULAR,rebound,offensive,[],1641871,,,1610612757,82,91,2026-01-19T03:55:45Z,4790000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Left Corner 3,24+ Left,,,,,,,,,491.0,1.0,0.0,1.0,,,,,,,,
493,PT00M31.10S,2026-01-19T03:47:03.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630166,12.040078843626807,51.71568627450981,1610612757,82,93,2026-01-19T03:56:33Z,4800000,False,-9.0,61.0,1,left,D. Avdija 6' driving Hook (24 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,24.0,,,,,,,,,,,,,,,,,
495,PT00M21.90S,2026-01-19T03:47:13.7Z,3,REGULAR,3pt,Jump Shot,[],1628370,68.28186596583443,20.098039215686274,1610612758,82,93,2026-01-19T03:56:47Z,4820000,False,-150.0,246.0,1,right,MISS M. Monk 28' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,28.76,Missed,,,,,,,,,,,,,,,,,,
496,PT00M17.90S,2026-01-19T03:47:17.7Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,82,93,2026-01-19T03:47:17Z,4830000,False,,,0,,D. Avdija REBOUND (Off:1 Def:6),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,495.0,7.0,6.0,1.0,,,,,,,,
497,PT00M02.60S,2026-01-19T03:47:32.9Z,3,REGULAR,3pt,Jump Shot,[],1630166,29.25427069645204,23.52941176470588,1610612757,82,93,2026-01-19T03:57:06Z,4840000,False,132.0,222.0,1,left,MISS D. Avdija 25' pullup 3PT,[1630166],1610612757.0,POR,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
498,PT00M01.60S,2026-01-19T03:47:33.9Z,3,REGULAR,rebound,defensive,[],203471,,,1610612758,82,93,2026-01-19T03:57:16Z,4850000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,497.0,2.0,2.0,0.0,,,,,,,,
499,PT00M00.00S,2026-01-19T03:47:58.6Z,3,REGULAR,period,end,[],0,,,1610612758,82,93,2026-01-19T03:47:58Z,4860000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2026-01-19T03:48:14.6Z,4,REGULAR,substitution,out,['startperiod'],1642905,,,1610612758,82,93,2026-01-19T03:50:22Z,4870000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2026-01-19T03:48:14.6Z,4,REGULAR,substitution,in,['startperiod'],1631321,,,1610612758,82,93,2026-01-19T03:50:22Z,4880000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2026-01-19T03:50:21.7Z,4,REGULAR,period,start,[],0,,,1610612758,82,93,2026-01-19T03:50:22Z,4890000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M44.00S,2026-01-19T03:50:36.9Z,4,REGULAR,3pt,Jump Shot,[],1642875,73.80091984231275,85.7843137254902,1610612758,82,93,2026-01-19T03:50:45Z,4900000,False,179.0,194.0,1,right,MISS M. Raynaud 26' 3PT,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
504,PT11M41.00S,2026-01-19T03:50:39.9Z,4,REGULAR,rebound,offensive,[],1642363,,,1610612758,82,93,2026-01-19T03:50:45Z,4910000,False,,,0,,N. Clifford REBOUND (Off:1 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,503.0,2.0,1.0,1.0,,,,,,,,
505,PT11M39.00S,2026-01-19T03:50:41.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628370,90.62089356110381,50.245098039215684,1610612758,84,93,2026-01-19T03:50:49Z,4920000,False,1.0,36.0,1,right,M. Monk driving Layup (15 PTS) (N. Clifford 2 AST),"[1628370, 1642363]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,3.57,Made,15.0,,,,,,,,,,N. Clifford,1642363.0,2.0,,,,,
507,PT11M12.00S,2026-01-19T03:51:10.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612757,84,93,2026-01-19T03:51:19Z,4940000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,,204059.0,,,,,,,,,,,,,,,,
508,PT11M02.00S,2026-01-19T03:51:33.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628370,87.72996057818659,51.71568627450981,1610612758,86,93,2026-01-19T03:51:41Z,4950000,False,9.0,63.0,1,right,M. Monk 6' cutting DUNK (17 PTS) (D. Schröder 3 AST),"[1628370, 203471]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,6.34,Made,17.0,,,,,,,,,,D. Schröder,203471.0,3.0,,,,,
510,PT10M49.00S,2026-01-19T03:51:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,13.354139290407357,49.50980392156863,1610612757,86,93,2026-01-19T04:01:52Z,4970000,False,2.0,73.0,1,left,MISS D. Avdija 7' driving Layup - blocked,"[1630166, 1642363]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,Clifford,1642363.0,,
511,PT10M49.00S,2026-01-19T03:51:46.4Z,4,REGULAR,block,,[],1642363,,,1610612757,86,93,2026-01-19T03:52:03Z,4980000,False,,,0,,N. Clifford BLOCK (1 BLK),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT10M48.00S,2026-01-19T03:51:47.4Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,86,93,2026-01-19T04:02:07Z,4990000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,510.0,8.0,5.0,3.0,,,,,,,,
513,PT10M37.00S,2026-01-19T03:52:01.9Z,4,REGULAR,turnover,3-second-violation,[],1627734,,,1610612758,86,93,2026-01-19T03:52:29Z,5000000,False,,,0,,D. Sabonis 3-second-violation TURNOVER (6 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,1627526.0,,,,,,,,,,,,6.0,,,,
514,PT10M37.00S,2026-01-19T03:52:11.4Z,4,REGULAR,substitution,out,[],1641871,,,1610612757,86,93,2026-01-19T03:52:18Z,5010000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT10M37.00S,2026-01-19T03:52:11.4Z,4,REGULAR,substitution,in,[],1642270,,,1610612757,86,93,2026-01-19T03:52:18Z,5020000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT10M33.00S,2026-01-19T03:52:27.9Z,4,REGULAR,foul,personal,[],203471,,,1610612757,86,93,2026-01-19T03:52:45Z,5030000,False,,,0,,D. Schröder personal FOUL (1 PF),"[203471, 1631126]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left Center,,,,204059.0,1.0,0.0,Love,1631126.0,,,,,,,,,,,,
