actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
174,PT08M24.00S,2026-01-02T03:42:50.4Z,2,REGULAR,turnover,out-of-bounds,[],203471,,,1610612758,45,44,2026-01-02T03:43:03Z,1720000,False,,,0,,D. Schröder bad pass out-of-bounds TURNOVER (2 TO),[203471],1610612758.0,SAC,bad pass,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,1662.0,2.0,,,,,,,,,,,,,,,,,,
175,PT08M11.00S,2026-01-02T03:43:15.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630568,89.83245729303549,48.03921568627451,1610612738,45,46,2026-01-02T04:38:26Z,1730000,False,-10.0,43.0,1,right,L. Garza DUNK (9 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,4.42,Made,9.0,,,,,,,,,,,,,,,
177,PT08M11.00S,2026-01-02T03:43:21.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,45,46,2026-01-02T03:43:21Z,1750000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M11.00S,2026-01-02T03:44:50.2Z,2,REGULAR,substitution,out,[],1629234,,,1610612758,45,46,2026-01-02T03:46:08Z,1760000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M11.00S,2026-01-02T03:44:50.2Z,2,REGULAR,substitution,out,[],1628370,,,1610612758,45,46,2026-01-02T03:46:08Z,1770000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M11.00S,2026-01-02T03:44:50.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612758,45,46,2026-01-02T03:46:08Z,1780000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M11.00S,2026-01-02T03:44:50.2Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,45,46,2026-01-02T03:46:08Z,1790000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M11.00S,2026-01-02T03:44:50.2Z,2,REGULAR,substitution,in,[],1642875,,,1610612758,45,46,2026-01-02T03:46:08Z,1800000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M11.00S,2026-01-02T03:44:50.2Z,2,REGULAR,substitution,in,[],1631248,,,1610612758,45,46,2026-01-02T03:46:08Z,1810000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT07M48.00S,2026-01-02T03:46:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,10.200394218134035,47.549019607843135,1610612758,47,46,2026-01-02T03:46:48Z,1820000,False,12.0,43.0,1,left,M. Raynaud cutting finger roll Layup (6 PTS) (D. Schröder 5 AST),"[1642875, 203471]",1610612758.0,SAC,cutting finger roll,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,4.51,Made,6.0,D. Schröder,203471.0,5.0,,,,,,,,,,,,
186,PT07M27.00S,2026-01-02T03:47:02.9Z,2,REGULAR,3pt,Jump Shot,[],1629014,69.20170827858082,16.911764705882355,1610612738,47,49,2026-01-02T03:47:08Z,1840000,False,-165.0,237.0,1,right,A. Simons 28' 3PT  (14 PTS) (D. White 5 AST),"[1629014, 1628401]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,28.9,Made,14.0,D. White,1628401.0,5.0,,,,,,,,,,,,
188,PT07M14.00S,2026-01-02T03:47:15.9Z,2,REGULAR,3pt,Jump Shot,[],1631165,29.517082785808146,71.32352941176471,1610612758,47,49,2026-01-02T03:47:21Z,1860000,False,-107.0,225.0,1,left,MISS K. Ellis 24' pullup 3PT,[1631165],1610612758.0,SAC,pullup,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,24.9,Missed,,,,,,,,,,,,,,,,
189,PT07M11.00S,2026-01-02T03:47:18.9Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,47,49,2026-01-02T03:47:21Z,1870000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,
190,PT06M58.00S,2026-01-02T03:47:31.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,65.65374507227332,23.03921568627451,1610612738,47,49,2026-01-02T04:28:36Z,1880000,False,-135.0,270.0,1,right,MISS D. White 30' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,30.21,Missed,,,,,,,,,,,,,,,,
191,PT06M57.00S,2026-01-02T03:47:35.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,47,49,2026-01-02T03:47:35Z,1890000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,190.0,,,,,,,,,
193,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,out,[],1642363,,,1610612758,47,49,2026-01-02T03:48:01Z,1910000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,out,[],203471,,,1610612758,47,49,2026-01-02T03:48:01Z,1920000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,out,[],1628401,,,1610612758,47,49,2026-01-02T03:48:01Z,1930000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,out,[],1642864,,,1610612758,47,49,2026-01-02T03:48:01Z,1940000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,in,[],1630173,,,1610612758,47,49,2026-01-02T03:48:01Z,1950000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,in,[],1630202,,,1610612758,47,49,2026-01-02T03:48:01Z,1970000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612758,47,49,2026-01-02T03:48:01Z,1980000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M57.00S,2026-01-02T03:47:37.4Z,2,REGULAR,substitution,in,[],201566,,,1610612758,47,49,2026-01-02T03:48:13Z,2000000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M35.00S,2026-01-02T03:48:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,9.543363994743759,61.76470588235294,1610612758,49,49,2026-01-02T04:28:59Z,2020000,False,-59.0,37.0,1,left,P. Achiuwa 6' driving floating Jump Shot (10 PTS),[1630173],1610612758.0,SAC,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,6.96,Made,10.0,,,,,,,,,,,,,,,
205,PT06M08.00S,2026-01-02T03:49:04.3Z,2,REGULAR,2pt,Jump Shot,[],1629014,77.08607095926413,62.254901960784316,1610612738,49,49,2026-01-02T03:49:11Z,2030000,False,61.0,163.0,1,right,MISS A. Simons 17' step back Shot,[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,,,17.41,Missed,,,,,,,,,,,,,,,,
206,PT06M08.00S,2026-01-02T03:49:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,49,49,2026-01-02T03:49:11Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,205.0,,,,,,,,,
207,PT06M08.00S,2026-01-02T03:49:11.8Z,2,REGULAR,foul,personal,[],201566,,,1610612738,49,49,2026-01-02T03:53:19Z,2050000,False,,,0,,R. Westbrook loose ball personal FOUL (1 PF),"[201566, 1631248]",1610612758.0,SAC,loose ball,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,,,,,,,,1.0,0.0,Scheierman,1631248.0
209,PT06M08.00S,2026-01-02T03:49:23.6Z,2,REGULAR,substitution,out,[],1631165,,,1610612738,49,49,2026-01-02T03:49:38Z,2070000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M08.00S,2026-01-02T03:49:23.6Z,2,REGULAR,substitution,out,[],1630568,,,1610612738,49,49,2026-01-02T03:49:38Z,2080000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M08.00S,2026-01-02T03:49:23.6Z,2,REGULAR,substitution,in,[],201942,,,1610612738,49,49,2026-01-02T03:49:38Z,2090000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M08.00S,2026-01-02T03:49:23.6Z,2,REGULAR,substitution,in,[],1629674,,,1610612738,49,49,2026-01-02T03:49:38Z,2100000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT05M53.00S,2026-01-02T03:49:46.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629674,92.72339027595268,25.49019607843137,1610612738,49,49,2026-01-02T04:23:52Z,2110000,False,-123.0,16.0,1,right,MISS N. Queta 12' floating Shot,[1629674],1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,12.35,Missed,,,,,,,,,,,,,,,,
214,PT05M50.00S,2026-01-02T03:49:49.3Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,49,49,2026-01-02T03:49:49Z,2120000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,213.0,2.0,1.0,1.0,,,,,,
215,PT05M35.00S,2026-01-02T03:50:03.6Z,2,REGULAR,2pt,Jump Shot,[],201942,9.017739816031538,68.87254901960785,1610612758,51,49,2026-01-02T03:50:09Z,2130000,False,-94.0,32.0,1,left,D. DeRozan 9' turnaround Jump Shot (6 PTS) (R. Westbrook 3 AST),"[201942, 201566]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,9.98,Made,6.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,
217,PT05M20.00S,2026-01-02T03:50:21.9Z,2,REGULAR,foul,personal,[],201566,,,1610612738,51,49,2026-01-02T03:50:51Z,2150000,False,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1630202]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,Pritchard,1630202.0
220,PT05M08.00S,2026-01-02T03:50:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,60.791721419185286,44.36274509803921,1610612738,51,49,2026-01-02T03:50:56Z,2170000,False,-28.0,316.0,1,right,MISS P. Pritchard 31' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,31.74,Missed,,,,,,,,,,,,,,,,
221,PT05M05.00S,2026-01-02T03:50:54.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,51,49,2026-01-02T03:50:56Z,2180000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,
222,PT04M57.00S,2026-01-02T03:51:02.9Z,2,REGULAR,3pt,Jump Shot,[],201566,32.933639947437584,36.27450980392157,1610612758,51,49,2026-01-02T03:51:08Z,2190000,False,69.0,257.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,26.61,Missed,,,,,,,,,,,,,,,,
223,PT04M51.00S,2026-01-02T03:51:08.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,49,2026-01-02T03:51:08Z,2200000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,222.0,3.0,3.0,0.0,,,,,,
224,PT04M35.00S,2026-01-02T03:51:24.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,92.32917214191852,2.2058823529411766,1610612738,51,49,2026-01-02T03:51:29Z,2210000,False,-239.0,20.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,23.98,Missed,,,,,,,,,,,,,,,,
225,PT04M31.00S,2026-01-02T03:51:28.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,51,49,2026-01-02T03:51:29Z,2220000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,
226,PT04M27.00S,2026-01-02T03:51:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,16.245072273324574,53.18627450980392,1610612758,51,49,2026-01-02T03:51:42Z,2230000,False,-16.0,100.0,1,left,MISS P. Achiuwa 10' running Layup - blocked,"[1630173, 1629674]",1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,10.15,Missed,,,,,,,,,,,Queta,1629674.0,,,,
281,PT04M27.00S,2026-01-02T03:51:32.9Z,2,REGULAR,block,,[],1629674,,,1610612758,51,49,2026-01-02T04:00:49Z,2235000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
227,PT04M23.00S,2026-01-02T03:51:36.9Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612738,51,49,2026-01-02T03:51:42Z,2240000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,
228,PT04M22.00S,2026-01-02T03:51:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,91.67214191852825,47.549019607843135,1610612738,51,51,2026-01-02T03:51:47Z,2250000,False,-12.0,26.0,1,right,P. Pritchard running Layup (9 PTS) (A. Simons 3 AST),"[1630202, 1629014]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,2.86,Made,9.0,A. Simons,1629014.0,3.0,,,,,,,,,,,,
230,PT04M21.00S,2026-01-02T03:51:44.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,51,51,2026-01-02T03:51:44Z,2270000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M09.00S,2026-01-02T03:53:31.2Z,2,REGULAR,2pt,Jump Shot,[],201942,18.478975032851512,67.8921568627451,1610612758,53,51,2026-01-02T03:53:37Z,2280000,False,-89.0,121.0,1,left,D. DeRozan 15' turnaround Jump Shot (8 PTS) (R. Westbrook 4 AST),"[201942, 201566]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,15.07,Made,8.0,R. Westbrook,201566.0,4.0,,,,,,,,,,,,
233,PT03M54.00S,2026-01-02T03:53:46.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,87.59855453350855,48.03921568627451,1610612738,53,53,2026-01-02T03:53:54Z,2300000,False,-10.0,64.0,1,right,N. Queta 6' driving DUNK (5 PTS) (J. Brown 2 AST),"[1629674, 1627759]",1610612738.0,BOS,driving,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,6.48,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,
235,PT03M37.00S,2026-01-02T03:54:05.1Z,2,REGULAR,3pt,Jump Shot,[],1631099,34.247700394218136,31.862745098039213,1610612758,53,53,2026-01-02T03:58:45Z,2320000,False,91.0,269.0,1,left,MISS K. Murray 28' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,28.43,Missed,,,,,,,,,,,,,,,,
236,PT03M33.00S,2026-01-02T03:54:09.1Z,2,REGULAR,rebound,offensive,[],201566,,,1610612758,53,53,2026-01-02T04:01:30Z,2330000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,235.0,3.0,2.0,1.0,,,,,,
237,PT03M31.00S,2026-01-02T03:54:12.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642875,10.988830486202366,57.35294117647059,1610612758,53,53,2026-01-02T04:24:10Z,2340000,False,-37.0,51.0,1,left,MISS M. Raynaud 6' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,6.27,Missed,,,,,,,,,,,,,,,,
238,PT03M30.00S,2026-01-02T03:54:13.8Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,53,53,2026-01-02T04:00:32Z,2350000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,
239,PT03M19.00S,2026-01-02T03:54:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.88370565045992,45.83333333333333,1610612738,53,55,2026-01-02T03:54:39Z,2360000,False,-21.0,33.0,1,right,J. Brown driving Layup (6 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,3.92,Made,6.0,,,,,,,,,,,,,,,
240,PT03M03.00S,2026-01-02T03:54:37.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642875,8.229303547963205,57.84313725490197,1610612758,55,55,2026-01-02T03:54:41Z,2370000,False,-39.0,25.0,1,left,M. Raynaud Hook (8 PTS) (R. Westbrook 5 AST),"[1642875, 201566]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,4.64,Made,8.0,R. Westbrook,201566.0,5.0,,,,,,,,,,,,
242,PT02M52.00S,2026-01-02T03:54:50.2Z,2,REGULAR,foul,personal,[],1630173,,,1610612738,55,55,2026-01-02T03:55:18Z,2390000,False,,,0,,P. Achiuwa personal FOUL (1 PF),"[1630173, 1629674]",1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,,,,,,,,,,,,,,,,1.0,0.0,Queta,1629674.0
244,PT02M47.00S,2026-01-02T03:55:20.1Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612738,55,55,2026-01-02T03:55:32Z,2410000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Queta 2 FT),"[201942, 1629674]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Queta,1629674.0
246,PT02M47.00S,2026-01-02T03:55:53.9Z,2,REGULAR,freethrow,1 of 2,[],1629674,,,1610612738,55,55,2026-01-02T03:55:53Z,2430000,False,,,0,,MISS N. Queta Free Throw 1 of 2,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
247,PT02M47.00S,2026-01-02T03:55:53.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,55,55,2026-01-02T03:55:53Z,2440000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,
248,PT02M47.00S,2026-01-02T03:56:10.0Z,2,REGULAR,freethrow,2 of 2,[],1629674,,,1610612738,55,56,2026-01-02T03:56:10Z,2450000,False,,,0,,N. Queta Free Throw 2 of 2 (6 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
249,PT02M34.00S,2026-01-02T03:56:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.229303547963205,57.35294117647059,1610612758,57,56,2026-01-02T03:56:31Z,2460000,False,-37.0,25.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,4.44,Made,2.0,,,,,,,,,,,,,,,
250,PT02M24.00S,2026-01-02T03:56:34.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,66.70499342969777,25.49019607843137,1610612738,57,56,2026-01-02T03:56:39Z,2470000,False,-123.0,260.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,28.79,Missed,,,,,,,,,,,,,,,,
251,PT02M20.00S,2026-01-02T03:56:38.2Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,57,56,2026-01-02T03:56:39Z,2480000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,250.0,3.0,2.0,1.0,,,,,,
252,PT02M13.00S,2026-01-02T03:56:46.5Z,2,REGULAR,foul,personal,['2freethrow'],1631248,,,1610612758,57,56,2026-01-02T03:56:56Z,2490000,False,,,0,,B. Scheierman shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1631248, 201942]",1610612738.0,BOS,shooting,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Center,1628481.0,,,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0
254,PT02M13.00S,2026-01-02T03:57:15.7Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,58,56,2026-01-02T03:57:15Z,2510000,False,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
255,PT02M13.00S,2026-01-02T03:57:16.5Z,2,REGULAR,substitution,out,[],1631248,,,1610612758,58,56,2026-01-02T03:57:22Z,2520000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M13.00S,2026-01-02T03:57:16.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612758,58,56,2026-01-02T03:57:22Z,2530000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M13.00S,2026-01-02T03:57:35.6Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,59,56,2026-01-02T03:57:35Z,2540000,False,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
258,PT02M03.00S,2026-01-02T03:57:48.2Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,59,56,2026-01-02T03:57:52Z,2550000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 201942]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right,,1.0,,,,,,,DeRozan,201942.0,,,,,,,,,,
259,PT02M03.00S,2026-01-02T03:57:48.2Z,2,REGULAR,steal,,[],201942,,,1610612758,59,56,2026-01-02T03:57:51Z,2560000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
260,PT01M54.00S,2026-01-02T03:57:56.5Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612758,59,56,2026-01-02T04:07:25Z,2570000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1628401]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,1.0,,,,,,,White,1628401.0,,,,,,,,,,
261,PT01M54.00S,2026-01-02T03:57:56.5Z,2,REGULAR,steal,,[],1628401,,,1610612738,59,56,2026-01-02T03:57:59Z,2580000,False,,,0,,D. White STEAL (2 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
