actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
179,PT10M51.00S,2024-11-10T22:40:41.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,11.251642575558476,44.11764705882353,1610612752,31,28,2024-11-10T22:40:45Z,1760000,False,29.0,53.0,1,left,M. Bridges 6' turnaround fadeaway Jump Shot (4 PTS),[1628969],1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,,,,,4.0,,,,,,,,,,,,,
180,PT10M40.00S,2024-11-10T22:40:51.8Z,2,REGULAR,3pt,Jump Shot,[],1641716,65.52233902759527,55.14705882352941,1610612754,31,28,2024-11-10T22:40:56Z,1770000,False,26.0,272.0,1,right,MISS J. Walker 27' pullup 3PT,[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
181,PT10M36.00S,2024-11-10T22:40:55.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,31,28,2024-11-10T22:40:56Z,1780000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,180.0,2.0,2.0,0.0,,,,,,,,,,,,,,
182,PT10M26.00S,2024-11-10T22:41:05.7Z,2,REGULAR,3pt,Jump Shot,[],1628969,19.004599211563733,95.83333333333334,1610612752,31,28,2024-11-10T22:41:10Z,1790000,False,-229.0,126.0,1,left,MISS M. Bridges 26' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
183,PT10M23.00S,2024-11-10T22:41:08.7Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612752,31,28,2024-11-10T22:41:10Z,1800000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,182.0,4.0,3.0,1.0,,,,,,,,,,,,,,
184,PT10M16.00S,2024-11-10T22:41:15.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,5.206964520367937,97.30392156862744,1610612752,31,31,2024-11-10T22:41:21Z,1810000,False,-237.0,-4.0,1,left,O. Anunoby 3PT  (10 PTS) (M. Bridges 2 AST),"[1628384, 1628969]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,10.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
186,PT10M00.00S,2024-11-10T22:41:32.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,85.10183968462549,57.59803921568627,1610612754,31,31,2024-11-10T22:41:37Z,1830000,False,38.0,88.0,1,right,MISS T. McConnell 9' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,9.54,Missed,,,,,,,,,,,,,,,,,,
187,PT09M57.00S,2024-11-10T22:41:35.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,31,31,2024-11-10T22:41:37Z,1840000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,
188,PT09M46.00S,2024-11-10T22:41:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,8.623521681997373,49.26470588235294,1610612752,31,33,2024-11-10T22:41:49Z,1850000,False,4.0,29.0,1,left,O. Anunoby Layup (12 PTS) (J. Hart 2 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,12.0,J. Hart,1628404.0,2.0,,,,,,,,,,
191,PT09M39.00S,2024-11-10T22:42:07.9Z,2,REGULAR,substitution,out,[],1631245,,,1610612754,31,33,2024-11-10T22:42:12Z,1880000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M39.00S,2024-11-10T22:42:07.9Z,2,REGULAR,substitution,in,[],1642277,,,1610612754,31,33,2024-11-10T22:42:12Z,1890000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M34.00S,2024-11-10T22:42:30.6Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612754,31,33,2024-11-10T22:42:36Z,1900000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Turner 2 FT),"[1626157, 1626167]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Turner,1626167.0,,,
195,PT09M34.00S,2024-11-10T22:43:00.3Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,32,33,2024-11-10T22:43:00Z,1920000,False,,,0,,M. Turner Free Throw 1 of 2 (7 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
196,PT09M34.00S,2024-11-10T22:43:21.0Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,33,33,2024-11-10T22:43:21Z,1930000,False,,,0,,M. Turner Free Throw 2 of 2 (8 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
197,PT09M24.00S,2024-11-10T22:43:33.2Z,2,REGULAR,3pt,Jump Shot,[],1630540,33.196452036793694,51.9607843137255,1610612752,33,33,2024-11-10T22:43:37Z,1940000,False,-10.0,260.0,1,left,MISS M. McBride 25' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
198,PT09M19.00S,2024-11-10T22:43:36.8Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612752,33,33,2024-11-10T22:43:36Z,1950000,False,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,197.0,5.0,3.0,2.0,,,,,,,,,,,,,,
199,PT09M10.00S,2024-11-10T22:43:46.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626157,14.799605781865965,63.48039215686274,1610612752,33,33,2024-11-10T22:43:50Z,1960000,False,-67.0,87.0,1,left,MISS K. Towns 10' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,10.97,Missed,,,,,,,,,,,,,,,,,,
200,PT09M07.00S,2024-11-10T22:43:49.3Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,33,33,2024-11-10T22:43:50Z,1970000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,,,
201,PT09M02.00S,2024-11-10T22:43:53.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642277,84.31340341655716,4.166666666666666,1610612754,33,33,2024-11-10T22:44:00Z,1980000,False,-229.0,95.0,1,right,MISS J. Furphy 24' running 3PT,[1642277],1610612754.0,IND,running,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Left Center,24.81,Missed,,,,,,,,,,,,,,,,,,
202,PT08M59.00S,2024-11-10T22:43:56.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,33,33,2024-11-10T22:44:00Z,1990000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,201.0,4.0,4.0,0.0,,,,,,,,,,,,,,
203,PT08M49.00S,2024-11-10T22:44:06.6Z,2,REGULAR,3pt,Jump Shot,[],1630540,22.683968462549277,3.6764705882352944,1610612752,33,36,2024-11-10T22:44:11Z,2000000,False,232.0,161.0,1,left,M. McBride 28' 3PT  (5 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,28.19,Made,,,,,5.0,,,,,,,,,,,,,
204,PT08M36.00S,2024-11-10T22:44:20.2Z,2,REGULAR,2pt,Jump Shot,[],1626167,76.82325886990802,41.42156862745098,1610612754,33,36,2024-11-10T22:44:26Z,2010000,False,-43.0,165.0,1,right,MISS M. Turner 17' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,17.09,Missed,,,,,,,,,,,,,,,,,,
205,PT08M34.00S,2024-11-10T22:44:22.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,33,36,2024-11-10T22:44:26Z,2020000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Center,,,204.0,,,,,,,,,,,,,,,,,
207,PT08M34.00S,2024-11-10T22:44:29.9Z,2,REGULAR,substitution,out,[],1628969,,,1610612752,33,36,2024-11-10T22:44:37Z,2040000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M34.00S,2024-11-10T22:44:29.9Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,33,36,2024-11-10T22:44:37Z,2050000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M19.00S,2024-11-10T22:45:06.7Z,2,REGULAR,turnover,bad pass,[],1628384,,,1610612752,33,36,2024-11-10T22:45:10Z,2060000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1626167]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Turner,1626167.0
210,PT08M19.00S,2024-11-10T22:45:06.7Z,2,REGULAR,steal,,[],1626167,,,1610612754,33,36,2024-11-10T22:45:08Z,2070000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT08M14.00S,2024-11-10T22:45:11.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1642277,93.03547963206307,90.21905637254902,1610612754,33,36,2024-11-10T22:45:25Z,2080000,False,201.0,13.0,1,right,MISS J. Furphy 20' running Shot,[1642277],1610612754.0,IND,running,,,Furphy,J. Furphy,,,,,Mid-Range,16-24 Right,20.15,Missed,,,,,,,,,,,,,,,,,,
212,PT08M10.00S,2024-11-10T22:45:15.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,33,36,2024-11-10T22:45:20Z,2090000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right,,,211.0,5.0,5.0,0.0,,,,,,,,,,,,,,
213,PT08M04.00S,2024-11-10T22:45:21.5Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612752,33,36,2024-11-10T22:45:27Z,2100000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1641716]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Walker,1641716.0
214,PT08M04.00S,2024-11-10T22:45:21.5Z,2,REGULAR,steal,,[],1641716,,,1610612754,33,36,2024-11-10T22:45:22Z,2110000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
215,PT07M59.00S,2024-11-10T22:45:26.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,93.38042049934296,48.77450980392157,1610612754,35,36,2024-11-10T22:45:30Z,2120000,False,-6.0,10.0,1,right,P. Siakam running DUNK (7 PTS) (T. McConnell 1 AST),"[1627783, 204456]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,7.0,T. McConnell,204456.0,1.0,,,,,,,,,,
217,PT07M43.00S,2024-11-10T22:45:43.1Z,2,REGULAR,3pt,Jump Shot,[],1626157,32.933639947437584,60.78431372549019,1610612752,35,39,2024-11-10T22:45:47Z,2140000,False,-54.0,257.0,1,left,K. Towns 26' 3PT  (7 PTS) (J. Brunson 3 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.27,Made,,,,,7.0,J. Brunson,1628973.0,3.0,,,,,,,,,,
219,PT07M35.00S,2024-11-10T22:45:53.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,35,39,2024-11-10T22:45:53Z,2160000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,out,[],1642277,,,1610612754,35,39,2024-11-10T22:48:53Z,2170000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,35,39,2024-11-10T22:48:53Z,2180000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,out,[],1626157,,,1610612754,35,39,2024-11-10T22:48:53Z,2190000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,35,39,2024-11-10T22:48:53Z,2200000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,in,[],1642402,,,1610612754,35,39,2024-11-10T22:48:53Z,2210000,False,,,0,,SUB in: E. Freeman,[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,in,[],1630579,,,1610612754,35,39,2024-11-10T22:48:53Z,2220000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,35,39,2024-11-10T22:49:09Z,2230000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M35.00S,2024-11-10T22:48:21.6Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,35,39,2024-11-10T22:49:09Z,2240000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M18.00S,2024-11-10T22:49:43.0Z,2,REGULAR,3pt,Jump Shot,[],1627783,78.9257555847569,89.95098039215686,1610612754,35,39,2024-11-10T22:49:48Z,2250000,False,200.0,146.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
229,PT07M15.00S,2024-11-10T22:49:47.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,35,39,2024-11-10T22:49:47Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,228.0,,,,,,,,,,,,,,,,,
231,PT07M03.00S,2024-11-10T22:50:07.7Z,2,REGULAR,2pt,Jump Shot,[],1628973,8.492115637319317,31.61764705882353,1610612752,35,39,2024-11-10T22:50:13Z,2280000,False,92.0,27.0,1,left,MISS J. Brunson 9' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,9.59,Missed,,,,,,,,,,,,,,,,,,
232,PT07M00.00S,2024-11-10T22:50:10.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,35,39,2024-11-10T22:50:13Z,2290000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,231.0,4.0,3.0,1.0,,,,,,,,,,,,,,
233,PT06M45.00S,2024-11-10T22:50:24.8Z,2,REGULAR,3pt,Jump Shot,[],1641767,83.52496714848883,4.6568627450980395,1610612754,35,39,2024-11-10T22:50:28Z,2300000,False,-227.0,102.0,1,right,MISS B. Sheppard 24' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2024-11-10T22:50:26.8Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,35,39,2024-11-10T22:50:28Z,2310000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,
236,PT06M40.00S,2024-11-10T22:50:39.3Z,2,REGULAR,substitution,out,[],204456,,,1610612752,35,39,2024-11-10T22:50:50Z,2330000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M40.00S,2024-11-10T22:50:39.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612752,35,39,2024-11-10T22:50:50Z,2340000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M30.00S,2024-11-10T22:51:08.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,32.802233902759525,61.76470588235294,1610612752,35,42,2024-11-10T22:51:13Z,2350000,False,-59.0,256.0,1,left,O. Anunoby 26' 3PT  (15 PTS) (J. Hart 3 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,26.25,Made,,,,,15.0,J. Hart,1628404.0,3.0,,,,,,,,,,
240,PT06M11.00S,2024-11-10T22:51:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612754,35,42,2024-11-10T22:51:36Z,2370000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1628404, 1631097]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Mathurin,1631097.0,,,
242,PT06M11.00S,2024-11-10T22:51:58.7Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,36,42,2024-11-10T22:51:58Z,2390000,False,,,0,,B. Mathurin Free Throw 1 of 2 (12 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
243,PT06M11.00S,2024-11-10T22:52:23.1Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,37,42,2024-11-10T22:52:23Z,2400000,False,,,0,,B. Mathurin Free Throw 2 of 2 (13 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
244,PT05M59.00S,2024-11-10T22:52:37.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.915243101182654,47.794117647058826,1610612752,37,44,2024-11-10T22:52:41Z,2410000,False,11.0,13.0,1,left,J. Brunson driving Layup (8 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,8.0,,,,,,,,,,,,,
245,PT05M59.00S,2024-11-10T22:52:39.5Z,2,REGULAR,foul,personal,['1freethrow'],1641767,,,1610612752,37,44,2024-11-10T22:52:45Z,2420000,False,,,0,,B. Sheppard shooting personal FOUL (2 PF) (Brunson 1 FT),"[1641767, 1628973]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,2.0,0.0,Brunson,1628973.0,,,
247,PT05M59.00S,2024-11-10T22:53:07.3Z,2,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,37,44,2024-11-10T22:53:09Z,2440000,False,,,0,,MISS J. Brunson Free Throw 1 of 1,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT05M57.00S,2024-11-10T22:53:09.3Z,2,REGULAR,rebound,defensive,[],1641767,,,1610612754,37,44,2024-11-10T22:53:09Z,2450000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,247.0,1.0,1.0,0.0,,,,,,,,,,,,,,
249,PT05M43.00S,2024-11-10T22:53:22.8Z,2,REGULAR,3pt,Jump Shot,[],1631097,70.38436268068331,77.69607843137256,1610612754,40,44,2024-11-10T22:53:26Z,2460000,False,138.0,226.0,1,right,B. Mathurin 26' 3PT step back (16 PTS),[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,26.5,Made,,,,,16.0,,,,,,,,,,,,,
250,PT05M20.00S,2024-11-10T22:53:44.4Z,2,REGULAR,3pt,Jump Shot,[],1628404,4.812746386333772,98.77450980392157,1610612752,40,44,2024-11-10T22:53:49Z,2470000,False,-244.0,-7.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,24.4,Missed,,,,,,,,,,,,,,,,,,
251,PT05M17.00S,2024-11-10T22:53:47.4Z,2,REGULAR,rebound,defensive,[],1642402,,,1610612754,40,44,2024-11-10T22:53:49Z,2480000,False,,,0,,E. Freeman REBOUND (Off:0 Def:1),[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,Left Corner 3,24+ Left,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT05M13.00S,2024-11-10T22:53:51.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,77.4802890932983,5.637254901960785,1610612754,43,44,2024-11-10T22:53:56Z,2490000,False,-222.0,159.0,1,right,B. Mathurin 27' 3PT running pullup (19 PTS) (E. Freeman 2 AST),"[1631097, 1642402]",1610612754.0,IND,running pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.3,Made,,,,,19.0,E. Freeman,1642402.0,2.0,,,,,,,,,,
254,PT05M09.00S,2024-11-10T22:53:59.6Z,2,REGULAR,foul,offensive,[],1630540,,,1610612752,43,44,2024-11-10T22:54:05Z,2510000,False,,,0,,M. McBride offensive FOUL (1 PF),"[1630540, 1641767]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Sheppard,1641767.0,,,
256,PT05M09.00S,2024-11-10T22:53:59.6Z,2,REGULAR,turnover,offensive foul,[],1630540,,,1610612752,43,44,2024-11-10T22:53:59Z,2530000,False,,,0,,M. McBride offensive foul TURNOVER (1 TO),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627524.0,,,,,,,1.0,,
257,PT05M01.00S,2024-11-10T22:54:27.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,81.15965834428384,53.18627450980392,1610612754,43,44,2024-11-10T22:54:32Z,2540000,False,16.0,125.0,1,right,MISS P. Siakam 12' fadeaway Shot,[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.56,Missed,,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2024-11-10T22:54:32.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,43,44,2024-11-10T23:04:41Z,2550000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,257.0,5.0,4.0,1.0,,,,,,,,,,,,,,
259,PT04M46.00S,2024-11-10T22:54:43.4Z,2,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612752,43,44,2024-11-10T22:54:59Z,2560000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1631097, 1628384]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Anunoby,1628384.0,,,
261,PT04M46.00S,2024-11-10T22:55:07.8Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,43,45,2024-11-10T23:04:44Z,2580000,False,,,0,,O. Anunoby Free Throw 1 of 2 (16 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
262,PT04M46.00S,2024-11-10T22:55:08.3Z,2,REGULAR,substitution,out,[],1641767,,,1610612752,43,45,2024-11-10T22:55:16Z,2590000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M46.00S,2024-11-10T22:55:08.3Z,2,REGULAR,substitution,out,[],1627783,,,1610612752,43,45,2024-11-10T22:55:16Z,2600000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M46.00S,2024-11-10T22:55:08.3Z,2,REGULAR,substitution,in,[],1641716,,,1610612752,43,45,2024-11-10T22:55:16Z,2610000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
