actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
166,PT00M14.70S,2025-04-10T23:33:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,11.908672798948752,43.13725490196079,1610612754,25,21,2025-04-10T23:33:13Z,1640000,False,34.0,59.0,1,left,MISS T. McConnell 6' driving finger roll Layup - blocked,"[204456, 1630241]",1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,Merrill,1630241.0,,,,,,,,,,
167,PT00M14.70S,2025-04-10T23:33:09.9Z,1,REGULAR,block,,[],1630241,,,1610612754,25,21,2025-04-10T23:33:11Z,1650000,False,,,0,,S. Merrill BLOCK (1 BLK),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT00M12.70S,2025-04-10T23:33:11.9Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,25,21,2025-04-10T23:33:13Z,1660000,False,,,0,,T. Thompson REBOUND (Off:1 Def:4),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,166.0,5.0,4.0,1.0,,,,,,
169,PT00M06.70S,2025-04-10T23:33:18.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,92.06636005256242,51.225490196078425,1610612739,25,23,2025-04-10T23:34:17Z,1670000,False,6.0,22.0,1,right,T. Thompson driving DUNK (2 PTS) (S. Merrill 1 AST),"[202684, 1630241]",1610612739.0,CLE,driving,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,2.29,Made,2.0,,,,,,,,,,,,S. Merrill,1630241.0,1.0,,,
171,PT00M00.40S,2025-04-10T23:33:28.9Z,1,REGULAR,3pt,Jump Shot,[],1641716,34.641918528252305,56.61764705882353,1610612754,28,23,2025-04-10T23:33:33Z,1690000,False,-33.0,273.0,1,left,J. Walker 27' 3PT pullup (3 PTS) (T. McConnell 3 AST),"[1641716, 204456]",1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,27.51,Made,3.0,,,,,,,,,,,,T. McConnell,204456.0,3.0,,,
174,PT00M00.00S,2025-04-10T23:34:14.1Z,1,REGULAR,period,end,[],0,,,1610612739,28,23,2025-04-10T23:34:14Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-04-10T23:36:38.0Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612739,28,23,2025-04-10T23:37:00Z,1730000,False,,,0,,SUB out: J. Green,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-04-10T23:36:38.0Z,2,REGULAR,substitution,out,['startperiod'],1641854,,,1610612739,28,23,2025-04-10T23:37:00Z,1740000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-04-10T23:36:38.0Z,2,REGULAR,substitution,in,['startperiod'],1629660,,,1610612739,28,23,2025-04-10T23:37:00Z,1750000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-04-10T23:36:38.0Z,2,REGULAR,substitution,in,['startperiod'],1629631,,,1610612739,28,23,2025-04-10T23:37:00Z,1760000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-04-10T23:37:10.6Z,2,REGULAR,period,start,[],0,,,1610612739,28,23,2025-04-10T23:37:10Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M58.00S,2025-04-10T23:37:13.3Z,2,REGULAR,foul,personal,[],204456,,,1610612739,28,23,2025-04-10T23:37:22Z,1780000,False,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 1629660]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Left Corner 3,24+ Left,,,,202901.0,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,,
182,PT11M43.00S,2025-04-10T23:37:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,81.553876478318,45.34313725490196,1610612739,28,23,2025-04-10T23:37:45Z,1800000,False,-23.0,121.0,1,right,MISS T. Jerome 12' turnaround Shot,[1629660],1610612739.0,CLE,turnaround,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,12.31,Missed,,,,,,,,,,,,,,,,,,
183,PT11M40.00S,2025-04-10T23:37:44.6Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,28,23,2025-04-10T23:37:45Z,1810000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,
184,PT11M26.00S,2025-04-10T23:37:57.3Z,2,REGULAR,2pt,Jump Shot,[],1641716,21.76412614980289,46.81372549019608,1610612754,30,23,2025-04-10T23:38:08Z,1820000,False,16.0,152.0,1,left,J. Walker 15' fadeaway Jump Shot (5 PTS),[1641716],1610612754.0,IND,fadeaway,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,15.29,Made,5.0,,,,,,,,,,,,,,,,,
185,PT11M12.00S,2025-04-10T23:38:12.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,89.43823915900131,35.53921568627451,1610612739,30,25,2025-04-10T23:38:45Z,1830000,False,-72.0,47.0,1,right,T. Thompson 8' floating Jump Shot (4 PTS) (S. Merrill 2 AST),"[202684, 1630241]",1610612739.0,CLE,floating,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),8-16 Left,8.61,Made,4.0,,,,,,,,,,,,S. Merrill,1630241.0,2.0,,,
187,PT11M02.00S,2025-04-10T23:38:23.7Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612754,30,25,2025-04-10T23:38:30Z,1850000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630171, 1627783]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,202901.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
189,PT11M02.00S,2025-04-10T23:38:53.0Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,30,25,2025-04-10T23:39:15Z,1870000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT11M02.00S,2025-04-10T23:38:53.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,30,25,2025-04-10T23:39:15Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,
191,PT11M02.00S,2025-04-10T23:38:53.0Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,30,25,2025-04-10T23:39:15Z,1890000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT11M01.00S,2025-04-10T23:38:54.0Z,2,REGULAR,rebound,defensive,[],202684,,,1610612739,30,25,2025-04-10T23:39:17Z,1900000,False,,,0,,T. Thompson REBOUND (Off:1 Def:5),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,191.0,6.0,5.0,1.0,,,,,,
193,PT10M52.00S,2025-04-10T23:39:22.9Z,2,REGULAR,3pt,Jump Shot,[],1629631,65.91655716162943,58.08823529411765,1610612739,30,25,2025-04-10T23:39:28Z,1910000,False,40.0,268.0,1,right,MISS D. Hunter 27' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,27.09,Missed,,,,,,,,,,,,,,,,,,
194,PT10M48.00S,2025-04-10T23:39:26.9Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,30,25,2025-04-10T23:39:28Z,1920000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,
195,PT10M43.00S,2025-04-10T23:39:32.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628418,32.013797634691194,62.5,1610612754,30,25,2025-04-10T23:39:37Z,1930000,False,-62.0,248.0,1,left,MISS T. Bryant 25' running 3PT,[1628418],1610612754.0,IND,running,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
196,PT10M39.00S,2025-04-10T23:39:36.1Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,30,25,2025-04-10T23:39:37Z,1940000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,
197,PT10M33.00S,2025-04-10T23:39:41.5Z,2,REGULAR,3pt,Jump Shot,[],1630241,70.38436268068331,25.0,1610612739,30,25,2025-04-10T23:39:45Z,1950000,False,-125.0,226.0,1,right,MISS S. Merrill 25' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
198,PT10M31.00S,2025-04-10T23:39:43.5Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612739,30,25,2025-04-10T23:39:45Z,1960000,False,,,0,,D. Hunter REBOUND (Off:1 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,
199,PT10M30.00S,2025-04-10T23:39:44.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629631,92.06636005256242,47.05882352941176,1610612739,30,27,2025-04-10T23:39:48Z,1970000,False,-15.0,22.0,1,right,D. Hunter putback DUNK (4 PTS),[1629631],1610612739.0,CLE,putback,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.65,Made,4.0,,,,,,,,,,,,,,,,,
200,PT10M20.00S,2025-04-10T23:39:53.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.178055190538765,45.34313725490196,1610612754,32,27,2025-04-10T23:39:57Z,1980000,False,23.0,15.0,1,left,T. McConnell driving Layup (2 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,,,,,,,,,,,,,,,,,
201,PT10M11.00S,2025-04-10T23:40:03.2Z,2,REGULAR,3pt,Jump Shot,[],1629660,69.33311432325887,74.01960784313727,1610612739,32,30,2025-04-10T23:40:07Z,1990000,False,120.0,236.0,1,right,T. Jerome 26' 3PT pullup (10 PTS),[1629660],1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,26.46,Made,10.0,,,,,,,,,,,,,,,,,
202,PT09M55.00S,2025-04-10T23:40:19.0Z,2,REGULAR,3pt,Jump Shot,[],1641716,34.247700394218136,45.09803921568628,1610612754,32,30,2025-04-10T23:40:24Z,2000000,False,25.0,269.0,1,left,MISS J. Walker 27' pullup 3PT,[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
203,PT09M52.00S,2025-04-10T23:40:22.8Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,32,30,2025-04-10T23:40:22Z,2010000,False,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202.0,2.0,1.0,1.0,,,,,,
204,PT09M48.00S,2025-04-10T23:40:27.0Z,2,REGULAR,turnover,lost ball,[],1641716,,,1610612754,32,30,2025-04-10T23:42:18Z,2020000,False,,,0,,J. Walker lost ball TURNOVER (1 TO),"[1641716, 1629631]",1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Hunter,1629631.0
205,PT09M48.00S,2025-04-10T23:40:27.0Z,2,REGULAR,steal,,[],1629631,,,1610612739,32,30,2025-04-10T23:49:24Z,2030000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M38.00S,2025-04-10T23:40:36.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,94.56307490144546,29.65686274509804,1610612739,32,32,2025-04-10T23:40:39Z,2040000,False,-102.0,-1.0,1,right,D. Hunter 10' floating Jump Shot (6 PTS) (T. Jerome 2 AST),"[1629631, 1629660]",1610612739.0,CLE,floating,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,10.17,Made,6.0,,,,,,,,,,,,T. Jerome,1629660.0,2.0,,,
208,PT09M37.00S,2025-04-10T23:40:39.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,32,32,2025-04-10T23:40:39Z,2060000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M37.00S,2025-04-10T23:43:36.0Z,2,REGULAR,substitution,out,[],202684,,,1610612754,32,32,2025-04-10T23:43:56Z,2070000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M37.00S,2025-04-10T23:43:36.0Z,2,REGULAR,substitution,in,[],1629731,,,1610612754,32,32,2025-04-10T23:43:56Z,2080000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M18.00S,2025-04-10T23:44:26.3Z,2,REGULAR,3pt,Jump Shot,[],1631097,32.14520367936925,61.029411764705884,1610612754,32,32,2025-04-10T23:44:30Z,2090000,False,-55.0,250.0,1,left,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
212,PT09M15.00S,2025-04-10T23:44:29.3Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,32,32,2025-04-10T23:44:30Z,2100000,False,,,0,,T. McConnell REBOUND (Off:2 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,211.0,3.0,1.0,2.0,,,,,,
213,PT09M14.00S,2025-04-10T23:44:30.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,30.436925098554536,76.47058823529412,1610612754,32,32,2025-04-10T23:44:34Z,2110000,False,-132.0,234.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
214,PT09M10.00S,2025-04-10T23:44:34.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,32,32,2025-04-10T23:44:34Z,2120000,False,,,0,,D. Hunter REBOUND (Off:1 Def:3),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,213.0,4.0,3.0,1.0,,,,,,
215,PT09M03.00S,2025-04-10T23:44:40.4Z,2,REGULAR,3pt,Jump Shot,[],1630171,89.30683311432325,3.9215686274509802,1610612739,32,35,2025-04-10T23:44:48Z,2130000,False,-230.0,48.0,1,right,I. Okoro 3PT  (6 PTS) (T. Jerome 3 AST),"[1630171, 1629660]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.53,Made,6.0,,,,,,,,,,,,T. Jerome,1629660.0,3.0,,,
217,PT08M44.00S,2025-04-10T23:44:59.1Z,2,REGULAR,2pt,Jump Shot,[],1627783,14.011169513797633,28.921568627450984,1610612754,34,35,2025-04-10T23:47:08Z,2150000,False,105.0,79.0,1,left,P. Siakam 13' fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,13.18,Made,2.0,,,,,,,,,,,,,,,,,
218,PT08M35.00S,2025-04-10T23:45:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,92.72339027595268,52.94117647058824,1610612739,34,37,2025-04-10T23:45:11Z,2160000,False,15.0,16.0,1,right,T. Jerome driving Layup (12 PTS),[1629660],1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,2.17,Made,12.0,,,,,,,,,,,,,,,,,
219,PT08M13.00S,2025-04-10T23:45:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,6.1268068331143235,43.38235294117647,1610612754,34,37,2025-04-10T23:45:32Z,2170000,False,33.0,5.0,1,left,MISS B. Mathurin Layup,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
220,PT08M12.00S,2025-04-10T23:45:31.3Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612754,34,37,2025-04-10T23:45:31Z,2180000,False,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,219.0,3.0,2.0,1.0,,,,,,
221,PT08M12.00S,2025-04-10T23:45:31.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,6.915243101182654,48.03921568627451,1610612754,34,37,2025-04-10T23:45:34Z,2190000,False,10.0,13.0,1,left,MISS T. Bryant putback Layup,[1628418],1610612754.0,IND,putback,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
222,PT08M10.00S,2025-04-10T23:45:33.9Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,34,37,2025-04-10T23:45:34Z,2200000,False,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,221.0,2.0,2.0,0.0,,,,,,
223,PT08M03.00S,2025-04-10T23:45:41.2Z,2,REGULAR,2pt,Jump Shot,[],1629660,84.44480946123521,8.57843137254902,1610612739,34,37,2025-04-10T23:45:45Z,2210000,False,-207.0,94.0,1,right,MISS T. Jerome 22' pullup Shot,[1629660],1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Left,22.73,Missed,,,,,,,,,,,,,,,,,,
224,PT08M01.00S,2025-04-10T23:45:43.2Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,34,37,2025-04-10T23:45:45Z,2220000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,223.0,2.0,2.0,0.0,,,,,,
225,PT07M56.00S,2025-04-10T23:45:49.8Z,2,REGULAR,foul,personal,[],1629731,,,1610612754,34,37,2025-04-10T23:45:58Z,2230000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1628418]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,200832.0,1.0,0.0,Bryant,1628418.0,,,,,,,,,,,,
227,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,34,37,2025-04-10T23:46:14Z,2250000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,out,[],1628418,,,1610612754,34,37,2025-04-10T23:46:14Z,2260000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,out,[],1627783,,,1610612754,34,37,2025-04-10T23:46:14Z,2270000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,out,[],1630171,,,1610612754,34,37,2025-04-10T23:46:14Z,2280000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,in,[],1630167,,,1610612754,34,37,2025-04-10T23:46:14Z,2290000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,34,37,2025-04-10T23:46:14Z,2300000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,34,37,2025-04-10T23:46:14Z,2310000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M56.00S,2025-04-10T23:45:55.9Z,2,REGULAR,substitution,in,[],1628386,,,1610612754,34,37,2025-04-10T23:46:14Z,2320000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M47.00S,2025-04-10T23:46:31.7Z,2,REGULAR,2pt,Jump Shot,[],204456,14.011169513797633,24.509803921568626,1610612754,36,37,2025-04-10T23:46:35Z,2330000,False,127.0,79.0,1,left,T. McConnell 15' pullup Jump Shot (4 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,15.01,Made,4.0,,,,,,,,,,,,,,,,,
236,PT07M31.00S,2025-04-10T23:46:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,89.56964520367937,56.127450980392155,1610612739,36,39,2025-04-10T23:46:49Z,2340000,False,31.0,46.0,1,right,D. Hunter driving Layup (8 PTS),[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,8.0,,,,,,,,,,,,,,,,,
237,PT07M20.00S,2025-04-10T23:46:59.8Z,2,REGULAR,foul,offensive,[],1626167,,,1610612754,36,39,2025-04-10T23:47:04Z,2350000,False,,,0,,M. Turner offensive FOUL (2 PF),"[1626167, 1630241]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,200832.0,2.0,0.0,Merrill,1630241.0,,,,,,,,,,,,
239,PT07M20.00S,2025-04-10T23:46:59.8Z,2,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,36,39,2025-04-10T23:46:59Z,2370000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,200832.0,,,,,,,,,,,,,,1.0,,
240,PT07M20.00S,2025-04-10T23:47:04.7Z,2,REGULAR,substitution,out,[],1641716,,,1610612739,36,39,2025-04-10T23:47:10Z,2380000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M20.00S,2025-04-10T23:47:04.7Z,2,REGULAR,substitution,out,[],204456,,,1610612739,36,39,2025-04-10T23:47:10Z,2390000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M20.00S,2025-04-10T23:47:04.7Z,2,REGULAR,substitution,in,[],1630169,,,1610612739,36,39,2025-04-10T23:47:10Z,2400000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M20.00S,2025-04-10T23:47:04.7Z,2,REGULAR,substitution,in,[],1629614,,,1610612739,36,39,2025-04-10T23:47:10Z,2410000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M20.00S,2025-04-10T23:47:04.7Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,36,39,2025-04-10T23:47:16Z,2420000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M20.00S,2025-04-10T23:47:04.7Z,2,REGULAR,substitution,in,[],1641854,,,1610612739,36,39,2025-04-10T23:47:16Z,2430000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M08.00S,2025-04-10T23:47:40.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629660,83.52496714848883,55.14705882352941,1610612739,36,41,2025-04-10T23:50:08Z,2440000,False,26.0,102.0,1,right,T. Jerome 10' driving floating Jump Shot (14 PTS),[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,10.56,Made,14.0,,,,,,,,,,,,,,,,,
247,PT06M55.00S,2025-04-10T23:47:53.2Z,2,REGULAR,2pt,Jump Shot,[],1629614,17.082785808147175,88.50337009803921,1610612754,38,41,2025-04-10T23:48:01Z,2450000,False,-193.0,108.0,1,left,A. Nembhard 22' Jump Shot (2 PTS) (M. Turner 1 AST),"[1629614, 1626167]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left,22.08,Made,2.0,,,,,,,,,,,,M. Turner,1626167.0,1.0,,,
