actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
415,PT03M50.00S,2025-04-11T00:35:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,91.93495400788436,44.85294117647059,1610612754,68,76,2025-04-11T00:35:53Z,4100000,False,-26.0,23.0,1,right,A. Nesmith cutting Layup (17 PTS) (T. Haliburton 8 AST),"[1630174, 1630169]",1610612754.0,IND,cutting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.47,Made,17.0,,,,,,,,,,,,T. Haliburton,1630169.0,8.0,,,
417,PT03M37.00S,2025-04-11T00:36:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,9.411957950065702,40.68627450980392,1610612739,68,76,2025-04-11T00:36:06Z,4120000,False,47.0,36.0,1,left,MISS T. Jerome driving Layup,[1629660],1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
418,PT03M36.00S,2025-04-11T00:36:04.5Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,68,76,2025-04-11T00:36:06Z,4130000,False,,,0,,M. Turner REBOUND (Off:1 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,417.0,5.0,4.0,1.0,,,,,,
419,PT03M31.00S,2025-04-11T00:36:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,90.62089356110381,51.470588235294116,1610612754,70,76,2025-04-11T00:36:13Z,4140000,False,7.0,36.0,1,right,A. Nesmith running Layup (19 PTS) (T. Haliburton 9 AST),"[1630174, 1630169]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.65,Made,19.0,,,,,,,,,,,,T. Haliburton,1630169.0,9.0,,,
421,PT03M16.00S,2025-04-11T00:36:25.9Z,3,REGULAR,turnover,out-of-bounds,[],1629660,,,1610612739,70,76,2025-04-11T00:36:29Z,4160000,False,,,0,,T. Jerome bad pass out-of-bounds TURNOVER (2 TO),[1629660],1610612739.0,CLE,bad pass,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,,,,200832.0,,,,,,,,,,,,,,2.0,,
422,PT03M16.00S,2025-04-11T00:36:28.1Z,3,REGULAR,substitution,out,[],1629660,,,1610612754,70,76,2025-04-11T00:36:45Z,4170000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M16.00S,2025-04-11T00:36:28.1Z,3,REGULAR,substitution,out,[],1629631,,,1610612754,70,76,2025-04-11T00:36:45Z,4180000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M16.00S,2025-04-11T00:36:28.1Z,3,REGULAR,substitution,in,[],1641854,,,1610612754,70,76,2025-04-11T00:36:45Z,4190000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M16.00S,2025-04-11T00:36:28.1Z,3,REGULAR,substitution,in,[],1642281,,,1610612754,70,76,2025-04-11T00:36:45Z,4200000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M05.00S,2025-04-11T00:37:08.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612754,70,76,2025-04-11T00:37:18Z,4210000,False,,,0,,I. Okoro shooting personal FOUL (4 PF) (Toppin 2 FT),"[1630171, 1630167]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,202901.0,4.0,0.0,Toppin,1630167.0,,,,,,,,,,,,
428,PT03M05.00S,2025-04-11T00:37:44.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630167,,,1610612754,71,76,2025-04-11T00:37:44Z,4230000,False,,,0,,O. Toppin Free Throw 1 of 2 (8 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
429,PT03M05.00S,2025-04-11T00:37:45.4Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,71,76,2025-04-11T00:37:56Z,4240000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M05.00S,2025-04-11T00:37:45.4Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,71,76,2025-04-11T00:37:56Z,4250000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M05.00S,2025-04-11T00:37:45.4Z,3,REGULAR,substitution,out,[],1629731,,,1610612754,71,76,2025-04-11T00:37:56Z,4260000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M05.00S,2025-04-11T00:37:45.4Z,3,REGULAR,substitution,in,[],204456,,,1610612754,71,76,2025-04-11T00:37:56Z,4270000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M05.00S,2025-04-11T00:37:45.4Z,3,REGULAR,substitution,in,[],1627783,,,1610612754,71,76,2025-04-11T00:37:56Z,4280000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M05.00S,2025-04-11T00:37:45.4Z,3,REGULAR,substitution,in,[],1630241,,,1610612754,71,76,2025-04-11T00:37:56Z,4290000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M05.00S,2025-04-11T00:37:44.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630167,,,1610612754,71,76,2025-04-11T00:38:16Z,4300000,False,,,0,,MISS O. Toppin Free Throw 2 of 2,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
436,PT03M05.00S,2025-04-11T00:37:44.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,71,76,2025-04-11T00:38:16Z,4310000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,435.0,,,,,,,,,
438,PT02M48.00S,2025-04-11T00:38:41.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630241,7.5722733245729295,51.71568627450981,1610612739,71,76,2025-04-11T00:38:44Z,4330000,False,-9.0,19.0,1,left,MISS S. Merrill driving Layup - blocked,"[1630241, 1630169]",1610612739.0,CLE,driving,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,Haliburton,1630169.0,,,,,,,,,,
439,PT02M48.00S,2025-04-11T00:38:41.8Z,3,REGULAR,block,,[],1630169,,,1610612739,71,76,2025-04-11T00:38:43Z,4340000,False,,,0,,T. Haliburton BLOCK (3 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
440,PT02M47.00S,2025-04-11T00:38:42.8Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,71,76,2025-04-11T00:38:44Z,4350000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:6),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,438.0,6.0,6.0,0.0,,,,,,
441,PT02M42.00S,2025-04-11T00:38:48.9Z,3,REGULAR,3pt,Jump Shot,[],1631097,79.97700394218134,6.372549019607843,1610612754,71,76,2025-04-11T00:39:43Z,4360000,False,-218.0,136.0,1,right,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
442,PT02M37.00S,2025-04-11T00:38:53.9Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,71,76,2025-04-11T00:39:43Z,4370000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,441.0,2.0,1.0,1.0,,,,,,
443,PT02M37.00S,2025-04-11T00:38:53.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,94.40999984741211,50.0,1610612754,73,76,2025-04-11T00:38:53Z,4380000,False,0.0,0.0,1,right,O. Toppin tip Layup (10 PTS),[1630167],1610612754.0,IND,tip,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
444,PT02M20.00S,2025-04-11T00:39:11.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,11.777266754270697,51.71568627450981,1610612739,73,76,2025-04-11T00:39:19Z,4390000,False,-9.0,58.0,1,left,MISS C. Porter Jr. driving Layup - blocked,"[1641854, 204456]",1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,McConnell,204456.0,,,,,,,,,,
445,PT02M20.00S,2025-04-11T00:39:11.0Z,3,REGULAR,block,,[],204456,,,1610612739,73,76,2025-04-11T00:39:12Z,4400000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT02M19.00S,2025-04-11T00:39:12.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,73,76,2025-04-11T00:39:19Z,4410000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,444.0,,,,,,,,,
448,PT02M05.00S,2025-04-11T00:39:36.9Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1642281,,,1610612754,73,76,2025-04-11T00:39:44Z,4430000,False,,,0,,J. Tyson defensive-3-second technical FOUL (1 Tech),[1642281],1610612739.0,CLE,defensive-3-second,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,200832.0,0.0,1.0,,,,,,,,,,,,,,
449,PT02M05.00S,2025-04-11T00:40:00.4Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,74,76,2025-04-11T00:40:00Z,4440000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (14 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
450,PT02M05.00S,2025-04-11T00:40:01.1Z,3,REGULAR,substitution,out,[],1630171,,,1610612754,74,76,2025-04-11T00:40:08Z,4450000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M05.00S,2025-04-11T00:40:01.1Z,3,REGULAR,substitution,in,[],1629750,,,1610612754,74,76,2025-04-11T00:40:08Z,4460000,False,,,0,,SUB in: J. Green,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M53.00S,2025-04-11T00:40:27.5Z,3,REGULAR,2pt,Jump Shot,[],1631097,73.79476018396846,71.59160539215686,1610612754,76,76,2025-04-11T00:40:34Z,4470000,False,108.0,194.0,1,right,B. Mathurin 22' pullup Jump Shot (7 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,22.19,Made,7.0,,,,,,,,,,,,,,,,,
453,PT01M39.00S,2025-04-11T00:40:48.0Z,3,REGULAR,foul,personal,[],1630169,,,1610612739,76,76,2025-04-11T00:40:52Z,4480000,False,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 1630241]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,200832.0,1.0,0.0,Merrill,1630241.0,,,,,,,,,,,,
455,PT01M29.00S,2025-04-11T00:41:14.2Z,3,REGULAR,2pt,Jump Shot,[],1641854,25.312089356110377,58.57843137254902,1610612739,76,76,2025-04-11T00:41:21Z,4500000,False,-43.0,185.0,1,left,MISS C. Porter Jr. 19' step back Shot,[1641854],1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,19.03,Missed,,,,,,,,,,,,,,,,,,
456,PT01M26.00S,2025-04-11T00:41:17.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,76,76,2025-04-11T00:41:30Z,4510000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,455.0,,,,,,,,,
458,PT01M16.00S,2025-04-11T00:41:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,90.09526938239159,43.38235294117647,1610612754,78,76,2025-04-11T00:42:15Z,4530000,False,-33.0,41.0,1,right,T. McConnell driving finger roll Layup (6 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,6.0,,,,,,,,,,,,,,,,,
459,PT01M03.00S,2025-04-11T00:42:04.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,12.828515111695138,36.76470588235294,1610612739,78,78,2025-04-11T00:42:51Z,4540000,False,66.0,68.0,1,left,T. Thompson 9' driving floating bank Jump Shot (6 PTS),[202684],1610612739.0,CLE,driving floating bank,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),8-16 Right,9.5,Made,6.0,,,,,,,,,,,,,,,,,
460,PT00M58.60S,2025-04-11T00:42:13.1Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201690,,,1610612754,78,78,2025-04-11T00:42:27Z,4550000,False,,,0,,TEAM foul technical,[201690],1610612739.0,CLE,,,,,,,,,,,,,,,204058.0,,,,,,,,,,,,,,,,
461,PT00M58.60S,2025-04-11T00:42:32.0Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201690,,,1610612754,78,78,2025-04-11T00:42:39Z,4560000,False,,,0,,TEAM foul technical,[201690],1610612739.0,CLE,,,,,,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,
462,PT00M58.60S,2025-04-11T00:42:41.1Z,3,REGULAR,ejection,other,[],201690,,,1610612754,78,78,2025-04-11T00:42:54Z,4570000,False,,,0,,Ejection,[201690],1610612739.0,CLE,,,,,,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,
463,PT00M58.60S,2025-04-11T00:43:12.0Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,78,78,2025-04-11T00:43:12Z,4580000,False,,,0,,MISS T. Haliburton technical Free Throw 1 of 1,[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
464,PT00M58.60S,2025-04-11T00:43:12.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,78,78,2025-04-11T00:43:12Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,463.0,,,,,,,,,
465,PT00M58.60S,2025-04-11T00:43:30.0Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,79,78,2025-04-11T00:43:30Z,4600000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (15 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
466,PT00M44.80S,2025-04-11T00:43:58.2Z,3,REGULAR,2pt,Jump Shot,[],1631097,90.3580814717477,89.2156862745098,1610612754,81,78,2025-04-11T00:44:03Z,4610000,False,196.0,38.0,1,right,B. Mathurin 19' pullup Jump Shot (9 PTS) (T. McConnell 4 AST),"[1631097, 204456]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,19.98,Made,9.0,,,,,,,,,,,,T. McConnell,204456.0,4.0,,,
468,PT00M33.10S,2025-04-11T00:44:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,11.514454664914586,45.588235294117645,1610612739,81,80,2025-04-11T00:44:36Z,4630000,False,22.0,56.0,1,left,C. Porter Jr. driving floating Jump Shot (9 PTS),[1641854],1610612739.0,CLE,driving floating,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,9.0,,,,,,,,,,,,,,,,,
469,PT00M31.70S,2025-04-11T00:44:18.8Z,3,REGULAR,turnover,bad pass,[],1630167,,,1610612754,81,80,2025-04-11T00:44:22Z,4640000,False,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1629750]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Green,1629750.0
470,PT00M31.70S,2025-04-11T00:44:18.8Z,3,REGULAR,steal,,[],1629750,,,1610612739,81,80,2025-04-11T00:44:20Z,4650000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
471,PT00M30.80S,2025-04-11T00:44:21.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,7.178055190538765,51.225490196078425,1610612739,81,82,2025-04-11T00:44:24Z,4660000,False,-6.0,15.0,1,left,J. Green Layup (2 PTS),[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.62,Made,2.0,,,,,,,,,,,,,,,,,
472,PT00M06.80S,2025-04-11T00:44:46.5Z,3,REGULAR,3pt,Jump Shot,[],1630169,82.60512483574244,94.36274509803921,1610612754,81,82,2025-04-11T00:46:07Z,4670000,False,222.0,111.0,1,right,MISS T. Haliburton 24' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
473,PT00M04.10S,2025-04-11T00:44:49.2Z,3,REGULAR,rebound,defensive,[],202684,,,1610612739,81,82,2025-04-11T00:46:07Z,4680000,False,,,0,,T. Thompson REBOUND (Off:1 Def:8),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,472.0,9.0,8.0,1.0,,,,,,
474,PT00M00.00S,2025-04-11T00:45:00.3Z,3,REGULAR,period,end,[],0,,,1610612739,81,82,2025-04-11T00:45:00Z,4690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2025-04-11T00:47:21.8Z,4,REGULAR,substitution,out,['startperiod'],1630169,,,1610612739,81,82,2025-04-11T00:48:16Z,4700000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2025-04-11T00:47:21.8Z,4,REGULAR,substitution,out,['startperiod'],202684,,,1610612739,81,82,2025-04-11T00:48:16Z,4710000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2025-04-11T00:47:21.8Z,4,REGULAR,substitution,out,['startperiod'],1642281,,,1610612739,81,82,2025-04-11T00:48:16Z,4720000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2025-04-11T00:47:21.8Z,4,REGULAR,substitution,in,['startperiod'],1641716,,,1610612739,81,82,2025-04-11T00:48:16Z,4730000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2025-04-11T00:47:21.8Z,4,REGULAR,substitution,in,['startperiod'],1629631,,,1610612739,81,82,2025-04-11T00:48:16Z,4740000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2025-04-11T00:47:21.8Z,4,REGULAR,substitution,in,['startperiod'],1629731,,,1610612739,81,82,2025-04-11T00:48:16Z,4750000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2025-04-11T00:48:34.0Z,4,REGULAR,period,start,[],0,,,1610612754,81,82,2025-04-11T00:48:34Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT11M36.00S,2025-04-11T00:49:01.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,81,82,2025-04-11T00:49:06Z,4770000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,200832.0,,,,,,,,,,,,,,,,
483,PT11M25.00S,2025-04-11T00:49:21.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,25.18068331143233,50.49019607843137,1610612739,81,82,2025-04-11T00:49:26Z,4780000,False,-2.0,184.0,1,left,MISS D. Hunter 18' Jump Shot,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,18.42,Missed,,,,,,,,,,,,,,,,,,
484,PT11M21.00S,2025-04-11T00:49:25.9Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,81,82,2025-04-11T00:49:26Z,4790000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,483.0,3.0,2.0,1.0,,,,,,
485,PT11M05.00S,2025-04-11T00:49:40.9Z,4,REGULAR,turnover,bad pass,[],1641716,,,1610612754,81,82,2025-04-11T00:49:44Z,4800000,False,,,0,,J. Walker bad pass TURNOVER (2 TO),"[1641716, 1629731]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,2.0,Wade,1629731.0
486,PT11M05.00S,2025-04-11T00:49:40.9Z,4,REGULAR,steal,,[],1629731,,,1610612739,81,82,2025-04-11T00:49:42Z,4810000,False,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
487,PT11M01.00S,2025-04-11T00:49:45.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630241,20.844283837056505,93.38235294117648,1610612739,81,85,2025-04-11T00:49:49Z,4820000,False,-217.0,143.0,1,left,S. Merrill 26' 3PT running (6 PTS) (C. Porter Jr. 2 AST),"[1630241, 1641854]",1610612739.0,CLE,running,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,26.0,Made,6.0,,,,,,,,,,,,C. Porter Jr.,1641854.0,2.0,,,
489,PT10M47.00S,2025-04-11T00:49:59.7Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612754,81,85,2025-04-11T00:50:02Z,4840000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1630241]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Merrill,1630241.0
490,PT10M47.00S,2025-04-11T00:49:59.7Z,4,REGULAR,steal,,[],1630241,,,1610612739,81,85,2025-04-11T00:51:13Z,4850000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
491,PT10M44.00S,2025-04-11T00:50:05.5Z,4,REGULAR,turnover,double dribble,[],1641854,,,1610612739,81,85,2025-04-11T00:50:10Z,4860000,False,,,0,,C. Porter Jr. double dribble TURNOVER (3 TO),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,200832.0,,,,,,,,,,,,,,3.0,,
492,PT10M27.00S,2025-04-11T00:50:34.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641716,91.27792378449409,41.42156862745098,1610612754,83,85,2025-04-11T00:50:38Z,4870000,False,-43.0,29.0,1,right,J. Walker driving Layup (7 PTS) (O. Toppin 2 AST),"[1641716, 1630167]",1610612754.0,IND,driving,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,7.0,,,,,,,,,,,,O. Toppin,1630167.0,2.0,,,
493,PT10M17.00S,2025-04-11T00:50:44.3Z,4,REGULAR,3pt,Jump Shot,[],1630241,31.488173455978973,28.921568627450984,1610612739,83,88,2025-04-11T00:50:47Z,4880000,False,105.0,243.0,1,left,S. Merrill 26' 3PT  (9 PTS) (J. Green 2 AST),"[1630241, 1629750]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.53,Made,9.0,,,,,,,,,,,,J. Green,1629750.0,2.0,,,
496,PT10M03.00S,2025-04-11T00:51:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.46057818659659,48.28431372549019,1610612754,85,88,2025-04-11T00:51:02Z,4900000,False,-9.0,18.0,1,right,P. Siakam Layup (7 PTS) (B. Mathurin 1 AST),"[1627783, 1631097]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.03,Made,7.0,,,,,,,,,,,,B. Mathurin,1631097.0,1.0,,,
498,PT10M03.00S,2025-04-11T00:51:01.7Z,4,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612754,85,88,2025-04-11T00:51:13Z,4920000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Siakam 1 FT),"[1629750, 1627783]",1610612739.0,CLE,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,204058.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
