actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
256,PT03M56.00S,2025-03-02T22:55:34.3Z,2,REGULAR,3pt,Jump Shot,[],1630174,6.1268068331143235,96.32352941176471,1610612754,52,56,2025-03-02T22:55:38Z,2550000,False,-232.0,5.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M53.00S,2025-03-02T22:55:37.3Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,52,56,2025-03-02T22:55:38Z,2560000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,Left Corner 3,24+ Left,,,,,,,,,,,256.0,3.0,2.0,1.0,,,,,,,,,,,,
258,PT03M47.00S,2025-03-02T22:55:42.6Z,2,REGULAR,3pt,Jump Shot,[],1631207,82.7365308804205,4.166666666666666,1610612741,52,56,2025-03-02T23:02:29Z,2570000,False,-229.0,110.0,1,right,MISS D. Terry 25' 3PT,[1631207],1610612741.0,CHI,,Terry,D. Terry,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M45.00S,2025-03-02T22:55:44.6Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,52,56,2025-03-02T22:55:47Z,2580000,False,,,0,,A. Nesmith REBOUND (Off:2 Def:2),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,Above the Break 3,24+ Left Center,,,,,,,,,,,258.0,4.0,2.0,2.0,,,,,,,,,,,,
260,PT03M42.00S,2025-03-02T22:55:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,6.652431011826544,48.03921568627451,1610612754,54,56,2025-03-02T22:55:52Z,2590000,False,10.0,10.0,1,left,P. Siakam running finger roll Layup (14 PTS) (T. Haliburton 4 AST),"[1627783, 1630169]",1610612754.0,IND,,Siakam,P. Siakam,Restricted Area,0-8 Center,1.4,Made,14.0,T. Haliburton,1630169.0,4.0,running finger roll,,,,,,,,,,,,,,,,,,,
262,PT03M41.00S,2025-03-02T22:55:52.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,54,56,2025-03-02T22:55:52Z,2610000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M41.00S,2025-03-02T22:57:09.1Z,2,REGULAR,substitution,out,[],1630174,,,1610612741,54,56,2025-03-02T22:57:18Z,2620000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M41.00S,2025-03-02T22:57:09.1Z,2,REGULAR,substitution,in,[],1641767,,,1610612741,54,56,2025-03-02T22:57:18Z,2630000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M27.00S,2025-03-02T22:57:43.4Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612741,54,56,2025-03-02T22:58:18Z,2640000,False,,,0,,Z. Collins bad pass TURNOVER (2 TO),"[1628380, 1629614]",1610612741.0,CHI,,Collins,Z. Collins,Mid-Range,16-24 Left Center,,,,,,,,2.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,
267,PT03M27.00S,2025-03-02T22:57:43.4Z,2,REGULAR,steal,,[],1629614,,,1610612754,54,56,2025-03-02T22:57:45Z,2650000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M23.00S,2025-03-02T22:57:47.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628418,6.258212877792378,50.49019607843137,1610612754,56,56,2025-03-02T22:57:52Z,2660000,False,-2.0,6.0,1,left,T. Bryant running DUNK (2 PTS) (P. Siakam 1 AST),"[1628418, 1627783]",1610612754.0,IND,,Bryant,T. Bryant,Restricted Area,0-8 Center,0.68,Made,2.0,P. Siakam,1627783.0,1.0,running,,,,,,,,,,,,,,,,,,,
270,PT03M10.00S,2025-03-02T22:58:01.6Z,2,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612741,56,56,2025-03-02T22:58:08Z,2680000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Collins 2 FT),"[1628418, 1628380]",1610612754.0,IND,202056.0,Bryant,T. Bryant,In The Paint (Non-RA),0-8 Center,,,,,,,shooting,,,,,,,,1.0,0.0,Collins,1628380.0,,,,,,,,
272,PT03M10.00S,2025-03-02T22:58:26.7Z,2,REGULAR,freethrow,1 of 2,[],1628380,,,1610612741,56,57,2025-03-02T22:58:26Z,2700000,False,,,0,,Z. Collins Free Throw 1 of 2 (8 PTS),[1628380],1610612741.0,CHI,,Collins,Z. Collins,,,,Made,8.0,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M10.00S,2025-03-02T22:58:41.1Z,2,REGULAR,freethrow,2 of 2,[],1628380,,,1610612741,56,58,2025-03-02T22:58:41Z,2710000,False,,,0,,Z. Collins Free Throw 2 of 2 (9 PTS),[1628380],1610612741.0,CHI,,Collins,Z. Collins,,,,Made,9.0,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M58.00S,2025-03-02T22:58:53.9Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,56,58,2025-03-02T22:58:56Z,2720000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1641824]",1610612754.0,IND,,Haliburton,T. Haliburton,Mid-Range,8-16 Left,,,,,,,,1.0,Buzelis,1641824.0,,,,,,,,,,,,,,,,
275,PT02M58.00S,2025-03-02T22:58:53.9Z,2,REGULAR,steal,,[],1641824,,,1610612741,56,58,2025-03-02T22:58:55Z,2730000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M54.00S,2025-03-02T22:58:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,93.24901445466492,47.05882352941176,1610612741,56,60,2025-03-02T22:59:03Z,2740000,False,-15.0,11.0,1,right,J. Giddey running reverse Layup (7 PTS) (C. White 1 AST),"[1630581, 1629632]",1610612741.0,CHI,,Giddey,J. Giddey,Restricted Area,0-8 Center,1.84,Made,7.0,C. White,1629632.0,1.0,running reverse,,,,,,,,,,,,,,,,,,,
278,PT02M54.00S,2025-03-02T22:59:01.2Z,2,REGULAR,foul,personal,['1freethrow'],1641767,,,1610612741,56,60,2025-03-02T22:59:10Z,2760000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Giddey 1 FT),"[1641767, 1630581]",1610612754.0,IND,2005.0,Sheppard,B. Sheppard,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,,,1.0,0.0,Giddey,1630581.0,,,,,,,,
280,PT02M54.00S,2025-03-02T22:59:20.5Z,2,REGULAR,substitution,out,[],1627783,,,1610612741,56,60,2025-03-02T23:00:23Z,2780000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M54.00S,2025-03-02T22:59:20.5Z,2,REGULAR,substitution,in,[],1630167,,,1610612741,56,60,2025-03-02T23:00:23Z,2790000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M54.00S,2025-03-02T22:59:20.5Z,2,REGULAR,substitution,out,[],1628418,,,1610612741,56,60,2025-03-02T23:00:23Z,2800000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M54.00S,2025-03-02T22:59:20.5Z,2,REGULAR,substitution,in,[],1626167,,,1610612741,56,60,2025-03-02T23:00:23Z,2810000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M54.00S,2025-03-02T22:59:52.0Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630581,,,1610612741,56,61,2025-03-02T22:59:52Z,2820000,False,,,0,,J. Giddey Free Throw 1 of 1 (8 PTS),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,Made,8.0,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M41.00S,2025-03-02T23:00:06.9Z,2,REGULAR,2pt,Jump Shot,[],1630169,17.95335085413929,24.754901960784316,1610612754,58,61,2025-03-02T23:07:08Z,2830000,False,126.0,116.0,1,left,T. Haliburton 17' step back Jump Shot (13 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Mid-Range,16-24 Right Center,17.16,Made,13.0,,,,step back,,,,,,,,,,,,,,,,,,,
286,PT02M26.00S,2025-03-02T23:00:20.8Z,2,REGULAR,3pt,Jump Shot,[],1641824,73.40670170827858,19.362745098039216,1610612741,58,61,2025-03-02T23:00:24Z,2840000,False,-153.0,197.0,1,right,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M24.00S,2025-03-02T23:00:22.8Z,2,REGULAR,rebound,defensive,[],1641767,,,1610612754,58,61,2025-03-02T23:00:24Z,2850000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:2),[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,Above the Break 3,24+ Left Center,,,,,,,,,,,286.0,2.0,2.0,0.0,,,,,,,,,,,,
288,PT02M14.00S,2025-03-02T23:00:32.5Z,2,REGULAR,3pt,Jump Shot,[],1626167,34.11629434954008,40.68627450980392,1610612754,58,61,2025-03-02T23:00:37Z,2860000,False,47.0,268.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M10.00S,2025-03-02T23:00:36.5Z,2,REGULAR,rebound,defensive,[],1631207,,,1610612741,58,61,2025-03-02T23:00:37Z,2870000,False,,,0,,D. Terry REBOUND (Off:0 Def:1),[1631207],1610612741.0,CHI,,Terry,D. Terry,Above the Break 3,24+ Center,,,,,,,,,,,288.0,1.0,1.0,0.0,,,,,,,,,,,,
290,PT02M02.00S,2025-03-02T23:00:44.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,92.59198423127464,49.754901960784316,1610612741,58,63,2025-03-02T23:00:51Z,2880000,False,-1.0,17.0,1,right,M. Buzelis cutting DUNK (9 PTS),[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Restricted Area,0-8 Center,1.71,Made,9.0,,,,cutting,,,,,,,,,,,,,,,,,,,
292,PT01M44.00S,2025-03-02T23:01:02.0Z,2,REGULAR,3pt,Jump Shot,[],1626167,32.40801576872536,60.049019607843135,1610612754,61,63,2025-03-02T23:01:06Z,2900000,False,-50.0,252.0,1,left,M. Turner 25' 3PT  (8 PTS) (A. Nembhard 4 AST),"[1626167, 1629614]",1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Center,25.7,Made,8.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,,,,,,,,,,,
294,PT01M29.00S,2025-03-02T23:01:18.9Z,2,REGULAR,2pt,Layup,[],1630581,91.67214191852825,32.84313725490196,1610612741,61,65,2025-03-02T23:01:25Z,2920000,False,-86.0,26.0,1,right,J. Giddey 8' driving Layup (10 PTS),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,Mid-Range,8-16 Left,8.96,Made,10.0,,,,driving,,,,,,,,,,,,,,,,,,,
295,PT01M11.00S,2025-03-02T23:01:35.6Z,2,REGULAR,3pt,Jump Shot,[],1641767,18.478975032851512,4.411764705882353,1610612754,64,65,2025-03-02T23:01:39Z,2930000,False,228.0,121.0,1,left,B. Sheppard 25' 3PT  (6 PTS) (T. Haliburton 5 AST),"[1641767, 1630169]",1610612754.0,IND,,Sheppard,B. Sheppard,Above the Break 3,24+ Right Center,25.81,Made,6.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,,,,,,,
297,PT00M54.30S,2025-03-02T23:01:54.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628380,92.72339027595268,47.05882352941176,1610612741,64,67,2025-03-02T23:01:57Z,2950000,False,-15.0,16.0,1,right,Z. Collins cutting DUNK (11 PTS) (M. Buzelis 3 AST),"[1628380, 1641824]",1610612741.0,CHI,,Collins,Z. Collins,Restricted Area,0-8 Center,2.17,Made,11.0,M. Buzelis,1641824.0,3.0,cutting,,,,,,,,,,,,,,,,,,,
299,PT00M30.20S,2025-03-02T23:02:21.4Z,2,REGULAR,2pt,Jump Shot,[],1630169,16.245072273324574,25.49019607843137,1610612754,66,67,2025-03-02T23:02:26Z,2970000,False,123.0,100.0,1,left,T. Haliburton 15' driving floating Jump Shot (15 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Mid-Range,8-16 Right,15.83,Made,15.0,,,,driving floating,,,,,,,,,,,,,,,,,,,
300,PT00M05.50S,2025-03-02T23:02:53.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,66,67,2025-03-02T23:02:59Z,2980000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,203591.0,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M02.00S,2025-03-02T23:03:06.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,43.446123521682,66.66666666666666,1610612754,66,67,2025-03-02T23:03:11Z,2990000,False,-83.0,356.0,1,left,MISS T. Haliburton 36' pullup 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Above the Break 3,24+ Center,36.55,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,
302,PT00M02.00S,2025-03-02T23:03:06.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,66,67,2025-03-02T23:03:11Z,3000000,False,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,Above the Break 3,24+ Center,,,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,,,,,,
303,PT00M00.00S,2025-03-02T23:03:10.1Z,2,REGULAR,period,end,[],0,,,1610612741,66,67,2025-03-02T23:03:10Z,3010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2025-03-02T23:17:41.4Z,3,REGULAR,substitution,out,['startperiod'],1641767,,,1610612741,66,67,2025-03-02T23:18:09Z,3020000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2025-03-02T23:17:41.4Z,3,REGULAR,substitution,out,['startperiod'],1630167,,,1610612741,66,67,2025-03-02T23:18:09Z,3030000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2025-03-02T23:17:41.4Z,3,REGULAR,substitution,out,['startperiod'],1631207,,,1610612741,66,67,2025-03-02T23:18:09Z,3040000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2025-03-02T23:17:41.4Z,3,REGULAR,substitution,in,['startperiod'],1630174,,,1610612741,66,67,2025-03-02T23:18:09Z,3050000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2025-03-02T23:17:41.4Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612741,66,67,2025-03-02T23:18:09Z,3060000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2025-03-02T23:17:41.4Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612741,66,67,2025-03-02T23:18:09Z,3070000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2025-03-02T23:18:29.5Z,3,REGULAR,period,start,[],0,,,1610612741,66,67,2025-03-02T23:18:29Z,3080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT11M37.00S,2025-03-02T23:18:54.2Z,3,REGULAR,3pt,Jump Shot,[],1626167,67.49342969776609,53.67647058823529,1610612754,66,67,2025-03-02T23:19:10Z,3090000,False,18.0,253.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,,,,,,,
312,PT11M36.00S,2025-03-02T23:18:55.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,66,67,2025-03-02T23:19:10Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,Above the Break 3,24+ Center,,,,,,,,,,,311.0,,,,,,,,,,,,,,,
313,PT11M36.00S,2025-03-02T23:19:01.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,66,67,2025-03-02T23:19:06Z,3110000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,2005.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT11M26.00S,2025-03-02T23:19:20.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629632,6.783837056504599,50.0,1610612741,66,69,2025-03-02T23:19:25Z,3120000,False,0.0,11.0,1,left,C. White driving DUNK (22 PTS),[1629632],1610612741.0,CHI,,White,C. White,Restricted Area,0-8 Center,1.13,Made,22.0,,,,driving,,,,,,,,,,,,,,,,,,,
316,PT11M05.00S,2025-03-02T23:19:54.6Z,3,REGULAR,foul,personal,[],1630200,,,1610612754,66,69,2025-03-02T23:19:59Z,3140000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1630169]",1610612741.0,CHI,2005.0,Jones,T. Jones,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,0.0,Haliburton,1630169.0,,,,,,,,
318,PT10M54.00S,2025-03-02T23:20:18.7Z,3,REGULAR,3pt,Jump Shot,[],1630174,70.25295663600527,82.59803921568627,1610612754,66,69,2025-03-02T23:20:23Z,3160000,False,163.0,227.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,Above the Break 3,24+ Right Center,27.95,Missed,,,,,,,,,,,,,,,,,,,,,,,,
319,PT10M52.00S,2025-03-02T23:20:20.7Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612741,66,69,2025-03-02T23:20:34Z,3170000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,Above the Break 3,24+ Right Center,,,,,,,,,,,318.0,5.0,4.0,1.0,,,,,,,,,,,,
320,PT10M45.00S,2025-03-02T23:20:28.1Z,3,REGULAR,3pt,Jump Shot,[],1628380,33.327858081471746,40.44117647058824,1610612741,66,69,2025-03-02T23:20:32Z,3180000,False,48.0,261.0,1,left,MISS Z. Collins 26' 3PT,[1628380],1610612741.0,CHI,,Collins,Z. Collins,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,,,,,,,
321,PT10M42.00S,2025-03-02T23:20:31.1Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,66,69,2025-03-02T23:20:32Z,3190000,False,,,0,,A. Nesmith REBOUND (Off:2 Def:3),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,Above the Break 3,24+ Center,,,,,,,,,,,320.0,5.0,3.0,2.0,,,,,,,,,,,,
322,PT10M26.00S,2025-03-02T23:20:46.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,65.65374507227332,43.13725490196079,1610612754,66,69,2025-03-02T23:20:50Z,3200000,False,-34.0,270.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,Above the Break 3,24+ Center,27.26,Missed,,,,,,,,,,,,,,,,,,,,,,,,
323,PT10M24.00S,2025-03-02T23:20:48.5Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,66,69,2025-03-02T23:20:50Z,3210000,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Center,,,,,,,,,,,322.0,4.0,4.0,0.0,,,,,,,,,,,,
324,PT10M13.00S,2025-03-02T23:21:00.1Z,3,REGULAR,3pt,Jump Shot,[],1630581,35.43035479632063,46.07843137254902,1610612741,66,69,2025-03-02T23:21:05Z,3220000,False,20.0,281.0,1,left,MISS J. Giddey 28' 3PT,[1630581],1610612741.0,CHI,,Giddey,J. Giddey,Above the Break 3,24+ Center,28.12,Missed,,,,,,,,,,,,,,,,,,,,,,,,
325,PT10M10.00S,2025-03-02T23:21:03.1Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,66,69,2025-03-02T23:21:05Z,3230000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Center,,,,,,,,,,,324.0,5.0,5.0,0.0,,,,,,,,,,,,
326,PT10M03.00S,2025-03-02T23:21:11.6Z,3,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,66,69,2025-03-02T23:21:16Z,3240000,False,,,0,,P. Siakam lost ball out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,203591.0,Siakam,P. Siakam,Restricted Area,0-8 Center,,,,,,,lost ball,1.0,,,,,,,,,,,,,,,,,,
327,PT09M49.00S,2025-03-02T23:21:32.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641824,8.886333771353483,95.34313725490196,1610612741,66,72,2025-03-02T23:21:36Z,3250000,False,-227.0,31.0,1,left,M. Buzelis 3PT  (12 PTS) (T. Jones 3 AST),"[1641824, 1630200]",1610612741.0,CHI,,Buzelis,M. Buzelis,Left Corner 3,24+ Left,22.88,Made,12.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,,,,,,,,,
329,PT09M31.00S,2025-03-02T23:21:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.11760840998686,52.450980392156865,1610612754,66,72,2025-03-02T23:21:52Z,3270000,False,12.0,12.0,1,right,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,,Turner,M. Turner,Restricted Area,0-8 Center,1.73,Missed,,,,,driving,,,,,,,,,,,,,,,,,,,
330,PT09M29.00S,2025-03-02T23:21:52.3Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,66,72,2025-03-02T23:21:52Z,3280000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Restricted Area,0-8 Center,,,,,,,,,,,329.0,3.0,2.0,1.0,,,,,,,,,,,,
331,PT09M29.00S,2025-03-02T23:21:52.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,94.40999984741211,50.0,1610612754,68,72,2025-03-02T23:21:52Z,3290000,False,0.0,0.0,1,right,T. Haliburton tip Layup (17 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Mid-Range,8-16 Left,0.0,Made,17.0,,,,tip,,,,,,,,,,,,,,,,,,,
332,PT09M13.00S,2025-03-02T23:22:08.4Z,3,REGULAR,3pt,Jump Shot,[],1629632,34.90473061760841,64.70588235294117,1610612741,68,72,2025-03-02T23:22:12Z,3300000,False,-74.0,276.0,1,left,MISS C. White 28' pullup 3PT,[1629632],1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Center,28.52,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,
333,PT09M10.00S,2025-03-02T23:22:11.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,68,72,2025-03-02T23:22:12Z,3310000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,Above the Break 3,24+ Center,,,,,,,,,,,332.0,,,,,,,,,,,,,,,
335,PT08M58.00S,2025-03-02T23:22:30.9Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612754,68,72,2025-03-02T23:22:37Z,3330000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1630581, 1630174]",1610612741.0,CHI,203591.0,Giddey,J. Giddey,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,,,1.0,0.0,Nesmith,1630174.0,,,,,,,,
337,PT08M58.00S,2025-03-02T23:23:02.4Z,3,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,69,72,2025-03-02T23:23:02Z,3350000,False,,,0,,A. Nesmith Free Throw 1 of 2 (9 PTS),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,Made,9.0,,,,,,,,,,,,,,,,,,,,,,,
338,PT08M58.00S,2025-03-02T23:23:22.6Z,3,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,70,72,2025-03-02T23:23:22Z,3360000,False,,,0,,A. Nesmith Free Throw 2 of 2 (10 PTS),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,Made,10.0,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M45.00S,2025-03-02T23:23:46.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.338370565045992,54.166666666666664,1610612741,70,74,2025-03-02T23:23:50Z,3380000,False,-21.0,-2.0,1,left,T. Jones driving reverse Layup (6 PTS),[1630200],1610612741.0,CHI,,Jones,T. Jones,Restricted Area,0-8 Center,2.09,Made,6.0,,,,driving reverse,,,,,,,,,,,,,,,,,,,
341,PT08M28.00S,2025-03-02T23:24:02.5Z,3,REGULAR,2pt,Jump Shot,[],1627783,93.11760840998686,28.186274509803923,1610612754,72,74,2025-03-02T23:24:19Z,3390000,False,-109.0,12.0,1,right,P. Siakam 10' turnaround fadeaway Jump Shot (16 PTS) (M. Turner 1 AST),"[1627783, 1626167]",1610612754.0,IND,,Siakam,P. Siakam,Mid-Range,8-16 Left,10.98,Made,16.0,M. Turner,1626167.0,1.0,turnaround fadeaway,,,,,,,,,,,,,,,,,,,
