actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
423,PT06M07.00S,2025-12-05T01:38:26.2Z,3,REGULAR,substitution,out,[],1642364,,,1610612764,70,89,2025-12-05T01:39:30Z,4100000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M07.00S,2025-12-05T01:38:26.2Z,3,REGULAR,substitution,out,[],1628963,,,1610612764,70,89,2025-12-05T01:39:30Z,4110000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M07.00S,2025-12-05T01:38:26.2Z,3,REGULAR,substitution,out,[],1629674,,,1610612764,70,89,2025-12-05T01:39:30Z,4120000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M07.00S,2025-12-05T01:38:26.2Z,3,REGULAR,substitution,in,[],1630551,,,1610612764,70,89,2025-12-05T01:39:30Z,4130000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M07.00S,2025-12-05T01:38:26.2Z,3,REGULAR,substitution,in,[],1641774,,,1610612764,70,89,2025-12-05T01:39:30Z,4140000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M07.00S,2025-12-05T01:38:26.2Z,3,REGULAR,substitution,in,[],1631169,,,1610612764,70,89,2025-12-05T01:39:30Z,4150000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M50.00S,2025-12-05T01:39:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,8.623521681997373,60.29411764705882,1610612764,72,89,2025-12-05T01:40:00Z,4160000,False,-51.0,29.0,1,left,T. Vukcevic fadeaway Jump Shot (8 PTS) (B. Carrington 2 AST),"[1641774, 1642267]",1610612764.0,WAS,fadeaway,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,8.0,B. Carrington,1642267.0,2.0,,,,,,,,,,,,,,
431,PT05M29.00S,2025-12-05T01:39:51.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612738,72,89,2025-12-05T01:39:58Z,4180000,False,,,0,,T. Vukcevic personal FOUL (2 PF) (Minott 2 FT),"[1641774, 1631169]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628487.0,,,,,2.0,0.0,Minott,1631169.0,,,,
433,PT05M29.00S,2025-12-05T01:40:21.6Z,3,REGULAR,freethrow,1 of 2,[],1631169,,,1610612738,72,90,2025-12-05T01:40:41Z,4200000,False,,,0,,J. Minott Free Throw 1 of 2 (7 PTS),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
434,PT05M29.00S,2025-12-05T01:40:21.6Z,3,REGULAR,freethrow,2 of 2,[],1631169,,,1610612738,72,90,2025-12-05T01:40:41Z,4210000,False,,,0,,MISS J. Minott Free Throw 2 of 2,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
435,PT05M25.00S,2025-12-05T01:40:25.6Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612764,72,90,2025-12-05T01:40:41Z,4220000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,434.0,,,4.0,4.0,0.0,,,,,,,,
436,PT05M14.00S,2025-12-05T01:40:54.2Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612764,72,90,2025-12-05T01:41:07Z,4230000,False,,,0,,D. White shooting personal FOUL (3 PF) (Vukcevic 2 FT),"[1628401, 1641774]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,1628487.0,,,,,3.0,0.0,Vukcevic,1641774.0,,,,
438,PT05M14.00S,2025-12-05T01:41:18.3Z,3,REGULAR,freethrow,1 of 2,[],1641774,,,1610612764,73,90,2025-12-05T01:41:18Z,4250000,False,,,0,,T. Vukcevic Free Throw 1 of 2 (9 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
439,PT05M14.00S,2025-12-05T01:41:28.7Z,3,REGULAR,freethrow,2 of 2,[],1641774,,,1610612764,74,90,2025-12-05T01:41:28Z,4260000,False,,,0,,T. Vukcevic Free Throw 2 of 2 (10 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
440,PT04M59.00S,2025-12-05T01:41:46.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,92.59198423127464,47.30392156862745,1610612738,74,92,2025-12-05T01:41:49Z,4270000,False,-13.0,17.0,1,right,J. Minott cutting Layup (9 PTS) (D. White 6 AST),"[1631169, 1628401]",1610612738.0,BOS,cutting,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,2.18,Made,9.0,D. White,1628401.0,6.0,,,,,,,,,,,,,,
442,PT04M44.00S,2025-12-05T01:42:01.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,8.754927726675426,50.98039215686274,1610612764,76,92,2025-12-05T01:42:50Z,4290000,False,-5.0,30.0,1,left,C. McCollum driving floating Jump Shot (14 PTS),[203468],1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.02,Made,14.0,,,,,,,,,,,,,,,,,
443,PT04M39.00S,2025-12-05T01:42:08.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612738,76,92,2025-12-05T01:42:13Z,4300000,False,,,0,,T. Vukcevic personal FOUL (3 PF) (Simons 2 FT),"[1641774, 1629014]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,1148.0,,,,,3.0,0.0,Simons,1629014.0,,,,
445,PT04M39.00S,2025-12-05T01:42:30.7Z,3,REGULAR,freethrow,1 of 2,[],1629014,,,1610612738,76,93,2025-12-05T01:42:30Z,4320000,False,,,0,,A. Simons Free Throw 1 of 2 (1 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
446,PT04M39.00S,2025-12-05T01:42:43.2Z,3,REGULAR,freethrow,2 of 2,[],1629014,,,1610612738,76,94,2025-12-05T01:42:43Z,4330000,False,,,0,,A. Simons Free Throw 2 of 2 (2 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
447,PT04M15.00S,2025-12-05T01:43:09.1Z,3,REGULAR,3pt,Jump Shot,[],203468,20.97568988173456,94.11764705882352,1610612764,79,94,2025-12-05T01:43:18Z,4340000,False,-221.0,145.0,1,left,C. McCollum 26' 3PT pullup (17 PTS),[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.38,Made,17.0,,,,,,,,,,,,,,,,,
449,PT04M10.00S,2025-12-05T01:43:14.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631248,93.9060446780552,48.28431372549019,1610612738,79,96,2025-12-05T01:43:23Z,4360000,False,-9.0,5.0,1,right,B. Scheierman running DUNK (5 PTS) (D. White 7 AST),"[1631248, 1628401]",1610612738.0,BOS,running,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,0.98,Made,5.0,D. White,1628401.0,7.0,,,,,,,,,,,,,,
451,PT03M57.00S,2025-12-05T01:43:27.2Z,3,REGULAR,2pt,Jump Shot,[],1642267,9.017739816031538,33.33333333333333,1610612764,79,96,2025-12-05T01:43:33Z,4380000,False,83.0,32.0,1,left,MISS B. Carrington 8' pullup bank Shot,[1642267],1610612764.0,WAS,pullup bank,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,8.93,Missed,,,,,,,,,,,,,,,,,,
452,PT03M55.00S,2025-12-05T01:43:29.2Z,3,REGULAR,rebound,defensive,[],1631169,,,1610612738,79,96,2025-12-05T01:43:33Z,4390000,False,,,0,,J. Minott REBOUND (Off:1 Def:2),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Mid-Range,8-16 Right,,,,,,,451.0,,,3.0,2.0,1.0,,,,,,,,
453,PT03M49.00S,2025-12-05T01:43:35.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631169,71.04139290407359,12.990196078431374,1610612738,79,96,2025-12-05T01:44:45Z,4400000,False,-185.0,220.0,1,right,MISS J. Minott 28' running 3PT,[1631169],1610612738.0,BOS,running,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,28.72,Missed,,,,,,,,,,,,,,,,,,
454,PT03M47.00S,2025-12-05T01:43:37.7Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612764,79,96,2025-12-05T01:43:38Z,4410000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:5),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,453.0,,,5.0,5.0,0.0,,,,,,,,
455,PT03M41.00S,2025-12-05T01:43:45.0Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612764,79,96,2025-12-05T01:43:52Z,4420000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (Champagnie 2 FT),"[1629014, 1630551]",1610612738.0,BOS,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,2.0,0.0,Champagnie,1630551.0,,,,
457,PT03M41.00S,2025-12-05T01:44:09.7Z,3,REGULAR,freethrow,1 of 2,[],1630551,,,1610612764,80,96,2025-12-05T01:44:09Z,4440000,False,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
458,PT03M41.00S,2025-12-05T01:44:11.4Z,3,REGULAR,substitution,out,[],203468,,,1610612764,80,96,2025-12-05T01:44:19Z,4450000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M41.00S,2025-12-05T01:44:11.4Z,3,REGULAR,substitution,out,[],1641774,,,1610612764,80,96,2025-12-05T01:44:19Z,4460000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M41.00S,2025-12-05T01:44:11.4Z,3,REGULAR,substitution,in,[],1642273,,,1610612764,80,96,2025-12-05T01:44:19Z,4470000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M41.00S,2025-12-05T01:44:11.4Z,3,REGULAR,substitution,in,[],1641715,,,1610612764,80,96,2025-12-05T01:44:19Z,4480000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M41.00S,2025-12-05T01:44:34.4Z,3,REGULAR,freethrow,2 of 2,[],1630551,,,1610612764,81,96,2025-12-05T01:44:34Z,4490000,False,,,0,,J. Champagnie Free Throw 2 of 2 (5 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
463,PT03M23.00S,2025-12-05T01:44:55.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641775,92.72339027595268,45.588235294117645,1610612738,81,98,2025-12-05T01:45:00Z,4500000,False,-22.0,16.0,1,right,J. Walsh cutting DUNK (22 PTS) (D. White 8 AST),"[1641775, 1628401]",1610612738.0,BOS,cutting,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,2.72,Made,22.0,D. White,1628401.0,8.0,,,,,,,,,,,,,,
465,PT02M57.00S,2025-12-05T01:45:25.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,9.411957950065702,37.99019607843137,1610612764,81,98,2025-12-05T01:46:21Z,4520000,False,60.0,36.0,1,left,MISS J. Champagnie 7' driving Layup,[1630551],1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,7.0,Missed,,,,,,,,,,,,,,,,,,
466,PT02M56.00S,2025-12-05T01:45:26.5Z,3,REGULAR,rebound,offensive,[],1630551,,,1610612764,81,98,2025-12-05T01:46:21Z,4530000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:5),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,465.0,,,6.0,5.0,1.0,,,,,,,,
467,PT02M56.00S,2025-12-05T01:45:27.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,6.1268068331143235,45.588235294117645,1610612764,83,98,2025-12-05T01:46:26Z,4540000,False,22.0,5.0,1,left,J. Champagnie putback Layup (7 PTS),[1630551],1610612764.0,WAS,putback,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.27,Made,7.0,,,,,,,,,,,,,,,,,
468,PT02M33.00S,2025-12-05T01:45:47.6Z,3,REGULAR,2pt,Jump Shot,[],1628401,82.9993429697766,33.088235294117645,1610612738,83,100,2025-12-05T01:45:51Z,4550000,False,-85.0,107.0,1,right,D. White 13' pullup Jump Shot (27 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Left,13.66,Made,27.0,,,,,,,,,,,,,,,,,
469,PT02M17.00S,2025-12-05T01:46:03.9Z,3,REGULAR,3pt,Jump Shot,[],1642860,20.18725361366623,95.83333333333334,1610612764,83,100,2025-12-05T01:46:07Z,4560000,False,-229.0,137.0,1,left,MISS W. Riley 26' 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
470,PT02M14.00S,2025-12-05T01:46:06.9Z,3,REGULAR,rebound,defensive,[],1631169,,,1610612738,83,100,2025-12-05T01:46:07Z,4570000,False,,,0,,J. Minott REBOUND (Off:1 Def:3),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,,,,469.0,,,4.0,3.0,1.0,,,,,,,,
471,PT02M10.00S,2025-12-05T01:46:14.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642860,,,1610612738,83,100,2025-12-05T01:46:20Z,4580000,False,,,0,,W. Riley shooting personal FOUL (3 PF) (Simons 2 FT),"[1642860, 1629014]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628487.0,,,,,3.0,0.0,Simons,1629014.0,,,,
473,PT02M10.00S,2025-12-05T01:46:39.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629014,,,1610612738,83,101,2025-12-05T01:47:10Z,4600000,False,,,0,,A. Simons Free Throw 1 of 2 (3 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
474,PT02M10.00S,2025-12-05T01:46:39.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629014,,,1610612738,83,102,2025-12-05T01:47:10Z,4610000,False,,,0,,A. Simons Free Throw 2 of 2 (4 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
476,PT01M49.00S,2025-12-05T01:47:33.1Z,3,REGULAR,3pt,Jump Shot,[],1642267,35.69316688567674,57.107843137254896,1610612764,83,102,2025-12-05T01:47:38Z,4630000,False,-36.0,283.0,1,left,MISS B. Carrington 28' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,28.52,Missed,,,,,,,,,,,,,,,,,,
477,PT01M46.00S,2025-12-05T01:47:36.1Z,3,REGULAR,rebound,defensive,[],1641775,,,1610612738,83,102,2025-12-05T01:47:38Z,4640000,False,,,0,,J. Walsh REBOUND (Off:2 Def:5),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,,,,,,,476.0,,,7.0,5.0,2.0,,,,,,,,
478,PT01M41.00S,2025-12-05T01:47:41.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631169,94.56307490144546,47.549019607843135,1610612738,83,104,2025-12-05T01:47:48Z,4650000,False,-12.0,-1.0,1,right,J. Minott running alley-oop DUNK (11 PTS) (D. White 9 AST),"[1631169, 1628401]",1610612738.0,BOS,running alley-oop,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,1.24,Made,11.0,D. White,1628401.0,9.0,,,,,,,,,,,,,,
480,PT01M33.00S,2025-12-05T01:47:51.5Z,3,REGULAR,foul,offensive,['inpenalty'],1642273,,,1610612764,83,104,2025-12-05T01:47:57Z,4670000,False,,,0,,K. George offensive FOUL (4 PF),"[1642273, 1628401]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,1148.0,,,,,4.0,0.0,White,1628401.0,,,,
482,PT01M33.00S,2025-12-05T01:47:51.5Z,3,REGULAR,turnover,offensive foul,[],1642273,,,1610612764,83,104,2025-12-05T01:47:51Z,4690000,False,,,0,,K. George offensive foul TURNOVER (4 TO),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,1148.0,4.0,,,,,,,,,,,
483,PT01M19.00S,2025-12-05T01:48:18.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,62.23718791064389,52.69607843137255,1610612738,83,107,2025-12-05T01:48:22Z,4700000,False,13.0,302.0,1,right,D. White 30' 3PT pullup (30 PTS) (J. Walsh 3 AST),"[1628401, 1641775]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,30.28,Made,30.0,J. Walsh,1641775.0,3.0,,,,,,,,,,,,,,
484,PT01M09.00S,2025-12-05T01:48:30.2Z,3,REGULAR,foul,personal,[],1641775,,,1610612764,83,107,2025-12-05T01:48:39Z,4710000,False,,,0,,J. Walsh personal FOUL (3 PF),"[1641775, 1642273]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,,,,,,,,204058.0,,,,,3.0,0.0,George,1642273.0,,,,
486,PT01M00.00S,2025-12-05T01:49:01.7Z,3,REGULAR,3pt,Jump Shot,[],1641715,27.020367936925098,12.5,1610612764,83,107,2025-12-05T01:49:05Z,4730000,False,188.0,201.0,1,left,MISS C. Whitmore 27' 3PT,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,27.52,Missed,,,,,,,,,,,,,,,,,,
487,PT00M58.20S,2025-12-05T01:49:03.5Z,3,REGULAR,rebound,offensive,[],1642860,,,1610612764,83,107,2025-12-05T01:49:05Z,4740000,False,,,0,,W. Riley REBOUND (Off:2 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,,,,486.0,,,3.0,1.0,2.0,,,,,,,,
488,PT00M56.90S,2025-12-05T01:49:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,6.521024967148489,51.9607843137255,1610612764,85,107,2025-12-05T01:49:10Z,4750000,False,-10.0,9.0,1,left,J. Champagnie Layup (9 PTS) (W. Riley 2 AST),"[1630551, 1642860]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.32,Made,9.0,W. Riley,1642860.0,2.0,,,,,,,,,,,,,,
490,PT00M51.10S,2025-12-05T01:49:14.7Z,3,REGULAR,turnover,bad pass,[],1631248,,,1610612738,85,107,2025-12-05T01:49:18Z,4770000,False,,,0,,B. Scheierman bad pass TURNOVER (1 TO),"[1631248, 1642273]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,George,1642273.0,,
491,PT00M51.10S,2025-12-05T01:49:14.7Z,3,REGULAR,steal,,[],1642273,,,1610612764,85,107,2025-12-05T01:49:16Z,4780000,False,,,0,,K. George STEAL (2 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
492,PT00M38.80S,2025-12-05T01:49:28.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641775,,,1610612764,85,107,2025-12-05T01:49:41Z,4790000,False,,,0,,J. Walsh shooting personal FOUL (4 PF) (Carrington 2 FT),"[1641775, 1642267]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Right,,,,,,,,1628487.0,,,,,4.0,0.0,Carrington,1642267.0,,,,
495,PT00M38.80S,2025-12-05T01:49:53.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1642267,,,1610612764,86,107,2025-12-05T01:49:53Z,4810000,False,,,0,,B. Carrington Free Throw 1 of 2 (7 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
496,PT00M38.80S,2025-12-05T01:49:53.6Z,3,REGULAR,substitution,out,[],1641775,,,1610612764,86,107,2025-12-05T01:49:58Z,4820000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M38.80S,2025-12-05T01:49:53.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612764,86,107,2025-12-05T01:49:58Z,4830000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M38.80S,2025-12-05T01:50:14.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1642267,,,1610612764,86,107,2025-12-05T01:50:14Z,4840000,False,,,0,,MISS B. Carrington Free Throw 2 of 2,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
499,PT00M37.30S,2025-12-05T01:50:16.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,86,107,2025-12-05T01:50:16Z,4850000,False,,,0,,D. White REBOUND (Off:0 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,498.0,,,7.0,7.0,0.0,,,,,,,,
500,PT00M27.90S,2025-12-05T01:50:25.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,91.67214191852825,58.82352941176471,1610612738,86,107,2025-12-05T01:50:31Z,4860000,False,44.0,26.0,1,right,MISS D. White pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
501,PT00M26.10S,2025-12-05T01:50:27.3Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612764,86,107,2025-12-05T01:50:27Z,4870000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:6),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,500.0,,,7.0,6.0,1.0,,,,,,,,
502,PT00M06.80S,2025-12-05T01:50:46.6Z,3,REGULAR,3pt,Jump Shot,[],1642267,33.459264126149804,59.068627450980394,1610612764,86,107,2025-12-05T01:50:52Z,4880000,False,-45.0,262.0,1,left,MISS B. Carrington 26' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,26.59,Missed,,,,,,,,,,,,,,,,,,
503,PT00M04.20S,2025-12-05T01:50:49.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,86,107,2025-12-05T01:50:52Z,4890000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,502.0,,,,,,,,,,,,,
505,PT00M04.20S,2025-12-05T01:50:56.9Z,3,REGULAR,substitution,out,[],1642273,,,1610612738,86,107,2025-12-05T01:51:11Z,4910000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M04.20S,2025-12-05T01:50:56.9Z,3,REGULAR,substitution,out,[],1631169,,,1610612738,86,107,2025-12-05T01:51:11Z,4920000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M04.20S,2025-12-05T01:50:56.9Z,3,REGULAR,substitution,in,[],1642364,,,1610612738,86,107,2025-12-05T01:51:11Z,4930000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M04.20S,2025-12-05T01:50:56.9Z,3,REGULAR,substitution,in,[],1629674,,,1610612738,86,107,2025-12-05T01:51:11Z,4940000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M00.10S,2025-12-05T01:51:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,92.9862023653088,50.49019607843137,1610612738,86,109,2025-12-05T01:52:05Z,4950000,False,2.0,13.0,1,right,P. Pritchard driving floating Jump Shot (15 PTS),[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.36,Made,15.0,,,,,,,,,,,,,,,,,
511,PT00M00.00S,2025-12-05T01:53:36.5Z,3,REGULAR,period,end,[],0,,,1610612764,86,109,2025-12-05T01:53:36Z,4970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,out,['startperiod'],1641715,,,1610612764,86,109,2025-12-05T01:53:52Z,4980000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
