actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
266,PT07M20.00S,2026-04-07T23:58:10.4Z,2,REGULAR,3pt,Jump Shot,[],1642265,67.49342969776609,17.401960784313726,1610612741,25,47,2026-04-07T23:58:43Z,2600000,False,-163.0,253.0,1,right,R. Dillingham 30' 3PT pullup (9 PTS) (P. Williams 3 AST),"[1642265, 1630172]",1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,30.1,Made,9.0,,,,,,,,,,,P. Williams,1630172.0,3.0,,,,
268,PT07M03.00S,2026-04-07T23:58:28.0Z,2,REGULAR,turnover,lost ball,[],1642882,,,1610612764,25,47,2026-04-07T23:58:33Z,2620000,False,,,0,,J. Reese lost ball TURNOVER (3 TO),"[1642882, 1642265]",1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,3.0,,,,Dillingham,1642265.0,,
269,PT07M03.00S,2026-04-07T23:58:28.0Z,2,REGULAR,steal,,[],1642265,,,1610612741,25,47,2026-04-07T23:58:30Z,2630000,False,,,0,,R. Dillingham STEAL (2 STL),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
270,PT07M00.00S,2026-04-07T23:58:32.2Z,2,REGULAR,foul,personal,['2freethrow'],1642860,,,1610612741,25,47,2026-04-07T23:58:48Z,2640000,False,,,0,,W. Riley shooting personal FOUL (2 PF) (Dillingham 2 FT),"[1642860, 1642265]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,2.0,0.0,Dillingham,1642265.0,,,,,,,,
272,PT07M00.00S,2026-04-07T23:58:58.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642265,,,1610612741,25,47,2026-04-07T23:58:58Z,2660000,False,,,0,,MISS R. Dillingham Free Throw 1 of 2,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
273,PT07M00.00S,2026-04-07T23:58:58.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,25,47,2026-04-07T23:58:58Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,,,,
274,PT07M00.00S,2026-04-07T23:59:10.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642265,,,1610612741,25,48,2026-04-07T23:59:10Z,2680000,False,,,0,,R. Dillingham Free Throw 2 of 2 (10 PTS),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
275,PT06M44.00S,2026-04-07T23:59:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642882,6.389618922470433,50.0,1610612764,27,48,2026-04-07T23:59:33Z,2690000,False,0.0,8.0,1,left,J. Reese Layup (6 PTS),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,0.76,Made,6.0,,,,,,,,,,,,,,,,,
277,PT06M38.00S,2026-04-07T23:59:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,91.5407358738502,54.41176470588235,1610612741,27,48,2026-04-07T23:59:41Z,2710000,False,22.0,27.0,1,right,MISS I. Okoro cutting Layup,[1630171],1610612741.0,CHI,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
278,PT06M36.00S,2026-04-07T23:59:38.9Z,2,REGULAR,rebound,defensive,[],1642364,,,1610612764,27,48,2026-04-07T23:59:41Z,2720000,False,,,0,,J. Watkins REBOUND (Off:0 Def:2),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Restricted Area,0-8 Center,,,,277.0,2.0,2.0,0.0,,,,,,,,,,,,,
279,PT06M30.00S,2026-04-07T23:59:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642364,7.835085413929041,58.08823529411765,1610612764,29,48,2026-04-07T23:59:49Z,2730000,False,-40.0,21.0,1,left,J. Watkins driving Layup (5 PTS),[1642364],1610612764.0,WAS,driving,,,Watkins,J. Watkins,,,,,In The Paint (Non-RA),0-8 Center,4.56,Made,5.0,,,,,,,,,,,,,,,,,
280,PT06M19.00S,2026-04-07T23:59:55.8Z,2,REGULAR,3pt,Jump Shot,[],1630172,63.41984231274639,48.529411764705884,1610612741,29,51,2026-04-07T23:59:59Z,2740000,False,-7.0,291.0,1,right,P. Williams 29' 3PT  (10 PTS) (T. Jones 3 AST),"[1630172, 1630200]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,29.15,Made,10.0,,,,,,,,,,,T. Jones,1630200.0,3.0,,,,
282,PT06M06.00S,2026-04-08T00:00:09.1Z,2,REGULAR,3pt,Jump Shot,[],1630551,29.25427069645204,78.67647058823529,1610612764,29,51,2026-04-08T00:00:14Z,2760000,False,-143.0,222.0,1,left,MISS J. Champagnie 26' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
283,PT06M03.00S,2026-04-08T00:00:12.1Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612741,29,51,2026-04-08T00:00:14Z,2770000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:3),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,,,,282.0,3.0,3.0,0.0,,,,,,,,,,,,,
284,PT05M54.00S,2026-04-08T00:00:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,91.67214191852825,40.68627450980392,1610612741,29,51,2026-04-08T00:12:00Z,2780000,False,-47.0,26.0,1,right,MISS T. Jones cutting Layup - blocked,"[1630200, 1642882]",1610612741.0,CHI,cutting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,Reese,1642882.0
420,PT05M54.00S,2026-04-08T00:00:21.7Z,2,REGULAR,block,,[],1642882,,,1610612741,29,51,2026-04-08T00:32:24Z,2790000,False,,,0,,J. Reese BLOCK (1 BLK),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT05M54.00S,2026-04-08T00:00:21.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,29,51,2026-04-08T00:12:00Z,2800000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,284.0,,,,,,,,,,,,,,,,
288,PT05M54.00S,2026-04-08T00:00:26.2Z,2,REGULAR,substitution,out,[],1642364,,,1610612741,29,51,2026-04-08T00:00:34Z,2820000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M54.00S,2026-04-08T00:00:26.2Z,2,REGULAR,substitution,out,[],1630551,,,1610612741,29,51,2026-04-08T00:00:34Z,2830000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M54.00S,2026-04-08T00:00:26.2Z,2,REGULAR,substitution,out,[],1630171,,,1610612741,29,51,2026-04-08T00:00:34Z,2840000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M54.00S,2026-04-08T00:00:26.2Z,2,REGULAR,substitution,in,[],1641731,,,1610612741,29,51,2026-04-08T00:00:34Z,2850000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M54.00S,2026-04-08T00:00:26.2Z,2,REGULAR,substitution,in,[],1642267,,,1610612741,29,51,2026-04-08T00:00:34Z,2860000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M54.00S,2026-04-08T00:00:26.2Z,2,REGULAR,substitution,in,[],1631159,,,1610612741,29,51,2026-04-08T00:00:34Z,2870000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M54.00S,2026-04-08T00:00:37.8Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,29,51,2026-04-08T00:00:41Z,2880000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M54.00S,2026-04-08T00:00:37.8Z,2,REGULAR,substitution,in,[],1629012,,,1610612741,29,51,2026-04-08T00:00:41Z,2890000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M44.00S,2026-04-08T00:01:12.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627824,68.28186596583443,78.92156862745098,1610612741,29,51,2026-04-08T00:01:17Z,2900000,False,145.0,246.0,1,right,MISS G. Yabusele 28' 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,28.51,Missed,,,,,,,,,,,,,,,,,,
297,PT05M39.00S,2026-04-08T00:01:17.3Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612741,29,51,2026-04-08T00:01:17Z,2910000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,,
298,PT05M37.00S,2026-04-08T00:01:18.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642265,95.48291721419186,95.09803921568627,1610612741,29,51,2026-04-08T00:01:30Z,2920000,False,225.0,-10.0,1,right,MISS R. Dillingham 3PT,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Right Corner 3,24+ Right,22.57,Missed,,,,,,,,,,,,,,,,,,
299,PT05M34.00S,2026-04-08T00:01:21.2Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612741,29,51,2026-04-08T00:01:30Z,2930000,False,,,0,,C. Sexton REBOUND (Off:2 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,,,,298.0,3.0,1.0,2.0,,,,,,,,,,,,,
300,PT05M33.00S,2026-04-08T00:01:22.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629012,93.51182654402102,50.98039215686274,1610612741,29,53,2026-04-08T00:01:35Z,2940000,False,5.0,8.0,1,right,C. Sexton DUNK (10 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.98,Made,10.0,,,,,,,,,,,,,,,,,
301,PT05M32.00S,2026-04-08T00:01:27.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,29,53,2026-04-08T00:01:39Z,2950000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,
302,PT05M11.00S,2026-04-08T00:01:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,7.835085413929041,38.970588235294116,1610612764,29,53,2026-04-08T00:02:10Z,2960000,False,55.0,21.0,1,left,MISS W. Riley driving Layup,[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,,,,,,,,,,,,,,,,,,
303,PT05M09.00S,2026-04-08T00:01:57.3Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612741,29,53,2026-04-08T00:02:10Z,2970000,False,,,0,,C. Sexton REBOUND (Off:2 Def:2),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,302.0,4.0,2.0,2.0,,,,,,,,,,,,,
304,PT05M05.00S,2026-04-08T00:02:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631159,93.24901445466492,52.69607843137255,1610612741,29,55,2026-04-08T00:02:18Z,2980000,False,13.0,11.0,1,right,L. Miller running Layup (2 PTS) (R. Dillingham 2 AST),"[1631159, 1642265]",1610612741.0,CHI,running,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,,,,,,,,,,,R. Dillingham,1642265.0,2.0,,,,
306,PT05M05.00S,2026-04-08T00:02:06.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,29,55,2026-04-08T00:02:06Z,3000000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M05.00S,2026-04-08T00:02:07.2Z,2,REGULAR,substitution,out,[],1627824,,,1610612764,29,55,2026-04-08T00:03:37Z,3010000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT05M05.00S,2026-04-08T00:02:07.2Z,2,REGULAR,substitution,in,[],1642950,,,1610612764,29,55,2026-04-08T00:03:37Z,3020000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT04M50.00S,2026-04-08T00:03:50.8Z,2,REGULAR,foul,personal,[],1631159,,,1610612764,29,55,2026-04-08T00:03:55Z,3030000,False,,,0,,L. Miller personal FOUL (2 PF),"[1631159, 1641731]",1610612741.0,CHI,,,,Miller,L. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627539.0,2.0,0.0,Coulibaly,1641731.0,,,,,,,,
311,PT04M43.00S,2026-04-08T00:04:16.1Z,2,REGULAR,3pt,Jump Shot,[],1641731,15.588042049934298,98.77450980392157,1610612764,32,55,2026-04-08T00:04:20Z,3050000,False,-244.0,94.0,1,left,B. Coulibaly 26' 3PT  (10 PTS) (W. Riley 2 AST),"[1641731, 1642860]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left,26.14,Made,10.0,,,,,,,,,,,W. Riley,1642860.0,2.0,,,,
313,PT04M21.00S,2026-04-08T00:04:38.0Z,2,REGULAR,3pt,Jump Shot,[],1631159,92.9862023653088,1.9607843137254901,1610612741,32,55,2026-04-08T00:04:46Z,3070000,False,-240.0,13.0,1,right,MISS L. Miller 24' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
314,PT04M18.00S,2026-04-08T00:04:41.0Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612741,32,55,2026-04-08T00:04:46Z,3080000,False,,,0,,C. Sexton REBOUND (Off:3 Def:2),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,313.0,5.0,2.0,3.0,,,,,,,,,,,,,
315,PT04M09.00S,2026-04-08T00:04:50.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,94.03745072273325,1.4705882352941175,1610612741,32,55,2026-04-08T00:04:56Z,3090000,False,-243.0,4.0,1,right,MISS C. Sexton 24' step back 3PT - blocked,"[1629012, 1641731]",1610612741.0,CHI,step back,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,Coulibaly,1641731.0
316,PT04M09.00S,2026-04-08T00:04:50.5Z,2,REGULAR,block,,[],1641731,,,1610612741,32,55,2026-04-08T00:04:53Z,3100000,False,,,0,,B. Coulibaly BLOCK (1 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
317,PT04M06.00S,2026-04-08T00:04:53.5Z,2,REGULAR,rebound,defensive,[],1641778,,,1610612764,32,55,2026-04-08T00:04:56Z,3110000,False,,,0,,L. Black REBOUND (Off:0 Def:4),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Left Corner 3,24+ Left,,,,315.0,4.0,4.0,0.0,,,,,,,,,,,,,
318,PT03M53.00S,2026-04-08T00:05:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.389618922470433,37.5,1610612764,32,55,2026-04-08T00:05:11Z,3120000,False,62.0,8.0,1,left,MISS B. Coulibaly 6' driving Layup - blocked,"[1641731, 1642950]",1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,Olbrich,1642950.0
319,PT03M53.00S,2026-04-08T00:05:06.3Z,2,REGULAR,block,,[],1642950,,,1610612764,32,55,2026-04-08T00:05:08Z,3130000,False,,,0,,L. Olbrich BLOCK (1 BLK),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT03M49.00S,2026-04-08T00:05:10.3Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,32,55,2026-04-08T00:05:11Z,3140000,False,,,0,,P. Williams REBOUND (Off:0 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,318.0,4.0,4.0,0.0,,,,,,,,,,,,,
321,PT03M44.00S,2026-04-08T00:05:18.0Z,2,REGULAR,foul,personal,['2freethrow'],1641778,,,1610612741,32,55,2026-04-08T00:05:32Z,3150000,False,,,0,,L. Black shooting personal FOUL (3 PF) (Williams 2 FT),"[1641778, 1630172]",1610612764.0,WAS,shooting,,,Black,L. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627539.0,3.0,0.0,Williams,1630172.0,,,,,,,,
323,PT03M44.00S,2026-04-08T00:05:46.6Z,2,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,32,56,2026-04-08T00:05:46Z,3170000,False,,,0,,P. Williams Free Throw 1 of 2 (11 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
324,PT03M44.00S,2026-04-08T00:05:47.1Z,2,REGULAR,substitution,out,[],1631159,,,1610612741,32,56,2026-04-08T00:06:04Z,3180000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M44.00S,2026-04-08T00:05:47.1Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,32,56,2026-04-08T00:06:04Z,3190000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M44.00S,2026-04-08T00:06:05.9Z,2,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,32,57,2026-04-08T00:06:05Z,3200000,False,,,0,,P. Williams Free Throw 2 of 2 (12 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
327,PT03M33.00S,2026-04-08T00:06:17.0Z,2,REGULAR,3pt,Jump Shot,[],1642860,26.49474375821288,82.35294117647058,1610612764,32,57,2026-04-08T00:06:21Z,3210000,False,-162.0,197.0,1,left,MISS W. Riley 25' 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
328,PT03M29.00S,2026-04-08T00:06:21.0Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,32,57,2026-04-08T00:06:21Z,3220000,False,,,0,,P. Williams REBOUND (Off:0 Def:5),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,327.0,5.0,5.0,0.0,,,,,,,,,,,,,
329,PT03M24.00S,2026-04-08T00:06:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1642950,93.24901445466492,44.6078431372549,1610612741,32,59,2026-04-08T00:06:38Z,3230000,False,-27.0,11.0,1,right,L. Olbrich cutting Layup (2 PTS) (T. Jones 4 AST),"[1642950, 1630200]",1610612741.0,CHI,cutting,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,2.92,Made,2.0,,,,,,,,,,,T. Jones,1630200.0,4.0,,,,
331,PT03M24.00S,2026-04-08T00:06:29.5Z,2,REGULAR,violation,defensive goaltending,[],1641731,,,1610612741,32,59,2026-04-08T00:08:38Z,3250000,False,,,0,,B. Coulibaly defensive goaltending VIOLATION,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,
333,PT03M09.00S,2026-04-08T00:07:08.2Z,2,REGULAR,substitution,out,[],1641778,,,1610612764,32,59,2026-04-08T00:07:16Z,3270000,False,,,0,,SUB out: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT03M09.00S,2026-04-08T00:07:08.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612764,32,59,2026-04-08T00:07:16Z,3280000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT03M09.00S,2026-04-08T00:07:08.2Z,2,REGULAR,substitution,in,[],1630551,,,1610612764,32,59,2026-04-08T00:07:16Z,3290000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT03M09.00S,2026-04-08T00:07:08.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612764,32,59,2026-04-08T00:07:16Z,3300000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M00.00S,2026-04-08T00:07:32.3Z,2,REGULAR,3pt,Jump Shot,[],1642267,32.670827858081466,65.44117647058823,1610612764,32,59,2026-04-08T00:09:27Z,3310000,False,-77.0,255.0,1,left,MISS B. Carrington 26' step back 3PT,[1642267],1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
338,PT02M56.00S,2026-04-08T00:07:35.9Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612741,32,59,2026-04-08T00:07:35Z,3320000,False,,,0,,C. Sexton REBOUND (Off:3 Def:3),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,337.0,6.0,3.0,3.0,,,,,,,,,,,,,
339,PT02M53.00S,2026-04-08T00:07:41.6Z,2,REGULAR,turnover,traveling,[],1642265,,,1610612741,32,59,2026-04-08T00:08:03Z,3330000,False,,,0,,R. Dillingham traveling TURNOVER (2 TO),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627539.0,,,,,2.0,,,,,,,
340,PT02M47.00S,2026-04-08T00:08:04.4Z,2,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,32,59,2026-04-08T00:08:12Z,3340000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (3 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,1627962.0,,,,,3.0,,,,,,,
341,PT02M36.00S,2026-04-08T00:08:19.2Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612741,32,59,2026-04-08T00:08:31Z,3350000,False,,,0,,C. Sexton bad pass TURNOVER (2 TO),"[1629012, 1642860]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,Riley,1642860.0,,
342,PT02M36.00S,2026-04-08T00:08:19.2Z,2,REGULAR,steal,,[],1642860,,,1610612764,32,59,2026-04-08T00:08:21Z,3360000,False,,,0,,W. Riley STEAL (1 STL),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT02M25.00S,2026-04-08T00:08:30.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642860,13.091327201051248,26.47058823529412,1610612764,32,59,2026-04-08T00:08:36Z,3370000,False,118.0,71.0,1,left,MISS W. Riley 13' pullup Shot,[1642860],1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,Mid-Range,8-16 Right,13.72,Missed,,,,,,,,,,,,,,,,,,
344,PT02M19.00S,2026-04-08T00:08:36.1Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612741,32,59,2026-04-08T00:08:36Z,3380000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:4),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Right,,,,343.0,4.0,4.0,0.0,,,,,,,,,,,,,
345,PT02M12.00S,2026-04-08T00:08:42.5Z,2,REGULAR,turnover,bad pass,[],1642265,,,1610612741,32,59,2026-04-08T00:08:49Z,3390000,False,,,0,,R. Dillingham bad pass TURNOVER (3 TO),"[1642265, 1642860]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,,,,Riley,1642860.0,,
346,PT02M12.00S,2026-04-08T00:08:42.5Z,2,REGULAR,steal,,[],1642860,,,1610612764,32,59,2026-04-08T00:08:43Z,3400000,False,,,0,,W. Riley STEAL (2 STL),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
347,PT02M01.00S,2026-04-08T00:08:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630551,10.85742444152431,49.26470588235294,1610612764,32,59,2026-04-08T00:08:57Z,3410000,False,4.0,50.0,1,left,MISS J. Champagnie cutting Layup,[1630551],1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
