actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
413,PT07M44.00S,2022-10-22T01:30:04.7Z,3,REGULAR,turnover,bad pass,[],1626156,,,1610612750,68,69,2022-10-22T01:30:10Z,4050000,False,,,0,,D. Russell bad pass TURNOVER (3 TO),"[1626156, 1629020]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,,,,,,,,Vanderbilt,1629020.0,,
414,PT07M44.00S,2022-10-22T01:30:04.7Z,3,REGULAR,steal,,[],1629020,,,1610612762,68,69,2022-10-22T01:30:06Z,4060000,False,,,0,,J. Vanderbilt STEAL (3 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
415,PT07M38.00S,2022-10-22T01:30:10.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203903,87.33574244415243,96.56862745098039,1610612762,68,69,2022-10-22T01:30:18Z,4070000,False,233.0,67.0,1,right,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,24.21,Missed,,,,,,,,,,,,,,,,,,
416,PT07M35.00S,2022-10-22T01:30:14.6Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,68,69,2022-10-22T01:30:14Z,4080000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:6),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,415.0,8.0,6.0,2.0,,,,
417,PT07M31.00S,2022-10-22T01:30:18.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628374,71.17279894875165,18.137254901960784,1610612762,68,69,2022-10-22T01:30:27Z,4090000,False,-159.0,218.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
418,PT07M26.00S,2022-10-22T01:30:23.5Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,68,69,2022-10-22T01:30:27Z,4100000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,417.0,4.0,2.0,2.0,,,,
419,PT07M25.00S,2022-10-22T01:30:24.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,92.9862023653088,48.77450980392157,1610612762,68,71,2022-10-22T01:30:38Z,4110000,False,-6.0,13.0,1,right,L. Markkanen cutting DUNK (16 PTS) (J. Clarkson 2 AST),"[1628374, 203903]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.47,Made,16.0,,,,,,,J. Clarkson,203903.0,2.0,,,,,,,,
421,PT07M25.00S,2022-10-22T01:30:32.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,68,71,2022-10-22T01:30:32Z,4130000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M25.00S,2022-10-22T01:32:56.8Z,3,REGULAR,substitution,out,[],1626156,,,1610612750,68,71,2022-10-22T01:33:01Z,4140000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M25.00S,2022-10-22T01:32:56.8Z,3,REGULAR,substitution,in,[],1629162,,,1610612750,68,71,2022-10-22T01:33:01Z,4150000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M12.00S,2022-10-22T01:33:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.046649145860711,49.754901960784316,1610612750,70,71,2022-10-22T01:33:39Z,4160000,False,1.0,14.0,1,left,A. Edwards cutting Layup (19 PTS) (J. McLaughlin 2 AST),"[1630162, 1629162]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.38,Made,19.0,,,,,,,J. McLaughlin,1629162.0,2.0,,,,,,,,
426,PT06M51.00S,2022-10-22T01:33:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201144,92.9862023653088,47.30392156862745,1610612762,70,71,2022-10-22T01:33:58Z,4180000,False,-13.0,13.0,1,right,MISS M. Conley cutting Layup,[201144],1610612762.0,UTA,cutting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,,,,,
427,PT06M48.00S,2022-10-22T01:33:54.4Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,70,71,2022-10-22T01:33:54Z,4190000,False,,,0,,L. Markkanen REBOUND (Off:3 Def:6),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,426.0,9.0,6.0,3.0,,,,
428,PT06M44.00S,2022-10-22T01:33:59.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,93.64323258869908,49.26470588235294,1610612762,70,73,2022-10-22T01:34:05Z,4200000,False,-4.0,7.0,1,right,L. Markkanen driving Layup (18 PTS) (K. Olynyk 1 AST),"[1628374, 203482]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,0.82,Made,18.0,,,,,,,K. Olynyk,203482.0,1.0,,,,,,,,
430,PT06M32.00S,2022-10-22T01:34:10.6Z,3,REGULAR,turnover,bad pass,[],1629162,,,1610612750,70,73,2022-10-22T01:34:15Z,4220000,False,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 203482]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Olynyk,203482.0,,
431,PT06M32.00S,2022-10-22T01:34:10.6Z,3,REGULAR,steal,,[],203482,,,1610612762,70,73,2022-10-22T01:34:13Z,4230000,False,,,0,,K. Olynyk STEAL (3 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT06M20.00S,2022-10-22T01:34:22.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201144,72.61826544021025,78.43137254901961,1610612762,70,73,2022-10-22T01:34:28Z,4240000,False,142.0,205.0,1,right,MISS M. Conley 24' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
433,PT06M17.00S,2022-10-22T01:34:25.2Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,70,73,2022-10-22T01:36:41Z,4250000,False,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,432.0,4.0,3.0,1.0,,,,
434,PT06M07.00S,2022-10-22T01:34:34.9Z,3,REGULAR,3pt,Jump Shot,[],1629162,29.517082785808146,27.941176470588236,1610612750,70,73,2022-10-22T01:34:52Z,4260000,False,110.0,225.0,1,left,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
435,PT06M05.00S,2022-10-22T01:34:36.9Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,70,73,2022-10-22T01:34:52Z,4270000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,434.0,1.0,0.0,1.0,,,,
436,PT05M55.00S,2022-10-22T01:34:48.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,8.492115637319317,48.77450980392157,1610612750,70,73,2022-10-22T01:35:08Z,4280000,False,6.0,27.0,1,left,MISS A. Edwards Layup - blocked,"[1630162, 203903]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,Clarkson,203903.0
437,PT05M55.00S,2022-10-22T01:34:48.9Z,3,REGULAR,block,,[],203903,,,1610612750,70,73,2022-10-22T01:46:00Z,4290000,False,,,0,,J. Clarkson BLOCK (1 BLK),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT05M53.00S,2022-10-22T01:34:50.9Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612762,70,73,2022-10-22T01:35:18Z,4300000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:5),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,436.0,6.0,5.0,1.0,,,,
439,PT05M47.00S,2022-10-22T01:34:55.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201144,92.59198423127464,49.26470588235294,1610612762,70,75,2022-10-22T01:39:54Z,4310000,False,-4.0,17.0,1,right,M. Conley running reverse Layup (8 PTS) (J. Vanderbilt 1 AST),"[201144, 1629020]",1610612762.0,UTA,running reverse,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,1.75,Made,8.0,,,,,,,J. Vanderbilt,1629020.0,1.0,,,,,,,,
441,PT05M30.00S,2022-10-22T01:35:12.7Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,70,75,2022-10-22T01:35:38Z,4330000,False,,,0,,A. Edwards bad pass TURNOVER (4 TO),"[1630162, 203482]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,4.0,,,,,,,,Olynyk,203482.0,,
442,PT05M30.00S,2022-10-22T01:35:12.7Z,3,REGULAR,steal,,[],203482,,,1610612762,70,75,2022-10-22T01:35:15Z,4340000,False,,,0,,K. Olynyk STEAL (4 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT05M26.00S,2022-10-22T01:35:17.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628374,93.51182654402102,47.549019607843135,1610612762,70,77,2022-10-22T01:36:26Z,4350000,False,-12.0,8.0,1,right,L. Markkanen alley-oop DUNK (20 PTS) (J. Clarkson 3 AST),"[1628374, 203903]",1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.5,Made,20.0,,,,,,,J. Clarkson,203903.0,3.0,,,,,,,,
445,PT05M26.00S,2022-10-22T01:35:29.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,70,77,2022-10-22T01:35:29Z,4370000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,70,77,2022-10-22T01:37:49Z,4380000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,out,[],203497,,,1610612750,70,77,2022-10-22T01:37:49Z,4390000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,out,[],1629020,,,1610612750,70,77,2022-10-22T01:37:49Z,4400000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,out,[],201144,,,1610612750,70,77,2022-10-22T01:37:49Z,4410000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,in,[],1629669,,,1610612750,70,77,2022-10-22T01:37:49Z,4420000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,70,77,2022-10-22T01:37:49Z,4430000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,in,[],1629012,,,1610612750,70,77,2022-10-22T01:37:49Z,4440000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M26.00S,2022-10-22T01:37:18.8Z,3,REGULAR,substitution,in,[],1631117,,,1610612750,70,77,2022-10-22T01:37:49Z,4450000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M26.00S,2022-10-22T01:38:05.7Z,3,REGULAR,substitution,out,[],1630183,,,1610612750,70,77,2022-10-22T01:38:10Z,4460000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT05M26.00S,2022-10-22T01:38:05.7Z,3,REGULAR,substitution,in,[],1630162,,,1610612750,70,77,2022-10-22T01:38:10Z,4470000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M16.00S,2022-10-22T01:38:30.0Z,3,REGULAR,3pt,Jump Shot,[],1630162,32.276609724047304,37.99019607843137,1610612750,73,77,2022-10-22T01:38:37Z,4480000,False,60.0,251.0,1,left,A. Edwards 25' 3PT pullup (22 PTS) (N. Reid 1 AST),"[1630162, 1629675]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.8,Made,22.0,,,,,,,N. Reid,1629675.0,1.0,,,,,,,,
458,PT05M00.00S,2022-10-22T01:38:44.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,83.78777923784494,49.50980392156863,1610612762,73,79,2022-10-22T01:46:35Z,4500000,False,-2.0,100.0,1,right,J. Clarkson 9' floating Jump Shot (14 PTS) (L. Markkanen 5 AST),"[203903, 1628374]",1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,14.0,,,,,,,L. Markkanen,1628374.0,5.0,,,,,,,,
460,PT04M45.00S,2022-10-22T01:39:01.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,8.623521681997373,49.50980392156863,1610612750,73,79,2022-10-22T01:39:13Z,4520000,False,2.0,29.0,1,left,MISS N. Reid driving finger roll Layup,[1629675],1610612750.0,MIN,driving finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
461,PT04M45.00S,2022-10-22T01:39:01.4Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,73,79,2022-10-22T01:39:13Z,4530000,False,,,0,,L. Markkanen REBOUND (Off:3 Def:7),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,460.0,10.0,7.0,3.0,,,,
462,PT04M27.00S,2022-10-22T01:39:20.3Z,3,REGULAR,turnover,out-of-bounds,[],1631117,,,1610612762,73,79,2022-10-22T01:39:25Z,4540000,False,,,0,,W. Kessler lost ball out-of-bounds TURNOVER (1 TO),[1631117],1610612762.0,UTA,lost ball,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,2714.0,,,,,1.0,,,,,,,,,,,
463,PT04M22.00S,2022-10-22T01:39:34.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,7.966491458607096,50.245098039215684,1610612750,75,79,2022-10-22T01:39:44Z,4550000,False,-1.0,22.0,1,left,A. Edwards driving Layup (24 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.24,Made,24.0,,,,,,,,,,,,,,,,,
464,PT04M22.00S,2022-10-22T01:39:38.8Z,3,REGULAR,foul,personal,['1freethrow'],203482,,,1610612750,75,79,2022-10-22T01:40:07Z,4560000,False,,,0,,K. Olynyk shooting personal FOUL (3 PF) (Edwards 1 FT),"[203482, 1630162]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,1155.0,3.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
466,PT04M22.00S,2022-10-22T01:39:48.1Z,3,REGULAR,substitution,out,[],1628374,,,1610612750,75,79,2022-10-22T01:40:04Z,4580000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M22.00S,2022-10-22T01:39:48.1Z,3,REGULAR,substitution,out,[],203482,,,1610612750,75,79,2022-10-22T01:40:04Z,4590000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M22.00S,2022-10-22T01:39:48.1Z,3,REGULAR,substitution,in,[],200752,,,1610612750,75,79,2022-10-22T01:40:04Z,4600000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M22.00S,2022-10-22T01:39:48.1Z,3,REGULAR,substitution,in,[],1627736,,,1610612750,75,79,2022-10-22T01:40:04Z,4610000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M22.00S,2022-10-22T01:40:09.2Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630162,,,1610612750,75,79,2022-10-22T01:40:12Z,4620000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
471,PT04M17.00S,2022-10-22T01:40:14.2Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,75,79,2022-10-22T01:40:12Z,4630000,False,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,470.0,1.0,1.0,0.0,,,,
472,PT04M08.00S,2022-10-22T01:40:19.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.24901445466492,50.98039215686274,1610612762,75,79,2022-10-22T01:40:26Z,4640000,False,5.0,11.0,1,right,MISS C. Sexton driving Layup - blocked,"[1629012, 1629675]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,Reid,1629675.0
473,PT04M08.00S,2022-10-22T01:40:19.3Z,3,REGULAR,block,,[],1629675,,,1610612762,75,79,2022-10-22T01:40:23Z,4650000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
474,PT04M05.00S,2022-10-22T01:40:22.3Z,3,REGULAR,rebound,defensive,[],1629162,,,1610612750,75,79,2022-10-22T01:40:41Z,4660000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:3),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,472.0,3.0,3.0,0.0,,,,
475,PT04M01.00S,2022-10-22T01:40:25.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,22.026938239159,11.519607843137255,1610612750,78,79,2022-10-22T01:40:37Z,4670000,False,192.0,155.0,1,left,J. Nowell 24' 3PT  (11 PTS) (J. McLaughlin 3 AST),"[1629669, 1629162]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,24.68,Made,11.0,,,,,,,J. McLaughlin,1629162.0,3.0,,,,,,,,
477,PT04M01.00S,2022-10-22T01:40:39.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,78,79,2022-10-22T01:40:39Z,4690000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M01.00S,2022-10-22T01:41:39.7Z,3,REGULAR,substitution,out,[],203903,,,1610612762,78,79,2022-10-22T01:41:42Z,4700000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M01.00S,2022-10-22T01:41:39.7Z,3,REGULAR,substitution,in,[],1629659,,,1610612762,78,79,2022-10-22T01:41:42Z,4710000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M46.00S,2022-10-22T01:42:11.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.24901445466492,50.0,1610612762,78,81,2022-10-22T01:42:17Z,4720000,False,0.0,11.0,1,right,W. Kessler reverse DUNK (5 PTS) (M. Beasley 1 AST),"[1631117, 1627736]",1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,1.1,Made,5.0,,,,,,,M. Beasley,1627736.0,1.0,,,,,,,,
482,PT03M30.00S,2022-10-22T01:42:27.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.30946123521682,53.67647058823529,1610612750,78,81,2022-10-22T01:43:43Z,4740000,False,-18.0,16.0,1,left,MISS N. Reid cutting Layup - blocked,"[1629675, 1631117]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
493,PT03M30.00S,2022-10-22T01:42:27.6Z,3,REGULAR,block,,[],1631117,,,1610612750,78,81,2022-10-22T01:43:43Z,4747500,False,,,0,,W. Kessler BLOCK (4 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
492,PT03M30.00S,2022-10-22T01:42:27.6Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612762,78,81,2022-10-22T01:43:43Z,4755000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,482.0,1.0,1.0,0.0,,,,
485,PT03M25.00S,2022-10-22T01:42:42.5Z,3,REGULAR,3pt,Jump Shot,[],1629659,94.43166885676742,96.56862745098039,1610612762,78,81,2022-10-22T01:52:12Z,4770000,False,233.0,0.0,1,right,MISS T. Horton-Tucker 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
486,PT03M22.00S,2022-10-22T01:42:45.5Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,78,81,2022-10-22T01:52:31Z,4780000,False,,,0,,T. Prince REBOUND (Off:1 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,485.0,4.0,3.0,1.0,,,,
487,PT03M15.00S,2022-10-22T01:42:54.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,32.276609724047304,43.627450980392155,1610612750,81,81,2022-10-22T01:53:38Z,4790000,False,32.0,251.0,1,left,J. Nowell 25' 3PT  (14 PTS) (T. Prince 1 AST),"[1629669, 1627752]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,25.29,Made,14.0,,,,,,,T. Prince,1627752.0,1.0,,,,,,,,
488,PT03M03.00S,2022-10-22T01:43:17.1Z,3,REGULAR,foul,personal,[],1629162,,,1610612762,81,81,2022-10-22T01:56:36Z,4800000,False,,,0,,J. McLaughlin personal FOUL (1 PF),"[1629162, 1629659]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Center,,,,1629183.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,
490,PT02M54.00S,2022-10-22T01:43:25.9Z,3,REGULAR,2pt,Jump Shot,[],1627736,79.31997371879106,65.93137254901961,1610612762,81,83,2022-10-22T01:44:02Z,4820000,False,80.0,142.0,1,right,M. Beasley 16' Jump Shot (4 PTS) (C. Sexton 4 AST),"[1627736, 1629012]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Right Center,16.28,Made,4.0,,,,,,,C. Sexton,1629012.0,4.0,,,,,,,,
491,PT02M40.00S,2022-10-22T01:43:40.6Z,3,REGULAR,3pt,Jump Shot,[],1629675,7.30946123521682,96.32352941176471,1610612750,81,83,2022-10-22T01:44:09Z,4830000,False,-232.0,16.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
494,PT02M40.00S,2022-10-22T01:43:40.6Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,81,83,2022-10-22T01:44:09Z,4840000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,491.0,2.0,1.0,1.0,,,,
