actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
419,PT06M22.00S,2023-01-10T02:31:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.652431011826544,53.67647058823529,1610612759,87,81,2023-01-10T02:31:20Z,4120000,False,-18.0,10.0,1,left,T. Jones driving finger roll Layup (14 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,14.0,,,,,,,,,,
420,PT06M09.00S,2023-01-10T02:31:32.2Z,3,REGULAR,foul,offensive,[],1630583,,,1610612763,87,81,2023-01-10T02:31:39Z,4130000,False,,,0,,S. Aldama offensive FOUL (1 PF),"[1630583, 1630200]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,2004.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,0.0,Jones,1630200.0
422,PT06M09.00S,2023-01-10T02:31:32.2Z,3,REGULAR,turnover,offensive foul,[],1630583,,,1610612763,87,81,2023-01-10T02:31:32Z,4150000,False,,,0,,S. Aldama offensive foul TURNOVER (1 TO),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,2004.0,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,,,
423,PT06M09.00S,2023-01-10T02:31:39.9Z,3,REGULAR,substitution,out,[],1629641,,,1610612759,87,81,2023-01-10T02:31:42Z,4160000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M09.00S,2023-01-10T02:31:39.9Z,3,REGULAR,substitution,in,[],1631103,,,1610612759,87,81,2023-01-10T02:31:42Z,4170000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M56.00S,2023-01-10T02:31:59.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631103,21.369908015768726,49.26470588235294,1610612759,87,81,2023-01-10T02:32:04Z,4180000,False,4.0,148.0,1,left,MISS M. Branham 14' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,,Mid-Range,8-16 Center,14.84,Missed,,,,,,,,,,,,,,,,,
426,PT05M55.00S,2023-01-10T02:32:00.8Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,87,81,2023-01-10T02:32:04Z,4190000,False,,,0,,S. Adams REBOUND (Off:4 Def:10),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Mid-Range,8-16 Center,,,425.0,,,14.0,10.0,4.0,,,,,,,,,,,
427,PT05M47.00S,2023-01-10T02:32:09.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,88.78120893561103,62.5,1610612763,87,81,2023-01-10T02:32:13Z,4200000,False,62.0,53.0,1,right,MISS D. Brooks 8' turnaround fadeaway Shot,[1628415],1610612763.0,MEM,turnaround fadeaway,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Right,8.19,Missed,,,,,,,,,,,,,,,,,
428,PT05M43.00S,2023-01-10T02:32:13.2Z,3,REGULAR,rebound,defensive,[],1631103,,,1610612759,87,81,2023-01-10T02:32:13Z,4210000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,In The Paint (Non-RA),8-16 Right,,,427.0,,,1.0,1.0,0.0,,,,,,,,,,,
429,PT05M34.00S,2023-01-10T02:32:21.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,10.726018396846255,61.274509803921575,1610612759,87,81,2023-01-10T02:32:28Z,4220000,False,-56.0,48.0,1,left,MISS T. Jones 7' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,
430,PT05M34.00S,2023-01-10T02:32:26.9Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,87,81,2023-01-10T02:32:26Z,4230000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),0-8 Center,,,429.0,,,7.0,5.0,2.0,,,,,,,,,,,
431,PT05M34.00S,2023-01-10T02:32:27.7Z,3,REGULAR,foul,personal,[],1628415,,,1610612759,87,81,2023-01-10T02:32:37Z,4240000,False,,,0,,D. Brooks personal FOUL (3 PF),"[1628415, 1627751]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,202007.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Poeltl,1627751.0
433,PT05M34.00S,2023-01-10T02:32:43.5Z,3,REGULAR,substitution,out,[],1628966,,,1610612759,87,81,2023-01-10T02:32:49Z,4260000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M34.00S,2023-01-10T02:32:43.5Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,87,81,2023-01-10T02:32:49Z,4270000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M22.00S,2023-01-10T02:33:06.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,30.962549277266753,58.82352941176471,1610612759,87,81,2023-01-10T02:33:14Z,4280000,False,-44.0,239.0,1,left,MISS J. Richardson 24' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Center,24.25,Missed,,,,,,,,,,,,,,,,,
436,PT05M20.00S,2023-01-10T02:33:08.1Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,87,81,2023-01-10T02:33:14Z,4290000,False,,,0,,S. Adams REBOUND (Off:4 Def:11),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Above the Break 3,24+ Center,,,435.0,,,15.0,11.0,4.0,,,,,,,,,,,
438,PT05M11.00S,2023-01-10T02:33:17.7Z,3,REGULAR,turnover,bad pass,[],203500,,,1610612763,87,81,2023-01-10T02:33:21Z,4300000,False,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1627751]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Poeltl,1627751.0,,,,
439,PT05M11.00S,2023-01-10T02:33:17.7Z,3,REGULAR,steal,,[],1627751,,,1610612759,87,81,2023-01-10T02:33:20Z,4310000,False,,,0,,J. Poeltl STEAL (2 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
440,PT05M05.00S,2023-01-10T02:33:24.7Z,3,REGULAR,turnover,bad pass,[],1631103,,,1610612759,87,81,2023-01-10T02:34:11Z,4320000,False,,,0,,M. Branham bad pass TURNOVER (2 TO),"[1631103, 1630583]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Aldama,1630583.0,,,,
441,PT05M05.00S,2023-01-10T02:33:24.7Z,3,REGULAR,steal,,[],1630583,,,1610612763,87,81,2023-01-10T02:33:28Z,4330000,False,,,0,,S. Aldama STEAL (2 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
442,PT05M00.00S,2023-01-10T02:33:28.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630583,90.62089356110381,51.225490196078425,1610612763,89,81,2023-01-10T02:33:33Z,4340000,False,6.0,36.0,1,right,S. Aldama running finger roll Layup (11 PTS),[1630583],1610612763.0,MEM,running finger roll,,,Aldama,S. Aldama,,,,,,Restricted Area,0-8 Center,3.62,Made,,,,,,,11.0,,,,,,,,,,
443,PT04M43.00S,2023-01-10T02:33:48.4Z,3,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,89,81,2023-01-10T02:33:53Z,4350000,False,,,0,,T. Jones lost ball out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,lost ball,,,Jones,T. Jones,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,
444,PT04M43.00S,2023-01-10T02:33:51.7Z,3,REGULAR,substitution,out,[],203500,,,1610612763,89,81,2023-01-10T02:34:02Z,4360000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M43.00S,2023-01-10T02:33:51.7Z,3,REGULAR,substitution,out,[],1628415,,,1610612763,89,81,2023-01-10T02:34:02Z,4370000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M43.00S,2023-01-10T02:33:51.7Z,3,REGULAR,substitution,out,[],1627751,,,1610612763,89,81,2023-01-10T02:34:02Z,4380000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M43.00S,2023-01-10T02:33:51.7Z,3,REGULAR,substitution,in,[],1630214,,,1610612763,89,81,2023-01-10T02:34:02Z,4390000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M43.00S,2023-01-10T02:33:51.7Z,3,REGULAR,substitution,in,[],1630533,,,1610612763,89,81,2023-01-10T02:34:02Z,4400000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M43.00S,2023-01-10T02:33:51.7Z,3,REGULAR,substitution,in,[],1628380,,,1610612763,89,81,2023-01-10T02:34:02Z,4410000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M32.00S,2023-01-10T02:34:20.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,81.8166885676741,40.44117647058824,1610612763,91,81,2023-01-10T02:34:25Z,4420000,False,-48.0,118.0,1,right,T. Jones 12' driving floating Jump Shot (18 PTS) (X. Tillman 2 AST),"[1626145, 1630214]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,12.77,Made,,,,,,,18.0,X. Tillman,1630214.0,2.0,,,,,,,
452,PT04M10.00S,2023-01-10T02:34:42.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.440867279894875,50.49019607843137,1610612759,91,81,2023-01-10T02:34:46Z,4440000,False,-2.0,17.0,1,left,MISS Z. Collins cutting finger roll Layup,[1628380],1610612759.0,SAS,cutting finger roll,,,Collins,Z. Collins,,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,
453,PT04M08.00S,2023-01-10T02:34:44.7Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,91,81,2023-01-10T02:34:46Z,4450000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Restricted Area,0-8 Center,,,452.0,,,2.0,2.0,0.0,,,,,,,,,,,
454,PT04M04.00S,2023-01-10T02:34:50.8Z,3,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612763,91,81,2023-01-10T02:35:13Z,4460000,False,,,0,,S. Johnson shooting personal FOUL (2 PF) (Tillman 2 FT),"[1626169, 1630214]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Tillman,1630214.0
456,PT04M04.00S,2023-01-10T02:35:20.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630214,,,1610612763,92,81,2023-01-10T02:35:20Z,4480000,False,,,0,,X. Tillman Free Throw 1 of 2 (7 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
457,PT04M04.00S,2023-01-10T02:35:21.5Z,3,REGULAR,substitution,out,[],1630200,,,1610612763,92,81,2023-01-10T02:35:25Z,4490000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M04.00S,2023-01-10T02:35:21.5Z,3,REGULAR,substitution,in,[],203926,,,1610612763,92,81,2023-01-10T02:35:25Z,4500000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M04.00S,2023-01-10T02:35:40.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630214,,,1610612763,93,81,2023-01-10T02:35:40Z,4510000,False,,,0,,X. Tillman Free Throw 2 of 2 (8 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
460,PT03M46.00S,2023-01-10T02:35:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626169,12.697109067017081,45.83333333333333,1610612759,93,81,2023-01-10T02:36:01Z,4520000,False,21.0,67.0,1,left,MISS S. Johnson 7' driving floating Shot,[1626169],1610612759.0,SAS,driving floating,,,Johnson,S. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,7.01,Missed,,,,,,,,,,,,,,,,,
461,PT03M44.00S,2023-01-10T02:35:59.1Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,93,81,2023-01-10T02:36:01Z,4530000,False,,,0,,Z. Collins REBOUND (Off:2 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,In The Paint (Non-RA),0-8 Center,,,460.0,,,3.0,1.0,2.0,,,,,,,,,,,
462,PT03M42.00S,2023-01-10T02:36:01.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,9.280551905387648,3.9215686274509802,1610612759,93,84,2023-01-10T02:36:04Z,4540000,False,230.0,35.0,1,left,M. Branham 3PT  (12 PTS) (Z. Collins 2 AST),"[1631103, 1628380]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,12.0,Z. Collins,1628380.0,2.0,,,,,,,
464,PT03M24.00S,2023-01-10T02:36:19.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,80.1084099868594,53.18627450980392,1610612763,93,84,2023-01-10T02:36:23Z,4560000,False,16.0,134.0,1,right,MISS Z. Williams 13' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,In The Paint (Non-RA),8-16 Center,13.54,Missed,,,,,,,,,,,,,,,,,
465,PT03M21.00S,2023-01-10T02:36:22.5Z,3,REGULAR,rebound,offensive,[],1626145,,,1610612763,93,84,2023-01-10T02:36:23Z,4570000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,,,464.0,,,2.0,1.0,1.0,,,,,,,,,,,
466,PT03M18.00S,2023-01-10T02:36:25.2Z,3,REGULAR,turnover,lost ball,[],1626145,,,1610612763,93,84,2023-01-10T02:36:28Z,4580000,False,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1626145, 1628380]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,Collins,1628380.0,,,,
467,PT03M18.00S,2023-01-10T02:36:25.2Z,3,REGULAR,steal,,[],1628380,,,1610612759,93,84,2023-01-10T03:07:25Z,4590000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
468,PT03M12.00S,2023-01-10T02:36:31.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626196,6.915243101182654,47.30392156862745,1610612759,93,86,2023-01-10T02:36:35Z,4600000,False,13.0,13.0,1,left,J. Richardson running Layup (9 PTS),[1626196],1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,9.0,,,,,,,,,,
469,PT03M01.00S,2023-01-10T02:36:41.8Z,3,REGULAR,3pt,Jump Shot,[],1626145,83.39356110381078,93.38235294117648,1610612763,93,86,2023-01-10T02:36:45Z,4610000,False,217.0,104.0,1,right,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Right Center,24.04,Missed,,,,,,,,,,,,,,,,,
470,PT02M59.00S,2023-01-10T02:36:43.8Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612759,93,86,2023-01-10T02:36:45Z,4620000,False,,,0,,J. Richardson REBOUND (Off:0 Def:3),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Right Center,,,469.0,,,3.0,3.0,0.0,,,,,,,,,,,
471,PT02M52.00S,2023-01-10T02:36:50.9Z,3,REGULAR,3pt,Jump Shot,[],1626196,25.04927726675427,13.970588235294118,1610612759,93,86,2023-01-10T02:36:55Z,4630000,False,180.0,183.0,1,left,MISS J. Richardson 25' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,
472,PT02M49.00S,2023-01-10T02:36:53.9Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,93,86,2023-01-10T02:36:55Z,4640000,False,,,0,,Z. Williams REBOUND (Off:1 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Right Center,,,471.0,,,3.0,2.0,1.0,,,,,,,,,,,
473,PT02M44.00S,2023-01-10T02:37:01.4Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612763,93,86,2023-01-10T02:37:10Z,4650000,False,,,0,,Z. Collins shooting personal FOUL (4 PF) (Tillman 2 FT),"[1628380, 1630214]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,202007.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Tillman,1630214.0
475,PT02M44.00S,2023-01-10T02:37:33.1Z,3,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,93,86,2023-01-10T02:37:33Z,4670000,False,,,0,,MISS X. Tillman Free Throw 1 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
476,PT02M44.00S,2023-01-10T02:37:33.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,93,86,2023-01-10T02:37:33Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,
477,PT02M44.00S,2023-01-10T02:37:46.5Z,3,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,94,86,2023-01-10T02:37:46Z,4690000,False,,,0,,X. Tillman Free Throw 2 of 2 (9 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
478,PT02M30.00S,2023-01-10T02:38:01.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,17.0335085413929,42.40196078431372,1610612759,94,86,2023-01-10T02:38:07Z,4700000,False,38.0,108.0,1,left,MISS J. Richardson 11' floating Shot,[1626196],1610612759.0,SAS,floating,,,Richardson,J. Richardson,,,,,,In The Paint (Non-RA),8-16 Center,11.41,Missed,,,,,,,,,,,,,,,,,
479,PT02M27.00S,2023-01-10T02:38:04.7Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,94,86,2023-01-10T02:38:07Z,4710000,False,,,0,,Z. Collins REBOUND (Off:3 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,In The Paint (Non-RA),8-16 Center,,,478.0,,,4.0,1.0,3.0,,,,,,,,,,,
480,PT02M26.00S,2023-01-10T02:38:05.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,8.229303547963205,50.0,1610612759,94,88,2023-01-10T02:38:08Z,4720000,False,0.0,25.0,1,left,Z. Collins putback Layup (9 PTS),[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,9.0,,,,,,,,,,
481,PT02M04.00S,2023-01-10T02:38:27.6Z,3,REGULAR,2pt,Jump Shot,[],1630533,92.46057818659659,70.09803921568627,1610612763,94,88,2023-01-10T02:38:31Z,4730000,False,100.0,18.0,1,right,MISS Z. Williams 10' driving floating Shot,[1630533],1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,,Mid-Range,8-16 Right,10.22,Missed,,,,,,,,,,,,,,,,,
482,PT02M03.00S,2023-01-10T02:38:29.0Z,3,REGULAR,rebound,offensive,[],1630214,,,1610612763,94,88,2023-01-10T02:38:29Z,4740000,False,,,0,,X. Tillman REBOUND (Off:2 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Mid-Range,8-16 Right,,,481.0,,,4.0,2.0,2.0,,,,,,,,,,,
483,PT02M01.00S,2023-01-10T02:38:30.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630214,91.5407358738502,38.72549019607843,1610612763,94,88,2023-01-10T02:38:38Z,4750000,False,-56.0,27.0,1,right,MISS X. Tillman 6' Hook,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,
484,PT02M00.00S,2023-01-10T02:38:31.9Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,94,88,2023-01-10T02:38:38Z,4760000,False,,,0,,Z. Collins REBOUND (Off:3 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,In The Paint (Non-RA),0-8 Center,,,483.0,,,5.0,2.0,3.0,,,,,,,,,,,
486,PT02M00.00S,2023-01-10T02:38:42.4Z,3,REGULAR,foul,personal,[],1630533,,,1610612759,94,88,2023-01-10T02:38:54Z,4780000,False,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1626196]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,202007.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,0.0,Richardson,1626196.0
488,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,out,[],1630583,,,1610612759,94,88,2023-01-10T02:39:18Z,4800000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,out,[],1626145,,,1610612759,94,88,2023-01-10T02:39:18Z,4810000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,out,[],1629723,,,1610612759,94,88,2023-01-10T02:39:18Z,4820000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,out,[],1628380,,,1610612759,94,88,2023-01-10T02:39:18Z,4830000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,in,[],1631113,,,1610612759,94,88,2023-01-10T02:39:18Z,4840000,False,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,in,[],1628991,,,1610612759,94,88,2023-01-10T02:39:18Z,4850000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,in,[],1630217,,,1610612759,94,88,2023-01-10T02:39:18Z,4860000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M00.00S,2023-01-10T02:38:56.7Z,3,REGULAR,substitution,in,[],1631110,,,1610612759,94,88,2023-01-10T02:39:18Z,4870000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M48.00S,2023-01-10T02:39:25.1Z,3,REGULAR,3pt,Jump Shot,[],203926,23.603810775295663,9.313725490196079,1610612759,94,88,2023-01-10T02:39:30Z,4880000,False,203.0,169.0,1,left,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,
497,PT01M44.00S,2023-01-10T02:39:29.1Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,94,88,2023-01-10T02:39:30Z,4890000,False,,,0,,X. Tillman REBOUND (Off:2 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Above the Break 3,24+ Right Center,,,496.0,,,5.0,3.0,2.0,,,,,,,,,,,
498,PT01M36.00S,2023-01-10T02:39:36.3Z,3,REGULAR,3pt,Jump Shot,[],1630533,80.1084099868594,5.88235294117647,1610612763,94,88,2023-01-10T02:39:42Z,4900000,False,-221.0,134.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,
499,PT01M32.00S,2023-01-10T02:39:40.3Z,3,REGULAR,rebound,defensive,[],1631103,,,1610612759,94,88,2023-01-10T02:39:42Z,4910000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,Above the Break 3,24+ Left Center,,,498.0,,,2.0,2.0,0.0,,,,,,,,,,,
