actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
164,PT11M29.00S,2023-01-10T01:35:42.6Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,35,27,2023-01-10T01:35:44Z,1630000,False,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Above the Break 3,24+ Right Center,,,163.0,,,2.0,2.0,0.0,,,,,,,,,,,
165,PT11M25.00S,2023-01-10T01:35:47.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628380,92.72339027595268,54.65686274509803,1610612759,35,29,2023-01-10T01:35:57Z,1640000,False,23.0,16.0,1,right,Z. Collins running Layup (4 PTS) (T. Jones 3 AST),"[1628380, 1630200]",1610612759.0,SAS,running,,,Collins,Z. Collins,,,,,,Restricted Area,0-8 Center,2.82,Made,,,,,,,4.0,T. Jones,1630200.0,3.0,,,,,,,
167,PT11M14.00S,2023-01-10T01:35:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,8.886333771353483,44.85294117647059,1610612763,37,29,2023-01-10T01:36:02Z,1660000,False,26.0,31.0,1,left,X. Tillman cutting Layup (4 PTS) (K. Chandler 2 AST),"[1630214, 1631113]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,4.0,K. Chandler,1631113.0,2.0,,,,,,,
169,PT11M04.00S,2023-01-10T01:36:11.0Z,2,REGULAR,foul,personal,[],1630214,,,1610612759,37,29,2023-01-10T01:36:18Z,1680000,False,,,0,,X. Tillman personal FOUL (1 PF),"[1630214, 1626169]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,202007.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,0.0,Johnson,1626169.0
171,PT11M04.00S,2023-01-10T01:36:17.3Z,2,REGULAR,substitution,out,[],1630583,,,1610612759,37,29,2023-01-10T01:36:22Z,1700000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M04.00S,2023-01-10T01:36:17.3Z,2,REGULAR,substitution,out,[],1629723,,,1610612759,37,29,2023-01-10T01:36:22Z,1710000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M04.00S,2023-01-10T01:36:17.3Z,2,REGULAR,substitution,in,[],1628991,,,1610612759,37,29,2023-01-10T01:36:22Z,1720000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M04.00S,2023-01-10T01:36:17.3Z,2,REGULAR,substitution,in,[],1630217,,,1610612759,37,29,2023-01-10T01:36:22Z,1730000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M58.00S,2023-01-10T01:36:37.5Z,2,REGULAR,3pt,Jump Shot,[],1631103,67.09921156373193,44.36274509803921,1610612759,37,29,2023-01-10T01:36:41Z,1740000,False,-28.0,257.0,1,right,MISS M. Branham 25' pullup 3PT,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,
176,PT10M55.00S,2023-01-10T01:36:40.5Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,37,29,2023-01-10T01:36:41Z,1750000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Center,,,175.0,,,2.0,2.0,0.0,,,,,,,,,,,
177,PT10M45.00S,2023-01-10T01:36:50.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.988830486202366,43.872549019607845,1610612763,39,29,2023-01-10T01:36:55Z,1760000,False,31.0,51.0,1,left,J. Jackson Jr. turnaround Hook (5 PTS) (K. Chandler 3 AST),"[1628991, 1631113]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,,,,,,,5.0,K. Chandler,1631113.0,3.0,,,,,,,
179,PT10M29.00S,2023-01-10T01:37:05.8Z,2,REGULAR,3pt,Jump Shot,[],1630200,71.69842312746385,21.323529411764707,1610612759,39,29,2023-01-10T01:37:09Z,1780000,False,-143.0,214.0,1,right,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,
180,PT10M27.00S,2023-01-10T01:37:07.8Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,39,29,2023-01-10T01:37:09Z,1790000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Above the Break 3,24+ Left Center,,,179.0,,,2.0,2.0,0.0,,,,,,,,,,,
181,PT10M24.00S,2023-01-10T01:37:11.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,30.436925098554536,65.68627450980392,1610612763,42,29,2023-01-10T01:37:16Z,1800000,False,-78.0,234.0,1,left,D. Bane 24' 3PT running pullup (7 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Left Center,24.64,Made,,,,,,,7.0,,,,,,,,,,
182,PT10M08.00S,2023-01-10T01:37:27.9Z,2,REGULAR,3pt,Jump Shot,[],203926,69.20170827858082,30.637254901960787,1610612759,42,32,2023-01-10T01:37:33Z,1810000,False,-97.0,237.0,1,right,D. McDermott 25' 3PT pullup (5 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,Above the Break 3,24+ Left Center,25.6,Made,,,,,,,5.0,Z. Collins,1628380.0,1.0,,,,,,,
184,PT09M51.00S,2023-01-10T01:37:43.5Z,2,REGULAR,3pt,Jump Shot,[],1630214,9.806176084099869,94.6078431372549,1610612763,42,32,2023-01-10T01:37:47Z,1830000,False,-223.0,40.0,1,left,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Left Corner 3,24+ Left,22.65,Missed,,,,,,,,,,,,,,,,,
185,PT09M49.00S,2023-01-10T01:37:45.5Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,42,32,2023-01-10T01:37:47Z,1840000,False,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Left Corner 3,24+ Left,,,184.0,,,3.0,3.0,0.0,,,,,,,,,,,
186,PT09M43.00S,2023-01-10T01:37:51.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630200,94.69448094612353,2.696078431372549,1610612759,42,32,2023-01-10T01:37:57Z,1850000,False,-237.0,-3.0,1,right,MISS T. Jones running 3PT,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,
187,PT09M40.00S,2023-01-10T01:37:54.4Z,2,REGULAR,rebound,defensive,[],1631113,,,1610612763,42,32,2023-01-10T01:37:57Z,1860000,False,,,0,,K. Chandler REBOUND (Off:0 Def:1),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,Left Corner 3,24+ Left,,,186.0,,,1.0,1.0,0.0,,,,,,,,,,,
188,PT09M32.00S,2023-01-10T01:38:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631113,10.85742444152431,40.931372549019606,1610612763,42,32,2023-01-10T01:38:07Z,1870000,False,45.0,50.0,1,left,MISS K. Chandler 6' driving floating bank Shot,[1631113],1610612763.0,MEM,driving floating bank,,,Chandler,K. Chandler,,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,
189,PT09M29.00S,2023-01-10T01:38:05.7Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612759,42,32,2023-01-10T01:38:07Z,1880000,False,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,,,188.0,,,2.0,2.0,0.0,,,,,,,,,,,
190,PT09M26.00S,2023-01-10T01:38:09.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203926,94.1688567674113,52.69607843137255,1610612759,42,34,2023-01-10T02:10:22Z,1890000,False,13.0,2.0,1,right,D. McDermott running reverse Layup (7 PTS) (S. Johnson 2 AST),"[203926, 1626169]",1610612759.0,SAS,running reverse,,,McDermott,D. McDermott,,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,7.0,S. Johnson,1626169.0,2.0,,,,,,,
192,PT09M26.00S,2023-01-10T01:38:22.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,42,34,2023-01-10T01:38:22Z,1910000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M26.00S,2023-01-10T01:40:56.0Z,2,REGULAR,substitution,out,[],1631103,,,1610612763,42,34,2023-01-10T01:41:08Z,1920000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M26.00S,2023-01-10T01:40:56.0Z,2,REGULAR,substitution,out,[],1628380,,,1610612763,42,34,2023-01-10T01:41:08Z,1930000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M26.00S,2023-01-10T01:40:56.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612763,42,34,2023-01-10T01:41:08Z,1940000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M26.00S,2023-01-10T01:40:56.0Z,2,REGULAR,substitution,in,[],1629641,,,1610612763,42,34,2023-01-10T01:41:08Z,1950000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M17.00S,2023-01-10T01:41:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631113,5.863994743758213,53.431372549019606,1610612763,44,34,2023-01-10T01:41:24Z,1960000,False,-17.0,3.0,1,left,K. Chandler driving reverse Layup (2 PTS),[1631113],1610612763.0,MEM,driving reverse,,,Chandler,K. Chandler,,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,2.0,,,,,,,,,,
202,PT09M02.00S,2023-01-10T01:41:33.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,87.59855453350855,44.36274509803921,1610612759,44,36,2023-01-10T01:41:38Z,1970000,False,-28.0,64.0,1,right,J. Poeltl 7' Hook (4 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),0-8 Center,7.0,Made,,,,,,,4.0,,,,,,,,,,
203,PT08M40.00S,2023-01-10T01:41:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,10.068988173455978,59.55882352941176,1610612763,44,36,2023-01-10T01:41:59Z,1980000,False,-48.0,42.0,1,left,MISS D. Bane 6' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,
204,PT08M39.00S,2023-01-10T01:41:57.1Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,44,36,2023-01-10T01:41:57Z,1990000,False,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,In The Paint (Non-RA),0-8 Center,,,203.0,,,3.0,2.0,1.0,,,,,,,,,,,
205,PT08M39.00S,2023-01-10T01:41:57.9Z,2,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612763,44,36,2023-01-10T01:42:06Z,2000000,False,,,0,,S. Johnson shooting personal FOUL (1 PF) (Tillman 2 FT),"[1626169, 1630214]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,1629178.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Tillman,1630214.0
207,PT08M39.00S,2023-01-10T01:42:25.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630214,,,1610612763,45,36,2023-01-10T01:42:25Z,2020000,False,,,0,,X. Tillman Free Throw 1 of 2 (5 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
208,PT08M39.00S,2023-01-10T01:42:41.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630214,,,1610612763,46,36,2023-01-10T01:42:41Z,2030000,False,,,0,,X. Tillman Free Throw 2 of 2 (6 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
209,PT08M27.00S,2023-01-10T01:42:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.85479632063075,53.92156862745098,1610612759,46,36,2023-01-10T01:42:59Z,2040000,False,20.0,15.0,1,right,MISS J. Poeltl driving finger roll Layup,[1627751],1610612759.0,SAS,driving finger roll,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,
210,PT08M25.00S,2023-01-10T01:42:55.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,46,36,2023-01-10T01:42:59Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,Restricted Area,0-8 Center,,,209.0,,,,,,,,,,,,,,,,
212,PT08M23.00S,2023-01-10T01:43:11.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203926,93.51182654402102,2.941176470588235,1610612759,46,36,2023-01-10T01:43:16Z,2070000,False,-235.0,8.0,1,right,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,
213,PT08M19.00S,2023-01-10T01:43:15.1Z,2,REGULAR,rebound,defensive,[],1631113,,,1610612763,46,36,2023-01-10T01:43:16Z,2080000,False,,,0,,K. Chandler REBOUND (Off:0 Def:2),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,Left Corner 3,24+ Left,,,212.0,,,2.0,2.0,0.0,,,,,,,,,,,
214,PT08M11.00S,2023-01-10T01:43:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,19.136005256241788,38.970588235294116,1610612763,48,36,2023-01-10T01:43:27Z,2090000,False,55.0,127.0,1,left,Z. Williams 13' pullup Jump Shot (7 PTS) (D. Bane 2 AST),"[1630533, 1630217]",1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,In The Paint (Non-RA),8-16 Center,13.88,Made,,,,,,,7.0,D. Bane,1630217.0,2.0,,,,,,,
216,PT07M53.00S,2023-01-10T01:43:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.11760840998686,50.49019607843137,1610612759,48,38,2023-01-10T02:44:10Z,2110000,False,2.0,12.0,1,right,J. Poeltl finger roll Layup (6 PTS) (S. Johnson 3 AST),"[1627751, 1626169]",1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,6.0,S. Johnson,1626169.0,3.0,,,,,,,
218,PT07M37.00S,2023-01-10T01:44:01.1Z,2,REGULAR,foul,personal,[],203926,,,1610612763,48,38,2023-01-10T01:44:25Z,2130000,False,,,0,,D. McDermott personal FOUL (2 PF),"[203926, 1630217]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,1629178.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2.0,0.0,Bane,1630217.0
220,PT07M31.00S,2023-01-10T01:44:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,6.521024967148489,61.274509803921575,1610612763,48,38,2023-01-10T01:44:33Z,2150000,False,-56.0,9.0,1,left,MISS J. Jackson Jr. driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,
221,PT07M27.00S,2023-01-10T01:44:33.6Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,48,38,2023-01-10T01:44:33Z,2160000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),0-8 Center,,,220.0,,,3.0,2.0,1.0,,,,,,,,,,,
223,PT07M15.00S,2023-01-10T01:45:03.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,86.02168199737189,55.88235294117647,1610612759,48,40,2023-01-10T01:45:10Z,2180000,False,29.0,79.0,1,right,T. Jones 8' driving floating Jump Shot (4 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,8.42,Made,,,,,,,4.0,,,,,,,,,,
224,PT07M15.00S,2023-01-10T01:45:06.6Z,2,REGULAR,foul,personal,['1freethrow'],1631113,,,1610612759,48,40,2023-01-10T01:45:13Z,2190000,False,,,0,,K. Chandler shooting personal FOUL (1 PF) (Jones 1 FT),"[1631113, 1630200]",1610612763.0,MEM,shooting,,,Chandler,K. Chandler,,,,,2004.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Jones,1630200.0
226,PT07M15.00S,2023-01-10T01:45:22.8Z,2,REGULAR,substitution,out,[],203926,,,1610612759,48,40,2023-01-10T01:45:34Z,2210000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M15.00S,2023-01-10T01:45:22.8Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,48,40,2023-01-10T01:45:34Z,2220000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M15.00S,2023-01-10T01:45:37.9Z,2,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,48,41,2023-01-10T01:45:37Z,2230000,False,,,0,,T. Jones Free Throw 1 of 1 (5 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
229,PT06M51.00S,2023-01-10T01:46:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,16.376478318002626,55.63725490196079,1610612763,50,41,2023-01-10T01:46:06Z,2240000,False,-28.0,101.0,1,left,D. Bane 10' driving floating Jump Shot (9 PTS) (K. Chandler 4 AST),"[1630217, 1631113]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,,In The Paint (Non-RA),8-16 Center,10.52,Made,,,,,,,9.0,K. Chandler,1631113.0,4.0,,,,,,,
231,PT06M30.00S,2023-01-10T01:46:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,92.46057818659659,53.67647058823529,1610612759,50,41,2023-01-10T01:46:27Z,2260000,False,18.0,18.0,1,right,MISS J. Poeltl floating Shot - blocked,"[1627751, 1628991]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,2.6,Missed,,Jackson Jr.,1628991.0,,,,,,,,,,,,,,
232,PT06M30.00S,2023-01-10T01:46:23.2Z,2,REGULAR,block,,[],1628991,,,1610612759,50,41,2023-01-10T01:46:25Z,2270000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
233,PT06M27.00S,2023-01-10T01:46:26.2Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,50,41,2023-01-10T01:46:27Z,2280000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Restricted Area,0-8 Center,,,231.0,,,2.0,1.0,1.0,,,,,,,,,,,
234,PT06M26.00S,2023-01-10T01:46:27.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,90.62089356110381,53.67647058823529,1610612759,50,41,2023-01-10T01:46:31Z,2290000,False,18.0,36.0,1,right,MISS J. Sochan putback Layup - blocked,"[1631110, 1628991]",1610612759.0,SAS,putback,,,Sochan,J. Sochan,,,,,,Restricted Area,0-8 Center,4.02,Missed,,Jackson Jr.,1628991.0,,,,,,,,,,,,,,
235,PT06M26.00S,2023-01-10T01:46:27.4Z,2,REGULAR,block,,[],1628991,,,1610612759,50,41,2023-01-10T01:46:29Z,2300000,False,,,0,,J. Jackson Jr. BLOCK (4 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
236,PT06M22.00S,2023-01-10T01:46:31.4Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,50,41,2023-01-10T01:46:31Z,2310000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Restricted Area,0-8 Center,,,234.0,,,2.0,2.0,0.0,,,,,,,,,,,
237,PT06M22.00S,2023-01-10T01:46:32.9Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612763,50,41,2023-01-10T01:46:45Z,2320000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1627751, 1628991]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
239,PT06M22.00S,2023-01-10T01:46:58.3Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,50,41,2023-01-10T01:46:58Z,2340000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
240,PT06M22.00S,2023-01-10T01:46:58.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,50,41,2023-01-10T01:46:58Z,2350000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,
241,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,out,[],1631113,,,1610612763,50,41,2023-01-10T01:47:12Z,2360000,False,,,0,,SUB out: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,50,41,2023-01-10T01:47:12Z,2370000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,50,41,2023-01-10T01:47:12Z,2380000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,out,[],1626169,,,1610612763,50,41,2023-01-10T01:47:12Z,2390000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,in,[],203500,,,1610612763,50,41,2023-01-10T01:47:12Z,2400000,False,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,50,41,2023-01-10T01:47:12Z,2410000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,50,41,2023-01-10T01:47:12Z,2420000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M22.00S,2023-01-10T01:46:58.8Z,2,REGULAR,substitution,in,[],1631103,,,1610612763,50,41,2023-01-10T01:47:12Z,2430000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M22.00S,2023-01-10T01:47:26.2Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,51,41,2023-01-10T01:47:26Z,2440000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
250,PT06M02.00S,2023-01-10T01:47:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.9862023653088,47.794117647058826,1610612759,51,43,2023-01-10T01:47:53Z,2450000,False,-11.0,13.0,1,right,T. Jones driving reverse Layup (7 PTS),[1630200],1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,7.0,,,,,,,,,,
251,PT05M46.00S,2023-01-10T01:48:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,8.886333771353483,53.92156862745098,1610612763,53,43,2023-01-10T01:48:09Z,2460000,False,-20.0,31.0,1,left,S. Adams cutting Layup (6 PTS) (D. Brooks 2 AST),"[203500, 1628415]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,,,6.0,D. Brooks,1628415.0,2.0,,,,,,,
