actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
253,PT06M59.00S,2022-11-19T01:50:15.6Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,48,38,2022-11-19T01:50:40Z,2530000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M59.00S,2022-11-19T01:50:15.6Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,48,38,2022-11-19T01:50:40Z,2540000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M47.00S,2022-11-19T01:51:02.8Z,2,REGULAR,3pt,Jump Shot,[],1630322,68.80749014454665,68.62745098039215,1610612760,48,38,2022-11-19T01:51:08Z,2550000,False,93.0,241.0,1,right,MISS L. Waters III 25' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,
256,PT06M45.00S,2022-11-19T01:51:04.8Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,48,38,2022-11-19T01:51:51Z,2560000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Right Center,,,255.0,1.0,0.0,1.0,,,,,,,,,,,,,
257,PT06M45.00S,2022-11-19T01:51:07.2Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612760,48,38,2022-11-19T01:51:18Z,2570000,False,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Williams 2 FT),"[1631222, 1631119]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williams,1631119.0
259,PT06M45.00S,2022-11-19T01:51:27.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631119,,,1610612760,48,39,2022-11-19T01:51:27Z,2590000,False,,,0,,J. Williams Free Throw 1 of 2 (3 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
260,PT06M45.00S,2022-11-19T01:51:46.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631119,,,1610612760,48,39,2022-11-19T01:51:46Z,2600000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
261,PT06M43.00S,2022-11-19T01:51:46.8Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,48,39,2022-11-19T01:51:46Z,2610000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,260.0,5.0,4.0,1.0,,,,,,,,,,,,,
262,PT06M29.00S,2022-11-19T01:52:00.2Z,2,REGULAR,3pt,Jump Shot,[],1628415,32.276609724047304,59.31372549019608,1610612763,48,39,2022-11-19T01:52:03Z,2620000,False,-47.0,251.0,1,left,MISS D. Brooks 25' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,
263,PT06M27.00S,2022-11-19T01:52:02.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,48,39,2022-11-19T01:52:03Z,2630000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Above the Break 3,24+ Center,,,262.0,1.0,1.0,0.0,,,,,,,,,,,,,
264,PT06M20.00S,2022-11-19T01:52:09.7Z,2,REGULAR,3pt,Jump Shot,[],1630322,70.12155059132719,70.83333333333334,1610612760,48,39,2022-11-19T01:52:13Z,2640000,False,104.0,228.0,1,right,MISS L. Waters III 25' step back 3PT,[1630322],1610612760.0,OKC,step back,,,Waters III,L. Waters III,,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,
265,PT06M17.00S,2022-11-19T01:52:12.7Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,48,39,2022-11-19T01:52:51Z,2650000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Right Center,,,264.0,2.0,0.0,2.0,,,,,,,,,,,,,
266,PT06M17.00S,2022-11-19T01:52:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631119,93.24901445466492,52.69607843137255,1610612760,48,41,2022-11-19T02:04:00Z,2660000,False,13.0,11.0,1,right,J. Williams finger roll Layup (5 PTS) (A. Wiggins 3 AST),"[1631119, 1630598]",1610612760.0,OKC,finger roll,,,Williams,J. Williams,,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,5.0,A. Wiggins,1630598.0,3.0,,,,,,,,,
268,PT06M17.00S,2022-11-19T01:52:17.8Z,2,REGULAR,foul,personal,['1freethrow'],1626145,,,1610612760,48,41,2022-11-19T01:52:55Z,2680000,False,,,0,,T. Jones shooting personal FOUL (2 PF) (Williams 1 FT),"[1626145, 1631119]",1610612763.0,MEM,shooting,,,Jones,T. Jones,,,,,1179.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williams,1631119.0
270,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,out,[],1631222,,,1610612760,48,41,2022-11-19T01:52:51Z,2700000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,out,[],1626145,,,1610612760,48,41,2022-11-19T01:52:51Z,2710000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,out,[],1628415,,,1610612760,48,41,2022-11-19T01:52:51Z,2720000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,out,[],1630322,,,1610612760,48,41,2022-11-19T01:52:51Z,2730000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,in,[],1631223,,,1610612760,48,41,2022-11-19T01:52:51Z,2740000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,in,[],1629723,,,1610612760,48,41,2022-11-19T01:52:51Z,2750000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,in,[],1629630,,,1610612760,48,41,2022-11-19T01:52:51Z,2760000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M17.00S,2022-11-19T01:52:25.1Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,48,41,2022-11-19T01:52:51Z,2770000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M17.00S,2022-11-19T01:52:52.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631119,,,1610612760,48,42,2022-11-19T01:52:52Z,2780000,False,,,0,,J. Williams Free Throw 1 of 1 (6 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
279,PT06M05.00S,2022-11-19T01:53:09.8Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612763,48,42,2022-11-19T01:53:26Z,2790000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1631119, 1628991]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,1179.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0
281,PT06M05.00S,2022-11-19T01:53:33.8Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,48,42,2022-11-19T01:53:33Z,2810000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
282,PT06M05.00S,2022-11-19T01:53:33.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,48,42,2022-11-19T01:53:33Z,2820000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,
283,PT06M05.00S,2022-11-19T01:53:35.9Z,2,REGULAR,substitution,out,[],1631119,,,1610612763,48,42,2022-11-19T01:53:39Z,2830000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT06M05.00S,2022-11-19T01:53:35.9Z,2,REGULAR,substitution,in,[],1630197,,,1610612763,48,42,2022-11-19T01:53:39Z,2840000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M05.00S,2022-11-19T01:53:51.4Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,49,42,2022-11-19T01:53:51Z,2850000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (17 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
286,PT05M49.00S,2022-11-19T01:54:08.2Z,2,REGULAR,3pt,Jump Shot,[],1630526,68.54467805519053,71.07843137254902,1610612760,49,42,2022-11-19T01:54:11Z,2860000,False,105.0,243.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,
287,PT05M46.00S,2022-11-19T01:54:11.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,49,42,2022-11-19T01:54:11Z,2870000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Right Center,,,286.0,6.0,5.0,1.0,,,,,,,,,,,,,
288,PT05M35.00S,2022-11-19T01:54:21.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.427726675427067,64.4607843137255,1610612763,49,42,2022-11-19T01:54:24Z,2880000,False,-72.0,111.0,1,left,MISS J. Morant 13' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,In The Paint (Non-RA),8-16 Left,13.27,Missed,,,,,,,,,,,,,,,,,
289,PT05M33.00S,2022-11-19T01:54:23.6Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,49,42,2022-11-19T01:54:24Z,2890000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Left,,,288.0,3.0,1.0,2.0,,,,,,,,,,,,,
290,PT05M26.00S,2022-11-19T01:54:30.8Z,2,REGULAR,3pt,Jump Shot,[],1630598,73.80091984231275,16.666666666666664,1610612760,49,45,2022-11-19T01:54:34Z,2900000,False,-167.0,194.0,1,right,A. Wiggins 25' 3PT  (3 PTS) (A. Pokusevski 1 AST),"[1630598, 1630197]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,,,3.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,
292,PT05M07.00S,2022-11-19T01:54:53.5Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,49,45,2022-11-19T01:54:57Z,2920000,False,,,0,,J. Jackson Jr. offensive FOUL (1 PF),"[1628991, 1629652]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1627529.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Dort,1629652.0
294,PT05M07.00S,2022-11-19T01:54:53.5Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,49,45,2022-11-19T01:54:53Z,2940000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1627529.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,
295,PT05M07.00S,2022-11-19T01:55:00.1Z,2,REGULAR,substitution,out,[],1628991,,,1610612760,49,45,2022-11-19T01:55:12Z,2950000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M07.00S,2022-11-19T01:55:00.1Z,2,REGULAR,substitution,out,[],1629634,,,1610612760,49,45,2022-11-19T01:55:12Z,2960000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M07.00S,2022-11-19T01:55:00.1Z,2,REGULAR,substitution,in,[],203500,,,1610612760,49,45,2022-11-19T01:55:12Z,2980000,False,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M07.00S,2022-11-19T01:55:00.1Z,2,REGULAR,substitution,in,[],1630583,,,1610612760,49,45,2022-11-19T01:55:12Z,2990000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M07.00S,2022-11-19T01:55:00.1Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,49,45,2022-11-19T01:55:12Z,3000000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT05M07.00S,2022-11-19T01:55:00.1Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,49,45,2022-11-19T01:58:33Z,3005000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M57.00S,2022-11-19T01:55:31.6Z,2,REGULAR,turnover,traveling,[],1630526,,,1610612760,49,45,2022-11-19T01:55:35Z,3010000,False,,,0,,J. Robinson-Earl traveling TURNOVER (1 TO),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,1193.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,
302,PT04M36.00S,2022-11-19T01:56:04.2Z,2,REGULAR,foul,personal,[],1630598,,,1610612763,49,45,2022-11-19T01:56:09Z,3020000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[1630598, 1629630]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,1627529.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,0.0,Morant,1629630.0
304,PT04M30.00S,2022-11-19T01:56:29.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,11.383048620236531,3.6764705882352944,1610612763,49,45,2022-11-19T01:56:34Z,3040000,False,232.0,55.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,
305,PT04M25.00S,2022-11-19T01:56:34.8Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,49,45,2022-11-19T01:56:34Z,3050000,False,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Right Corner 3,24+ Right,,,304.0,3.0,2.0,1.0,,,,,,,,,,,,,
306,PT04M17.00S,2022-11-19T01:56:42.3Z,2,REGULAR,3pt,Jump Shot,[],1628983,68.67608409986859,70.09803921568627,1610612760,49,48,2022-11-19T01:56:47Z,3060000,False,100.0,242.0,1,right,S. Gilgeous-Alexander 26' 3PT  (5 PTS) (A. Wiggins 4 AST),"[1628983, 1630598]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Above the Break 3,24+ Right Center,26.19,Made,,,,,5.0,A. Wiggins,1630598.0,4.0,,,,,,,,,
308,PT04M14.00S,2022-11-19T01:56:52.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,49,48,2022-11-19T01:56:52Z,3080000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M14.00S,2022-11-19T01:59:00.1Z,2,REGULAR,substitution,out,[],1630526,,,1610612763,49,48,2022-11-19T01:59:33Z,3090000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M14.00S,2022-11-19T01:59:00.1Z,2,REGULAR,substitution,in,[],1631114,,,1610612763,49,48,2022-11-19T01:59:33Z,3100000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M03.00S,2022-11-19T01:59:51.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.959921156373195,50.245098039215684,1610612763,49,48,2022-11-19T01:59:54Z,3110000,False,-1.0,69.0,1,left,MISS J. Morant 6' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,
313,PT04M00.00S,2022-11-19T01:59:53.6Z,2,REGULAR,rebound,offensive,[],1631223,,,1610612763,49,48,2022-11-19T01:59:53Z,3120000,False,,,0,,D. Roddy REBOUND (Off:2 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,In The Paint (Non-RA),0-8 Center,,,312.0,3.0,1.0,2.0,,,,,,,,,,,,,
314,PT03M55.00S,2022-11-19T02:00:02.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612763,49,48,2022-11-19T02:00:08Z,3130000,False,,,0,,L. Dort personal FOUL (3 PF) (Morant 2 FT),"[1629652, 1629630]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,1179.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,3.0,0.0,Morant,1629630.0
316,PT03M55.00S,2022-11-19T02:00:32.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,50,48,2022-11-19T02:00:32Z,3150000,False,,,0,,J. Morant Free Throw 1 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
317,PT03M55.00S,2022-11-19T02:00:47.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,51,48,2022-11-19T02:00:47Z,3160000,False,,,0,,J. Morant Free Throw 2 of 2 (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
318,PT03M46.00S,2022-11-19T02:01:00.9Z,2,REGULAR,foul,technical,['1freethrow'],1630583,,,1610612760,51,48,2022-11-19T02:01:16Z,3170000,False,,,0,,S. Aldama defensive-3-second technical FOUL (1 Tech),[1630583],1610612763.0,MEM,defensive-3-second,,,Aldama,S. Aldama,,,,,1627529.0,,,,,,,,,,,,,,,,,,0.0,1.0,,
319,PT03M46.00S,2022-11-19T02:01:18.7Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,51,49,2022-11-19T02:01:18Z,3180000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (6 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
320,PT03M46.00S,2022-11-19T02:01:20.6Z,2,REGULAR,substitution,out,[],1631223,,,1610612760,51,49,2022-11-19T02:01:23Z,3190000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT03M46.00S,2022-11-19T02:01:20.6Z,2,REGULAR,substitution,in,[],1628415,,,1610612760,51,49,2022-11-19T02:01:23Z,3200000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M37.00S,2022-11-19T02:01:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,93.77463863337714,47.794117647058826,1610612760,51,51,2022-11-19T02:01:49Z,3210000,False,-11.0,6.0,1,right,A. Wiggins finger roll Layup (5 PTS) (J. Williams 5 AST),"[1630598, 1631114]",1610612760.0,OKC,finger roll,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,5.0,J. Williams,1631114.0,5.0,,,,,,,,,
324,PT03M19.00S,2022-11-19T02:02:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629723,8.754927726675426,4.901960784313726,1610612763,54,51,2022-11-19T02:02:06Z,3230000,False,225.0,30.0,1,left,J. Konchar 3PT  (8 PTS) (D. Brooks 4 AST),"[1629723, 1628415]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Right Corner 3,24+ Right,22.75,Made,,,,,8.0,D. Brooks,1628415.0,4.0,,,,,,,,,
326,PT03M08.00S,2022-11-19T02:02:13.7Z,2,REGULAR,3pt,Jump Shot,[],1630598,72.7496714848883,18.38235294117647,1610612760,54,51,2022-11-19T02:02:17Z,3250000,False,-158.0,204.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,
327,PT03M05.00S,2022-11-19T02:02:17.1Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,54,51,2022-11-19T02:02:17Z,3260000,False,,,0,,L. Dort REBOUND (Off:2 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Above the Break 3,24+ Left Center,,,326.0,4.0,2.0,2.0,,,,,,,,,,,,,
328,PT03M04.00S,2022-11-19T02:02:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631114,93.77463863337714,50.49019607843137,1610612760,54,53,2022-11-19T02:02:21Z,3270000,False,2.0,6.0,1,right,J. Williams cutting finger roll Layup (8 PTS) (L. Dort 1 AST),"[1631114, 1629652]",1610612760.0,OKC,cutting finger roll,,,Williams,J. Williams,,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,8.0,L. Dort,1629652.0,1.0,,,,,,,,,
330,PT02M51.00S,2022-11-19T02:02:31.4Z,2,REGULAR,3pt,Jump Shot,[],1629723,8.623521681997373,96.32352941176471,1610612763,57,53,2022-11-19T02:02:35Z,3290000,False,-232.0,29.0,1,left,J. Konchar 3PT  (11 PTS) (J. Morant 5 AST),"[1629723, 1629630]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Left Corner 3,24+ Left,23.34,Made,,,,,11.0,J. Morant,1629630.0,5.0,,,,,,,,,
332,PT02M39.00S,2022-11-19T02:02:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.85479632063075,46.07843137254902,1610612760,57,53,2022-11-19T02:02:51Z,3310000,False,-20.0,15.0,1,right,MISS S. Gilgeous-Alexander driving reverse Layup,[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,
333,PT02M34.00S,2022-11-19T02:02:48.8Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,57,53,2022-11-19T02:02:48Z,3320000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Restricted Area,0-8 Center,,,332.0,1.0,1.0,0.0,,,,,,,,,,,,,
334,PT02M27.00S,2022-11-19T02:02:55.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,5.863994743758213,1.9607843137254901,1610612763,57,53,2022-11-19T02:02:58Z,3330000,False,240.0,3.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,
335,PT02M25.00S,2022-11-19T02:02:57.2Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,57,53,2022-11-19T02:02:58Z,3340000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Right Corner 3,24+ Right,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,,
336,PT02M13.00S,2022-11-19T02:03:09.2Z,2,REGULAR,3pt,Jump Shot,[],1629652,72.09264126149803,17.401960784313726,1610612760,57,53,2022-11-19T02:03:12Z,3350000,False,-163.0,210.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,
337,PT02M12.00S,2022-11-19T02:03:10.2Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,57,53,2022-11-19T02:03:12Z,3360000,False,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Left Center,,,336.0,4.0,3.0,1.0,,,,,,,,,,,,,
