actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
368,PT00M34.70S,2023-01-12T02:06:29.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,7.30946123521682,94.36274509803921,1610612763,76,62,2023-01-12T02:17:04Z,3660000,False,-222.0,16.0,1,left,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,22.24,Missed,,,,,,,,,,,,,,,,,,
369,PT00M30.70S,2023-01-12T02:06:33.9Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,76,62,2023-01-12T02:17:04Z,3670000,False,,,0,,Z. Collins REBOUND (Off:1 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Left Corner 3,24+ Left,,,,,368.0,,,,,4.0,3.0,1.0,,,,,,,,
370,PT00M10.70S,2023-01-12T02:06:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,91.14651773981603,63.23529411764706,1610612759,76,62,2023-01-12T02:07:02Z,3680000,False,66.0,31.0,1,right,MISS K. Johnson 7' turnaround bank Shot,[1629640],1610612759.0,SAS,turnaround bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
371,PT00M07.90S,2023-01-12T02:06:56.6Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,76,62,2023-01-12T02:07:02Z,3690000,False,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,370.0,,,,,3.0,2.0,1.0,,,,,,,,
372,PT00M05.10S,2023-01-12T02:07:01.6Z,2,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,76,62,2023-01-12T02:07:08Z,3700000,False,,,0,,J. Morant lost ball out-of-bounds TURNOVER (4 TO),[1629630],1610612763.0,MEM,lost ball,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,101284.0,4.0,,,,,,
373,PT00M05.10S,2023-01-12T02:07:09.3Z,2,REGULAR,substitution,out,[],1626169,,,1610612759,76,62,2023-01-12T02:07:21Z,3710000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT00M05.10S,2023-01-12T02:07:09.3Z,2,REGULAR,substitution,in,[],203926,,,1610612759,76,62,2023-01-12T02:07:21Z,3720000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT00M00.00S,2023-01-12T02:07:35.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,69.72733245729303,67.8921568627451,1610612759,76,62,2023-01-12T02:07:49Z,3730000,False,89.0,232.0,1,right,MISS T. Jones 24' pullup 3PT,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,,,,,
376,PT00M00.00S,2023-01-12T02:07:35.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,76,62,2023-01-12T02:07:49Z,3740000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,375.0,,,,,,,,,,,,,,,
377,PT00M00.00S,2023-01-12T02:07:41.5Z,2,REGULAR,period,end,[],0,,,1610612759,76,62,2023-01-12T02:07:41Z,3750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],1630214,,,1610612759,76,62,2023-01-12T02:22:40Z,3760000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612759,76,62,2023-01-12T02:22:40Z,3770000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612759,76,62,2023-01-12T02:22:40Z,3780000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],1626145,,,1610612759,76,62,2023-01-12T02:22:40Z,3790000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,76,62,2023-01-12T02:22:40Z,3800000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612759,76,62,2023-01-12T02:22:40Z,3810000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,out,['startperiod'],203926,,,1610612759,76,62,2023-01-12T02:22:40Z,3820000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612759,76,62,2023-01-12T02:22:40Z,3830000,False,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612759,76,62,2023-01-12T02:22:40Z,3840000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612759,76,62,2023-01-12T02:22:40Z,3850000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],1628415,,,1610612759,76,62,2023-01-12T02:22:40Z,3860000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,76,62,2023-01-12T02:22:40Z,3870000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,76,62,2023-01-12T02:22:40Z,3880000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2023-01-12T02:21:53.3Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612759,76,62,2023-01-12T02:22:40Z,3890000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT12M00.00S,2023-01-12T02:22:53.3Z,3,REGULAR,period,start,[],0,,,1610612759,76,62,2023-01-12T02:22:53Z,3900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT11M45.00S,2023-01-12T02:23:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.30946123521682,48.03921568627451,1610612759,76,64,2023-01-12T02:23:12Z,3910000,False,10.0,16.0,1,left,K. Johnson driving finger roll Layup (13 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.89,Made,,,,13.0,,,,,,,,,,,,,,
398,PT11M33.00S,2023-01-12T02:23:20.0Z,3,REGULAR,2pt,Jump Shot,[],1628415,88.25558475689881,68.62745098039215,1610612763,78,64,2023-01-12T02:23:28Z,3920000,False,93.0,58.0,1,right,D. Brooks 10' step back Jump Shot (2 PTS),[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,10.96,Made,,,,2.0,,,,,,,,,,,,,,
399,PT11M13.00S,2023-01-12T02:23:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,16.507884362680684,39.46078431372549,1610612759,78,64,2023-01-12T02:25:43Z,3930000,False,53.0,103.0,1,left,MISS J. Poeltl 11' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
400,PT11M09.00S,2023-01-12T02:23:43.2Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,78,64,2023-01-12T02:23:43Z,3940000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,399.0,,,,,7.0,4.0,3.0,,,,,,,,
401,PT11M09.00S,2023-01-12T02:23:42.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,78,66,2023-01-12T02:23:42Z,3950000,False,0.0,0.0,1,left,J. Poeltl tip Layup (11 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,,,,11.0,,,,,,,,,,,,,,
402,PT10M53.00S,2023-01-12T02:23:58.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,86.28449408672799,49.01960784313725,1610612763,78,66,2023-01-12T02:24:03Z,3960000,False,-5.0,76.0,1,right,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
403,PT10M49.00S,2023-01-12T02:24:02.7Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,78,66,2023-01-12T02:24:03Z,3970000,False,,,0,,S. Adams REBOUND (Off:3 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,402.0,,,,,9.0,6.0,3.0,,,,,,,,
404,PT10M49.00S,2023-01-12T02:24:02.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,80,66,2023-01-12T02:24:02Z,3980000,False,0.0,0.0,1,right,S. Adams putback Layup (6 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,6.0,,,,,,,,,,,,,,
405,PT10M35.00S,2023-01-12T02:24:16.6Z,3,REGULAR,3pt,Jump Shot,[],1629640,7.835085413929041,95.83333333333334,1610612759,80,69,2023-01-12T02:24:20Z,3990000,False,-229.0,21.0,1,left,K. Johnson 3PT  (16 PTS) (T. Jones 3 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.02,Made,,,,16.0,T. Jones,1630200.0,3.0,,,,,,,,,,,
407,PT10M24.00S,2023-01-12T02:24:27.8Z,3,REGULAR,2pt,Jump Shot,[],1629630,90.48948751642575,66.91176470588235,1610612763,80,69,2023-01-12T02:24:32Z,4010000,False,85.0,37.0,1,right,MISS J. Morant 9' driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,9.23,Missed,,,,,,,,,,,,,,,,,,
408,PT10M22.00S,2023-01-12T02:24:29.8Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,80,69,2023-01-12T02:24:32Z,4020000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,407.0,,,,,8.0,5.0,3.0,,,,,,,,
409,PT10M18.00S,2023-01-12T02:24:36.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627751,7.966491458607096,54.90196078431373,1610612759,80,71,2023-01-12T02:24:42Z,4030000,False,-25.0,22.0,1,left,J. Poeltl running finger roll Layup (13 PTS) (J. Sochan 5 AST),"[1627751, 1631110]",1610612759.0,SAS,running finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.32,Made,,,,13.0,J. Sochan,1631110.0,5.0,,,,,,,,,,,
411,PT10M18.00S,2023-01-12T02:24:38.5Z,3,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612759,80,71,2023-01-12T02:27:44Z,4050000,False,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (Poeltl 1 FT),"[1628991, 1627751]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628172.0,,3.0,0.0,Poeltl,1627751.0,,
413,PT10M18.00S,2023-01-12T02:24:51.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,80,71,2023-01-12T02:24:51Z,4070000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT10M18.00S,2023-01-12T02:27:48.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627751,,,1610612759,80,71,2023-01-12T02:27:51Z,4080000,False,,,0,,MISS J. Poeltl Free Throw 1 of 1,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
415,PT10M16.00S,2023-01-12T02:27:50.0Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,80,71,2023-01-12T02:27:51Z,4090000,False,,,0,,J. Morant REBOUND (Off:2 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,414.0,,,,,3.0,1.0,2.0,,,,,,,,
416,PT10M05.00S,2023-01-12T02:28:01.6Z,3,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612763,80,71,2023-01-12T02:28:18Z,4100000,False,,,0,,R. Langford shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1629641, 1628991]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,2.0,0.0,Jackson Jr.,1628991.0,,
418,PT10M05.00S,2023-01-12T02:28:22.2Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,81,71,2023-01-12T02:28:22Z,4120000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (10 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,10.0,,,,,,,,,,,,,,
419,PT10M05.00S,2023-01-12T02:28:36.5Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,82,71,2023-01-12T02:28:36Z,4130000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (11 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,11.0,,,,,,,,,,,,,,
420,PT09M50.00S,2023-01-12T02:28:55.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,5.995400788436268,49.50980392156863,1610612759,82,73,2023-01-12T02:29:01Z,4140000,False,2.0,4.0,1,left,J. Sochan cutting DUNK (9 PTS) (T. Jones 4 AST),"[1631110, 1630200]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.46,Made,,,,9.0,T. Jones,1630200.0,4.0,,,,,,,,,,,
422,PT09M34.00S,2023-01-12T02:29:10.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,93.38042049934296,53.92156862745098,1610612763,84,73,2023-01-12T02:29:15Z,4160000,False,20.0,10.0,1,right,J. Jackson Jr. driving floating bank Jump Shot (13 PTS) (J. Morant 3 AST),"[1628991, 1629630]",1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.19,Made,,,,13.0,J. Morant,1629630.0,3.0,,,,,,,,,,,
424,PT09M20.00S,2023-01-12T02:29:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.835085413929041,42.40196078431372,1610612759,84,75,2023-01-12T02:31:45Z,4180000,False,38.0,21.0,1,left,K. Johnson driving Layup (18 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.35,Made,,,,18.0,,,,,,,,,,,,,,
425,PT09M09.00S,2023-01-12T02:29:34.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.42247043363994,40.931372549019606,1610612763,86,75,2023-01-12T02:29:41Z,4190000,False,-45.0,122.0,1,right,J. Morant 13' fadeaway Jump Shot (23 PTS),[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,13.02,Made,,,,23.0,,,,,,,,,,,,,,
426,PT08M45.00S,2023-01-12T02:29:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,7.178055190538765,43.38235294117647,1610612759,86,75,2023-01-12T02:30:03Z,4200000,False,33.0,15.0,1,left,MISS J. Sochan driving floating bank Shot,[1631110],1610612759.0,SAS,driving floating bank,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
427,PT08M42.00S,2023-01-12T02:30:02.2Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,86,75,2023-01-12T02:32:02Z,4210000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,426.0,,,,,4.0,4.0,0.0,,,,,,,,
428,PT08M38.00S,2023-01-12T02:30:06.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,92.59198423127464,53.431372549019606,1610612763,86,75,2023-01-12T02:30:15Z,4220000,False,17.0,17.0,1,right,MISS D. Bane running finger roll Layup - blocked,"[1630217, 1629640]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.43,Missed,Johnson,1629640.0,,,,,,,,,,,,,,,,
429,PT08M38.00S,2023-01-12T02:30:06.7Z,3,REGULAR,block,,[],1629640,,,1610612763,86,75,2023-01-12T02:32:12Z,4230000,False,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT08M34.00S,2023-01-12T02:30:10.7Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,86,75,2023-01-12T02:30:15Z,4240000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,428.0,,,,,2.0,2.0,0.0,,,,,,,,
431,PT08M28.00S,2023-01-12T02:30:17.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,19.530223390275953,50.73529411764706,1610612759,86,77,2023-01-12T02:30:25Z,4250000,False,-4.0,131.0,1,left,J. Poeltl 13' floating Jump Shot (15 PTS) (T. Jones 5 AST),"[1627751, 1630200]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,13.12,Made,,,,15.0,T. Jones,1630200.0,5.0,,,,,,,,,,,
433,PT08M08.00S,2023-01-12T02:30:36.7Z,3,REGULAR,3pt,Jump Shot,[],1628415,69.33311432325887,70.58823529411765,1610612763,89,77,2023-01-12T02:30:41Z,4270000,False,103.0,236.0,1,right,D. Brooks 25' 3PT  (5 PTS) (J. Morant 4 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.73,Made,,,,5.0,J. Morant,1629630.0,4.0,,,,,,,,,,,
435,PT07M57.00S,2023-01-12T02:30:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,7.835085413929041,56.86274509803921,1610612759,89,77,2023-01-12T02:30:52Z,4290000,False,-34.0,21.0,1,left,MISS T. Jones driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
436,PT07M53.00S,2023-01-12T02:30:51.3Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,89,77,2023-01-12T02:30:51Z,4300000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,435.0,,,,,9.0,5.0,4.0,,,,,,,,
437,PT07M50.00S,2023-01-12T02:30:54.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,8.09789750328515,95.83333333333334,1610612759,89,77,2023-01-12T02:30:58Z,4310000,False,-229.0,24.0,1,left,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
438,PT07M48.00S,2023-01-12T02:30:56.3Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,89,77,2023-01-12T02:30:58Z,4320000,False,,,0,,D. Bane REBOUND (Off:2 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,,437.0,,,,,5.0,3.0,2.0,,,,,,,,
439,PT07M38.00S,2023-01-12T02:31:06.6Z,3,REGULAR,3pt,Jump Shot,[],1630217,73.66951379763469,13.480392156862745,1610612763,92,77,2023-01-12T02:31:12Z,4330000,False,-183.0,195.0,1,right,D. Bane 26' 3PT step back (18 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.71,Made,,,,18.0,,,,,,,,,,,,,,
440,PT07M37.00S,2023-01-12T02:31:11.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,92,77,2023-01-12T02:31:11Z,4340000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT07M23.00S,2023-01-12T02:34:22.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,10.726018396846255,49.26470588235294,1610612759,92,77,2023-01-12T02:34:27Z,4350000,False,4.0,48.0,1,left,MISS J. Poeltl driving bank Hook,[1627751],1610612759.0,SAS,driving bank,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
442,PT07M19.00S,2023-01-12T02:34:25.5Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,92,77,2023-01-12T02:34:25Z,4360000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,441.0,,,,,10.0,5.0,5.0,,,,,,,,
443,PT07M12.00S,2023-01-12T02:34:32.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629640,15.193823915900131,49.26470588235294,1610612759,92,77,2023-01-12T02:34:38Z,4370000,False,4.0,90.0,1,left,MISS K. Johnson 9' turnaround Shot,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.04,Missed,,,,,,,,,,,,,,,,,,
444,PT07M08.00S,2023-01-12T02:34:36.9Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,92,77,2023-01-12T02:34:38Z,4380000,False,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,443.0,,,,,2.0,1.0,1.0,,,,,,,,
445,PT07M08.00S,2023-01-12T02:34:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,5.590000152587891,50.0,1610612759,92,77,2023-01-12T02:34:37Z,4390000,False,0.0,0.0,1,left,MISS R. Langford tip Layup,[1629641],1610612759.0,SAS,tip,,,Langford,R. Langford,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
446,PT07M07.00S,2023-01-12T02:34:38.5Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,92,77,2023-01-12T02:34:38Z,4400000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,445.0,,,,,5.0,5.0,0.0,,,,,,,,
447,PT07M02.00S,2023-01-12T02:34:42.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,71.82982917214193,80.14705882352942,1610612763,92,77,2023-01-12T02:34:56Z,4410000,False,151.0,212.0,1,right,MISS D. Brooks 26' running 3PT,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
448,PT07M00.00S,2023-01-12T02:34:44.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,92,77,2023-01-12T02:34:56Z,4420000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,447.0,,,,,,,,,,,,,,,
450,PT07M00.00S,2023-01-12T02:34:54.8Z,3,REGULAR,foul,technical,['1freethrow'],1628991,,,1610612759,92,77,2023-01-12T02:35:10Z,4440000,False,,,0,,J. Jackson Jr. technical FOUL (1 Tech),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,1155.0,,3.0,1.0,,,,
