actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
589,PT05M03.00S,2023-01-03T02:04:23.5Z,4,REGULAR,3pt,Jump Shot,[],1629680,94.00459921156373,4.656862745098039,1610612755,103,96,2023-01-03T02:04:30Z,5850000,False,-227.0,4.0,1,right,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
590,PT04M59.00S,2023-01-03T02:04:27.5Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,103,96,2023-01-03T02:04:30Z,5860000,False,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,589.0,3.0,2.0,1.0,,,,,,,,,,,
591,PT04M52.00S,2023-01-03T02:04:38.0Z,4,REGULAR,foul,personal,[],203954,,,1610612740,103,96,2023-01-03T02:04:46Z,5870000,False,,,0,,J. Embiid personal FOUL (4 PF),"[203954, 1629637]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627541.0,4.0,0.0,Hayes,1629637.0,,
593,PT04M52.00S,2023-01-03T02:04:47.2Z,4,REGULAR,substitution,out,[],1627777,,,1610612740,103,96,2023-01-03T02:04:57Z,5890000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M52.00S,2023-01-03T02:04:47.2Z,4,REGULAR,substitution,out,[],1629680,,,1610612740,103,96,2023-01-03T02:04:57Z,5900000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M52.00S,2023-01-03T02:04:47.2Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,103,96,2023-01-03T02:04:57Z,5910000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M52.00S,2023-01-03T02:04:47.2Z,4,REGULAR,substitution,in,[],1629001,,,1610612740,103,96,2023-01-03T02:04:57Z,5920000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M52.00S,2023-01-03T02:04:47.2Z,4,REGULAR,substitution,in,[],202699,,,1610612740,103,96,2023-01-03T02:04:57Z,5930000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M52.00S,2023-01-03T02:04:47.2Z,4,REGULAR,substitution,in,[],202685,,,1610612740,103,96,2023-01-03T02:04:57Z,5940000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M43.00S,2023-01-03T02:05:21.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,7.408015768725363,52.69607843137255,1610612740,103,96,2023-01-03T02:05:26Z,5950000,False,-13.0,17.0,1,left,MISS T. Murphy III driving finger roll Layup,[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
600,PT04M41.00S,2023-01-03T02:05:23.2Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,103,96,2023-01-03T02:05:26Z,5960000,False,,,0,,J. Embiid REBOUND (Off:1 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,599.0,10.0,9.0,1.0,,,,,,,,,,,
601,PT04M24.00S,2023-01-03T02:05:41.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.74178712220763,53.431372549019606,1610612755,105,96,2023-01-03T02:05:50Z,5970000,False,17.0,6.0,1,right,J. Embiid driving finger roll Layup (35 PTS) (J. Harden 7 AST),"[203954, 201935]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.83,Made,35.0,,,,,,,,J. Harden,201935.0,7.0,,,,,,,
603,PT04M24.00S,2023-01-03T02:05:43.9Z,4,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612755,105,96,2023-01-03T02:05:53Z,5990000,False,,,0,,J. Hayes shooting personal FOUL (3 PF) (Embiid 1 FT),"[1629637, 203954]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,3.0,0.0,Embiid,203954.0,,
605,PT04M24.00S,2023-01-03T02:06:16.5Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,106,96,2023-01-03T02:06:16Z,6010000,False,,,0,,J. Embiid Free Throw 1 of 1 (36 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,36.0,,,,,,,,,,,,,,,,,
606,PT04M10.00S,2023-01-03T02:06:34.9Z,4,REGULAR,foul,personal,[],1629001,,,1610612740,106,96,2023-01-03T02:06:41Z,6020000,False,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 203468]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1627519.0,1.0,0.0,McCollum,203468.0,,
608,PT04M08.00S,2023-01-03T02:06:56.7Z,4,REGULAR,turnover,bad pass,[],203468,,,1610612740,106,96,2023-01-03T02:07:01Z,6040000,False,,,0,,C. McCollum bad pass TURNOVER (4 TO),"[203468, 1629001]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,4.0,,,,,,,,,Melton,1629001.0
609,PT04M08.00S,2023-01-03T02:06:56.7Z,4,REGULAR,steal,,[],1629001,,,1610612755,106,96,2023-01-03T02:06:58Z,6050000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
610,PT04M01.00S,2023-01-03T02:07:03.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,90.19382391590013,96.56862745098039,1610612755,106,96,2023-01-03T02:07:08Z,6060000,False,233.0,40.0,1,right,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
611,PT03M59.00S,2023-01-03T02:07:05.8Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,106,96,2023-01-03T02:07:05Z,6070000,False,,,0,,J. Embiid REBOUND (Off:2 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,,,610.0,11.0,9.0,2.0,,,,,,,,,,,
612,PT03M58.00S,2023-01-03T02:07:06.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,93.34756898817345,48.0392156862745,1610612755,106,96,2023-01-03T02:08:45Z,6080000,False,-10.0,10.0,1,right,MISS J. Embiid turnaround Hook,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.4,Missed,,,,,,,,,,,,,,,,,,
613,PT03M58.00S,2023-01-03T02:07:06.8Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,106,96,2023-01-03T02:07:11Z,6090000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,612.0,11.0,10.0,1.0,,,,,,,,,,,
614,PT03M52.00S,2023-01-03T02:07:12.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,30.66688567674113,21.32352941176471,1610612740,106,99,2023-01-03T02:07:21Z,6100000,False,143.0,236.0,1,left,C. McCollum 27' 3PT running (21 PTS) (J. Hayes 1 AST),"[203468, 1629637]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,27.6,Made,21.0,,,,,,,,J. Hayes,1629637.0,1.0,,,,,,,
616,PT03M32.00S,2023-01-03T02:07:32.5Z,4,REGULAR,2pt,Jump Shot,[],203954,74.81931668856767,59.80392156862745,1610612755,108,99,2023-01-03T02:07:42Z,6120000,False,49.0,184.0,1,right,J. Embiid 19' Jump Shot (38 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,19.06,Made,38.0,,,,,,,,J. Harden,201935.0,8.0,,,,,,,
618,PT03M26.00S,2023-01-03T02:07:41.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612740,108,99,2023-01-03T02:07:59Z,6140000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Hayes 2 FT),"[202699, 1629637]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,2.0,0.0,Hayes,1629637.0,,
620,PT03M26.00S,2023-01-03T02:08:05.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,108,99,2023-01-03T02:08:05Z,6160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M26.00S,2023-01-03T02:11:01.9Z,4,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,108,100,2023-01-03T02:11:01Z,6170000,False,,,0,,J. Hayes Free Throw 1 of 2 (9 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
622,PT03M26.00S,2023-01-03T02:11:19.8Z,4,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,108,101,2023-01-03T02:11:19Z,6180000,False,,,0,,J. Hayes Free Throw 2 of 2 (10 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
623,PT03M08.00S,2023-01-03T02:11:40.4Z,4,REGULAR,2pt,Jump Shot,[],203954,75.607752956636,70.34313725490196,1610612755,110,101,2023-01-03T02:11:45Z,6190000,False,102.0,177.0,1,right,J. Embiid 20' pullup Jump Shot (40 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,20.4,Made,40.0,,,,,,,,,,,,,,,,,
624,PT02M46.00S,2023-01-03T02:12:02.3Z,4,REGULAR,3pt,Jump Shot,[],1630530,29.221419185282528,24.019607843137265,1610612740,110,104,2023-01-03T02:12:08Z,6200000,False,130.0,222.0,1,left,T. Murphy III 25' 3PT  (8 PTS) (H. Jones 2 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.74,Made,8.0,,,,,,,,H. Jones,1630529.0,2.0,,,,,,,
626,PT02M16.00S,2023-01-03T02:12:32.0Z,4,REGULAR,3pt,Jump Shot,[],201935,67.46057818659658,58.088235294117645,1610612755,110,104,2023-01-03T02:12:37Z,6220000,False,40.0,253.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
627,PT02M15.00S,2023-01-03T02:12:33.0Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,110,104,2023-01-03T02:12:37Z,6230000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,626.0,12.0,11.0,1.0,,,,,,,,,,,
628,PT02M10.00S,2023-01-03T02:12:39.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,33.295006570302235,76.7156862745098,1610612740,110,107,2023-01-03T02:12:48Z,6240000,False,-134.0,260.0,1,left,C. McCollum 29' 3PT running pullup (24 PTS) (J. Valanciunas 1 AST),"[203468, 202685]",1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,29.28,Made,24.0,,,,,,,,J. Valanciunas,202685.0,1.0,,,,,,,
630,PT01M43.00S,2023-01-03T02:13:06.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.90210249671485,49.754901960784316,1610612755,110,107,2023-01-03T02:13:11Z,6260000,False,-1.0,24.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
631,PT01M40.00S,2023-01-03T02:13:09.1Z,4,REGULAR,rebound,offensive,[],1629001,,,1610612755,110,107,2023-01-03T02:13:11Z,6270000,False,,,0,,D. Melton REBOUND (Off:2 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,630.0,3.0,1.0,2.0,,,,,,,,,,,
632,PT01M40.00S,2023-01-03T02:13:09.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,68.38042049934297,35.78431372549019,1610612755,113,107,2023-01-03T02:13:16Z,6280000,False,-71.0,245.0,1,right,D. Melton 25' 3PT  (11 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,25.48,Made,11.0,,,,,,,,,,,,,,,,,
633,PT01M24.00S,2023-01-03T02:13:28.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,7.802233902759525,50.0,1610612740,113,109,2023-01-03T02:13:33Z,6290000,False,0.0,21.0,1,left,H. Jones cutting DUNK (8 PTS) (C. McCollum 6 AST),"[1630529, 203468]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.08,Made,8.0,,,,,,,,C. McCollum,203468.0,6.0,,,,,,,
635,PT01M05.00S,2023-01-03T02:13:51.6Z,4,REGULAR,3pt,Jump Shot,[],201935,72.84822601839684,83.33333333333334,1610612755,116,109,2023-01-03T02:13:57Z,6310000,False,167.0,203.0,1,right,J. Harden 26' 3PT  (25 PTS) (J. Embiid 5 AST),"[201935, 203954]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.24,Made,25.0,,,,,,,,J. Embiid,203954.0,5.0,,,,,,,
637,PT00M53.60S,2023-01-03T02:14:07.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,14.766754270696453,49.26470588235294,1610612740,116,109,2023-01-03T02:14:13Z,6330000,False,4.0,86.0,1,left,MISS C. McCollum 8' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,8.64,Missed,,,,,,,,,,,,,,,,,,
638,PT00M51.60S,2023-01-03T02:14:09.0Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,116,109,2023-01-03T02:14:09Z,6340000,False,,,0,,D. Melton REBOUND (Off:2 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,637.0,4.0,2.0,2.0,,,,,,,,,,,
639,PT00M35.90S,2023-01-03T02:14:25.0Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612755,116,109,2023-01-03T02:14:32Z,6350000,False,,,0,,J. Valanciunas shooting personal FOUL (6 PF) (Embiid 2 FT),"[202685, 203954]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1627541.0,6.0,0.0,Embiid,203954.0,,
641,PT00M35.90S,2023-01-03T02:14:39.2Z,4,REGULAR,substitution,out,[],202685,,,1610612755,116,109,2023-01-03T02:14:41Z,6370000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M35.90S,2023-01-03T02:14:39.2Z,4,REGULAR,substitution,in,[],1626195,,,1610612755,116,109,2023-01-03T02:14:41Z,6380000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M35.90S,2023-01-03T02:15:04.8Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,117,109,2023-01-03T02:15:04Z,6390000,False,,,0,,J. Embiid Free Throw 1 of 2 (41 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,41.0,,,,,,,,,,,,,,,,,
644,PT00M35.90S,2023-01-03T02:15:19.1Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,118,109,2023-01-03T02:15:19Z,6400000,False,,,0,,J. Embiid Free Throw 2 of 2 (42 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,42.0,,,,,,,,,,,,,,,,,
645,PT00M35.90S,2023-01-03T02:15:23.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,118,109,2023-01-03T02:15:23Z,6410000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M35.90S,2023-01-03T02:16:46.3Z,4,REGULAR,substitution,out,[],1629637,,,1610612740,118,109,2023-01-03T02:16:53Z,6420000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M35.90S,2023-01-03T02:16:46.3Z,4,REGULAR,substitution,in,[],1628984,,,1610612740,118,109,2023-01-03T02:16:53Z,6430000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M31.30S,2023-01-03T02:17:06.5Z,4,REGULAR,turnover,bad pass,[],203468,,,1610612740,118,109,2023-01-03T02:17:10Z,6440000,False,,,0,,C. McCollum bad pass TURNOVER (5 TO),"[203468, 201935]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,5.0,,,,,,,,,Harden,201935.0
649,PT00M31.30S,2023-01-03T02:17:06.5Z,4,REGULAR,steal,,[],201935,,,1610612755,118,109,2023-01-03T02:17:08Z,6450000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
650,PT00M29.20S,2023-01-03T02:17:10.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612755,118,109,2023-01-03T02:17:19Z,6460000,False,,,0,,T. Murphy III take personal FOUL (2 PF) (Harden 2 FT),"[1630530, 201935]",1610612740.0,NOP,take,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1627519.0,2.0,0.0,Harden,201935.0,,
652,PT00M29.20S,2023-01-03T02:17:39.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612755,119,109,2023-01-03T02:17:39Z,6480000,False,,,0,,J. Harden Free Throw 1 of 2 (26 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
653,PT00M29.20S,2023-01-03T02:17:57.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612755,120,109,2023-01-03T02:17:57Z,6490000,False,,,0,,J. Harden Free Throw 2 of 2 (27 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
654,PT00M24.30S,2023-01-03T02:18:06.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612740,120,109,2023-01-03T02:18:12Z,6500000,False,,,0,,J. Embiid shooting personal FOUL (5 PF) (McCollum 2 FT),"[203954, 203468]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,5.0,0.0,McCollum,203468.0,,
656,PT00M24.30S,2023-01-03T02:18:37.6Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,120,110,2023-01-03T02:18:37Z,6520000,False,,,0,,C. McCollum Free Throw 1 of 2 (25 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
657,PT00M24.30S,2023-01-03T02:18:55.4Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,120,111,2023-01-03T02:18:55Z,6530000,False,,,0,,C. McCollum Free Throw 2 of 2 (26 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
658,PT00M00.30S,2023-01-03T02:19:30.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,120,111,2023-01-03T02:19:40Z,6540000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1627541.0,,,,,,
659,PT00M00.00S,2023-01-03T02:19:47.1Z,4,REGULAR,period,end,[],0,,,1610612740,120,111,2023-01-03T02:19:47Z,6550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M00.00S,2023-01-03T02:19:49.5Z,4,REGULAR,game,end,[],0,,,0,120,111,2023-01-03T02:19:49Z,6560000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
