actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
169,PT11M12.00S,2023-01-03T00:40:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,11.350197109067011,41.666666666666664,1610612755,33,28,2023-01-03T00:40:47Z,1680000,False,42.0,54.0,1,left,MISS M. Harrell 6' driving floating Shot,[1626149],1610612755.0,PHI,driving floating,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
170,PT11M09.00S,2023-01-03T00:40:45.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,33,28,2023-01-03T00:40:45Z,1690000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,
171,PT11M00.00S,2023-01-03T00:40:56.4Z,2,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612740,33,28,2023-01-03T00:41:02Z,1700000,False,,,0,,M. Harrell shooting personal FOUL (1 PF) (Williamson 2 FT),"[1626149, 1629627]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2882.0,1.0,0.0,Williamson,1629627.0,,
173,PT11M00.00S,2023-01-03T00:41:26.5Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,33,28,2023-01-03T00:41:51Z,1720000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
174,PT11M00.00S,2023-01-03T00:41:26.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,33,28,2023-01-03T00:41:51Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,
175,PT11M00.00S,2023-01-03T00:41:28.3Z,2,REGULAR,substitution,out,[],1630178,,,1610612740,33,28,2023-01-03T00:41:33Z,1740000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M00.00S,2023-01-03T00:41:28.3Z,2,REGULAR,substitution,in,[],200782,,,1610612740,33,28,2023-01-03T00:41:33Z,1750000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M00.00S,2023-01-03T00:41:26.5Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,33,28,2023-01-03T00:41:51Z,1760000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
178,PT10M58.00S,2023-01-03T00:41:28.5Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,33,28,2023-01-03T00:41:51Z,1770000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,
179,PT10M49.00S,2023-01-03T00:41:59.3Z,2,REGULAR,3pt,Jump Shot,[],201935,31.980946123521676,64.95098039215686,1610612755,33,28,2023-01-03T00:42:03Z,1780000,False,-75.0,248.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.91,Missed,,,,,,,,,,,,,,,,,,
180,PT10M47.00S,2023-01-03T00:42:01.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,33,28,2023-01-03T00:42:03Z,1790000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,
181,PT10M42.00S,2023-01-03T00:42:06.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,72.58541392904074,17.892156862745097,1610612740,33,31,2023-01-03T00:42:12Z,1800000,False,-161.0,205.0,1,right,T. Murphy III 26' 3PT running (3 PTS) (Z. Williamson 2 AST),"[1630530, 1629627]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.05,Made,3.0,,,,,,,,Z. Williamson,1629627.0,2.0,,,,,,,
183,PT10M35.00S,2023-01-03T00:42:18.5Z,2,REGULAR,foul,personal,[],1628984,,,1610612755,33,31,2023-01-03T00:42:24Z,1820000,False,,,0,,D. Graham personal FOUL (1 PF),"[1628984, 1629003]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Milton,1629003.0,,
185,PT10M26.00S,2023-01-03T00:42:43.7Z,2,REGULAR,3pt,Jump Shot,[],1627777,27.77595269382391,17.40196078431373,1610612755,36,31,2023-01-03T00:42:47Z,1840000,False,163.0,209.0,1,left,G. Niang 26' 3PT  (9 PTS) (S. Milton 2 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,26.47,Made,9.0,,,,,,,,S. Milton,1629003.0,2.0,,,,,,,
187,PT10M06.00S,2023-01-03T00:43:03.2Z,2,REGULAR,2pt,Jump Shot,[],1629627,93.87319316688567,31.617647058823522,1610612740,36,31,2023-01-03T00:43:09Z,1860000,False,-92.0,5.0,1,right,MISS Z. Williamson 9' turnaround fadeaway Shot,[1629627],1610612740.0,NOP,turnaround fadeaway,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,9.2,Missed,,,,,,,,,,,,,,,,,,
188,PT10M04.00S,2023-01-03T00:43:06.1Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,36,31,2023-01-03T00:43:06Z,1870000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,,,,,,187.0,1.0,0.0,1.0,,,,,,,,,,,
189,PT10M03.00S,2023-01-03T00:43:07.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,83.09789750328515,93.87254901960785,1610612740,36,31,2023-01-03T00:43:12Z,1880000,False,219.0,106.0,1,right,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,24.38,Missed,,,,,,,,,,,,,,,,,,
190,PT10M02.00S,2023-01-03T00:43:08.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,36,31,2023-01-03T00:43:12Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,189.0,,,,,,,,,,,,,,
191,PT10M02.00S,2023-01-03T00:43:12.3Z,2,REGULAR,foul,personal,[],200782,,,1610612740,36,31,2023-01-03T00:43:21Z,1900000,False,,,0,,P. Tucker loose ball personal FOUL (2 PF),"[200782, 1629627]",1610612755.0,PHI,loose ball,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,2.0,0.0,Williamson,1629627.0,,
193,PT09M57.00S,2023-01-03T00:43:43.0Z,2,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,36,31,2023-01-03T00:43:47Z,1920000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (4 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,4.0,,,,1627519.0,,,,,,
194,PT09M40.00S,2023-01-03T00:44:01.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,8.722076215505908,0.9803921568627345,1610612755,36,31,2023-01-03T00:44:05Z,1930000,False,245.0,29.0,1,left,MISS S. Milton 24' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Right Corner 3,24+ Right,24.69,Missed,,,,,,,,,,,,,,,,,,
195,PT09M37.00S,2023-01-03T00:44:04.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,36,31,2023-01-03T00:44:04Z,1940000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,
196,PT09M25.00S,2023-01-03T00:44:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,73.89947437582128,81.86274509803921,1610612740,36,31,2023-01-03T00:44:20Z,1950000,False,159.0,193.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
197,PT09M22.00S,2023-01-03T00:44:19.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,36,31,2023-01-03T00:44:20Z,1960000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,
198,PT09M14.00S,2023-01-03T00:44:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.750985545335084,41.666666666666664,1610612755,36,31,2023-01-03T00:44:31Z,1970000,False,42.0,11.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 202685]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,4.31,Missed,,Valanciunas,202685.0,,,,,,,,,,,,,,,
199,PT09M14.00S,2023-01-03T00:44:27.1Z,2,REGULAR,block,,[],202685,,,1610612755,36,31,2023-01-03T00:44:29Z,1980000,False,,,0,,J. Valanciunas BLOCK (3 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT09M11.00S,2023-01-03T00:44:30.1Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,36,31,2023-01-03T00:44:31Z,1990000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,198.0,2.0,1.0,1.0,,,,,,,,,,,
201,PT09M00.00S,2023-01-03T00:44:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.61038107752957,51.22549019607843,1610612740,36,33,2023-01-03T00:44:45Z,2000000,False,6.0,8.0,1,right,Z. Williamson driving finger roll Layup (6 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.97,Made,6.0,,,,,,,,,,,,,,,,,
203,PT08M42.00S,2023-01-03T00:45:10.3Z,2,REGULAR,3pt,Jump Shot,[],201935,30.14126149802891,22.058823529411768,1610612755,39,33,2023-01-03T00:45:15Z,2020000,False,140.0,231.0,1,left,J. Harden 26' 3PT step back (9 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.98,Made,9.0,,,,,,,,,,,,,,,,,
204,PT08M42.00S,2023-01-03T00:45:14.5Z,2,REGULAR,foul,personal,['1freethrow'],1630530,,,1610612755,39,33,2023-01-03T00:45:19Z,2030000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Harden 1 FT),"[1630530, 201935]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1627519.0,1.0,0.0,Harden,201935.0,,
206,PT08M42.00S,2023-01-03T00:45:49.5Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,40,33,2023-01-03T00:45:49Z,2050000,False,,,0,,J. Harden Free Throw 1 of 1 (10 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
207,PT08M32.00S,2023-01-03T00:46:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,89.4053876478318,49.26470588235294,1610612740,40,33,2023-01-03T00:46:04Z,2060000,False,-4.0,47.0,1,right,MISS J. Valanciunas driving Layup - blocked,"[202685, 1626149]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,Harrell,1626149.0,,,,,,,,,,,,,,,
208,PT08M32.00S,2023-01-03T00:46:00.1Z,2,REGULAR,block,,[],1626149,,,1610612740,40,33,2023-01-03T00:46:02Z,2070000,False,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT08M29.00S,2023-01-03T00:46:03.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,40,33,2023-01-03T00:46:04Z,2080000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,
210,PT08M24.00S,2023-01-03T00:46:08.4Z,2,REGULAR,3pt,Jump Shot,[],201935,29.878449408672807,20.34313725490196,1610612755,40,33,2023-01-03T00:46:15Z,2090000,False,148.0,228.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
211,PT08M20.00S,2023-01-03T00:46:12.4Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,40,33,2023-01-03T00:46:15Z,2100000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,
212,PT08M04.00S,2023-01-03T00:46:27.4Z,2,REGULAR,turnover,bad pass,[],1630631,,,1610612740,40,33,2023-01-03T00:46:42Z,2110000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1626149]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,,,,,,,,,Harrell,1626149.0
213,PT08M04.00S,2023-01-03T00:46:27.4Z,2,REGULAR,steal,,[],1626149,,,1610612755,40,33,2023-01-03T00:46:30Z,2120000,False,,,0,,M. Harrell STEAL (1 STL),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
214,PT08M00.00S,2023-01-03T00:46:36.1Z,2,REGULAR,foul,offensive,[],1626149,,,1610612755,40,33,2023-01-03T00:46:43Z,2130000,False,,,0,,M. Harrell charge offensive FOUL (2 PF),"[1626149, 1630631]",1610612755.0,PHI,charge,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,2.0,0.0,Alvarado,1630631.0,,
216,PT08M00.00S,2023-01-03T00:46:36.1Z,2,REGULAR,turnover,offensive foul,[],1626149,,,1610612755,40,33,2023-01-03T00:46:36Z,2150000,False,,,0,,M. Harrell offensive foul TURNOVER (1 TO),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,2882.0,,,,,,
217,PT08M00.00S,2023-01-03T00:46:43.9Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,40,33,2023-01-03T00:46:47Z,2160000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M00.00S,2023-01-03T00:46:43.9Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,40,33,2023-01-03T00:46:47Z,2170000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M41.00S,2023-01-03T00:47:15.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202685,87.56570302233902,76.47058823529412,1610612740,40,35,2023-01-03T00:47:21Z,2180000,False,132.0,64.0,1,right,J. Valanciunas 14' Jump Shot (8 PTS) (D. Graham 2 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,14.72,Made,8.0,,,,,,,,D. Graham,1628984.0,2.0,,,,,,,
221,PT07M23.00S,2023-01-03T00:47:32.9Z,2,REGULAR,3pt,Jump Shot,[],1627777,27.513140604467807,83.33333333333334,1610612755,43,35,2023-01-03T00:47:37Z,2200000,False,-167.0,206.0,1,left,G. Niang 26' 3PT  (12 PTS) (J. Harden 2 AST),"[1627777, 201935]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.51,Made,12.0,,,,,,,,J. Harden,201935.0,2.0,,,,,,,
223,PT07M22.00S,2023-01-03T00:47:41.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,43,35,2023-01-03T00:47:41Z,2220000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M22.00S,2023-01-03T00:50:02.5Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,43,35,2023-01-03T00:50:16Z,2230000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M22.00S,2023-01-03T00:50:02.5Z,2,REGULAR,substitution,in,[],203468,,,1610612740,43,35,2023-01-03T00:50:16Z,2240000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M02.00S,2023-01-03T00:50:50.7Z,2,REGULAR,3pt,Jump Shot,[],203468,76.26478318002628,88.23529411764706,1610612740,43,35,2023-01-03T00:50:57Z,2250000,False,191.0,171.0,1,right,MISS C. McCollum 25' step back 3PT - blocked,"[203468, 201935]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,Harden,201935.0,,,,,,,,,,,,,,,
227,PT07M02.00S,2023-01-03T00:50:50.7Z,2,REGULAR,block,,[],201935,,,1610612740,43,35,2023-01-03T00:50:55Z,2260000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
228,PT06M56.00S,2023-01-03T00:50:56.7Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,43,35,2023-01-03T00:50:57Z,2270000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,,,
229,PT06M55.00S,2023-01-03T00:50:57.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,85.3318002628121,60.78431372549019,1610612740,43,35,2023-01-03T00:51:02Z,2280000,False,54.0,85.0,1,right,MISS J. Valanciunas 10' turnaround bank Shot,[202685],1610612740.0,NOP,turnaround bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Right,10.1,Missed,,,,,,,,,,,,,,,,,,
230,PT06M53.00S,2023-01-03T00:50:59.7Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,43,35,2023-01-03T00:50:59Z,2290000,False,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,
231,PT06M48.00S,2023-01-03T00:51:04.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,6.356767411300922,42.15686274509803,1610612755,43,35,2023-01-03T00:51:10Z,2300000,False,39.0,7.0,1,left,MISS M. Harrell cutting Layup,[1626149],1610612755.0,PHI,cutting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
232,PT06M48.00S,2023-01-03T00:51:04.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,43,35,2023-01-03T00:51:10Z,2310000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,231.0,4.0,3.0,1.0,,,,,,,,,,,
233,PT06M48.00S,2023-01-03T00:51:11.5Z,2,REGULAR,foul,personal,[],200782,,,1610612740,43,35,2023-01-03T00:51:19Z,2320000,False,,,0,,P. Tucker personal FOUL (3 PF),"[200782, 202685]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627541.0,3.0,0.0,Valanciunas,202685.0,,
235,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,out,[],1626149,,,1610612740,43,35,2023-01-03T00:51:30Z,2340000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,out,[],200782,,,1610612740,43,35,2023-01-03T00:51:30Z,2350000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,out,[],1629003,,,1610612740,43,35,2023-01-03T00:51:30Z,2360000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,43,35,2023-01-03T00:51:30Z,2370000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,in,[],203954,,,1610612740,43,35,2023-01-03T00:51:30Z,2380000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,in,[],202699,,,1610612740,43,35,2023-01-03T00:51:30Z,2390000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,in,[],1629001,,,1610612740,43,35,2023-01-03T00:51:30Z,2400000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M48.00S,2023-01-03T00:51:17.6Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,43,35,2023-01-03T00:51:30Z,2410000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M29.00S,2023-01-03T00:51:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.0335085413929,41.666666666666664,1610612740,43,35,2023-01-03T00:51:55Z,2420000,False,-42.0,22.0,1,right,MISS H. Jones driving finger roll Layup - blocked,"[1630529, 203954]",1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,Embiid,203954.0,,,,,,,,,,,,,,,
244,PT06M29.00S,2023-01-03T00:51:49.0Z,2,REGULAR,block,,[],203954,,,1610612740,43,35,2023-01-03T00:51:51Z,2430000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT06M25.00S,2023-01-03T00:51:53.0Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,43,35,2023-01-03T00:53:06Z,2440000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,,
246,PT06M25.00S,2023-01-03T00:51:55.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201935,7.408015768725363,55.14705882352941,1610612755,45,35,2023-01-03T00:54:56Z,2450000,False,-26.0,17.0,1,left,J. Harden running pullup Jump Shot (12 PTS) (G. Niang 1 AST),"[201935, 1627777]",1610612755.0,PHI,running pullup,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.09,Made,12.0,,,,,,,,G. Niang,1627777.0,1.0,,,,,,,
248,PT06M25.00S,2023-01-03T00:52:04.0Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612755,45,35,2023-01-03T00:52:11Z,2470000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Harden 1 FT),"[1629637, 201935]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,2.0,0.0,Harden,201935.0,,
250,PT06M25.00S,2023-01-03T00:52:32.3Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],201935,,,1610612755,46,35,2023-01-03T00:52:32Z,2490000,False,,,0,,J. Harden Free Throw 1 of 1 (13 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
251,PT06M14.00S,2023-01-03T00:52:42.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,89.01116951379764,53.92156862745098,1610612740,46,35,2023-01-03T00:52:45Z,2500000,False,20.0,51.0,1,right,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
