actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
174,PT00M00.00S,2022-11-04T23:37:03.1Z,1,REGULAR,period,end,[],0,,,1610612752,22,21,2022-11-04T23:37:03Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-11-04T23:39:10.8Z,2,REGULAR,substitution,out,['startperiod'],1629003,,,1610612752,22,21,2022-11-04T23:39:25Z,1730000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-04T23:39:10.8Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612752,22,21,2022-11-04T23:39:25Z,1740000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-04T23:39:10.8Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612752,22,21,2022-11-04T23:39:25Z,1750000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-04T23:39:10.8Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612752,22,21,2022-11-04T23:39:25Z,1760000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-04T23:39:36.5Z,2,REGULAR,period,start,[],0,,,1610612755,22,21,2022-11-04T23:39:36Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M48.00S,2022-11-04T23:39:47.7Z,2,REGULAR,turnover,bad pass,[],1627788,,,1610612755,22,21,2022-11-04T23:39:58Z,1780000,,,0,,F. Korkmaz bad pass TURNOVER (1 TO),"[1627788, 1630193]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,1.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
181,PT11M48.00S,2022-11-04T23:39:47.7Z,2,REGULAR,steal,,[],1630193,,,1610612752,22,21,2022-11-04T23:39:50Z,1790000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
182,PT11M35.00S,2022-11-04T23:40:00.9Z,2,REGULAR,turnover,lost ball,[],1630193,,,1610612752,22,21,2022-11-04T23:40:05Z,1800000,,,0,,I. Quickley lost ball TURNOVER (2 TO),"[1630193, 1630194]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,2.0,Reed,1630194.0,,,,,,,,,,,,,,,,,
183,PT11M35.00S,2022-11-04T23:40:00.9Z,2,REGULAR,steal,,[],1630194,,,1610612755,22,21,2022-11-04T23:40:03Z,1810000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
184,PT11M30.00S,2022-11-04T23:40:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629001,7.966491458607096,52.94117647058824,1610612755,22,21,2022-11-04T23:40:14Z,1820000,-15.0,22.0,1,left,MISS D. Melton running Layup,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,2.68,Missed,,,,,,,,,,
185,PT11M30.00S,2022-11-04T23:40:06.6Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612755,22,21,2022-11-04T23:40:14Z,1830000,,,0,,D. Melton REBOUND (Off:2 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,184.0,2.0,0.0,2.0,,,,,,
186,PT11M30.00S,2022-11-04T23:40:13.9Z,2,REGULAR,foul,personal,['2freethrow'],203095,,,1610612755,22,21,2022-11-04T23:40:20Z,1840000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Melton 2 FT),"[203095, 1629001]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,101284.0,1.0,0.0,Melton,1629001.0,,,,,,,,,,,,
188,PT11M30.00S,2022-11-04T23:40:36.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1629001,,,1610612755,23,21,2022-11-04T23:40:36Z,1860000,,,0,,D. Melton Free Throw 1 of 2 (1 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
189,PT11M30.00S,2022-11-04T23:40:36.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1629001,,,1610612755,23,21,2022-11-04T23:40:53Z,1870000,,,0,,MISS D. Melton Free Throw 2 of 2,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
190,PT11M28.00S,2022-11-04T23:40:38.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,23,21,2022-11-04T23:40:53Z,1880000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,
192,PT11M10.00S,2022-11-04T23:41:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,88.12417871222075,34.80392156862745,1610612752,23,21,2022-11-04T23:41:20Z,1900000,-76.0,59.0,1,right,MISS D. Rose 9' pullup Shot - blocked,"[201565, 1630194]",1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,9.63,Missed,,,,,,,,,Reed,1630194.0
193,PT11M10.00S,2022-11-04T23:41:16.0Z,2,REGULAR,block,,[],1630194,,,1610612752,23,21,2022-11-04T23:41:19Z,1910000,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
194,PT11M06.00S,2022-11-04T23:41:20.0Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,23,21,2022-11-04T23:41:20Z,1920000,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,
195,PT10M58.00S,2022-11-04T23:41:27.6Z,2,REGULAR,3pt,Jump Shot,[],1629001,28.728646517739815,82.1078431372549,1610612755,23,21,2022-11-04T23:41:31Z,1930000,-161.0,218.0,1,left,MISS D. Melton 27' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.03,Missed,,,,,,,,,,
196,PT10M56.00S,2022-11-04T23:41:29.6Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,23,21,2022-11-04T23:41:31Z,1940000,,,0,,I. Hartenstein REBOUND (Off:2 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,195.0,5.0,3.0,2.0,,,,,,
197,PT10M52.00S,2022-11-04T23:41:34.1Z,2,REGULAR,turnover,bad pass,[],201565,,,1610612752,23,21,2022-11-04T23:41:39Z,1950000,,,0,,D. Rose bad pass TURNOVER (3 TO),"[201565, 1629680]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,Mid-Range,16-24 Left Center,3.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
198,PT10M52.00S,2022-11-04T23:41:34.1Z,2,REGULAR,steal,,[],1629680,,,1610612755,23,21,2022-11-04T23:41:36Z,1960000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
199,PT10M48.00S,2022-11-04T23:41:37.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629680,5.995400788436268,43.13725490196079,1610612755,23,21,2022-11-04T23:41:43Z,1970000,34.0,4.0,1,left,MISS M. Thybulle running Layup - blocked,"[1629680, 201565]",1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,3.45,Missed,,,,,,,,,Rose,201565.0
200,PT10M48.00S,2022-11-04T23:41:37.9Z,2,REGULAR,block,,[],201565,,,1610612755,23,21,2022-11-04T23:41:40Z,1980000,,,0,,D. Rose BLOCK (1 BLK),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT10M46.00S,2022-11-04T23:41:39.9Z,2,REGULAR,rebound,defensive,[],203095,,,1610612752,23,21,2022-11-04T23:41:43Z,1990000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,
202,PT10M40.00S,2022-11-04T23:41:46.0Z,2,REGULAR,turnover,lost ball,[],203095,,,1610612752,23,21,2022-11-04T23:41:50Z,2000000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 1630194]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,1.0,Reed,1630194.0,,,,,,,,,,,,,,,,,
203,PT10M40.00S,2022-11-04T23:41:46.0Z,2,REGULAR,steal,,[],1630194,,,1610612755,23,21,2022-11-04T23:41:48Z,2010000,,,0,,P. Reed STEAL (2 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
204,PT10M35.00S,2022-11-04T23:41:50.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,23.47240473061761,88.97058823529412,1610612755,23,21,2022-11-04T23:41:58Z,2020000,-195.0,168.0,1,left,MISS M. Thybulle 25' running 3PT,[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.74,Missed,,,,,,,,,,
205,PT10M31.00S,2022-11-04T23:41:54.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,23,21,2022-11-04T23:41:58Z,2030000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204.0,3.0,3.0,0.0,,,,,,
207,PT10M15.00S,2022-11-04T23:42:28.3Z,2,REGULAR,turnover,bad pass,[],201565,,,1610612752,23,21,2022-11-04T23:42:32Z,2050000,,,0,,D. Rose bad pass TURNOVER (4 TO),"[201565, 1630194]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Left,4.0,Reed,1630194.0,,,,,,,,,,,,,,,,,
208,PT10M15.00S,2022-11-04T23:42:28.3Z,2,REGULAR,steal,,[],1630194,,,1610612755,23,21,2022-11-04T23:42:30Z,2060000,,,0,,P. Reed STEAL (3 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
209,PT10M10.00S,2022-11-04T23:42:32.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,5.075558475689881,50.245098039215684,1610612755,25,21,2022-11-04T23:42:38Z,2070000,-1.0,-5.0,1,left,M. Thybulle running DUNK (4 PTS) (D. Melton 3 AST),"[1629680, 1629001]",1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,0.49,Made,,,,,4.0,D. Melton,1629001.0,3.0,,
211,PT10M03.00S,2022-11-04T23:42:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.11760840998686,56.127450980392155,1610612752,25,21,2022-11-04T23:42:44Z,2090000,31.0,12.0,1,right,MISS I. Quickley running Layup,[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,3.29,Missed,,,,,,,,,,
212,PT10M01.00S,2022-11-04T23:42:41.6Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,25,21,2022-11-04T23:42:44Z,2100000,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,
213,PT09M50.00S,2022-11-04T23:42:53.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,16.376478318002626,41.42156862745098,1610612755,25,21,2022-11-04T23:42:57Z,2110000,43.0,101.0,1,left,MISS P. Reed 11' floating Shot,[1630194],1610612755.0,PHI,floating,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.01,Missed,,,,,,,,,,
214,PT09M47.00S,2022-11-04T23:42:56.0Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,25,21,2022-11-04T23:42:57Z,2120000,,,0,,I. Hartenstein REBOUND (Off:2 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,213.0,6.0,4.0,2.0,,,,,,
215,PT09M31.00S,2022-11-04T23:43:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,84.57621550591328,54.166666666666664,1610612752,25,23,2022-11-04T23:43:15Z,2130000,21.0,92.0,1,right,I. Hartenstein 9' floating Jump Shot (4 PTS) (E. Fournier 1 AST),"[1628392, 203095]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,9.48,Made,,,,,4.0,E. Fournier,203095.0,1.0,,
217,PT09M20.00S,2022-11-04T23:43:22.8Z,2,REGULAR,3pt,Jump Shot,[],1627777,34.37910643889619,52.69607843137255,1610612755,25,23,2022-11-04T23:43:27Z,2150000,-13.0,271.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,,,,27.1,Missed,,,,,,,,,,
218,PT09M17.00S,2022-11-04T23:43:25.8Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,25,23,2022-11-04T23:43:27Z,2160000,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,217.0,4.0,4.0,0.0,,,,,,
219,PT09M10.00S,2022-11-04T23:43:34.4Z,2,REGULAR,3pt,Jump Shot,[],203095,75.3777923784494,88.23529411764706,1610612752,25,23,2022-11-05T00:04:20Z,2170000,191.0,179.0,1,right,MISS E. Fournier 26' 3PT - blocked,"[203095, 1629680]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.18,Missed,,,,,,,,,Thybulle,1629680.0
220,PT09M10.00S,2022-11-04T23:43:34.4Z,2,REGULAR,block,,[],1629680,,,1610612752,25,23,2022-11-04T23:43:37Z,2180000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
221,PT09M10.00S,2022-11-04T23:43:34.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,25,23,2022-11-04T23:43:40Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,219.0,,,,,,,,,
223,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,out,[],1627788,,,1610612752,25,23,2022-11-04T23:43:59Z,2210000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,out,[],1630194,,,1610612752,25,23,2022-11-04T23:43:59Z,2220000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,out,[],201565,,,1610612752,25,23,2022-11-04T23:43:59Z,2230000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,25,23,2022-11-04T23:43:59Z,2240000,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,in,[],1626149,,,1610612752,25,23,2022-11-04T23:43:59Z,2250000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,in,[],1630178,,,1610612752,25,23,2022-11-04T23:43:59Z,2260000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,25,23,2022-11-04T23:43:59Z,2270000,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M10.00S,2022-11-04T23:43:41.2Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,25,23,2022-11-04T23:43:59Z,2280000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M01.00S,2022-11-04T23:44:12.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,73.9323258869908,10.784313725490197,1610612752,25,23,2022-11-04T23:44:17Z,2290000,-196.0,193.0,1,right,MISS I. Quickley 27' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.48,Missed,,,,,,,,,,
232,PT08M57.00S,2022-11-04T23:44:16.5Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,25,23,2022-11-04T23:44:17Z,2300000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,
233,PT08M50.00S,2022-11-04T23:44:22.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,5.206964520367937,50.0,1610612755,27,23,2022-11-04T23:44:27Z,2310000,0.0,-4.0,1,left,M. Harrell cutting DUNK (4 PTS) (D. Melton 4 AST),"[1626149, 1629001]",1610612755.0,PHI,cutting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,0.36,Made,,,,,4.0,D. Melton,1629001.0,4.0,,
235,PT08M38.00S,2022-11-04T23:44:39.1Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612752,27,23,2022-11-04T23:45:03Z,2330000,,,0,,G. Niang shooting personal FOUL (1 PF) (Toppin 2 FT),"[1627777, 1630167]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,101284.0,1.0,0.0,Toppin,1630167.0,,,,,,,,,,,,
237,PT08M38.00S,2022-11-04T23:45:16.9Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,27,24,2022-11-04T23:45:16Z,2350000,,,0,,O. Toppin Free Throw 1 of 2 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,Made,,,,,3.0,,,,,
238,PT08M38.00S,2022-11-04T23:45:17.8Z,2,REGULAR,substitution,out,[],1627777,,,1610612752,27,24,2022-11-04T23:45:22Z,2360000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M38.00S,2022-11-04T23:45:17.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,27,24,2022-11-04T23:45:22Z,2370000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M38.00S,2022-11-04T23:45:17.8Z,2,REGULAR,substitution,in,[],202699,,,1610612752,27,24,2022-11-04T23:45:22Z,2380000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT08M38.00S,2022-11-04T23:45:17.8Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,27,24,2022-11-04T23:52:29Z,2395000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M38.00S,2022-11-04T23:45:39.1Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,27,25,2022-11-04T23:45:39Z,2400000,,,0,,O. Toppin Free Throw 2 of 2 (4 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,Made,,,,,4.0,,,,,
243,PT08M28.00S,2022-11-04T23:45:53.7Z,2,REGULAR,turnover,traveling,[],1630178,,,1610612755,27,25,2022-11-04T23:45:58Z,2410000,,,0,,T. Maxey traveling TURNOVER (2 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,101284.0,,,,,,,,,,,,,,,,
244,PT08M28.00S,2022-11-04T23:45:57.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,27,25,2022-11-04T23:46:01Z,2420000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT08M28.00S,2022-11-04T23:45:57.5Z,2,REGULAR,substitution,in,[],1629629,,,1610612752,27,25,2022-11-04T23:53:34Z,2435000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M16.00S,2022-11-04T23:46:21.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,68.80749014454665,28.676470588235293,1610612752,27,28,2022-11-04T23:46:25Z,2440000,-107.0,241.0,1,right,J. Brunson 26' 3PT pullup (5 PTS) (C. Reddish 1 AST),"[1628973, 1629629]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.32,Made,,,,,5.0,C. Reddish,1629629.0,1.0,,
248,PT07M55.00S,2022-11-04T23:46:42.7Z,2,REGULAR,3pt,Jump Shot,[],1630178,8.886333771353483,5.88235294117647,1610612755,30,28,2022-11-04T23:46:47Z,2460000,221.0,31.0,1,left,T. Maxey 3PT  (12 PTS) (D. Melton 5 AST),"[1630178, 1629001]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,,,,22.28,Made,,,,,12.0,D. Melton,1629001.0,5.0,,
250,PT07M48.00S,2022-11-04T23:46:53.5Z,2,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612752,30,28,2022-11-04T23:46:59Z,2480000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630178, 1628973]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,203593.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
253,PT07M48.00S,2022-11-04T23:47:20.1Z,2,REGULAR,substitution,out,[],1629680,,,1610612752,30,28,2022-11-04T23:47:26Z,2510000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M48.00S,2022-11-04T23:47:20.1Z,2,REGULAR,substitution,in,[],200782,,,1610612752,30,28,2022-11-04T23:47:26Z,2520000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M48.00S,2022-11-04T23:47:21.9Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,30,29,2022-11-04T23:58:07Z,2522500,,,0,,J. Brunson Free Throw 1 of 2 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,Made,,,,,6.0,,,,,
255,PT07M48.00S,2022-11-04T23:47:21.9Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,30,30,2022-11-04T23:58:07Z,2523750,,,0,,J. Brunson Free Throw 2 of 2 (7 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,Made,,,,,7.0,,,,,
256,PT07M32.00S,2022-11-04T23:47:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,51.225490196078425,1610612755,30,30,2022-11-04T23:48:16Z,2525000,-6.0,4.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,0.72,Missed,,,,,,,,,,
258,PT07M32.00S,2022-11-04T23:47:59.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,30,30,2022-11-04T23:48:16Z,2528750,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,256.0,,,,,,,,,
260,PT07M29.00S,2022-11-04T23:48:18.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629001,7.046649145860711,11.029411764705882,1610612755,32,30,2022-11-04T23:48:23Z,2580000,195.0,14.0,1,left,D. Melton 19' Jump Shot (3 PTS) (T. Maxey 2 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Right,,,,,,,,,19.54,Made,,,,,3.0,T. Maxey,1630178.0,2.0,,
