actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
192,PT10M27.00S,2022-10-22T22:41:16.1Z,2,REGULAR,substitution,out,[],1629676,,,1610612759,29,25,2022-10-22T22:42:37Z,1805000,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M27.00S,2022-10-22T22:41:16.1Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,29,25,2022-10-22T22:42:37Z,1807500,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M27.00S,2022-10-22T22:41:25.7Z,2,REGULAR,foul,personal,['1freethrow'],1630170,,,1610612755,29,25,2022-10-22T22:41:32Z,1810000,,,0,,D. Vassell shooting personal FOUL (1 PF) (Embiid 1 FT),"[1630170, 203954]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,,,,,,,,1628172.0,1.0,0.0,Embiid,203954.0,,,,,,,,
185,PT10M27.00S,2022-10-22T22:41:42.7Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,29,25,2022-10-22T22:41:44Z,1830000,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT10M25.00S,2022-10-22T22:41:44.7Z,2,REGULAR,rebound,defensive,[],203476,,,1610612759,29,25,2022-10-22T22:41:44Z,1840000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,
187,PT10M10.00S,2022-10-22T22:41:57.8Z,2,REGULAR,3pt,Jump Shot,[],1631110,96.27135348226018,4.411764705882353,1610612759,29,25,2022-10-22T22:42:09Z,1850000,-228.0,-17.0,1,right,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
188,PT10M05.00S,2022-10-22T22:42:02.8Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,29,25,2022-10-22T22:42:09Z,1860000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,,,187.0,3.0,3.0,0.0,,,,,,,,,,,,,,
189,PT10M05.00S,2022-10-22T22:42:13.6Z,2,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612755,29,25,2022-10-22T22:42:32Z,1870000,,,0,,J. Sochan shooting personal FOUL (1 PF) (Maxey 2 FT),"[1631110, 1630178]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
191,PT10M05.00S,2022-10-22T22:42:33.7Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,30,25,2022-10-22T22:42:33Z,1890000,,,0,,T. Maxey Free Throw 1 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
194,PT10M05.00S,2022-10-22T22:42:44.2Z,2,REGULAR,substitution,out,[],1630563,,,1610612755,30,25,2022-10-22T22:42:51Z,1900000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M05.00S,2022-10-22T22:42:44.2Z,2,REGULAR,substitution,out,[],1631110,,,1610612755,30,25,2022-10-22T22:42:51Z,1910000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M05.00S,2022-10-22T22:42:44.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612755,30,25,2022-10-22T22:42:51Z,1920000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M05.00S,2022-10-22T22:42:44.2Z,2,REGULAR,substitution,in,[],1630200,,,1610612755,30,25,2022-10-22T22:42:51Z,1930000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M05.00S,2022-10-22T22:42:54.3Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,31,25,2022-10-22T22:42:54Z,1940000,,,0,,T. Maxey Free Throw 2 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
199,PT09M52.00S,2022-10-22T22:43:09.7Z,2,REGULAR,2pt,Jump Shot,[],1630170,75.3777923784494,45.588235294117645,1610612759,31,27,2022-10-22T22:43:14Z,1950000,-22.0,179.0,1,right,D. Vassell 18' pullup Jump Shot (9 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,18.03,Made,,,,,,,,,,,,,9.0,,,,,
200,PT09M38.00S,2022-10-22T22:43:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,14.799605781865965,47.794117647058826,1610612755,31,27,2022-10-22T22:43:31Z,1960000,11.0,87.0,1,left,MISS T. Maxey 8' driving floating Shot - blocked,"[1630178, 203476]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,Dieng,203476.0,,,,,,
201,PT09M38.00S,2022-10-22T22:43:24.7Z,2,REGULAR,block,,[],203476,,,1610612755,31,27,2022-10-22T22:43:30Z,1970000,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
202,PT09M38.00S,2022-10-22T22:43:24.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,31,27,2022-10-22T22:43:31Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,200.0,,,,,,,,,,,,,,,,,
204,PT09M27.00S,2022-10-22T22:43:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,9.543363994743759,49.50980392156863,1610612755,31,27,2022-10-22T22:43:52Z,2000000,2.0,37.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 203926]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,McDermott,203926.0,,,,,,
205,PT09M27.00S,2022-10-22T22:43:47.2Z,2,REGULAR,block,,[],203926,,,1610612755,31,27,2022-10-22T22:43:49Z,2010000,,,0,,D. McDermott BLOCK (1 BLK),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M24.00S,2022-10-22T22:43:50.2Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,31,27,2022-10-22T22:43:52Z,2020000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,,,
207,PT09M18.00S,2022-10-22T22:43:56.4Z,2,REGULAR,3pt,Jump Shot,[],1629640,79.188567674113,95.58823529411765,1610612759,31,30,2022-10-22T22:44:02Z,2030000,228.0,143.0,1,right,K. Johnson 26' 3PT  (6 PTS) (G. Dieng 2 AST),"[1629640, 203476]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.91,Made,,,,,,,,,,,,,6.0,G. Dieng,203476.0,2.0,,
209,PT09M02.00S,2022-10-22T22:44:13.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627863,6.521024967148489,49.50980392156863,1610612755,33,30,2022-10-22T22:44:43Z,2050000,2.0,9.0,1,left,D. House Jr. cutting DUNK (2 PTS) (J. Embiid 1 AST),"[1627863, 203954]",1610612755.0,PHI,cutting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,,,,,,,,,2.0,J. Embiid,203954.0,1.0,,
211,PT09M01.00S,2022-10-22T22:44:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,33,30,2022-10-22T22:44:19Z,2070000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M43.00S,2022-10-22T22:47:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.51182654402102,51.225490196078425,1610612759,33,32,2022-10-22T22:47:45Z,2080000,6.0,8.0,1,right,K. Johnson driving Layup (8 PTS) (D. Vassell 1 AST),"[1629640, 1630170]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,,,,,,8.0,D. Vassell,1630170.0,1.0,,
214,PT08M43.00S,2022-10-22T22:47:42.8Z,2,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612759,33,32,2022-10-22T22:47:48Z,2100000,,,0,,G. Niang shooting personal FOUL (1 PF) (Johnson 1 FT),"[1627777, 1629640]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,1.0,0.0,Johnson,1629640.0,,,,,,,,
216,PT08M43.00S,2022-10-22T22:48:02.9Z,2,REGULAR,substitution,out,[],1629001,,,1610612759,33,32,2022-10-22T22:48:07Z,2120000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M43.00S,2022-10-22T22:48:02.9Z,2,REGULAR,substitution,in,[],1629680,,,1610612759,33,32,2022-10-22T22:48:07Z,2130000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M43.00S,2022-10-22T22:48:09.7Z,2,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,33,33,2022-10-22T22:48:09Z,2140000,,,0,,K. Johnson Free Throw 1 of 1 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
219,PT08M19.00S,2022-10-22T22:48:33.6Z,2,REGULAR,turnover,bad pass,[],1627777,,,1610612755,33,33,2022-10-22T22:58:31Z,2150000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1630200]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,,,,,,Jones,1630200.0
220,PT08M19.00S,2022-10-22T22:48:33.6Z,2,REGULAR,steal,,[],1630200,,,1610612759,33,33,2022-10-22T22:48:35Z,2160000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
221,PT08M15.00S,2022-10-22T22:48:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,93.77463863337714,51.9607843137255,1610612759,33,33,2022-10-22T22:48:45Z,2170000,10.0,6.0,1,right,MISS T. Jones running Layup - blocked,"[1630200, 1627863]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,House Jr.,1627863.0,,,,,,
222,PT08M15.00S,2022-10-22T22:48:37.3Z,2,REGULAR,block,,[],1627863,,,1610612759,33,33,2022-10-22T22:48:39Z,2180000,,,0,,D. House Jr. BLOCK (1 BLK),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT08M14.00S,2022-10-22T22:48:38.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,33,33,2022-10-22T22:48:45Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,221.0,,,,,,,,,,,,,,,,,
225,PT08M14.00S,2022-10-22T22:48:51.6Z,2,REGULAR,substitution,out,[],1627863,,,1610612759,33,33,2022-10-22T22:49:01Z,2210000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M14.00S,2022-10-22T22:48:51.6Z,2,REGULAR,substitution,in,[],201935,,,1610612759,33,33,2022-10-22T22:49:01Z,2220000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M01.00S,2022-10-22T22:49:25.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630170,87.20433639947439,97.05882352941177,1610612759,33,36,2022-10-22T22:49:29Z,2230000,235.0,68.0,1,right,D. Vassell 24' 3PT  (12 PTS) (G. Dieng 3 AST),"[1630170, 203476]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,24.49,Made,,,,,,,,,,,,,12.0,G. Dieng,203476.0,3.0,,
229,PT07M41.00S,2022-10-22T22:49:47.4Z,2,REGULAR,foul,personal,['2freethrow'],203476,,,1610612755,33,36,2022-10-22T22:49:57Z,2250000,,,0,,G. Dieng shooting personal FOUL (1 PF) (Embiid 2 FT),"[203476, 203954]",1610612759.0,SAS,shooting,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,1.0,0.0,Embiid,203954.0,,,,,,,,
231,PT07M41.00S,2022-10-22T22:50:10.9Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,34,36,2022-10-22T22:50:10Z,2270000,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
232,PT07M41.00S,2022-10-22T22:50:29.1Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,35,36,2022-10-22T22:50:29Z,2280000,,,0,,J. Embiid Free Throw 2 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
233,PT07M25.00S,2022-10-22T22:50:46.2Z,2,REGULAR,3pt,Jump Shot,[],203476,76.42904073587385,12.990196078431374,1610612759,35,36,2022-10-22T22:50:51Z,2290000,-185.0,169.0,1,right,MISS G. Dieng 25' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
234,PT07M22.00S,2022-10-22T22:50:49.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,35,36,2022-10-22T22:50:51Z,2300000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,,,
235,PT07M15.00S,2022-10-22T22:50:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.30946123521682,61.029411764705884,1610612755,35,36,2022-10-22T22:51:03Z,2310000,-55.0,16.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 203476]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,Dieng,203476.0,,,,,,
236,PT07M15.00S,2022-10-22T22:50:57.7Z,2,REGULAR,block,,[],203476,,,1610612755,35,36,2022-10-22T22:51:00Z,2320000,,,0,,G. Dieng BLOCK (2 BLK),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M15.00S,2022-10-22T22:50:57.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,35,36,2022-10-22T22:51:03Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,235.0,,,,,,,,,,,,,,,,,
239,PT07M15.00S,2022-10-22T22:51:04.4Z,2,REGULAR,substitution,out,[],203926,,,1610612755,35,36,2022-10-22T22:51:09Z,2350000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M15.00S,2022-10-22T22:51:04.4Z,2,REGULAR,substitution,out,[],1630170,,,1610612755,35,36,2022-10-22T22:51:09Z,2360000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M15.00S,2022-10-22T22:51:04.4Z,2,REGULAR,substitution,in,[],1626196,,,1610612755,35,36,2022-10-22T22:51:09Z,2370000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2022-10-22T22:51:04.4Z,2,REGULAR,substitution,in,[],1630563,,,1610612755,35,36,2022-10-22T22:51:09Z,2380000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M13.00S,2022-10-22T22:51:22.6Z,2,REGULAR,foul,personal,['2freethrow'],203476,,,1610612755,35,36,2022-10-22T22:51:34Z,2390000,,,0,,G. Dieng shooting personal FOUL (2 PF) (Embiid 2 FT),"[203476, 203954]",1610612759.0,SAS,shooting,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,2.0,0.0,Embiid,203954.0,,,,,,,,
245,PT07M13.00S,2022-10-22T22:51:48.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,35,36,2022-10-22T22:51:48Z,2410000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
246,PT07M13.00S,2022-10-22T22:51:48.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,35,36,2022-10-22T22:51:48Z,2420000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,
247,PT07M13.00S,2022-10-22T22:51:50.4Z,2,REGULAR,substitution,out,[],203476,,,1610612755,35,36,2022-10-22T22:51:59Z,2430000,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M13.00S,2022-10-22T22:51:50.4Z,2,REGULAR,substitution,in,[],1627751,,,1610612755,35,36,2022-10-22T22:51:59Z,2440000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M13.00S,2022-10-22T22:52:15.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,36,36,2022-10-22T22:52:15Z,2450000,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
250,PT06M59.00S,2022-10-22T22:52:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,91.80354796320631,50.245098039215684,1610612759,36,38,2022-10-22T22:53:10Z,2460000,1.0,25.0,1,right,T. Jones cutting finger roll Layup (6 PTS) (J. Poeltl 1 AST),"[1630200, 1627751]",1610612759.0,SAS,cutting finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,,,,,6.0,J. Poeltl,1627751.0,1.0,,
252,PT06M59.00S,2022-10-22T22:52:35.0Z,2,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612759,36,38,2022-10-22T22:52:42Z,2480000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Jones 1 FT),"[1630178, 1630200]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,2.0,0.0,Jones,1630200.0,,,,,,,,
254,PT06M59.00S,2022-10-22T22:52:43.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612759,36,38,2022-10-22T22:53:10Z,2500000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M59.00S,2022-10-22T22:52:43.5Z,2,REGULAR,substitution,in,[],202699,,,1610612759,36,38,2022-10-22T22:53:10Z,2510000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M59.00S,2022-10-22T22:53:10.7Z,2,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,36,39,2022-10-22T22:53:10Z,2520000,,,0,,T. Jones Free Throw 1 of 1 (7 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
257,PT06M44.00S,2022-10-22T22:53:28.1Z,2,REGULAR,3pt,Jump Shot,[],1629680,8.09789750328515,3.9215686274509802,1610612755,36,39,2022-10-22T22:53:32Z,2530000,230.0,24.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
258,PT06M41.00S,2022-10-22T22:53:31.1Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,36,39,2022-10-22T22:53:32Z,2540000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,,,257.0,1.0,1.0,0.0,,,,,,,,,,,,,,
259,PT06M27.00S,2022-10-22T22:53:45.0Z,2,REGULAR,turnover,bad pass,[],1629640,,,1610612759,36,39,2022-10-22T22:53:50Z,2550000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 203954]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,,,,Embiid,203954.0
260,PT06M27.00S,2022-10-22T22:53:45.0Z,2,REGULAR,steal,,[],203954,,,1610612755,36,39,2022-10-22T22:53:47Z,2560000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
261,PT06M23.00S,2022-10-22T22:53:49.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,34.37910643889619,26.715686274509803,1610612755,36,39,2022-10-22T22:53:56Z,2570000,116.0,271.0,1,left,MISS J. Harden 29' running pullup 3PT,[201935],1610612755.0,PHI,running pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,29.47,Missed,,,,,,,,,,,,,,,,,,
262,PT06M19.00S,2022-10-22T22:53:53.1Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,36,39,2022-10-22T22:53:53Z,2580000,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,261.0,4.0,3.0,1.0,,,,,,,,,,,,,,
263,PT06M13.00S,2022-10-22T22:54:01.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612755,36,39,2022-10-22T22:54:07Z,2590000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,1.0,0.0,Embiid,203954.0,,,,,,,,
265,PT06M13.00S,2022-10-22T22:54:29.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203954,,,1610612755,37,39,2022-10-22T22:54:29Z,2610000,,,0,,J. Embiid Free Throw 1 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,12.0,,,,,
266,PT06M13.00S,2022-10-22T22:54:48.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203954,,,1610612755,38,39,2022-10-22T22:54:48Z,2620000,,,0,,J. Embiid Free Throw 2 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
267,PT05M52.00S,2022-10-22T22:55:11.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,87.46714848883047,50.245098039215684,1610612759,38,39,2022-10-22T22:55:15Z,2630000,1.0,65.0,1,right,MISS J. Poeltl 6' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
268,PT05M49.00S,2022-10-22T22:55:14.5Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,38,39,2022-10-22T22:55:15Z,2640000,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,267.0,5.0,4.0,1.0,,,,,,,,,,,,,,
269,PT05M40.00S,2022-10-22T22:55:22.8Z,2,REGULAR,2pt,Jump Shot,[],203954,22.552562417871222,51.9607843137255,1610612755,38,39,2022-10-22T22:55:27Z,2650000,-10.0,159.0,1,left,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.98,Missed,,,,,,,,,,,,,,,,,,
270,PT05M36.00S,2022-10-22T22:55:26.8Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,38,39,2022-10-22T22:55:27Z,2660000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Center,,,269.0,1.0,1.0,0.0,,,,,,,,,,,,,,
