actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
169,PT01M14.00S,2022-10-24T23:37:28.9Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,30,23,2022-10-24T23:37:28Z,1660000,,,0,,B. Mathurin Free Throw 2 of 2 (2 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
170,PT00M52.30S,2022-10-24T23:37:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,29.25427069645204,77.45098039215686,1610612755,33,23,2022-10-24T23:38:00Z,1670000,-137.0,222.0,1,left,D. Melton 26' 3PT pullup (5 PTS) (T. Maxey 2 AST),"[1629001, 1630178]",1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.15,Made,,,,,5.0,T. Maxey,1630178.0,2.0,,,,,,,,,,
172,PT00M30.50S,2022-10-24T23:38:18.4Z,1,REGULAR,3pt,Jump Shot,[],1629052,78.79434954007884,93.62745098039215,1610612754,33,23,2022-10-24T23:38:25Z,1690000,218.0,147.0,1,right,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
173,PT00M24.80S,2022-10-24T23:38:24.1Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,33,23,2022-10-24T23:38:25Z,1700000,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,172.0,1.0,0.0,1.0,,,,,,,,,,,,,,
174,PT00M23.80S,2022-10-24T23:38:25.1Z,1,REGULAR,turnover,lost ball,[],1631097,,,1610612754,33,23,2022-10-24T23:38:28Z,1710000,,,0,,B. Mathurin lost ball TURNOVER (2 TO),"[1631097, 1629001]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,Melton,1629001.0,,,,,,,
175,PT00M23.80S,2022-10-24T23:38:25.1Z,1,REGULAR,steal,,[],1629001,,,1610612755,33,23,2022-10-24T23:38:27Z,1720000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
176,PT00M03.30S,2022-10-24T23:38:47.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,19.66162943495401,95.34313725490196,1610612755,33,23,2022-10-24T23:39:21Z,1730000,-227.0,132.0,1,left,MISS G. Niang 26' step back 3PT,[1627777],1610612755.0,PHI,step back,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
177,PT00M03.30S,2022-10-24T23:38:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,33,23,2022-10-24T23:39:21Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,176.0,,,,,,,,,,,,,,,,,
178,PT00M03.30S,2022-10-24T23:38:53.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,33,23,2022-10-24T23:38:59Z,1750000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1627529.0,,,,,,
179,PT00M00.30S,2022-10-24T23:39:05.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629052,67.09921156373193,14.215686274509803,1610612754,33,23,2022-10-24T23:45:03Z,1760000,-179.0,257.0,1,right,MISS O. Brissett 31' running 3PT,[1629052],1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,31.3,Missed,,,,,,,,,,,,,,,,,,
180,PT00M00.30S,2022-10-24T23:39:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,33,23,2022-10-24T23:39:40Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,179.0,,,,,,,,,,,,,,,,,
181,PT00M00.00S,2022-10-24T23:39:18.7Z,1,REGULAR,period,end,[],0,,,1610612754,33,23,2022-10-24T23:39:18Z,1780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-10-24T23:41:51.5Z,2,REGULAR,period,start,[],0,,,1610612754,33,23,2022-10-24T23:41:51Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M34.00S,2022-10-24T23:42:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,86.41590013140605,38.48039215686275,1610612754,33,25,2022-10-24T23:42:19Z,1800000,-58.0,75.0,1,right,C. Duarte 9' fadeaway Jump Shot (4 PTS),[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Left,9.47,Made,,,,,4.0,,,,,,,,,,,,,
184,PT11M25.00S,2022-10-24T23:42:27.9Z,2,REGULAR,foul,offensive,[],203954,,,1610612755,33,25,2022-10-24T23:42:35Z,1810000,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 204456]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,McConnell,204456.0
186,PT11M25.00S,2022-10-24T23:42:27.9Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,33,25,2022-10-24T23:42:27Z,1830000,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,203177.0,,,,,,
187,PT11M25.00S,2022-10-24T23:42:35.0Z,2,REGULAR,substitution,out,[],1629001,,,1610612754,33,25,2022-10-24T23:42:51Z,1840000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M25.00S,2022-10-24T23:42:35.0Z,2,REGULAR,substitution,in,[],1629003,,,1610612754,33,25,2022-10-24T23:42:51Z,1850000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M12.00S,2022-10-24T23:43:12.5Z,2,REGULAR,turnover,out-of-bounds,[],1629052,,,1610612754,33,25,2022-10-24T23:43:20Z,1860000,,,0,,O. Brissett step out-of-bounds TURNOVER (1 TO),[1629052],1610612754.0,IND,step,,,Brissett,O. Brissett,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1.0,,,1627529.0,,,,,,
190,PT10M59.00S,2022-10-24T23:43:28.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,9.937582128777924,4.166666666666666,1610612755,36,25,2022-10-24T23:43:32Z,1870000,229.0,41.0,1,left,G. Niang 3PT  (6 PTS) (D. House Jr. 1 AST),"[1627777, 1627863]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,6.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,
192,PT10M42.00S,2022-10-24T23:43:46.2Z,2,REGULAR,3pt,Jump Shot,[],1631097,82.47371879106439,95.83333333333334,1610612754,36,25,2022-10-24T23:43:50Z,1890000,229.0,112.0,1,right,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
193,PT10M39.00S,2022-10-24T23:43:49.2Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,36,25,2022-10-24T23:43:50Z,1900000,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,192.0,2.0,1.0,1.0,,,,,,,,,,,,,,
194,PT10M20.00S,2022-10-24T23:44:07.8Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.37910643889619,56.127450980392155,1610612755,36,25,2022-10-24T23:44:12Z,1910000,-31.0,271.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.24,Missed,,,,,,,,,,,,,,,,,,
195,PT10M17.00S,2022-10-24T23:44:10.8Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,36,25,2022-10-24T23:44:12Z,1920000,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,194.0,2.0,1.0,1.0,,,,,,,,,,,,,,
196,PT10M10.00S,2022-10-24T23:44:17.9Z,2,REGULAR,3pt,Jump Shot,[],1630537,94.03745072273325,4.901960784313726,1610612754,36,25,2022-10-24T23:44:22Z,1930000,-225.0,4.0,1,right,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
197,PT10M08.00S,2022-10-24T23:44:19.9Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,36,25,2022-10-24T23:44:22Z,1940000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,
198,PT09M57.00S,2022-10-24T23:44:31.3Z,2,REGULAR,3pt,Jump Shot,[],203954,33.722076215505915,58.08823529411765,1610612755,36,25,2022-10-24T23:44:35Z,1950000,-40.0,264.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,26.76,Missed,,,,,,,,,,,,,,,,,,
199,PT09M53.00S,2022-10-24T23:44:34.7Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,36,25,2022-10-24T23:44:34Z,1960000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT09M37.00S,2022-10-24T23:44:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,86.02168199737189,54.65686274509803,1610612754,36,27,2022-10-24T23:44:55Z,1970000,23.0,79.0,1,right,T. McConnell 8' fadeaway Jump Shot (2 PTS),[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,8.23,Made,,,,,2.0,,,,,,,,,,,,,
202,PT09M13.00S,2022-10-24T23:45:14.7Z,2,REGULAR,3pt,Jump Shot,[],1627863,7.5722733245729295,99.26470588235294,1610612755,36,27,2022-10-24T23:45:19Z,1990000,-246.0,19.0,1,left,MISS D. House Jr. 24' 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Left Corner 3,24+ Left,24.7,Missed,,,,,,,,,,,,,,,,,,
203,PT09M10.00S,2022-10-24T23:45:17.7Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,36,27,2022-10-24T23:45:19Z,2000000,,,0,,B. Mathurin REBOUND (Off:1 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,202.0,3.0,2.0,1.0,,,,,,,,,,,,,,
204,PT09M03.00S,2022-10-24T23:45:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,91.80354796320631,61.51960784313726,1610612754,36,27,2022-10-24T23:45:53Z,2010000,58.0,25.0,1,right,MISS B. Mathurin 6' driving Layup - blocked,"[1631097, 203954]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,Embiid,203954.0,,,,
205,PT09M03.00S,2022-10-24T23:45:25.7Z,2,REGULAR,block,,[],203954,,,1610612754,36,27,2022-10-24T23:45:28Z,2020000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M03.00S,2022-10-24T23:45:25.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,36,27,2022-10-24T23:45:53Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,204.0,,,,,,,,,,,,,,,,,
208,PT09M03.00S,2022-10-24T23:45:36.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612754,36,27,2022-10-24T23:45:39Z,2050000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M03.00S,2022-10-24T23:45:36.2Z,2,REGULAR,substitution,in,[],202699,,,1610612754,36,27,2022-10-24T23:45:39Z,2060000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M54.00S,2022-10-24T23:45:57.6Z,2,REGULAR,foul,personal,[],1627863,,,1610612754,36,27,2022-10-24T23:46:07Z,2070000,,,0,,D. House Jr. personal FOUL (2 PF),"[1627863, 1629048]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,203177.0,,,2.0,0.0,Bitadze,1629048.0
212,PT08M49.00S,2022-10-24T23:46:22.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,87.59855453350855,98.2843137254902,1610612754,36,27,2022-10-24T23:46:30Z,2090000,241.0,64.0,1,right,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,24.98,Missed,,,,,,,,,,,,,,,,,,
213,PT08M44.00S,2022-10-24T23:46:27.3Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612754,36,27,2022-10-24T23:46:30Z,2100000,,,0,,C. Duarte REBOUND (Off:2 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,,,212.0,3.0,1.0,2.0,,,,,,,,,,,,,,
214,PT08M43.00S,2022-10-24T23:46:28.4Z,2,REGULAR,turnover,lost ball,[],1630537,,,1610612754,36,27,2022-10-24T23:46:33Z,2110000,,,0,,C. Duarte lost ball TURNOVER (1 TO),"[1630537, 202699]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Harris,202699.0,,,,,,,
215,PT08M43.00S,2022-10-24T23:46:28.4Z,2,REGULAR,steal,,[],202699,,,1610612755,36,27,2022-10-24T23:46:32Z,2120000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT08M36.00S,2022-10-24T23:46:35.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203954,5.206964520367937,50.98039215686274,1610612755,38,27,2022-10-24T23:46:40Z,2130000,-5.0,-4.0,1,left,J. Embiid DUNK (6 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,6.0,T. Harris,202699.0,1.0,,,,,,,,,,
218,PT08M35.00S,2022-10-24T23:46:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,38,27,2022-10-24T23:46:45Z,2150000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M13.00S,2022-10-24T23:49:54.1Z,2,REGULAR,2pt,Jump Shot,[],1631097,73.27529566360053,53.18627450980392,1610612754,38,27,2022-10-24T23:49:58Z,2160000,16.0,199.0,1,right,MISS B. Mathurin 19' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,19.93,Missed,,,,,,,,,,,,,,,,,,
220,PT08M10.00S,2022-10-24T23:49:57.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,38,27,2022-10-24T23:49:58Z,2170000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,219.0,4.0,3.0,1.0,,,,,,,,,,,,,,
221,PT08M05.00S,2022-10-24T23:50:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.1268068331143235,48.28431372549019,1610612755,40,27,2022-10-24T23:50:14Z,2180000,9.0,5.0,1,left,J. Embiid cutting finger roll Layup (8 PTS) (S. Milton 1 AST),"[203954, 1629003]",1610612755.0,PHI,cutting finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,8.0,S. Milton,1629003.0,1.0,,,,,,,,,,
223,PT08M05.00S,2022-10-24T23:50:15.5Z,2,REGULAR,foul,personal,['1freethrow'],1629048,,,1610612755,40,27,2022-10-24T23:50:31Z,2200000,,,0,,G. Bitadze shooting personal FOUL (2 PF) (Embiid 1 FT),"[1629048, 203954]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,2.0,0.0,Embiid,203954.0
225,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,out,[],1631097,,,1610612755,40,27,2022-10-24T23:50:35Z,2220000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,out,[],1630537,,,1610612755,40,27,2022-10-24T23:50:35Z,2230000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,out,[],204456,,,1610612755,40,27,2022-10-24T23:50:35Z,2240000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,out,[],1629052,,,1610612755,40,27,2022-10-24T23:50:35Z,2250000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,out,[],1629048,,,1610612755,40,27,2022-10-24T23:50:35Z,2260000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612755,40,27,2022-10-24T23:50:35Z,2270000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,in,[],1629614,,,1610612755,40,27,2022-10-24T23:50:35Z,2280000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,in,[],1630543,,,1610612755,40,27,2022-10-24T23:50:35Z,2290000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,in,[],1627741,,,1610612755,40,27,2022-10-24T23:50:35Z,2300000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M05.00S,2022-10-24T23:50:26.3Z,2,REGULAR,substitution,in,[],1630188,,,1610612755,40,27,2022-10-24T23:50:35Z,2310000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M05.00S,2022-10-24T23:50:45.6Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,41,27,2022-10-24T23:50:45Z,2320000,,,0,,J. Embiid Free Throw 1 of 1 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
236,PT07M56.00S,2022-10-24T23:50:55.2Z,2,REGULAR,3pt,Jump Shot,[],1629614,82.7365308804205,97.79411764705883,1610612754,41,27,2022-10-24T23:51:01Z,2330000,239.0,110.0,1,right,MISS A. Nembhard 26' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
237,PT07M52.00S,2022-10-24T23:50:59.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,41,27,2022-10-24T23:51:01Z,2340000,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,236.0,5.0,4.0,1.0,,,,,,,,,,,,,,
238,PT07M45.00S,2022-10-24T23:51:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,49.50980392156863,1610612755,43,27,2022-10-24T23:51:11Z,2350000,2.0,4.0,1,left,T. Maxey driving finger roll Layup (2 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,2.0,,,,,,,,,,,,,
240,PT07M31.00S,2022-10-24T23:51:29.0Z,2,REGULAR,substitution,out,[],1627863,,,1610612754,43,27,2022-10-24T23:51:33Z,2370000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M31.00S,2022-10-24T23:51:29.0Z,2,REGULAR,substitution,in,[],200782,,,1610612754,43,27,2022-10-24T23:51:33Z,2380000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2022-10-24T23:51:54.0Z,2,REGULAR,2pt,Jump Shot,[],1630188,74.06373193166885,50.73529411764706,1610612754,43,27,2022-10-24T23:51:58Z,2390000,4.0,191.0,1,right,MISS J. Smith 19' pullup Shot,[1630188],1610612754.0,IND,pullup,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,19.13,Missed,,,,,,,,,,,,,,,,,,
243,PT07M13.00S,2022-10-24T23:51:56.7Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,43,27,2022-10-24T23:51:56Z,2400000,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,,,
244,PT07M12.00S,2022-10-24T23:52:00.1Z,2,REGULAR,foul,personal,[],1630543,,,1610612755,43,27,2022-10-24T23:52:05Z,2410000,,,0,,I. Jackson personal FOUL (3 PF),"[1630543, 203954]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1148.0,,,3.0,0.0,Embiid,203954.0
246,PT07M12.00S,2022-10-24T23:52:11.0Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,43,27,2022-10-24T23:52:21Z,2430000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M12.00S,2022-10-24T23:52:11.0Z,2,REGULAR,substitution,out,[],1630543,,,1610612755,43,27,2022-10-24T23:52:21Z,2440000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M12.00S,2022-10-24T23:52:11.0Z,2,REGULAR,substitution,in,[],201935,,,1610612755,43,27,2022-10-24T23:52:21Z,2450000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M12.00S,2022-10-24T23:52:11.0Z,2,REGULAR,substitution,in,[],1630678,,,1610612755,43,27,2022-10-24T23:52:21Z,2460000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M12.00S,2022-10-24T23:52:26.0Z,2,REGULAR,substitution,out,[],203954,,,1610612755,43,27,2022-10-24T23:52:31Z,2470000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2022-10-24T23:52:26.0Z,2,REGULAR,substitution,in,[],1626149,,,1610612755,43,27,2022-10-24T23:52:31Z,2480000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M01.00S,2022-10-24T23:52:47.3Z,2,REGULAR,3pt,Jump Shot,[],201935,29.911300919842315,25.49019607843137,1610612755,43,27,2022-10-24T23:52:52Z,2490000,123.0,229.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
253,PT06M57.00S,2022-10-24T23:52:51.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,43,27,2022-10-24T23:52:52Z,2500000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,252.0,1.0,1.0,0.0,,,,,,,,,,,,,,
