actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
165,PT10M28.00S,2024-11-10T23:40:12.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,75.3777923784494,11.27450980392157,1610612764,29,28,2024-11-10T23:40:22Z,1640000,False,-194.0,179.0,1,right,J. Poole 26' 3PT step back (5 PTS),[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,,,,,,,,,,,5.0,,,
166,PT10M15.00S,2024-11-10T23:40:28.1Z,2,REGULAR,foul,personal,[],1629673,,,1610612753,29,28,2024-11-10T23:40:47Z,1650000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1641710]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,,,,,,,,1627526.0,1.0,0.0,Black,1641710.0,,,,,,,
168,PT10M04.00S,2024-11-10T23:40:58.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,7.30946123521682,47.30392156862745,1610612753,29,28,2024-11-10T23:41:08Z,1670000,False,13.0,16.0,1,left,MISS M. Wagner turnaround Hook - blocked,"[1629021, 202685]",1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,Valančiūnas,202685.0,,,,,,,,,,,,
169,PT10M04.00S,2024-11-10T23:40:58.9Z,2,REGULAR,block,,[],202685,,,1610612753,29,28,2024-11-10T23:41:01Z,1680000,False,,,0,,J. Valančiūnas BLOCK (1 BLK),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT10M04.00S,2024-11-10T23:40:58.9Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,29,28,2024-11-10T23:41:50Z,1690000,False,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,,
172,PT09M59.00S,2024-11-10T23:41:26.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628371,11.12023653088042,29.65686274509804,1610612753,29,28,2024-11-10T23:41:34Z,1710000,False,102.0,52.0,1,left,MISS J. Isaac 11' turnaround Shot,[1628371],1610612753.0,ORL,turnaround,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Right,11.42,Missed,,,,,,,,,,,,,,,,,,
173,PT09M56.00S,2024-11-10T23:41:30.4Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,29,28,2024-11-10T23:41:30Z,1720000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,
175,PT09M47.00S,2024-11-10T23:41:57.1Z,2,REGULAR,3pt,Jump Shot,[],1629673,67.36202365308804,21.568627450980394,1610612764,29,31,2024-11-10T23:42:03Z,1740000,False,-142.0,254.0,1,right,J. Poole 29' 3PT pullup (8 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,29.14,Made,,,,,,,,,,,,,,,8.0,,,
176,PT09M36.00S,2024-11-10T23:42:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612753,29,31,2024-11-10T23:42:22Z,1750000,False,,,0,,K. George shooting personal FOUL (2 PF) (Anthony 2 FT),"[1642273, 1630175]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,2.0,1.0,Anthony,1630175.0,,,,,,,
178,PT09M36.00S,2024-11-10T23:42:44.9Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,30,31,2024-11-10T23:42:44Z,1770000,False,,,0,,C. Anthony Free Throw 1 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
179,PT09M36.00S,2024-11-10T23:43:01.4Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,31,31,2024-11-10T23:43:01Z,1780000,False,,,0,,C. Anthony Free Throw 2 of 2 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
180,PT09M30.00S,2024-11-10T23:43:10.7Z,2,REGULAR,foul,personal,[],1641710,,,1610612764,31,31,2024-11-10T23:43:34Z,1790000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 1630557]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,204058.0,1.0,0.0,Kispert,1630557.0,,,,,,,
182,PT09M20.00S,2024-11-10T23:43:59.3Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612764,31,31,2024-11-10T23:44:23Z,1810000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Baldwin Jr. 2 FT),"[1630175, 1631116]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,1.0,0.0,Baldwin Jr.,1631116.0,,,,,,,
184,PT09M20.00S,2024-11-10T23:44:32.5Z,2,REGULAR,freethrow,1 of 2,[],1631116,,,1610612764,31,31,2024-11-10T23:44:32Z,1830000,False,,,0,,MISS P. Baldwin Jr. Free Throw 1 of 2,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT09M20.00S,2024-11-10T23:44:32.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,31,31,2024-11-10T23:44:32Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,
186,PT09M20.00S,2024-11-10T23:44:54.0Z,2,REGULAR,freethrow,2 of 2,[],1631116,,,1610612764,31,32,2024-11-10T23:44:54Z,1850000,False,,,0,,P. Baldwin Jr. Free Throw 2 of 2 (1 PTS),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
187,PT09M07.00S,2024-11-10T23:45:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630175,23.603810775295663,12.254901960784313,1610612753,31,32,2024-11-10T23:45:17Z,1860000,False,189.0,169.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
188,PT09M03.00S,2024-11-10T23:45:11.8Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,31,32,2024-11-10T23:45:11Z,1870000,False,,,0,,K. George REBOUND (Off:0 Def:4),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,187.0,4.0,4.0,0.0,,,,,,,,,,,,,,
189,PT09M00.00S,2024-11-10T23:45:15.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,74.32654402102497,84.31372549019608,1610612764,31,32,2024-11-10T23:45:25Z,1880000,False,172.0,189.0,1,right,MISS C. Kispert 25' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
190,PT09M00.00S,2024-11-10T23:45:15.0Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,31,32,2024-11-10T23:45:25Z,1890000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,
191,PT08M51.00S,2024-11-10T23:45:23.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641710,31.09395532194481,70.83333333333334,1610612753,34,32,2024-11-10T23:46:31Z,1900000,False,-104.0,240.0,1,left,A. Black 26' 3PT running pullup (5 PTS),[1641710],1610612753.0,ORL,running pullup,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,26.15,Made,,,,,,,,,,,,,,,5.0,,,
192,PT08M41.00S,2024-11-10T23:45:46.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,86.81011826544021,51.9607843137255,1610612764,34,32,2024-11-10T23:45:55Z,1910000,False,10.0,71.0,1,right,MISS J. Poole 7' driving Layup - blocked,"[1629673, 1641710]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,Black,1641710.0,,,,,,,,,,,,
193,PT08M41.00S,2024-11-10T23:45:46.3Z,2,REGULAR,block,,[],1641710,,,1610612764,34,32,2024-11-10T23:45:49Z,1920000,False,,,0,,A. Black BLOCK (2 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT08M41.00S,2024-11-10T23:45:46.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,34,32,2024-11-10T23:45:55Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,,,,,,,,,,,,,,,,,
196,PT08M41.00S,2024-11-10T23:45:59.0Z,2,REGULAR,substitution,out,[],1628371,,,1610612764,34,32,2024-11-10T23:46:08Z,1950000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M41.00S,2024-11-10T23:45:59.0Z,2,REGULAR,substitution,out,[],1630175,,,1610612764,34,32,2024-11-10T23:46:08Z,1960000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M41.00S,2024-11-10T23:45:59.0Z,2,REGULAR,substitution,in,[],1630591,,,1610612764,34,32,2024-11-10T23:46:08Z,1970000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M41.00S,2024-11-10T23:45:59.0Z,2,REGULAR,substitution,in,[],1641783,,,1610612764,34,32,2024-11-10T23:46:08Z,1980000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M32.00S,2024-11-10T23:46:22.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630557,93.51182654402102,9.313725490196079,1610612764,34,32,2024-11-10T23:46:35Z,1990000,False,-203.0,8.0,1,right,MISS C. Kispert 20' Jump Shot,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left,20.36,Missed,,,,,,,,,,,,,,,,,,
201,PT08M28.00S,2024-11-10T23:46:26.4Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,34,32,2024-11-10T23:47:19Z,2000000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT08M17.00S,2024-11-10T23:46:37.7Z,2,REGULAR,3pt,Jump Shot,[],203914,6.1268068331143235,4.166666666666666,1610612753,37,32,2024-11-10T23:46:45Z,2010000,False,229.0,5.0,1,left,G. Harris 3PT  (3 PTS) (M. Wagner 1 AST),"[203914, 1629021]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,,,,,,,,,3.0,M. Wagner,1629021.0,1.0
204,PT08M06.00S,2024-11-10T23:46:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612764,37,32,2024-11-10T23:47:01Z,2030000,False,,,0,,J. Suggs shooting personal FOUL (3 PF) (Poole 2 FT),"[1630591, 1629673]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,3.0,0.0,Poole,1629673.0,,,,,,,
206,PT08M06.00S,2024-11-10T23:47:42.4Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,37,33,2024-11-10T23:47:42Z,2050000,False,,,0,,J. Poole Free Throw 1 of 2 (9 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
207,PT08M06.00S,2024-11-10T23:47:43.9Z,2,REGULAR,substitution,out,[],1630591,,,1610612764,37,33,2024-11-10T23:47:52Z,2060000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M06.00S,2024-11-10T23:47:43.9Z,2,REGULAR,substitution,out,[],1631116,,,1610612764,37,33,2024-11-10T23:47:52Z,2070000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M06.00S,2024-11-10T23:47:43.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612764,37,33,2024-11-10T23:47:52Z,2080000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M06.00S,2024-11-10T23:47:43.9Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,37,33,2024-11-10T23:47:52Z,2090000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M06.00S,2024-11-10T23:48:03.0Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,37,34,2024-11-10T23:48:03Z,2100000,False,,,0,,J. Poole Free Throw 2 of 2 (10 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
212,PT07M53.00S,2024-11-10T23:48:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629021,7.966491458607096,95.58823529411765,1610612753,40,34,2024-11-10T23:48:23Z,2110000,False,-228.0,22.0,1,left,M. Wagner 3PT  (10 PTS) (T. da Silva 1 AST),"[1629021, 1641783]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Left Corner 3,24+ Left,22.9,Made,,,,,,,,,,,,,,,10.0,T. da Silva,1641783.0,1.0
214,PT07M43.00S,2024-11-10T23:48:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,80.50262812089356,50.0,1610612764,40,36,2024-11-10T23:48:40Z,2130000,False,0.0,131.0,1,right,J. Poole 13' driving floating Jump Shot (12 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,13.08,Made,,,,,,,,,,,,,,,12.0,,,
215,PT07M34.00S,2024-11-10T23:48:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.389618922470433,45.34313725490196,1610612753,42,36,2024-11-10T23:48:44Z,2140000,False,23.0,8.0,1,left,M. Wagner driving Layup (12 PTS) (A. Black 2 AST),"[1629021, 1641710]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,,,,,,,12.0,A. Black,1641710.0,2.0
217,PT07M24.00S,2024-11-10T23:48:45.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,67.23061760840999,51.71568627450981,1610612764,42,36,2024-11-10T23:48:56Z,2160000,False,9.0,256.0,1,right,MISS J. Poole 25' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
218,PT07M19.00S,2024-11-10T23:48:50.8Z,2,REGULAR,rebound,defensive,[],203914,,,1610612753,42,36,2024-11-10T23:48:56Z,2170000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,
219,PT07M15.00S,2024-11-10T23:48:54.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629021,22.026938239159,11.029411764705882,1610612753,42,36,2024-11-10T23:49:03Z,2180000,False,195.0,155.0,1,left,MISS M. Wagner 24' running 3PT,[1629021],1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,,,,,
220,PT07M11.00S,2024-11-10T23:48:58.6Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,42,36,2024-11-10T23:49:03Z,2190000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT07M05.00S,2024-11-10T23:49:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.85479632063075,53.431372549019606,1610612764,42,38,2024-11-10T23:49:12Z,2200000,False,17.0,15.0,1,right,J. Valančiūnas reverse Layup (4 PTS) (B. Coulibaly 2 AST),"[202685, 1641731]",1610612764.0,WAS,reverse,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,,,,,,,,4.0,B. Coulibaly,1641731.0,2.0
223,PT06M51.00S,2024-11-10T23:49:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.915243101182654,46.81372549019608,1610612753,42,38,2024-11-10T23:50:35Z,2220000,False,16.0,13.0,1,left,MISS M. Wagner driving finger roll Layup,[1629021],1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
224,PT06M46.00S,2024-11-10T23:49:24.5Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,42,38,2024-11-10T23:49:32Z,2230000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,223.0,1.0,1.0,0.0,,,,,,,,,,,,,,
225,PT06M44.00S,2024-11-10T23:49:29.6Z,2,REGULAR,turnover,traveling,[],1641731,,,1610612764,42,38,2024-11-10T23:49:43Z,2240000,False,,,0,,B. Coulibaly traveling TURNOVER (1 TO),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,,,,,,,,,1627526.0,,,,,1.0,,,,,,
226,PT06M44.00S,2024-11-10T23:49:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,42,38,2024-11-10T23:49:41Z,2250000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,out,[],1641710,,,1610612753,42,38,2024-11-10T23:52:30Z,2260000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,42,38,2024-11-10T23:52:30Z,2270000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,out,[],1629673,,,1610612753,42,38,2024-11-10T23:52:30Z,2280000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,out,[],202685,,,1610612753,42,38,2024-11-10T23:52:30Z,2290000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,in,[],1629048,,,1610612753,42,38,2024-11-10T23:52:30Z,2300000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,in,[],203484,,,1610612753,42,38,2024-11-10T23:52:30Z,2310000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,in,[],1642267,,,1610612753,42,38,2024-11-10T23:52:30Z,2320000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M44.00S,2024-11-10T23:52:06.7Z,2,REGULAR,substitution,in,[],1642259,,,1610612753,42,38,2024-11-10T23:52:30Z,2330000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M28.00S,2024-11-10T23:52:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,6.521024967148489,55.88235294117647,1610612753,44,38,2024-11-10T23:52:54Z,2340000,False,-29.0,9.0,1,left,F. Wagner driving Layup (11 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,,,,,,,11.0,,,
237,PT06M08.00S,2024-11-10T23:53:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,92.19776609724047,45.83333333333333,1610612764,44,40,2024-11-10T23:53:14Z,2350000,False,-21.0,21.0,1,right,C. Kispert driving Layup (2 PTS) (B. Coulibaly 3 AST),"[1630557, 1641731]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.94,Made,,,,,,,,,,,,,,,2.0,B. Coulibaly,1641731.0,3.0
239,PT05M51.00S,2024-11-10T23:53:27.3Z,2,REGULAR,3pt,Jump Shot,[],203914,31.35676741130092,58.57843137254902,1610612753,44,40,2024-11-10T23:54:20Z,2370000,False,-43.0,242.0,1,left,MISS G. Harris 24' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,24.61,Missed,,,,,,,,,,,,,,,,,,
240,PT05M50.00S,2024-11-10T23:53:28.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,44,40,2024-11-10T23:53:41Z,2380000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,239.0,,,,,,,,,,,,,,,,,
242,PT05M26.00S,2024-11-10T23:54:02.7Z,2,REGULAR,3pt,Jump Shot,[],1642267,69.33311432325887,74.26470588235294,1610612764,44,40,2024-11-10T23:54:08Z,2400000,False,121.0,236.0,1,right,MISS C. Carrington 26' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
243,PT05M23.00S,2024-11-10T23:54:05.7Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,44,40,2024-11-10T23:54:08Z,2410000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,242.0,6.0,3.0,3.0,,,,,,,,,,,,,,
244,PT05M14.00S,2024-11-10T23:54:13.2Z,2,REGULAR,3pt,Jump Shot,[],1641783,22.026938239159,12.254901960784313,1610612753,47,40,2024-11-10T23:54:18Z,2420000,False,189.0,155.0,1,left,T. da Silva 24' 3PT  (6 PTS) (F. Wagner 4 AST),"[1641783, 1630532]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,24.39,Made,,,,,,,,,,,,,,,6.0,F. Wagner,1630532.0,4.0
246,PT05M06.00S,2024-11-10T23:54:24.1Z,2,REGULAR,foul,offensive,[],1642259,,,1610612764,47,40,2024-11-10T23:54:38Z,2440000,False,,,0,,A. Sarr off-the-ball offensive FOUL (2 PF),"[1642259, 1630532]",1610612764.0,WAS,off-the-ball,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,,,,201638.0,2.0,0.0,Wagner,1630532.0,,,,,,,
248,PT05M06.00S,2024-11-10T23:54:24.1Z,2,REGULAR,turnover,offensive foul,[],1642259,,,1610612764,47,40,2024-11-10T23:54:24Z,2460000,False,,,0,,A. Sarr offensive foul TURNOVER (1 TO),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,,,,201638.0,,,,,1.0,,,,,,
249,PT04M49.00S,2024-11-10T23:54:58.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203484,12.434296977660972,94.85294117647058,1610612753,50,40,2024-11-10T23:55:05Z,2470000,False,-224.0,64.0,1,left,K. Caldwell-Pope 3PT  (4 PTS) (F. Wagner 5 AST),"[203484, 1630532]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.34,Made,,,,,,,,,,,,,,,4.0,F. Wagner,1630532.0,5.0
251,PT04M48.00S,2024-11-10T23:55:09.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,50,40,2024-11-10T23:55:19Z,2490000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M37.00S,2024-11-10T23:58:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,82.7365308804205,50.73529411764706,1610612764,50,40,2024-11-10T23:58:24Z,2500000,False,4.0,110.0,1,right,MISS A. Sarr 10' floating Shot,[1642259],1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,10.99,Missed,,,,,,,,,,,,,,,,,,
