actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
266,PT05M08.00S,2022-01-03T00:52:31.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,36,55,2022-01-03T00:52:31Z,2620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M08.00S,2022-01-03T00:52:37.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,36,55,2022-01-03T00:52:37Z,2630000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M08.00S,2022-01-03T00:53:35.3Z,2,REGULAR,substitution,out,[],1630163,,,1610612756,36,55,2022-01-03T00:54:04Z,2640000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M08.00S,2022-01-03T00:53:35.3Z,2,REGULAR,substitution,in,[],202397,,,1610612756,36,55,2022-01-03T00:54:04Z,2650000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M00.00S,2022-01-03T00:54:18.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",202687,93.11760840998686,48.28431372549019,1610612756,36,57,2022-01-03T01:02:24Z,2660000,-9.0,12.0,1,right,B. Biyombo DUNK (2 PTS) (M. Bridges 2 AST),"[202687, 1628969]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,1.49,Made,2.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,
272,PT04M46.00S,2022-01-03T00:54:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.011169513797633,41.66666666666667,1610612766,38,57,2022-01-03T00:54:39Z,2680000,42.0,79.0,1,left,T. Rozier 8' driving floating bank Jump Shot (7 PTS) (I. Smith 4 AST),"[1626179, 202397]",1610612766.0,CHA,driving floating bank,,,Rozier,T. Rozier,,,,,8.95,Made,7.0,I. Smith,202397.0,4.0,,,,,,,,,,,,,,
274,PT04M33.00S,2022-01-03T00:54:46.0Z,2,REGULAR,3pt,Jump Shot,[],1628969,69.20170827858082,30.14705882352941,1610612756,38,60,2022-01-03T00:54:51Z,2700000,-99.0,237.0,1,right,M. Bridges 25' 3PT  (12 PTS) (C. Paul 10 AST),"[1628969, 101108]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,25.7,Made,12.0,C. Paul,101108.0,10.0,,,,,,,,,,,,,,
276,PT04M15.00S,2022-01-03T00:55:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,14.668199737187912,39.950980392156865,1610612766,40,60,2022-01-03T01:03:22Z,2720000,50.0,85.0,1,left,I. Smith 9' pullup Jump Shot (5 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,9.91,Made,5.0,,,,,,,,,,,,,,,,,
277,PT03M58.00S,2022-01-03T00:55:22.0Z,2,REGULAR,3pt,Jump Shot,[],1628969,93.64323258869908,96.81372549019608,1610612756,40,60,2022-01-03T00:55:29Z,2730000,234.0,7.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,
278,PT03M52.00S,2022-01-03T00:55:27.1Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,40,60,2022-01-03T00:55:27Z,2740000,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,277.0,1.0,0.0,1.0,,,,,,,,,,
279,PT03M52.00S,2022-01-03T00:55:27.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,94.40999984741211,50.0,1610612756,40,60,2022-01-03T00:55:27Z,2750000,0.0,0.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
280,PT03M51.00S,2022-01-03T00:55:27.8Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,40,60,2022-01-03T00:55:27Z,2760000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,,
281,PT03M49.00S,2022-01-03T00:55:31.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202397,6.521024967148489,46.81372549019608,1610612766,42,60,2022-01-03T01:04:59Z,2770000,16.0,9.0,1,left,I. Smith driving Layup (7 PTS) (T. Rozier 1 AST),"[202397, 1626179]",1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,1.82,Made,7.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
282,PT03M25.00S,2022-01-03T00:55:54.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,87.72996057818659,50.98039215686274,1610612756,42,60,2022-01-03T01:05:37Z,2780000,5.0,63.0,1,right,MISS B. Biyombo 6' turnaround Hook,[202687],1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,
283,PT03M22.00S,2022-01-03T00:55:57.8Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,42,60,2022-01-03T00:55:59Z,2790000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,,
284,PT03M06.00S,2022-01-03T00:56:13.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,23.209592641261498,86.76470588235294,1610612766,42,60,2022-01-03T00:56:19Z,2800000,-184.0,166.0,1,left,MISS T. Rozier 24' fadeaway 3PT,[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,
285,PT03M01.00S,2022-01-03T00:56:17.9Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,42,60,2022-01-03T00:56:17Z,2810000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,284.0,3.0,2.0,1.0,,,,,,,,,,
286,PT02M57.00S,2022-01-03T00:56:25.5Z,2,REGULAR,2pt,Jump Shot,[],1626164,92.06636005256242,72.05882352941177,1610612756,42,62,2022-01-03T00:56:30Z,2820000,110.0,22.0,1,right,D. Booker 11' bank Jump Shot (16 PTS),[1626164],1610612756.0,PHX,bank,,,Booker,D. Booker,,,,,11.25,Made,16.0,,,,,,,,,,,,,,,,,
287,PT02M57.00S,2022-01-03T00:56:29.5Z,2,REGULAR,foul,personal,['1freethrow'],203486,,,1610612756,42,62,2022-01-03T00:56:40Z,2830000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Booker 1 FT),"[203486, 1626164]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,1628485.0,1.0,0.0,Booker,1626164.0
289,PT02M57.00S,2022-01-03T00:56:41.5Z,2,REGULAR,substitution,out,[],101108,,,1610612756,42,62,2022-01-03T00:57:33Z,2850000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M57.00S,2022-01-03T00:56:41.5Z,2,REGULAR,substitution,out,[],1628969,,,1610612756,42,62,2022-01-03T00:57:33Z,2860000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M57.00S,2022-01-03T00:56:41.5Z,2,REGULAR,substitution,in,[],1629013,,,1610612756,42,62,2022-01-03T00:57:33Z,2870000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M57.00S,2022-01-03T00:56:41.5Z,2,REGULAR,substitution,in,[],1626166,,,1610612756,42,62,2022-01-03T00:57:33Z,2880000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M57.00S,2022-01-03T00:56:52.9Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,42,63,2022-01-03T00:56:52Z,2890000,,,0,,D. Booker Free Throw 1 of 1 (17 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
294,PT02M47.00S,2022-01-03T00:57:06.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,42,63,2022-01-03T00:57:06Z,2900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M47.00S,2022-01-03T00:57:08.2Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,42,63,2022-01-03T00:57:14Z,2910000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M47.00S,2022-01-03T00:57:08.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,42,63,2022-01-03T00:57:14Z,2920000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M38.00S,2022-01-03T00:57:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.783837056504599,55.14705882352941,1610612766,42,63,2022-01-03T01:07:21Z,2930000,-26.0,11.0,1,left,MISS T. Rozier finger roll Layup,[1626179],1610612766.0,CHA,finger roll,,,Rozier,T. Rozier,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,
298,PT02M34.00S,2022-01-03T00:57:33.6Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,42,63,2022-01-03T00:57:34Z,2940000,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,297.0,2.0,1.0,1.0,,,,,,,,,,
299,PT02M28.00S,2022-01-03T00:57:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,83.919185282523,40.931372549019606,1610612756,42,65,2022-01-03T01:08:35Z,2950000,-45.0,99.0,1,right,C. Payne 10' driving floating Jump Shot (7 PTS) (L. Shamet 1 AST),"[1626166, 1629013]",1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,10.86,Made,7.0,L. Shamet,1629013.0,1.0,,,,,,,,,,,,,,
301,PT02M13.00S,2022-01-03T00:57:54.0Z,2,REGULAR,3pt,Jump Shot,[],202330,33.590670170827856,49.26470588235294,1610612766,45,65,2022-01-03T00:57:58Z,2970000,4.0,263.0,1,left,G. Hayward 26' 3PT  (5 PTS) (M. Plumlee 2 AST),"[202330, 203486]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.33,Made,5.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
302,PT01M49.00S,2022-01-03T00:58:18.2Z,2,REGULAR,3pt,Jump Shot,[],1626164,70.90998685939553,80.3921568627451,1610612756,45,68,2022-01-03T01:10:04Z,2980000,152.0,221.0,1,right,D. Booker 26' 3PT pullup (20 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,26.81,Made,20.0,,,,,,,,,,,,,,,,,
303,PT01M33.00S,2022-01-03T00:58:34.1Z,2,REGULAR,turnover,bad pass,[],1628970,,,1610612766,45,68,2022-01-03T00:58:40Z,2990000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1629013]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1.0,Shamet,1629013.0,,,,,,,
304,PT01M33.00S,2022-01-03T00:58:34.1Z,2,REGULAR,steal,,[],1629013,,,1610612756,45,68,2022-01-03T00:58:36Z,3000000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M28.00S,2022-01-03T00:58:39.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626164,75.90341655716163,88.72549019607843,1610612756,45,68,2022-01-03T01:10:40Z,3010000,194.0,174.0,1,right,MISS D. Booker 26' running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
306,PT01M26.00S,2022-01-03T00:58:41.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,45,68,2022-01-03T00:58:47Z,3020000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,
307,PT01M26.00S,2022-01-03T00:58:47.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,45,68,2022-01-03T00:58:47Z,3030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M16.00S,2022-01-03T00:59:07.3Z,2,REGULAR,turnover,lost ball,[],203486,,,1610612766,45,68,2022-01-03T00:59:13Z,3040000,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 202687]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,2.0,Biyombo,202687.0,,,,,,,
309,PT01M16.00S,2022-01-03T00:59:07.3Z,2,REGULAR,steal,,[],202687,,,1610612756,45,68,2022-01-03T00:59:09Z,3050000,,,0,,B. Biyombo STEAL (1 STL),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M12.00S,2022-01-03T00:59:11.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,73.01248357424441,14.950980392156863,1610612756,45,68,2022-01-03T01:11:23Z,3060000,-175.0,201.0,1,right,MISS C. Johnson 26' running 3PT,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,
311,PT01M09.00S,2022-01-03T00:59:14.4Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,45,68,2022-01-03T00:59:17Z,3070000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,310.0,2.0,2.0,0.0,,,,,,,,,,
312,PT01M06.00S,2022-01-03T00:59:18.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202330,6.258212877792378,52.69607843137255,1610612766,47,68,2022-01-03T01:12:04Z,3080000,-13.0,6.0,1,left,G. Hayward running finger roll Layup (7 PTS) (M. Bridges 2 AST),"[202330, 1628970]",1610612766.0,CHA,running finger roll,,,Hayward,G. Hayward,,,,,1.49,Made,7.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
314,PT00M42.90S,2022-01-03T00:59:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,93.24901445466492,44.36274509803921,1610612756,47,68,2022-01-03T01:12:39Z,3100000,-28.0,11.0,1,right,MISS C. Payne driving finger roll Layup,[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,3.03,Missed,,,,,,,,,,,,,,,,,,
315,PT00M41.20S,2022-01-03T00:59:45.4Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,47,68,2022-01-03T01:00:03Z,3110000,,,0,,B. Biyombo REBOUND (Off:2 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,314.0,3.0,1.0,2.0,,,,,,,,,,
316,PT00M41.20S,2022-01-03T00:59:47.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202687,89.56964520367937,55.63725490196079,1610612756,47,70,2022-01-03T00:59:52Z,3120000,28.0,46.0,1,right,B. Biyombo Hook (4 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,5.35,Made,4.0,,,,,,,,,,,,,,,,,
317,PT00M33.90S,2022-01-03T01:00:01.2Z,2,REGULAR,turnover,lost ball,[],202397,,,1610612766,47,70,2022-01-03T01:00:06Z,3130000,,,0,,I. Smith lost ball TURNOVER (2 TO),"[202397, 1626166]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,2.0,Payne,1626166.0,,,,,,,
318,PT00M33.90S,2022-01-03T01:00:01.2Z,2,REGULAR,steal,,[],1626166,,,1610612756,47,70,2022-01-03T01:00:04Z,3140000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M17.50S,2022-01-03T01:00:19.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202687,92.06636005256242,51.9607843137255,1610612756,47,72,2022-01-03T01:00:24Z,3150000,10.0,22.0,1,right,B. Biyombo cutting DUNK (6 PTS) (D. Booker 2 AST),"[202687, 1626164]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,2.42,Made,6.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
321,PT00M17.50S,2022-01-03T01:00:25.6Z,2,REGULAR,foul,personal,['1freethrow'],202397,,,1610612756,47,72,2022-01-03T01:00:34Z,3170000,,,0,,I. Smith shooting personal FOUL (1 PF) (Biyombo 1 FT),"[202397, 202687]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Biyombo,202687.0
323,PT00M17.50S,2022-01-03T01:00:35.2Z,2,REGULAR,substitution,out,[],203486,,,1610612756,47,72,2022-01-03T01:01:46Z,3190000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M17.50S,2022-01-03T01:00:35.2Z,2,REGULAR,substitution,out,[],1626164,,,1610612756,47,72,2022-01-03T01:01:46Z,3200000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M17.50S,2022-01-03T01:00:35.2Z,2,REGULAR,substitution,in,[],1629667,,,1610612756,47,72,2022-01-03T01:01:46Z,3210000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M17.50S,2022-01-03T01:00:35.2Z,2,REGULAR,substitution,in,[],203901,,,1610612756,47,72,2022-01-03T01:01:46Z,3220000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M17.50S,2022-01-03T01:01:09.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],202687,,,1610612756,47,73,2022-01-03T01:01:09Z,3230000,,,0,,B. Biyombo Free Throw 1 of 1 (7 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
328,PT00M04.10S,2022-01-03T01:01:27.4Z,2,REGULAR,foul,personal,[],203901,,,1610612766,47,73,2022-01-03T01:14:34Z,3240000,,,0,,E. Payton take personal FOUL (1 PF),"[203901, 202397]",1610612756.0,PHX,take,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Smith,202397.0
330,PT00M04.10S,2022-01-03T01:01:46.0Z,2,REGULAR,substitution,out,[],202687,,,1610612766,47,73,2022-01-03T01:01:52Z,3260000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M04.10S,2022-01-03T01:01:46.0Z,2,REGULAR,substitution,in,[],1628969,,,1610612766,47,73,2022-01-03T01:01:52Z,3270000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2022-01-03T01:01:54.9Z,2,REGULAR,3pt,Jump Shot,[],1628970,28.991458607095925,18.38235294117647,1610612766,47,73,2022-01-03T01:01:58Z,3280000,158.0,220.0,1,left,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,
333,PT00M00.00S,2022-01-03T01:01:57.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,47,73,2022-01-03T01:01:57Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,332.0,,,,,,,,,,,,,
334,PT00M00.00S,2022-01-03T01:01:58.1Z,2,REGULAR,period,end,[],0,,,1610612766,47,73,2022-01-03T01:01:58Z,3300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,47,73,2022-01-03T01:17:13Z,3310000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,47,73,2022-01-03T01:17:13Z,3320000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,out,['startperiod'],203901,,,1610612766,47,73,2022-01-03T01:17:13Z,3330000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612766,47,73,2022-01-03T01:17:13Z,3340000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612766,47,73,2022-01-03T01:17:13Z,3350000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,47,73,2022-01-03T01:17:13Z,3360000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,47,73,2022-01-03T01:17:13Z,3370000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,in,['startperiod'],101108,,,1610612766,47,73,2022-01-03T01:17:13Z,3380000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,in,['startperiod'],1630188,,,1610612766,47,73,2022-01-03T01:17:13Z,3390000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-03T01:02:14.1Z,3,REGULAR,substitution,in,['startperiod'],1626164,,,1610612766,47,73,2022-01-03T01:17:13Z,3400000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-01-03T01:17:26.9Z,3,REGULAR,period,start,[],0,,,1610612766,47,73,2022-01-03T01:17:26Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M43.00S,2022-01-03T01:17:42.7Z,3,REGULAR,3pt,Jump Shot,[],1628970,92.9862023653088,4.6568627450980395,1610612766,47,73,2022-01-03T01:17:48Z,3420000,-227.0,13.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,
350,PT11M39.00S,2022-01-03T01:17:46.6Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,47,73,2022-01-03T01:17:46Z,3430000,,,0,,D. Booker REBOUND (Off:0 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,349.0,5.0,5.0,0.0,,,,,,,,,,
351,PT11M18.00S,2022-01-03T01:18:07.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,12.434296977660972,50.0,1610612756,47,73,2022-01-03T01:18:50Z,3440000,0.0,64.0,1,left,MISS J. Smith 6' Hook,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,6.44,Missed,,,,,,,,,,,,,,,,,,
352,PT11M15.00S,2022-01-03T01:18:10.9Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,47,73,2022-01-03T01:18:50Z,3450000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,351.0,3.0,3.0,0.0,,,,,,,,,,
353,PT11M09.00S,2022-01-03T01:18:19.3Z,3,REGULAR,foul,personal,['2freethrow'],101108,,,1610612766,47,73,2022-01-03T01:18:28Z,3460000,,,0,,C. Paul shooting personal FOUL (2 PF) (Plumlee 2 FT),"[101108, 203486]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Plumlee,203486.0
355,PT11M09.00S,2022-01-03T01:18:44.4Z,3,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,47,73,2022-01-03T01:19:09Z,3480000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
356,PT11M09.00S,2022-01-03T01:18:44.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,47,73,2022-01-03T01:19:09Z,3490000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,
