actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
469,PT02M51.00S,2021-11-01T00:40:23.5Z,3,REGULAR,foul,offensive,[],203469,,,1610612757,83,80,2021-11-01T00:53:20Z,4590000,,,0,,C. Zeller offensive FOUL (2 PF),"[203469, 1628998]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,203592.0,2.0,0.0,Martin,1628998.0,,,,,,,,
471,PT02M51.00S,2021-11-01T00:40:23.5Z,3,REGULAR,turnover,offensive foul,[],203469,,,1610612757,83,80,2021-11-01T00:40:23Z,4610000,,,0,,C. Zeller offensive foul TURNOVER (1 TO),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,203592.0,,,,,1.0,,,,,,,
472,PT02M51.00S,2021-11-01T00:40:29.6Z,3,REGULAR,substitution,out,[],1629642,,,1610612766,83,80,2021-11-01T00:40:36Z,4620000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M51.00S,2021-11-01T00:40:29.6Z,3,REGULAR,substitution,in,[],1626181,,,1610612766,83,80,2021-11-01T00:40:36Z,4630000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M40.00S,2021-11-01T00:40:43.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,83,80,2021-11-01T00:40:43Z,4640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M35.00S,2021-11-01T00:41:03.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202397,4.418528252299605,21.813725490196077,1610612766,83,80,2021-11-01T00:41:08Z,4650000,141.0,-11.0,1,left,MISS I. Smith 14' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,14.13,Missed,,,,,,,,,,,,,,,,,,
476,PT02M32.00S,2021-11-01T00:41:06.5Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,83,80,2021-11-01T00:41:08Z,4660000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,475.0,,,,,,,,,,,3.0,2.0,1.0,,,,
477,PT02M31.00S,2021-11-01T00:41:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626162,7.440867279894875,49.754901960784316,1610612766,85,80,2021-11-01T00:41:17Z,4670000,1.0,17.0,1,left,K. Oubre Jr. putback Layup (13 PTS),[1626162],1610612766.0,CHA,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,1.74,Made,,13.0,,,,,,,,,,,,,,,,
478,PT02M23.00S,2021-11-01T00:41:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,91.5407358738502,48.77450980392157,1610612757,85,82,2021-11-01T01:27:46Z,4680000,-6.0,27.0,1,right,N. Powell running finger roll Layup (12 PTS) (D. Lillard 11 AST),"[1626181, 203081]",1610612757.0,POR,running finger roll,,,Powell,N. Powell,,,,,2.77,Made,,12.0,D. Lillard,203081.0,11.0,,,,,,,,,,,,,
479,PT02M14.00S,2021-11-01T00:41:24.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,6.258212877792378,53.18627450980392,1610612766,87,82,2021-11-01T00:41:29Z,4690000,-16.0,6.0,1,left,P. Washington DUNK (9 PTS) (I. Smith 3 AST),"[1629023, 202397]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,1.71,Made,,9.0,I. Smith,202397.0,3.0,,,,,,,,,,,,,
481,PT02M03.00S,2021-11-01T00:41:37.2Z,3,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612757,87,82,2021-11-01T00:41:43Z,4710000,,,0,,P. Washington shooting personal FOUL (1 PF) (Simons 2 FT),"[1629023, 1629014]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,1148.0,1.0,0.0,Simons,1629014.0,,,,,,,,
483,PT02M03.00S,2021-11-01T00:42:03.1Z,3,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,87,83,2021-11-01T00:42:03Z,4730000,,,0,,A. Simons Free Throw 1 of 2 (13 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
484,PT02M03.00S,2021-11-01T00:42:15.7Z,3,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,87,84,2021-11-01T00:42:15Z,4740000,,,0,,A. Simons Free Throw 2 of 2 (14 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
485,PT01M50.00S,2021-11-01T00:42:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,6.258212877792378,51.470588235294116,1610612766,87,84,2021-11-01T00:42:38Z,4750000,-7.0,6.0,1,left,MISS C. Martin cutting Layup - blocked,"[1628998, 1626204]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,0.97,Missed,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0
486,PT01M50.00S,2021-11-01T00:42:30.4Z,3,REGULAR,block,,[],1626204,,,1610612766,87,84,2021-11-01T00:42:33Z,4760000,,,0,,L. Nance Jr. BLOCK (2 BLK),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M47.00S,2021-11-01T00:42:33.4Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612757,87,84,2021-11-01T00:42:38Z,4770000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,485.0,,,,,,,,,,,5.0,4.0,1.0,,,,
488,PT01M41.00S,2021-11-01T00:42:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.32917214191852,51.470588235294116,1610612757,87,86,2021-11-01T00:42:45Z,4780000,7.0,20.0,1,right,N. Powell Layup (14 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,2.1,Made,,14.0,,,,,,,,,,,,,,,,
489,PT01M30.00S,2021-11-01T00:42:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,8.09789750328515,50.0,1610612766,89,86,2021-11-01T01:27:57Z,4790000,0.0,24.0,1,left,P. Washington Layup (11 PTS) (I. Smith 4 AST),"[1629023, 202397]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,2.36,Made,,11.0,I. Smith,202397.0,4.0,,,,,,,,,,,,,
491,PT01M14.00S,2021-11-01T00:43:07.1Z,3,REGULAR,3pt,Jump Shot,[],1629014,75.64060446780552,12.254901960784313,1610612757,89,86,2021-11-01T00:43:12Z,4810000,-189.0,176.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
492,PT01M09.00S,2021-11-01T00:43:12.1Z,3,REGULAR,rebound,offensive,[],1626181,,,1610612757,89,86,2021-11-01T00:43:12Z,4820000,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,491.0,,,,,,,,,,,2.0,1.0,1.0,,,,
493,PT01M04.00S,2021-11-01T00:43:16.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626181,91.67214191852825,49.754901960784316,1610612757,89,86,2021-11-01T01:28:06Z,4830000,-1.0,26.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 1628998]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.58,Missed,,,,,,,,,,,,,,,,,Martin,1628998.0
620,PT01M04.00S,2021-11-01T00:43:16.3Z,3,REGULAR,block,,[],1628998,,,1610612757,89,86,2021-11-01T01:04:11Z,4835000,,,0,,C. Martin BLOCK (2 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
494,PT01M02.00S,2021-11-01T00:43:18.3Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,89,86,2021-11-01T00:43:21Z,4840000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,493.0,,,,,,,,,,,6.0,4.0,2.0,,,,
495,PT01M00.00S,2021-11-01T00:43:21.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,92.06636005256242,49.754901960784316,1610612757,89,86,2021-11-01T00:43:27Z,4850000,-1.0,22.0,1,right,MISS L. Nance Jr. Layup,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,
497,PT01M00.00S,2021-11-01T00:43:21.1Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,89,86,2021-11-01T01:14:40Z,4870000,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,495.0,,,,,,,,,,,5.0,4.0,1.0,,,,
498,PT01M00.00S,2021-11-01T00:43:28.8Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612766,89,86,2021-11-01T00:43:36Z,4880000,,,0,,A. Simons shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1629014, 1626162]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,1148.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
500,PT01M00.00S,2021-11-01T00:43:54.0Z,3,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,89,86,2021-11-01T00:44:27Z,4900000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
501,PT01M00.00S,2021-11-01T00:43:54.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,89,86,2021-11-01T00:44:27Z,4910000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,
502,PT01M00.00S,2021-11-01T00:43:55.7Z,3,REGULAR,substitution,out,[],203081,,,1610612766,89,86,2021-11-01T00:44:06Z,4920000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M00.00S,2021-11-01T00:43:55.7Z,3,REGULAR,substitution,out,[],1626204,,,1610612766,89,86,2021-11-01T00:44:06Z,4930000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M00.00S,2021-11-01T00:43:55.7Z,3,REGULAR,substitution,out,[],203469,,,1610612766,89,86,2021-11-01T00:44:06Z,4940000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
505,PT01M00.00S,2021-11-01T00:43:55.7Z,3,REGULAR,substitution,in,[],203994,,,1610612766,89,86,2021-11-01T00:44:06Z,4950000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M00.00S,2021-11-01T00:43:55.7Z,3,REGULAR,substitution,in,[],203468,,,1610612766,89,86,2021-11-01T00:44:06Z,4960000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
507,PT01M00.00S,2021-11-01T00:43:55.7Z,3,REGULAR,substitution,in,[],203496,,,1610612766,89,86,2021-11-01T00:44:06Z,4970000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M00.00S,2021-11-01T00:43:54.0Z,3,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,89,86,2021-11-01T00:44:27Z,4980000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
509,PT00M58.60S,2021-11-01T00:43:55.4Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,89,86,2021-11-01T00:44:27Z,4990000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,508.0,,,,,,,,,,,2.0,2.0,0.0,,,,
510,PT00M46.60S,2021-11-01T00:44:27.5Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612757,89,86,2021-11-01T00:44:32Z,5000000,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1626162]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,1.0,,,,Oubre Jr.,1626162.0,,
511,PT00M46.60S,2021-11-01T00:44:27.5Z,3,REGULAR,steal,,[],1626162,,,1610612766,89,86,2021-11-01T00:44:30Z,5010000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M41.80S,2021-11-01T00:44:32.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202397,19.530223390275953,51.71568627450981,1610612766,89,86,2021-11-01T00:44:39Z,5020000,-9.0,131.0,1,left,MISS I. Smith 13' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,
513,PT00M38.70S,2021-11-01T00:44:35.4Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,89,86,2021-11-01T00:44:35Z,5030000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,512.0,,,,,,,,,,,3.0,3.0,0.0,,,,
514,PT00M30.90S,2021-11-01T00:44:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.32917214191852,51.470588235294116,1610612757,89,88,2021-11-01T00:44:48Z,5040000,7.0,20.0,1,right,C. McCollum Layup (17 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,2.1,Made,,17.0,,,,,,,,,,,,,,,,
515,PT00M11.40S,2021-11-01T00:45:06.3Z,3,REGULAR,3pt,Jump Shot,[],1626162,9.411957950065702,2.450980392156863,1610612766,89,88,2021-11-01T00:45:11Z,5050000,238.0,36.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,
516,PT00M07.50S,2021-11-01T00:45:10.3Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,89,88,2021-11-01T00:45:10Z,5060000,,,0,,N. Powell REBOUND (Off:1 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,515.0,,,,,,,,,,,3.0,2.0,1.0,,,,
517,PT00M00.00S,2021-11-01T00:45:17.7Z,3,REGULAR,3pt,Jump Shot,[],203496,94.03745072273325,97.79411764705883,1610612757,89,88,2021-11-01T00:45:26Z,5070000,239.0,4.0,1,right,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
518,PT00M00.00S,2021-11-01T00:45:17.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,89,88,2021-11-01T01:19:58Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,
519,PT00M00.00S,2021-11-01T00:45:25.3Z,3,REGULAR,period,end,[],0,,,1610612757,89,88,2021-11-01T01:19:58Z,5090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2021-11-01T00:47:09.8Z,4,REGULAR,substitution,out,['startperiod'],1628998,,,1610612757,89,88,2021-11-01T01:19:58Z,5100000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2021-11-01T00:47:09.8Z,4,REGULAR,substitution,out,['startperiod'],1629023,,,1610612757,89,88,2021-11-01T01:19:58Z,5110000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2021-11-01T00:47:09.8Z,4,REGULAR,substitution,in,['startperiod'],1628970,,,1610612757,89,88,2021-11-01T01:19:58Z,5120000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2021-11-01T00:47:09.8Z,4,REGULAR,substitution,in,['startperiod'],203486,,,1610612757,89,88,2021-11-01T01:19:58Z,5130000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2021-11-01T00:48:00.1Z,4,REGULAR,period,start,[],0,,,1610612757,89,88,2021-11-01T00:48:00Z,5140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT11M52.00S,2021-11-01T00:48:07.4Z,4,REGULAR,3pt,Jump Shot,[],1626181,73.9323258869908,16.666666666666664,1610612757,89,88,2021-11-01T00:48:13Z,5150000,-167.0,193.0,1,right,MISS N. Powell 25' pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
526,PT11M47.00S,2021-11-01T00:48:12.4Z,4,REGULAR,rebound,defensive,[],202397,,,1610612766,89,88,2021-11-01T00:48:13Z,5160000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,525.0,,,,,,,,,,,1.0,1.0,0.0,,,,
527,PT11M35.00S,2021-11-01T00:48:23.7Z,4,REGULAR,3pt,Jump Shot,[],1628970,4.28712220762155,97.30392156862744,1610612766,89,88,2021-11-01T00:48:30Z,5170000,-237.0,-12.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,
528,PT11M33.00S,2021-11-01T00:48:25.7Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,89,88,2021-11-01T00:48:30Z,5180000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,527.0,,,,,,,,,,,4.0,2.0,2.0,,,,
529,PT11M31.00S,2021-11-01T00:48:28.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,27.151773981603156,17.401960784313726,1610612766,92,88,2021-11-01T00:48:34Z,5190000,163.0,203.0,1,left,K. Oubre Jr. 26' 3PT  (16 PTS) (M. Bridges 8 AST),"[1626162, 1628970]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.01,Made,,16.0,M. Bridges,1628970.0,8.0,,,,,,,,,,,,,
531,PT11M15.00S,2021-11-01T00:48:44.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,81.8166885676741,39.21568627450981,1610612757,92,88,2021-11-01T00:48:53Z,5210000,-54.0,118.0,1,right,MISS C. McCollum 13' fadeaway Shot,[203468],1610612757.0,POR,fadeaway,,,McCollum,C. McCollum,,,,,13.01,Missed,,,,,,,,,,,,,,,,,,
532,PT11M07.00S,2021-11-01T00:48:52.6Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,92,88,2021-11-01T00:48:53Z,5220000,,,0,,J. Nurkic REBOUND (Off:5 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,531.0,,,,,,,,,,,13.0,8.0,5.0,,,,
533,PT11M07.00S,2021-11-01T00:48:51.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,92,90,2021-11-01T00:48:51Z,5230000,0.0,0.0,1,right,J. Nurkic putback Layup (11 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,0.0,Made,,11.0,,,,,,,,,,,,,,,,
534,PT11M00.00S,2021-11-01T00:48:58.8Z,4,REGULAR,3pt,Jump Shot,[],202330,29.122864651773984,25.245098039215684,1610612766,95,90,2021-11-01T00:49:04Z,5240000,124.0,221.0,1,left,G. Hayward 25' 3PT step back (12 PTS) (M. Bridges 9 AST),"[202330, 1628970]",1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,25.36,Made,,12.0,M. Bridges,1628970.0,9.0,,,,,,,,,,,,,
536,PT10M50.00S,2021-11-01T00:49:09.5Z,4,REGULAR,2pt,Jump Shot,[],1629014,89.96386333771353,27.941176470588236,1610612757,95,92,2021-11-01T00:49:13Z,5260000,-110.0,42.0,1,right,A. Simons 11' Jump Shot (16 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1610612757.0,POR,,,,Simons,A. Simons,,,,,11.8,Made,,16.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,
538,PT10M40.00S,2021-11-01T00:49:21.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,95,92,2021-11-01T00:49:21Z,5280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M31.00S,2021-11-01T00:49:44.6Z,4,REGULAR,3pt,Jump Shot,[],1626162,32.802233902759525,39.21568627450981,1610612766,95,92,2021-11-01T00:49:50Z,5290000,54.0,256.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
540,PT10M28.00S,2021-11-01T00:49:47.6Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,95,92,2021-11-01T00:49:50Z,5300000,,,0,,M. Plumlee REBOUND (Off:3 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,539.0,,,,,,,,,,,5.0,2.0,3.0,,,,
541,PT10M27.00S,2021-11-01T00:49:50.3Z,4,REGULAR,foul,personal,['2freethrow'],203496,,,1610612766,95,92,2021-11-01T00:50:12Z,5310000,,,0,,R. Covington shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[203496, 1626162]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,1627519.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
543,PT10M27.00S,2021-11-01T00:50:34.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626162,,,1610612766,96,92,2021-11-01T00:50:34Z,5330000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (17 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
544,PT10M27.00S,2021-11-01T00:50:53.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626162,,,1610612766,97,92,2021-11-01T00:50:53Z,5340000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (18 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
675,PT10M09.00S,2021-11-01T00:51:15.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,83.78777923784494,45.09803921568628,1610612757,97,92,2021-11-01T01:28:18Z,5365000,-25.0,100.0,1,right,MISS C. McCollum 10' driving Layup - blocked,"[203468, 203486]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,10.29,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
676,PT10M09.00S,2021-11-01T00:51:15.0Z,4,REGULAR,block,,[],203486,,,1610612757,97,92,2021-11-01T01:16:26Z,5367500,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
677,PT10M09.00S,2021-11-01T00:51:15.0Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,97,92,2021-11-01T01:16:26Z,5368750,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,675.0,,,,,,,,,,,6.0,6.0,0.0,,,,
547,PT10M05.00S,2021-11-01T00:51:17.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203486,8.623521681997373,51.470588235294116,1610612766,97,92,2021-11-01T01:28:27Z,5370000,-7.0,29.0,1,left,MISS M. Plumlee running Layup - blocked,"[203486, 203496]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,2.95,Missed,,,,,,,,,,,,,,,,,Covington,203496.0
548,PT10M05.00S,2021-11-01T00:51:17.4Z,4,REGULAR,block,,[],203496,,,1610612766,97,92,2021-11-01T00:51:20Z,5380000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
549,PT10M00.00S,2021-11-01T00:51:22.4Z,4,REGULAR,rebound,offensive,[],1626162,,,1610612766,97,92,2021-11-01T00:51:26Z,5390000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,547.0,,,,,,,,,,,4.0,2.0,2.0,,,,
550,PT09M58.00S,2021-11-01T00:51:24.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,6.783837056504599,96.81372549019608,1610612766,100,92,2021-11-01T01:16:26Z,5400000,-234.0,11.0,1,left,M. Bridges 3PT  (14 PTS) (K. Oubre Jr. 4 AST),"[1628970, 1626162]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.44,Made,,14.0,K. Oubre Jr.,1626162.0,4.0,,,,,,,,,,,,,
552,PT09M58.00S,2021-11-01T00:51:30.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,100,92,2021-11-01T00:51:30Z,5420000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M39.00S,2021-11-01T00:54:41.0Z,4,REGULAR,3pt,Jump Shot,[],1629014,87.59855453350855,98.0392156862745,1610612757,100,95,2021-11-01T00:54:45Z,5430000,240.0,64.0,1,right,A. Simons 24' 3PT  (19 PTS) (N. Powell 4 AST),"[1629014, 1626181]",1610612757.0,POR,,,,Simons,A. Simons,,,,,24.86,Made,,19.0,N. Powell,1626181.0,4.0,,,,,,,,,,,,,
