actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
192,PT08M09.00S,2021-10-31T23:41:27.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,41,39,2021-10-31T23:41:29Z,1890000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M09.00S,2021-10-31T23:41:27.5Z,2,REGULAR,substitution,in,[],203081,,,1610612757,41,39,2021-10-31T23:41:29Z,1900000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M05.00S,2021-10-31T23:41:36.7Z,2,REGULAR,3pt,Jump Shot,[],203468,5.075558475689881,94.85294117647058,1610612757,41,39,2021-10-31T23:41:40Z,1910000,-224.0,-5.0,1,left,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,
195,PT08M03.00S,2021-10-31T23:41:38.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,41,39,2021-10-31T23:41:40Z,1920000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,194.0,,,,,,,,,,,2.0,2.0,0.0,,,,
196,PT07M53.00S,2021-10-31T23:41:48.6Z,2,REGULAR,turnover,bad pass,[],203486,,,1610612766,41,39,2021-10-31T23:41:54Z,1930000,,,0,,M. Plumlee bad pass TURNOVER (2 TO),"[203486, 1626181]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,2.0,,,,Powell,1626181.0,,
197,PT07M53.00S,2021-10-31T23:41:48.6Z,2,REGULAR,steal,,[],1626181,,,1610612757,41,39,2021-10-31T23:41:51Z,1940000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M49.00S,2021-10-31T23:41:52.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,6.652431011826544,49.26470588235294,1610612757,41,41,2021-10-31T23:43:34Z,1950000,4.0,10.0,1,left,N. Powell running DUNK (8 PTS),[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,1.07,Made,,8.0,,,,,,,,,,,,,,,,
199,PT07M42.00S,2021-10-31T23:42:01.8Z,2,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,41,41,2021-10-31T23:42:29Z,1960000,,,0,,G. Hayward lost ball out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,lost ball,,,Hayward,G. Hayward,,,,,,,,,,,,1148.0,,,,,1.0,,,,,,,
200,PT07M42.00S,2021-10-31T23:42:05.1Z,2,REGULAR,substitution,out,[],202330,,,1610612757,41,41,2021-10-31T23:42:15Z,1970000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M42.00S,2021-10-31T23:42:05.1Z,2,REGULAR,substitution,in,[],1626179,,,1610612757,41,41,2021-10-31T23:42:15Z,1980000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M25.00S,2021-10-31T23:42:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,7.5722733245729295,50.98039215686274,1610612757,41,41,2021-11-01T00:18:04Z,1990000,-5.0,19.0,1,left,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,
203,PT07M21.00S,2021-10-31T23:42:41.6Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,41,41,2021-10-31T23:42:44Z,2000000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,202.0,,,,,,,,,,,7.0,5.0,2.0,,,,
204,PT07M21.00S,2021-10-31T23:42:42.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,5.590000152587891,50.0,1610612757,41,41,2021-10-31T23:42:42Z,2010000,0.0,0.0,1,left,MISS J. Nurkic putback Layup,[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
205,PT07M20.00S,2021-10-31T23:42:43.7Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,41,41,2021-10-31T23:42:43Z,2020000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,204.0,,,,,,,,,,,2.0,1.0,1.0,,,,
206,PT07M13.00S,2021-10-31T23:42:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,89.83245729303549,53.431372549019606,1610612766,41,41,2021-10-31T23:42:59Z,2030000,17.0,43.0,1,right,MISS M. Plumlee driving Layup - blocked,"[203486, 203994]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,4.64,Missed,,,,,,,,,,,,,,,,,Nurkic,203994.0
207,PT07M13.00S,2021-10-31T23:42:50.7Z,2,REGULAR,block,,[],203994,,,1610612766,41,41,2021-10-31T23:42:52Z,2040000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M12.00S,2021-10-31T23:42:51.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,41,41,2021-10-31T23:42:59Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,
209,PT07M12.00S,2021-10-31T23:42:56.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,41,41,2021-10-31T23:42:56Z,2060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M12.00S,2021-10-31T23:43:05.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,41,41,2021-10-31T23:43:05Z,2070000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M12.00S,2021-10-31T23:44:02.8Z,2,REGULAR,substitution,out,[],203468,,,1610612766,41,41,2021-10-31T23:45:28Z,2080000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M12.00S,2021-10-31T23:44:02.8Z,2,REGULAR,substitution,in,[],1629642,,,1610612766,41,41,2021-10-31T23:45:28Z,2090000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M00.00S,2021-10-31T23:46:07.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,92.06636005256242,13.480392156862745,1610612766,43,41,2021-10-31T23:46:31Z,2100000,-183.0,22.0,1,right,L. Ball 18' pullup Jump Shot (5 PTS) (M. Bridges 3 AST),"[1630163, 1628970]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,18.39,Made,,5.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,
216,PT06M49.00S,2021-10-31T23:46:20.6Z,2,REGULAR,foul,personal,[],1630163,,,1610612757,43,41,2021-10-31T23:46:33Z,2120000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 203496]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,1627519.0,1.0,0.0,Covington,203496.0,,,,,,,,
218,PT06M43.00S,2021-10-31T23:46:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.440867279894875,51.225490196078425,1610612757,43,41,2021-10-31T23:46:50Z,2140000,-6.0,17.0,1,left,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,
219,PT06M42.00S,2021-10-31T23:46:46.4Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,43,41,2021-10-31T23:46:50Z,2150000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,218.0,,,,,,,,,,,3.0,2.0,1.0,,,,
220,PT06M33.00S,2021-10-31T23:46:57.8Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612766,43,41,2021-10-31T23:47:08Z,2160000,,,0,,N. Little shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1629642, 203486]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,1627519.0,1.0,0.0,Plumlee,203486.0,,,,,,,,
222,PT06M33.00S,2021-10-31T23:47:21.0Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,43,41,2021-10-31T23:47:46Z,2180000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
223,PT06M33.00S,2021-10-31T23:47:21.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,43,41,2021-10-31T23:47:46Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,
224,PT06M33.00S,2021-10-31T23:47:21.0Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,43,41,2021-10-31T23:47:46Z,2200000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
225,PT06M29.00S,2021-10-31T23:47:25.0Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,43,41,2021-10-31T23:56:00Z,2210000,,,0,,N. Little REBOUND (Off:1 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,224.0,,,,,,,,,,,3.0,2.0,1.0,,,,
226,PT06M21.00S,2021-10-31T23:47:52.3Z,2,REGULAR,2pt,Jump Shot,[],203081,25.706307490144546,47.549019607843135,1610612757,43,43,2021-10-31T23:47:57Z,2220000,12.0,189.0,1,left,D. Lillard 18' pullup Jump Shot (2 PTS) (N. Powell 2 AST),"[203081, 1626181]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,18.95,Made,,2.0,N. Powell,1626181.0,2.0,,,,,,,,,,,,,
283,PT06M04.00S,2021-10-31T23:48:17.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,43,43,2021-10-31T23:56:43Z,2245000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M04.00S,2021-10-31T23:48:19.8Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,43,43,2021-10-31T23:48:22Z,2250000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M04.00S,2021-10-31T23:48:19.8Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,43,43,2021-10-31T23:48:22Z,2260000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M50.00S,2021-10-31T23:48:44.6Z,2,REGULAR,2pt,Jump Shot,[],1628998,92.9862023653088,68.13725490196079,1610612766,45,43,2021-10-31T23:48:48Z,2270000,91.0,13.0,1,right,C. Martin 9' pullup Jump Shot (4 PTS) (K. Oubre Jr. 2 AST),"[1628998, 1626162]",1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,9.17,Made,,4.0,K. Oubre Jr.,1626162.0,2.0,,,,,,,,,,,,,
233,PT05M37.00S,2021-10-31T23:48:56.0Z,2,REGULAR,3pt,Jump Shot,[],203496,30.56833114323259,71.32352941176471,1610612757,45,46,2021-10-31T23:49:01Z,2290000,-107.0,235.0,1,left,R. Covington 25' 3PT  (3 PTS) (D. Lillard 7 AST),"[203496, 203081]",1610612757.0,POR,,,,Covington,R. Covington,,,,,25.79,Made,,3.0,D. Lillard,203081.0,7.0,,,,,,,,,,,,,
235,PT05M29.00S,2021-10-31T23:49:04.7Z,2,REGULAR,3pt,Jump Shot,[],1630163,72.22404730617609,83.57843137254902,1610612766,45,46,2021-10-31T23:49:10Z,2310000,168.0,209.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,
236,PT05M26.00S,2021-10-31T23:49:07.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,45,46,2021-10-31T23:49:10Z,2320000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,235.0,,,,,,,,,,,1.0,1.0,0.0,,,,
237,PT05M17.00S,2021-10-31T23:49:16.8Z,2,REGULAR,3pt,Jump Shot,[],1626181,30.699737187910642,26.225490196078432,1610612757,45,46,2021-10-31T23:49:21Z,2330000,119.0,236.0,1,left,MISS N. Powell 26' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
238,PT05M14.00S,2021-10-31T23:49:19.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,45,46,2021-10-31T23:49:21Z,2340000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,237.0,,,,,,,,,,,2.0,2.0,0.0,,,,
239,PT05M09.00S,2021-10-31T23:49:24.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,72.7496714848883,81.61764705882352,1610612766,45,46,2021-10-31T23:49:37Z,2350000,158.0,204.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
240,PT05M05.00S,2021-10-31T23:49:28.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,45,46,2021-10-31T23:49:37Z,2360000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,239.0,,,,,,,,,,,8.0,6.0,2.0,,,,
241,PT04M57.00S,2021-10-31T23:49:36.9Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,45,46,2021-10-31T23:49:41Z,2370000,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1626162]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,2.0,,,,Oubre Jr.,1626162.0,,
242,PT04M57.00S,2021-10-31T23:49:36.9Z,2,REGULAR,steal,,[],1626162,,,1610612766,45,46,2021-10-31T23:49:38Z,2380000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M55.00S,2021-10-31T23:49:40.9Z,2,REGULAR,foul,personal,[],203496,,,1610612766,45,46,2021-10-31T23:50:07Z,2390000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1626162]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,1627519.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
245,PT04M55.00S,2021-10-31T23:50:01.3Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,45,46,2021-10-31T23:50:14Z,2410000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M55.00S,2021-10-31T23:50:01.3Z,2,REGULAR,substitution,out,[],1629642,,,1610612766,45,46,2021-10-31T23:50:14Z,2420000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M55.00S,2021-10-31T23:50:01.3Z,2,REGULAR,substitution,in,[],202397,,,1610612766,45,46,2021-10-31T23:50:14Z,2430000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M55.00S,2021-10-31T23:50:01.3Z,2,REGULAR,substitution,in,[],203468,,,1610612766,45,46,2021-10-31T23:50:14Z,2440000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M39.00S,2021-10-31T23:50:26.1Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612766,45,46,2021-10-31T23:50:38Z,2450000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[203994, 1626162]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,203592.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
251,PT04M39.00S,2021-10-31T23:50:55.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626162,,,1610612766,46,46,2021-10-31T23:51:21Z,2470000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (10 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
252,PT04M39.00S,2021-10-31T23:50:55.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626162,,,1610612766,46,46,2021-10-31T23:51:21Z,2480000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
253,PT04M38.00S,2021-10-31T23:50:56.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,46,46,2021-10-31T23:51:21Z,2490000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,
254,PT04M38.00S,2021-10-31T23:51:15.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,46,46,2021-10-31T23:51:15Z,2500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M18.00S,2021-10-31T23:51:36.2Z,2,REGULAR,3pt,Jump Shot,[],1626181,19.66162943495401,93.13725490196079,1610612757,46,46,2021-10-31T23:51:42Z,2510000,-216.0,132.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,
256,PT04M15.00S,2021-10-31T23:51:39.2Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,46,46,2021-10-31T23:51:42Z,2520000,,,0,,J. Nurkic REBOUND (Off:3 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,255.0,,,,,,,,,,,9.0,6.0,3.0,,,,
257,PT04M12.00S,2021-10-31T23:51:42.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203081,29.6484888304862,20.833333333333336,1610612757,46,46,2021-10-31T23:51:56Z,2530000,146.0,226.0,1,left,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
258,PT04M06.00S,2021-10-31T23:51:48.1Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,46,46,2021-10-31T23:51:56Z,2540000,,,0,,J. Nurkic REBOUND (Off:4 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,257.0,,,,,,,,,,,10.0,6.0,4.0,,,,
259,PT04M05.00S,2021-10-31T23:51:53.0Z,2,REGULAR,foul,personal,[],1626162,,,1610612757,46,46,2021-10-31T23:52:10Z,2550000,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 203081]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,1627519.0,2.0,0.0,Lillard,203081.0,,,,,,,,
261,PT04M05.00S,2021-10-31T23:52:07.7Z,2,REGULAR,substitution,out,[],1628998,,,1610612757,46,46,2021-10-31T23:52:11Z,2570000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M05.00S,2021-10-31T23:52:07.7Z,2,REGULAR,substitution,in,[],202330,,,1610612757,46,46,2021-10-31T23:52:11Z,2580000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M03.00S,2021-10-31T23:52:15.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203496,29.77989487516426,24.019607843137255,1610612757,46,49,2021-10-31T23:52:25Z,2590000,130.0,227.0,1,left,R. Covington 26' 3PT  (6 PTS) (N. Powell 3 AST),"[203496, 1626181]",1610612757.0,POR,,,,Covington,R. Covington,,,,,26.19,Made,,6.0,N. Powell,1626181.0,3.0,,,,,,,,,,,,,
265,PT03M34.00S,2021-10-31T23:53:10.5Z,2,REGULAR,jumpball,recovered,[],203486,,,1610612766,46,49,2021-10-31T23:53:10Z,2610000,,,0,,Jump Ball G. Hayward vs. N. Powell: Tip to M. Plumlee,"[203486, 202330, 1626181]",1610612766.0,CHA,heldball,M. Plumlee,203486.0,Plumlee,M. Plumlee,Hayward,202330.0,Powell,1626181.0,,,,,,,,,,,,,,,,,,,,
268,PT03M32.00S,2021-10-31T23:53:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203486,87.46714848883047,51.71568627450981,1610612766,46,49,2021-10-31T23:53:21Z,2640000,9.0,65.0,1,right,MISS M. Plumlee 6' floating Shot,[203486],1610612766.0,CHA,floating,,,Plumlee,M. Plumlee,,,,,6.59,Missed,,,,,,,,,,,,,,,,,,
269,PT03M30.00S,2021-10-31T23:53:15.8Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,46,49,2021-10-31T23:53:15Z,2650000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,268.0,,,,,,,,,,,3.0,2.0,1.0,,,,
270,PT03M22.00S,2021-10-31T23:53:22.6Z,2,REGULAR,turnover,bad pass,[],1626179,,,1610612766,46,49,2021-10-31T23:53:27Z,2660000,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 203994]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,2.0,,,,Nurkic,203994.0,,
271,PT03M22.00S,2021-10-31T23:53:22.6Z,2,REGULAR,steal,,[],203994,,,1610612757,46,49,2021-10-31T23:53:24Z,2670000,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M15.00S,2021-10-31T23:53:33.7Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612757,46,49,2021-10-31T23:54:14Z,2680000,,,0,,G. Hayward shooting personal FOUL (1 PF) (McCollum 2 FT),"[202330, 203468]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,203592.0,1.0,0.0,McCollum,203468.0,,,,,,,,
274,PT03M15.00S,2021-10-31T23:54:20.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203468,,,1610612757,46,49,2021-10-31T23:54:20Z,2700000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,
275,PT03M15.00S,2021-10-31T23:54:20.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,46,49,2021-10-31T23:54:20Z,2710000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,
276,PT03M15.00S,2021-10-31T23:54:22.8Z,2,REGULAR,substitution,out,[],1626181,,,1610612757,46,49,2021-10-31T23:54:26Z,2720000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M15.00S,2021-10-31T23:54:22.8Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,46,49,2021-10-31T23:54:26Z,2730000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M15.00S,2021-10-31T23:54:37.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203468,,,1610612757,46,50,2021-10-31T23:54:37Z,2740000,,,0,,C. McCollum Free Throw 2 of 2 (6 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
279,PT02M57.00S,2021-10-31T23:54:57.0Z,2,REGULAR,3pt,Jump Shot,[],1626179,73.01248357424441,79.65686274509804,1610612766,46,50,2021-10-31T23:55:03Z,2750000,148.0,201.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
280,PT02M51.00S,2021-10-31T23:55:03.0Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,46,50,2021-10-31T23:55:03Z,2760000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,279.0,,,,,,,,,,,1.0,1.0,0.0,,,,
281,PT02M41.00S,2021-10-31T23:55:14.1Z,2,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,46,50,2021-10-31T23:55:24Z,2770000,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (2 TO),[203994],1610612757.0,POR,bad pass,,,Nurkic,J. Nurkic,,,,,,,,,,,,1627519.0,,,,,2.0,,,,,,,
282,PT02M41.00S,2021-10-31T23:55:19.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,46,50,2021-10-31T23:55:19Z,2780000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M41.00S,2021-10-31T23:57:03.6Z,2,REGULAR,substitution,out,[],202397,,,1610612766,46,50,2021-10-31T23:57:57Z,2790000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M41.00S,2021-10-31T23:57:03.6Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,46,50,2021-10-31T23:57:57Z,2800000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
