actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
182,PT10M37.00S,2022-03-06T00:37:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.046649145860711,48.28431372549019,1610612759,35,34,2022-03-06T00:37:42Z,1790000,9.0,14.0,1,left,D. Murray driving Layup (2 PTS) (K. Bates-Diop 1 AST),"[1627749, 1628966]",1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,1.62,Made,,,,,,,,,2.0,K. Bates-Diop,1628966.0,1.0,,,,,
184,PT10M25.00S,2022-03-06T00:37:49.7Z,2,REGULAR,3pt,Jump Shot,[],1626162,87.99277266754271,4.411764705882353,1610612766,35,34,2022-03-06T00:37:55Z,1810000,-228.0,60.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,23.58,Missed,,,,,,,,,,,,,,,,,
185,PT10M21.00S,2022-03-06T00:37:53.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,35,34,2022-03-06T00:37:55Z,1820000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,
186,PT10M13.00S,2022-03-06T00:38:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.835085413929041,54.65686274509803,1610612759,35,34,2022-03-06T00:38:06Z,1830000,-23.0,21.0,1,left,MISS Z. Collins cutting Layup - blocked,"[1628380, 1626162]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,,,3.14,Missed,,,,,,,,,,,,,Oubre Jr.,1626162.0,,,
187,PT10M13.00S,2022-03-06T00:38:01.3Z,2,REGULAR,block,,[],1626162,,,1610612759,35,34,2022-03-06T00:38:04Z,1840000,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M10.00S,2022-03-06T00:38:04.3Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,35,34,2022-03-06T00:38:06Z,1850000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,
189,PT10M06.00S,2022-03-06T00:38:08.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,66.44218134034165,50.245098039215684,1610612766,38,34,2022-03-06T00:38:14Z,1860000,1.0,263.0,1,right,L. Ball 26' 3PT  (8 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,26.29,Made,,,,,,,,,8.0,,,,,,,,
190,PT09M52.00S,2022-03-06T00:38:26.4Z,2,REGULAR,foul,personal,[],1626162,,,1610612759,38,34,2022-03-06T00:38:36Z,1870000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1627749]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,202049.0,,,,,,,,1.0,0.0,Murray,1627749.0,,,,,,,,,
192,PT09M52.00S,2022-03-06T00:38:34.0Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,38,34,2022-03-06T00:38:45Z,1890000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M52.00S,2022-03-06T00:38:34.0Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,38,34,2022-03-06T00:38:45Z,1900000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M46.00S,2022-03-06T00:38:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,10.463206307490145,48.529411764705884,1610612759,38,36,2022-03-06T00:39:01Z,1910000,7.0,46.0,1,left,D. Murray driving Layup (4 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,4.65,Made,,,,,,,,,4.0,,,,,,,,
195,PT09M46.00S,2022-03-06T00:39:00.0Z,2,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612759,38,36,2022-03-06T00:39:12Z,1920000,,,0,,P. Washington shooting personal FOUL (2 PF) (Murray 1 FT),"[1629023, 1627749]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,201638.0,,,,,,,,2.0,0.0,Murray,1627749.0,,,,,,,,,
197,PT09M46.00S,2022-03-06T00:39:16.8Z,2,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,38,37,2022-03-06T00:39:16Z,1940000,,,0,,D. Murray Free Throw 1 of 1 (5 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,
198,PT09M33.00S,2022-03-06T00:39:30.9Z,2,REGULAR,3pt,Jump Shot,[],1630163,70.38436268068331,75.98039215686273,1610612766,41,37,2022-03-06T00:39:36Z,1950000,130.0,226.0,1,right,L. Ball 26' 3PT step back (11 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,,,26.06,Made,,,,,,,,,11.0,,,,,,,,
199,PT09M22.00S,2022-03-06T00:39:41.8Z,2,REGULAR,3pt,Jump Shot,[],1630563,31.488173455978973,59.80392156862745,1610612759,41,40,2022-03-06T00:39:47Z,1960000,-49.0,243.0,1,left,J. Primo 24' 3PT  (5 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,24.84,Made,,,,,,,,,5.0,,,,,,,,
200,PT09M21.00S,2022-03-06T00:39:47.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,41,40,2022-03-06T00:39:47Z,1970000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M09.00S,2022-03-06T00:42:58.7Z,2,REGULAR,3pt,Jump Shot,[],1629023,94.82588699080158,97.54901960784314,1610612766,41,40,2022-03-06T00:43:02Z,1980000,238.0,-4.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,23.77,Missed,,,,,,,,,,,,,,,,,
202,PT09M05.00S,2022-03-06T00:43:02.7Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,41,40,2022-03-06T00:43:02Z,1990000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,
203,PT08M57.00S,2022-03-06T00:43:09.3Z,2,REGULAR,2pt,Jump Shot,[],1627749,22.683968462549277,37.745098039215684,1610612759,41,40,2022-03-06T00:43:15Z,2000000,61.0,161.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,17.2,Missed,,,,,,,,,,,,,,,,,
204,PT08M55.00S,2022-03-06T00:43:12.4Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,41,40,2022-03-06T00:43:12Z,2010000,,,0,,Z. Collins REBOUND (Off:1 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,203.0,6.0,5.0,1.0,,,,,,,,,,,,,
205,PT08M48.00S,2022-03-06T00:43:19.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628966,23.866622864651774,12.009803921568627,1610612759,41,40,2022-03-06T00:43:23Z,2020000,190.0,172.0,1,left,MISS K. Bates-Diop 25' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,25.62,Missed,,,,,,,,,,,,,,,,,
206,PT08M44.00S,2022-03-06T00:43:23.3Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,41,40,2022-03-06T00:43:23Z,2030000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,205.0,4.0,4.0,0.0,,,,,,,,,,,,,
207,PT08M34.00S,2022-03-06T00:43:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,84.83902759526939,51.470588235294116,1610612766,43,40,2022-03-06T00:43:39Z,2040000,7.0,90.0,1,right,L. Ball 9' floating Jump Shot (13 PTS) (M. Harrell 2 AST),"[1630163, 1626149]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,,,9.03,Made,,,,,,,,,13.0,M. Harrell,1626149.0,2.0,,,,,
208,PT08M24.00S,2022-03-06T00:43:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.995400788436268,48.28431372549019,1610612759,43,42,2022-03-06T00:43:47Z,2050000,9.0,4.0,1,left,D. Murray cutting Layup (7 PTS) (Z. Collins 2 AST),"[1627749, 1628380]",1610612759.0,SAS,cutting,,,Murray,D. Murray,,,,,,,0.94,Made,,,,,,,,,7.0,Z. Collins,1628380.0,2.0,,,,,
210,PT08M06.00S,2022-03-06T00:44:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.9862023653088,51.71568627450981,1610612766,43,42,2022-03-06T00:44:06Z,2070000,9.0,13.0,1,right,MISS M. Harrell cutting Layup,[1626149],1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,,,1.59,Missed,,,,,,,,,,,,,,,,,
211,PT08M02.00S,2022-03-06T00:44:05.3Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612766,43,42,2022-03-06T00:44:06Z,2080000,,,0,,M. Harrell REBOUND (Off:2 Def:2),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,210.0,4.0,2.0,2.0,,,,,,,,,,,,,
212,PT08M02.00S,2022-03-06T00:44:04.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626149,94.40999984741211,50.0,1610612766,45,42,2022-03-06T00:44:04Z,2090000,0.0,0.0,1,right,M. Harrell putback DUNK (8 PTS),[1626149],1610612766.0,CHA,putback,,,Harrell,M. Harrell,,,,,,,0.0,Made,,,,,,,,,8.0,,,,,,,,
213,PT07M51.00S,2022-03-06T00:44:16.1Z,2,REGULAR,3pt,Jump Shot,[],1628966,6.1268068331143235,2.941176470588235,1610612759,45,42,2022-03-06T00:44:20Z,2100000,235.0,5.0,1,left,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,23.54,Missed,,,,,,,,,,,,,,,,,
214,PT07M48.00S,2022-03-06T00:44:19.1Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,45,42,2022-03-06T00:44:20Z,2110000,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,213.0,5.0,5.0,0.0,,,,,,,,,,,,,
215,PT07M42.00S,2022-03-06T00:44:25.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,92.59198423127464,51.225490196078425,1610612766,47,42,2022-03-06T00:44:30Z,2120000,6.0,17.0,1,right,M. Harrell cutting DUNK (10 PTS) (L. Ball 4 AST),"[1626149, 1630163]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,,,1.82,Made,,,,,,,,,10.0,L. Ball,1630163.0,4.0,,,,,
217,PT07M40.00S,2022-03-06T00:44:33.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,47,42,2022-03-06T00:44:33Z,2140000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,out,[],1626162,,,1610612759,47,42,2022-03-06T00:47:12Z,2150000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,47,42,2022-03-06T00:47:12Z,2160000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,47,42,2022-03-06T00:47:12Z,2170000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,47,42,2022-03-06T00:47:12Z,2180000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612759,47,42,2022-03-06T00:47:12Z,2190000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,47,42,2022-03-06T00:47:12Z,2200000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,47,42,2022-03-06T00:47:12Z,2210000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M40.00S,2022-03-06T00:46:27.2Z,2,REGULAR,substitution,in,[],203926,,,1610612759,47,42,2022-03-06T00:47:12Z,2220000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M28.00S,2022-03-06T00:47:37.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,23.078186596583443,88.72549019607843,1610612759,47,42,2022-03-06T00:47:43Z,2230000,-194.0,164.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,25.4,Missed,,,,,,,,,,,,,,,,,
228,PT07M24.00S,2022-03-06T00:47:40.6Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612759,47,42,2022-03-06T00:47:40Z,2240000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,227.0,3.0,2.0,1.0,,,,,,,,,,,,,
229,PT07M23.00S,2022-03-06T00:47:41.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,8.623521681997373,50.0,1610612759,47,42,2022-03-06T00:47:45Z,2250000,0.0,29.0,1,left,MISS D. Murray turnaround Shot,[1627749],1610612759.0,SAS,turnaround,,,Murray,D. Murray,,,,,,,2.86,Missed,,,,,,,,,,,,,,,,,
230,PT07M23.00S,2022-03-06T00:47:41.7Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612766,47,42,2022-03-06T00:47:45Z,2260000,,,0,,M. Harrell REBOUND (Off:2 Def:3),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,229.0,5.0,3.0,2.0,,,,,,,,,,,,,
231,PT07M05.00S,2022-03-06T00:47:58.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,88.91261498028909,49.26470588235294,1610612766,49,42,2022-03-06T00:48:03Z,2270000,-4.0,52.0,1,right,M. Harrell driving Hook (12 PTS),[1626149],1610612766.0,CHA,driving,,,Harrell,M. Harrell,,,,,,,5.18,Made,,,,,,,,,12.0,,,,,,,,
232,PT06M53.00S,2022-03-06T00:48:12.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203926,7.046649145860711,41.17647058823529,1610612759,49,42,2022-03-06T00:48:16Z,2280000,44.0,14.0,1,left,MISS D. McDermott driving Hook,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,,,4.62,Missed,,,,,,,,,,,,,,,,,
233,PT06M51.00S,2022-03-06T00:48:14.3Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,49,42,2022-03-06T00:48:16Z,2290000,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,
234,PT06M41.00S,2022-03-06T00:48:23.2Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,49,42,2022-03-06T00:48:28Z,2300000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1627749]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,1.0,,,,,,,,,,,,,,,,,Murray,1627749.0,
235,PT06M41.00S,2022-03-06T00:48:23.2Z,2,REGULAR,steal,,[],1627749,,,1610612759,49,42,2022-03-06T00:48:25Z,2310000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M36.00S,2022-03-06T00:48:31.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,49,42,2022-03-06T00:48:31Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M36.00S,2022-03-06T00:48:32.6Z,2,REGULAR,substitution,out,[],1626149,,,1610612759,49,42,2022-03-06T00:48:40Z,2330000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M36.00S,2022-03-06T00:48:32.6Z,2,REGULAR,substitution,out,[],1630550,,,1610612759,49,42,2022-03-06T00:48:40Z,2340000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M36.00S,2022-03-06T00:48:32.6Z,2,REGULAR,substitution,in,[],1628998,,,1610612759,49,42,2022-03-06T00:48:40Z,2350000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M36.00S,2022-03-06T00:48:32.6Z,2,REGULAR,substitution,in,[],203486,,,1610612759,49,42,2022-03-06T00:48:40Z,2360000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M36.00S,2022-03-06T00:48:59.6Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612759,49,42,2022-03-06T00:48:59Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M24.00S,2022-03-06T00:49:28.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627751,8.886333771353483,45.588235294117645,1610612759,49,42,2022-03-06T00:49:33Z,2380000,22.0,31.0,1,left,MISS J. Poeltl turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,,,3.81,Missed,,,,,,,,,,,,,,,,,
243,PT06M24.00S,2022-03-06T00:49:33.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,49,42,2022-03-06T00:49:33Z,2390000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,
244,PT06M24.00S,2022-03-06T00:49:34.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,49,42,2022-03-06T00:49:34Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M15.00S,2022-03-06T00:49:50.6Z,2,REGULAR,foul,personal,[],1629640,,,1610612766,49,42,2022-03-06T00:50:12Z,2410000,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 203486]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,202049.0,,,,,,,,2.0,0.0,Plumlee,203486.0,,,,,,,,,
247,PT06M15.00S,2022-03-06T00:50:11.4Z,2,REGULAR,substitution,out,[],1627749,,,1610612766,49,42,2022-03-06T00:50:18Z,2430000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M15.00S,2022-03-06T00:50:11.4Z,2,REGULAR,substitution,in,[],1630200,,,1610612766,49,42,2022-03-06T00:50:18Z,2440000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M09.00S,2022-03-06T00:50:21.5Z,2,REGULAR,3pt,Jump Shot,[],1629023,94.95729303547962,3.6764705882352944,1610612766,52,42,2022-03-06T00:50:25Z,2450000,-232.0,-5.0,1,right,P. Washington 3PT  (10 PTS) (C. Martin 2 AST),"[1629023, 1628998]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,23.17,Made,,,,,,,,,10.0,C. Martin,1628998.0,2.0,,,,,
251,PT05M49.00S,2022-03-06T00:50:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.835085413929041,49.754901960784316,1610612759,52,44,2022-03-06T00:51:02Z,2470000,1.0,21.0,1,left,K. Johnson driving finger roll Layup (19 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,2.11,Made,,,,,,,,,19.0,,,,,,,,
252,PT05M49.00S,2022-03-06T00:50:45.0Z,2,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612759,52,44,2022-03-06T00:51:02Z,2480000,,,0,,L. Ball shooting personal FOUL (1 PF) (Johnson 1 FT),"[1630163, 1629640]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,202049.0,,,,,,,,1.0,0.0,Johnson,1629640.0,,,,,,,,,
254,PT05M49.00S,2022-03-06T00:50:58.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612759,52,44,2022-03-06T00:51:12Z,2500000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M49.00S,2022-03-06T00:50:58.0Z,2,REGULAR,substitution,in,[],1626162,,,1610612759,52,44,2022-03-06T00:51:12Z,2510000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M49.00S,2022-03-06T00:51:11.7Z,2,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,52,44,2022-03-06T00:51:18Z,2520000,,,0,,MISS K. Johnson Free Throw 1 of 1,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,
257,PT05M48.00S,2022-03-06T00:51:12.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,52,44,2022-03-06T00:51:18Z,2530000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,,
258,PT05M33.00S,2022-03-06T00:51:26.7Z,2,REGULAR,3pt,Jump Shot,[],1626162,93.77463863337714,97.30392156862744,1610612766,52,44,2022-03-06T00:51:31Z,2540000,237.0,6.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,23.66,Missed,,,,,,,,,,,,,,,,,
259,PT05M30.00S,2022-03-06T00:51:29.7Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,52,44,2022-03-06T00:51:31Z,2550000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,
260,PT05M22.00S,2022-03-06T00:51:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,9.149145860709593,46.81372549019608,1610612759,52,46,2022-03-06T00:51:43Z,2560000,16.0,34.0,1,left,K. Johnson driving Layup (21 PTS) (T. Jones 3 AST),"[1629640, 1630200]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,3.71,Made,,,,,,,,,21.0,T. Jones,1630200.0,3.0,,,,,
262,PT05M07.00S,2022-03-06T00:51:56.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,52,46,2022-03-06T00:51:56Z,2580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M07.00S,2022-03-06T00:52:00.3Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,52,46,2022-03-06T00:52:10Z,2590000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M07.00S,2022-03-06T00:52:00.3Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,52,46,2022-03-06T00:52:10Z,2600000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M57.00S,2022-03-06T00:52:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.11760840998686,48.529411764705884,1610612766,54,46,2022-03-06T00:52:33Z,2610000,-7.0,12.0,1,right,T. Rozier cutting Layup (6 PTS) (M. Plumlee 2 AST),"[1626179, 203486]",1610612766.0,CHA,cutting,,,Rozier,T. Rozier,,,,,,,1.43,Made,,,,,,,,,6.0,M. Plumlee,203486.0,2.0,,,,,
267,PT04M50.00S,2022-03-06T00:52:36.7Z,2,REGULAR,turnover,lost ball,[],1630170,,,1610612759,54,46,2022-03-06T00:52:40Z,2630000,,,0,,D. Vassell lost ball TURNOVER (1 TO),"[1630170, 1626162]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,1.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0,
268,PT04M50.00S,2022-03-06T00:52:36.7Z,2,REGULAR,steal,,[],1626162,,,1610612766,54,46,2022-03-06T00:52:38Z,2640000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
