actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
622,PT04M37.00S,2022-03-06T02:02:59.9Z,4,REGULAR,substitution,out,[],203926,,,1610612766,113,111,2022-03-06T02:04:06Z,6140000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M37.00S,2022-03-06T02:02:59.9Z,4,REGULAR,substitution,in,[],1630163,,,1610612766,113,111,2022-03-06T02:04:06Z,6150000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M37.00S,2022-03-06T02:02:59.9Z,4,REGULAR,substitution,in,[],1627749,,,1610612766,113,111,2022-03-06T02:04:06Z,6160000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M12.00S,2022-03-06T02:04:41.7Z,4,REGULAR,3pt,Jump Shot,[],1630163,24.917871222076215,85.04901960784314,1610612766,113,111,2022-03-06T02:04:46Z,6170000,-175.0,182.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,25.24,Missed,,,,,,,,,,,,,,,,,
626,PT04M07.00S,2022-03-06T02:04:45.8Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,113,111,2022-03-06T02:04:45Z,6180000,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,625.0,4.0,4.0,0.0,,,,,,,,,,,,,
627,PT03M58.00S,2022-03-06T02:04:55.0Z,4,REGULAR,3pt,Jump Shot,[],1629640,74.58935611038108,86.27450980392157,1610612759,113,111,2022-03-06T02:05:00Z,6190000,181.0,186.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,26.01,Missed,,,,,,,,,,,,,,,,,
628,PT03M54.00S,2022-03-06T02:04:59.0Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,113,111,2022-03-06T02:05:00Z,6200000,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,627.0,5.0,4.0,1.0,,,,,,,,,,,,,
629,PT03M45.00S,2022-03-06T02:05:07.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,93.9060446780552,56.372549019607845,1610612759,113,111,2022-03-06T02:05:15Z,6210000,32.0,5.0,1,right,MISS T. Jones reverse Layup - blocked,"[1630200, 203486]",1610612759.0,SAS,reverse,,,Jones,T. Jones,,,,,,,3.23,Missed,,,,,,,,,,,,,Plumlee,203486.0,,,
630,PT03M45.00S,2022-03-06T02:05:07.9Z,4,REGULAR,block,,[],203486,,,1610612759,113,111,2022-03-06T02:05:10Z,6220000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M43.00S,2022-03-06T02:05:09.9Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,113,111,2022-03-06T02:05:15Z,6230000,,,0,,M. Plumlee REBOUND (Off:2 Def:11),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,629.0,13.0,11.0,2.0,,,,,,,,,,,,,
632,PT03M40.00S,2022-03-06T02:05:14.6Z,4,REGULAR,foul,personal,['2freethrow'],1630563,,,1610612766,113,111,2022-03-06T02:05:22Z,6240000,,,0,,J. Primo shooting personal FOUL (1 PF) (Ball 2 FT),"[1630563, 1630163]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,1363.0,,,,,,,,1.0,0.0,Ball,1630163.0,,,,,,,,,
634,PT03M40.00S,2022-03-06T02:05:47.8Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,114,111,2022-03-06T02:05:47Z,6260000,,,0,,L. Ball Free Throw 1 of 2 (21 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,21.0,,,,,,,,
635,PT03M40.00S,2022-03-06T02:05:48.6Z,4,REGULAR,substitution,out,[],1628970,,,1610612766,114,111,2022-03-06T02:05:52Z,6270000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M40.00S,2022-03-06T02:05:48.6Z,4,REGULAR,substitution,in,[],1628998,,,1610612766,114,111,2022-03-06T02:05:52Z,6280000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M40.00S,2022-03-06T02:05:56.7Z,4,REGULAR,substitution,out,[],1630200,,,1610612766,114,111,2022-03-06T02:06:02Z,6290000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M40.00S,2022-03-06T02:05:56.7Z,4,REGULAR,substitution,in,[],1630170,,,1610612766,114,111,2022-03-06T02:06:02Z,6300000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M40.00S,2022-03-06T02:06:16.0Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,115,111,2022-03-06T02:06:16Z,6310000,,,0,,L. Ball Free Throw 2 of 2 (22 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,22.0,,,,,,,,
640,PT03M14.00S,2022-03-06T02:06:43.0Z,4,REGULAR,2pt,Jump Shot,[],1630170,75.77201051248358,41.911764705882355,1610612759,115,111,2022-03-06T02:07:54Z,6320000,-40.0,175.0,1,right,MISS D. Vassell 17' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,17.98,Missed,,,,,,,,,,,,,,,,,
644,PT03M09.00S,2022-03-06T02:07:51.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,115,111,2022-03-06T02:07:51Z,6330000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,,,,
641,PT03M09.00S,2022-03-06T02:07:51.6Z,4,REGULAR,jumpball,recovered,[],1630563,,,1610612759,115,111,2022-03-06T02:07:51Z,6340000,,,0,,Jump Ball J. Poeltl vs. M. Plumlee: Tip to J. Primo,"[1630563, 1627751, 203486]",1610612759.0,SAS,heldball,J. Primo,1630563.0,Primo,J. Primo,Poeltl,1627751.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,
645,PT02M59.00S,2022-03-06T02:08:01.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,74.72076215505913,52.69607843137255,1610612759,115,113,2022-03-06T02:08:06Z,6370000,13.0,185.0,1,right,D. Murray 18' pullup Jump Shot (21 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,18.56,Made,,,,,,,,,21.0,,,,,,,,
646,PT02M35.00S,2022-03-06T02:08:28.8Z,4,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612766,115,113,2022-03-06T02:08:36Z,6380000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Rozier 2 FT),"[1627751, 1626179]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,201638.0,,,,,,,,2.0,0.0,Rozier,1626179.0,,,,,,,,,
648,PT02M35.00S,2022-03-06T02:08:55.3Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,116,113,2022-03-06T02:08:55Z,6400000,,,0,,T. Rozier Free Throw 1 of 2 (30 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,30.0,,,,,,,,
649,PT02M35.00S,2022-03-06T02:08:56.8Z,4,REGULAR,substitution,out,[],203486,,,1610612766,116,113,2022-03-06T02:09:00Z,6410000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M35.00S,2022-03-06T02:08:56.8Z,4,REGULAR,substitution,in,[],1628970,,,1610612766,116,113,2022-03-06T02:09:00Z,6420000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M35.00S,2022-03-06T02:09:17.7Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,117,113,2022-03-06T02:09:17Z,6430000,,,0,,T. Rozier Free Throw 2 of 2 (31 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,31.0,,,,,,,,
652,PT02M12.00S,2022-03-06T02:09:42.3Z,4,REGULAR,3pt,Jump Shot,[],1627749,92.46057818659659,3.431372549019608,1610612759,117,113,2022-03-06T02:09:51Z,6440000,-233.0,18.0,1,right,MISS D. Murray pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,23.35,Missed,,,,,,,,,,,,,,,,,
653,PT02M09.00S,2022-03-06T02:09:45.3Z,4,REGULAR,rebound,offensive,[],1630170,,,1610612759,117,113,2022-03-06T02:09:51Z,6450000,,,0,,D. Vassell REBOUND (Off:1 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,652.0,4.0,3.0,1.0,,,,,,,,,,,,,
654,PT02M09.00S,2022-03-06T02:09:46.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,94.40999984741211,50.0,1610612759,117,113,2022-03-06T02:09:46Z,6460000,0.0,0.0,1,right,MISS D. Vassell tip Layup,[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
655,PT02M08.00S,2022-03-06T02:09:47.0Z,4,REGULAR,rebound,offensive,[],1630563,,,1610612759,117,113,2022-03-06T02:09:47Z,6470000,,,0,,J. Primo REBOUND (Off:3 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,654.0,5.0,2.0,3.0,,,,,,,,,,,,,
656,PT01M59.00S,2022-03-06T02:09:56.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,93.51182654402102,2.696078431372549,1610612759,117,113,2022-03-06T02:10:02Z,6480000,-237.0,8.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,23.67,Missed,,,,,,,,,,,,,,,,,
657,PT01M55.00S,2022-03-06T02:10:00.2Z,4,REGULAR,rebound,offensive,[],1630563,,,1610612759,117,113,2022-03-06T02:10:02Z,6490000,,,0,,J. Primo REBOUND (Off:4 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,656.0,6.0,2.0,4.0,,,,,,,,,,,,,
658,PT01M45.00S,2022-03-06T02:10:09.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,80.3712220762155,69.6078431372549,1610612759,117,115,2022-03-06T02:10:15Z,6500000,98.0,132.0,1,right,D. Murray 16' step back Jump Shot (23 PTS),[1627749],1610612759.0,SAS,step back,,,Murray,D. Murray,,,,,,,16.44,Made,,,,,,,,,23.0,,,,,,,,
659,PT01M26.00S,2022-03-06T02:10:33.9Z,4,REGULAR,3pt,Jump Shot,[],1630163,34.247700394218136,40.19607843137255,1610612766,117,115,2022-03-06T02:10:38Z,6510000,49.0,269.0,1,left,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,27.38,Missed,,,,,,,,,,,,,,,,,
660,PT01M22.00S,2022-03-06T02:10:37.9Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,117,115,2022-03-06T02:10:38Z,6520000,,,0,,D. Murray REBOUND (Off:1 Def:8),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,659.0,9.0,8.0,1.0,,,,,,,,,,,,,
661,PT01M18.00S,2022-03-06T02:10:41.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,77.61169513797634,8.823529411764707,1610612759,117,115,2022-03-06T02:10:47Z,6530000,-206.0,158.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,,
662,PT01M15.00S,2022-03-06T02:10:44.1Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,117,115,2022-03-06T02:10:47Z,6540000,,,0,,T. Rozier REBOUND (Off:2 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,661.0,5.0,3.0,2.0,,,,,,,,,,,,,
663,PT00M55.50S,2022-03-06T02:11:09.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612766,117,115,2022-03-06T02:11:19Z,6550000,,,0,,D. Murray personal FOUL (3 PF) (Ball 2 FT),"[1627749, 1630163]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,202049.0,,,,,,,,3.0,0.0,Ball,1630163.0,,,,,,,,,
665,PT00M55.50S,2022-03-06T02:11:35.3Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,118,115,2022-03-06T02:11:35Z,6570000,,,0,,L. Ball Free Throw 1 of 2 (23 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,23.0,,,,,,,,
666,PT00M55.50S,2022-03-06T02:11:54.2Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,119,115,2022-03-06T02:11:54Z,6580000,,,0,,L. Ball Free Throw 2 of 2 (24 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,24.0,,,,,,,,
667,PT00M55.50S,2022-03-06T02:11:57.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,119,115,2022-03-06T02:11:57Z,6590000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M55.50S,2022-03-06T02:12:19.0Z,4,REGULAR,substitution,out,[],1630163,,,1610612759,119,115,2022-03-06T02:13:28Z,6600000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M55.50S,2022-03-06T02:12:19.0Z,4,REGULAR,substitution,in,[],203486,,,1610612759,119,115,2022-03-06T02:13:28Z,6610000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M44.80S,2022-03-06T02:13:59.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.24901445466492,49.50980392156863,1610612759,119,117,2022-03-06T02:14:04Z,6620000,-2.0,11.0,1,right,D. Murray driving Layup (25 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,1.13,Made,,,,,,,,,25.0,,,,,,,,
671,PT00M44.80S,2022-03-06T02:14:04.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,119,117,2022-03-06T02:14:04Z,6630000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M44.80S,2022-03-06T02:14:31.2Z,4,REGULAR,substitution,out,[],203486,,,1610612766,119,117,2022-03-06T02:15:30Z,6640000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M44.80S,2022-03-06T02:14:31.2Z,4,REGULAR,substitution,in,[],1630163,,,1610612766,119,117,2022-03-06T02:15:30Z,6650000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M33.60S,2022-03-06T02:15:46.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630563,,,1610612766,119,117,2022-03-06T02:15:52Z,6660000,,,0,,J. Primo shooting personal FOUL (2 PF) (Martin 2 FT),"[1630563, 1628998]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,201638.0,,,,,,,,2.0,0.0,Martin,1628998.0,,,,,,,,,
676,PT00M33.60S,2022-03-06T02:16:13.4Z,4,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,120,117,2022-03-06T02:16:13Z,6680000,,,0,,C. Martin Free Throw 1 of 2 (9 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,
677,PT00M33.60S,2022-03-06T02:16:15.1Z,4,REGULAR,substitution,out,[],1630163,,,1610612766,120,117,2022-03-06T02:16:17Z,6690000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M33.60S,2022-03-06T02:16:15.1Z,4,REGULAR,substitution,in,[],203486,,,1610612766,120,117,2022-03-06T02:16:17Z,6700000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M33.60S,2022-03-06T02:16:32.5Z,4,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,121,117,2022-03-06T02:16:32Z,6710000,,,0,,C. Martin Free Throw 2 of 2 (10 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,
680,PT00M21.60S,2022-03-06T02:16:51.8Z,4,REGULAR,3pt,Jump Shot,[],1629640,65.91655716162943,43.13725490196079,1610612759,121,117,2022-03-06T02:16:58Z,6720000,-34.0,268.0,1,right,MISS K. Johnson 27' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,,,27.01,Missed,,,,,,,,,,,,,,,,,
681,PT00M18.40S,2022-03-06T02:16:55.8Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,121,117,2022-03-06T02:16:55Z,6730000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,680.0,4.0,3.0,1.0,,,,,,,,,,,,,
682,PT00M18.40S,2022-03-06T02:17:02.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612766,121,117,2022-03-06T02:17:09Z,6740000,,,0,,J. Poeltl personal FOUL (3 PF) (Martin 2 FT),"[1627751, 1628998]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1363.0,,,,,,,,3.0,0.0,Martin,1628998.0,,,,,,,,,
684,PT00M18.40S,2022-03-06T02:17:28.0Z,4,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,122,117,2022-03-06T02:17:28Z,6760000,,,0,,C. Martin Free Throw 1 of 2 (11 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,
685,PT00M18.40S,2022-03-06T02:17:41.0Z,4,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,123,117,2022-03-06T02:17:41Z,6770000,,,0,,C. Martin Free Throw 2 of 2 (12 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,
686,PT00M18.40S,2022-03-06T02:17:44.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,123,117,2022-03-06T02:17:44Z,6780000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M12.50S,2022-03-06T02:19:19.1Z,4,REGULAR,3pt,Jump Shot,[],1629640,71.04139290407359,82.35294117647058,1610612759,123,117,2022-03-06T02:19:25Z,6790000,162.0,220.0,1,right,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,27.29,Missed,,,,,,,,,,,,,,,,,
688,PT00M09.50S,2022-03-06T02:19:22.2Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,123,117,2022-03-06T02:19:22Z,6800000,,,0,,M. Bridges REBOUND (Off:1 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,687.0,6.0,5.0,1.0,,,,,,,,,,,,,
689,PT00M00.00S,2022-03-06T02:19:36.6Z,4,REGULAR,period,end,[],0,,,1610612766,123,117,2022-03-06T02:19:36Z,6810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2022-03-06T02:19:50.0Z,4,REGULAR,game,end,[],0,,,0,123,117,2022-03-06T02:19:50Z,6820000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
