actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
182,PT08M13.00S,2021-12-07T00:41:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630198,8.623521681997373,4.166666666666666,1610612755,43,40,2021-12-07T00:41:29Z,1760000,229.0,29.0,1,left,I. Joe 3PT  (6 PTS) (T. Harris 1 AST),"[1630198, 202699]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,23.1,Made,6.0,,,,,T. Harris,202699.0,1.0,,,,,,,,,,,
184,PT08M03.00S,2021-12-07T00:41:34.0Z,2,REGULAR,turnover,lost ball,[],1628998,,,1610612766,43,40,2021-12-07T00:41:44Z,1780000,,,0,,C. Martin lost ball TURNOVER (2 TO),"[1628998, 1630198]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,2.0,,,,,,,Joe,1630198.0,
185,PT08M03.00S,2021-12-07T00:41:34.0Z,2,REGULAR,steal,,[],1630198,,,1610612755,43,40,2021-12-07T00:41:35Z,1790000,,,0,,I. Joe STEAL (1 STL),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M01.00S,2021-12-07T00:41:39.1Z,2,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612755,43,40,2021-12-07T00:41:58Z,1800000,,,0,,I. Joe bad pass out-of-bounds TURNOVER (1 TO),[1630198],1610612755.0,PHI,bad pass,,,Joe,I. Joe,,,,,,,,,,,,,,,201639.0,1.0,,,,,,,,,
187,PT08M01.00S,2021-12-07T00:41:44.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,43,40,2021-12-07T00:41:44Z,1810000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M01.00S,2021-12-07T00:42:43.3Z,2,REGULAR,substitution,out,[],202330,,,1610612766,43,40,2021-12-07T00:44:16Z,1820000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M01.00S,2021-12-07T00:42:43.3Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,43,40,2021-12-07T00:44:16Z,1830000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M46.00S,2021-12-07T00:44:56.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630547,99.81931668856767,53.18627450980392,1610612766,43,40,2021-12-07T00:52:08Z,1840000,16.0,-51.0,1,right,MISS J. Bouknight driving reverse Layup - blocked,"[1630547, 203083]",1610612766.0,CHA,driving reverse,,,Bouknight,J. Bouknight,,,,,5.32,Missed,,,,,,,,,,,Drummond,203083.0,,,,,,,
191,PT07M46.00S,2021-12-07T00:44:56.9Z,2,REGULAR,block,,[],203083,,,1610612766,43,40,2021-12-07T00:45:00Z,1850000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M42.00S,2021-12-07T00:45:00.9Z,2,REGULAR,rebound,offensive,[],1630547,,,1610612766,43,40,2021-12-07T00:45:05Z,1860000,,,0,,J. Bouknight REBOUND (Off:3 Def:0),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,190.0,3.0,0.0,3.0,,,,,,,,,,,,,,
193,PT07M39.00S,2021-12-07T00:45:04.1Z,2,REGULAR,turnover,lost ball,[],1630547,,,1610612766,43,40,2021-12-07T00:45:09Z,1870000,,,0,,J. Bouknight lost ball TURNOVER (1 TO),"[1630547, 202699]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,1.0,,,,,,,Harris,202699.0,
194,PT07M39.00S,2021-12-07T00:45:04.1Z,2,REGULAR,steal,,[],202699,,,1610612755,43,40,2021-12-07T00:45:05Z,1880000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M30.00S,2021-12-07T00:45:13.8Z,2,REGULAR,turnover,bad pass,[],1630198,,,1610612755,43,40,2021-12-07T00:45:28Z,1890000,,,0,,I. Joe bad pass TURNOVER (2 TO),"[1630198, 1626162]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,2.0,,,,,,,Oubre Jr.,1626162.0,
196,PT07M30.00S,2021-12-07T00:45:13.8Z,2,REGULAR,steal,,[],1626162,,,1610612766,43,40,2021-12-07T00:45:15Z,1900000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M24.00S,2021-12-07T00:45:19.3Z,2,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612766,43,40,2021-12-07T00:45:33Z,1910000,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1627788, 1626162]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Oubre Jr.,1626162.0,,,
199,PT07M24.00S,2021-12-07T00:45:48.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626162,,,1610612766,43,40,2021-12-07T00:45:48Z,1930000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
200,PT07M24.00S,2021-12-07T00:45:48.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,43,40,2021-12-07T00:45:48Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,
201,PT07M24.00S,2021-12-07T00:45:49.1Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,43,40,2021-12-07T00:46:00Z,1950000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M24.00S,2021-12-07T00:45:49.1Z,2,REGULAR,substitution,out,[],203083,,,1610612766,43,40,2021-12-07T00:46:00Z,1960000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M24.00S,2021-12-07T00:45:49.1Z,2,REGULAR,substitution,out,[],1630198,,,1610612766,43,40,2021-12-07T00:46:00Z,1970000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M24.00S,2021-12-07T00:45:49.1Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,43,40,2021-12-07T00:46:00Z,1980000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M24.00S,2021-12-07T00:45:49.1Z,2,REGULAR,substitution,in,[],203552,,,1610612766,43,40,2021-12-07T00:46:00Z,1990000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M24.00S,2021-12-07T00:45:49.1Z,2,REGULAR,substitution,in,[],203954,,,1610612766,43,40,2021-12-07T00:46:00Z,2000000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M24.00S,2021-12-07T00:46:12.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626162,,,1610612766,44,40,2021-12-07T00:46:12Z,2010000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (13 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
208,PT07M12.00S,2021-12-07T00:46:29.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202699,12.565703022339028,50.98039215686274,1610612755,44,42,2021-12-07T00:54:26Z,2020000,-5.0,66.0,1,left,T. Harris 6' turnaround Hook (4 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,6.58,Made,4.0,,,,,,,,,,,,,,,,,,
209,PT07M12.00S,2021-12-07T00:46:32.1Z,2,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612755,44,42,2021-12-07T00:46:42Z,2030000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Harris 1 FT),"[1628970, 202699]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Harris,202699.0,,,
211,PT07M12.00S,2021-12-07T00:46:43.4Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,44,42,2021-12-07T00:47:30Z,2050000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M12.00S,2021-12-07T00:46:43.4Z,2,REGULAR,substitution,in,[],1629003,,,1610612755,44,42,2021-12-07T00:47:30Z,2060000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M12.00S,2021-12-07T00:47:07.5Z,2,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,44,43,2021-12-07T00:47:07Z,2070000,,,0,,T. Harris Free Throw 1 of 1 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
214,PT06M52.00S,2021-12-07T00:47:29.1Z,2,REGULAR,turnover,bad pass,[],1628998,,,1610612766,44,43,2021-12-07T00:47:35Z,2080000,,,0,,C. Martin bad pass TURNOVER (3 TO),"[1628998, 203954]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,3.0,,,,,,,Embiid,203954.0,
215,PT06M52.00S,2021-12-07T00:47:29.1Z,2,REGULAR,steal,,[],203954,,,1610612755,44,43,2021-12-07T00:47:30Z,2090000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M45.00S,2021-12-07T00:47:36.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203552,18.478975032851512,27.205882352941174,1610612755,44,45,2021-12-07T00:56:25Z,2100000,114.0,121.0,1,left,S. Curry 16' pullup Jump Shot (6 PTS) (T. Harris 2 AST),"[203552, 202699]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,16.64,Made,6.0,,,,,T. Harris,202699.0,2.0,,,,,,,,,,,
217,PT06M30.00S,2021-12-07T00:47:51.4Z,2,REGULAR,3pt,Jump Shot,[],1628998,70.38436268068331,22.794117647058822,1610612766,44,45,2021-12-07T00:47:57Z,2110000,-136.0,226.0,1,right,MISS C. Martin 26' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M27.00S,2021-12-07T00:47:54.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,45,2021-12-07T00:47:57Z,2120000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,217.0,4.0,4.0,0.0,,,,,,,,,,,,,,
219,PT06M20.00S,2021-12-07T00:48:02.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.87976346911958,39.21568627450981,1610612755,44,45,2021-12-07T00:57:00Z,2130000,54.0,78.0,1,left,MISS T. Harris 9' driving floating bank Shot,[202699],1610612755.0,PHI,driving floating bank,,,Harris,T. Harris,,,,,9.48,Missed,,,,,,,,,,,,,,,,,,,
220,PT06M17.00S,2021-12-07T00:48:04.0Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,44,45,2021-12-07T00:48:04Z,2140000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT06M17.00S,2021-12-07T00:48:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,9.411957950065702,51.71568627450981,1610612755,44,45,2021-12-07T00:57:14Z,2150000,-9.0,36.0,1,left,MISS T. Harris putback Layup - blocked,"[202699, 1626162]",1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,3.7,Missed,,,,,,,,,,,Oubre Jr.,1626162.0,,,,,,,
222,PT06M17.00S,2021-12-07T00:48:05.4Z,2,REGULAR,block,,[],1626162,,,1610612755,44,45,2021-12-07T00:48:07Z,2160000,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M14.00S,2021-12-07T00:48:08.4Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,44,45,2021-12-07T00:48:13Z,2170000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,,,
224,PT06M10.00S,2021-12-07T00:48:11.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628970,92.46057818659659,52.69607843137255,1610612766,46,45,2021-12-07T00:49:57Z,2180000,13.0,18.0,1,right,M. Bridges DUNK (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,2.28,Made,4.0,,,,,,,,,,,,,,,,,,
225,PT06M00.00S,2021-12-07T00:48:24.5Z,2,REGULAR,foul,personal,['2freethrow'],1630547,,,1610612755,46,45,2021-12-07T00:48:34Z,2190000,,,0,,J. Bouknight shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630547, 203954]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Embiid,203954.0,,,
227,PT06M00.00S,2021-12-07T00:48:55.4Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,46,46,2021-12-07T00:49:26Z,2210000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
228,PT06M00.00S,2021-12-07T00:48:56.0Z,2,REGULAR,substitution,out,[],1630547,,,1610612755,46,46,2021-12-07T00:49:13Z,2220000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M00.00S,2021-12-07T00:48:56.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,46,46,2021-12-07T00:49:13Z,2230000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M00.00S,2021-12-07T00:48:56.0Z,2,REGULAR,substitution,in,[],202330,,,1610612755,46,46,2021-12-07T00:49:13Z,2240000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M00.00S,2021-12-07T00:48:56.0Z,2,REGULAR,substitution,in,[],201980,,,1610612755,46,46,2021-12-07T00:49:13Z,2250000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M00.00S,2021-12-07T00:48:55.4Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,46,46,2021-12-07T00:49:26Z,2260000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M58.00S,2021-12-07T00:48:57.4Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,46,46,2021-12-07T00:49:26Z,2270000,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,,,,,,
234,PT05M46.00S,2021-12-07T00:49:34.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,73.66951379763469,84.06862745098039,1610612766,46,46,2021-12-07T00:58:34Z,2280000,170.0,195.0,1,right,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M45.00S,2021-12-07T00:49:35.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,46,46,2021-12-07T00:49:50Z,2290000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,
236,PT05M45.00S,2021-12-07T00:49:39.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,46,46,2021-12-07T00:49:39Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M27.00S,2021-12-07T00:50:03.8Z,2,REGULAR,2pt,Jump Shot,[],202699,19.004599211563733,73.52941176470588,1610612755,46,46,2021-12-07T00:50:09Z,2310000,-118.0,126.0,1,left,MISS T. Harris 17' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,17.24,Missed,,,,,,,,,,,,,,,,,,,
238,PT05M25.00S,2021-12-07T00:50:05.8Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,46,46,2021-12-07T00:50:09Z,2320000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,,,,,,
239,PT05M03.00S,2021-12-07T00:50:28.1Z,2,REGULAR,3pt,Jump Shot,[],202330,66.5735873850197,57.59803921568627,1610612766,46,46,2021-12-07T00:59:11Z,2330000,38.0,262.0,1,right,MISS G. Hayward 26' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
240,PT05M00.00S,2021-12-07T00:50:31.0Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,46,46,2021-12-07T00:50:31Z,2340000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,239.0,1.0,1.0,0.0,,,,,,,,,,,,,,
241,PT04M56.00S,2021-12-07T00:50:36.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,46,46,2021-12-07T00:50:36Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M45.00S,2021-12-07T00:51:07.6Z,2,REGULAR,3pt,Jump Shot,[],201980,8.229303547963205,3.6764705882352944,1610612755,46,49,2021-12-07T00:51:13Z,2360000,232.0,25.0,1,left,D. Green 3PT  (6 PTS) (J. Embiid 2 AST),"[201980, 203954]",1610612755.0,PHI,,,,Green,D. Green,,,,,23.29,Made,6.0,,,,,J. Embiid,203954.0,2.0,,,,,,,,,,,
244,PT04M29.00S,2021-12-07T00:51:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,90.88370565045992,53.18627450980392,1610612766,46,49,2021-12-07T01:00:20Z,2380000,16.0,33.0,1,right,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,3.68,Missed,,,,,,,,,,,,,,,,,,,
245,PT04M28.00S,2021-12-07T00:51:23.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,46,49,2021-12-07T00:51:28Z,2390000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,244.0,5.0,5.0,0.0,,,,,,,,,,,,,,
247,PT04M24.00S,2021-12-07T00:51:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",203954,8.360709592641262,50.49019607843137,1610612755,46,51,2021-12-07T01:01:00Z,2410000,-2.0,26.0,1,left,J. Embiid running Layup (7 PTS),[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,2.62,Made,7.0,,,,,,,,,,,,,,,,,,
248,PT04M24.00S,2021-12-07T00:51:49.8Z,2,REGULAR,violation,defensive goaltending,[],1628970,,,1610612755,46,51,2021-12-07T00:52:05Z,2420000,,,0,,M. Bridges defensive goaltending VIOLATION,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,201639.0,,,,,,,,,,
249,PT04M24.00S,2021-12-07T00:51:52.5Z,2,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612755,46,51,2021-12-07T00:52:06Z,2430000,,,0,,N. Richards shooting personal FOUL (1 PF) (Embiid 1 FT),"[1630208, 203954]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Embiid,203954.0,,,
251,PT04M24.00S,2021-12-07T00:52:11.5Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,46,52,2021-12-07T00:52:11Z,2450000,,,0,,J. Embiid Free Throw 1 of 1 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
252,PT04M06.00S,2021-12-07T00:52:31.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,84.97043363994744,47.794117647058826,1610612766,46,52,2021-12-07T01:01:21Z,2460000,-11.0,89.0,1,right,MISS K. Oubre Jr. 8' driving floating Shot,[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,8.95,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M04.00S,2021-12-07T00:52:33.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,46,52,2021-12-07T00:52:37Z,2470000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,252.0,6.0,6.0,0.0,,,,,,,,,,,,,,
254,PT03M59.00S,2021-12-07T00:52:38.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629003,24.392247043363994,84.31372549019608,1610612755,46,55,2021-12-07T01:01:50Z,2480000,-172.0,177.0,1,left,S. Milton 24' 3PT step back (11 PTS) (J. Embiid 3 AST),"[1629003, 203954]",1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,24.64,Made,11.0,,,,,J. Embiid,203954.0,3.0,,,,,,,,,,,
256,PT03M49.00S,2021-12-07T00:52:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,91.80354796320631,53.92156862745098,1610612766,46,55,2021-12-07T01:02:45Z,2500000,20.0,25.0,1,right,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
257,PT03M48.00S,2021-12-07T00:52:53.1Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,46,55,2021-12-07T00:52:53Z,2510000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,256.0,2.0,1.0,1.0,,,,,,,,,,,,,,
329,PT03M48.00S,2021-12-07T00:52:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,93.51182654402102,49.50980392156863,1610612766,46,55,2021-12-07T01:06:37Z,2515000,-2.0,8.0,1,right,MISS C. Martin tip Layup,[1628998],1610612766.0,CHA,tip,,,Martin,C. Martin,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,,
330,PT03M48.00S,2021-12-07T00:52:51.1Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,46,55,2021-12-07T01:06:28Z,2517500,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,329.0,3.0,1.0,2.0,,,,,,,,,,,,,,
258,PT03M48.00S,2021-12-07T00:52:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,92.59198423127464,50.73529411764706,1610612766,48,55,2021-12-07T01:06:08Z,2520000,4.0,17.0,1,right,C. Martin putback Layup (7 PTS),[1628998],1610612766.0,CHA,putback,,,Martin,C. Martin,,,,,1.75,Made,7.0,,,,,,,,,,,,,,,,,,
259,PT03M48.00S,2021-12-07T00:52:55.9Z,2,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612766,48,55,2021-12-07T00:53:02Z,2530000,,,0,,S. Milton shooting personal FOUL (1 PF) (Martin 1 FT),"[1629003, 1628998]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Martin,1628998.0,,,
261,PT03M48.00S,2021-12-07T00:53:28.9Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,48,55,2021-12-07T00:53:39Z,2550000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M48.00S,2021-12-07T00:53:28.9Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,48,55,2021-12-07T00:53:39Z,2560000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M48.00S,2021-12-07T00:53:38.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628998,,,1610612766,48,55,2021-12-07T01:06:08Z,2570000,,,0,,MISS C. Martin Free Throw 1 of 1,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
264,PT03M45.00S,2021-12-07T00:53:41.2Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,48,55,2021-12-07T00:53:42Z,2580000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
265,PT03M34.00S,2021-12-07T00:53:57.9Z,2,REGULAR,foul,technical,['1freethrow'],1628970,,,1610612755,48,55,2021-12-07T00:54:08Z,2590000,,,0,,M. Bridges defensive-3-second technical FOUL (1 Tech),[1628970],1610612766.0,CHA,defensive-3-second,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1627961.0,,,,1.0,1.0,,,,,
