actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
280,PT05M35.00S,2022-03-01T01:25:03.1Z,2,REGULAR,substitution,out,[],1629139,,,1610612751,38,59,2022-03-01T01:25:08Z,2790000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M35.00S,2022-03-01T01:25:03.1Z,2,REGULAR,substitution,in,[],203083,,,1610612751,38,59,2022-03-01T01:25:08Z,2800000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M35.00S,2022-03-01T01:25:03.1Z,2,REGULAR,substitution,in,[],1629018,,,1610612751,38,59,2022-03-01T01:25:08Z,2810000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M17.00S,2022-03-01T01:25:38.3Z,2,REGULAR,2pt,Jump Shot,[],203083,77.4802890932983,69.36274509803921,1610612751,38,59,2022-03-01T01:25:43Z,2820000,97.0,159.0,1,right,MISS A. Drummond 18' pullup Shot,[203083],1610612751.0,BKN,pullup,,,Drummond,A. Drummond,,,,,,,,,,,,,Missed,,,,,,18.63,,,,,,
284,PT05M15.00S,2022-03-01T01:25:40.3Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,38,59,2022-03-01T01:25:43Z,2830000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,283.0,1.0,0.0,1.0,,,,,,,
285,PT05M13.00S,2022-03-01T01:25:45.1Z,2,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,38,59,2022-03-01T01:25:49Z,2840000,,,0,,B. Brown lost ball out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,lost ball,,,Brown,B. Brown,,,,,1.0,,,203591.0,,,,,,,,,,,,,,,,,
286,PT05M02.00S,2022-03-01T01:26:00.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201152,5.338370565045992,44.85294117647059,1610612761,38,61,2022-03-01T01:26:03Z,2850000,26.0,-2.0,1,left,T. Young driving Layup (8 PTS),[201152],1610612761.0,TOR,driving,,,Young,T. Young,,,,,,,,,,,,,Made,8.0,,,,,2.58,,,,,,
288,PT04M49.00S,2022-03-01T01:26:14.3Z,2,REGULAR,foul,offensive,[],1630560,,,1610612751,38,61,2022-03-01T01:26:25Z,2870000,,,0,,C. Thomas charge offensive FOUL (3 PF),"[1630560, 201152]",1610612751.0,BKN,charge,,,Thomas,C. Thomas,,,,,,,,203591.0,3.0,0.0,Young,201152.0,,,,,,,,,,,,,
290,PT04M49.00S,2022-03-01T01:26:14.3Z,2,REGULAR,turnover,offensive foul,[],1630560,,,1610612751,38,61,2022-03-01T01:26:14Z,2890000,,,0,,C. Thomas offensive foul TURNOVER (3 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,3.0,,,203591.0,,,,,,,,,,,,,,,,,
291,PT04M32.00S,2022-03-01T01:26:45.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,7.178055190538765,4.411764705882353,1610612761,38,61,2022-03-01T01:26:49Z,2900000,228.0,15.0,1,left,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,Missed,,,,,,22.84,,,,,,
292,PT04M29.00S,2022-03-01T01:26:48.9Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,38,61,2022-03-01T01:26:49Z,2910000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,291.0,2.0,2.0,0.0,,,,,,,
293,PT04M27.00S,2022-03-01T01:26:51.8Z,2,REGULAR,turnover,lost ball,[],1630560,,,1610612751,38,61,2022-03-01T01:26:56Z,2920000,,,0,,C. Thomas lost ball TURNOVER (4 TO),"[1630560, 1630567]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,4.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,
294,PT04M27.00S,2022-03-01T01:26:51.8Z,2,REGULAR,steal,,[],1630567,,,1610612761,38,61,2022-03-01T01:26:53Z,2930000,,,0,,S. Barnes STEAL (3 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M21.00S,2022-03-01T01:26:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201152,6.915243101182654,51.71568627450981,1610612761,38,61,2022-03-01T01:27:00Z,2940000,-9.0,13.0,1,left,MISS T. Young running finger roll Layup,[201152],1610612761.0,TOR,running finger roll,,,Young,T. Young,,,,,,,,,,,,,Missed,,,,,,1.52,,,,,,
296,PT04M18.00S,2022-03-01T01:26:59.6Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,38,61,2022-03-01T01:26:59Z,2950000,,,0,,S. Barnes REBOUND (Off:4 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,295.0,6.0,2.0,4.0,,,,,,,
297,PT04M18.00S,2022-03-01T01:26:59.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,38,63,2022-03-01T01:26:59Z,2960000,0.0,0.0,1,left,S. Barnes tip Layup (18 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,18.0,,,,,0.0,,,,,,
298,PT04M06.00S,2022-03-01T01:27:12.0Z,2,REGULAR,3pt,Jump Shot,[],201949,66.5735873850197,67.15686274509804,1610612751,38,63,2022-03-01T01:27:21Z,2970000,86.0,262.0,1,right,MISS J. Johnson 27' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,Missed,,,,,,27.54,,,,,,
299,PT04M05.00S,2022-03-01T01:27:13.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,38,63,2022-03-01T01:27:21Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,
300,PT04M05.00S,2022-03-01T01:27:21.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201152,,,1610612751,38,63,2022-03-01T01:27:30Z,2990000,,,0,,T. Young loose ball personal FOUL (2 PF) (Drummond 2 FT),"[201152, 203083]",1610612761.0,TOR,loose ball,,,Young,T. Young,,,,,,,,203591.0,2.0,0.0,Drummond,203083.0,,,,,,,,,,,,,
302,PT04M05.00S,2022-03-01T01:27:43.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612751,38,63,2022-03-01T01:27:43Z,3010000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,Missed,,,,,,,,,,,,
303,PT04M05.00S,2022-03-01T01:27:43.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,38,63,2022-03-01T01:27:43Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,
304,PT04M05.00S,2022-03-01T01:27:44.3Z,2,REGULAR,substitution,out,[],201609,,,1610612751,38,63,2022-03-01T01:27:53Z,3030000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M05.00S,2022-03-01T01:27:44.3Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,38,63,2022-03-01T01:27:53Z,3040000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M05.00S,2022-03-01T01:27:44.3Z,2,REGULAR,substitution,out,[],201152,,,1610612751,38,63,2022-03-01T01:27:53Z,3050000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M05.00S,2022-03-01T01:27:44.3Z,2,REGULAR,substitution,in,[],203552,,,1610612751,38,63,2022-03-01T01:27:53Z,3060000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M05.00S,2022-03-01T01:27:44.3Z,2,REGULAR,substitution,in,[],1630561,,,1610612751,38,63,2022-03-01T01:27:53Z,3070000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT04M05.00S,2022-03-01T01:27:44.3Z,2,REGULAR,substitution,in,[],1630173,,,1610612751,38,63,2022-03-01T01:27:53Z,3080000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M05.00S,2022-03-01T01:28:05.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612751,39,63,2022-03-01T01:28:05Z,3090000,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
311,PT03M41.00S,2022-03-01T01:28:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,10.988830486202366,35.294117647058826,1610612761,39,65,2022-03-01T01:28:34Z,3100000,74.0,51.0,1,left,P. Achiuwa 8' driving floating bank Jump Shot (10 PTS),[1630173],1610612761.0,TOR,driving floating bank,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Made,10.0,,,,,8.93,,,,,,
312,PT03M22.00S,2022-03-01T01:28:49.8Z,2,REGULAR,turnover,lost ball,[],203083,,,1610612751,39,65,2022-03-01T01:28:53Z,3110000,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1629018]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,,
313,PT03M22.00S,2022-03-01T01:28:49.8Z,2,REGULAR,steal,,[],1629018,,,1610612761,39,65,2022-03-01T01:28:51Z,3120000,,,0,,G. Trent Jr. STEAL (3 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M18.00S,2022-03-01T01:28:54.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,16.90210249671485,42.8921568627451,1610612761,39,65,2022-03-01T01:28:58Z,3130000,36.0,106.0,1,left,MISS P. Siakam 11' floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,,,,,,,,,Missed,,,,,,11.22,,,,,,
316,PT03M14.00S,2022-03-01T01:28:58.0Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,39,65,2022-03-01T01:28:58Z,3150000,,,0,,S. Barnes REBOUND (Off:5 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,314.0,7.0,2.0,5.0,,,,,,,
317,PT03M14.00S,2022-03-01T01:28:57.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1630567,4.944152431011826,48.28431372549019,1610612761,39,67,2022-03-01T01:29:16Z,3160000,9.0,-6.0,1,left,S. Barnes putback Layup (20 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,20.0,,,,,1.05,,,,,,
318,PT02M58.00S,2022-03-01T01:29:13.2Z,2,REGULAR,turnover,bad pass,[],203083,,,1610612751,39,67,2022-03-01T01:29:19Z,3170000,,,0,,A. Drummond bad pass TURNOVER (2 TO),"[203083, 1630567]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,2.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,
319,PT02M58.00S,2022-03-01T01:29:13.2Z,2,REGULAR,steal,,[],1630567,,,1610612761,39,67,2022-03-01T01:29:14Z,3180000,,,0,,S. Barnes STEAL (4 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M55.00S,2022-03-01T01:29:18.3Z,2,REGULAR,turnover,out-of-bounds,[],1629018,,,1610612761,39,67,2022-03-01T01:29:38Z,3190000,,,0,,G. Trent Jr. lost ball out-of-bounds TURNOVER (1 TO),[1629018],1610612761.0,TOR,lost ball,,,Trent Jr.,G. Trent Jr.,,,,,1.0,,,203591.0,,,,,,,,,,,,,,,,,
321,PT02M55.00S,2022-03-01T01:29:25.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,39,67,2022-03-01T01:29:25Z,3200000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M55.00S,2022-03-01T01:30:01.7Z,2,REGULAR,substitution,out,[],203083,,,1610612751,39,67,2022-03-01T01:31:54Z,3210000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M55.00S,2022-03-01T01:30:01.7Z,2,REGULAR,substitution,out,[],201949,,,1610612751,39,67,2022-03-01T01:31:54Z,3220000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M55.00S,2022-03-01T01:30:01.7Z,2,REGULAR,substitution,in,[],201988,,,1610612751,39,67,2022-03-01T01:31:54Z,3230000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M55.00S,2022-03-01T01:30:01.7Z,2,REGULAR,substitution,in,[],200746,,,1610612751,39,67,2022-03-01T01:31:54Z,3240000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M45.00S,2022-03-01T01:32:24.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612751,39,67,2022-03-01T01:32:29Z,3250000,,,0,,G. Trent Jr. personal FOUL (1 PF) (Curry 2 FT),"[1629018, 203552]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,203591.0,1.0,0.0,Curry,203552.0,,,,,,,,,,,,,
328,PT02M45.00S,2022-03-01T01:32:49.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203552,,,1610612751,40,67,2022-03-01T01:32:49Z,3270000,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
329,PT02M45.00S,2022-03-01T01:33:03.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203552,,,1610612751,41,67,2022-03-01T01:33:03Z,3280000,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
330,PT02M35.00S,2022-03-01T01:33:17.7Z,2,REGULAR,foul,offensive,['inpenalty'],1630173,,,1610612761,41,67,2022-03-01T01:33:26Z,3290000,,,0,,P. Achiuwa offensive FOUL (1 PF),"[1630173, 203552]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,202901.0,1.0,0.0,Curry,203552.0,,,,,,,,,,,,,
332,PT02M35.00S,2022-03-01T01:33:17.7Z,2,REGULAR,turnover,offensive foul,[],1630173,,,1610612761,41,67,2022-03-01T01:33:17Z,3310000,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,1.0,,,202901.0,,,,,,,,,,,,,,,,,
334,PT02M27.00S,2022-03-01T01:33:48.3Z,2,REGULAR,violation,kicked ball,[],1630567,,,1610612751,41,67,2022-03-01T01:33:53Z,3330000,,,0,,S. Barnes kicked ball VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,203591.0,,,,,,,,,,,,,,,,,
336,PT02M12.00S,2022-03-01T01:34:09.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,91.14651773981603,47.549019607843135,1610612751,41,67,2022-03-01T01:34:12Z,3340000,-12.0,31.0,1,right,MISS B. Brown floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,,,,Missed,,,,,,3.31,,,,,,
337,PT02M11.00S,2022-03-01T01:34:11.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,41,67,2022-03-01T01:34:11Z,3350000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,336.0,2.0,1.0,1.0,,,,,,,
338,PT01M52.00S,2022-03-01T01:34:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,5.469776609724048,63.725490196078425,1610612761,41,67,2022-03-01T01:35:13Z,3360000,-69.0,-1.0,1,left,MISS G. Trent Jr. 6' Layup,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,Missed,,,,,,6.86,,,,,,
339,PT01M50.00S,2022-03-01T01:34:38.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,41,67,2022-03-01T01:35:13Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,
340,PT01M49.00S,2022-03-01T01:34:40.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,41,67,2022-03-01T01:34:49Z,3380000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,,
341,PT01M38.00S,2022-03-01T01:34:58.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203552,92.06636005256242,80.3921568627451,1610612751,41,67,2022-03-01T01:35:04Z,3390000,152.0,22.0,1,right,MISS S. Curry 15' pullup Shot,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,,,,15.36,,,,,,
342,PT01M35.00S,2022-03-01T01:35:01.2Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,41,67,2022-03-01T01:51:48Z,3400000,,,0,,B. Brown REBOUND (Off:2 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,341.0,2.0,0.0,2.0,,,,,,,
343,PT01M29.00S,2022-03-01T01:35:07.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201988,78.53153745072274,7.8431372549019605,1610612751,41,67,2022-03-01T01:35:17Z,3410000,-211.0,149.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,Missed,,,,,,25.83,,,,,,
344,PT01M26.00S,2022-03-01T01:35:10.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,41,67,2022-03-01T01:35:17Z,3420000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,343.0,3.0,2.0,1.0,,,,,,,
345,PT01M14.00S,2022-03-01T01:35:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.389618922470433,43.13725490196079,1610612761,41,67,2022-03-01T01:35:27Z,3430000,34.0,8.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,,,,Missed,,,,,,3.51,,,,,,
346,PT01M10.00S,2022-03-01T01:35:26.0Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,41,67,2022-03-01T01:35:26Z,3440000,,,0,,S. Barnes REBOUND (Off:6 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,345.0,8.0,2.0,6.0,,,,,,,
347,PT01M10.00S,2022-03-01T01:35:26.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,41,69,2022-03-01T01:35:26Z,3450000,0.0,0.0,1,left,S. Barnes tip Layup (22 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,22.0,,,,,0.0,,,,,,
348,PT01M01.00S,2022-03-01T01:35:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201988,92.32917214191852,43.13725490196079,1610612751,41,69,2022-03-01T01:35:41Z,3460000,-34.0,20.0,1,right,MISS P. Mills driving floating bank Shot,[201988],1610612751.0,BKN,driving floating bank,,,Mills,P. Mills,,,,,,,,,,,,,Missed,,,,,,3.95,,,,,,
349,PT00M58.90S,2022-03-01T01:35:38.6Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,41,69,2022-03-01T01:35:38Z,3470000,,,0,,B. Brown REBOUND (Off:3 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,348.0,3.0,0.0,3.0,,,,,,,
350,PT00M58.20S,2022-03-01T01:35:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,93.24901445466492,47.794117647058826,1610612751,41,69,2022-03-01T01:35:44Z,3480000,-11.0,11.0,1,right,MISS B. Brown putback Layup,[1628971],1610612751.0,BKN,putback,,,Brown,B. Brown,,,,,,,,,,,,,Missed,,,,,,1.56,,,,,,
351,PT00M57.10S,2022-03-01T01:35:40.3Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,41,69,2022-03-01T01:35:44Z,3490000,,,0,,B. Brown REBOUND (Off:4 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,350.0,4.0,0.0,4.0,,,,,,,
352,PT00M57.10S,2022-03-01T01:35:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,94.40999984741211,50.0,1610612751,43,69,2022-03-01T01:35:44Z,3500000,0.0,0.0,1,right,B. Brown putback Layup (9 PTS),[1628971],1610612751.0,BKN,putback,,,Brown,B. Brown,,,,,,,,,,,,,Made,9.0,,,,,0.0,,,,,,
353,PT00M42.20S,2022-03-01T01:36:00.8Z,2,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612761,43,69,2022-03-01T01:36:07Z,3510000,,,0,,P. Achiuwa step out-of-bounds TURNOVER (2 TO),[1630173],1610612761.0,TOR,step,,,Achiuwa,P. Achiuwa,,,,,2.0,,,203591.0,,,,,,,,,,,,,,,,,
354,PT00M30.60S,2022-03-01T01:36:21.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203552,92.46057818659659,61.51960784313726,1610612751,45,69,2022-03-01T01:36:26Z,3520000,58.0,18.0,1,right,S. Curry 6' driving floating Jump Shot (4 PTS) (P. Mills 1 AST),"[203552, 201988]",1610612751.0,BKN,driving floating,,,Curry,S. Curry,,,,,,,,,,,,,Made,4.0,,,,,6.05,P. Mills,201988.0,1.0,,,
355,PT00M15.80S,2022-03-01T01:36:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,8.360709592641262,35.049019607843135,1610612761,45,69,2022-03-01T01:36:45Z,3530000,75.0,26.0,1,left,MISS M. Flynn 7' driving floating Shot,[1630201],1610612761.0,TOR,driving floating,,,Flynn,M. Flynn,,,,,,,,,,,,,Missed,,,,,,7.92,,,,,,
356,PT00M15.30S,2022-03-01T01:36:43.5Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,45,69,2022-03-01T01:36:43Z,3540000,,,0,,S. Barnes REBOUND (Off:7 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,355.0,9.0,2.0,7.0,,,,,,,
357,PT00M15.30S,2022-03-01T01:36:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,45,71,2022-03-01T01:36:43Z,3550000,0.0,0.0,1,left,S. Barnes tip Layup (24 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,24.0,,,,,0.0,,,,,,
358,PT00M02.50S,2022-03-01T01:36:56.3Z,2,REGULAR,3pt,Jump Shot,[],203552,66.5735873850197,35.53921568627451,1610612751,48,71,2022-03-01T01:37:00Z,3560000,-72.0,262.0,1,right,S. Curry 27' 3PT  (7 PTS) (L. Aldridge 1 AST),"[203552, 200746]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,Made,7.0,,,,,27.15,L. Aldridge,200746.0,1.0,,,
360,PT00M00.00S,2022-03-01T01:37:12.3Z,2,REGULAR,period,end,[],0,,,1610612761,48,71,2022-03-01T01:37:12Z,3580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-03-01T01:51:28.5Z,3,REGULAR,substitution,out,['startperiod'],1630561,,,1610612761,48,71,2022-03-01T01:52:26Z,3590000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-03-01T01:51:28.5Z,3,REGULAR,substitution,out,['startperiod'],200746,,,1610612761,48,71,2022-03-01T01:52:26Z,3600000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-03-01T01:51:28.5Z,3,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,48,71,2022-03-01T01:52:26Z,3610000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-03-01T01:51:28.5Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612761,48,71,2022-03-01T01:52:26Z,3630000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
