actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
622,PT04M04.00S,2022-01-08T02:47:33.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203648,,,1610612749,96,119,2022-01-08T02:47:33Z,6090000,,,0,,T. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
623,PT03M55.00S,2022-01-08T02:47:44.6Z,4,REGULAR,3pt,Jump Shot,[],1628975,82.07950065703022,92.40196078431373,1610612751,99,119,2022-01-08T02:47:50Z,6100000,212.0,116.0,1,right,J. Carter 24' 3PT  (3 PTS) (K. Edwards 2 AST),"[1628975, 1630556]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,24.17,Made,,,,,3.0,,,,,,,,,K. Edwards,1630556.0,2.0,,,
625,PT03M52.00S,2022-01-08T02:47:54.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,99,119,2022-01-08T02:47:54Z,6120000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M52.00S,2022-01-08T02:47:56.5Z,4,REGULAR,substitution,out,[],1629670,,,1610612749,99,119,2022-01-08T02:50:51Z,6130000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M52.00S,2022-01-08T02:47:56.5Z,4,REGULAR,substitution,in,[],1630606,,,1610612749,99,119,2022-01-08T02:50:51Z,6140000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M39.00S,2022-01-08T02:51:31.8Z,4,REGULAR,3pt,Jump Shot,[],203918,28.728646517739815,76.7156862745098,1610612749,99,119,2022-01-08T02:51:36Z,6150000,-134.0,218.0,1,left,MISS R. Hood 25' 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
629,PT03M34.00S,2022-01-08T02:51:36.8Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,99,119,2022-01-08T02:51:36Z,6160000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,628.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
630,PT03M25.00S,2022-01-08T02:51:45.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,94.30026281208936,51.9607843137255,1610612751,101,119,2022-01-08T02:54:05Z,6170000,10.0,1.0,1,right,D. Sharpe DUNK (2 PTS) (K. Edwards 3 AST),"[1630549, 1630556]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,0.99,Made,,,,,2.0,,,,,,,,,K. Edwards,1630556.0,3.0,,,
632,PT03M08.00S,2022-01-08T02:52:02.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203648,8.492115637319317,49.754901960784316,1610612749,101,119,2022-01-08T02:52:06Z,6190000,1.0,27.0,1,left,MISS T. Antetokounmpo Hook,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,,
633,PT03M05.00S,2022-01-08T02:52:05.2Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612751,101,119,2022-01-08T02:52:06Z,6200000,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,632.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
634,PT03M00.00S,2022-01-08T02:52:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,92.85479632063075,46.568627450980394,1610612751,101,119,2022-01-08T02:52:19Z,6210000,-17.0,15.0,1,right,MISS J. Carter driving Layup - blocked,"[1628975, 203648]",1610612751.0,BKN,driving,,,Carter,J. Carter,,,,,2.26,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203648.0,
635,PT03M00.00S,2022-01-08T02:52:11.3Z,4,REGULAR,block,,[],203648,,,1610612751,101,119,2022-01-08T02:52:14Z,6220000,,,0,,T. Antetokounmpo BLOCK (1 BLK),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M00.00S,2022-01-08T02:52:11.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,101,119,2022-01-08T02:52:19Z,6230000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,634.0,,,,,,,,,,,,,,,,,,
637,PT03M00.00S,2022-01-08T02:52:18.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,101,119,2022-01-08T02:52:18Z,6240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M00.00S,2022-01-08T02:52:19.1Z,4,REGULAR,substitution,out,[],203918,,,1610612751,101,119,2022-01-08T02:52:30Z,6250000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M00.00S,2022-01-08T02:52:19.1Z,4,REGULAR,substitution,in,[],1628436,,,1610612751,101,119,2022-01-08T02:52:30Z,6260000,,,0,,SUB in: L. Kornet,[1628436],1610612749.0,MIL,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT02M58.00S,2022-01-08T02:52:35.1Z,4,REGULAR,foul,personal,['2freethrow'],203648,,,1610612751,101,119,2022-01-08T02:52:52Z,6270000,,,0,,T. Antetokounmpo shooting personal FOUL (3 PF) (Duke Jr. 2 FT),"[203648, 1630561]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,201245.0,3.0,0.0,Duke Jr.,1630561.0,,,,,,,,,
642,PT02M58.00S,2022-01-08T02:52:54.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630561,,,1610612751,102,119,2022-01-08T02:52:54Z,6290000,,,0,,D. Duke Jr. Free Throw 1 of 2 (6 PTS),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
643,PT02M58.00S,2022-01-08T02:53:02.3Z,4,REGULAR,substitution,out,[],1630572,,,1610612751,102,119,2022-01-08T02:53:11Z,6300000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M58.00S,2022-01-08T02:53:02.3Z,4,REGULAR,substitution,in,[],1630288,,,1610612751,102,119,2022-01-08T02:53:11Z,6310000,,,0,,SUB in: J. Dowtin,[1630288],1610612749.0,MIL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M58.00S,2022-01-08T02:53:22.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630561,,,1610612751,103,119,2022-01-08T02:53:22Z,6320000,,,0,,D. Duke Jr. Free Throw 2 of 2 (7 PTS),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
646,PT02M37.00S,2022-01-08T02:53:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630606,8.09789750328515,54.166666666666664,1610612749,103,119,2022-01-08T02:53:50Z,6330000,-21.0,24.0,1,left,MISS J. Smart driving Layup,[1630606],1610612749.0,MIL,driving,,,Smart,J. Smart,,,,,3.15,Missed,,,,,,,,,,,,,,,,,,,
647,PT02M34.00S,2022-01-08T02:53:48.6Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612751,103,119,2022-01-08T03:03:32Z,6340000,,,0,,K. Edwards REBOUND (Off:0 Def:3),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,646.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
650,PT02M27.00S,2022-01-08T02:53:58.2Z,4,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612751,103,119,2022-01-08T02:54:07Z,6370000,,,0,,L. Kornet shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1628436, 1630549]",1610612749.0,MIL,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,202053.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,
652,PT02M27.00S,2022-01-08T02:54:17.3Z,4,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,104,119,2022-01-08T02:54:17Z,6390000,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
653,PT02M27.00S,2022-01-08T02:54:31.0Z,4,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,105,119,2022-01-08T02:54:31Z,6400000,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
654,PT02M05.00S,2022-01-08T02:54:55.6Z,4,REGULAR,3pt,Jump Shot,[],203648,8.623521681997373,95.83333333333334,1610612749,105,119,2022-01-08T02:58:48Z,6410000,-229.0,29.0,1,left,MISS T. Antetokounmpo pullup 3PT,[203648],1610612749.0,MIL,pullup,,,Antetokounmpo,T. Antetokounmpo,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,,
655,PT02M00.00S,2022-01-08T02:55:00.6Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,105,119,2022-01-08T02:55:02Z,6420000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,654.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
656,PT01M58.00S,2022-01-08T02:55:02.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,69.07030223390277,28.431372549019606,1610612751,105,119,2022-01-08T02:55:21Z,6430000,-108.0,238.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
657,PT01M55.00S,2022-01-08T02:55:05.3Z,4,REGULAR,rebound,offensive,[],1630556,,,1610612751,105,119,2022-01-08T02:55:21Z,6440000,,,0,,K. Edwards REBOUND (Off:1 Def:3),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,656.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
658,PT01M51.00S,2022-01-08T02:55:09.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,74.85216819973719,16.176470588235293,1610612751,105,119,2022-01-08T02:55:15Z,6450000,-169.0,184.0,1,right,MISS J. Carter 24' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
659,PT01M49.00S,2022-01-08T02:55:14.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,105,119,2022-01-08T02:55:14Z,6460000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,658.0,,,,,,,,,,,,,,,,,,
660,PT01M49.00S,2022-01-08T02:55:15.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,105,119,2022-01-08T02:55:15Z,6470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M28.00S,2022-01-08T02:55:39.3Z,4,REGULAR,3pt,Jump Shot,[],203648,29.122864651773984,72.30392156862744,1610612749,105,119,2022-01-08T02:55:44Z,6480000,-112.0,221.0,1,left,MISS T. Antetokounmpo 24' step back 3PT,[203648],1610612749.0,MIL,step back,,,Antetokounmpo,T. Antetokounmpo,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
662,PT01M25.00S,2022-01-08T02:55:42.3Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612749,105,119,2022-01-08T02:55:44Z,6490000,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612749.0,MIL,,,,Kornet,L. Kornet,,,,,,,661.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
663,PT01M21.00S,2022-01-08T02:55:46.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630288,7.966491458607096,3.1862745098039214,1610612749,105,119,2022-01-08T02:55:50Z,6500000,234.0,22.0,1,left,MISS J. Dowtin 3PT,[1630288],1610612749.0,MIL,,,,Dowtin,J. Dowtin,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
664,PT01M18.00S,2022-01-08T02:55:49.1Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,105,119,2022-01-08T02:55:50Z,6510000,,,0,,T. Antetokounmpo REBOUND (Off:2 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,663.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
665,PT01M16.00S,2022-01-08T02:55:52.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203648,5.469776609724048,51.225490196078425,1610612749,105,121,2022-01-08T02:55:57Z,6520000,-6.0,-1.0,1,left,T. Antetokounmpo driving DUNK (4 PTS),[203648],1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,0.62,Made,,,,,4.0,,,,,,,,,,,,,,
666,PT01M04.00S,2022-01-08T02:56:09.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,86.02168199737189,49.26470588235294,1610612751,107,121,2022-01-08T02:56:13Z,6530000,-4.0,79.0,1,right,D. Sharpe 7' driving floating Jump Shot (6 PTS),[1630549],1610612751.0,BKN,driving floating,,,Sharpe,D. Sharpe,,,,,7.9,Made,,,,,6.0,,,,,,,,,,,,,,
667,PT00M53.20S,2022-01-08T02:56:25.2Z,4,REGULAR,turnover,lost ball,[],1630606,,,1610612749,107,121,2022-01-08T02:56:29Z,6540000,,,0,,J. Smart lost ball TURNOVER (1 TO),"[1630606, 1628975]",1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,1.0,Carter,1628975.0,,,,,,
668,PT00M53.20S,2022-01-08T02:56:25.2Z,4,REGULAR,steal,,[],1628975,,,1610612751,107,121,2022-01-08T02:56:28Z,6550000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M50.20S,2022-01-08T02:56:29.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628975,93.64323258869908,50.245098039215684,1610612751,109,121,2022-01-08T02:56:48Z,6560000,1.0,7.0,1,right,J. Carter running DUNK (5 PTS),[1628975],1610612751.0,BKN,running,,,Carter,J. Carter,,,,,0.74,Made,,,,,5.0,,,,,,,,,,,,,,
670,PT00M33.30S,2022-01-08T02:56:53.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,109,121,2022-01-08T02:56:53Z,6570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M29.40S,2022-01-08T02:57:08.5Z,4,REGULAR,2pt,Jump Shot,[],1628436,8.492115637319317,73.0392156862745,1610612749,109,121,2022-01-08T03:02:00Z,6580000,-115.0,27.0,1,left,MISS L. Kornet 11' turnaround fadeaway Shot,[1628436],1610612749.0,MIL,turnaround fadeaway,,,Kornet,L. Kornet,,,,,11.84,Missed,,,,,,,,,,,,,,,,,,,
672,PT00M25.90S,2022-01-08T02:57:12.0Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,109,121,2022-01-08T02:57:13Z,6590000,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,671.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
673,PT00M22.00S,2022-01-08T02:57:15.9Z,4,REGULAR,3pt,Jump Shot,[],1628975,72.61826544021025,78.67647058823529,1610612751,109,121,2022-01-08T02:57:23Z,6600000,143.0,205.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
674,PT00M16.80S,2022-01-08T02:57:21.1Z,4,REGULAR,rebound,defensive,[],1630606,,,1610612749,109,121,2022-01-08T02:57:21Z,6610000,,,0,,J. Smart REBOUND (Off:0 Def:1),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,673.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
675,PT00M00.00S,2022-01-08T02:57:38.9Z,4,REGULAR,period,end,[],0,,,1610612749,109,121,2022-01-08T02:57:39Z,6620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M00.00S,2022-01-08T02:57:40.8Z,4,REGULAR,game,end,[],0,,,0,109,121,2022-01-08T02:57:40Z,6630000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
