actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
177,PT12M00.00S,2022-01-08T01:14:32.6Z,2,REGULAR,substitution,in,['startperiod'],202083,,,1610612751,21,29,2022-01-08T01:16:10Z,1740000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-08T01:16:25.2Z,2,REGULAR,period,start,[],0,,,1610612749,21,29,2022-01-08T01:16:25Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M38.00S,2022-01-08T01:16:47.2Z,2,REGULAR,2pt,Jump Shot,[],1626171,94.95729303547962,70.58823529411765,1610612749,21,29,2022-01-08T01:17:03Z,1760000,103.0,-5.0,1,right,MISS B. Portis 10' turnaround Shot - blocked,"[1626171, 201935]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,10.3,Missed,,,,,,,,,,,,,,,,,Harden,201935.0,
180,PT11M38.00S,2022-01-08T01:16:47.2Z,2,REGULAR,block,,[],201935,,,1610612749,21,29,2022-01-08T01:16:50Z,1770000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M38.00S,2022-01-08T01:16:47.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,21,29,2022-01-08T01:17:03Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,,
182,PT11M38.00S,2022-01-08T01:16:52.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,21,29,2022-01-08T01:16:52Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M35.00S,2022-01-08T01:17:04.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203114,87.07293035479631,79.90196078431373,1610612749,21,29,2022-01-08T01:18:02Z,1800000,150.0,69.0,1,right,MISS K. Middleton 16' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,16.47,Missed,,,,,,,,,,,,,,,,,,,
184,PT11M30.00S,2022-01-08T01:17:09.4Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,21,29,2022-01-08T01:17:10Z,1810000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
185,PT11M19.00S,2022-01-08T01:17:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,4.944152431011826,51.470588235294116,1610612751,23,29,2022-01-08T01:18:24Z,1820000,-7.0,-6.0,1,left,J. Harden driving finger roll Layup (2 PTS),[201935],1610612751.0,BKN,driving finger roll,,,Harden,J. Harden,,,,,0.95,Made,,,,,2.0,,,,,,,,,,,,,,
186,PT11M06.00S,2022-01-08T01:17:33.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,84.05059132720105,56.86274509803921,1610612749,23,29,2022-01-08T01:17:39Z,1830000,34.0,97.0,1,right,MISS B. Portis 10' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,10.33,Missed,,,,,,,,,,,,,,,,,,,
187,PT11M02.00S,2022-01-08T01:17:37.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,23,29,2022-01-08T01:17:39Z,1840000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
188,PT10M40.00S,2022-01-08T01:18:01.3Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612751,23,29,2022-01-08T01:18:11Z,1850000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Claxton 2 FT),"[203507, 1629651]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,201245.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,
190,PT10M40.00S,2022-01-08T01:18:30.3Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,24,29,2022-01-08T01:18:30Z,1870000,,,0,,N. Claxton Free Throw 1 of 2 (1 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
191,PT10M40.00S,2022-01-08T01:18:46.5Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,25,29,2022-01-08T01:18:46Z,1880000,,,0,,N. Claxton Free Throw 2 of 2 (2 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
192,PT10M31.00S,2022-01-08T01:18:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.03745072273325,51.9607843137255,1610612749,25,31,2022-01-08T01:19:01Z,1890000,10.0,4.0,1,right,G. Antetokounmpo cutting Layup (12 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.04,Made,,,,,12.0,,,,,,,,,K. Middleton,203114.0,2.0,,,
194,PT10M04.00S,2022-01-08T01:19:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.668199737187912,51.225490196078425,1610612751,27,31,2022-01-08T01:19:27Z,1910000,-6.0,85.0,1,left,C. Thomas 8' driving floating Jump Shot (4 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,8.56,Made,,,,,4.0,,,,,,,,,,,,,,
195,PT09M43.00S,2022-01-08T01:19:44.0Z,2,REGULAR,3pt,Jump Shot,[],1626171,96.13994743758212,95.09803921568627,1610612749,27,34,2022-01-08T01:19:49Z,1920000,225.0,-16.0,1,right,B. Portis 3PT  (13 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,22.61,Made,,,,,13.0,,,,,,,,,G. Antetokounmpo,203507.0,3.0,,,
197,PT09M24.00S,2022-01-08T01:20:03.6Z,2,REGULAR,2pt,Jump Shot,[],1630560,8.09789750328515,74.01960784313727,1610612751,29,34,2022-01-08T01:20:32Z,1940000,-120.0,24.0,1,left,C. Thomas 12' driving floating Jump Shot (6 PTS) (J. Harden 2 AST),"[1630560, 201935]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,12.24,Made,,,,,6.0,,,,,,,,,J. Harden,201935.0,2.0,,,
199,PT09M24.00S,2022-01-08T01:20:07.7Z,2,REGULAR,foul,personal,['1freethrow'],203507,,,1610612751,29,34,2022-01-08T01:20:27Z,1960000,,,0,,G. Antetokounmpo shooting personal FOUL (3 PF) (Thomas 1 FT),"[203507, 1630560]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,1199.0,3.0,0.0,Thomas,1630560.0,,,,,,,,,
201,PT09M24.00S,2022-01-08T01:20:17.3Z,2,REGULAR,substitution,out,[],203507,,,1610612751,29,34,2022-01-08T01:20:25Z,1980000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M24.00S,2022-01-08T01:20:17.3Z,2,REGULAR,substitution,in,[],204038,,,1610612751,29,34,2022-01-08T01:20:25Z,1990000,,,0,,SUB in: L. Galloway,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M24.00S,2022-01-08T01:20:45.6Z,2,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,30,34,2022-01-08T01:20:45Z,2000000,,,0,,C. Thomas Free Throw 1 of 1 (7 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
204,PT09M15.00S,2022-01-08T01:20:55.3Z,2,REGULAR,3pt,Jump Shot,[],203114,67.36202365308804,41.66666666666667,1610612749,30,34,2022-01-08T01:21:48Z,2010000,-42.0,254.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M12.00S,2022-01-08T01:20:58.3Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,30,34,2022-01-08T01:21:48Z,2020000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,204.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
206,PT09M12.00S,2022-01-08T01:21:02.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,30,36,2022-01-08T01:22:35Z,2030000,0.0,0.0,1,right,B. Portis putback Layup (15 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,0.0,Made,,,,,15.0,,,,,,,,,,,,,,
207,PT09M12.00S,2022-01-08T01:21:03.4Z,2,REGULAR,foul,personal,['1freethrow'],1627761,,,1610612749,30,36,2022-01-08T01:21:13Z,2040000,,,0,,D. Bembry shooting personal FOUL (1 PF) (Portis 1 FT),"[1627761, 1626171]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,1199.0,1.0,0.0,Portis,1626171.0,,,,,,,,,
209,PT09M12.00S,2022-01-08T01:21:24.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626171,,,1610612749,30,37,2022-01-08T01:21:24Z,2060000,,,0,,B. Portis Free Throw 1 of 1 (16 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
210,PT08M50.00S,2022-01-08T01:21:48.6Z,2,REGULAR,3pt,Jump Shot,[],201988,5.338370565045992,97.05882352941177,1610612751,30,37,2022-01-08T01:21:53Z,2070000,-235.0,-2.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M46.00S,2022-01-08T01:21:51.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,30,37,2022-01-08T01:21:51Z,2080000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,210.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
212,PT08M42.00S,2022-01-08T01:22:00.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,30,37,2022-01-08T01:22:00Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M32.00S,2022-01-08T01:22:25.2Z,2,REGULAR,3pt,Jump Shot,[],204038,74.32654402102497,84.06862745098039,1610612749,30,37,2022-01-08T01:22:29Z,2100000,170.0,189.0,1,right,MISS L. Galloway 25' 3PT,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M29.00S,2022-01-08T01:22:28.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,30,37,2022-01-08T01:22:29Z,2110000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,213.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
215,PT08M22.00S,2022-01-08T01:22:35.6Z,2,REGULAR,3pt,Jump Shot,[],201935,27.94021024967148,77.20588235294117,1610612751,30,37,2022-01-08T01:24:45Z,2120000,-136.0,210.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M19.00S,2022-01-08T01:22:38.6Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,30,37,2022-01-08T01:22:39Z,2130000,,,0,,K. Middleton REBOUND (Off:0 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,215.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
217,PT08M12.00S,2022-01-08T01:22:45.7Z,2,REGULAR,2pt,Jump Shot,[],1629670,93.77463863337714,79.65686274509804,1610612749,30,37,2022-01-08T01:22:51Z,2140000,148.0,6.0,1,right,MISS J. Nwora 14' step back Shot,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,14.84,Missed,,,,,,,,,,,,,,,,,,,
218,PT08M08.00S,2022-01-08T01:22:49.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,30,37,2022-01-08T01:22:51Z,2150000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,217.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
219,PT08M02.00S,2022-01-08T01:22:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,9.149145860709593,50.98039215686274,1610612751,30,37,2022-01-08T01:23:00Z,2160000,-5.0,34.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1626171]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,3.39,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0,
220,PT08M02.00S,2022-01-08T01:22:55.0Z,2,REGULAR,block,,[],1626171,,,1610612751,30,37,2022-01-08T01:22:57Z,2170000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M59.00S,2022-01-08T01:22:58.0Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,30,37,2022-01-08T01:23:00Z,2180000,,,0,,W. Matthews REBOUND (Off:0 Def:2),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
222,PT07M55.00S,2022-01-08T01:23:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,94.56307490144546,53.67647058823529,1610612749,30,39,2022-01-08T01:23:20Z,2190000,18.0,-1.0,1,right,B. Portis cutting Layup (18 PTS) (L. Galloway 2 AST),"[1626171, 204038]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,1.85,Made,,,,,18.0,,,,,,,,,L. Galloway,204038.0,2.0,,,
224,PT07M55.00S,2022-01-08T01:23:05.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,30,39,2022-01-08T01:23:05Z,2210000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M55.00S,2022-01-08T01:23:06.9Z,2,REGULAR,substitution,out,[],201988,,,1610612751,30,39,2022-01-08T01:26:19Z,2220000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M55.00S,2022-01-08T01:23:06.9Z,2,REGULAR,substitution,out,[],1629670,,,1610612751,30,39,2022-01-08T01:26:19Z,2230000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M55.00S,2022-01-08T01:23:06.9Z,2,REGULAR,substitution,in,[],201142,,,1610612751,30,39,2022-01-08T01:26:19Z,2240000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M55.00S,2022-01-08T01:23:06.9Z,2,REGULAR,substitution,in,[],203918,,,1610612751,30,39,2022-01-08T01:26:19Z,2250000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M38.00S,2022-01-08T01:26:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,17.0335085413929,41.66666666666667,1610612751,30,39,2022-01-08T01:27:09Z,2260000,42.0,108.0,1,left,MISS N. Claxton 11' driving floating Shot,[1629651],1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,11.54,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M35.00S,2022-01-08T01:26:53.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,30,39,2022-01-08T01:26:57Z,2270000,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,229.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
231,PT07M33.00S,2022-01-08T01:26:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.732588699080158,50.245098039215684,1610612751,30,39,2022-01-08T01:28:02Z,2280000,-1.0,1.0,1,left,MISS N. Claxton putback Layup,[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,0.18,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M33.00S,2022-01-08T01:26:54.3Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,30,39,2022-01-08T01:27:00Z,2290000,,,0,,N. Claxton REBOUND (Off:3 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,231.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
233,PT07M30.00S,2022-01-08T01:26:57.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,32,39,2022-01-08T01:26:57Z,2300000,0.0,0.0,1,left,N. Claxton tip Layup (4 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
234,PT07M18.00S,2022-01-08T01:27:08.9Z,2,REGULAR,2pt,Jump Shot,[],203114,76.42904073587385,67.8921568627451,1610612749,32,39,2022-01-08T01:27:16Z,2310000,89.0,169.0,1,right,MISS K. Middleton 19' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,,
235,PT07M14.00S,2022-01-08T01:27:12.9Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,32,39,2022-01-08T01:27:16Z,2320000,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,234.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
236,PT07M14.00S,2022-01-08T01:27:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,94.40999984741211,50.0,1610612749,32,41,2022-01-08T01:27:13Z,2330000,0.0,0.0,1,right,B. Portis tip Layup (20 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Made,,,,,20.0,,,,,,,,,,,,,,
237,PT07M01.00S,2022-01-08T01:27:27.0Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,32,41,2022-01-08T01:27:31Z,2340000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 204038]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,2.0,Galloway,204038.0,,,,,,
238,PT07M01.00S,2022-01-08T01:27:27.0Z,2,REGULAR,steal,,[],204038,,,1610612749,32,41,2022-01-08T01:27:29Z,2350000,,,0,,L. Galloway STEAL (1 STL),[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M54.00S,2022-01-08T01:27:34.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,66.96780551905388,46.32352941176471,1610612749,32,41,2022-01-08T01:27:38Z,2360000,-18.0,258.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
240,PT06M50.00S,2022-01-08T01:27:38.3Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,32,41,2022-01-08T01:27:38Z,2370000,,,0,,C. Thomas REBOUND (Off:1 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
241,PT06M42.00S,2022-01-08T01:27:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,6.652431011826544,51.470588235294116,1610612751,32,41,2022-01-08T01:27:49Z,2380000,-7.0,10.0,1,left,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,1.24,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M39.00S,2022-01-08T01:27:48.3Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,32,41,2022-01-08T01:27:49Z,2400000,,,0,,W. Matthews REBOUND (Off:0 Def:3),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
244,PT06M37.00S,2022-01-08T01:27:52.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,32,41,2022-01-08T01:27:52Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M29.00S,2022-01-08T01:28:14.0Z,2,REGULAR,3pt,Jump Shot,[],202083,89.43823915900131,4.166666666666666,1610612749,32,41,2022-01-08T01:28:19Z,2420000,-229.0,47.0,1,right,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
246,PT06M24.00S,2022-01-08T01:28:19.0Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,32,41,2022-01-08T01:28:19Z,2430000,,,0,,C. Thomas REBOUND (Off:1 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
247,PT06M09.00S,2022-01-08T01:28:35.3Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612751,32,41,2022-01-08T01:28:51Z,2440000,,,0,,B. Portis shooting personal FOUL (1 PF) (Harden 2 FT),"[1626171, 201935]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,1199.0,1.0,0.0,Harden,201935.0,,,,,,,,,
249,PT06M09.00S,2022-01-08T01:29:01.3Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,33,41,2022-01-08T01:29:01Z,2460000,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
250,PT06M09.00S,2022-01-08T01:29:18.5Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,34,41,2022-01-08T01:29:18Z,2470000,,,0,,J. Harden Free Throw 2 of 2 (4 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
251,PT05M57.00S,2022-01-08T01:29:31.1Z,2,REGULAR,3pt,Jump Shot,[],203918,66.17936925098554,48.77450980392157,1610612749,34,44,2022-01-08T01:44:41Z,2480000,-6.0,265.0,1,right,R. Hood 26' 3PT pullup (3 PTS) (B. Portis 1 AST),"[203918, 1626171]",1610612749.0,MIL,pullup,,,Hood,R. Hood,,,,,26.55,Made,,,,,3.0,,,,,,,,,B. Portis,1626171.0,1.0,,,
252,PT05M44.00S,2022-01-08T01:29:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,11.12023653088042,63.725490196078425,1610612751,36,44,2022-01-08T01:32:58Z,2490000,-69.0,52.0,1,left,K. Durant 8' pullup bank Jump Shot (10 PTS) (C. Thomas 2 AST),"[201142, 1630560]",1610612751.0,BKN,pullup bank,,,Durant,K. Durant,,,,,8.61,Made,,,,,10.0,,,,,,,,,C. Thomas,1630560.0,2.0,,,
254,PT05M27.00S,2022-01-08T01:30:01.0Z,2,REGULAR,3pt,Jump Shot,[],203918,66.83639947437582,46.568627450980394,1610612749,36,44,2022-01-08T01:33:18Z,2510000,-17.0,259.0,1,right,MISS R. Hood 25' pullup 3PT,[203918],1610612749.0,MIL,pullup,,,Hood,R. Hood,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
255,PT05M20.00S,2022-01-08T01:30:08.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,36,44,2022-01-08T01:30:08Z,2520000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,254.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
256,PT05M16.00S,2022-01-08T01:30:12.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,4.944152431011826,47.549019607843135,1610612751,36,44,2022-01-08T01:30:18Z,2530000,12.0,-6.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,,
257,PT05M14.00S,2022-01-08T01:30:14.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,36,44,2022-01-08T01:30:18Z,2540000,,,0,,B. Portis REBOUND (Off:3 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,256.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
258,PT05M04.00S,2022-01-08T01:30:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.72339027595268,48.28431372549019,1610612749,36,44,2022-01-08T01:30:30Z,2550000,-9.0,16.0,1,right,MISS K. Middleton driving finger roll Layup,[203114],1610612749.0,MIL,driving finger roll,,,Middleton,K. Middleton,,,,,1.81,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M00.00S,2022-01-08T01:30:28.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,36,44,2022-01-08T01:30:28Z,2560000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,258.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
260,PT04M56.00S,2022-01-08T01:30:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,6.258212877792378,47.794117647058826,1610612751,36,44,2022-01-08T01:30:39Z,2570000,11.0,6.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M54.00S,2022-01-08T01:30:34.0Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,36,44,2022-01-08T01:30:39Z,2580000,,,0,,W. Matthews REBOUND (Off:0 Def:4),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,260.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
