actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT06M16.00S,2022-02-18T01:21:55.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201988,93.24901445466492,43.872549019607845,1610612751,42,39,2022-02-18T01:22:00Z,2620000,-31.0,11.0,1,right,P. Mills running reverse Layup (17 PTS) (A. Drummond 1 AST),"[201988, 203083]",1610612751.0,BKN,running reverse,,,Mills,P. Mills,,,,,3.25,Made,,,,,17.0,,,A. Drummond,203083.0,1.0,,,,,,,,,
266,PT06M03.00S,2022-02-18T01:22:08.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,15.850854139290407,45.83333333333333,1610612764,42,39,2022-02-18T01:22:12Z,2640000,21.0,96.0,1,left,MISS C. Kispert 9' pullup Shot,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,9.87,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M59.00S,2022-02-18T01:22:12.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,42,39,2022-02-18T01:22:12Z,2650000,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,266.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
268,PT05M50.00S,2022-02-18T01:22:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.9862023653088,45.34313725490196,1610612751,42,39,2022-02-18T01:22:27Z,2660000,-23.0,13.0,1,right,MISS A. Drummond driving Layup - blocked,"[203083, 1628418]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,2.69,Missed,,,,,,Bryant,1628418.0,,,,,,,,,,,,
269,PT05M50.00S,2022-02-18T01:22:20.2Z,2,REGULAR,block,,[],1628418,,,1610612751,42,39,2022-02-18T01:22:24Z,2670000,,,0,,T. Bryant BLOCK (2 BLK),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M46.00S,2022-02-18T01:22:24.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,42,39,2022-02-18T01:22:27Z,2680000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,268.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
271,PT05M43.00S,2022-02-18T01:22:27.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628418,5.338370565045992,49.26470588235294,1610612764,42,41,2022-02-18T01:22:31Z,2690000,4.0,-2.0,1,left,T. Bryant cutting DUNK (8 PTS) (K. Caldwell-Pope 1 AST),"[1628418, 203484]",1610612764.0,WAS,cutting,,,Bryant,T. Bryant,,,,,0.44,Made,,,,,8.0,,,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,
273,PT05M21.00S,2022-02-18T01:22:52.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628398,,,1610612751,42,41,2022-02-18T01:23:00Z,2710000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Brown 2 FT),"[1628398, 1628971]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Brown,1628971.0,
275,PT05M21.00S,2022-02-18T01:23:17.7Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,43,41,2022-02-18T01:23:17Z,2730000,,,0,,B. Brown Free Throw 1 of 2 (5 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
276,PT05M21.00S,2022-02-18T01:23:18.3Z,2,REGULAR,substitution,out,[],201988,,,1610612751,43,41,2022-02-18T01:23:21Z,2740000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M21.00S,2022-02-18T01:23:18.3Z,2,REGULAR,substitution,in,[],1628975,,,1610612751,43,41,2022-02-18T01:23:21Z,2750000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M21.00S,2022-02-18T01:23:33.6Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,44,41,2022-02-18T01:23:33Z,2760000,,,0,,B. Brown Free Throw 2 of 2 (6 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
279,PT05M12.00S,2022-02-18T01:23:44.1Z,2,REGULAR,turnover,bad pass,[],1628398,,,1610612764,44,41,2022-02-18T01:23:49Z,2770000,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 203083]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,2.0,Drummond,203083.0,,,,,
280,PT05M12.00S,2022-02-18T01:23:44.1Z,2,REGULAR,steal,,[],203083,,,1610612751,44,41,2022-02-18T01:23:46Z,2780000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M09.00S,2022-02-18T01:23:47.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,92.9862023653088,51.9607843137255,1610612751,46,41,2022-02-18T01:23:53Z,2790000,10.0,13.0,1,right,A. Drummond running DUNK (4 PTS),[203083],1610612751.0,BKN,running,,,Drummond,A. Drummond,,,,,1.66,Made,,,,,4.0,,,,,,,,,,,,,,
282,PT05M02.00S,2022-02-18T01:23:53.8Z,2,REGULAR,3pt,Jump Shot,[],203484,3.630091984231275,95.09803921568627,1610612764,46,44,2022-02-18T01:23:57Z,2800000,-225.0,-18.0,1,left,K. Caldwell-Pope 3PT  (5 PTS) (R. Neto 2 AST),"[203484, 203526]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,22.62,Made,,,,,5.0,,,R. Neto,203526.0,2.0,,,,,,,,,
284,PT04M37.00S,2022-02-18T01:24:19.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,87.07293035479631,58.333333333333336,1610612751,48,44,2022-02-18T01:24:23Z,2820000,42.0,69.0,1,right,A. Drummond 8' floating Jump Shot (6 PTS) (S. Curry 1 AST),"[203083, 203552]",1610612751.0,BKN,floating,,,Drummond,A. Drummond,,,,,8.06,Made,,,,,6.0,,,S. Curry,203552.0,1.0,,,,,,,,,
286,PT04M18.00S,2022-02-18T01:24:38.2Z,2,REGULAR,2pt,Jump Shot,[],1628418,23.73521681997372,69.6078431372549,1610612764,48,46,2022-02-18T01:24:42Z,2840000,-98.0,171.0,1,left,T. Bryant 19' Jump Shot (10 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,19.67,Made,,,,,10.0,,,,,,,,,,,,,,
287,PT03M54.00S,2022-02-18T01:25:02.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,90.75229960578186,53.92156862745098,1610612751,48,46,2022-02-18T01:27:46Z,2850000,20.0,34.0,1,right,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,,
288,PT03M52.00S,2022-02-18T01:25:04.2Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612764,48,46,2022-02-18T01:25:08Z,2860000,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,287.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
289,PT03M45.00S,2022-02-18T01:25:11.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,9.149145860709593,36.76470588235294,1610612764,48,46,2022-02-18T01:25:18Z,2870000,66.0,34.0,1,left,MISS K. Kuzma 7' driving bank Hook,[1628398],1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,7.42,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M43.00S,2022-02-18T01:25:13.7Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612764,48,46,2022-02-18T01:25:18Z,2880000,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,289.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
291,PT03M43.00S,2022-02-18T01:25:17.8Z,2,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,48,46,2022-02-18T01:25:25Z,2890000,,,0,,K. Kuzma step out-of-bounds TURNOVER (3 TO),[1628398],1610612764.0,WAS,step,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,201245.0,3.0,,,,,,,
292,PT03M43.00S,2022-02-18T01:25:22.3Z,2,REGULAR,substitution,out,[],1628418,,,1610612751,48,46,2022-02-18T01:25:32Z,2900000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M43.00S,2022-02-18T01:25:22.3Z,2,REGULAR,substitution,out,[],1630557,,,1610612751,48,46,2022-02-18T01:25:32Z,2910000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M43.00S,2022-02-18T01:25:22.3Z,2,REGULAR,substitution,in,[],1629655,,,1610612751,48,46,2022-02-18T01:25:32Z,2920000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M43.00S,2022-02-18T01:25:22.3Z,2,REGULAR,substitution,in,[],1630166,,,1610612751,48,46,2022-02-18T01:25:32Z,2930000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M43.00S,2022-02-18T01:25:22.3Z,2,REGULAR,substitution,out,[],1630556,,,1610612751,48,46,2022-02-18T01:25:39Z,2940000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M43.00S,2022-02-18T01:25:22.3Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,48,46,2022-02-18T01:25:39Z,2950000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M26.00S,2022-02-18T01:25:49.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,73.66951379763469,17.401960784313726,1610612751,51,46,2022-02-18T01:25:53Z,2960000,-163.0,195.0,1,right,J. Carter 25' 3PT  (9 PTS) (S. Curry 2 AST),"[1628975, 203552]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.42,Made,,,,,9.0,,,S. Curry,203552.0,2.0,,,,,,,,,
300,PT03M24.00S,2022-02-18T01:25:58.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,51,46,2022-02-18T01:25:58Z,2980000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M16.00S,2022-02-18T01:27:32.2Z,2,REGULAR,turnover,8-second-violation,['team'],0,,,1610612764,51,46,2022-02-18T01:34:38Z,2985000,,,0,,WAS 8-second-violation Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,201245.0,,,,,,,,
302,PT03M08.00S,2022-02-18T01:29:25.2Z,2,REGULAR,turnover,bad pass,[],1628975,,,1610612751,51,46,2022-02-18T01:30:09Z,3000000,,,0,,J. Carter bad pass TURNOVER (2 TO),"[1628975, 203526]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,2.0,Neto,203526.0,,,,,
303,PT03M08.00S,2022-02-18T01:29:25.2Z,2,REGULAR,steal,,[],203526,,,1610612764,51,46,2022-02-18T01:29:27Z,3010000,,,0,,R. Neto STEAL (2 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M06.00S,2022-02-18T01:29:30.7Z,2,REGULAR,foul,personal,[],1628971,,,1610612764,51,46,2022-02-18T01:29:39Z,3020000,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1629655]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,202053.0,,,,2.0,0.0,Gafford,1629655.0,
306,PT02M57.00S,2022-02-18T01:30:00.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203484,10.85742444152431,2.450980392156863,1610612764,51,46,2022-02-18T01:30:12Z,3040000,238.0,50.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,,
307,PT02M53.00S,2022-02-18T01:30:04.1Z,2,REGULAR,rebound,defensive,[],203552,,,1610612751,51,46,2022-02-18T01:30:04Z,3050000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
308,PT02M42.00S,2022-02-18T01:30:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.72339027595268,51.9607843137255,1610612751,51,46,2022-02-18T01:30:18Z,3060000,10.0,16.0,1,right,MISS A. Drummond cutting Layup - blocked,"[203083, 1629655]",1610612751.0,BKN,cutting,,,Drummond,A. Drummond,,,,,1.87,Missed,,,,,,Gafford,1629655.0,,,,,,,,,,,,
309,PT02M42.00S,2022-02-18T01:30:14.5Z,2,REGULAR,block,,[],1629655,,,1610612751,51,46,2022-02-18T01:31:13Z,3070000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M39.00S,2022-02-18T01:30:17.5Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,51,46,2022-02-18T01:30:18Z,3080000,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,308.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
311,PT02M37.00S,2022-02-18T01:30:20.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,69.20170827858082,26.225490196078432,1610612751,51,46,2022-02-18T01:31:01Z,3090000,-119.0,237.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
312,PT02M34.00S,2022-02-18T01:30:23.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,51,46,2022-02-18T01:30:23Z,3100000,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,311.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
313,PT02M31.00S,2022-02-18T01:30:26.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,5.995400788436268,53.18627450980392,1610612764,51,48,2022-02-18T01:30:34Z,3110000,-16.0,4.0,1,left,D. Avdija running Layup (6 PTS),[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,1.64,Made,,,,,6.0,,,,,,,,,,,,,,
314,PT02M17.00S,2022-02-18T01:30:45.1Z,2,REGULAR,foul,offensive,[],203083,,,1610612751,51,48,2022-02-18T01:30:51Z,3120000,,,0,,A. Drummond offensive FOUL (3 PF),"[203083, 203484]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,1148.0,,,,3.0,0.0,Caldwell-Pope,203484.0,
316,PT02M17.00S,2022-02-18T01:30:45.1Z,2,REGULAR,turnover,offensive foul,[],203083,,,1610612751,51,48,2022-02-18T01:30:45Z,3140000,,,0,,A. Drummond offensive foul TURNOVER (3 TO),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,1148.0,3.0,,,,,,,
317,PT02M17.00S,2022-02-18T01:31:00.2Z,2,REGULAR,substitution,out,[],203083,,,1610612764,51,48,2022-02-18T01:31:12Z,3150000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M17.00S,2022-02-18T01:31:00.2Z,2,REGULAR,substitution,in,[],200746,,,1610612764,51,48,2022-02-18T01:31:12Z,3160000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M01.00S,2022-02-18T01:31:37.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,51,48,2022-02-18T01:31:37Z,3170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M56.00S,2022-02-18T01:31:57.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203484,9.543363994743759,45.588235294117645,1610612764,51,50,2022-02-18T01:32:01Z,3180000,22.0,37.0,1,left,K. Caldwell-Pope driving finger roll Layup (7 PTS) (D. Gafford 1 AST),"[203484, 1629655]",1610612764.0,WAS,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,4.33,Made,,,,,7.0,,,D. Gafford,1629655.0,1.0,,,,,,,,,
322,PT01M37.00S,2022-02-18T01:32:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630560,67.23061760840999,47.30392156862745,1610612751,51,50,2022-02-18T01:32:20Z,3200000,-13.0,256.0,1,right,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
323,PT01M34.00S,2022-02-18T01:32:19.4Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,51,50,2022-02-18T01:32:20Z,3210000,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,322.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
324,PT01M27.00S,2022-02-18T01:32:29.2Z,2,REGULAR,foul,personal,['2freethrow'],200746,,,1610612764,51,50,2022-02-18T01:32:40Z,3220000,,,0,,L. Aldridge shooting personal FOUL (2 PF) (Neto 2 FT),"[200746, 203526]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,1148.0,,,,2.0,0.0,Neto,203526.0,
326,PT01M27.00S,2022-02-18T01:32:56.0Z,2,REGULAR,freethrow,1 of 2,[],203526,,,1610612764,51,51,2022-02-18T01:33:13Z,3240000,,,0,,R. Neto Free Throw 1 of 2 (3 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
327,PT01M27.00S,2022-02-18T01:32:56.0Z,2,REGULAR,freethrow,2 of 2,[],203526,,,1610612764,51,51,2022-02-18T01:33:13Z,3250000,,,0,,MISS R. Neto Free Throw 2 of 2,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Missed,,,,,,,,,,,,,,,,,,,
328,PT01M24.00S,2022-02-18T01:32:59.0Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,51,51,2022-02-18T01:33:13Z,3260000,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,327.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
329,PT01M12.00S,2022-02-18T01:33:25.6Z,2,REGULAR,2pt,Jump Shot,[],203552,81.94809461235218,21.813725490196077,1610612751,51,51,2022-02-18T01:34:10Z,3270000,-141.0,117.0,1,right,MISS S. Curry 18' step back Shot,[203552],1610612751.0,BKN,step back,,,Curry,S. Curry,,,,,18.33,Missed,,,,,,,,,,,,,,,,,,,
330,PT01M09.00S,2022-02-18T01:33:28.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,51,51,2022-02-18T01:33:30Z,3280000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,329.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
331,PT00M59.00S,2022-02-18T01:33:41.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612764,51,51,2022-02-18T01:33:50Z,3290000,,,0,,B. Brown personal FOUL (3 PF) (Avdija 2 FT),"[1628971, 1630166]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,1148.0,,,,3.0,0.0,Avdija,1630166.0,
333,PT00M59.00S,2022-02-18T01:34:08.0Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,51,52,2022-02-18T01:34:08Z,3310000,,,0,,D. Avdija Free Throw 1 of 2 (7 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
334,PT00M59.00S,2022-02-18T01:34:08.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612764,51,52,2022-02-18T01:34:12Z,3320000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M59.00S,2022-02-18T01:34:08.5Z,2,REGULAR,substitution,in,[],201988,,,1610612764,51,52,2022-02-18T01:34:12Z,3330000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M59.00S,2022-02-18T01:34:27.1Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,51,53,2022-02-18T01:34:27Z,3340000,,,0,,D. Avdija Free Throw 2 of 2 (8 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
338,PT00M44.10S,2022-02-18T01:34:44.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],200746,89.30683311432325,44.11764705882353,1610612751,51,53,2022-02-18T01:34:49Z,3350000,-29.0,48.0,1,right,MISS L. Aldridge turnaround Hook,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,,
339,PT00M40.90S,2022-02-18T01:34:47.8Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,51,53,2022-02-18T01:34:49Z,3360000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,338.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
340,PT00M36.40S,2022-02-18T01:34:54.2Z,2,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,51,53,2022-02-18T01:34:57Z,3370000,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (4 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,201245.0,4.0,,,,,,,
341,PT00M30.60S,2022-02-18T01:35:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630560,93.38042049934296,53.92156862745098,1610612751,51,53,2022-02-18T01:35:18Z,3380000,20.0,10.0,1,right,MISS C. Thomas running Layup - blocked,"[1630560, 1630166]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,2.19,Missed,,,,,,Avdija,1630166.0,,,,,,,,,,,,
342,PT00M30.60S,2022-02-18T01:35:07.1Z,2,REGULAR,block,,[],1630166,,,1610612751,51,53,2022-02-18T01:35:10Z,3390000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M27.20S,2022-02-18T01:35:10.5Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,51,53,2022-02-18T01:35:18Z,3400000,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,341.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
344,PT00M24.80S,2022-02-18T01:35:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,5.863994743758213,45.588235294117645,1610612764,51,55,2022-02-18T01:35:21Z,3410000,22.0,3.0,1,left,K. Kuzma running Layup (5 PTS),[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,2.23,Made,,,,,5.0,,,,,,,,,,,,,,
345,PT00M04.60S,2022-02-18T01:35:37.3Z,2,REGULAR,turnover,bad pass,[],201988,,,1610612751,51,55,2022-02-18T01:35:41Z,3420000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 1628398]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0,,,,,
346,PT00M04.60S,2022-02-18T01:35:37.3Z,2,REGULAR,steal,,[],1628398,,,1610612764,51,55,2022-02-18T01:35:39Z,3430000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M00.00S,2022-02-18T01:36:16.4Z,2,REGULAR,period,end,[],0,,,1610612764,51,55,2022-02-18T01:51:03Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-02-18T01:49:54.9Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612764,51,55,2022-02-18T01:51:03Z,3450000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-02-18T01:49:54.9Z,3,REGULAR,substitution,out,['startperiod'],200746,,,1610612764,51,55,2022-02-18T01:51:03Z,3460000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-02-18T01:49:54.9Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612764,51,55,2022-02-18T01:51:03Z,3470000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-02-18T01:49:54.9Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,51,55,2022-02-18T01:51:03Z,3480000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
