actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
185,PT11M18.00S,2021-11-17T01:06:02.4Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,34,31,2021-11-17T01:06:52Z,1850000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:0),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,184.0,2.0,0.0,2.0,,,,,
186,PT11M16.00S,2021-11-17T01:06:07.7Z,2,REGULAR,foul,offensive,[],1630228,,,1610612744,34,31,2021-11-17T01:06:18Z,1860000,,,0,,J. Kuminga offensive FOUL (1 PF),"[1630228, 201935]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,203593.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
188,PT11M16.00S,2021-11-17T01:06:07.7Z,2,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,34,31,2021-11-17T01:06:07Z,1880000,,,0,,J. Kuminga offensive foul TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,203593.0,,,,,,,,,,,1.0,,,,,,,,,
189,PT10M52.00S,2021-11-17T01:06:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201949,93.11760840998686,50.49019607843137,1610612751,34,31,2021-11-17T01:06:55Z,1890000,2.0,12.0,1,right,MISS J. Johnson driving reverse Layup,[201949],1610612751.0,BKN,driving reverse,,,Johnson,J. Johnson,,,,,,,,,,1.25,Missed,,,,,,,,,,,,,,
190,PT10M50.00S,2021-11-17T01:06:49.0Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,34,31,2021-11-17T01:06:55Z,1900000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,
191,PT10M42.00S,2021-11-17T01:06:56.9Z,2,REGULAR,turnover,bad pass,[],1630228,,,1610612744,34,31,2021-11-17T01:07:19Z,1910000,,,0,,J. Kuminga bad pass TURNOVER (2 TO),"[1630228, 1627761]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,2.0,,,,,Bembry,1627761.0,,,
192,PT10M42.00S,2021-11-17T01:06:56.9Z,2,REGULAR,steal,,[],1627761,,,1610612751,34,31,2021-11-17T01:07:00Z,1920000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M32.00S,2021-11-17T01:07:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201988,94.30026281208936,52.94117647058824,1610612751,34,31,2021-11-17T01:07:11Z,1930000,15.0,1.0,1,right,MISS P. Mills cutting finger roll Layup,[201988],1610612751.0,BKN,cutting finger roll,,,Mills,P. Mills,,,,,,,,,,1.47,Missed,,,,,,,,,,,,,,
194,PT10M31.00S,2021-11-17T01:07:07.6Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,34,31,2021-11-17T01:07:11Z,1940000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,193.0,2.0,2.0,0.0,,,,,
195,PT10M24.00S,2021-11-17T01:07:16.3Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612744,34,31,2021-11-17T01:07:26Z,1950000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Kuminga 2 FT),"[201949, 1630228]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,203591.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,
197,PT10M24.00S,2021-11-17T01:07:42.0Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,34,31,2021-11-17T01:07:42Z,1970000,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Missed,,,,,,,,,,,,,,
198,PT10M24.00S,2021-11-17T01:07:42.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,34,31,2021-11-17T01:07:42Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,,,
199,PT10M24.00S,2021-11-17T01:07:58.2Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,34,32,2021-11-17T01:07:58Z,1990000,,,0,,J. Kuminga Free Throw 2 of 2 (3 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
200,PT10M02.00S,2021-11-17T01:08:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,92.46057818659659,46.81372549019608,1610612751,36,32,2021-11-17T01:08:34Z,2000000,-16.0,18.0,1,right,D. Bembry driving Layup (2 PTS) (P. Mills 3 AST),"[1627761, 201988]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,,,,,,2.43,Made,2.0,P. Mills,201988.0,3.0,,,,,,,,,,
202,PT09M51.00S,2021-11-17T01:08:37.6Z,2,REGULAR,foul,personal,[],1628975,,,1610612744,36,32,2021-11-17T01:08:53Z,2020000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 203490]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,2715.0,1.0,0.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,
204,PT09M38.00S,2021-11-17T01:09:15.9Z,2,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612744,36,32,2021-11-17T01:09:28Z,2040000,,,0,,J. Carter shooting personal FOUL (2 PF) (Lee 2 FT),"[1628975, 1627814]",1610612751.0,BKN,shooting,,,Carter,J. Carter,,,,,203591.0,2.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
206,PT09M38.00S,2021-11-17T01:09:50.8Z,2,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,36,32,2021-11-17T01:09:50Z,2060000,,,0,,MISS D. Lee Free Throw 1 of 2,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Missed,,,,,,,,,,,,,,
207,PT09M38.00S,2021-11-17T01:09:50.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,36,32,2021-11-17T01:09:50Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,
208,PT09M38.00S,2021-11-17T01:10:11.7Z,2,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,36,33,2021-11-17T01:10:11Z,2080000,,,0,,D. Lee Free Throw 2 of 2 (1 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
209,PT09M29.00S,2021-11-17T01:10:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.51182654402102,51.9607843137255,1610612751,36,33,2021-11-17T01:10:32Z,2090000,10.0,8.0,1,right,MISS J. Harden driving finger roll Layup - blocked,"[201935, 1630228]",1610612751.0,BKN,driving finger roll,,,Harden,J. Harden,,,,,,,,,,1.3,Missed,,,,,,,,,,,,Kuminga,1630228.0,
210,PT09M29.00S,2021-11-17T01:10:23.2Z,2,REGULAR,block,,[],1630228,,,1610612751,36,33,2021-11-17T01:10:26Z,2100000,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M26.00S,2021-11-17T01:10:26.2Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,36,33,2021-11-17T01:10:32Z,2110000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,209.0,3.0,1.0,2.0,,,,,
212,PT09M19.00S,2021-11-17T01:10:37.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,36,33,2021-11-17T01:10:37Z,2120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M12.00S,2021-11-17T01:11:00.2Z,2,REGULAR,3pt,Jump Shot,[],1627814,3.7614980289093296,95.09803921568627,1610612744,36,33,2021-11-17T01:11:05Z,2130000,-225.0,-17.0,1,left,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,22.61,Missed,,,,,,,,,,,,,,
214,PT09M08.00S,2021-11-17T01:11:04.2Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,36,33,2021-11-17T01:11:05Z,2140000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,,
215,PT08M59.00S,2021-11-17T01:11:15.5Z,2,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612751,36,33,2021-11-17T01:11:21Z,2150000,,,0,,J. Kuminga shooting personal FOUL (2 PF) (Harden 2 FT),"[1630228, 201935]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,203591.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
217,PT08M59.00S,2021-11-17T01:11:47.7Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,37,33,2021-11-17T01:11:47Z,2170000,,,0,,J. Harden Free Throw 1 of 2 (9 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
218,PT08M59.00S,2021-11-17T01:12:05.9Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,38,33,2021-11-17T01:12:06Z,2180000,,,0,,J. Harden Free Throw 2 of 2 (10 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
220,PT08M42.00S,2021-11-17T01:12:34.8Z,2,REGULAR,foul,personal,[],201935,,,1610612744,38,33,2021-11-17T01:13:06Z,2200000,,,0,,J. Harden personal FOUL (2 PF),"[201935, 203490]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,2715.0,2.0,0.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,
222,PT08M32.00S,2021-11-17T01:12:55.5Z,2,REGULAR,3pt,Jump Shot,[],203490,32.14520367936925,69.85294117647058,1610612744,38,33,2021-11-17T01:13:04Z,2220000,-99.0,250.0,1,left,MISS O. Porter Jr. 26' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,26.87,Missed,,,,,,,,,,,,,,
223,PT08M29.00S,2021-11-17T01:12:58.3Z,2,REGULAR,rebound,defensive,[],1627761,,,1610612751,38,33,2021-11-17T01:12:58Z,2230000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,222.0,2.0,2.0,0.0,,,,,
224,PT08M14.00S,2021-11-17T01:13:16.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,38,33,2021-11-17T01:13:16Z,2240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M14.00S,2021-11-17T01:13:24.7Z,2,REGULAR,substitution,out,[],201949,,,1610612751,38,33,2021-11-17T01:13:30Z,2250000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M14.00S,2021-11-17T01:13:24.7Z,2,REGULAR,substitution,in,[],201142,,,1610612751,38,33,2021-11-17T01:13:30Z,2260000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M08.00S,2021-11-17T01:13:46.1Z,2,REGULAR,3pt,Jump Shot,[],201988,89.17542706964521,95.34313725490196,1610612751,38,33,2021-11-17T01:13:50Z,2270000,227.0,49.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,23.2,Missed,,,,,,,,,,,,,,
228,PT08M06.00S,2021-11-17T01:13:48.1Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,38,33,2021-11-17T01:13:50Z,2280000,,,0,,J. Kuminga REBOUND (Off:2 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,227.0,3.0,1.0,2.0,,,,,
229,PT07M54.00S,2021-11-17T01:14:01.1Z,2,REGULAR,3pt,Jump Shot,[],2738,8.754927726675426,4.166666666666666,1610612744,38,33,2021-11-17T01:14:09Z,2290000,229.0,30.0,1,left,MISS A. Iguodala 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,23.11,Missed,,,,,,,,,,,,,,
230,PT07M51.00S,2021-11-17T01:14:03.8Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,38,33,2021-11-17T01:14:03Z,2300000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,229.0,4.0,1.0,3.0,,,,,
232,PT07M49.00S,2021-11-17T01:14:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203490,7.046649145860711,42.64705882352941,1610612744,38,35,2021-11-17T01:14:12Z,2320000,37.0,14.0,1,left,O. Porter Jr. putback Layup (2 PTS),[203490],1610612744.0,GSW,putback,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,3.93,Made,2.0,,,,,,,,,,,,,
233,PT07M38.00S,2021-11-17T01:14:16.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,91.5407358738502,42.64705882352941,1610612751,40,35,2021-11-17T01:14:21Z,2330000,-37.0,27.0,1,right,J. Harden driving floating bank Jump Shot (12 PTS),[201935],1610612751.0,BKN,driving floating bank,,,Harden,J. Harden,,,,,,,,,,4.56,Made,12.0,,,,,,,,,,,,,
234,PT07M30.00S,2021-11-17T01:14:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,6.521024967148489,39.950980392156865,1610612744,40,37,2021-11-17T01:14:29Z,2340000,50.0,9.0,1,left,O. Porter Jr. cutting Layup (4 PTS) (A. Iguodala 1 AST),"[203490, 2738]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,5.1,Made,4.0,A. Iguodala,2738.0,1.0,,,,,,,,,,
236,PT07M19.00S,2021-11-17T01:14:35.2Z,2,REGULAR,3pt,Jump Shot,[],1628975,94.56307490144546,5.147058823529411,1610612751,40,37,2021-11-17T01:14:40Z,2360000,-224.0,-1.0,1,right,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,22.43,Missed,,,,,,,,,,,,,,
237,PT07M15.00S,2021-11-17T01:14:39.2Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,40,37,2021-11-17T01:14:40Z,2370000,,,0,,J. Kuminga REBOUND (Off:2 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,236.0,4.0,2.0,2.0,,,,,
238,PT07M11.00S,2021-11-17T01:14:45.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628975,,,1610612744,40,37,2021-11-17T01:14:54Z,2380000,,,0,,J. Carter personal FOUL (3 PF) (Curry 2 FT),"[1628975, 201939]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,203593.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
240,PT07M11.00S,2021-11-17T01:15:16.6Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,40,38,2021-11-17T01:15:16Z,2400000,,,0,,S. Curry Free Throw 1 of 2 (13 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
241,PT07M11.00S,2021-11-17T01:15:17.4Z,2,REGULAR,substitution,out,[],201988,,,1610612744,40,38,2021-11-17T01:15:23Z,2410000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M11.00S,2021-11-17T01:15:17.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612744,40,38,2021-11-17T01:15:23Z,2420000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M11.00S,2021-11-17T01:15:37.1Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,40,39,2021-11-17T01:15:37Z,2430000,,,0,,S. Curry Free Throw 2 of 2 (14 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
244,PT07M02.00S,2021-11-17T01:15:50.1Z,2,REGULAR,foul,personal,[],1630228,,,1610612751,40,39,2021-11-17T01:16:05Z,2440000,,,0,,J. Kuminga personal FOUL (3 PF),"[1630228, 201935]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,2715.0,3.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
246,PT07M02.00S,2021-11-17T01:15:56.2Z,2,REGULAR,substitution,out,[],1630228,,,1610612751,40,39,2021-11-17T01:16:04Z,2460000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M02.00S,2021-11-17T01:15:56.2Z,2,REGULAR,substitution,out,[],201939,,,1610612751,40,39,2021-11-17T01:16:04Z,2470000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M02.00S,2021-11-17T01:15:56.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612751,40,39,2021-11-17T01:16:04Z,2480000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M02.00S,2021-11-17T01:15:56.2Z,2,REGULAR,substitution,in,[],203952,,,1610612751,40,39,2021-11-17T01:16:04Z,2490000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M54.00S,2021-11-17T01:16:20.3Z,2,REGULAR,3pt,Jump Shot,[],201935,75.24638633377135,87.25490196078431,1610612751,40,39,2021-11-17T01:16:31Z,2500000,186.0,180.0,1,right,MISS J. Harden 25' pullup 3PT,[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,,,,,,25.92,Missed,,,,,,,,,,,,,,
251,PT06M51.00S,2021-11-17T01:16:23.3Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,40,39,2021-11-17T01:16:24Z,2510000,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,250.0,2.0,2.0,0.0,,,,,
252,PT06M34.00S,2021-11-17T01:16:42.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612744,40,39,2021-11-17T01:16:52Z,2520000,,,0,,J. Harden shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[201935, 203490]",1610612751.0,BKN,shooting,,,Harden,J. Harden,,,,,203591.0,3.0,0.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,
254,PT06M34.00S,2021-11-17T01:16:55.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,40,39,2021-11-17T01:16:55Z,2540000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M34.00S,2021-11-17T01:17:01.2Z,2,REGULAR,substitution,out,[],1628975,,,1610612744,40,39,2021-11-17T01:19:53Z,2550000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M34.00S,2021-11-17T01:17:01.2Z,2,REGULAR,substitution,out,[],201935,,,1610612744,40,39,2021-11-17T01:19:53Z,2560000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M34.00S,2021-11-17T01:17:01.2Z,2,REGULAR,substitution,in,[],201933,,,1610612744,40,39,2021-11-17T01:19:53Z,2570000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M34.00S,2021-11-17T01:17:01.2Z,2,REGULAR,substitution,in,[],201988,,,1610612744,40,39,2021-11-17T01:19:53Z,2580000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M34.00S,2021-11-17T01:20:38.2Z,2,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,40,40,2021-11-17T01:20:38Z,2590000,,,0,,O. Porter Jr. Free Throw 1 of 2 (5 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
260,PT06M34.00S,2021-11-17T01:20:54.1Z,2,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,40,41,2021-11-17T01:20:54Z,2600000,,,0,,O. Porter Jr. Free Throw 2 of 2 (6 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
261,PT06M10.00S,2021-11-17T01:21:20.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,40,41,2021-11-17T01:21:38Z,2610000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,203593.0,,,,,,,,,,,,,,,,,,,,
262,PT06M10.00S,2021-11-17T01:21:26.5Z,2,REGULAR,substitution,out,[],203490,,,1610612744,40,41,2021-11-17T01:21:30Z,2620000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M10.00S,2021-11-17T01:21:26.5Z,2,REGULAR,substitution,in,[],203110,,,1610612744,40,41,2021-11-17T01:21:30Z,2630000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M56.00S,2021-11-17T01:21:50.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629673,9.280551905387648,50.0,1610612744,40,43,2021-11-17T01:22:00Z,2640000,0.0,35.0,1,left,J. Poole driving floating Jump Shot (8 PTS) (D. Green 3 AST),"[1629673, 203110]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,3.47,Made,8.0,D. Green,203110.0,3.0,,,,,,,,,,
265,PT05M46.00S,2021-11-17T01:21:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,84.05059132720105,64.95098039215686,1610612751,40,43,2021-11-17T01:22:04Z,2650000,75.0,97.0,1,right,MISS K. Durant 12' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,12.28,Missed,,,,,,,,,,,,,,
266,PT05M46.00S,2021-11-17T01:21:59.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,40,43,2021-11-17T01:22:04Z,2660000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,
268,PT05M46.00S,2021-11-17T01:22:18.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,40,43,2021-11-17T01:22:18Z,2680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M46.00S,2021-11-17T01:22:25.0Z,2,REGULAR,stoppage,other,[],0,,,1610612744,40,43,2021-11-17T01:22:25Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M30.00S,2021-11-17T01:22:43.3Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612744,40,43,2021-11-17T01:22:47Z,2700000,,,0,,J. Poole lost ball TURNOVER (2 TO),"[1629673, 1628971]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,2.0,,,,,Brown,1628971.0,,,
271,PT05M30.00S,2021-11-17T01:22:43.3Z,2,REGULAR,steal,,[],1628971,,,1610612751,40,43,2021-11-17T01:22:45Z,2710000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M23.00S,2021-11-17T01:22:53.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,92.59198423127464,42.64705882352941,1610612751,42,43,2021-11-17T01:23:00Z,2720000,-37.0,17.0,1,right,B. Brown driving finger roll Layup (9 PTS),[1628971],1610612751.0,BKN,driving finger roll,,,Brown,B. Brown,,,,,,,,,,4.06,Made,9.0,,,,,,,,,,,,,
274,PT05M23.00S,2021-11-17T01:22:55.6Z,2,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612751,42,43,2021-11-17T01:23:04Z,2730000,,,0,,J. Poole shooting personal FOUL (3 PF) (Brown 1 FT),"[1629673, 1628971]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,203591.0,3.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,,
276,PT05M23.00S,2021-11-17T01:23:18.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628971,,,1610612751,43,43,2021-11-17T01:23:18Z,2750000,,,0,,B. Brown Free Throw 1 of 1 (10 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
277,PT05M10.00S,2021-11-17T01:23:34.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201933,,,1610612744,43,43,2021-11-17T01:23:40Z,2760000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Wiggins 2 FT),"[201933, 203952]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,203591.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
279,PT05M10.00S,2021-11-17T01:24:02.2Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,43,44,2021-11-17T01:24:02Z,2780000,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
