actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
630,PT03M40.00S,2021-10-24T22:03:15.3Z,4,REGULAR,3pt,Jump Shot,[],1628975,31.750985545335087,50.98039215686274,1610612751,93,102,2021-10-24T22:03:21Z,6130000,-5.0,246.0,1,left,MISS J. Carter 24' pullup 3PT,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
631,PT03M36.00S,2021-10-24T22:03:19.3Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,93,102,2021-10-24T22:03:21Z,6140000,,,0,,P. Washington REBOUND (Off:0 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,630.0,5.0,5.0,0.0,,,,,,,,,,,,
632,PT03M18.00S,2021-10-24T22:03:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.24901445466492,50.98039215686274,1610612766,93,104,2021-10-24T22:03:45Z,6150000,5.0,11.0,1,right,K. Oubre Jr. cutting Layup (7 PTS) (I. Smith 3 AST),"[1626162, 202397]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,1.2,Made,,,,,,,,,,,,7.0,I. Smith,202397.0,3.0,,,
634,PT03M18.00S,2021-10-24T22:03:48.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,93,104,2021-10-24T22:03:48Z,6170000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M18.00S,2021-10-24T22:03:52.6Z,4,REGULAR,substitution,out,[],1628975,,,1610612751,93,104,2021-10-24T22:06:14Z,6180000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M18.00S,2021-10-24T22:03:52.6Z,4,REGULAR,substitution,out,[],1628970,,,1610612751,93,104,2021-10-24T22:06:14Z,6190000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M18.00S,2021-10-24T22:03:52.6Z,4,REGULAR,substitution,in,[],201935,,,1610612751,93,104,2021-10-24T22:06:14Z,6200000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M18.00S,2021-10-24T22:03:52.6Z,4,REGULAR,substitution,in,[],202330,,,1610612751,93,104,2021-10-24T22:06:14Z,6210000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M07.00S,2021-10-24T22:06:55.9Z,4,REGULAR,turnover,bad pass,[],201142,,,1610612751,93,104,2021-10-24T22:07:01Z,6220000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1629023]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,3.0,Washington,1629023.0
640,PT03M07.00S,2021-10-24T22:06:55.9Z,4,REGULAR,steal,,[],1629023,,,1610612766,93,104,2021-10-24T22:06:58Z,6230000,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M05.00S,2021-10-24T22:07:03.7Z,4,REGULAR,violation,kicked ball,[],201935,,,1610612766,93,104,2021-10-24T22:07:12Z,6240000,,,0,,J. Harden kicked ball VIOLATION,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,1204.0,,,,,,,,,,,
642,PT03M05.00S,2021-10-24T22:07:14.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,93,104,2021-10-24T22:07:14Z,6250000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M43.00S,2021-10-24T22:09:01.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628998,66.70499342969777,49.50980392156863,1610612766,93,107,2021-10-24T22:09:33Z,6260000,-2.0,260.0,1,right,C. Martin 26' 3PT pullup (12 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,26.05,Made,,,,,,,,,,,,12.0,,,,,,
644,PT02M27.00S,2021-10-24T22:09:17.5Z,4,REGULAR,3pt,Jump Shot,[],201988,2.8416557161629434,96.07843137254902,1610612751,93,107,2021-10-24T22:09:22Z,6270000,-230.0,-26.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,
645,PT02M25.00S,2021-10-24T22:09:20.2Z,4,REGULAR,rebound,offensive,[],201935,,,1610612751,93,107,2021-10-24T22:09:20Z,6280000,,,0,,J. Harden REBOUND (Off:2 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,644.0,7.0,5.0,2.0,,,,,,,,,,,,
646,PT02M22.00S,2021-10-24T22:09:23.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201935,30.17411300919842,66.66666666666666,1610612751,93,107,2021-10-24T22:09:28Z,6290000,-83.0,231.0,1,left,MISS J. Harden 24' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,
647,PT02M21.00S,2021-10-24T22:09:26.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,93,107,2021-10-24T22:09:26Z,6300000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,646.0,,,,,,,,,,,,,,,
648,PT02M21.00S,2021-10-24T22:09:27.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,93,107,2021-10-24T22:09:27Z,6310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M01.00S,2021-10-24T22:09:53.1Z,4,REGULAR,2pt,Jump Shot,[],202397,76.2976346911958,66.42156862745098,1610612766,93,107,2021-10-24T22:09:57Z,6320000,82.0,170.0,1,right,MISS I. Smith 18' pullup Shot,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,
650,PT01M57.00S,2021-10-24T22:09:57.1Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,93,107,2021-10-24T22:09:57Z,6330000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,649.0,5.0,4.0,1.0,,,,,,,,,,,,
651,PT01M51.00S,2021-10-24T22:10:03.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,19.793035479632064,63.970588235294116,1610612751,95,107,2021-10-24T22:10:08Z,6340000,-70.0,134.0,1,left,K. Durant 15' fadeaway Jump Shot (38 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,15.08,Made,,,,,,,,,,,,38.0,,,,,,
652,PT01M29.00S,2021-10-24T22:10:27.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,89.17542706964521,41.42156862745098,1610612766,95,109,2021-10-24T22:10:35Z,6350000,-43.0,49.0,1,right,P. Washington 6' cutting Layup (5 PTS) (G. Hayward 6 AST),"[1629023, 202330]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,6.54,Made,,,,,,,,,,,,5.0,G. Hayward,202330.0,6.0,,,
654,PT01M29.00S,2021-10-24T22:10:37.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,95,109,2021-10-24T22:10:37Z,6370000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,out,[],201142,,,1610612751,95,109,2021-10-24T22:11:59Z,6380000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,out,[],201988,,,1610612751,95,109,2021-10-24T22:11:59Z,6390000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,out,[],203925,,,1610612751,95,109,2021-10-24T22:11:59Z,6400000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,out,[],201935,,,1610612751,95,109,2021-10-24T22:11:59Z,6410000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,in,[],1627761,,,1610612751,95,109,2021-10-24T22:11:59Z,6420000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
660,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,in,[],1630560,,,1610612751,95,109,2021-10-24T22:11:59Z,6430000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,in,[],1630549,,,1610612751,95,109,2021-10-24T22:11:59Z,6440000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M29.00S,2021-10-24T22:10:42.0Z,4,REGULAR,substitution,in,[],201949,,,1610612751,95,109,2021-10-24T22:11:59Z,6450000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M13.00S,2021-10-24T22:12:31.3Z,4,REGULAR,3pt,Jump Shot,[],1628971,26.757555847568987,79.65686274509804,1610612751,95,109,2021-10-24T22:12:36Z,6460000,-148.0,199.0,1,left,MISS B. Brown 24' pullup 3PT,[1628971],1610612751.0,BKN,pullup,,,Brown,B. Brown,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,
664,PT01M10.00S,2021-10-24T22:12:34.3Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,95,109,2021-10-24T22:12:36Z,6470000,,,0,,P. Washington REBOUND (Off:0 Def:6),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,663.0,6.0,6.0,0.0,,,,,,,,,,,,
665,PT00M50.00S,2021-10-24T22:12:55.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,93.77463863337714,49.754901960784316,1610612766,95,111,2021-10-24T22:13:00Z,6480000,-1.0,6.0,1,right,K. Oubre Jr. cutting DUNK (9 PTS) (I. Smith 4 AST),"[1626162, 202397]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,0.61,Made,,,,,,,,,,,,9.0,I. Smith,202397.0,4.0,,,
667,PT00M47.90S,2021-10-24T22:13:02.8Z,4,REGULAR,foul,personal,[],1626162,,,1610612751,95,111,2021-10-24T22:18:52Z,6492500,,,0,,K. Oubre Jr. take personal FOUL (4 PF),"[1626162, 1630560]",1610612766.0,CHA,take,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,1204.0,4.0,0.0,Thomas,1630560.0,,,,,,,
669,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,out,[],1628998,,,1610612751,95,111,2021-10-24T22:13:23Z,6495000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,out,[],1626162,,,1610612751,95,111,2021-10-24T22:13:23Z,6497500,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,out,[],202397,,,1610612751,95,111,2021-10-24T22:13:23Z,6498750,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,out,[],202330,,,1610612751,95,111,2021-10-24T22:13:23Z,6499375,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,out,[],1629023,,,1610612751,95,111,2021-10-24T22:13:23Z,6499687,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,in,[],1630550,,,1610612751,95,111,2021-10-24T22:13:23Z,6499843,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,in,[],1630176,,,1610612751,95,111,2021-10-24T22:13:23Z,6499921,,,0,,SUB in: V. Carey Jr.,[1630176],1610612766.0,CHA,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,in,[],1630539,,,1610612751,95,111,2021-10-24T22:13:23Z,6499960,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,in,[],1630208,,,1610612751,95,111,2021-10-24T22:13:23Z,6499980,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M47.90S,2021-10-24T22:13:10.6Z,4,REGULAR,substitution,in,[],1630547,,,1610612751,95,111,2021-10-24T22:13:23Z,6499990,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M43.00S,2021-10-24T22:13:30.9Z,4,REGULAR,3pt,Jump Shot,[],1630549,31.488173455978973,54.65686274509803,1610612751,95,111,2021-10-24T22:13:36Z,6620000,-23.0,243.0,1,left,MISS D. Sharpe 24' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,
680,PT00M38.20S,2021-10-24T22:13:35.7Z,4,REGULAR,rebound,defensive,[],1630176,,,1610612766,95,111,2021-10-24T22:13:36Z,6630000,,,0,,V. Carey Jr. REBOUND (Off:0 Def:1),[1630176],1610612766.0,CHA,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,679.0,1.0,1.0,0.0,,,,,,,,,,,,
681,PT00M18.60S,2021-10-24T22:13:55.3Z,4,REGULAR,2pt,Jump Shot,[],1630176,74.32654402102497,49.26470588235294,1610612766,95,111,2021-10-24T22:14:01Z,6640000,-4.0,189.0,1,right,MISS V. Carey Jr. 18' Jump Shot,[1630176],1610612766.0,CHA,,,,Carey Jr.,V. Carey Jr.,,,,,18.88,Missed,,,,,,,,,,,,,,,,,,
682,PT00M14.10S,2021-10-24T22:13:59.8Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,95,111,2021-10-24T22:14:01Z,6650000,,,0,,B. Brown REBOUND (Off:1 Def:6),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,681.0,7.0,6.0,1.0,,,,,,,,,,,,
683,PT00M00.00S,2021-10-24T22:14:16.1Z,4,REGULAR,period,end,[],0,,,1610612751,95,111,2021-10-24T22:14:16Z,6660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M00.00S,2021-10-24T22:14:20.2Z,4,REGULAR,game,end,[],0,,,0,95,111,2021-10-24T22:14:20Z,6670000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
