actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
185,PT11M07.00S,2021-10-24T20:40:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.5722733245729295,56.127450980392155,1610612766,34,29,2021-10-24T20:40:43Z,1810000,-31.0,19.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1629651]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,3.59,Missed,Claxton,1629651.0,,,,,,,,,,,,,,,,
186,PT11M07.00S,2021-10-24T20:40:38.2Z,2,REGULAR,block,,[],1629651,,,1610612766,34,29,2021-10-24T20:40:40Z,1820000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M04.00S,2021-10-24T20:40:41.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,34,29,2021-10-24T20:40:43Z,1830000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,
188,PT11M02.00S,2021-10-24T20:40:47.5Z,2,REGULAR,foul,personal,[],1628970,,,1610612751,34,29,2021-10-24T20:40:59Z,1840000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1629651]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,1627529.0,1.0,0.0,Claxton,1629651.0,,,,,,,
190,PT11M02.00S,2021-10-24T20:40:54.1Z,2,REGULAR,substitution,out,[],201988,,,1610612751,34,29,2021-10-24T20:40:58Z,1860000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M02.00S,2021-10-24T20:40:54.1Z,2,REGULAR,substitution,in,[],1628975,,,1610612751,34,29,2021-10-24T20:40:58Z,1870000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M54.00S,2021-10-24T20:41:14.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.9862023653088,50.49019607843137,1610612751,36,29,2021-10-24T20:41:34Z,1880000,2.0,13.0,1,right,N. Claxton cutting DUNK (4 PTS) (J. Harden 2 AST),"[1629651, 201935]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,1.36,Made,,,,,,,,,,,,4.0,J. Harden,201935.0,2.0,,,
206,PT10M40.00S,2021-10-24T20:41:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,9.067017082785808,37.584252450980394,1610612766,36,29,2021-10-24T20:44:45Z,1925000,62.0,33.0,1,left,MISS L. Ball 7' driving Layup - blocked,"[1630163, 201949]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,7.02,Missed,Johnson,201949.0,,,,,,,,,,,,,,,,
207,PT10M40.00S,2021-10-24T20:41:44.7Z,2,REGULAR,block,,[],201949,,,1610612766,36,29,2021-10-24T20:43:57Z,1927500,,,0,,J. Johnson BLOCK (1 BLK),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M39.00S,2021-10-24T20:41:45.7Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612751,36,29,2021-10-24T20:44:37Z,1928750,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,
197,PT10M36.00S,2021-10-24T20:41:48.1Z,2,REGULAR,foul,personal,[],1628970,,,1610612751,36,29,2021-10-24T22:00:06Z,1930000,,,0,,M. Bridges take personal FOUL (2 PF),"[1628970, 1628975]",1610612766.0,CHA,take,,,Bridges,M. Bridges,,,,,,,,,,,,,1148.0,2.0,0.0,Carter,1628975.0,,,,,,,
199,PT10M36.00S,2021-10-24T20:41:56.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,36,29,2021-10-24T20:42:54Z,1950000,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,
200,PT10M23.00S,2021-10-24T20:42:17.4Z,2,REGULAR,3pt,Jump Shot,[],201935,74.06373193166885,81.61764705882352,1610612751,36,29,2021-10-24T20:42:54Z,1960000,158.0,191.0,1,right,MISS J. Harden 24' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,
201,PT10M17.00S,2021-10-24T20:42:23.4Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,36,29,2021-10-24T20:42:23Z,1970000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,
202,PT10M00.00S,2021-10-24T20:42:40.1Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612766,36,29,2021-10-24T20:43:05Z,1980000,,,0,,P. Washington lost ball TURNOVER (2 TO),"[1629023, 201949]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,2.0,Johnson,201949.0
203,PT10M00.00S,2021-10-24T20:42:40.1Z,2,REGULAR,steal,,[],201949,,,1610612751,36,29,2021-10-24T20:42:42Z,1990000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M54.00S,2021-10-24T20:42:45.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,95.22010512483574,4.166666666666666,1610612751,36,29,2021-10-24T20:43:08Z,2000000,-229.0,-8.0,1,right,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
205,PT09M49.00S,2021-10-24T20:42:51.1Z,2,REGULAR,rebound,offensive,[],203925,,,1610612751,36,29,2021-10-24T20:42:51Z,2010000,,,0,,J. Harris REBOUND (Off:1 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,204.0,4.0,3.0,1.0,,,,,,,,,,,,
209,PT09M42.00S,2021-10-24T20:42:58.3Z,2,REGULAR,turnover,lost ball,[],1629651,,,1610612751,36,29,2021-10-24T20:43:10Z,2020000,,,0,,N. Claxton lost ball TURNOVER (2 TO),"[1629651, 1629023]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,2.0,Washington,1629023.0
210,PT09M42.00S,2021-10-24T20:42:58.3Z,2,REGULAR,steal,,[],1629023,,,1610612766,36,29,2021-10-24T20:43:01Z,2030000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M38.00S,2021-10-24T20:43:03.6Z,2,REGULAR,foul,personal,['2freethrow'],203925,,,1610612766,36,29,2021-10-24T20:43:22Z,2040000,,,0,,J. Harris shooting personal FOUL (2 PF) (Bridges 2 FT),"[203925, 1628970]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,,,,,,,,,1627529.0,2.0,0.0,Bridges,1628970.0,,,,,,,
213,PT09M38.00S,2021-10-24T20:43:27.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628970,,,1610612766,36,30,2021-10-24T20:43:28Z,2060000,,,0,,M. Bridges Free Throw 1 of 2 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
214,PT09M38.00S,2021-10-24T20:43:28.6Z,2,REGULAR,substitution,out,[],1629651,,,1610612766,36,30,2021-10-24T20:43:42Z,2070000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M38.00S,2021-10-24T20:43:28.6Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,36,30,2021-10-24T20:43:42Z,2080000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M38.00S,2021-10-24T20:43:28.6Z,2,REGULAR,substitution,in,[],200746,,,1610612766,36,30,2021-10-24T20:43:42Z,2090000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M38.00S,2021-10-24T20:43:28.6Z,2,REGULAR,substitution,in,[],203486,,,1610612766,36,30,2021-10-24T20:43:42Z,2100000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M38.00S,2021-10-24T20:43:55.0Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628970,,,1610612766,36,31,2021-10-24T20:43:55Z,2110000,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
219,PT09M29.00S,2021-10-24T20:44:08.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,90.75229960578186,41.911764705882355,1610612751,38,31,2021-10-24T20:45:27Z,2120000,-40.0,34.0,1,right,J. Harden driving bank Jump Shot (10 PTS),[201935],1610612751.0,BKN,driving bank,,,Harden,J. Harden,,,,,5.31,Made,,,,,,,,,,,,10.0,,,,,,
220,PT09M29.00S,2021-10-24T20:44:12.9Z,2,REGULAR,foul,personal,['1freethrow'],1629667,,,1610612751,38,31,2021-10-24T20:44:24Z,2130000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Harden 1 FT),"[1629667, 201935]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,1627529.0,1.0,0.0,Harden,201935.0,,,,,,,
222,PT09M29.00S,2021-10-24T20:44:36.2Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,39,31,2021-10-24T20:44:36Z,2150000,,,0,,J. Harden Free Throw 1 of 1 (11 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
223,PT09M12.00S,2021-10-24T20:44:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,5.732588699080158,48.03921568627451,1610612766,39,33,2021-10-24T20:45:00Z,2160000,10.0,1.0,1,left,J. McDaniels running Layup (5 PTS) (M. Bridges 1 AST),"[1629667, 1628970]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,0.99,Made,,,,,,,,,,,,5.0,M. Bridges,1628970.0,1.0,,,
225,PT08M51.00S,2021-10-24T20:45:15.9Z,2,REGULAR,3pt,Jump Shot,[],201949,96.27135348226018,95.58823529411765,1610612751,39,33,2021-10-24T20:45:20Z,2180000,228.0,-17.0,1,right,MISS J. Johnson 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,
226,PT08M49.00S,2021-10-24T20:45:17.9Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,39,33,2021-10-24T20:45:20Z,2190000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,225.0,3.0,3.0,0.0,,,,,,,,,,,,
227,PT08M43.00S,2021-10-24T20:45:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.732588699080158,46.32352941176471,1610612766,39,33,2021-10-24T20:45:37Z,2200000,18.0,1.0,1,left,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.85,Missed,,,,,,,,,,,,,,,,,,
228,PT08M43.00S,2021-10-24T20:45:24.9Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,39,33,2021-10-24T20:45:37Z,2210000,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,227.0,1.0,0.0,1.0,,,,,,,,,,,,
229,PT08M38.00S,2021-10-24T20:45:28.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628970,5.590000152587891,50.0,1610612766,39,35,2021-10-24T20:50:14Z,2220000,0.0,0.0,1,left,M. Bridges putback Layup (12 PTS),[1628970],1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,0.0,Made,,,,,,,,,,,,12.0,,,,,,
230,PT08M26.00S,2021-10-24T20:45:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,86.81011826544021,45.34313725490196,1610612751,39,35,2021-10-24T20:45:50Z,2230000,-23.0,71.0,1,right,MISS L. Aldridge 7' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
231,PT08M26.00S,2021-10-24T20:45:41.6Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,39,35,2021-10-24T20:45:50Z,2240000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,230.0,4.0,4.0,0.0,,,,,,,,,,,,
232,PT08M19.00S,2021-10-24T20:45:51.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,39,35,2021-10-24T20:45:51Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M19.00S,2021-10-24T20:45:52.0Z,2,REGULAR,substitution,out,[],1628975,,,1610612766,39,35,2021-10-24T20:46:03Z,2260000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M19.00S,2021-10-24T20:45:52.0Z,2,REGULAR,substitution,out,[],201949,,,1610612766,39,35,2021-10-24T20:46:03Z,2270000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M19.00S,2021-10-24T20:45:52.0Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,39,35,2021-10-24T20:46:03Z,2280000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M19.00S,2021-10-24T20:45:52.0Z,2,REGULAR,substitution,in,[],201142,,,1610612766,39,35,2021-10-24T20:46:03Z,2290000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M19.00S,2021-10-24T20:45:52.0Z,2,REGULAR,substitution,in,[],201988,,,1610612766,39,35,2021-10-24T20:46:03Z,2300000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M19.00S,2021-10-24T20:45:52.0Z,2,REGULAR,substitution,in,[],202330,,,1610612766,39,35,2021-10-24T20:46:03Z,2310000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M12.00S,2021-10-24T20:46:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,4.812746386333772,46.81372549019608,1610612766,39,37,2021-10-24T20:46:25Z,2320000,16.0,-7.0,1,left,L. Ball driving Layup (11 PTS) (M. Plumlee 2 AST),"[1630163, 203486]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,1.75,Made,,,,,,,,,,,,11.0,M. Plumlee,203486.0,2.0,,,
241,PT07M59.00S,2021-10-24T20:46:32.5Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612751,39,37,2021-10-24T20:46:38Z,2340000,,,0,,J. Harden lost ball TURNOVER (3 TO),"[201935, 1628970]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,3.0,Bridges,1628970.0
242,PT07M59.00S,2021-10-24T20:46:32.5Z,2,REGULAR,steal,,[],1628970,,,1610612766,39,37,2021-10-24T20:46:34Z,2350000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M56.00S,2021-10-24T20:46:36.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,5.995400788436268,49.50980392156863,1610612766,39,39,2021-10-24T20:46:48Z,2360000,2.0,4.0,1,left,M. Bridges running DUNK (14 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,0.46,Made,,,,,,,,,,,,14.0,,,,,,
244,PT07M56.00S,2021-10-24T20:46:40.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,39,39,2021-10-24T20:46:40Z,2370000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M40.00S,2021-10-24T20:49:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.9993429697766,46.568627450980394,1610612751,39,39,2021-10-24T20:50:00Z,2380000,-17.0,107.0,1,right,MISS K. Durant 10' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,
246,PT07M35.00S,2021-10-24T20:49:59.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,39,39,2021-10-24T20:50:00Z,2390000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,,
247,PT07M17.00S,2021-10-24T20:50:17.0Z,2,REGULAR,turnover,lost ball,[],1629667,,,1610612766,39,39,2021-10-24T20:50:20Z,2400000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1629667, 201142]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,1.0,Durant,201142.0
248,PT07M17.00S,2021-10-24T20:50:17.0Z,2,REGULAR,steal,,[],201142,,,1610612751,39,39,2021-10-24T20:50:19Z,2410000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M07.00S,2021-10-24T20:50:26.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201142,73.80091984231275,83.33333333333334,1610612751,39,39,2021-10-24T20:50:30Z,2420000,167.0,194.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
250,PT07M04.00S,2021-10-24T20:50:29.1Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,39,39,2021-10-24T22:24:03Z,2430000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,
251,PT06M55.00S,2021-10-24T20:50:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,4.812746386333772,53.431372549019606,1610612766,39,39,2021-10-24T20:50:43Z,2440000,-17.0,-7.0,1,left,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,
252,PT06M53.00S,2021-10-24T20:50:40.1Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,39,39,2021-10-24T20:50:43Z,2450000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,
253,PT06M48.00S,2021-10-24T20:50:45.2Z,2,REGULAR,turnover,bad pass,[],203925,,,1610612751,39,39,2021-10-24T20:50:53Z,2460000,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 203486]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,1.0,Plumlee,203486.0
254,PT06M48.00S,2021-10-24T20:50:45.2Z,2,REGULAR,steal,,[],203486,,,1610612766,39,39,2021-10-24T20:50:49Z,2470000,,,0,,M. Plumlee STEAL (2 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M42.00S,2021-10-24T20:50:51.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,23.73521681997372,87.25490196078431,1610612766,39,39,2021-10-24T20:50:57Z,2480000,-186.0,171.0,1,left,MISS L. Ball 25' running 3PT,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
256,PT06M40.00S,2021-10-24T20:50:53.7Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,39,39,2021-10-24T20:50:57Z,2490000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,
257,PT06M30.00S,2021-10-24T20:51:10.4Z,2,REGULAR,3pt,Jump Shot,[],201988,95.6143232588699,4.166666666666666,1610612751,39,39,2021-10-24T20:51:16Z,2500000,-229.0,-11.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,
258,PT06M26.00S,2021-10-24T20:51:14.4Z,2,REGULAR,rebound,offensive,[],200746,,,1610612751,39,39,2021-10-24T20:51:16Z,2510000,,,0,,L. Aldridge REBOUND (Off:1 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,257.0,2.0,1.0,1.0,,,,,,,,,,,,
259,PT06M26.00S,2021-10-24T20:51:17.4Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,39,39,2021-10-24T20:51:32Z,2520000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (4 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,,,,,1204.0,,,,,,,,,4.0,,
260,PT06M26.00S,2021-10-24T20:51:19.7Z,2,REGULAR,substitution,out,[],203925,,,1610612766,39,39,2021-10-24T20:51:28Z,2530000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M26.00S,2021-10-24T20:51:19.7Z,2,REGULAR,substitution,out,[],201935,,,1610612766,39,39,2021-10-24T20:51:28Z,2540000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M26.00S,2021-10-24T20:51:19.7Z,2,REGULAR,substitution,in,[],200794,,,1610612766,39,39,2021-10-24T20:51:28Z,2550000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M26.00S,2021-10-24T20:51:19.7Z,2,REGULAR,substitution,in,[],1628975,,,1610612766,39,39,2021-10-24T20:51:28Z,2560000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M10.00S,2021-10-24T20:52:00.5Z,2,REGULAR,foul,personal,['2freethrow'],200794,,,1610612766,39,39,2021-10-24T20:52:17Z,2570000,,,0,,P. Millsap shooting personal FOUL (2 PF) (Bridges 2 FT),"[200794, 1628970]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,,,1204.0,2.0,0.0,Bridges,1628970.0,,,,,,,
266,PT06M10.00S,2021-10-24T20:52:23.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628970,,,1610612766,39,40,2021-10-24T20:52:23Z,2590000,,,0,,M. Bridges Free Throw 1 of 2 (15 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,15.0,,,,,,
267,PT06M10.00S,2021-10-24T20:52:30.4Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,39,40,2021-10-24T20:52:34Z,2600000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M10.00S,2021-10-24T20:52:30.4Z,2,REGULAR,substitution,in,[],202397,,,1610612766,39,40,2021-10-24T20:52:34Z,2610000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M10.00S,2021-10-24T20:52:42.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628970,,,1610612766,39,41,2021-10-24T20:52:42Z,2620000,,,0,,M. Bridges Free Throw 2 of 2 (16 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,16.0,,,,,,
270,PT06M01.00S,2021-10-24T20:52:54.6Z,2,REGULAR,2pt,Jump Shot,[],201142,78.05519053876479,49.65533088235294,1610612751,41,41,2021-10-24T20:53:02Z,2630000,-2.0,154.0,1,right,K. Durant 15' pullup Jump Shot (12 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,15.38,Made,,,,,,,,,,,,12.0,,,,,,
271,PT05M47.00S,2021-10-24T20:53:08.8Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,41,41,2021-10-24T20:54:25Z,2640000,,,0,,G. Hayward bad pass TURNOVER (3 TO),"[202330, 1628975]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,3.0,Carter,1628975.0
272,PT05M47.00S,2021-10-24T20:53:08.8Z,2,REGULAR,steal,,[],1628975,,,1610612751,41,41,2021-10-24T22:00:27Z,2650000,,,0,,J. Carter STEAL (2 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M35.00S,2021-10-24T20:53:20.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],200794,91.5407358738502,32.1078431372549,1610612751,41,41,2021-10-24T20:53:31Z,2660000,-89.0,27.0,1,right,MISS P. Millsap 9' turnaround Shot,[200794],1610612751.0,BKN,turnaround,,,Millsap,P. Millsap,,,,,9.35,Missed,,,,,,,,,,,,,,,,,,
