actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
185,PT10M20.00S,2022-04-09T00:12:09.9Z,2,REGULAR,foul,personal,[],1626224,,,1610612751,36,23,2022-04-09T00:12:33Z,1850000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 203552]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,1198.0,1.0,0.0,Curry,203552.0,,,,,,,,,,,,,,,
187,PT10M20.00S,2022-04-09T00:12:17.1Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,36,23,2022-04-09T00:12:25Z,1870000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M20.00S,2022-04-09T00:12:17.1Z,2,REGULAR,substitution,out,[],200765,,,1610612751,36,23,2022-04-09T00:12:25Z,1880000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M20.00S,2022-04-09T00:12:17.1Z,2,REGULAR,substitution,in,[],203083,,,1610612751,36,23,2022-04-09T00:12:25Z,1890000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M20.00S,2022-04-09T00:12:17.1Z,2,REGULAR,substitution,in,[],1630596,,,1610612751,36,23,2022-04-09T00:12:25Z,1900000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M14.00S,2022-04-09T00:12:39.3Z,2,REGULAR,2pt,Jump Shot,[],1630556,89.88173455978975,9.091605392156863,1610612751,36,23,2022-04-09T00:12:46Z,1910000,-205.0,43.0,1,right,MISS K. Edwards 20' Jump Shot,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,20.89,Missed,,,,,,,,,,,,
192,PT10M10.00S,2022-04-09T00:12:43.3Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,36,23,2022-04-09T00:12:46Z,1920000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,
193,PT10M07.00S,2022-04-09T00:12:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,92.9862023653088,55.392156862745104,1610612751,36,23,2022-04-09T00:12:51Z,1930000,27.0,13.0,1,right,MISS A. Drummond Layup,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,3.01,Missed,,,,,,,,,,,,
194,PT10M04.00S,2022-04-09T00:12:50.5Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,36,23,2022-04-09T00:12:51Z,1940000,,,0,,B. Brown REBOUND (Off:3 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,193.0,5.0,2.0,3.0,,,,,,,,
195,PT10M03.00S,2022-04-09T00:12:51.6Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612751,36,23,2022-04-09T00:15:20Z,1950000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1629636]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,1.0,,,,,,,,,,,,,Garland,1629636.0
196,PT10M03.00S,2022-04-09T00:12:51.6Z,2,REGULAR,steal,,[],1629636,,,1610612739,36,23,2022-04-09T00:12:53Z,1960000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M58.00S,2022-04-09T00:12:55.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629636,5.995400788436268,55.63725490196079,1610612739,36,25,2022-04-09T00:15:28Z,1970000,-28.0,4.0,1,left,D. Garland running reverse Layup (8 PTS),[1629636],1610612739.0,CLE,running reverse,,,Garland,D. Garland,,,,,,,,,,,2.85,Made,,,,,,,8.0,,,,,
198,PT09M44.00S,2022-04-09T00:13:09.0Z,2,REGULAR,3pt,Jump Shot,[],1630556,78.26872536136662,10.294117647058822,1610612751,39,25,2022-04-09T00:13:12Z,1980000,-199.0,152.0,1,right,K. Edwards 24' 3PT  (3 PTS) (K. Irving 4 AST),"[1630556, 202681]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,24.99,Made,,,,,,,3.0,K. Irving,202681.0,4.0,,
200,PT09M36.00S,2022-04-09T00:13:17.7Z,2,REGULAR,3pt,Jump Shot,[],1626224,8.09789750328515,4.901960784313726,1610612739,39,28,2022-04-09T00:13:21Z,2000000,225.0,24.0,1,left,C. Osman 3PT  (3 PTS) (C. LeVert 1 AST),"[1626224, 1627747]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,22.67,Made,,,,,,,3.0,C. LeVert,1627747.0,1.0,,
202,PT09M22.00S,2022-04-09T00:13:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,89.43823915900131,49.01960784313725,1610612751,41,28,2022-04-09T00:13:35Z,2020000,-5.0,47.0,1,right,K. Irving driving Layup (6 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,,,,4.71,Made,,,,,,,6.0,,,,,
203,PT08M57.00S,2022-04-09T00:13:57.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.440867279894875,44.6078431372549,1610612739,41,30,2022-04-09T00:14:01Z,2030000,27.0,17.0,1,left,E. Mobley driving Layup (4 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,,,,,3.21,Made,,,,,,,4.0,,,,,
204,PT08M36.00S,2022-04-09T00:14:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,89.96386333771353,43.13725490196079,1610612751,41,30,2022-04-09T00:14:36Z,2040000,-34.0,42.0,1,right,MISS A. Drummond driving Layup - blocked,"[203083, 1630596]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,,,,,,,5.41,Missed,,,,,Mobley,1630596.0,,,,,,
205,PT08M36.00S,2022-04-09T00:14:20.1Z,2,REGULAR,block,,[],1630596,,,1610612751,41,30,2022-04-09T00:14:22Z,2050000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M34.00S,2022-04-09T00:14:22.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,41,30,2022-04-09T00:14:44Z,2060000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,
207,PT08M34.00S,2022-04-09T00:14:23.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,41,30,2022-04-09T00:14:23Z,2070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M34.00S,2022-04-09T00:14:24.5Z,2,REGULAR,substitution,out,[],1630556,,,1610612751,41,30,2022-04-09T00:14:27Z,2080000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M34.00S,2022-04-09T00:14:24.5Z,2,REGULAR,substitution,in,[],201988,,,1610612751,41,30,2022-04-09T00:14:27Z,2090000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M29.00S,2022-04-09T00:14:42.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,90.75229960578186,59.80392156862745,1610612751,41,30,2022-04-09T00:14:47Z,2100000,49.0,34.0,1,right,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,,,,,,,5.99,Missed,,,,,,,,,,,,
211,PT08M27.00S,2022-04-09T00:14:44.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,41,30,2022-04-09T00:14:44Z,2110000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,,
212,PT08M22.00S,2022-04-09T00:14:49.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629636,13.87976346911958,33.57843137254902,1610612739,41,30,2022-04-09T00:14:57Z,2120000,82.0,78.0,1,left,MISS D. Garland 11' turnaround fadeaway Shot,[1629636],1610612739.0,CLE,turnaround fadeaway,,,Garland,D. Garland,,,,,,,,,,,11.32,Missed,,,,,,,,,,,,
213,PT08M20.00S,2022-04-09T00:14:51.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,41,30,2022-04-09T00:15:03Z,2130000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,
214,PT08M09.00S,2022-04-09T00:15:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,87.99277266754271,57.84313725490197,1610612751,41,30,2022-04-09T00:15:25Z,2140000,39.0,60.0,1,right,MISS K. Irving 7' driving floating Shot,[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,,,,,,,7.2,Missed,,,,,,,,,,,,
215,PT08M08.00S,2022-04-09T00:15:04.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,41,30,2022-04-09T00:15:12Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,
216,PT08M08.00S,2022-04-09T00:15:07.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,41,30,2022-04-09T00:15:07Z,2160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M08.00S,2022-04-09T00:15:08.9Z,2,REGULAR,substitution,out,[],202681,,,1610612751,41,30,2022-04-09T00:15:16Z,2170000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M08.00S,2022-04-09T00:15:08.9Z,2,REGULAR,substitution,in,[],201142,,,1610612751,41,30,2022-04-09T00:15:16Z,2180000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M03.00S,2022-04-09T00:15:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,91.40932982917214,43.872549019607845,1610612751,43,30,2022-04-09T00:15:48Z,2190000,-31.0,28.0,1,right,A. Drummond Layup (2 PTS) (B. Brown 4 AST),"[203083, 1628971]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,4.17,Made,,,,,,,2.0,B. Brown,1628971.0,4.0,,
221,PT08M03.00S,2022-04-09T00:15:46.7Z,2,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612751,43,30,2022-04-09T00:16:03Z,2210000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Drummond 1 FT),"[1630596, 203083]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,2715.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,,,,
223,PT08M03.00S,2022-04-09T00:16:19.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203083,,,1610612751,44,30,2022-04-09T00:16:19Z,2230000,,,0,,A. Drummond Free Throw 1 of 1 (3 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,Made,,,,,,,3.0,,,,,
224,PT07M44.00S,2022-04-09T00:16:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,8.492115637319317,50.98039215686274,1610612739,44,32,2022-04-09T00:16:42Z,2240000,-5.0,27.0,1,left,K. Love Layup (5 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,2.77,Made,,,,,,,5.0,,,,,
226,PT07M24.00S,2022-04-09T00:17:02.7Z,2,REGULAR,violation,kicked ball,[],1629636,,,1610612751,44,32,2022-04-09T00:17:24Z,2260000,,,0,,D. Garland kicked ball VIOLATION,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,1198.0,,,,,,,,,,,,,,,,,,,
227,PT07M24.00S,2022-04-09T00:17:08.3Z,2,REGULAR,substitution,out,[],201567,,,1610612751,44,32,2022-04-09T00:17:11Z,2270000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M24.00S,2022-04-09T00:17:08.3Z,2,REGULAR,substitution,in,[],1628374,,,1610612751,44,32,2022-04-09T00:17:11Z,2280000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2022-04-09T00:17:28.2Z,2,REGULAR,3pt,Jump Shot,[],1628971,82.7365308804205,95.09803921568627,1610612751,44,32,2022-04-09T00:17:43Z,2290000,225.0,110.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,25.08,Missed,,,,,,,,,,,,
230,PT07M09.00S,2022-04-09T00:17:30.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,44,32,2022-04-09T00:17:43Z,2300000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,229.0,,,,,,,,,,,
231,PT07M09.00S,2022-04-09T00:17:38.8Z,2,REGULAR,foul,personal,[],203083,,,1610612739,44,32,2022-04-09T00:17:46Z,2310000,,,0,,A. Drummond loose ball personal FOUL (2 PF),"[203083, 1629636]",1610612751.0,BKN,loose ball,,,Drummond,A. Drummond,,,,,202049.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
233,PT06M52.00S,2022-04-09T00:18:02.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,6.258212877792378,5.392156862745098,1610612739,44,32,2022-04-09T00:18:05Z,2330000,223.0,6.0,1,left,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,22.31,Missed,,,,,,,,,,,,
234,PT06M50.00S,2022-04-09T00:18:04.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,44,32,2022-04-09T00:18:05Z,2340000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,233.0,4.0,3.0,1.0,,,,,,,,
235,PT06M32.00S,2022-04-09T00:18:23.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.8166885676741,37.00980392156863,1610612751,44,32,2022-04-09T00:18:28Z,2350000,-65.0,118.0,1,right,MISS K. Durant 13' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,,13.51,Missed,,,,,,,,,,,,
236,PT06M28.00S,2022-04-09T00:18:27.0Z,2,REGULAR,rebound,offensive,[],203552,,,1610612751,44,32,2022-04-09T00:18:28Z,2360000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,235.0,2.0,1.0,1.0,,,,,,,,
237,PT06M26.00S,2022-04-09T00:18:29.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203552,90.48948751642575,96.56862745098039,1610612751,44,32,2022-04-09T00:18:52Z,2370000,233.0,37.0,1,right,MISS S. Curry pullup 3PT,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,,,,23.57,Missed,,,,,,,,,,,,
238,PT06M22.00S,2022-04-09T00:18:33.7Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,44,32,2022-04-09T00:18:33Z,2380000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,
239,PT06M17.00S,2022-04-09T00:18:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,9.017739816031538,44.6078431372549,1610612739,44,34,2022-04-09T00:18:42Z,2390000,27.0,32.0,1,left,D. Garland running finger roll Layup (10 PTS),[1629636],1610612739.0,CLE,running finger roll,,,Garland,D. Garland,,,,,,,,,,,4.21,Made,,,,,,,10.0,,,,,
240,PT06M16.00S,2022-04-09T00:18:47.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,44,34,2022-04-09T00:18:47Z,2400000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M16.00S,2022-04-09T00:20:19.1Z,2,REGULAR,substitution,out,[],203083,,,1610612751,44,34,2022-04-09T00:21:05Z,2410000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M16.00S,2022-04-09T00:20:19.1Z,2,REGULAR,substitution,out,[],203552,,,1610612751,44,34,2022-04-09T00:21:05Z,2420000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M16.00S,2022-04-09T00:20:19.1Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,44,34,2022-04-09T00:21:05Z,2430000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M16.00S,2022-04-09T00:20:19.1Z,2,REGULAR,substitution,in,[],202681,,,1610612751,44,34,2022-04-09T00:21:05Z,2440000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M57.00S,2022-04-09T00:21:51.4Z,2,REGULAR,3pt,Jump Shot,[],201988,70.25295663600527,77.20588235294117,1610612751,44,34,2022-04-09T00:21:54Z,2450000,136.0,227.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,26.47,Missed,,,,,,,,,,,,
246,PT05M55.00S,2022-04-09T00:21:53.4Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,44,34,2022-04-09T00:21:54Z,2460000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,
247,PT05M45.00S,2022-04-09T00:22:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,11.777266754270697,50.245098039215684,1610612739,44,36,2022-04-09T00:22:07Z,2470000,-1.0,58.0,1,left,L. Markkanen floating Jump Shot (6 PTS) (C. LeVert 2 AST),"[1628374, 1627747]",1610612739.0,CLE,floating,,,Markkanen,L. Markkanen,,,,,,,,,,,5.82,Made,,,,,,,6.0,C. LeVert,1627747.0,2.0,,
249,PT05M25.00S,2022-04-09T00:22:23.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.42247043363994,51.71568627450981,1610612751,44,36,2022-04-09T00:22:26Z,2490000,9.0,122.0,1,right,MISS K. Durant 12' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,,,,,,,12.24,Missed,,,,,,,,,,,,
250,PT05M23.00S,2022-04-09T00:22:25.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,44,36,2022-04-09T00:22:33Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,,
251,PT05M23.00S,2022-04-09T00:22:29.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,44,36,2022-04-09T00:22:29Z,2510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M13.00S,2022-04-09T00:22:47.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,89.70105124835742,20.588235294117645,1610612751,44,36,2022-04-09T00:23:02Z,2520000,-147.0,44.0,1,right,MISS K. Durant 15' turnaround Shot,[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,,,,,,,15.36,Missed,,,,,,,,,,,,
253,PT05M10.00S,2022-04-09T00:22:50.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,44,36,2022-04-09T00:23:02Z,2530000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,
254,PT05M10.00S,2022-04-09T00:22:58.5Z,2,REGULAR,foul,personal,[],1629651,,,1610612739,44,36,2022-04-09T00:23:08Z,2540000,,,0,,N. Claxton loose ball personal FOUL (2 PF),"[1629651, 1628374]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,202049.0,2.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
256,PT04M56.00S,2022-04-09T00:23:19.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,10.068988173455978,35.53921568627451,1610612739,44,36,2022-04-09T00:23:22Z,2560000,72.0,42.0,1,left,MISS L. Markkanen 8' turnaround bank Hook,[1628374],1610612739.0,CLE,turnaround bank,,,Markkanen,L. Markkanen,,,,,,,,,,,8.37,Missed,,,,,,,,,,,,
257,PT04M53.00S,2022-04-09T00:23:22.0Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,44,36,2022-04-09T00:23:22Z,2570000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,256.0,3.0,2.0,1.0,,,,,,,,
258,PT04M53.00S,2022-04-09T00:23:22.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,5.590000152587891,50.0,1610612739,44,38,2022-04-09T00:23:22Z,2580000,0.0,0.0,1,left,E. Mobley tip DUNK (6 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,,,,,,,0.0,Made,,,,,,,6.0,,,,,
259,PT04M36.00S,2022-04-09T00:23:39.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,89.43823915900131,53.18627450980392,1610612751,44,38,2022-04-09T00:24:03Z,2590000,16.0,47.0,1,right,MISS B. Brown floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,,4.94,Missed,,,,,,,,,,,,
263,PT04M32.00S,2022-04-09T00:23:43.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,44,38,2022-04-09T00:24:03Z,2600000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,259.0,,,,,,,,,,,
260,PT04M32.00S,2022-04-09T00:24:03.3Z,2,REGULAR,jumpball,recovered,[],1628374,,,1610612739,44,38,2022-04-09T00:24:03Z,2610000,,,0,,Jump Ball E. Mobley vs. B. Brown: Tip to L. Markkanen,"[1628374, 1630596, 1628971]",1610612739.0,CLE,heldball,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Mobley,1630596.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,,,
264,PT04M28.00S,2022-04-09T00:24:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,13.091327201051248,49.01960784313725,1610612739,44,38,2022-04-09T00:27:37Z,2640000,5.0,71.0,1,left,MISS C. LeVert 7' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,,,,,,,7.08,Missed,,,,,,,,,,,,
265,PT04M26.00S,2022-04-09T00:24:11.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,44,38,2022-04-09T00:24:47Z,2650000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,264.0,,,,,,,,,,,
266,PT04M26.00S,2022-04-09T00:24:14.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612751,44,38,2022-04-09T00:24:37Z,2660000,,,0,,C. LeVert loose ball personal FOUL (1 PF) (Durant 2 FT),"[1627747, 201142]",1610612739.0,CLE,loose ball,,,LeVert,C. LeVert,,,,,1198.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
268,PT04M26.00S,2022-04-09T00:24:29.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,44,38,2022-04-09T00:24:32Z,2680000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M26.00S,2022-04-09T00:24:29.1Z,2,REGULAR,substitution,in,[],1630556,,,1610612751,44,38,2022-04-09T00:24:32Z,2690000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M26.00S,2022-04-09T00:24:43.7Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,45,38,2022-04-09T00:24:43Z,2700000,,,0,,K. Durant Free Throw 1 of 2 (17 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,17.0,,,,,
271,PT04M26.00S,2022-04-09T00:24:59.6Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,46,38,2022-04-09T00:24:59Z,2710000,,,0,,K. Durant Free Throw 2 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,,,,,,,18.0,,,,,
272,PT04M10.00S,2022-04-09T00:25:19.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,10.726018396846255,48.03921568627451,1610612739,46,40,2022-04-09T00:25:23Z,2720000,10.0,48.0,1,left,E. Mobley Hook (8 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,4.93,Made,,,,,,,8.0,D. Garland,1629636.0,1.0,,
274,PT04M10.00S,2022-04-09T00:25:23.7Z,2,REGULAR,foul,personal,['1freethrow'],201142,,,1610612739,46,40,2022-04-09T00:25:36Z,2740000,,,0,,K. Durant shooting personal FOUL (1 PF) (Mobley 1 FT),"[201142, 1630596]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,1198.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
276,PT04M10.00S,2022-04-09T00:25:50.5Z,2,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,46,40,2022-04-09T00:25:50Z,2760000,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,
