actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
267,PT06M28.00S,2022-03-28T00:22:26.6Z,2,REGULAR,turnover,out-of-bounds,[],203486,,,1610612766,44,34,2022-03-28T00:22:31Z,2670000,,,0,,M. Plumlee bad pass out-of-bounds TURNOVER (1 TO),[203486],1610612766.0,CHA,bad pass,,,Plumlee,M. Plumlee,,,,,,,,,,,,,101283.0,,,,,,,,,1.0,,
268,PT06M28.00S,2022-03-28T00:22:29.5Z,2,REGULAR,substitution,out,[],202738,,,1610612751,44,34,2022-03-28T00:22:43Z,2680000,,,0,,SUB out: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M28.00S,2022-03-28T00:22:29.5Z,2,REGULAR,substitution,in,[],1628998,,,1610612751,44,34,2022-03-28T00:22:43Z,2690000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M13.00S,2022-03-28T00:23:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,89.30683311432325,50.98039215686274,1610612751,46,34,2022-03-28T00:23:15Z,2700000,5.0,48.0,1,right,A. Drummond driving Layup (13 PTS) (K. Irving 5 AST),"[203083, 202681]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,4.82,Made,,,,,,,,,,,,13.0,K. Irving,202681.0,5.0,,,
272,PT05M57.00S,2022-03-28T00:23:27.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,12.565703022339028,48.77450980392157,1610612766,46,34,2022-03-28T00:51:20Z,2720000,6.0,66.0,1,left,MISS J. McDaniels 6' driving floating Shot,[1629667],1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,6.59,Missed,,,,,,,,,,,,,,,,,,
273,PT05M56.00S,2022-03-28T00:23:28.1Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,46,34,2022-03-28T00:51:20Z,2730000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,272.0,3.0,2.0,1.0,,,,,,,,,,,,
336,PT05M56.00S,2022-03-28T00:23:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,9.773324572930349,49.50980392156863,1610612766,46,34,2022-03-28T00:51:55Z,2732500,2.0,39.0,1,left,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,
337,PT05M56.00S,2022-03-28T00:23:28.1Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,46,34,2022-03-28T00:51:55Z,2733750,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,336.0,1.0,0.0,1.0,,,,,,,,,,,,
292,PT05M55.00S,2022-03-28T00:23:29.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629667,8.09789750328515,50.49019607843137,1610612766,46,34,2022-03-28T00:52:07Z,2735000,-2.0,24.0,1,left,MISS J. McDaniels tip Layup,[1629667],1610612766.0,CHA,tip,,,McDaniels,J. McDaniels,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,
293,PT05M55.00S,2022-03-28T00:23:29.1Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,46,34,2022-03-28T00:52:07Z,2737500,,,0,,J. McDaniels REBOUND (Off:2 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,292.0,2.0,0.0,2.0,,,,,,,,,,,,
276,PT05M54.00S,2022-03-28T00:23:35.5Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612766,46,34,2022-03-28T00:23:46Z,2760000,,,0,,J. Johnson shooting personal FOUL (1 PF) (McDaniels 2 FT),"[201949, 1629667]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,2003.0,1.0,0.0,McDaniels,1629667.0,,,,,,,
278,PT05M54.00S,2022-03-28T00:23:59.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629667,,,1610612766,46,35,2022-03-28T00:23:59Z,2780000,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
279,PT05M54.00S,2022-03-28T00:24:00.1Z,2,REGULAR,substitution,out,[],201988,,,1610612766,46,35,2022-03-28T00:24:06Z,2790000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M54.00S,2022-03-28T00:24:00.1Z,2,REGULAR,substitution,out,[],201609,,,1610612766,46,35,2022-03-28T00:24:06Z,2800000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M54.00S,2022-03-28T00:24:00.1Z,2,REGULAR,substitution,in,[],203552,,,1610612766,46,35,2022-03-28T00:24:06Z,2810000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M54.00S,2022-03-28T00:24:00.1Z,2,REGULAR,substitution,in,[],201142,,,1610612766,46,35,2022-03-28T00:24:06Z,2820000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M54.00S,2022-03-28T00:24:18.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629667,,,1610612766,46,36,2022-03-28T00:24:18Z,2830000,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
284,PT05M39.00S,2022-03-28T00:24:35.8Z,2,REGULAR,2pt,Jump Shot,[],202681,71.17279894875165,48.28431372549019,1610612751,48,36,2022-03-28T00:24:41Z,2840000,-9.0,218.0,1,right,K. Irving 21' pullup Jump Shot (6 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,21.87,Made,,,,,,,,,,,,6.0,,,,,,
285,PT05M19.00S,2022-03-28T00:24:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,9.280551905387648,50.98039215686274,1610612766,48,36,2022-03-28T00:25:04Z,2850000,-5.0,35.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1629667, 202681]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,3.5,Missed,Irving,202681.0,,,,,,,,,,,,,,,,
286,PT05M19.00S,2022-03-28T00:24:56.1Z,2,REGULAR,block,,[],202681,,,1610612766,48,36,2022-03-28T00:24:59Z,2860000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M15.00S,2022-03-28T00:25:00.1Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,48,36,2022-03-28T00:25:00Z,2870000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,,
288,PT05M11.00S,2022-03-28T00:25:04.1Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203552,83.65637319316689,73.52941176470588,1610612751,50,36,2022-03-28T00:25:16Z,2880000,118.0,101.0,1,right,S. Curry 15' pullup Jump Shot (5 PTS) (K. Irving 6 AST),"[203552, 202681]",1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,15.51,Made,,,,,,,,,,,,5.0,K. Irving,202681.0,6.0,,,
290,PT05M02.00S,2022-03-28T00:25:18.3Z,2,REGULAR,foul,personal,['2freethrow'],203552,,,1610612766,50,36,2022-03-28T00:25:38Z,2900000,,,0,,S. Curry shooting personal FOUL (1 PF) (Rozier 2 FT),"[203552, 1626179]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,,,,,,,,,203593.0,1.0,0.0,Rozier,1626179.0,,,,,,,
294,PT05M02.00S,2022-03-28T00:25:50.5Z,2,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,50,37,2022-03-28T00:25:50Z,2920000,,,0,,T. Rozier Free Throw 1 of 2 (6 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
295,PT05M02.00S,2022-03-28T00:25:51.2Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,50,37,2022-03-28T00:25:56Z,2930000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M02.00S,2022-03-28T00:25:51.2Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,50,37,2022-03-28T00:25:56Z,2940000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M02.00S,2022-03-28T00:26:11.0Z,2,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,50,38,2022-03-28T00:26:11Z,2950000,,,0,,T. Rozier Free Throw 2 of 2 (7 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
298,PT04M45.00S,2022-03-28T00:26:29.2Z,2,REGULAR,3pt,Jump Shot,[],203552,93.51182654402102,95.34313725490196,1610612751,50,38,2022-03-28T00:26:34Z,2960000,227.0,8.0,1,right,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,
299,PT04M43.00S,2022-03-28T00:26:31.2Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,50,38,2022-03-28T00:26:34Z,2970000,,,0,,A. Drummond REBOUND (Off:2 Def:7),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,298.0,9.0,7.0,2.0,,,,,,,,,,,,
300,PT04M40.00S,2022-03-28T00:26:36.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612751,50,38,2022-03-28T00:26:52Z,2980000,,,0,,P. Washington shooting personal FOUL (2 PF) (Drummond 2 FT),"[1629023, 203083]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,101283.0,2.0,0.0,Drummond,203083.0,,,,,,,
302,PT04M40.00S,2022-03-28T00:26:59.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612751,50,38,2022-03-28T00:26:59Z,3000000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
303,PT04M40.00S,2022-03-28T00:26:59.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,50,38,2022-03-28T00:26:59Z,3010000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,
304,PT04M40.00S,2022-03-28T00:27:12.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612751,51,38,2022-03-28T00:27:12Z,3020000,,,0,,A. Drummond Free Throw 2 of 2 (14 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Made,,,,,,,,,,,,14.0,,,,,,
305,PT04M20.00S,2022-03-28T00:27:33.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,13.87976346911958,46.81372549019608,1610612766,51,40,2022-03-28T00:27:43Z,3030000,16.0,78.0,1,left,M. Bridges 7' Hook (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,7.96,Made,,,,,,,,,,,,8.0,,,,,,
306,PT04M11.00S,2022-03-28T00:27:45.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612751,51,40,2022-03-28T00:28:05Z,3040000,,,0,,P. Washington shooting personal FOUL (3 PF) (Drummond 2 FT),"[1629023, 203083]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,2003.0,3.0,0.0,Drummond,203083.0,,,,,,,
308,PT04M11.00S,2022-03-28T00:28:15.8Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,52,40,2022-03-28T00:28:15Z,3060000,,,0,,A. Drummond Free Throw 1 of 2 (15 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Made,,,,,,,,,,,,15.0,,,,,,
309,PT04M11.00S,2022-03-28T00:28:16.4Z,2,REGULAR,substitution,out,[],201949,,,1610612751,52,40,2022-03-28T00:28:29Z,3070000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M11.00S,2022-03-28T00:28:16.4Z,2,REGULAR,substitution,out,[],203486,,,1610612751,52,40,2022-03-28T00:28:29Z,3080000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M11.00S,2022-03-28T00:28:16.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,52,40,2022-03-28T00:28:29Z,3090000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M11.00S,2022-03-28T00:28:16.4Z,2,REGULAR,substitution,in,[],1630163,,,1610612751,52,40,2022-03-28T00:28:29Z,3100000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M11.00S,2022-03-28T00:28:15.8Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,52,40,2022-03-28T00:28:45Z,3110000,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
314,PT04M09.00S,2022-03-28T00:28:17.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,52,40,2022-03-28T00:28:45Z,3120000,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,313.0,3.0,2.0,1.0,,,,,,,,,,,,
315,PT03M59.00S,2022-03-28T00:28:54.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,16.90210249671485,36.51960784313725,1610612766,52,42,2022-03-28T00:28:58Z,3130000,67.0,106.0,1,left,P. Washington 12' driving floating Jump Shot (7 PTS) (M. Bridges 1 AST),"[1629023, 1628970]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,12.6,Made,,,,,,,,,,,,7.0,M. Bridges,1628970.0,1.0,,,
317,PT03M42.00S,2022-03-28T00:29:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.67871222076215,56.372549019607845,1610612751,54,42,2022-03-28T00:42:02Z,3150000,32.0,73.0,1,right,B. Brown 7' floating Jump Shot (8 PTS) (K. Durant 5 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,7.94,Made,,,,,,,,,,,,8.0,K. Durant,201142.0,5.0,,,
319,PT03M32.00S,2022-03-28T00:29:20.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,27.94021024967148,75.98039215686273,1610612766,54,45,2022-03-28T00:29:26Z,3170000,-130.0,210.0,1,left,M. Bridges 24' 3PT  (11 PTS) (P. Washington 1 AST),"[1628970, 1629023]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.7,Made,,,,,,,,,,,,11.0,P. Washington,1629023.0,1.0,,,
321,PT03M09.00S,2022-03-28T00:29:43.6Z,2,REGULAR,3pt,Jump Shot,[],203552,74.85216819973719,15.441176470588236,1610612751,54,45,2022-03-28T00:29:48Z,3190000,-173.0,184.0,1,right,MISS S. Curry 25' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
322,PT03M07.00S,2022-03-28T00:29:45.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,54,45,2022-03-28T00:29:48Z,3200000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,321.0,4.0,3.0,1.0,,,,,,,,,,,,
323,PT02M58.00S,2022-03-28T00:29:58.0Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612766,54,45,2022-03-28T00:32:52Z,3210000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Bridges 2 FT),"[203083, 1628970]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,101283.0,3.0,1.0,Bridges,1628970.0,,,,,,,
325,PT02M58.00S,2022-03-28T00:30:09.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,54,45,2022-03-28T00:30:09Z,3230000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M58.00S,2022-03-28T00:30:10.2Z,2,REGULAR,substitution,out,[],203083,,,1610612766,54,45,2022-03-28T00:32:46Z,3240000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M58.00S,2022-03-28T00:30:10.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612766,54,45,2022-03-28T00:32:46Z,3250000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M58.00S,2022-03-28T00:33:09.7Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,54,45,2022-03-28T00:33:09Z,3260000,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,
329,PT02M58.00S,2022-03-28T00:33:09.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,54,45,2022-03-28T00:33:09Z,3270000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,
330,PT02M58.00S,2022-03-28T00:33:24.7Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,54,46,2022-03-28T00:33:24Z,3280000,,,0,,M. Bridges Free Throw 2 of 2 (12 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,12.0,,,,,,
331,PT02M42.00S,2022-03-28T00:33:42.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.77463863337714,49.50980392156863,1610612751,56,46,2022-03-28T00:33:47Z,3290000,-2.0,6.0,1,right,N. Claxton alley-oop DUNK (4 PTS) (K. Durant 6 AST),"[1629651, 201142]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,0.65,Made,,,,,,,,,,,,4.0,K. Durant,201142.0,6.0,,,
333,PT02M30.00S,2022-03-28T00:33:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,7.966491458607096,57.84313725490197,1610612766,56,48,2022-03-28T00:34:24Z,3310000,-39.0,22.0,1,left,M. Bridges driving floating Jump Shot (14 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,4.51,Made,,,,,,,,,,,,14.0,,,,,,
334,PT02M30.00S,2022-03-28T00:34:01.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629651,,,1610612766,56,48,2022-03-28T00:34:07Z,3320000,,,0,,N. Claxton shooting personal FOUL (2 PF) (Bridges 1 FT),"[1629651, 1628970]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,2003.0,2.0,0.0,Bridges,1628970.0,,,,,,,
338,PT02M30.00S,2022-03-28T00:34:25.6Z,2,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,56,49,2022-03-28T00:34:25Z,3340000,,,0,,M. Bridges Free Throw 1 of 1 (15 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,15.0,,,,,,
339,PT02M08.00S,2022-03-28T00:34:47.9Z,2,REGULAR,2pt,Jump Shot,[],202681,84.97043363994744,30.392156862745097,1610612751,56,49,2022-03-28T00:34:52Z,3350000,-98.0,89.0,1,right,MISS K. Irving 13' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,13.22,Missed,,,,,,,,,,,,,,,,,,
340,PT02M05.00S,2022-03-28T00:34:50.9Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,56,49,2022-03-28T00:34:52Z,3360000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,339.0,2.0,1.0,1.0,,,,,,,,,,,,
341,PT01M49.00S,2022-03-28T00:35:06.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,13.091327201051248,34.068627450980394,1610612766,56,51,2022-03-28T00:35:11Z,3370000,80.0,71.0,1,left,P. Washington 10' driving Hook (9 PTS) (L. Ball 3 AST),"[1629023, 1630163]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,10.65,Made,,,,,,,,,,,,9.0,L. Ball,1630163.0,3.0,,,
343,PT01M38.00S,2022-03-28T00:35:30.7Z,2,REGULAR,substitution,out,[],202681,,,1610612751,56,51,2022-03-28T00:35:33Z,3390000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
344,PT01M38.00S,2022-03-28T00:35:30.7Z,2,REGULAR,substitution,in,[],201609,,,1610612751,56,51,2022-03-28T00:35:33Z,3400000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
345,PT01M34.00S,2022-03-28T00:36:01.6Z,2,REGULAR,jumpball,recovered,[],1628970,,,1610612751,56,51,2022-03-28T00:36:01Z,3410000,,,0,,Jump Ball T. Rozier vs. B. Brown: Tip to M. Bridges,"[1628970, 1626179, 1628971]",1610612766.0,CHA,heldball,M. Bridges,1628970.0,Bridges,M. Bridges,Rozier,1626179.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,,,
348,PT01M34.00S,2022-03-28T00:36:01.6Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,56,51,2022-03-28T00:36:01Z,3440000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1626179]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,1.0,Rozier,1626179.0
349,PT01M34.00S,2022-03-28T00:36:01.6Z,2,REGULAR,steal,,[],1626179,,,1610612766,56,51,2022-03-28T00:36:01Z,3450000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
350,PT01M28.00S,2022-03-28T00:36:08.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,6.1268068331143235,47.549019607843135,1610612766,56,53,2022-03-28T00:36:15Z,3460000,12.0,5.0,1,left,M. Bridges DUNK (17 PTS) (C. Martin 1 AST),"[1628970, 1628998]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.33,Made,,,,,,,,,,,,17.0,C. Martin,1628998.0,1.0,,,
352,PT01M10.00S,2022-03-28T00:36:25.5Z,2,REGULAR,3pt,Jump Shot,[],203552,66.96780551905388,47.05882352941176,1610612751,56,53,2022-03-28T00:36:31Z,3480000,-15.0,258.0,1,right,MISS S. Curry 25' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
353,PT01M07.00S,2022-03-28T00:36:28.5Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,56,53,2022-03-28T00:36:31Z,3490000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,352.0,3.0,2.0,1.0,,,,,,,,,,,,
354,PT00M53.80S,2022-03-28T00:36:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,9.543363994743759,54.65686274509803,1610612766,56,53,2022-03-28T00:36:48Z,3500000,-23.0,37.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 1628971]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,4.39,Missed,Brown,1628971.0,,,,,,,,,,,,,,,,
355,PT00M53.80S,2022-03-28T00:36:43.1Z,2,REGULAR,block,,[],1628971,,,1610612766,56,53,2022-03-28T00:36:45Z,3510000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M50.50S,2022-03-28T00:36:46.4Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,56,53,2022-03-28T00:36:48Z,3520000,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,354.0,4.0,2.0,2.0,,,,,,,,,,,,
357,PT00M49.30S,2022-03-28T00:36:48.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629651,94.43166885676742,51.71568627450981,1610612751,58,53,2022-03-28T00:37:08Z,3530000,9.0,0.0,1,right,N. Claxton running alley-oop DUNK (6 PTS) (S. Curry 1 AST),"[1629651, 203552]",1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,0.86,Made,,,,,,,,,,,,6.0,S. Curry,203552.0,1.0,,,
359,PT00M31.80S,2022-03-28T00:37:08.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,28.597240473061763,76.22549019607843,1610612766,58,53,2022-03-28T00:37:13Z,3550000,-131.0,216.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
360,PT00M28.80S,2022-03-28T00:37:11.2Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,58,53,2022-03-28T00:37:13Z,3560000,,,0,,P. Washington REBOUND (Off:2 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,359.0,5.0,3.0,2.0,,,,,,,,,,,,
