actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
166,PT00M36.80S,2025-12-28T00:35:34.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631221,30.699737187910642,69.11764705882352,1610612756,31,32,2025-12-28T00:35:39Z,1660000,False,-96.0,236.0,1,left,C. Gillespie 25' 3PT  (3 PTS) (I. Livers 1 AST),"[1631221, 1630587]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,25.47,,,,,,I. Livers,1630587.0,1.0,,,
170,PT00M14.90S,2025-12-28T00:36:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,93.24901445466492,51.71568627450981,1610612740,33,32,2025-12-28T00:36:06Z,1680000,False,9.0,11.0,1,right,J. Alvarado driving Layup (5 PTS),[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,1.4,,,,,,,,,,,
171,PT00M00.30S,2025-12-28T00:36:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,6.389618922470433,46.81372549019608,1610612756,33,32,2025-12-28T00:36:40Z,1690000,False,16.0,8.0,1,left,MISS C. Gillespie driving Layup - blocked,"[1631221, 1642274]",1610612756.0,PHX,driving,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.76,,,,Missi,1642274.0,,,,,,
172,PT00M00.30S,2025-12-28T00:36:19.4Z,1,REGULAR,block,,[],1642274,,,1610612756,33,32,2025-12-28T00:36:29Z,1700000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
173,PT00M00.10S,2025-12-28T00:36:19.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,33,32,2025-12-28T00:36:40Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,171.0,,,,,,,,,,,,
174,PT00M00.00S,2025-12-28T00:36:31.9Z,1,REGULAR,period,end,[],0,,,1610612756,33,32,2025-12-28T00:36:31Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-12-28T00:37:20.1Z,2,REGULAR,substitution,out,['startperiod'],1631109,,,1610612756,33,32,2025-12-28T00:39:07Z,1730000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-12-28T00:37:20.1Z,2,REGULAR,substitution,out,['startperiod'],1630692,,,1610612756,33,32,2025-12-28T00:39:07Z,1740000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-12-28T00:37:20.1Z,2,REGULAR,substitution,in,['startperiod'],1642345,,,1610612756,33,32,2025-12-28T00:39:07Z,1750000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-12-28T00:37:20.1Z,2,REGULAR,substitution,in,['startperiod'],1631123,,,1610612756,33,32,2025-12-28T00:39:07Z,1760000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-12-28T00:39:08.3Z,2,REGULAR,period,start,[],0,,,1610612740,33,32,2025-12-28T00:39:08Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M46.00S,2025-12-28T00:39:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,69.07030223390277,68.62745098039215,1610612740,33,32,2025-12-28T00:39:27Z,1780000,False,93.0,238.0,1,right,MISS J. Poole 25' step back 3PT,[1629673],1610612740.0,NOP,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.57,,,,,,,,,,,
181,PT11M44.00S,2025-12-28T00:39:24.0Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612756,33,32,2025-12-28T00:40:00Z,1790000,False,,,0,,I. Livers REBOUND (Off:2 Def:1),[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,,,,,,180.0,,3.0,1.0,2.0,,,,,,,,
182,PT11M37.00S,2025-12-28T00:39:30.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,34.247700394218136,53.431372549019606,1610612756,33,35,2025-12-28T00:40:04Z,1800000,False,-17.0,269.0,1,left,C. Gillespie 26' 3PT running (6 PTS) (O. Ighodaro 2 AST),"[1631221, 1642345]",1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,,26.99,,,,,,O. Ighodaro,1642345.0,2.0,,,
184,PT11M18.00S,2025-12-28T00:39:48.6Z,2,REGULAR,3pt,Jump Shot,[],1642877,80.3712220762155,92.8921568627451,1610612740,33,35,2025-12-28T00:39:53Z,1820000,False,214.0,132.0,1,right,MISS M. Peavy 25' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.19,,,,,,,,,,,
185,PT11M17.00S,2025-12-28T00:39:49.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,33,35,2025-12-28T00:39:53Z,1830000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,184.0,,,,,,,,,,,,
187,PT11M07.00S,2025-12-28T00:40:11.2Z,2,REGULAR,turnover,bad pass,[],1630587,,,1610612756,33,35,2025-12-28T00:40:15Z,1850000,False,,,0,,I. Livers bad pass TURNOVER (2 TO),"[1630587, 1630631]",1610612756.0,PHX,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Alvarado,1630631.0
188,PT11M07.00S,2025-12-28T00:40:11.2Z,2,REGULAR,steal,,[],1630631,,,1610612740,33,35,2025-12-28T00:40:12Z,1860000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
189,PT11M04.00S,2025-12-28T00:40:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630631,94.1688567674113,52.69607843137255,1610612740,33,35,2025-12-28T00:40:21Z,1870000,False,13.0,2.0,1,right,MISS J. Alvarado running Layup - blocked,"[1630631, 1630587]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.37,,,,Livers,1630587.0,,,,,,
190,PT11M04.00S,2025-12-28T00:40:14.4Z,2,REGULAR,block,,[],1630587,,,1610612740,33,35,2025-12-28T00:40:16Z,1880000,False,,,0,,I. Livers BLOCK (1 BLK),[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT11M02.00S,2025-12-28T00:40:16.4Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,33,35,2025-12-28T00:40:54Z,1890000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,189.0,,3.0,2.0,1.0,,,,,,,,
192,PT10M50.00S,2025-12-28T00:40:58.4Z,2,REGULAR,jumpball,recovered,[],1630587,,,1610612756,33,35,2025-12-28T00:41:23Z,1900000,False,,,0,,Jump Ball J. Bouyea vs. M. Peavy: Tip to I. Livers,"[1630587, 1631123, 1642877]",1610612756.0,PHX,heldball,I. Livers,1630587.0,Livers,I. Livers,Bouyea,1631123.0,Peavy,1642877.0,,,,,,,,,,,,,,,,,,,,,,
195,PT10M41.00S,2025-12-28T00:41:05.1Z,2,REGULAR,3pt,Jump Shot,[],1642853,12.828515111695138,4.166666666666666,1610612756,33,38,2025-12-28T00:41:08Z,1930000,False,229.0,68.0,1,left,R. Fleming 3PT  (3 PTS) (I. Livers 2 AST),"[1642853, 1630587]",1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,23.91,,,,,,I. Livers,1630587.0,2.0,,,
197,PT10M23.00S,2025-12-28T00:41:25.5Z,2,REGULAR,foul,technical,['1freethrow'],1642853,,,1610612740,33,38,2025-12-28T00:41:37Z,1950000,False,,,0,,R. Fleming defensive-3-second technical FOUL (1 Tech),[1642853],1610612756.0,PHX,defensive-3-second,,,Fleming,R. Fleming,,,,,In The Paint (Non-RA),0-8 Center,201639.0,0.0,1.0,,,,,,,,,,,,,,,,,
198,PT10M23.00S,2025-12-28T00:41:48.0Z,2,REGULAR,freethrow,1 of 1,[],1629673,,,1610612740,34,38,2025-12-28T00:41:48Z,1960000,False,,,0,,J. Poole technical Free Throw 1 of 1 (1 PTS),[1629673],1610612740.0,NOP,technical,,,Poole,J. Poole,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
199,PT10M12.00S,2025-12-28T00:42:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,86.15308804204993,55.392156862745104,1610612740,34,38,2025-12-28T00:42:48Z,1970000,False,27.0,78.0,1,right,MISS Z. Williamson 8' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,8.23,,,,,,,,,,,
200,PT10M10.00S,2025-12-28T00:42:12.4Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,34,38,2025-12-28T00:42:14Z,1980000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,199.0,,1.0,1.0,0.0,,,,,,,,
201,PT10M03.00S,2025-12-28T00:42:22.4Z,2,REGULAR,foul,personal,[],1642877,,,1610612756,34,38,2025-12-28T00:42:43Z,1990000,False,,,0,,M. Peavy personal FOUL (1 PF),"[1642877, 1631123]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Left,202007.0,1.0,0.0,Bouyea,1631123.0,,,,,,,,,,,,,,,
203,PT09M52.00S,2025-12-28T00:42:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,6.521024967148489,46.07843137254902,1610612756,34,40,2025-12-28T00:42:55Z,2010000,False,20.0,9.0,1,left,O. Ighodaro driving Layup (4 PTS),[1642345],1610612756.0,PHX,driving,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,2.15,,,,,,,,,,,
204,PT09M45.00S,2025-12-28T00:42:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.1688567674113,52.20588235294118,1610612740,36,40,2025-12-28T00:43:03Z,2020000,False,11.0,2.0,1,right,Z. Williamson driving Layup (10 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,1.12,,,,,,,,,,,
205,PT09M45.00S,2025-12-28T00:43:01.7Z,2,REGULAR,foul,personal,['1freethrow'],1642345,,,1610612740,36,40,2025-12-28T00:43:10Z,2030000,False,,,0,,O. Ighodaro shooting personal FOUL (2 PF) (Williamson 1 FT),"[1642345, 1629627]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,202007.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
207,PT09M45.00S,2025-12-28T00:43:14.2Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,36,40,2025-12-28T00:44:23Z,2050000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M45.00S,2025-12-28T00:43:14.2Z,2,REGULAR,substitution,in,[],1642847,,,1610612740,36,40,2025-12-28T00:44:23Z,2060000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M45.00S,2025-12-28T00:44:03.3Z,2,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,37,40,2025-12-28T00:44:03Z,2070000,False,,,0,,Z. Williamson Free Throw 1 of 1 (11 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
210,PT09M31.00S,2025-12-28T00:44:20.3Z,2,REGULAR,3pt,Jump Shot,[],1642853,5.075558475689881,95.58823529411765,1610612756,37,40,2025-12-28T00:44:24Z,2080000,False,-228.0,-5.0,1,left,MISS R. Fleming 3PT,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.8,,,,,,,,,,,
211,PT09M28.00S,2025-12-28T00:44:23.3Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,37,40,2025-12-28T00:44:24Z,2090000,False,,,0,,Y. Missi REBOUND (Off:1 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,,,,,,210.0,,3.0,2.0,1.0,,,,,,,,
212,PT09M05.00S,2025-12-28T00:44:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,94.30026281208936,52.94117647058824,1610612740,37,40,2025-12-28T00:45:02Z,2100000,False,15.0,1.0,1,right,MISS J. Fears driving Layup,[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.47,,,,,,,,,,,
213,PT09M04.00S,2025-12-28T00:44:48.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,37,40,2025-12-28T00:45:02Z,2110000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,212.0,,,,,,,,,,,,
215,PT08M50.00S,2025-12-28T00:45:08.7Z,2,REGULAR,3pt,Jump Shot,[],1631221,30.305519053876477,14.215686274509803,1610612756,37,43,2025-12-28T00:45:12Z,2130000,False,179.0,232.0,1,left,C. Gillespie 29' 3PT  (9 PTS) (R. Fleming 1 AST),"[1631221, 1642853]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,,29.33,,,,,,R. Fleming,1642853.0,1.0,,,
217,PT08M38.00S,2025-12-28T00:45:23.4Z,2,REGULAR,foul,personal,['2freethrow'],1642853,,,1610612740,37,43,2025-12-28T00:45:29Z,2150000,False,,,0,,R. Fleming shooting personal FOUL (1 PF) (Williamson 2 FT),"[1642853, 1629627]",1610612756.0,PHX,shooting,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,201639.0,1.0,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,
219,PT08M38.00S,2025-12-28T00:45:48.3Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,38,43,2025-12-28T00:46:10Z,2170000,False,,,0,,Z. Williamson Free Throw 1 of 2 (12 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
220,PT08M38.00S,2025-12-28T00:45:50.0Z,2,REGULAR,substitution,out,[],1629673,,,1610612740,38,43,2025-12-28T00:45:52Z,2180000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M38.00S,2025-12-28T00:45:50.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,38,43,2025-12-28T00:45:52Z,2190000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M38.00S,2025-12-28T00:45:48.3Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,38,43,2025-12-28T00:46:10Z,2200000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
223,PT08M35.00S,2025-12-28T00:45:51.3Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,38,43,2025-12-28T00:46:10Z,2210000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:2),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,222.0,,2.0,2.0,0.0,,,,,,,,
224,PT08M31.00S,2025-12-28T00:46:13.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,33.459264126149804,68.87254901960785,1610612756,38,46,2025-12-28T01:57:14Z,2220000,False,-94.0,262.0,1,left,C. Gillespie 27' 3PT running pullup (12 PTS),[1631221],1610612756.0,PHX,running pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,,Made,12.0,,27.85,,,,,,,,,,,
225,PT08M28.00S,2025-12-28T00:46:19.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,46,2025-12-28T00:46:19Z,2230000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M28.00S,2025-12-28T00:48:59.8Z,2,REGULAR,substitution,out,[],1630587,,,1610612740,38,46,2025-12-28T00:49:15Z,2240000,False,,,0,,SUB out: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M28.00S,2025-12-28T00:48:59.8Z,2,REGULAR,substitution,in,[],1626220,,,1610612740,38,46,2025-12-28T00:49:15Z,2250000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M20.00S,2025-12-28T00:49:25.0Z,2,REGULAR,turnover,lost ball,[],1629627,,,1610612740,38,46,2025-12-28T00:50:12Z,2260000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 1631221]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Gillespie,1631221.0
229,PT08M20.00S,2025-12-28T00:49:25.0Z,2,REGULAR,steal,,[],1631221,,,1610612756,38,46,2025-12-28T00:49:26Z,2270000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
230,PT08M16.00S,2025-12-28T00:49:28.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631123,6.915243101182654,52.450980392156865,1610612756,38,48,2025-12-28T00:50:18Z,2280000,False,-12.0,13.0,1,left,J. Bouyea running Layup (2 PTS) (C. Gillespie 4 AST),"[1631123, 1631221]",1610612756.0,PHX,running,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,1.75,,,,,,C. Gillespie,1631221.0,4.0,,,
232,PT07M59.00S,2025-12-28T00:49:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,89.43823915900131,52.69607843137255,1610612740,38,48,2025-12-28T00:51:04Z,2300000,False,13.0,47.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.87,,,,,,,,,,,
233,PT07M58.00S,2025-12-28T00:49:45.0Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,38,48,2025-12-28T00:51:04Z,2310000,False,,,0,,Y. Missi REBOUND (Off:2 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,232.0,,4.0,2.0,2.0,,,,,,,,
234,PT07M58.00S,2025-12-28T00:49:48.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,94.40999984741211,50.0,1610612740,40,48,2025-12-28T00:51:09Z,2320000,False,0.0,0.0,1,right,Y. Missi tip Layup (2 PTS),[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,0.0,,,,,,,,,,,
235,PT07M43.00S,2025-12-28T00:49:58.9Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612756,40,48,2025-12-28T00:51:33Z,2330000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1642274]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Missi,1642274.0
236,PT07M43.00S,2025-12-28T00:49:58.9Z,2,REGULAR,steal,,[],1642274,,,1610612740,40,48,2025-12-28T00:51:33Z,2340000,False,,,0,,Y. Missi STEAL (2 STL),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M36.00S,2025-12-28T00:50:06.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630180,91.93495400788436,48.77450980392157,1610612740,42,48,2025-12-28T00:52:24Z,2350000,False,-6.0,23.0,1,right,S. Bey running Layup (5 PTS),[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,2.41,,,,,,,,,,,
238,PT07M21.00S,2025-12-28T00:50:21.2Z,2,REGULAR,turnover,lost ball,[],1626220,,,1610612756,42,48,2025-12-28T00:50:25Z,2360000,False,,,0,,R. O'Neale lost ball TURNOVER (2 TO),"[1626220, 1642877]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Peavy,1642877.0
239,PT07M21.00S,2025-12-28T00:50:21.2Z,2,REGULAR,steal,,[],1642877,,,1610612740,42,48,2025-12-28T00:50:22Z,2370000,False,,,0,,M. Peavy STEAL (1 STL),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M17.00S,2025-12-28T00:50:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642877,93.11760840998686,47.794117647058826,1610612740,42,48,2025-12-28T00:50:31Z,2380000,False,-11.0,12.0,1,right,MISS M. Peavy running Layup,[1642877],1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.64,,,,,,,,,,,
241,PT07M16.00S,2025-12-28T00:50:27.1Z,2,REGULAR,rebound,offensive,[],1642847,,,1610612740,42,48,2025-12-28T00:59:41Z,2390000,False,,,0,,J. Fears REBOUND (Off:1 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,240.0,,2.0,1.0,1.0,,,,,,,,
306,PT07M16.00S,2025-12-28T00:50:30.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642847,92.42772667542707,51.22549019607843,1610612740,42,48,2025-12-28T01:00:24Z,2395000,False,6.0,19.0,1,right,MISS J. Fears tip Layup,[1642847],1610612740.0,NOP,tip,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.97,,,,,,,,,,,
307,PT07M16.00S,2025-12-28T00:50:30.3Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,42,48,2025-12-28T01:00:24Z,2397500,False,,,0,,C. Gillespie REBOUND (Off:1 Def:3),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,306.0,,4.0,3.0,1.0,,,,,,,,
242,PT07M08.00S,2025-12-28T00:50:34.5Z,2,REGULAR,3pt,Jump Shot,[],1631221,32.40801576872536,17.892156862745097,1610612756,42,51,2025-12-28T00:50:49Z,2400000,False,161.0,252.0,1,left,C. Gillespie 29' 3PT  (15 PTS) (R. O'Neale 1 AST),"[1631221, 1626220]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,Made,15.0,,29.89,,,,,,R. O'Neale,1626220.0,1.0,,,
244,PT06M51.00S,2025-12-28T00:50:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,84.57621550591328,35.294117647058826,1610612740,42,51,2025-12-28T00:55:07Z,2420000,False,-74.0,92.0,1,right,MISS J. Fears 11' pullup Shot,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,11.81,,,,,,,,,,,
245,PT06M50.00S,2025-12-28T00:50:52.7Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,42,51,2025-12-28T00:55:07Z,2430000,False,,,0,,Y. Missi REBOUND (Off:3 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,244.0,,5.0,2.0,3.0,,,,,,,,
246,PT06M50.00S,2025-12-28T00:50:55.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,93.64323258869908,48.28431372549019,1610612740,44,51,2025-12-28T00:55:16Z,2440000,False,-9.0,7.0,1,right,Y. Missi putback DUNK (4 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,1.13,,,,,,,,,,,
247,PT06M37.00S,2025-12-28T00:51:07.3Z,2,REGULAR,foul,personal,[],1642877,,,1610612756,44,51,2025-12-28T00:51:15Z,2450000,False,,,0,,M. Peavy personal FOUL (2 PF),"[1642877, 1631221]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Center,1627529.0,2.0,0.0,Gillespie,1631221.0,,,,,,,,,,,,,,,
249,PT06M37.00S,2025-12-28T00:51:12.7Z,2,REGULAR,substitution,out,[],1629627,,,1610612756,44,51,2025-12-28T00:51:47Z,2470000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
